id,x0,x1,x2,fitness-2,fitness-3,fitness-2.5,fitness-4,fitness-3.5,fitness-1.5,fitness-1,fitness-0.5
16083,0.870964,1.31235,-4.04959,NA,NA,-37.39,NA,NA,NA,NA,NA
16223,1.55275,2.18952,-4.50802,NA,-13.195,NA,NA,NA,NA,NA,NA
16487,2.28827,1.54702,-4.20703,-21.995,NA,NA,NA,NA,NA,NA,NA
16660,1.37749,2.39608,-3.88423,-32.41,NA,NA,NA,NA,NA,NA,NA
16885,2.57349,2.20216,-3.80251,NA,NA,-33.183,NA,NA,NA,NA,NA
17018,1.48826,2.10125,-4.48752,NA,NA,-10.638,NA,NA,NA,NA,NA
17229,2.08719,2.62879,-4.44606,NA,NA,-26.948,NA,NA,NA,NA,NA
17568,2.43345,0.922198,-4.82727,NA,-49.004,NA,NA,NA,NA,NA,NA
17770,2.50823,1.51639,-4.69862,NA,-29.511,NA,NA,NA,NA,NA,NA
17921,1.21597,2.4473,-4.52776,NA,NA,-25.954,NA,NA,NA,NA,NA
18090,1.91295,0.851286,-4.97475,-52.207,NA,NA,NA,NA,NA,NA,NA
18360,0.737919,1.94436,-4.59118,NA,-35.093,NA,NA,NA,NA,NA,NA
18538,1.31255,1.97809,-4.18456,NA,NA,NA,NA,NA,-42.97,NA,NA
18754,1.08696,2.56319,-4.19695,NA,NA,NA,NA,NA,-50.491,NA,NA
18995,0.960207,1.72116,-3.55853,NA,NA,-39.208,NA,NA,NA,NA,NA
19087,1.15049,2.14934,-3.91225,NA,NA,NA,NA,NA,-40.806,NA,NA
19243,1.51942,1.28632,-3.8512,-30.429,NA,NA,NA,NA,NA,NA,NA
19492,1.14209,2.12706,-4.51236,NA,NA,NA,NA,NA,-33.965,NA,NA
19675,1.46316,1.99876,-4.21859,NA,-14.185,NA,NA,NA,NA,NA,NA
19997,1.84464,1.86494,-4.18906,NA,-12.447,NA,NA,NA,NA,NA,NA
20089,1.55049,1.374,-4.35685,-14.702,NA,NA,NA,NA,NA,NA,NA
20383,1.89227,1.93797,-4.44729,NA,-18.441,NA,NA,NA,NA,NA,NA
20535,2.01473,1.78729,-4.64552,NA,NA,NA,NA,NA,-21.079,NA,NA
20716,2.46291,1.46898,-4.69126,-22.865,NA,NA,NA,NA,NA,NA,NA
20829,2.2073,1.92375,-4.56404,NA,NA,-10.691,NA,NA,NA,NA,NA
21039,2.18718,1.72992,-4.98565,-21.212,NA,NA,NA,NA,NA,NA,NA
21239,1.6714,1.63527,-4.47951,-3.498,NA,NA,NA,NA,NA,NA,NA
21401,1.95744,1.61855,-4.45168,NA,NA,-3.76,NA,NA,NA,NA,NA
21741,1.80673,1.67931,-3.68351,NA,NA,-13.349,NA,NA,NA,NA,NA
21834,2.37984,3.31518,-3.77225,NA,-88.02,NA,NA,NA,NA,NA,NA
22138,2.14936,1.89703,-4.53018,NA,NA,-7.866,NA,NA,NA,NA,NA
22303,2.81202,2.60951,-4.91566,-57.786,NA,NA,NA,NA,NA,NA,NA
22479,2.10351,1.78891,-4.44466,NA,NA,-6.617,NA,NA,NA,NA,NA
22765,1.75953,1.21538,-4.09387,NA,NA,-9.312,NA,NA,NA,NA,NA
22932,0.877695,1.18771,-4.4139,-53.249,NA,NA,NA,NA,NA,NA,NA
23090,1.21977,2.27207,-4.34152,-28.402,NA,NA,NA,NA,NA,NA,NA
23259,1.63643,2.16203,-3.31059,NA,NA,NA,NA,NA,-69.561,NA,NA
23406,2.30517,1.78103,-4.69257,NA,-14.271,NA,NA,NA,NA,NA,NA
23776,1.54239,1.65872,-4.64113,NA,-17.508,NA,NA,NA,NA,NA,NA
23996,2.84001,1.28839,-4.0635,NA,-44.675,NA,NA,NA,NA,NA,NA
24151,1.86384,1.97014,-3.96224,NA,NA,-8.613,NA,NA,NA,NA,NA
24282,1.10888,1.31411,-3.06446,NA,NA,NA,NA,-75.086,NA,NA,NA
24424,1.39719,2.00664,-4.08393,NA,NA,NA,-58.637,NA,NA,NA,NA
24633,1.5355,1.73098,-4.21437,-8.469,NA,NA,NA,NA,NA,NA,NA
24862,1.95308,2.99475,-4.49048,NA,NA,-44.161,NA,NA,NA,NA,NA
25121,1.49762,1.99615,-4.14599,-11.951,NA,NA,NA,NA,NA,NA,NA
25333,1.9778,2.04996,-4.40729,NA,NA,NA,NA,-30.124,NA,NA,NA
25577,1.34038,0.778341,-4.58952,NA,-56.127,NA,NA,NA,NA,NA,NA
25753,1.73491,1.46951,-4.93549,NA,NA,-13.769,NA,NA,NA,NA,NA
25885,1.591,2.29031,-4.29857,NA,NA,NA,NA,NA,-27.624,NA,NA
26012,1.75243,2.41309,-4.83951,NA,NA,NA,NA,NA,-34.191,NA,NA
26397,1.28301,1.49711,-4.60909,NA,NA,NA,NA,NA,-37.852,NA,NA
26508,1.98183,1.2492,-4.20873,NA,NA,-7.204,NA,NA,NA,NA,NA
26734,2.00768,1.14931,-3.46135,NA,NA,-36.82,NA,NA,NA,NA,NA
26998,2.16004,1.05736,-4.71062,NA,NA,-22.202,NA,NA,NA,NA,NA
27022,1.29489,0.84202,-4.63561,-60.314,NA,NA,NA,NA,NA,NA,NA
27210,2.3001,1.14882,-4.3358,NA,NA,-18.169,NA,NA,NA,NA,NA
27426,1.86932,1.17225,-3.9802,NA,NA,-12.197,NA,NA,NA,NA,NA
27660,1.77252,2.08944,-3.6358,-21.564,NA,NA,NA,NA,NA,NA,NA
27835,1.71387,1.04836,-4.38394,NA,NA,NA,NA,NA,-46.599,NA,NA
28120,1.88658,1.82177,-4.1466,NA,NA,-2.902,NA,NA,NA,NA,NA
28313,1.28088,1.35194,-3.6014,NA,-36.603,NA,NA,NA,NA,NA,NA
28596,3.05926,1.94939,-3.87988,NA,-52.906,NA,NA,NA,NA,NA,NA
28748,3.19349,2.08457,-4.8944,-57.956,NA,NA,NA,NA,NA,NA,NA
28897,2.65866,1.82561,-4.65433,NA,NA,-24.174,NA,NA,NA,NA,NA
29059,0.814081,2.70069,-4.99542,NA,-63.156,NA,NA,NA,NA,NA,NA
29321,1.44401,2.82657,-4.35338,NA,NA,NA,NA,-50.817,NA,NA,NA
29594,1.16559,1.86267,-3.30676,NA,NA,-41.605,NA,NA,NA,NA,NA
29741,2.28483,1.66895,-3.64897,NA,NA,-21.666,NA,NA,NA,NA,NA
29966,0.700654,2.10842,-4.14742,NA,NA,NA,NA,-54.969,NA,NA,NA
30180,1.56435,2.18084,-4.65731,NA,NA,-13.035,NA,NA,NA,NA,NA
30391,2.50516,2.13115,-3.91165,-27.286,NA,NA,NA,NA,NA,NA,NA
30577,1.97319,2.47858,-4.62034,NA,NA,-21.326,NA,NA,NA,NA,NA
30682,2.30939,1.80174,-4.28626,NA,NA,-9.871,NA,NA,NA,NA,NA
30877,2.06976,2.26738,-4.9195,NA,-29.513,NA,NA,NA,NA,NA,NA
31111,1.72646,2.36291,-4.70505,NA,NA,NA,NA,-31.05,NA,NA,NA
31337,0.80339,2.05215,-4.07321,NA,NA,-33.088,NA,NA,NA,NA,NA
31434,1.76099,1.08293,-4.34613,-17.433,NA,NA,NA,NA,NA,NA,NA
31682,1.23701,2.09865,-4.70547,NA,-26,NA,NA,NA,NA,NA,NA
31985,2.75691,2.93488,-4.64166,NA,-65.388,NA,NA,NA,NA,NA,NA
32140,1.21924,2.21232,-4.62364,-21.406,NA,NA,NA,NA,NA,NA,NA
32260,1.57787,0.747368,-4.40239,NA,NA,-43.947,NA,NA,NA,NA,NA
32560,1.7225,1.08942,-3.74355,-30.394,NA,NA,NA,NA,NA,NA,NA
32713,2.17985,1.10375,-4.11391,-20.845,NA,NA,NA,NA,NA,NA,NA
32869,0.496222,1.411,-4.56923,NA,NA,-56.523,NA,NA,NA,NA,NA
33055,2.03559,1.20881,-4.61314,NA,NA,-12.489,NA,NA,NA,NA,NA
33304,1.55208,1.66348,-4.02425,NA,-16.555,NA,NA,NA,NA,NA,NA
33428,0.640034,1.24248,-4.32017,NA,NA,-52.794,NA,NA,NA,NA,NA
33716,1.65795,0.765672,-4.96424,NA,-51.79,NA,NA,NA,NA,NA,NA
33838,1.94327,1.95633,-4.16092,NA,NA,-6.047,NA,NA,NA,NA,NA
34121,1.13013,1.31644,-4.36386,NA,-30.076,NA,NA,NA,NA,NA,NA
34223,2.23271,2.5851,-3.71367,NA,NA,-37.168,NA,NA,NA,NA,NA
34566,0.729869,1.76891,-3.93258,NA,NA,-38.513,NA,NA,NA,NA,NA
34603,2.91314,1.50876,-4.65933,NA,NA,-36.396,NA,NA,NA,NA,NA
34843,1.96827,1.08683,-4.70765,NA,NA,NA,NA,NA,-51.168,NA,NA
35100,1.32905,1.30106,-4.28135,NA,NA,-12.199,NA,NA,NA,NA,NA
35368,1.95394,1.04197,-4.74116,NA,-29.373,NA,NA,NA,NA,NA,NA
35458,1.32421,2.20641,-3.67086,NA,NA,NA,NA,-40.854,NA,NA,NA
35708,2.10008,2.91555,-3.54561,NA,-60.634,NA,NA,NA,NA,NA,NA
35835,1.7555,1.28543,-3.70892,NA,-31.525,NA,NA,NA,NA,NA,NA
36171,2.00305,1.67014,-4.97492,NA,NA,NA,NA,-29.531,NA,NA,NA
36376,2.54536,2.08105,-4.24406,NA,-27.241,NA,NA,NA,NA,NA,NA
36430,1.34391,1.92692,-4.91462,NA,-18.654,NA,NA,NA,NA,NA,NA
36621,1.67099,1.97605,-4.91997,-18.82,NA,NA,NA,NA,NA,NA,NA
36847,1.77713,2.38423,-4.87948,NA,-24.437,NA,NA,NA,NA,NA,NA
37123,1.83632,2.30205,-4.34563,NA,NA,NA,NA,NA,-37.095,NA,NA
37224,1.68857,1.15063,-4.43639,NA,-15.352,NA,NA,NA,NA,NA,NA
37536,1.48191,1.28669,-4.91421,NA,-24.27,NA,NA,NA,NA,NA,NA
37794,1.40943,2.43064,-3.98196,NA,-24.237,NA,NA,NA,NA,NA,NA
37892,1.34851,2.60811,-4.75181,NA,NA,-31.299,NA,NA,NA,NA,NA
38053,1.86599,2.00577,-3.55327,-30.718,NA,NA,NA,NA,NA,NA,NA
38255,1.53132,1.37816,-4.76151,-25.051,NA,NA,NA,NA,NA,NA,NA
38518,1.98372,1.27476,-4.26639,NA,NA,-5.99,NA,NA,NA,NA,NA
38741,1.84941,1.21653,-4.3141,NA,-12.33,NA,NA,NA,NA,NA,NA
38826,2.29999,1.3421,-4.00785,NA,NA,NA,NA,-29.007,NA,NA,NA
39031,1.6892,2.00857,-4.46208,-10.266,NA,NA,NA,NA,NA,NA,NA
39223,2.52459,1.83976,-4.7878,NA,NA,-22.735,NA,NA,NA,NA,NA
39564,2.57258,2.04538,-4.30815,NA,NA,-21.93,NA,NA,NA,NA,NA
39677,2.67624,1.93602,-3.11205,NA,NA,-68.993,NA,NA,NA,NA,NA
39853,2.01041,2.29018,-3.15945,-50.849,NA,NA,NA,NA,NA,NA,NA
40186,2.23022,2.23146,-3.95961,NA,NA,-18.799,NA,NA,NA,NA,NA
40352,1.5824,2.55986,-4.70435,-28.625,NA,NA,NA,NA,NA,NA,NA
40478,2.00899,2.67295,-4.5786,NA,NA,-28.551,NA,NA,NA,NA,NA
40766,3.0926,2.24611,-4.4433,-51.647,NA,NA,NA,NA,NA,NA,NA
40922,1.80189,1.8798,-4.59736,-9.178,NA,NA,NA,NA,NA,NA,NA
41004,2.06891,1.42014,-4.93394,NA,NA,NA,NA,-37.633,NA,NA,NA
41290,1.37658,1.89719,-4.68379,NA,-16.284,NA,NA,NA,NA,NA,NA
41465,2.41977,1.41084,-4.76806,NA,NA,-20.7,NA,NA,NA,NA,NA
41769,2.40167,1.22359,-4.27799,NA,NA,-18.229,NA,NA,NA,NA,NA
41832,1.57611,1.90018,-4.38364,NA,-10.914,NA,NA,NA,NA,NA,NA
42150,1.16568,1.10087,-4.63772,NA,NA,-35.295,NA,NA,NA,NA,NA
42299,1.55814,1.90372,-4.28927,NA,NA,-4.267,NA,NA,NA,NA,NA
42401,1.16706,2.22026,-4.25348,NA,NA,-19.586,NA,NA,NA,NA,NA
42657,1.81756,1.37717,-4.88686,NA,NA,-13.743,NA,NA,NA,NA,NA
42852,2.59204,1.21333,-4.87751,NA,NA,NA,-65.988,NA,NA,NA,NA
43138,1.64482,1.6533,-4.81753,NA,NA,NA,NA,-27.815,NA,NA,NA
43310,3.39607,1.52626,-4.32887,-69.744,NA,NA,NA,NA,NA,NA,NA
43512,1.6819,1.72941,-4.79898,NA,NA,NA,NA,-29.271,NA,NA,NA
43667,1.31466,2.02836,-4.71389,NA,-17.857,NA,NA,NA,NA,NA,NA
43813,1.38633,0.764027,-4.46575,NA,-49.314,NA,NA,NA,NA,NA,NA
44198,1.92828,1.30058,-3.79882,-16.747,NA,NA,NA,NA,NA,NA,NA
44367,1.36337,1.56877,-3.57172,-32.034,NA,NA,NA,NA,NA,NA,NA
44502,1.4528,1.94618,-4.89094,NA,-18.141,NA,NA,NA,NA,NA,NA
44724,1.54731,2.28037,-4.40059,NA,-15.296,NA,NA,NA,NA,NA,NA
44859,0.998393,2.425,-4.5502,NA,NA,NA,NA,-44.09,NA,NA,NA
45193,2.08346,2.35534,-4.02627,NA,NA,-20.027,NA,NA,NA,NA,NA
45224,1.93218,2.09203,-4.01839,NA,NA,-9.761,NA,NA,NA,NA,NA
45521,1.71175,1.55788,-4.53739,NA,NA,NA,NA,NA,-22.26,NA,NA
45678,1.22919,2.38352,-4.27336,-32.297,NA,NA,NA,NA,NA,NA,NA
45950,1.66636,2.09559,-4.6003,NA,NA,NA,NA,NA,-30.817,NA,NA
46003,1.81527,2.29951,-4.74693,-22.122,NA,NA,NA,NA,NA,NA,NA
46361,2.8303,1.44962,-4.86111,NA,NA,NA,NA,NA,-50.3,NA,NA
46429,1.44367,1.19248,-4.71381,NA,NA,-18.43,NA,NA,NA,NA,NA
46620,1.58255,2.41789,-4.94292,NA,NA,NA,NA,NA,-40.066,NA,NA
46802,1.73977,1.78517,-4.72196,NA,NA,-7.433,NA,NA,NA,NA,NA
47038,1.43413,1.47969,-4.32546,NA,-14.922,NA,NA,NA,NA,NA,NA
47317,3.10301,2.03204,-4.66738,NA,NA,-47.505,NA,NA,NA,NA,NA
47439,2.26317,1.97843,-4.42462,NA,NA,-10.818,NA,NA,NA,NA,NA
47790,2.84163,2.20511,-4.43498,NA,NA,-35.423,NA,NA,NA,NA,NA
47906,1.51036,2.32536,-3.87141,-28.298,NA,NA,NA,NA,NA,NA,NA
48122,1.47026,1.65846,-4.71851,NA,NA,-8.551,NA,NA,NA,NA,NA
48373,1.89996,1.97116,-4.2454,NA,NA,-4.832,NA,NA,NA,NA,NA
48406,1.50555,1.7574,-4.10936,NA,NA,NA,NA,NA,-32.345,NA,NA
48624,2.07038,2.64285,-4.40295,-35.906,NA,NA,NA,NA,NA,NA,NA
48888,2.42282,1.89783,-4.1666,-20.251,NA,NA,NA,NA,NA,NA,NA
49162,2.32712,1.93999,-4.63096,NA,-21.81,NA,NA,NA,NA,NA,NA
49334,2.32018,1.80868,-4.62587,NA,-18.343,NA,NA,NA,NA,NA,NA
49543,2.8098,2.25056,-4.04242,NA,NA,NA,NA,-54.767,NA,NA,NA
49753,2.55998,1.79585,-4.83554,NA,NA,-24.118,NA,NA,NA,NA,NA
49818,1.06587,1.09658,-3.71557,NA,NA,-53.16,NA,NA,NA,NA,NA
50128,1.6759,2.2859,-4.27844,NA,NA,-13.738,NA,NA,NA,NA,NA
50394,1.80804,2.67192,-4.77188,NA,NA,-31.135,NA,NA,NA,NA,NA
50600,1.38935,2.10895,-4.44109,NA,NA,NA,NA,-24.926,NA,NA,NA
50772,1.25357,1.83665,-4.81862,NA,-19.728,NA,NA,NA,NA,NA,NA
50915,1.85686,1.13236,-4.55462,NA,-22.302,NA,NA,NA,NA,NA,NA
51085,1.50716,1.84744,-4.02719,NA,-10.237,NA,NA,NA,NA,NA,NA
51314,1.70998,1.20689,-4.47693,NA,-11.184,NA,NA,NA,NA,NA,NA
51451,2.39907,2.32987,-4.72642,NA,NA,NA,NA,-50.602,NA,NA,NA
51605,2.0438,2.08627,-4.70915,-17.495,NA,NA,NA,NA,NA,NA,NA
51948,2.31788,1.55231,-3.83247,NA,-19.091,NA,NA,NA,NA,NA,NA
52175,0.330869,1.58267,-3.45705,NA,NA,-83.381,NA,NA,NA,NA,NA
52398,1.40763,1.16208,-3.39347,NA,-44.527,NA,NA,NA,NA,NA,NA
52558,1.34244,2.43497,-4.009,-31.213,NA,NA,NA,NA,NA,NA,NA
52682,1.6056,2.34957,-4.8851,NA,NA,-21.75,NA,NA,NA,NA,NA
52856,1.01768,1.11045,-4.55242,-45.986,NA,NA,NA,NA,NA,NA,NA
53148,0.716053,1.35001,-4.50985,-53.713,NA,NA,NA,NA,NA,NA,NA
53237,1.43985,1.94274,-4.66896,NA,-12.871,NA,NA,NA,NA,NA,NA
53452,1.04968,1.09363,-4.59693,NA,NA,NA,NA,-65.864,NA,NA,NA
53618,1.61951,2.06926,-4.29582,-15.513,NA,NA,NA,NA,NA,NA,NA
53859,1.75118,1.43392,-4.99767,-23.959,NA,NA,NA,NA,NA,NA,NA
54082,1.97552,1.62054,-4.67681,-9.634,NA,NA,NA,NA,NA,NA,NA
54377,2.52421,1.66703,-4.94327,NA,-30.143,NA,NA,NA,NA,NA,NA
54581,2.02748,2.04692,-4.63953,-14.413,NA,NA,NA,NA,NA,NA,NA
54724,1.69711,2.14443,-4.34399,NA,NA,-8.399,NA,NA,NA,NA,NA
54896,1.57448,2.73917,-4.23031,-33.852,NA,NA,NA,NA,NA,NA,NA
55100,2.37252,2.62122,-4.6739,NA,-35.577,NA,NA,NA,NA,NA,NA
55237,2.34128,1.26237,-4.57839,NA,NA,NA,NA,-34.171,NA,NA,NA
55583,2.11608,1.14026,-3.69475,-33.927,NA,NA,NA,NA,NA,NA,NA
55671,1.61379,2.04682,-4.35289,-15.009,NA,NA,NA,NA,NA,NA,NA
55842,2.09457,1.21148,-4.9057,NA,NA,-19.934,NA,NA,NA,NA,NA
56135,1.48449,1.92743,-4.66716,NA,NA,-9.803,NA,NA,NA,NA,NA
56233,2.4079,1.49192,-4.32723,NA,NA,NA,NA,-29.861,NA,NA,NA
56416,2.19233,1.74134,-4.00977,NA,NA,-9.903,NA,NA,NA,NA,NA
56762,1.88608,2.19282,-3.92005,NA,NA,-15.322,NA,NA,NA,NA,NA
56936,2.12978,2.21061,-3.52175,NA,NA,NA,NA,-49.705,NA,NA,NA
57042,1.77144,1.79023,-3.74872,-14.609,NA,NA,NA,NA,NA,NA,NA
57218,2.47952,1.70029,-4.26863,NA,NA,NA,NA,-42.073,NA,NA,NA
57403,2.5665,1.39249,-4.94597,NA,-34.628,NA,NA,NA,NA,NA,NA
57743,1.58589,0.855829,-3.7846,NA,NA,-43.025,NA,NA,NA,NA,NA
57987,0.934544,1.28735,-4.5954,NA,NA,-33.842,NA,NA,NA,NA,NA
58067,1.36289,1.34082,-4.87223,NA,-31.259,NA,NA,NA,NA,NA,NA
58332,1.93993,1.26106,-4.6266,NA,-24.319,NA,NA,NA,NA,NA,NA
58582,0.837518,2.22304,-3.49432,NA,-52.22,NA,NA,NA,NA,NA,NA
58630,2.30303,1.92899,-4.45223,NA,-13.561,NA,NA,NA,NA,NA,NA
58984,1.29534,1.41382,-4.33947,-21.085,NA,NA,NA,NA,NA,NA,NA
59181,1.7418,2.09024,-4.66349,NA,-16.543,NA,NA,NA,NA,NA,NA
59333,1.60228,1.44568,-4.22714,NA,NA,-3.972,NA,NA,NA,NA,NA
59444,2.69022,0.847054,-4.63139,NA,-56.672,NA,NA,NA,NA,NA,NA
59777,1.88661,2.22123,-4.63757,NA,NA,NA,-49.316,NA,NA,NA,NA
59806,1.64486,1.74653,-3.59579,NA,NA,-18.53,NA,NA,NA,NA,NA
60138,1.48881,1.41709,-4.63899,NA,-16.927,NA,NA,NA,NA,NA,NA
60246,1.86569,2.81105,-4.50797,NA,NA,-34.016,NA,NA,NA,NA,NA
60441,2.22639,2.00663,-4.49393,NA,-17.074,NA,NA,NA,NA,NA,NA
60731,2.77017,1.69603,-4.75723,NA,NA,-30.578,NA,NA,NA,NA,NA
60933,1.39703,1.12118,-4.85721,NA,-30.982,NA,NA,NA,NA,NA,NA
61174,1.63403,2.54821,-3.63398,NA,NA,-33.819,NA,NA,NA,NA,NA
61281,1.13441,1.54094,-3.83402,NA,-29.347,NA,NA,NA,NA,NA,NA
61517,2.16207,0.940671,-4.31911,NA,NA,-23.998,NA,NA,NA,NA,NA
