id,x0,x1,x2,fitness-3.5,fitness-2.5,fitness-1.5,fitness-1,fitness-3,fitness-2,fitness-4.5,fitness-0.5,fitness0,fitness-4,fitness-5,fitness0.5
11869,1.37697,2.34222,-4.08812,NA,NA,NA,NA,NA,NA,-85.647,NA,NA,NA,NA,NA
12114,0.568583,1.45338,-4.99158,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.286,NA,NA
12241,0.966747,3.46691,-3.45572,NA,NA,NA,NA,NA,NA,NA,NA,NA,-160.732,NA,NA
12403,1.81821,1.17461,-3.96543,-29.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12721,4.46457,1.13503,-2.92403,NA,-245.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12814,4.24741,1.57549,-3.9892,NA,NA,NA,NA,-141.215,NA,NA,NA,NA,NA,NA,NA
13128,2.87635,0.526707,-3.67296,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.483,NA,NA
13310,1.2011,-0.38831,-3.87094,NA,NA,NA,NA,NA,NA,NA,NA,NA,-270.85,NA,NA
13557,1.34184,0.505393,-4.87023,NA,NA,NA,NA,-85.279,NA,NA,NA,NA,NA,NA,NA
13781,2.05096,-0.291593,-4.76833,-186.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13944,3.53935,-0.297185,-3.98508,NA,NA,NA,NA,-203.25,NA,NA,NA,NA,NA,NA,NA
14158,2.64428,-0.811665,-3.43195,NA,-347.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14247,1.36399,0.654303,-4.94365,-90.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14428,0.13342,0.449589,-4.83725,NA,NA,NA,NA,NA,NA,-216.527,NA,NA,NA,NA,NA
14703,0.940109,0.934459,-3.82298,-74.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14846,1.71583,1.9021,-4.06346,NA,-5.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15001,2.89901,3.18392,-4.68431,NA,NA,NA,NA,-92.518,NA,NA,NA,NA,NA,NA,NA
15237,2.69205,2.34575,-4.68112,NA,NA,NA,NA,-45.536,NA,NA,NA,NA,NA,NA,NA
15493,2.19055,2.62159,-3.9094,-56.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15667,2.38974,2.61272,-4.93502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-151.43,NA
15865,1.26248,2.60322,-4.63161,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.528,NA,NA
16149,1.26722,2.65174,-4.91695,-60.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16400,1.94535,4.60691,-4.56053,NA,NA,NA,NA,NA,NA,NA,NA,NA,-235.535,NA,NA
16574,1.0402,3.90868,-3.86237,NA,NA,NA,NA,NA,-139.443,NA,NA,NA,NA,NA,NA
16776,0.913283,2.93725,-4.09645,NA,NA,NA,-115.132,NA,NA,NA,NA,NA,NA,NA,NA
16826,1.25578,4.21209,-2.81568,NA,NA,-255.798,NA,NA,NA,NA,NA,NA,NA,NA,NA
17049,1.41451,3.73568,-4.03043,NA,NA,-125.586,NA,NA,NA,NA,NA,NA,NA,NA,NA
17341,1.37559,3.6312,-3.82152,NA,NA,-130.131,NA,NA,NA,NA,NA,NA,NA,NA,NA
17469,1.05514,3.59359,-2.87268,NA,-149.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17641,1.71202,2.66241,-4.73632,NA,NA,NA,NA,-35.304,NA,NA,NA,NA,NA,NA,NA
17874,2.78798,2.41925,-3.91532,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.878,NA,NA
18095,2.16739,2.92367,-4.06538,-64.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18224,3.39204,2.56695,-3.83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.002,NA,NA
18489,3.13906,1.75217,-3.67709,-90.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18748,2.8228,2.86959,-3.16343,-128.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18852,0.375386,2.05417,-3.66475,NA,NA,NA,NA,NA,NA,NA,NA,NA,-105.4,NA,NA
19068,1.72669,2.92282,-4.65809,-67.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19235,1.87323,2.52125,-4.14073,NA,-21.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19407,1.64627,3.04715,-4.64626,NA,-47.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19679,1.51034,4.08321,-4.59468,-147.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19809,1.5484,4.25221,-3.56389,NA,NA,NA,NA,-169.13,NA,NA,NA,NA,NA,NA,NA
20002,1.95783,3.70415,-3.93257,NA,-97.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20337,1.11382,3.24589,-4.53255,-82.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20559,1.07949,2.99432,-3.33797,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.49,NA,NA
20629,1.14101,2.7154,-4.41841,NA,NA,NA,NA,-41.076,NA,NA,NA,NA,NA,NA,NA
20911,2.55295,2.10057,-4.71571,NA,NA,NA,NA,-34.793,NA,NA,NA,NA,NA,NA,NA
21189,1.81541,2.32442,-4.61981,NA,NA,NA,NA,NA,-17.283,NA,NA,NA,NA,NA,NA
21252,1.6718,3.38075,-4.19217,NA,NA,NA,NA,NA,-73.653,NA,NA,NA,NA,NA,NA
21523,2.90594,3.58146,-4.80178,NA,NA,NA,NA,NA,-118.253,NA,NA,NA,NA,NA,NA
21746,2.69993,4.34392,-4.40559,NA,-172.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21870,4.04553,3.07582,-4.27999,NA,NA,NA,NA,NA,-157.046,NA,NA,NA,NA,NA,NA
22052,2.65027,1.7844,-3.93873,NA,NA,-55.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
22274,2.34358,1.42105,-4.5013,NA,NA,NA,NA,NA,NA,NA,NA,-148.701,NA,NA,NA
22586,2.17337,2.72442,-4.71776,NA,NA,NA,NA,NA,NA,NA,-131.487,NA,NA,NA,NA
22613,1.40705,1.52956,-4.28297,NA,NA,-42.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
22889,1.57811,2.16166,-3.54592,NA,NA,-41.792,NA,NA,NA,NA,NA,NA,NA,NA,NA
23090,1.94743,1.62538,-4.44994,NA,NA,NA,NA,NA,-8.319,NA,NA,NA,NA,NA,NA
23254,1.47717,2.29843,-4.34048,-26.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23490,1.31626,2.54501,-4.20077,NA,NA,NA,NA,-37.443,NA,NA,NA,NA,NA,NA,NA
23725,1.58573,2.96362,-4.17779,-60.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23908,1.48811,2.21889,-3.94522,NA,NA,NA,NA,-19.646,NA,NA,NA,NA,NA,NA,NA
24084,1.65031,2.08221,-4.66866,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.326,NA,NA
24367,1.54536,2.17521,-3.93905,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.76,NA,NA
24436,1.8261,2.13196,-4.63276,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.308,NA,NA
24735,3.39071,1.99732,-4.94632,-92.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24994,2.865,3.01977,-3.35763,NA,NA,NA,NA,-116.853,NA,NA,NA,NA,NA,NA,NA
25080,2.15298,2.01209,-4.2279,NA,NA,-29.213,NA,NA,NA,NA,NA,NA,NA,NA,NA
25240,1.465,2.1828,-4.70788,NA,NA,NA,NA,NA,-27.088,NA,NA,NA,NA,NA,NA
25524,3.70627,1.29685,-4.51612,NA,NA,NA,NA,NA,-92.264,NA,NA,NA,NA,NA,NA
25736,2.29629,1.47579,-3.6732,NA,-23.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25867,2.99952,2.87465,-4.44401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-180.74,NA
26191,1.87043,2.62966,-3.63371,NA,NA,NA,NA,NA,NA,-99.988,NA,NA,NA,NA,NA
26233,0.713425,1.98779,-4.60352,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.99,NA,NA
26448,1.19796,1.61192,-4.03726,NA,NA,NA,NA,-22.187,NA,NA,NA,NA,NA,NA,NA
26612,3.36659,2.26383,-4.54483,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125.616,NA,NA
26876,2.79293,2.18266,-3.97436,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.354,NA,NA
27134,2.7001,1.95662,-3.77237,NA,NA,NA,NA,-42.15,NA,NA,NA,NA,NA,NA,NA
27218,2.5788,1.77366,-4.3807,NA,NA,NA,NA,-24.133,NA,NA,NA,NA,NA,NA,NA
27599,2.73,1.09373,-4.12335,NA,-37.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27751,2.72549,2.08673,-4.53324,NA,NA,NA,NA,-29.812,NA,NA,NA,NA,NA,NA,NA
27814,2.0972,1.09636,-4.28706,-32.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28162,2.09552,-0.0819672,-4.62242,NA,NA,NA,NA,NA,NA,-193.973,NA,NA,NA,NA,NA
28298,2.12569,1.15734,-3.01401,-86.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28406,2.42093,0.661944,-3.81144,-78.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28691,1.79312,2.99713,-3.34279,NA,NA,NA,NA,NA,NA,-143.389,NA,NA,NA,NA,NA
28966,2.30503,1.83599,-3.51021,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66.148,NA,NA
29118,1.48963,1.24313,-3.42018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-160.183,NA
29333,1.12402,1.81981,-3.91542,NA,NA,NA,NA,NA,NA,-93.794,NA,NA,NA,NA,NA
29524,1.78377,0.849129,-4.40803,-47.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29737,2.1745,1.78405,-4.88716,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.281,NA,NA
29905,2.27909,2.34519,-4.07482,NA,-21.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30048,3.00032,2.46255,-4.70865,NA,-53.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30365,3.58765,2.1138,-4.41508,-96.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30555,2.88813,2.41305,-4.51561,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84.468,NA,NA
30788,2.86108,2.44233,-4.89178,-60.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30817,1.30113,3.38772,-4.94397,NA,NA,NA,NA,NA,-80.662,NA,NA,NA,NA,NA,NA
31189,0.0462945,3.25194,-4.84606,NA,NA,-151.481,NA,NA,NA,NA,NA,NA,NA,NA,NA
31266,0.76316,1.72365,-3.31209,NA,NA,NA,NA,NA,-76.187,NA,NA,NA,NA,NA,NA
31474,1.73493,2.45034,-3.5215,NA,-34.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31740,0.385188,1.9954,-3.85863,-76.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31842,0.186586,2.88731,-4.01033,NA,NA,NA,NA,NA,-97.363,NA,NA,NA,NA,NA,NA
32031,1.71995,2.91463,-4.7188,-53.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32257,2.03623,1.65233,-4.10188,NA,NA,NA,-52.123,NA,NA,NA,NA,NA,NA,NA,NA
32496,1.83385,1.74658,-4.69987,NA,NA,NA,NA,NA,-11.25,NA,NA,NA,NA,NA,NA
32646,1.13657,2.29679,-4.04216,NA,NA,-41.657,NA,NA,NA,NA,NA,NA,NA,NA,NA
32951,-0.747693,3.31373,-3.14813,NA,NA,-307.266,NA,NA,NA,NA,NA,NA,NA,NA,NA
33197,-0.229547,2.49558,-4.22413,NA,NA,-130.487,NA,NA,NA,NA,NA,NA,NA,NA,NA
33368,-1.42355,2.69364,-4.96871,NA,NA,-278.965,NA,NA,NA,NA,NA,NA,NA,NA,NA
33436,1.50753,1.82348,-4.76032,NA,NA,NA,-48.628,NA,NA,NA,NA,NA,NA,NA,NA
33690,1.14335,1.1476,-4.04837,NA,-30.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33873,0.656389,0.711158,-2.87699,NA,NA,NA,NA,-147.682,NA,NA,NA,NA,NA,NA,NA
34199,1.04691,1.54727,-3.28802,NA,NA,NA,NA,-56.221,NA,NA,NA,NA,NA,NA,NA
34334,2.0872,2.09299,-4.70664,NA,-13.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34470,1.49673,2.49913,-3.55243,NA,NA,-64.988,NA,NA,NA,NA,NA,NA,NA,NA,NA
34708,2.46668,1.77417,-4.86778,NA,NA,NA,NA,NA,-30.322,NA,NA,NA,NA,NA,NA
34988,1.45879,1.19861,-4.59943,NA,NA,NA,NA,NA,-20.034,NA,NA,NA,NA,NA,NA
35089,1.58404,0.842432,-4.88005,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.568,NA,NA
35389,1.80478,1.2444,-4.63031,NA,NA,NA,NA,NA,-17.75,NA,NA,NA,NA,NA,NA
35484,2.17747,1.47142,-4.84058,NA,NA,NA,NA,-22.056,NA,NA,NA,NA,NA,NA,NA
35706,2.25372,0.580138,-4.78885,NA,NA,NA,NA,-61.181,NA,NA,NA,NA,NA,NA,NA
35803,2.16319,1.16699,-4.53345,NA,NA,NA,NA,NA,-25.873,NA,NA,NA,NA,NA,NA
36164,2.04625,1.94597,-4.51384,NA,-7.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36230,1.54428,1.5706,-4.63474,NA,-5.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36450,1.38824,1.08831,-3.82031,NA,-29.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36712,0.564762,1.8634,-4.23479,NA,NA,NA,NA,-45.76,NA,NA,NA,NA,NA,NA,NA
36949,1.22726,1.58419,-4.55182,NA,-13.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37001,-0.598305,1.7432,-4.52199,NA,NA,NA,NA,NA,-146.489,NA,NA,NA,NA,NA,NA
37202,0.629553,2.57612,-4.60862,-69.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37586,1.4752,2.03621,-4.72224,NA,NA,NA,NA,-20.444,NA,NA,NA,NA,NA,NA,NA
37698,1.68148,1.66832,-3.98612,NA,NA,NA,NA,NA,-14.382,NA,NA,NA,NA,NA,NA
37931,2.87364,1.86562,-4.38101,NA,NA,NA,NA,-40.738,NA,NA,NA,NA,NA,NA,NA
38139,2.89522,2.60946,-4.29282,NA,-50.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38384,3.69423,4.04226,-3.84621,NA,NA,NA,-259.897,NA,NA,NA,NA,NA,NA,NA,NA
38539,3.91029,3.02105,-3.7196,NA,NA,-162.389,NA,NA,NA,NA,NA,NA,NA,NA,NA
38662,3.45131,3.48188,-3.6287,NA,NA,NA,-194.065,NA,NA,NA,NA,NA,NA,NA,NA
38973,2.27996,3.0323,-4.65387,NA,NA,NA,NA,NA,-53.477,NA,NA,NA,NA,NA,NA
39195,2.75296,3.2512,-4.69125,NA,-79.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39297,3.31612,3.88494,-2.92634,NA,-243.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39428,2.24466,3.28087,-4.07867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-233.003
39682,2.51202,2.08607,-3.93518,NA,NA,NA,NA,NA,NA,NA,NA,-135.396,NA,NA,NA
39949,1.99833,3.23936,-3.97491,NA,-61.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40167,0.190635,1.95558,-3.70441,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.74,NA,NA
40234,-0.021655,3.59413,-4.16517,-173.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40462,1.1305,1.3605,-4.03251,NA,NA,NA,NA,-22.722,NA,NA,NA,NA,NA,NA,NA
40746,1.96489,1.19183,-3.81081,NA,NA,NA,NA,NA,-20.563,NA,NA,NA,NA,NA,NA
40804,1.79,1.85455,-4.44728,NA,-4.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41059,1.03946,1.7591,-3.62955,NA,-32.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41316,1.49078,1.48474,-4.46129,-26.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41597,1.9315,2.61834,-3.76448,-45.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41730,1.73183,2.47512,-3.4059,NA,-40.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41889,1.14179,3.06794,-2.42998,NA,NA,NA,NA,NA,NA,-199.301,NA,NA,NA,NA,NA
42124,2.44885,2.90099,-4.41138,-62.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42242,1.72636,2.03937,-3.88567,NA,-10.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42500,3.61577,0.929752,-2.83762,NA,NA,NA,NA,-180.731,NA,NA,NA,NA,NA,NA,NA
42708,3.29471,1.57674,-3.46255,NA,NA,NA,NA,-92.092,NA,NA,NA,NA,NA,NA,NA
42893,3.59316,1.91726,-4.49258,NA,-76.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43113,3.12917,1.56764,-3.8079,NA,NA,NA,NA,NA,-57.172,NA,NA,NA,NA,NA,NA
43367,2.93242,1.47112,-3.58377,NA,-54.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43495,2.81396,1.17324,-4.33717,NA,NA,NA,NA,NA,-42.715,NA,NA,NA,NA,NA,NA
43615,2.32965,1.11476,-4.64028,NA,-23.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43969,2.69551,0.915348,-4.93769,NA,-52.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44031,1.86289,1.70508,-4.87786,NA,NA,NA,NA,NA,-12.524,NA,NA,NA,NA,NA,NA
44345,2.14816,1.04603,-4.19798,NA,-19.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44416,3.4506,0.976019,-4.35731,NA,NA,NA,NA,NA,-82.407,NA,NA,NA,NA,NA,NA
44730,4.10306,-0.362057,-3.9689,NA,NA,-271.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
44824,3.60732,0.761889,-4.84424,NA,-104.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45020,2.35874,1.63994,-4.20855,NA,NA,NA,NA,-15.002,NA,NA,NA,NA,NA,NA,NA
45359,1.50401,2.92229,-4.40972,NA,-39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45488,0.0645912,2.97099,-4.16385,NA,NA,NA,NA,-111.177,NA,NA,NA,NA,NA,NA,NA
45736,-0.571995,2.3674,-3.80532,NA,NA,NA,NA,NA,NA,-197.615,NA,NA,NA,NA,NA
45840,-0.731021,1.98173,-4.77047,NA,NA,NA,NA,-150.162,NA,NA,NA,NA,NA,NA,NA
46005,-0.0885154,1.72662,-4.66497,NA,NA,NA,NA,NA,NA,NA,NA,NA,-126.724,NA,NA
46277,-0.0643051,1.81118,-3.93323,-114.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46532,-0.26486,2.21466,-2.90037,NA,NA,NA,NA,NA,NA,-231.28,NA,NA,NA,NA,NA
46797,0.528763,2.17409,-3.61305,NA,NA,NA,NA,-63.444,NA,NA,NA,NA,NA,NA,NA
46821,2.23326,2.40265,-4.46538,NA,NA,NA,-62.157,NA,NA,NA,NA,NA,NA,NA,NA
47196,0.780934,2.98843,-3.61868,NA,NA,NA,-135.073,NA,NA,NA,NA,NA,NA,NA,NA
47272,0.901995,3.63843,-4.55921,NA,NA,NA,NA,NA,-107.36,NA,NA,NA,NA,NA,NA
47455,2.38257,4.48838,-4.85286,NA,NA,-199.554,NA,NA,NA,NA,NA,NA,NA,NA,NA
47753,0.941305,3.7052,-3.22836,NA,-137.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47886,-0.584608,3.71023,-4.02074,NA,NA,-253.964,NA,NA,NA,NA,NA,NA,NA,NA,NA
48104,0.271167,4.05137,-4.12643,NA,NA,NA,NA,NA,-174.468,NA,NA,NA,NA,NA,NA
48295,0.989776,2.7857,-4.61475,NA,-45.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
