id,x0,x1,x2,fitness-2.5,fitness-3.5,fitness-4,fitness-4.5,fitness-5,fitness-3
9324,-2.1955,3.84661,-5,NA,NA,NA,NA,-53.523,NA
9547,-3.17846,2.70013,-5,NA,NA,NA,NA,-120.668,NA
9730,-1.76506,3.13351,-5,NA,NA,NA,NA,-69.192,NA
9809,-1.10052,3.61157,-4.97604,NA,NA,NA,NA,-69.041,NA
10174,-1.51071,3.99522,-5,NA,NA,NA,NA,-37.079,NA
10289,-2.41232,3.9038,-5,NA,NA,NA,NA,-62.53,NA
10492,-1.66651,3.90027,-4.23965,NA,NA,-54.854,NA,NA,NA
10785,-1.89734,4.78256,-3.94184,NA,NA,NA,NA,-87.226,NA
10947,-1.71953,4.21741,-5,NA,NA,NA,NA,-36.839,NA
11082,-2.15425,4.27108,-4.52882,NA,NA,NA,NA,-57.591,NA
11255,-1.14988,3.64427,-4.83308,NA,NA,NA,NA,-68.704,NA
11520,-2.40082,4.30742,-5,NA,NA,NA,-56.023,NA,NA
11662,-1.84121,4.7815,-5,NA,NA,-75.629,NA,NA,NA
11932,-2.68339,3.78996,-5,NA,NA,NA,NA,-57.095,NA
12195,-2.1908,4.19728,-5,NA,NA,NA,-45.852,NA,NA
12346,-1.05388,3.70283,-5,NA,NA,NA,-40.142,NA,NA
12525,-2.38635,4.07108,-5,NA,NA,NA,NA,-51.767,NA
12720,-2.66387,3.64288,-5,NA,NA,NA,NA,-63.454,NA
12901,-2.67627,4.37112,-4.876,NA,NA,NA,NA,-72.387,NA
13098,-1.98941,3.79205,-5,NA,NA,NA,-31.481,NA,NA
13297,-2.47251,3.55339,-5,NA,NA,NA,NA,-61.826,NA
13449,-1.74227,3.61126,-5,NA,NA,NA,-18.917,NA,NA
13675,-2.3291,3.22893,-5,NA,NA,NA,NA,-60.042,NA
13901,-1.65498,3.49959,-5,NA,NA,NA,NA,-38.014,NA
14191,-1.83043,3.31191,-5,NA,NA,NA,NA,-51.965,NA
14380,-1.60092,3.87205,-5,NA,NA,NA,-8.94,NA,NA
14477,-1.98814,3.37718,-5,NA,NA,NA,NA,-70.131,NA
14727,-1.30706,4.04056,-5,NA,NA,-32.492,NA,NA,NA
14898,-1.60468,3.72945,-5,NA,NA,-16.116,NA,NA,NA
15001,-2.22882,3.4097,-5,NA,NA,NA,NA,-51.069,NA
15312,-1.46463,3.812,-5,NA,NA,NA,NA,-33.976,NA
15600,-1.82252,3.96937,-5,NA,NA,NA,-20.182,NA,NA
15607,-1.5833,3.27549,-5,NA,NA,NA,NA,-52.624,NA
15963,-1.34075,3.40068,-5,NA,NA,NA,NA,-77.791,NA
16045,-1.30008,3.66823,-5,NA,NA,NA,NA,-45.159,NA
16239,-2.97966,4.0753,-5,NA,NA,NA,-74.76,NA,NA
16468,-2.15801,3.41983,-4.959,NA,NA,NA,NA,-58.709,NA
16678,-2.14803,3.68888,-4.56328,NA,NA,NA,NA,-54.841,NA
16841,-1.54119,3.67085,-4.627,NA,NA,NA,NA,-46.824,NA
17029,-2.15212,4.7615,-5,NA,NA,NA,NA,-66.951,NA
17273,-1.56987,4.25674,-5,NA,NA,NA,NA,-47.329,NA
17438,-2.69787,3.74084,-5,NA,NA,NA,NA,-59.649,NA
17690,-2.0118,3.69617,-4.83044,NA,NA,NA,NA,-31.207,NA
17894,-1.91374,5,-4.29275,NA,NA,NA,NA,-81.416,NA
18133,-1.78012,3.99246,-4.09726,NA,NA,NA,NA,-67.779,NA
18371,-1.94565,4.53753,-4.76531,NA,NA,NA,NA,-55.03,NA
18437,-1.27331,3.58683,-4.62823,NA,NA,NA,NA,-51.454,NA
18701,-1.71411,4.11548,-5,NA,NA,NA,NA,-33.179,NA
18892,-2.44344,3.92026,-5,NA,NA,-56.165,NA,NA,NA
19188,-1.41228,4.5067,-5,NA,NA,-66.41,NA,NA,NA
19344,-1.16529,3.66845,-5,NA,NA,NA,-32.03,NA,NA
19434,-2.24865,3.20206,-5,NA,NA,NA,-60.589,NA,NA
19732,-1.17549,3.95057,-5,NA,NA,NA,NA,-58.124,NA
19990,-1.38072,4.29575,-4.38304,NA,NA,NA,NA,-42.744,NA
20116,-1.77442,4.21451,-5,NA,NA,NA,NA,-40.111,NA
20357,-1.80406,3.45623,-5,NA,NA,-24.697,NA,NA,NA
20446,-2.0231,3.45412,-4.99468,NA,NA,NA,-25.026,NA,NA
20752,-1.04175,3.39467,-4.23377,NA,NA,NA,-70.649,NA,NA
20904,-1.88474,3.45606,-4.66521,NA,NA,-33.047,NA,NA,NA
21010,-1.48559,4.22712,-5,NA,NA,NA,NA,-58.164,NA
21233,-1.65756,4.22746,-4.80491,NA,NA,NA,NA,-31.986,NA
21451,-2.6191,3.02189,-5,NA,NA,NA,NA,-72.558,NA
21617,-2.17879,3.77972,-5,NA,NA,NA,NA,-43.067,NA
21959,-1.30498,3.61702,-5,NA,NA,NA,NA,-33.88,NA
22007,-1.78393,3.59789,-4.29949,NA,NA,NA,NA,-61.665,NA
22249,-1.42424,3.9577,-5,NA,NA,NA,NA,-39.061,NA
22600,-1.6459,4.12834,-4.63781,NA,NA,NA,NA,-45.862,NA
22716,-1.4384,4.59349,-4.72855,NA,NA,NA,NA,-56.66,NA
22866,-1.90565,5,-5,NA,NA,NA,NA,-79.411,NA
23183,-1.81484,5,-5,NA,NA,NA,NA,-75.031,NA
23381,-1.84601,5,-4.75709,NA,NA,NA,NA,-77.12,NA
23465,-2.0033,4.14267,-5,NA,NA,NA,-28.448,NA,NA
23780,-1.88478,3.59925,-4.89125,NA,NA,NA,-18.443,NA,NA
23833,-2.38876,3.29453,-4.95506,NA,NA,NA,NA,-53.995,NA
24007,-1.93248,3.6786,-5,NA,NA,NA,NA,-40.303,NA
24206,-1.6351,3.98797,-5,NA,NA,NA,NA,-47.104,NA
24536,-2.19635,4.03474,-5,NA,NA,NA,-42.139,NA,NA
24799,-1.7346,3.46049,-5,NA,NA,NA,NA,-36.562,NA
24843,-1.80916,4.69464,-5,NA,NA,NA,NA,-62.836,NA
25143,-1.84466,3.91631,-5,NA,NA,NA,NA,-44.297,NA
25329,-1.77789,3.64303,-5,NA,NA,NA,NA,-45.057,NA
25571,-1.22472,4.06366,-4.12683,NA,NA,NA,-75.8,NA,NA
25695,-1.35982,4.74834,-5,NA,NA,NA,NA,-59.629,NA
25878,-2.04128,3.81126,-5,NA,NA,NA,NA,-35.16,NA
26180,-1.44694,4.5678,-5,NA,NA,NA,NA,-58.32,NA
26282,-1.70386,3.5727,-5,NA,NA,-17.395,NA,NA,NA
26478,-1.54206,3.71324,-5,NA,NA,NA,NA,-42.722,NA
26634,-2.01398,3.05603,-5,NA,NA,NA,-63.035,NA,NA
26897,-1.83458,3.43902,-4.84194,NA,NA,NA,NA,-45.323,NA
27164,-1.87545,4.18455,-4.56716,NA,NA,NA,-39.276,NA,NA
27203,-1.43004,4.0811,-5,NA,NA,-24.087,NA,NA,NA
27555,-1.64315,4.68528,-5,NA,NA,NA,-56.699,NA,NA
27790,-2.66471,4.52829,-5,NA,NA,NA,-71.244,NA,NA
27811,-2.69212,4.31453,-5,NA,NA,NA,-56.567,NA,NA
28128,-2.36593,3.32562,-5,NA,-61.266,NA,NA,NA,NA
28311,-2.50642,3.29558,-5,NA,NA,NA,NA,-69.644,NA
28472,-2.25673,4.53854,-4.79698,NA,NA,NA,NA,-67.115,NA
28639,-1.55469,4.18502,-4.44338,NA,NA,-61.834,NA,NA,NA
28953,-1.16424,3.82704,-5,NA,NA,NA,-17.72,NA,NA
29011,-1.13586,3.28235,-5,NA,NA,NA,NA,-62.174,NA
29243,-2.49759,5,-5,NA,NA,NA,NA,-82.145,NA
29512,-2.77644,4.40285,-5,NA,NA,NA,NA,-75.337,NA
29632,-2.50296,3.36685,-4.95941,NA,NA,NA,NA,-71.298,NA
29888,-1.6663,4.54681,-5,NA,NA,NA,-49.524,NA,NA
30112,-2.2342,3.94196,-4.65643,NA,NA,NA,NA,-51.93,NA
30335,-0.929986,3.79191,-5,NA,NA,NA,NA,-76.328,NA
30441,-1.41336,4.39577,-4.61376,NA,NA,NA,-48.734,NA,NA
30784,-1.79853,5,-5,NA,NA,NA,NA,-74.297,NA
30884,-2.5809,4.57491,-4.85294,NA,NA,NA,NA,-65.858,NA
31051,-1.8073,3.88154,-5,NA,NA,-29.265,NA,NA,NA
31222,-2.43403,3.98551,-5,NA,NA,NA,NA,-59.375,NA
31566,-1.51531,4.17877,-4.92705,NA,NA,NA,NA,-53.577,NA
31614,-2.16802,3.8048,-4.67364,NA,NA,NA,NA,-51.557,NA
31997,-1.26144,3.96939,-5,NA,NA,NA,NA,-50.559,NA
32101,-1.28439,4.26107,-5,NA,NA,-67.379,NA,NA,NA
32243,-1.47786,3.92516,-5,NA,NA,NA,-12.164,NA,NA
32411,-1.16724,4.10677,-5,NA,NA,-43.964,NA,NA,NA
32784,-1.50956,3.523,-5,NA,NA,-20.139,NA,NA,NA
32884,-2.37171,3.88922,-5,NA,-85.294,NA,NA,NA,NA
33165,-2.24096,3.55875,-5,NA,NA,NA,-45.301,NA,NA
33368,-1.84187,3.25933,-5,NA,NA,NA,NA,-54.872,NA
33553,-2.09142,3.97316,-4.78678,NA,NA,NA,NA,-43.401,NA
33700,-2.48986,4.67388,-5,NA,NA,NA,NA,-71.644,NA
33883,-1.73991,3.97702,-5,NA,NA,NA,NA,-47.974,NA
34127,-1.60273,3.21567,-5,NA,NA,NA,NA,-57.384,NA
34250,-2.04,3.52344,-5,NA,NA,NA,NA,-50.538,NA
34494,-2.27887,3.49522,-5,NA,NA,-54.897,NA,NA,NA
34791,-1.62325,4.20115,-5,NA,NA,-37.399,NA,NA,NA
34869,-2.3473,4.73866,-5,NA,NA,NA,-64.094,NA,NA
35103,-1.46889,3.5126,-5,NA,NA,NA,-7.172,NA,NA
35317,-1.23519,4.07434,-5,NA,NA,NA,NA,-57.42,NA
35562,-1.76846,4.48412,-5,NA,NA,NA,NA,-57.248,NA
35632,-2.29046,5,-5,NA,NA,NA,-81.405,NA,NA
35835,-1.87281,4.05719,-5,NA,NA,-28.504,NA,NA,NA
36106,-1.74347,5,-4.7213,NA,NA,NA,NA,-72.902,NA
36216,-2.17812,4.26603,-4.23999,NA,NA,NA,NA,-68.727,NA
36589,-1.58751,3.96347,-5,NA,NA,NA,-11.935,NA,NA
36601,-1.66881,4.50578,-4.67375,NA,NA,NA,NA,-62.317,NA
36844,-1.50031,4.81227,-5,NA,NA,NA,NA,-67.917,NA
37015,-1.03048,3.39065,-5,NA,NA,NA,-63.915,NA,NA
37233,-1.82584,3.85861,-5,NA,NA,NA,NA,-46.052,NA
37411,-0.827034,3.58658,-5,NA,NA,NA,-81.711,NA,NA
37706,-1.6145,3.56049,-4.87732,NA,NA,NA,NA,-40.514,NA
37853,-1.49928,3.42858,-4.91481,NA,NA,NA,NA,-60.21,NA
38042,-2.10852,3.30844,-5,NA,NA,NA,NA,-58.857,NA
38307,-1.77254,3.33392,-5,NA,NA,NA,-35.657,NA,NA
38466,-1.32945,3.54097,-5,NA,NA,NA,NA,-58.942,NA
38634,-2.22705,3.62928,-4.77815,NA,NA,NA,NA,-56.235,NA
38901,-2.19062,3.38535,-4.59319,NA,NA,NA,NA,-62.285,NA
39098,-1.48724,3.19358,-5,NA,NA,NA,NA,-63.276,NA
39325,-2.47888,3.67728,-5,NA,NA,NA,-52.639,NA,NA
39527,-2.42613,4.55177,-4.6902,NA,NA,NA,NA,-69.971,NA
39660,-1.23757,5,-5,NA,NA,NA,NA,-91.279,NA
39997,-3.17661,4.31959,-4.89611,NA,NA,NA,NA,-96.72,NA
40140,-1.95455,4.13472,-5,NA,NA,NA,NA,-54.214,NA
40305,-1.88275,3.55457,-4.77266,NA,NA,NA,NA,-48.518,NA
40536,-1.76439,3.51596,-5,NA,NA,NA,NA,-40.278,NA
40794,-2.0192,2.97122,-4.9299,NA,NA,NA,NA,-55.203,NA
40886,-1.83336,4.0786,-4.52032,NA,NA,NA,NA,-41.795,NA
41187,-1.4891,3.7854,-5,NA,NA,NA,-13.783,NA,NA
41340,-1.82721,4.49385,-5,NA,NA,NA,NA,-57.62,NA
41539,-1.9084,4.68109,-5,NA,NA,NA,NA,-58.158,NA
41769,-1.50543,4.24413,-5,NA,NA,NA,-30.504,NA,NA
41915,-1.80216,5,-5,NA,NA,NA,NA,-74.455,NA
42144,-2.53306,3.94565,-4.17485,NA,NA,NA,-66.022,NA,NA
42257,-1.96839,3.96199,-5,NA,NA,NA,-33.145,NA,NA
42445,-2.38338,4.49278,-5,NA,NA,-62.56,NA,NA,NA
42609,-2.12152,4.3226,-5,NA,NA,NA,-47.772,NA,NA
42954,-2.36072,2.96723,-4.6536,NA,NA,NA,-72.683,NA,NA
43195,-2.21189,3.44989,-5,NA,NA,NA,NA,-52.235,NA
43368,-2.26966,3.18249,-5,NA,NA,NA,NA,-66.228,NA
43596,-1.74831,4.02784,-5,NA,NA,NA,-20.24,NA,NA
43628,-2.31225,3.13278,-4.66234,NA,NA,NA,-67.03,NA,NA
43844,-2.3493,4.51151,-5,NA,NA,NA,-58.758,NA,NA
44047,-1.5068,3.26239,-5,NA,NA,NA,NA,-66.683,NA
44272,-1.57215,3.67352,-5,NA,NA,-21.21,NA,NA,NA
44583,-1.16352,4.36372,-5,NA,NA,NA,-65.326,NA,NA
44703,-2.01955,4.57975,-5,NA,NA,-62.547,NA,NA,NA
44914,-1.46062,4.21689,-5,NA,NA,NA,-25.122,NA,NA
45059,-2.45115,4.56934,-5,NA,NA,NA,-61.262,NA,NA
45278,-2.64881,3.66513,-4.79861,NA,NA,NA,NA,-58.833,NA
45523,-2.97548,3.83756,-4.93919,NA,NA,NA,NA,-88.758,NA
45646,-1.92953,4.00412,-5,NA,NA,-45.293,NA,NA,NA
45948,-1.84495,3.93976,-4.51135,NA,NA,NA,-34.127,NA,NA
46120,-2.07264,3.57608,-4.25625,NA,NA,NA,-58.127,NA,NA
46267,-1.19242,3.46945,-5,NA,NA,NA,NA,-58.479,NA
46544,-1.36077,3.87343,-5,NA,NA,-20.497,NA,NA,NA
46777,-1.06079,4.22342,-5,NA,NA,NA,NA,-50.291,NA
46876,-1.77009,3.79231,-5,NA,NA,NA,NA,-51.118,NA
47100,-2.30089,4.57026,-5,NA,NA,NA,NA,-69.648,NA
47288,-1.57274,3.79444,-5,NA,NA,NA,-19.747,NA,NA
47401,-1.81803,3.98138,-4.81683,NA,NA,NA,NA,-34.389,NA
47656,-2.27839,4.69198,-5,NA,NA,NA,NA,-75.936,NA
47856,-2.06974,4.07826,-5,NA,NA,NA,NA,-51.666,NA
48033,-3.07285,3.49444,-5,NA,NA,NA,NA,-82.501,NA
48276,-1.90579,3.42306,-5,NA,NA,NA,NA,-58.473,NA
48567,-1.93378,4.27787,-3.74552,NA,NA,NA,-69.236,NA,NA
48613,-2.01072,3.81905,-4.15289,NA,NA,NA,NA,-66.285,NA
48947,-1.82758,3.46125,-5,NA,NA,NA,NA,-45.623,NA
49014,-1.90437,4.75951,-5,NA,NA,NA,NA,-61.474,NA
49219,-1.94329,4.03254,-5,NA,NA,NA,NA,-45.734,NA
49472,-2.85053,4.09306,-5,NA,NA,NA,-69.891,NA,NA
49661,-2.22545,4.52269,-4.60957,NA,NA,NA,-58.117,NA,NA
49989,-0.785881,3.82061,-5,NA,NA,NA,NA,-62.214,NA
50091,-1.03342,4.13891,-5,NA,NA,NA,-63.748,NA,NA
50342,-1.81486,3.58197,-5,NA,NA,NA,NA,-32.794,NA
50432,-2.47925,4.58187,-4.8264,NA,NA,NA,NA,-66.734,NA
50654,-2.1921,4.42929,-5,NA,NA,NA,NA,-54.896,NA
50956,-1.76997,3.95977,-4.86792,NA,NA,NA,NA,-49.979,NA
51092,-2.5555,3.54305,-5,NA,NA,NA,-60.184,NA,NA
51232,-2.52145,4.04098,-5,NA,NA,NA,NA,-60.574,NA
51460,-1.9849,4.3281,-5,NA,NA,NA,NA,-62.875,NA
51692,-2.2288,5,-5,NA,NA,NA,NA,-74.783,NA
51844,-1.8165,5,-4.96677,NA,NA,NA,-74.659,NA,NA
52094,-1.79258,4.65481,-5,NA,NA,NA,NA,-70.113,NA
52231,-0.623227,3.9535,-5,NA,NA,NA,-114.525,NA,NA
52578,-1.80561,3.86733,-4.3173,NA,NA,NA,NA,-46.764,NA
52641,-2.06308,4.0495,-5,NA,NA,NA,NA,-49.268,NA
52836,-2.2894,4.44275,-4.74497,NA,NA,NA,NA,-58.147,NA
53139,-2.3399,4.17518,-5,NA,NA,NA,NA,-48.302,NA
53274,-2.60364,3.93758,-5,NA,NA,NA,NA,-56.82,NA
53600,-2.32291,4.2493,-5,NA,NA,NA,NA,-47.301,NA
53676,-1.93293,4.33133,-5,NA,NA,NA,-35.23,NA,NA
53910,-2.05987,4.18181,-5,NA,NA,NA,-32.589,NA,NA
54128,-1.97698,4.14141,-5,NA,NA,NA,-35.258,NA,NA
54296,-1.71157,3.34051,-5,NA,NA,-35.692,NA,NA,NA
54555,-2.91176,4.21377,-4.65126,NA,NA,NA,NA,-74.544,NA
54681,-1.65856,3.58275,-4.98779,NA,NA,NA,-8.051,NA,NA
54810,-2.37545,4.07876,-5,NA,NA,-62.276,NA,NA,NA
55122,-2.77257,3.92981,-5,NA,-78.755,NA,NA,NA,NA
55372,-2.16874,4.04723,-4.88351,NA,NA,-52.069,NA,NA,NA
55433,-2.26029,3.01885,-5,NA,NA,NA,-63.512,NA,NA
55666,-2.10638,3.42845,-4.71407,NA,NA,NA,-36.014,NA,NA
55867,-2.7057,3.81818,-4.91064,NA,NA,NA,NA,-55.353,NA
56045,-2.17777,3.57395,-4.66646,NA,NA,NA,NA,-55.018,NA
56242,-1.90283,4.12799,-4.19425,NA,NA,NA,-57.689,NA,NA
56558,-1.28305,4.30607,-4.55532,NA,NA,NA,NA,-64.973,NA
56620,-1.43844,4.70836,-5,NA,NA,NA,NA,-57.605,NA
56951,-1.40636,3.56433,-4.82304,NA,NA,NA,-6.571,NA,NA
57179,-1.78634,4.43173,-5,NA,NA,NA,-47.503,NA,NA
57371,-1.62356,4.36021,-4.76256,NA,-51.943,NA,NA,NA,NA
57477,-1.5484,3.77996,-4.451,NA,NA,NA,NA,-51.855,NA
57792,-2.34573,4.34067,-5,NA,NA,NA,NA,-51.558,NA
57860,-2.27728,3.96177,-5,NA,NA,NA,NA,-58.04,NA
58070,-2.49268,3.91697,-5,NA,NA,NA,-53.007,NA,NA
58259,-1.82935,3.39657,-5,NA,NA,NA,NA,-47.617,NA
58508,-1.89212,3.58623,-4.64035,NA,NA,NA,NA,-36.354,NA
58625,-2.11645,3.60427,-5,NA,NA,NA,NA,-50.432,NA
58828,-1.54316,4.25758,-5,NA,NA,NA,NA,-51.513,NA
59101,-1.97848,3.78963,-4.75353,NA,NA,NA,NA,-31.184,NA
59325,-2.42194,4.37809,-4.2735,NA,NA,NA,NA,-78.358,NA
59478,-2.34846,4.02382,-4.84885,NA,NA,-54.308,NA,NA,NA
59717,-2.34513,4.1102,-5,NA,NA,-54.193,NA,NA,NA
59872,-1.33989,4.14547,-5,NA,NA,-24.649,NA,NA,NA
60095,-1.38511,4.31889,-4.6909,NA,NA,NA,NA,-74.245,NA
60336,-2.1539,4.89809,-4.59772,NA,NA,NA,NA,-75.534,NA
60416,-1.10521,4.32366,-4.86157,NA,NA,NA,NA,-44.323,NA
60747,-1.84695,4.96088,-4.59596,NA,NA,NA,NA,-77.979,NA
60822,-2.77436,3.84329,-4.80799,NA,NA,NA,NA,-66.441,NA
61100,-1.79379,5,-5,NA,NA,NA,-74.534,NA,NA
61235,-1.09302,4.61395,-5,NA,NA,NA,-61.029,NA,NA
61522,-1.65972,3.49318,-5,NA,NA,NA,-22.823,NA,NA
61677,-1.93546,3.04676,-4.81301,NA,NA,NA,-73.26,NA,NA
61804,-1.71399,2.92483,-4.74972,NA,NA,NA,-39.571,NA,NA
62080,-2.3602,3.14869,-4.74432,NA,NA,NA,NA,-69.678,NA
62339,-1.81293,3.15801,-5,NA,NA,NA,NA,-64.837,NA
62514,-1.8029,3.507,-5,NA,NA,NA,NA,-42.825,NA
62740,-1.87779,3.92602,-4.03245,NA,NA,NA,NA,-72.847,NA
62944,-2.12868,4.34806,-5,NA,NA,NA,NA,-58.909,NA
63199,-2.05831,4.2553,-4.61185,NA,NA,NA,NA,-57.741,NA
63246,-1.51533,3.13436,-5,NA,NA,NA,NA,-70.747,NA
63413,-2.0255,3.44688,-5,NA,NA,NA,NA,-65.613,NA
63727,-1.24792,3.68715,-5,NA,NA,NA,NA,-51.237,NA
63923,-1.65142,3.85353,-5,NA,NA,-11.881,NA,NA,NA
64082,-2.63378,3.91307,-5,NA,NA,NA,-67.662,NA,NA
64397,-1.13758,4.06564,-5,NA,NA,NA,NA,-59.881,NA
64486,-1.1306,4.12363,-4.83983,NA,NA,NA,NA,-49.972,NA
64756,-2.34704,3.57652,-5,NA,NA,NA,NA,-52.874,NA
64914,-1.9277,4.14295,-5,NA,NA,NA,-28.591,NA,NA
65194,-1.35121,3.71727,-5,NA,NA,-7.745,NA,NA,NA
65381,-1.89332,4.97887,-5,NA,NA,NA,NA,-77.392,NA
65486,-1.34639,3.81036,-5,NA,NA,NA,NA,-32.886,NA
65605,-2.61344,3.83675,-5,NA,NA,NA,NA,-53.578,NA
65829,-3.36883,4.7516,-5,NA,NA,NA,NA,-114.309,NA
66104,-1.10804,4.2361,-5,NA,NA,NA,NA,-49.55,NA
66205,-2.00614,3.37716,-5,NA,NA,NA,NA,-70.858,NA
66447,-1.87407,3.21495,-5,NA,NA,NA,-40.044,NA,NA
66704,-1.34923,3.51974,-5,NA,NA,-34.601,NA,NA,NA
66803,-2.07473,3.59798,-5,NA,NA,NA,NA,-49.693,NA
67082,-1.69519,3.60897,-5,NA,NA,NA,-21.881,NA,NA
67307,-1.48463,3.7259,-4.80496,NA,NA,NA,NA,-34.302,NA
67405,-2.24643,5,-4.76105,NA,NA,NA,NA,-76.253,NA
67762,-1.13512,3.55097,-4.87023,NA,NA,NA,-35.402,NA,NA
67934,-1.90148,4.0784,-5,NA,NA,NA,-27.828,NA,NA
68015,-1.7778,3.36018,-5,NA,NA,NA,NA,-41.33,NA
68205,-2.2301,4.24316,-5,NA,NA,NA,-47.616,NA,NA
68419,-1.84265,4.7505,-5,NA,NA,NA,NA,-68.07,NA
68741,-1.37552,3.97717,-5,NA,NA,NA,NA,-41.872,NA
68819,-1.72221,5,-5,NA,NA,NA,NA,-72.209,NA
69035,-1.806,3.46034,-5,NA,NA,NA,NA,-42.94,NA
69294,-2.12166,3.39363,-4.11786,NA,NA,NA,-74.576,NA,NA
69492,-1.36073,4.42546,-5,NA,NA,NA,NA,-69.652,NA
69765,-1.7723,5,-4.59819,NA,NA,-80.622,NA,NA,NA
69812,-1.68658,5,-5,NA,NA,NA,NA,-72.342,NA
70032,-2.15918,5,-5,NA,NA,NA,-73.28,NA,NA
70234,-1.23224,4.54669,-5,NA,NA,NA,NA,-72.495,NA
70588,-1.77818,3.78075,-4.4665,NA,NA,NA,NA,-41.499,NA
70795,-1.75908,4.18221,-5,NA,NA,NA,NA,-39.05,NA
70970,-2.13952,3.68659,-5,NA,NA,NA,NA,-47.921,NA
71156,-1.25592,3.91519,-4.81591,NA,NA,NA,NA,-46.846,NA
71273,-1.6666,3.60508,-4.99358,NA,NA,NA,NA,-44.358,NA
71451,-1.77574,2.93743,-5,NA,NA,NA,-51.685,NA,NA
71730,-2.34021,3.4024,-4.63509,NA,NA,NA,NA,-55.942,NA
71900,-1.41235,3.58584,-5,NA,NA,NA,NA,-31.769,NA
72135,-2.35434,3.36722,-4.86577,NA,NA,NA,NA,-42.272,NA
72318,-1.8748,3.67774,-5,NA,NA,NA,NA,-42.814,NA
72480,-1.88991,3.68276,-4.72361,NA,NA,-27.472,NA,NA,NA
72624,-1.38567,4.03983,-5,NA,NA,-32.347,NA,NA,NA
72885,-2.15688,5,-5,NA,NA,NA,NA,-74.983,NA
73162,-1.68186,4.37043,-4.68935,NA,NA,NA,NA,-46.675,NA
73210,-1.3715,4.28556,-5,NA,NA,NA,NA,-52.335,NA
73446,-1.83914,4.4103,-5,NA,NA,NA,NA,-53.639,NA
