id,x0,x1,x2,fitness-2.5,fitness-1,fitness-0.5,fitness-1.5,fitness0,fitness0.5,fitness-2,fitness1.5,fitness-3.5,fitness-3,fitness1,fitness2,fitness-4,fitness-5,fitness-4.5,fitness2.5,fitness4,fitness4.5,fitness5,fitness3.5,fitness3
12354,-1.8127,-1.55734,0.37602,NA,NA,NA,NA,NA,NA,192.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12426,-0.182674,-0.891929,0.477073,NA,2609.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12712,-0.211862,-0.931721,0.751057,NA,NA,NA,3628.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12815,-1.38859,-0.123851,0.78332,NA,NA,4301.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13012,-1.2515,-0.128187,-0.614462,NA,NA,NA,7382.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13299,-1.30283,0.453859,-0.942228,NA,1195.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13424,-0.031798,-1.30537,0.432052,NA,NA,1434.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13742,-0.0901503,-1.40313,-0.990162,NA,NA,NA,NA,NA,1962.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13933,-0.411092,-0.524768,-1.83086,NA,NA,197.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14081,-0.920897,-0.752696,-2.46529,NA,NA,5787.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14231,-0.3755,-0.0452951,-2.06418,NA,972.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14574,-0.863005,2.12266,-2.88577,NA,NA,NA,637.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14621,-1.59133,1.44927,-2.10979,NA,NA,NA,NA,NA,NA,434.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14820,-0.354263,1.41529,-2.49889,NA,NA,NA,384.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15047,-0.796679,-0.741565,-2.226,NA,NA,NA,4244.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15328,-1.49564,-2.64834,0.270601,NA,NA,690.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15482,-0.907476,-2.60449,-0.623783,NA,NA,4852.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15684,-0.352206,-1.39812,1.25394,NA,NA,NA,NA,1329.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15871,-0.59934,-1.52536,-0.939205,NA,NA,NA,NA,NA,NA,3299.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16152,-1.28525,-0.735415,-1.39489,NA,NA,NA,6657.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16201,-1.36262,-0.664131,-0.715345,NA,NA,NA,NA,NA,NA,11089.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16534,-2.97207,-1.54555,-2.08699,NA,NA,NA,NA,NA,NA,583.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16612,-4.47459,-0.616302,-3.44142,NA,NA,NA,332.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16876,-3.9751,-0.938955,-1.4698,NA,1085.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17066,-4.07196,-0.791476,-0.0302784,NA,2830.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17373,-4.59666,-1.31313,-1.00511,NA,NA,NA,2036.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17447,-2.65021,-2.62229,-1.32047,NA,624.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17694,-1.64597,-1.54691,-0.137735,NA,NA,6730.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17888,-1.31068,-1.63466,-1.64064,NA,NA,6430.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18077,-0.047824,-1.07813,-0.874304,NA,NA,NA,NA,NA,959.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18365,-1.45073,-0.163614,-0.395385,NA,NA,NA,NA,NA,1137.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18573,-1.36754,-0.924375,-1.03232,NA,NA,5597.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18702,-1.26985,-1.10885,-1.31208,NA,NA,NA,1049.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18859,-2.52076,-1.6891,-1.25506,NA,NA,NA,NA,NA,NA,627.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19113,-1.99744,-1.09154,-0.860753,NA,NA,NA,1553.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19295,-1.90854,-0.203897,-0.844417,NA,NA,3355.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19592,-1.86138,-0.628345,-1.47793,NA,2052.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19789,-0.920169,0.496618,-1.70537,NA,NA,436.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19971,-1.36474,-0.52065,-0.329418,NA,NA,NA,NA,1263.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20009,-0.88927,-2.5025,-1.66647,NA,NA,NA,2851.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20366,-0.761326,-1.65366,-1.59613,1702.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20471,-1.07381,-1.38008,-0.82406,NA,NA,NA,NA,NA,NA,3571.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20670,-0.755998,-1.93383,-0.13949,NA,NA,5840.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20828,-1.37537,-1.08096,-2.1617,NA,NA,NA,NA,NA,NA,542.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21125,-0.901812,-0.143817,-1.21442,676.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21362,-1.45848,-1.43612,-1.53944,NA,NA,NA,NA,NA,NA,10688.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21594,-2.04832,-0.95066,-0.929471,NA,NA,NA,NA,NA,NA,NA,NA,1934.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21751,-1.67101,-1.41892,-1.89276,1093.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21830,-0.823946,-0.836828,-1.06954,NA,NA,NA,NA,NA,NA,NA,NA,837.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22079,-1.67054,-0.562423,-0.816046,NA,NA,NA,NA,NA,NA,NA,NA,NA,917.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22274,-1.83141,-1.32576,-0.156545,NA,NA,NA,2977.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22595,-1.97132,-1.25569,-0.755426,NA,NA,NA,NA,NA,NA,4356.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22765,-1.73485,-1.61744,-1.47135,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22966,-0.335054,-1.65275,-2.05607,NA,NA,NA,2466.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23045,0.6586,-1.56675,-1.67447,NA,NA,1158.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23342,-0.380918,-0.793523,-1.39516,NA,NA,2878.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23439,0.0593626,-1.89025,-1.27415,NA,NA,NA,1062.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23696,-1.46577,-2.84491,-0.715075,NA,2124.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23833,-0.917413,-2.07193,-0.731543,1937.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24153,-1.03648,-1.34772,-0.831999,NA,NA,NA,NA,NA,NA,NA,NA,NA,2321.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24313,-0.747562,-1.47146,-0.66032,NA,NA,NA,NA,NA,NA,NA,NA,NA,7197.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24456,-0.574018,-0.113123,-1.21152,970.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24756,-0.964003,-0.575507,-1.64404,NA,NA,NA,NA,NA,NA,2784.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24966,-0.792479,-1.17859,-0.293118,NA,NA,NA,4291.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25001,-1.33463,-1.28782,-1.28089,NA,NA,NA,NA,NA,NA,2134.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25399,-1.86942,-0.654152,-0.562733,NA,NA,NA,2964.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25438,-1.46006,-0.137807,-0.428715,NA,NA,1264.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25737,-0.579695,-0.593007,-1.32982,NA,NA,8893.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25962,-1.48153,-1.09714,-1.33217,NA,NA,NA,NA,1223.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26176,-1.52627,-0.678132,-0.246619,NA,NA,NA,9426.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26384,-1.89769,-1.00383,-0.832641,NA,NA,NA,NA,4499.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26436,-0.633005,-0.898137,-0.767431,NA,NA,NA,NA,15705.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26705,-1.57121,-1.02448,-0.653915,NA,3827.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26992,-0.842794,-1.57444,-0.580841,NA,13432.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27001,-1.40625,-2.2527,-0.540908,NA,1075.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27228,-0.988602,-2.61707,0.0110399,NA,NA,NA,1234.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27437,-0.932111,-3.36952,0.833732,NA,NA,NA,NA,623.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27752,-1.37616,-1.42043,0.0256969,NA,5623.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27852,-1.11261,0.0359454,-0.645008,NA,NA,292.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28074,-3.15445,-0.315404,-0.834441,NA,NA,1587.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28230,-2.70447,-1.06486,-0.259604,NA,NA,NA,390.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28440,-2.18149,0.387884,0.599582,NA,109.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28762,-2.85817,1.30982,0.173633,NA,NA,NA,126.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28829,-1.36903,-0.551726,-0.576629,NA,NA,2909.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29107,-0.871603,-1.23608,-2.61098,NA,NA,NA,NA,1111.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29331,-0.212202,-0.760762,-1.61584,NA,NA,7180.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29558,0.0393476,-1.24278,-0.35142,NA,1147.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29685,-1.08442,-1.49133,-1.16231,NA,NA,198.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29918,-0.718542,-1.72369,-1.34857,NA,NA,2605.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30096,-1.50195,-2.91447,-2.60061,NA,NA,NA,NA,563.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30392,-0.170276,-3.44056,-2.07811,NA,NA,NA,NA,977.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30412,-0.299828,-2.54141,-0.892671,NA,NA,NA,NA,2712.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30738,-1.18151,-1.94728,-0.910375,NA,NA,2825.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30855,-1.03673,-1.08549,-1.35389,NA,NA,2248.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31091,-0.202164,-2.12656,-0.631915,NA,4237.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31257,-0.292005,-1.32859,-1.00907,NA,NA,NA,6430.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31439,-0.333711,-1.48119,-0.558016,NA,NA,NA,NA,3139.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31726,-0.779853,-1.31248,-0.979835,NA,NA,NA,NA,NA,NA,7603.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31865,0.421019,-1.63263,-1.17054,122.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
