id,x0,x1,x2,fitness-2,fitness-3,fitness-4.5,fitness-4,fitness-5,fitness-2.5,fitness-3.5,fitness-1.5
20056,-1.39324,4.55952,-3.03089,NA,NA,NA,-177.018,NA,NA,NA,NA
20278,0.529243,4.778,-3.36006,NA,NA,-271.035,NA,NA,NA,NA,NA
20497,-2.03279,2.72171,-4.74927,NA,NA,NA,NA,NA,NA,-139.11,NA
20641,-1.99848,4.16479,-4.42321,NA,-161.136,NA,NA,NA,NA,NA,NA
20848,-2.62936,4.681,-4.76701,NA,NA,NA,-68.785,NA,NA,NA,NA
21069,-2.83322,4.60538,-4.04077,NA,-137.848,NA,NA,NA,NA,NA,NA
21221,-4.65302,3.46115,-4.43199,NA,NA,NA,NA,NA,NA,-226.847,NA
21575,-4.59833,3.18393,-4.40832,NA,NA,-218.228,NA,NA,NA,NA,NA
21758,-4.37615,3.26642,-4.08547,NA,NA,-200.316,NA,NA,NA,NA,NA
21992,-3.54865,4.38024,-4.91752,NA,NA,NA,-116.224,NA,NA,NA,NA
22175,-3.05881,3.80017,-3.61859,NA,NA,NA,-128.568,NA,NA,NA,NA
22256,-4.10166,3.25191,-4.58473,NA,NA,-161.368,NA,NA,NA,NA,NA
22568,-4.53601,3.7552,-3.65409,NA,NA,-234.864,NA,NA,NA,NA,NA
22712,-2.70739,3.73152,-4.64277,NA,NA,NA,NA,-64.057,NA,NA,NA
22854,-1.79383,4.09133,-3.77191,NA,NA,NA,-97.895,NA,NA,NA,NA
23094,-2.56436,4.01739,-3.78428,NA,NA,NA,NA,NA,-214.043,NA,NA
23210,-3.86173,4.75632,-3.47629,NA,NA,NA,NA,NA,-282.428,NA,NA
23526,-4.09014,4.08224,-4.21677,NA,NA,-161.417,NA,NA,NA,NA,NA
23679,-3.72526,4.63951,-3.83112,NA,NA,NA,NA,-160.332,NA,NA,NA
23830,-3.22541,4.5964,-2.94204,NA,NA,-182.583,NA,NA,NA,NA,NA
24160,-3.95842,3.69557,-3.78389,NA,NA,-165.721,NA,NA,NA,NA,NA
24298,-3.22318,4.49983,-3.32663,NA,NA,NA,NA,-150.907,NA,NA,NA
24440,-2.6923,4.76857,-3.91327,NA,NA,-105.064,NA,NA,NA,NA,NA
24773,-2.00606,4.86454,-4.48911,NA,NA,-69.842,NA,NA,NA,NA,NA
24990,-2.95671,4.99952,-4.29809,NA,NA,-100.3,NA,NA,NA,NA,NA
25163,-3.19686,3.65984,-3.19432,NA,NA,-149.077,NA,NA,NA,NA,NA
25332,-4.43072,4.34692,-3.8043,NA,NA,-215.81,NA,NA,NA,NA,NA
25505,-3.91373,3.17524,-3.35893,NA,NA,-199.417,NA,NA,NA,NA,NA
25693,-4.50443,3.59776,-3.54486,NA,NA,-234.745,NA,NA,NA,NA,NA
25912,-2.99305,3.93995,-3.82765,NA,NA,-91.553,NA,NA,NA,NA,NA
26195,-2.56071,4.98642,-4.46782,NA,NA,NA,-89.531,NA,NA,NA,NA
26257,-2.01638,4.77548,-4.70666,NA,NA,-74.587,NA,NA,NA,NA,NA
26420,-2.69019,4.83843,-4.5104,NA,NA,NA,NA,NA,NA,-104.989,NA
26787,-1.97069,4.38752,-4.3104,NA,NA,NA,NA,NA,NA,-84.454,NA
26992,-2.89728,4.54635,-4.32628,NA,NA,NA,-90.83,NA,NA,NA,NA
27154,-2.17776,4.19238,-4.58695,NA,NA,NA,-59.414,NA,NA,NA,NA
27208,-2.11723,2.93145,-4.18793,NA,NA,NA,NA,NA,NA,-160.493,NA
27511,-3.66813,2.62334,-4.37936,NA,NA,NA,NA,NA,-291.465,NA,NA
27786,-2.52829,3.02993,-3.31586,NA,NA,NA,NA,NA,NA,-195.482,NA
27853,-2.15644,3.8067,-2.01476,NA,NA,-282.85,NA,NA,NA,NA,NA
28014,-3.03008,3.58384,-2.44325,NA,NA,-227.127,NA,NA,NA,NA,NA
28223,-3.10557,2.748,-2.89993,NA,NA,-206.313,NA,NA,NA,NA,NA
28435,-2.20992,3.02569,-2.87384,NA,NA,NA,NA,-187.078,NA,NA,NA
28676,-1.5056,3.73888,-3.56666,NA,NA,NA,NA,-112.647,NA,NA,NA
28862,-1.35425,4.32633,-3.12223,NA,NA,NA,-139.708,NA,NA,NA,NA
29194,-1.97957,4.6091,-4.44328,NA,-96.327,NA,NA,NA,NA,NA,NA
29284,-3.28062,4.24528,-3.87085,NA,NA,NA,-114.768,NA,NA,NA,NA
29438,-1.95875,4.4746,-4.36625,NA,NA,NA,NA,-61.697,NA,NA,NA
29659,-1.64821,4.76602,-3.7746,NA,NA,NA,NA,NA,NA,-162.636,NA
29847,-1.96083,4.69673,-4.55548,NA,NA,NA,NA,NA,NA,-97.406,NA
30029,-1.98188,4.46423,-4.04536,NA,NA,NA,NA,NA,NA,-106.066,NA
30257,-2.25445,4.60212,-4.05876,NA,NA,NA,NA,NA,-184.882,NA,NA
30445,-2.72218,4.65337,-4.65392,-261.938,NA,NA,NA,NA,NA,NA,NA
30640,-1.32766,4.75028,-4.32743,NA,NA,NA,NA,NA,NA,-144.786,NA
30841,-2.48529,4.08261,-4.19648,NA,NA,NA,NA,-72.236,NA,NA,NA
31057,-2.42267,4.23411,-3.72207,NA,NA,-95.757,NA,NA,NA,NA,NA
31318,-3.92996,3.17359,-3.49052,NA,-234.836,NA,NA,NA,NA,NA,NA
31411,-2.59448,3.7181,-3.85117,NA,NA,NA,NA,-78.432,NA,NA,NA
31634,-3.42618,2.76619,-3.84011,NA,NA,NA,NA,-154.052,NA,NA,NA
31861,-3.50964,2.18472,-4.32885,NA,NA,-191.226,NA,NA,NA,NA,NA
32021,-2.80748,2.93142,-4.42667,NA,NA,-100.878,NA,NA,NA,NA,NA
32237,-2.04961,3.49569,-4.80327,NA,NA,-27.366,NA,NA,NA,NA,NA
32401,-2.22791,3.28239,-4.09305,NA,NA,NA,-108.495,NA,NA,NA,NA
32746,-1.55685,3.66846,-4.65286,NA,-178.963,NA,NA,NA,NA,NA,NA
32891,-0.235323,3.74843,-3.24324,NA,NA,-221.284,NA,NA,NA,NA,NA
33132,-1.74735,4.83005,-3.35247,NA,NA,NA,-145.168,NA,NA,NA,NA
33217,-2.52061,4.41214,-4.69754,NA,NA,NA,NA,NA,NA,-87.671,NA
33453,-2.17742,4.38371,-4.5269,NA,NA,NA,NA,-57.585,NA,NA,NA
33601,-2.37999,4.32703,-3.58978,NA,NA,NA,-109.868,NA,NA,NA,NA
33904,-1.64801,3.14316,-4.33989,NA,NA,-71.592,NA,NA,NA,NA,NA
34137,-1.92687,4.97875,-3.50603,NA,-195.255,NA,NA,NA,NA,NA,NA
34345,-1.97286,4.04169,-4.84413,NA,NA,NA,NA,NA,NA,-74.423,NA
34482,-2.26539,4.28488,-4.58906,NA,NA,NA,NA,NA,-166.771,NA,NA
34769,-3.0376,4.8497,-4.76284,NA,NA,-93.025,NA,NA,NA,NA,NA
34890,-3.98469,4.80071,-3.99372,NA,NA,NA,-179.263,NA,NA,NA,NA
35172,-3.63374,4.4053,-4.09342,NA,NA,NA,NA,-135.364,NA,NA,NA
35214,-3.46693,4.44108,-4.3523,NA,NA,NA,-117.443,NA,NA,NA,NA
35502,-3.86035,4.45058,-4.78924,NA,NA,NA,NA,-145.195,NA,NA,NA
35620,-3.38345,4.321,-3.71564,NA,NA,-126.221,NA,NA,NA,NA,NA
35953,-3.90888,4.62059,-3.34254,NA,NA,-196.421,NA,NA,NA,NA,NA
36118,-1.91789,4.32501,-3.14602,NA,NA,NA,NA,-123.761,NA,NA,NA
36374,-1.21554,4.37425,-3.60645,NA,NA,NA,NA,NA,NA,-192.68,NA
36581,-1.51908,4.45209,-3.69973,NA,NA,NA,NA,NA,-254.977,NA,NA
36670,-2.38403,3.38868,-3.99653,NA,NA,-93.754,NA,NA,NA,NA,NA
36871,-1.57394,4.2376,-4.72209,NA,NA,NA,NA,-43.351,NA,NA,NA
37082,-1.35358,4.83525,-4.40433,NA,NA,-88.987,NA,NA,NA,NA,NA
37255,-2.04972,3.30541,-3.7697,NA,NA,NA,NA,-134.983,NA,NA,NA
37404,-3.08937,3.91757,-4.6226,NA,NA,NA,NA,-82.844,NA,NA,NA
37680,-4.43683,4.42826,-4.88461,NA,NA,-196.941,NA,NA,NA,NA,NA
37851,-4.69895,4.03136,-4.67203,NA,NA,NA,-220.474,NA,NA,NA,NA
38180,-4.82273,4.40174,-3.76983,NA,NA,NA,-269.023,NA,NA,NA,NA
38242,-3.62423,4.77856,-4.33862,NA,NA,-136.297,NA,NA,NA,NA,NA
38599,-3.64124,3.46338,-4.56758,NA,NA,NA,NA,-120.587,NA,NA,NA
38782,-3.94606,4.8323,-4.23005,NA,NA,NA,-177.021,NA,NA,NA,NA
38847,-1.04508,4.52751,-3.7139,NA,NA,NA,NA,-133.42,NA,NA,NA
39139,-0.730132,4.84583,-2.1854,NA,NA,-287.012,NA,NA,NA,NA,NA
39392,-1.20842,3.50549,-3.42091,NA,NA,NA,-188.047,NA,NA,NA,NA
39518,-2.10212,2.84195,-4.80485,NA,NA,NA,-91.946,NA,NA,NA,NA
39746,-1.81481,3.65977,-4.86828,NA,NA,-14.424,NA,NA,NA,NA,NA
39817,-3.50066,3.39611,-4.75414,NA,NA,NA,-111.316,NA,NA,NA,NA
40179,-1.0604,2.67369,-4.54544,NA,NA,-160.964,NA,NA,NA,NA,NA
40370,-0.787293,3.21896,-4.88963,NA,NA,-80.201,NA,NA,NA,NA,NA
40456,-1.95164,3.99092,-3.39297,NA,NA,NA,-138.541,NA,NA,NA,NA
40662,-2.76298,4.06664,-3.94191,NA,-142.177,NA,NA,NA,NA,NA,NA
40892,-3.2959,3.35745,-4.77864,NA,NA,-91.093,NA,NA,NA,NA,NA
41175,-2.73718,3.65972,-3.49442,NA,NA,-113.798,NA,NA,NA,NA,NA
41377,-2.45597,4.17519,-4.63024,NA,NA,NA,NA,-59.783,NA,NA,NA
41538,-3.95338,4.06373,-4.75334,NA,-172.566,NA,NA,NA,NA,NA,NA
41783,-2.68889,3.77903,-3.81251,NA,NA,-90.974,NA,NA,NA,NA,NA
41949,-1.89025,4.61347,-3.8349,NA,NA,-98.601,NA,NA,NA,NA,NA
42035,-2.29481,4.94077,-3.11406,NA,NA,-148.517,NA,NA,NA,NA,NA
42396,-1.54015,2.59571,-4.41362,NA,NA,NA,-166.384,NA,NA,NA,NA
42595,-1.61424,4.10089,-2.45917,NA,NA,NA,-242.351,NA,NA,NA,NA
42656,-2.03734,4.74974,-1.75263,NA,NA,-350.465,NA,NA,NA,NA,NA
42941,-2.63315,4.2755,-2.90748,NA,-217.742,NA,NA,NA,NA,NA,NA
43020,-2.63503,3.46746,-3.52605,NA,-184.789,NA,NA,NA,NA,NA,NA
43355,-2.15828,3.15333,-4.93481,NA,NA,NA,-62.61,NA,NA,NA,NA
43468,-2.19509,4.22713,-4.48065,NA,NA,-49.168,NA,NA,NA,NA,NA
43785,-3.10681,4.83928,-4.44747,NA,NA,-102.324,NA,NA,NA,NA,NA
43964,-3.42772,3.96923,-4.47646,NA,-145.074,NA,NA,NA,NA,NA,NA
44061,-2.53809,4.86584,-4.11609,NA,NA,NA,-91.421,NA,NA,NA,NA
44217,-1.21496,3.8448,-3.60848,NA,NA,NA,NA,-131.754,NA,NA,NA
44497,-1.62575,4.57609,-3.18936,NA,NA,NA,NA,NA,NA,-189.805,NA
44606,-1.93768,4.47631,-4.82067,NA,NA,NA,NA,NA,NA,-78.342,NA
44803,-1.82615,3.7306,-4.49466,NA,NA,NA,NA,NA,NA,-73.12,NA
45161,-1.68469,4.02148,-4.29747,NA,NA,NA,NA,-56.555,NA,NA,NA
45373,-0.942955,4.71737,-3.23215,NA,NA,NA,NA,-162.203,NA,NA,NA
45531,-1.73602,4.81182,-4.3839,NA,NA,NA,-90.446,NA,NA,NA,NA
45677,-0.949664,4.54093,-3.73277,NA,NA,NA,NA,-140.192,NA,NA,NA
45948,-1.28905,4.64249,-4.75225,NA,NA,NA,NA,-62.534,NA,NA,NA
46108,-3.28365,4.52576,-3.50189,NA,NA,-140.339,NA,NA,NA,NA,NA
46202,-2.79988,4.18747,-4.16026,NA,NA,NA,-90.67,NA,NA,NA,NA
46563,-3.36586,4.59774,-4.22046,NA,NA,NA,NA,NA,NA,-130.456,NA
46685,-1.70267,3.88472,-3.72657,NA,NA,-73.593,NA,NA,NA,NA,NA
46851,-3.71435,4.49202,-4.98544,NA,NA,NA,NA,-130.525,NA,NA,NA
47104,-4.11341,4.36349,-4.20737,NA,NA,-171.235,NA,NA,NA,NA,NA
47392,-3.38321,4.73937,-4.48425,NA,NA,-113.024,NA,NA,NA,NA,NA
47511,-3.08013,3.95988,-4.89747,NA,NA,-77.509,NA,NA,NA,NA,NA
47673,-3.54231,4.51727,-4.90205,NA,NA,NA,NA,-120.126,NA,NA,NA
47865,-2.60998,4.83561,-3.98603,NA,NA,NA,NA,-95.979,NA,NA,NA
48153,-3.71887,3.51621,-4.47153,NA,NA,-125.311,NA,NA,NA,NA,NA
48389,-4.02018,4.79347,-3.97823,NA,NA,NA,NA,-185.749,NA,NA,NA
48578,-4.18275,4.9765,-4.44128,NA,NA,NA,-193.097,NA,NA,NA,NA
48630,-3.38738,2.97827,-2.96776,NA,NA,-199.712,NA,NA,NA,NA,NA
48957,-3.95432,2.8568,-3.13279,NA,NA,-231.369,NA,NA,NA,NA,NA
49145,-3.15718,3.23134,-4.24208,NA,NA,NA,NA,-102.215,NA,NA,NA
49226,-1.94316,3.97575,-4.86809,NA,NA,NA,-29.747,NA,NA,NA,NA
49585,-3.41085,4.42775,-4.55212,NA,NA,NA,-107.491,NA,NA,NA,NA
49794,-1.92497,4.22921,-4.15908,NA,NA,NA,NA,NA,NA,-114.433,NA
49823,-1.39113,2.93461,-4.73679,NA,NA,-112.883,NA,NA,NA,NA,NA
50167,-0.485597,3.57854,-4.42622,NA,NA,NA,NA,-162.591,NA,NA,NA
50305,-1.95421,3.31127,-3.87293,NA,NA,NA,NA,-108.817,NA,NA,NA
50427,-1.33317,4.24579,-4.7246,NA,NA,NA,NA,-66.493,NA,NA,NA
50714,-1.2245,4.90275,-4.77994,NA,NA,NA,NA,NA,NA,-126.922,NA
50900,-0.86587,4.77456,-4.94533,NA,NA,NA,NA,NA,-210.435,NA,NA
51004,-2.79479,3.25581,-4.71477,NA,NA,NA,-90.445,NA,NA,NA,NA
51301,-0.978087,4.996,-4.3166,NA,NA,NA,-144.447,NA,NA,NA,NA
51438,-2.27664,3.90034,-4.62362,NA,NA,NA,-46.061,NA,NA,NA,NA
51698,-0.95847,4.29592,-4.04597,NA,NA,-109.033,NA,NA,NA,NA,NA
51962,-0.92663,4.54217,-3.9391,NA,NA,-123.328,NA,NA,NA,NA,NA
52108,-2.09146,4.31009,-4.40833,NA,NA,NA,NA,-49.74,NA,NA,NA
52275,-1.72778,4.76808,-4.71398,NA,NA,NA,NA,NA,NA,-109.842,NA
52584,-1.04956,3.37505,-4.98917,NA,NA,-71.268,NA,NA,NA,NA,NA
52714,-1.33484,4.52867,-4.35077,NA,NA,NA,-69.383,NA,NA,NA,NA
52969,-1.52769,4.86495,-4.55623,NA,NA,NA,NA,NA,-190.637,NA,NA
53040,-2.15101,4.92982,-4.86707,NA,NA,NA,NA,NA,NA,-110.781,NA
53359,-1.83525,4.96672,-4.39259,NA,NA,-79.274,NA,NA,NA,NA,NA
53473,-1.45601,4.94242,-4.82465,NA,-161.735,NA,NA,NA,NA,NA,NA
53738,-2.79955,4.84698,-4.5431,NA,NA,NA,NA,NA,-189.26,NA,NA
53962,-2.87023,4.93246,-4.06207,NA,-142.498,NA,NA,NA,NA,NA,NA
54098,-3.38628,4.53153,-4.41423,NA,NA,NA,NA,NA,-217.251,NA,NA
54205,-3.31886,4.52882,-3.54894,NA,NA,NA,NA,NA,-227.554,NA,NA
54413,-3.01838,4.40482,-4.87482,NA,NA,NA,NA,NA,-154.752,NA,NA
54714,-3.36099,4.64698,-3.65629,NA,NA,NA,NA,NA,NA,NA,-368.144
54953,-4.63982,4.90468,-4.6131,NA,NA,NA,NA,NA,NA,-247.474,NA
55073,-3.86071,4.70485,-4.64465,NA,NA,NA,-151.685,NA,NA,NA,NA
55280,-2.23473,4.27119,-3.71124,NA,NA,NA,NA,NA,NA,-128.046,NA
55598,-1.47661,4.88687,-3.78453,NA,NA,NA,-124.922,NA,NA,NA,NA
55740,-1.72623,3.1761,-4.87554,NA,NA,NA,NA,NA,-205.343,NA,NA
55976,-2.96115,4.15718,-4.30759,NA,NA,NA,NA,NA,NA,-115.392,NA
56118,-4.17066,3.641,-4.80568,NA,-208.301,NA,NA,NA,NA,NA,NA
56397,-2.3961,3.44249,-4.2597,NA,NA,NA,-94.275,NA,NA,NA,NA
56494,-1.79166,4.43197,-3.21854,NA,NA,NA,-144.966,NA,NA,NA,NA
56625,-2.40969,4.39268,-3.43943,NA,NA,NA,-119.686,NA,NA,NA,NA
56941,-3.11901,3.53989,-4.51633,NA,NA,NA,NA,NA,-166.464,NA,NA
57147,-3.18432,3.98611,-4.5661,NA,NA,NA,NA,NA,NA,-108.616,NA
57382,-3.03036,4.28818,-4.13334,NA,NA,NA,NA,NA,NA,-121.048,NA
57436,-3.48008,3.74264,-4.89325,NA,NA,NA,-105.513,NA,NA,NA,NA
57690,-3.78529,3.86111,-4.13919,NA,NA,NA,-147.978,NA,NA,NA,NA
57844,-3.58657,3.9162,-3.76463,NA,-167.95,NA,NA,NA,NA,NA,NA
58011,-2.8187,3.35701,-4.74049,NA,NA,-80.994,NA,NA,NA,NA,NA
58366,-1.70554,3.11802,-4.55561,NA,NA,NA,-60.604,NA,NA,NA,NA
58466,-1.26953,3.41602,-4.59058,NA,NA,NA,-35.318,NA,NA,NA,NA
58639,-1.0684,3.59176,-4.61329,NA,NA,NA,-61.6,NA,NA,NA,NA
58823,-1.20114,4.32009,-4.25444,NA,NA,NA,-76.598,NA,NA,NA,NA
59143,-0.977534,4.99569,-4.82783,NA,NA,NA,-118.232,NA,NA,NA,NA
59316,-1.56938,4.27465,-4.44041,NA,NA,-41.993,NA,NA,NA,NA,NA
59520,-2.93987,4.57319,-4.5827,NA,NA,-83.565,NA,NA,NA,NA,NA
59705,-2.14679,3.60753,-4.87106,NA,NA,NA,-45.336,NA,NA,NA,NA
59801,-2.63452,3.91234,-4.54587,NA,NA,NA,NA,-65.009,NA,NA,NA
60061,-2.22541,4.16782,-4.85231,NA,NA,-48.701,NA,NA,NA,NA,NA
