id,x0,x1,x2,fitness4.5,fitness5,fitness4,fitness3.5,fitness2.5,fitness3,fitness2
13042,-0.923314,5,4.76819,NA,12967.884,NA,NA,NA,NA,NA
13379,-0.787734,5,5,NA,13033.578,NA,NA,NA,NA,NA
13431,-0.534049,5,5,NA,5113.744,NA,NA,NA,NA,NA
13750,-1.07415,5,4.56564,NA,838.335,NA,NA,NA,NA,NA
13932,-0.690622,4.59699,5,NA,5051.281,NA,NA,NA,NA,NA
14091,-2.09589,5,5,NA,4807.462,NA,NA,NA,NA,NA
14362,-0.615249,4.78201,4.81088,NA,13365.312,NA,NA,NA,NA,NA
14496,-0.502072,4.99147,4.02567,170.366,NA,NA,NA,NA,NA,NA
14706,-0.689222,5,5,NA,11235.252,NA,NA,NA,NA,NA
14975,-0.557623,5,5,NA,5427.548,NA,NA,NA,NA,NA
15141,-0.124855,4.87503,4.95947,NA,NA,3558.749,NA,NA,NA,NA
15240,-1.36844,4.8633,5,NA,NA,NA,4590.389,NA,NA,NA
15439,0.459367,4.74292,5,NA,2613.371,NA,NA,NA,NA,NA
15746,-0.479743,4.61262,5,737.278,NA,NA,NA,NA,NA,NA
15895,-0.872332,5,5,NA,16074.457,NA,NA,NA,NA,NA
16143,-0.692836,5,5,NA,12090.025,NA,NA,NA,NA,NA
16259,-0.744178,5,5,NA,12578.436,NA,NA,NA,NA,NA
16422,-0.635557,4.90912,5,NA,11885.239,NA,NA,NA,NA,NA
16733,-1.01662,5,4.83889,NA,8480.793,NA,NA,NA,NA,NA
16814,-0.807036,5,5,NA,16942.769,NA,NA,NA,NA,NA
16991,-0.602414,3.90052,4.68232,NA,NA,NA,100.381,NA,NA,NA
17334,-0.674026,5,5,11459.465,NA,NA,NA,NA,NA,NA
17577,-0.621905,4.85393,4.78508,NA,14323.712,NA,NA,NA,NA,NA
17768,-0.798794,5,5,NA,13057.647,NA,NA,NA,NA,NA
17947,-0.405477,4.74257,4.68491,1535.803,NA,NA,NA,NA,NA,NA
18156,-0.0234226,4.13717,5,NA,2089.372,NA,NA,NA,NA,NA
18236,-0.783294,4.15206,4.25415,3166.723,NA,NA,NA,NA,NA,NA
18585,-0.750704,4.65515,4.86805,NA,12679.88,NA,NA,NA,NA,NA
18628,-0.731793,5,4.95233,NA,14621.73,NA,NA,NA,NA,NA
18969,-1.07509,5,5,NA,2937.259,NA,NA,NA,NA,NA
19047,-1.04382,4.89256,5,NA,6339.854,NA,NA,NA,NA,NA
19379,-0.522482,4.94296,5,NA,4292.242,NA,NA,NA,NA,NA
19419,0.305688,5,5,NA,3395.6,NA,NA,NA,NA,NA
19765,-0.869393,5,4.72063,NA,NA,3669.102,NA,NA,NA,NA
19941,-2.19939,5,4.94772,NA,3857.02,NA,NA,NA,NA,NA
20001,-1.88561,4.91775,5,NA,6094.36,NA,NA,NA,NA,NA
20193,-1.27045,4.2346,5,2978.719,NA,NA,NA,NA,NA,NA
20388,-0.773228,4.60389,4.63852,NA,4183.976,NA,NA,NA,NA,NA
20739,-0.883941,5,4.94261,NA,18159.715,NA,NA,NA,NA,NA
20846,1.00339,5,5,NA,NA,212.199,NA,NA,NA,NA
21123,0.458996,5,5,NA,2325.429,NA,NA,NA,NA,NA
21201,0.787535,4.42203,4.73656,NA,1392.358,NA,NA,NA,NA,NA
21398,-0.539616,3.77064,5,1240.883,NA,NA,NA,NA,NA,NA
21593,0.278524,3.68618,4.63855,NA,667.255,NA,NA,NA,NA,NA
21828,0.200752,4.64225,4.99011,1112.053,NA,NA,NA,NA,NA,NA
22183,0.947521,3.67098,5,242.848,NA,NA,NA,NA,NA,NA
22349,-0.598262,5,2.71506,NA,1822.812,NA,NA,NA,NA,NA
22473,-1.28078,4.65317,3.17696,NA,1937.496,NA,NA,NA,NA,NA
22715,-1.79881,5,5,NA,1123.651,NA,NA,NA,NA,NA
22863,-1.92552,5,5,NA,4851.759,NA,NA,NA,NA,NA
23066,-2.02809,4.89276,5,NA,7232.92,NA,NA,NA,NA,NA
23187,-2.48935,5,3.27114,NA,1194.005,NA,NA,NA,NA,NA
23480,-1.51477,5,4.34622,NA,6070.121,NA,NA,NA,NA,NA
23598,-2.06739,5,5,NA,5199.693,NA,NA,NA,NA,NA
23867,-1.91558,5,3.92658,NA,815.719,NA,NA,NA,NA,NA
23992,-2.10509,5,5,NA,4654.032,NA,NA,NA,NA,NA
24307,-1.48774,5,4.36586,NA,5971.601,NA,NA,NA,NA,NA
24445,-1.49063,4.71049,3.36079,NA,3631.071,NA,NA,NA,NA,NA
24753,-1.58587,5,4.18568,NA,5750.389,NA,NA,NA,NA,NA
24785,-1.20204,5,4.42296,NA,2117.415,NA,NA,NA,NA,NA
25100,-0.932472,5,3.86498,NA,3110.763,NA,NA,NA,NA,NA
25214,0.285025,5,5,NA,3262.128,NA,NA,NA,NA,NA
25475,-0.607884,5,4.73227,NA,8674.598,NA,NA,NA,NA,NA
25761,-0.959532,5,5,NA,9285.841,NA,NA,NA,NA,NA
25836,-0.935105,5,5,9875.894,NA,NA,NA,NA,NA,NA
26116,-0.888335,4.91966,4.88971,NA,19828.823,NA,NA,NA,NA,NA
26326,-1.45437,4.47809,5,NA,2297.15,NA,NA,NA,NA,NA
26554,-0.824259,5,5,NA,12969.274,NA,NA,NA,NA,NA
26605,-0.622273,5,5,NA,8631.615,NA,NA,NA,NA,NA
26814,0.541663,5,4.82067,NA,1203.073,NA,NA,NA,NA,NA
27051,0.93343,5,4.07458,NA,688.122,NA,NA,NA,NA,NA
27375,-0.596454,5,3.64832,NA,1875.897,NA,NA,NA,NA,NA
27399,-0.788545,5,5,NA,15575.225,NA,NA,NA,NA,NA
27680,-2.13674,4.59343,5,NA,2305.574,NA,NA,NA,NA,NA
27820,-2.5114,5,5,2016.816,NA,NA,NA,NA,NA,NA
28114,-0.956132,3.69122,4.69975,NA,2884.953,NA,NA,NA,NA,NA
28248,-0.242065,4.39265,5,3344.746,NA,NA,NA,NA,NA,NA
28399,-1.37567,5,4.33085,NA,6767.997,NA,NA,NA,NA,NA
28614,-2.22362,5,4.6999,NA,2356.221,NA,NA,NA,NA,NA
28849,-2.234,4.61689,5,NA,880.857,NA,NA,NA,NA,NA
29127,-2.20575,5,5,NA,2354.486,NA,NA,NA,NA,NA
29278,-0.823706,4.95977,5,NA,15049.043,NA,NA,NA,NA,NA
29516,-1.94147,4.69312,5,NA,4744.58,NA,NA,NA,NA,NA
29724,-2.98804,3.75634,5,NA,1592.343,NA,NA,NA,NA,NA
29966,-3.81044,5,5,NA,1235.673,NA,NA,NA,NA,NA
30018,-4.83352,5,5,NA,1768.243,NA,NA,NA,NA,NA
30284,-2.90402,5,5,NA,2665.52,NA,NA,NA,NA,NA
30537,-1.234,4.37993,5,NA,NA,889.085,NA,NA,NA,NA
30757,-1.01317,5,5,NA,6582.082,NA,NA,NA,NA,NA
30918,-1.97119,5,4.71121,NA,5459.236,NA,NA,NA,NA,NA
31074,-2.24544,5,5,NA,1690.028,NA,NA,NA,NA,NA
31277,-1.41961,4.28119,5,NA,7396.228,NA,NA,NA,NA,NA
31424,-0.370506,4.18541,5,NA,2702.805,NA,NA,NA,NA,NA
31665,-0.219623,4.74554,4.28549,NA,5503.831,NA,NA,NA,NA,NA
31978,-2.19613,4.71844,4.60003,NA,1255.082,NA,NA,NA,NA,NA
32171,-1.96657,3.88001,5,NA,1471.036,NA,NA,NA,NA,NA
32347,-2.10685,4.70913,4.81425,709.78,NA,NA,NA,NA,NA,NA
32425,-1.40006,5,4.17533,NA,6091.05,NA,NA,NA,NA,NA
32705,-0.689669,5,4.8158,16197.842,NA,NA,NA,NA,NA,NA
32847,-1.026,5,5,NA,5862.742,NA,NA,NA,NA,NA
33154,0.38767,4.769,4.87434,NA,5193.219,NA,NA,NA,NA,NA
33380,0.324005,5,5,NA,3454.229,NA,NA,NA,NA,NA
33544,-0.742297,5,5,NA,16550.171,NA,NA,NA,NA,NA
33589,-0.16487,4.71664,4.02092,NA,968.425,NA,NA,NA,NA,NA
33938,-0.309649,4.65268,4.47212,NA,829.208,NA,NA,NA,NA,NA
34070,-1.10691,4.99797,5,NA,966.755,NA,NA,NA,NA,NA
34193,-0.614694,5,3.90165,NA,1915.118,NA,NA,NA,NA,NA
34423,-0.904509,5,4.92979,NA,14210.521,NA,NA,NA,NA,NA
34715,-1.08234,5,5,NA,2489.322,NA,NA,NA,NA,NA
34878,0.304781,4.87358,5,NA,4507.102,NA,NA,NA,NA,NA
35142,-1.0954,5,5,NA,1677.058,NA,NA,NA,NA,NA
35297,-0.677231,5,4.82482,NA,18683.676,NA,NA,NA,NA,NA
35440,-0.805001,5,4.89096,NA,17165.811,NA,NA,NA,NA,NA
35596,-1.92353,5,5,NA,4816.993,NA,NA,NA,NA,NA
35893,-0.913322,5,4.7214,NA,11648.925,NA,NA,NA,NA,NA
36117,-0.137623,5,4.42241,NA,2774.614,NA,NA,NA,NA,NA
36200,-0.608568,4.89605,3.90284,1744.572,NA,NA,NA,NA,NA,NA
36496,-1.96249,4.11811,4.26541,NA,1664.109,NA,NA,NA,NA,NA
36694,-2.12505,3.7105,5,NA,1495.185,NA,NA,NA,NA,NA
36969,-1.54061,4.1522,5,NA,4682.975,NA,NA,NA,NA,NA
37032,-0.971012,5,4.69951,NA,8388.915,NA,NA,NA,NA,NA
37365,0.491771,5,5,NA,1729.036,NA,NA,NA,NA,NA
37495,0.284207,5,5,NA,3255.372,NA,NA,NA,NA,NA
37668,-0.194987,4.33616,5,NA,4564.536,NA,NA,NA,NA,NA
37957,-0.0661206,5,4.44834,NA,1678.679,NA,NA,NA,NA,NA
37998,0.289881,4.6793,4.96102,NA,3308.314,NA,NA,NA,NA,NA
38372,-0.971411,4.91784,5,NA,11120.517,NA,NA,NA,NA,NA
38419,-3.18588,5,4.96948,NA,1995.566,NA,NA,NA,NA,NA
38710,-2.52264,4.76785,4.39244,NA,NA,NA,507.784,NA,NA,NA
38836,-1.22382,5,5,NA,NA,NA,NA,1763.611,NA,NA
39145,-1.02066,5,5,NA,NA,NA,NA,1456.389,NA,NA
39242,-2.11848,5,5,858.464,NA,NA,NA,NA,NA,NA
39571,-0.943935,5,5,NA,9960.739,NA,NA,NA,NA,NA
39728,-1.87002,5,4.69391,NA,3341.498,NA,NA,NA,NA,NA
39930,-1.91178,5,4.97302,NA,5112.383,NA,NA,NA,NA,NA
40116,-0.769441,5,4.90651,NA,16703.209,NA,NA,NA,NA,NA
40179,-1.1757,4.75838,5,NA,NA,2315.226,NA,NA,NA,NA
40576,-0.881005,4.94822,5,NA,14428.694,NA,NA,NA,NA,NA
40584,-1.86446,3.74169,5,NA,1460.817,NA,NA,NA,NA,NA
40856,-1.558,3.8577,5,NA,NA,117.918,NA,NA,NA,NA
41170,-1.53059,4.20138,5,NA,NA,1903.889,NA,NA,NA,NA
41348,-1.88345,4.6532,4.70617,2887.479,NA,NA,NA,NA,NA,NA
41463,-1.02394,4.25679,4.29019,NA,2416.425,NA,NA,NA,NA,NA
41669,-0.949975,5,5,NA,9706.064,NA,NA,NA,NA,NA
41839,-0.582061,5,5,NA,6693.98,NA,NA,NA,NA,NA
41989,-0.898663,5,4.80962,15514.921,NA,NA,NA,NA,NA,NA
42337,-1.09165,5,5,NA,1910.836,NA,NA,NA,NA,NA
42448,-2.24542,4.81725,5,NA,NA,NA,528.65,NA,NA,NA
42715,-0.852806,5,5,NA,12631.912,NA,NA,NA,NA,NA
42929,-1.36787,5,4.66585,5687.979,NA,NA,NA,NA,NA,NA
43138,-0.86337,4.72686,5,NA,13304.849,NA,NA,NA,NA,NA
43306,-0.808412,5,5,NA,13047.882,NA,NA,NA,NA,NA
43554,-0.569428,5,5,NA,6045.75,NA,NA,NA,NA,NA
43734,-0.824781,5,4.92564,NA,16289.229,NA,NA,NA,NA,NA
43925,-3.25753e-05,4.25238,5,NA,2538.955,NA,NA,NA,NA,NA
44106,-0.576008,5,4.80255,NA,9434.431,NA,NA,NA,NA,NA
44250,-0.89436,5,5,NA,12988.824,NA,NA,NA,NA,NA
44403,-0.770784,5,5,NA,12924.036,NA,NA,NA,NA,NA
44770,-0.810819,4.6584,5,NA,10002.984,NA,NA,NA,NA,NA
44817,-0.979818,4.5519,5,NA,1723.957,NA,NA,NA,NA,NA
45060,-1.1723,4.33397,4.59224,NA,774.11,NA,NA,NA,NA,NA
45206,-0.513684,4.97206,4.69184,NA,3161.56,NA,NA,NA,NA,NA
45383,-1.04276,5,5,NA,4890.685,NA,NA,NA,NA,NA
45599,-2.14132,5,5,NA,3940.142,NA,NA,NA,NA,NA
45817,-2.06982,4.89654,5,6561.212,NA,NA,NA,NA,NA,NA
46044,-3.02461,5,5,NA,3224.811,NA,NA,NA,NA,NA
46269,-2.02875,4.15139,5,1630.381,NA,NA,NA,NA,NA,NA
46564,-2.60065,3.31444,4.75052,NA,1125.667,NA,NA,NA,NA,NA
46734,-1.46807,3.45464,4.92369,NA,3134.648,NA,NA,NA,NA,NA
46812,-0.0239454,3.18725,5,NA,1505.347,NA,NA,NA,NA,NA
47090,-0.70733,3.56595,4.97914,NA,1134.884,NA,NA,NA,NA,NA
47204,-1.2177,4.89603,5,NA,NA,2992.34,NA,NA,NA,NA
47467,-1.33428,5,5,6575.058,NA,NA,NA,NA,NA,NA
47655,-1.57643,4.34136,5,NA,6289.259,NA,NA,NA,NA,NA
47787,-0.681783,3.79489,4.97356,NA,4483.87,NA,NA,NA,NA,NA
48012,-0.0958716,4.66494,5,1422.844,NA,NA,NA,NA,NA,NA
48297,0.349423,5,5,NA,3444.186,NA,NA,NA,NA,NA
48447,0.745396,5,4.84225,NA,NA,1914.593,NA,NA,NA,NA
48604,-0.83826,5,5,NA,12835.132,NA,NA,NA,NA,NA
48934,-0.510919,5,5,NA,2913.117,NA,NA,NA,NA,NA
49112,-1.66257,4.8139,3.45873,NA,NA,357.451,NA,NA,NA,NA
49240,-1.61424,5,4.22563,NA,5721.493,NA,NA,NA,NA,NA
49571,-0.368917,4.90964,3.52186,NA,129.236,NA,NA,NA,NA,NA
49751,0.22241,5,5,NA,2427.695,NA,NA,NA,NA,NA
49940,-0.181299,5,3.33989,NA,2669.976,NA,NA,NA,NA,NA
50155,-0.652914,5,4.9859,NA,13886.88,NA,NA,NA,NA,NA
50220,-0.604685,5,5,NA,9850.708,NA,NA,NA,NA,NA
50415,-0.748894,4.98767,5,NA,13339.498,NA,NA,NA,NA,NA
50759,-0.27121,5,4.34555,NA,5051.738,NA,NA,NA,NA,NA
50856,0.478045,5,5,NA,2513.82,NA,NA,NA,NA,NA
51118,-0.88794,3.65538,5,NA,3152.038,NA,NA,NA,NA,NA
51268,0.253567,5,5,NA,2922.214,NA,NA,NA,NA,NA
51565,-0.951368,5,5,NA,9646.114,NA,NA,NA,NA,NA
51636,-2.10518,5,5,NA,4652.471,NA,NA,NA,NA,NA
51861,-2.01325,5,5,NA,5549.448,NA,NA,NA,NA,NA
52042,-0.615015,5,5,NA,8298.669,NA,NA,NA,NA,NA
52207,-1.0845,5,5,NA,NA,513.841,NA,NA,NA,NA
52469,-1.98909,5,4.97403,NA,6119.899,NA,NA,NA,NA,NA
52616,-0.0460755,5,4.19258,3020.305,NA,NA,NA,NA,NA,NA
52965,-1.95378,5,3.58688,NA,888.49,NA,NA,NA,NA,NA
53129,-1.02017,5,4.99266,NA,6395.166,NA,NA,NA,NA,NA
53211,-1.38663,5,5,3345.09,NA,NA,NA,NA,NA,NA
53494,-1.34987,4.71739,4.09869,NA,3719.332,NA,NA,NA,NA,NA
53636,-1.84653,5,5,NA,3557.063,NA,NA,NA,NA,NA
53965,-2.08589,5,3.78414,NA,1837.123,NA,NA,NA,NA,NA
54124,-0.639096,5,4.1988,NA,NA,2688.761,NA,NA,NA,NA
54254,0.261189,5,4.77637,NA,3703.498,NA,NA,NA,NA,NA
54420,0.393016,5,5,3444.872,NA,NA,NA,NA,NA,NA
54650,-0.148496,4.07325,5,NA,1913.79,NA,NA,NA,NA,NA
54862,-0.651724,4.69751,4.92003,NA,15869.553,NA,NA,NA,NA,NA
55015,-0.0903282,4.74002,4.72256,NA,NA,1012.824,NA,NA,NA,NA
55368,-1.31163,4.3793,5,NA,4952.774,NA,NA,NA,NA,NA
55469,-1.82423,5,4.75003,NA,3207.928,NA,NA,NA,NA,NA
55633,-2.46861,3.32997,4.90814,NA,1426.616,NA,NA,NA,NA,NA
55913,-1.89136,3.76861,4.92004,NA,1951.406,NA,NA,NA,NA,NA
56100,-1.99163,5,5,NA,5528.194,NA,NA,NA,NA,NA
56217,-1.40609,5,5,NA,NA,7094.548,NA,NA,NA,NA
56558,-2.07741,5,5,NA,5076.793,NA,NA,NA,NA,NA
56744,-3.13933,5,5,NA,2223.902,NA,NA,NA,NA,NA
56825,-0.92885,5,5,NA,10558.167,NA,NA,NA,NA,NA
57135,-0.0378688,4.43757,4.91744,NA,2138.687,NA,NA,NA,NA,NA
57372,-1.06742,3.73231,5,NA,1221.104,NA,NA,NA,NA,NA
57559,-0.759177,3.76034,5,NA,5593.021,NA,NA,NA,NA,NA
57672,-1.28776,4.287,4.75732,NA,6634.653,NA,NA,NA,NA,NA
57899,-2.41379,4.33569,5,NA,1509.982,NA,NA,NA,NA,NA
58062,-1.85977,4.39359,4.13055,NA,744.994,NA,NA,NA,NA,NA
58311,-1.31493,4.20389,5,NA,5710.011,NA,NA,NA,NA,NA
58438,-2.16142,5,5,NA,NA,979.623,NA,NA,NA,NA
58598,-0.906447,5,5,NA,11337.677,NA,NA,NA,NA,NA
58843,-1.1831,4.23619,4.83018,NA,3029.918,NA,NA,NA,NA,NA
59125,-1.00933,5,5,NA,8315.824,NA,NA,NA,NA,NA
59178,-0.957323,5,4.64843,5588.194,NA,NA,NA,NA,NA,NA
59542,-1.90024,5,4.79966,NA,5556.841,NA,NA,NA,NA,NA
59622,-0.830787,5,5,NA,12914.266,NA,NA,NA,NA,NA
59890,-0.930805,4.88828,5,NA,13815.351,NA,NA,NA,NA,NA
60106,-0.634417,5,5,NA,9169.29,NA,NA,NA,NA,NA
60306,-0.802549,5,4.75868,NA,15373.808,NA,NA,NA,NA,NA
60485,-0.153722,4.95179,3.86117,NA,NA,1485.95,NA,NA,NA,NA
60620,-0.533564,5,3.87433,NA,1173.075,NA,NA,NA,NA,NA
60813,-0.791423,5,4.73523,15191.051,NA,NA,NA,NA,NA,NA
61175,-1.29262,5,4.21682,NA,5429.062,NA,NA,NA,NA,NA
61294,-1.31665,5,4.37724,NA,5084.506,NA,NA,NA,NA,NA
61403,-0.735965,5,5,NA,12430.089,NA,NA,NA,NA,NA
61606,-0.923753,5,5,NA,10747.108,NA,NA,NA,NA,NA
61899,-0.776696,5,5,10490.191,NA,NA,NA,NA,NA,NA
62031,-0.532021,5,5,NA,4057.61,NA,NA,NA,NA,NA
62205,-0.605359,5,5,NA,7843.356,NA,NA,NA,NA,NA
62443,-0.6088,5,5,NA,8007.163,NA,NA,NA,NA,NA
62676,-0.537623,5,4.6929,NA,4051.651,NA,NA,NA,NA,NA
62959,-0.710002,5,5,NA,11837.602,NA,NA,NA,NA,NA
63141,-0.524105,5,5,NA,4495.698,NA,NA,NA,NA,NA
63253,-0.815529,4.9288,4.98374,NA,NA,6462.77,NA,NA,NA,NA
63542,0.948409,4.32289,4.82814,NA,2355.763,NA,NA,NA,NA,NA
63714,-0.191391,5,4.29555,NA,4863.025,NA,NA,NA,NA,NA
63821,0.21134,5,5,NA,2216.036,NA,NA,NA,NA,NA
64135,-0.0972391,4.91752,4.26731,NA,7098.556,NA,NA,NA,NA,NA
64322,-0.701032,5,5,NA,11591.024,NA,NA,NA,NA,NA
64523,-0.897151,5,5,NA,11621.313,NA,NA,NA,NA,NA
64603,-1.01948,4.84548,5,NA,8290.308,NA,NA,NA,NA,NA
64862,-2.03343,5,5,4701.986,NA,NA,NA,NA,NA,NA
65048,-1.72615,5,5,1238.461,NA,NA,NA,NA,NA,NA
65219,-1.04117,4.88748,5,NA,8349.202,NA,NA,NA,NA,NA
65389,-1.28724,4.4194,5,NA,3459.787,NA,NA,NA,NA,NA
65597,-1.41956,4.40848,5,NA,4943.117,NA,NA,NA,NA,NA
65894,-2.50141,4.97956,4.3624,NA,1922.312,NA,NA,NA,NA,NA
66034,-1.36306,5,4.28248,NA,7037.967,NA,NA,NA,NA,NA
66294,-2.16055,5,5,NA,3501.064,NA,NA,NA,NA,NA
66488,-0.921109,5,5,NA,10842.473,NA,NA,NA,NA,NA
66584,-1.3139,4.89668,5,4253.212,NA,NA,NA,NA,NA,NA
66798,-1.63399,5,5,NA,NA,NA,336.719,NA,NA,NA
67111,-1.21122,5,5,NA,NA,NA,835.553,NA,NA,NA
67244,-0.929387,4.88396,5,NA,NA,NA,5007.439,NA,NA,NA
67456,-2.31841,4.93562,5,NA,NA,403.442,NA,NA,NA,NA
67608,-1.83751,5,5,NA,2559.551,NA,NA,NA,NA,NA
67957,-1.85769,5,5,NA,NA,1108.287,NA,NA,NA,NA
68025,-0.994999,5,4.63934,NA,5070.887,NA,NA,NA,NA,NA
68221,-1.32126,4.27145,5,NA,NA,1833.255,NA,NA,NA,NA
68453,-0.368146,5,4.67868,NA,NA,1830.085,NA,NA,NA,NA
68602,-0.505809,5,5,NA,3513.283,NA,NA,NA,NA,NA
68908,-2.92175,5,4.94653,NA,3429.821,NA,NA,NA,NA,NA
69166,-0.970052,5,4.66441,NA,7009.11,NA,NA,NA,NA,NA
69313,-0.697717,4.7126,5,NA,11646.595,NA,NA,NA,NA,NA
69500,-2.45013,3.30476,5,NA,1093.419,NA,NA,NA,NA,NA
69748,-1.60532,4.81075,2.19231,NA,2891.541,NA,NA,NA,NA,NA
69815,-0.857362,5,0.863299,NA,NA,1519.277,NA,NA,NA,NA
70041,-1.36757,5,1.23556,NA,3814.147,NA,NA,NA,NA,NA
70243,-0.57014,4.17565,4.39097,NA,1545.755,NA,NA,NA,NA,NA
70551,-0.82078,4.73786,4.96329,NA,16546.06,NA,NA,NA,NA,NA
70636,-1.68294,4.34988,5,NA,2316.888,NA,NA,NA,NA,NA
70826,-1.34803,4.07502,4.9195,1070.304,NA,NA,NA,NA,NA,NA
71105,0.390157,4.62774,5,NA,2586.777,NA,NA,NA,NA,NA
71270,-0.840749,5,4.74969,15245.995,NA,NA,NA,NA,NA,NA
71555,-1.04357,4.70685,5,NA,4791.927,NA,NA,NA,NA,NA
71628,-2.11253,5,5,NA,4521.164,NA,NA,NA,NA,NA
71934,-2.09266,5,5,NA,4858.363,NA,NA,NA,NA,NA
72114,-1.26728,5,4.21501,NA,4796.239,NA,NA,NA,NA,NA
72244,-0.864319,5,5,NA,12425.451,NA,NA,NA,NA,NA
