id,x0,x1,x2,fitness-2.5,fitness-1.5,fitness-2,fitness-4,fitness-5,fitness-4.5,fitness-3.5,fitness-3
6360,-1.15622,3.60615,-5,NA,NA,NA,NA,-62.974,NA,NA,NA
6534,-1.15201,3.90698,-3.93789,NA,NA,NA,NA,-120.667,NA,NA,NA
6708,-1.11878,4.25316,-5,NA,NA,NA,NA,-50.255,NA,NA,NA
6910,-2.27419,5,-5,NA,NA,NA,NA,-76.551,NA,NA,NA
7167,-0.970595,4.79282,-5,NA,NA,NA,NA,-106.826,NA,NA,NA
7245,-0.736635,4.05176,-4.2245,NA,NA,NA,NA,-117.714,NA,NA,NA
7582,-1.22835,5,-4.90504,NA,NA,NA,NA,-91.027,NA,NA,NA
7690,-1.18304,4.57914,-5,NA,NA,NA,NA,-81.931,NA,NA,NA
7883,-1.29191,4.53496,-4.34996,NA,NA,NA,NA,-87.925,NA,NA,NA
8022,-2.53431,5,-4.0577,NA,NA,NA,NA,-101.391,NA,NA,NA
8218,-2.8987,5,-4.34182,NA,NA,NA,NA,-109.965,NA,NA,NA
8546,-2.60302,4.89055,-4.51954,NA,NA,NA,NA,-86.939,NA,NA,NA
8757,-1.75872,4.69739,-3.8079,NA,NA,NA,NA,-116.595,NA,NA,NA
8805,-0.860913,5,-3.32376,NA,NA,NA,NA,-165.091,NA,NA,NA
9083,-0.949002,4.44836,-4.95991,NA,NA,NA,NA,NA,-80.278,NA,NA
9247,-2.54892,3.17595,-5,NA,NA,NA,NA,-77.95,NA,NA,NA
9491,-1.66182,4.72116,-5,NA,NA,NA,NA,-79.743,NA,NA,NA
9718,-2.1915,4.4261,-4.95271,NA,NA,NA,NA,-55.126,NA,NA,NA
9839,-2.01342,4.40907,-4.47852,NA,NA,NA,NA,NA,-58.19,NA,NA
10042,-2.70234,4.23112,-5,NA,NA,NA,NA,-75.242,NA,NA,NA
10379,-2.19897,5,-5,NA,NA,NA,NA,NA,-75.543,NA,NA
10548,-2.97728,4.97096,-4.46885,NA,NA,NA,NA,NA,-99.293,NA,NA
10743,-2.79073,5,-5,NA,NA,NA,NA,-95.451,NA,NA,NA
10918,-2.6253,5,-5,NA,NA,NA,NA,-92.012,NA,NA,NA
11012,-1.55283,3.99003,-5,NA,NA,NA,NA,-44.806,NA,NA,NA
11229,-1.62673,3.64362,-5,NA,NA,NA,-32.824,NA,NA,NA,NA
11401,-1.89763,3.53959,-4.99848,NA,NA,NA,NA,-49.627,NA,NA,NA
11663,-2.95825,4.90359,-4.04904,NA,NA,NA,NA,-113.789,NA,NA,NA
11811,-2.1853,3.95708,-4.22753,NA,NA,NA,NA,NA,-59.863,NA,NA
12118,-2.26127,3.61105,-4.50488,NA,NA,NA,NA,NA,-51.853,NA,NA
12394,-1.69007,2.84215,-4.26373,NA,NA,NA,NA,NA,-144.395,NA,NA
12498,-2.50022,3.26391,-4.3391,NA,NA,NA,-85.05,NA,NA,NA,NA
12616,-2.87812,3.06176,-4.31316,NA,NA,NA,NA,NA,NA,-107.582,NA
12918,-2.22076,4.25447,-5,NA,NA,NA,NA,NA,-52.674,NA,NA
13011,-1.19778,4.04193,-5,NA,NA,NA,NA,-58.343,NA,NA,NA
13243,-0.827224,4.20042,-4.37518,NA,NA,NA,NA,-72.07,NA,NA,NA
13590,-1.36864,4.15783,-3.99709,NA,NA,NA,-99.984,NA,NA,NA,NA
13775,-1.92162,4.57256,-3.25711,NA,NA,NA,NA,-136.444,NA,NA,NA
13843,-2.31968,4.69114,-3.09151,NA,NA,NA,NA,NA,-155.414,NA,NA
14087,-2.33215,4.36979,-2.45299,NA,NA,NA,NA,-200.605,NA,NA,NA
14399,-2.63803,4.31563,-4.39481,NA,NA,NA,NA,-62.597,NA,NA,NA
14577,-2.79416,5,-5,NA,NA,NA,NA,-95.503,NA,NA,NA
14774,-1.48511,4.1533,-5,NA,NA,NA,-64.26,NA,NA,NA,NA
14957,-2.36564,5,-5,NA,NA,NA,-83.038,NA,NA,NA,NA
15151,-2.74411,5,-5,NA,NA,NA,NA,NA,-86.171,NA,NA
15205,-4.04239,5,-5,NA,NA,NA,-181.697,NA,NA,NA,NA
15500,-3.40095,5,-3.64866,NA,NA,NA,NA,-160.413,NA,NA,NA
15687,-3.8465,4.16507,-3.50018,NA,NA,NA,-176.051,NA,NA,NA,NA
15925,-2.48655,5,-4.46819,NA,NA,NA,NA,-88.735,NA,NA,NA
16131,-2.42032,4.35921,-4.26107,NA,NA,NA,NA,-74.124,NA,NA,NA
16251,-2.21663,5,-4.08413,NA,NA,NA,NA,-92.649,NA,NA,NA
16414,-2.96416,4.82895,-5,NA,NA,NA,NA,-99.119,NA,NA,NA
16740,-1.57048,4.76056,-5,NA,NA,NA,NA,-74.137,NA,NA,NA
16883,-1.80536,3.32187,-5,NA,NA,NA,NA,-47.398,NA,NA,NA
17090,-1.25871,3.54091,-4.71414,NA,NA,NA,NA,NA,NA,-133.912,NA
17307,-2.32151,5,-5,NA,NA,NA,NA,NA,NA,-118.202,NA
17466,-2.13316,5,-5,NA,NA,NA,NA,NA,NA,NA,-128.999
17720,-1.87972,5,-4.48562,NA,NA,NA,NA,NA,NA,-110.395,NA
17947,-2.33485,4.89077,-3.41342,NA,NA,NA,NA,NA,-128.406,NA,NA
18151,-3.04691,5,-4.1234,NA,NA,NA,NA,-121.12,NA,NA,NA
18326,-2.94254,5,-4.02915,NA,NA,NA,-118.217,NA,NA,NA,NA
18486,-3.3615,5,-4.76419,NA,NA,NA,-129.968,NA,NA,NA,NA
18625,-3.86637,5,-4.45446,NA,NA,NA,NA,NA,NA,NA,-220.167
18948,-2.46534,5,-4.23608,NA,NA,NA,NA,NA,-88.663,NA,NA
19116,-3.04873,4.44731,-5,NA,NA,NA,NA,-87.056,NA,NA,NA
19314,-1.99695,4.55548,-4.98443,NA,NA,NA,NA,-53.944,NA,NA,NA
19504,-2.43395,5,-5,NA,NA,NA,NA,-81.699,NA,NA,NA
19661,-3.1116,5,-4.37634,NA,NA,NA,NA,NA,NA,NA,-159.123
19939,-1.74187,3.67616,-5,NA,NA,NA,NA,NA,NA,-93.464,NA
20032,-2.93416,5,-5,NA,NA,NA,NA,NA,NA,-112.42,NA
20264,-1.21535,4.66945,-5,NA,NA,NA,-96.738,NA,NA,NA,NA
20561,-2.4282,4.01371,-5,NA,NA,NA,-61.659,NA,NA,NA,NA
20764,-1.93805,4.29552,-5,NA,NA,NA,-38.483,NA,NA,NA,NA
20867,-2.34121,4.89153,-5,NA,NA,NA,NA,-74.779,NA,NA,NA
21169,-2.4815,5,-5,NA,NA,NA,NA,NA,NA,-103.245,NA
21243,-3.36022,4.00686,-4.95953,NA,NA,NA,NA,NA,-95.116,NA,NA
21425,-3.66803,4.25911,-5,NA,NA,NA,NA,-121.735,NA,NA,NA
21626,-3.70773,2.71438,-5,NA,NA,NA,NA,-148.807,NA,NA,NA
21933,-2.61389,3.7214,-5,NA,NA,NA,NA,NA,-57.435,NA,NA
22080,-2.44867,4.58521,-4.26217,NA,NA,NA,NA,NA,-73.836,NA,NA
22372,-2.76154,3.26269,-2.89007,NA,NA,NA,NA,-176.396,NA,NA,NA
22492,-2.51935,4.31474,-3.23709,NA,NA,NA,-133.463,NA,NA,NA,NA
22740,-3.24662,3.44632,-2.73189,NA,NA,NA,NA,NA,-192.466,NA,NA
22958,-2.5912,3.75639,-3.3622,NA,NA,NA,NA,-131.489,NA,NA,NA
23195,-2.95095,3.1451,-4.51565,NA,NA,NA,NA,-94.347,NA,NA,NA
23313,-2.18367,3.35343,-5,NA,NA,NA,-56.014,NA,NA,NA,NA
23590,-3.6211,3.50253,-5,NA,NA,NA,NA,NA,NA,-124.864,NA
23613,-3.45371,4.11012,-5,NA,NA,NA,NA,NA,NA,-115.859,NA
23961,-3.37751,5,-4.84886,NA,NA,NA,NA,NA,NA,-144.651,NA
24093,-1.94196,4.33105,-4.32433,NA,NA,NA,-53.752,NA,NA,NA,NA
24378,-2.10433,4.32437,-5,NA,NA,NA,NA,NA,-47.941,NA,NA
24451,-1.3203,3.92115,-5,NA,NA,NA,NA,NA,-26.66,NA,NA
24634,-0.910849,5,-4.7584,NA,NA,NA,NA,NA,-113.39,NA,NA
24994,-1.43575,4.24614,-5,NA,NA,NA,NA,-67.409,NA,NA,NA
25037,-2.94987,4.10122,-5,NA,NA,NA,NA,-74.344,NA,NA,NA
25286,-1.46655,5,-5,NA,NA,NA,-94.836,NA,NA,NA,NA
25586,-3.46806,5,-5,NA,NA,NA,NA,NA,-127.833,NA,NA
25717,-3.30144,5,-5,NA,NA,NA,NA,-124.224,NA,NA,NA
25835,-3.47052,3.90746,-4.44077,NA,NA,NA,NA,-108.457,NA,NA,NA
26027,-2.70756,4.26679,-4.67493,NA,NA,NA,-63.839,NA,NA,NA,NA
26339,-2.40341,4.45585,-3.70737,NA,NA,NA,NA,NA,-93.503,NA,NA
26414,-2.21328,5,-4.11689,NA,NA,NA,NA,-94.55,NA,NA,NA
26739,-1.70188,4.75221,-4.27946,NA,NA,NA,NA,-57.683,NA,NA,NA
26898,-1.3305,5,-5,NA,NA,NA,NA,NA,-76.834,NA,NA
27041,-2.07926,5,-4.81653,NA,NA,NA,NA,-80.945,NA,NA,NA
27324,-0.588245,3.26849,-5,NA,NA,NA,NA,-145.546,NA,NA,NA
27470,-1.0698,3.39828,-5,NA,NA,NA,NA,-50.106,NA,NA,NA
27752,-2.01635,3.77935,-4.00736,NA,NA,NA,NA,-70.852,NA,NA,NA
27901,-2.55237,4.44624,-3.52505,NA,NA,NA,NA,-111.214,NA,NA,NA
28186,-3.18015,4.79887,-4.51397,NA,NA,NA,NA,NA,-103.582,NA,NA
28332,-3.15597,3.08233,-3.50763,NA,NA,NA,NA,NA,-144.065,NA,NA
28433,-2.725,4.87319,-5,NA,NA,NA,NA,NA,-83.636,NA,NA
28735,-0.902108,4.80007,-4.52357,NA,NA,NA,-116.88,NA,NA,NA,NA
28806,-1.71193,5,-3.05022,NA,NA,NA,NA,-166.131,NA,NA,NA
29102,-1.76733,5,-4.32621,NA,NA,NA,NA,NA,-76.765,NA,NA
29310,-0.793649,5,-5,NA,NA,NA,NA,NA,-106.289,NA,NA
29459,-0.781023,4.33474,-4.9192,NA,NA,NA,NA,NA,-69.484,NA,NA
29697,-1.4674,5,-5,NA,NA,NA,NA,NA,NA,NA,-173.115
29914,-2.05982,4.49547,-5,-145.569,NA,NA,NA,NA,NA,NA,NA
30033,-3.18662,4.10463,-5,NA,NA,NA,NA,NA,NA,-104.727,NA
30216,-4.85914,3.33428,-4.74223,NA,NA,NA,NA,-245.602,NA,NA,NA
30507,-3.23723,3.52125,-5,NA,NA,NA,NA,-98.336,NA,NA,NA
30758,-2.82658,5,-4.96752,NA,NA,NA,-99.543,NA,NA,NA,NA
30962,-2.43113,5,-4.86935,NA,NA,NA,NA,-80.556,NA,NA,NA
31067,-2.47609,5,-4.27106,NA,NA,NA,NA,-93.752,NA,NA,NA
31273,-3.18055,4.86743,-5,NA,NA,NA,NA,-107.91,NA,NA,NA
31432,-1.67437,5,-5,NA,NA,NA,NA,-72.581,NA,NA,NA
31701,-1.45379,4.86113,-4.3648,NA,NA,NA,-77.76,NA,NA,NA,NA
31963,-1.98981,5,-4.3327,NA,NA,NA,NA,-77.158,NA,NA,NA
32060,-2.08268,2.54426,-4.77883,NA,NA,NA,NA,-144.902,NA,NA,NA
32218,-1.93376,3.74968,-4.5422,NA,NA,NA,NA,-52.927,NA,NA,NA
32538,-3.41091,3.95968,-5,NA,NA,NA,NA,NA,NA,-113.739,NA
32640,-2.96655,3.78566,-5,NA,NA,NA,-84.692,NA,NA,NA,NA
32931,-1.32804,3.80944,-4.64334,NA,NA,NA,NA,-43.958,NA,NA,NA
33186,-2.04314,3.00547,-3.54787,NA,NA,NA,NA,NA,-135.873,NA,NA
33211,-0.695937,2.47714,-4.73565,NA,NA,NA,NA,NA,-138.952,NA,NA
33454,-0.8951,3.13395,-5,NA,NA,NA,NA,-118.963,NA,NA,NA
33684,-0.814524,3.73556,-5,NA,NA,NA,NA,NA,NA,-175.219,NA
33909,-0.928499,4.5153,-5,NA,NA,NA,NA,-90.59,NA,NA,NA
34188,-2.1016,4.43371,-4.72103,NA,NA,NA,NA,-60.898,NA,NA,NA
34240,-1.4176,3.9257,-4.23755,NA,NA,NA,NA,-89.727,NA,NA,NA
34448,-1.76167,3.5914,-3.99232,NA,NA,NA,NA,-81.704,NA,NA,NA
34788,-2.6254,4.63018,-4.94289,NA,NA,NA,NA,-66.499,NA,NA,NA
34972,-2.73804,5,-5,NA,NA,NA,NA,-94.699,NA,NA,NA
35199,-2.67413,5,-5,NA,NA,NA,-94.567,NA,NA,NA,NA
35325,-2.33337,4.6246,-3.79521,-249.467,NA,NA,NA,NA,NA,NA,NA
35403,-2.48992,5,-5,-160.028,NA,NA,NA,NA,NA,NA,NA
35668,-2.06938,4.693,-4.51524,-200.65,NA,NA,NA,NA,NA,NA,NA
35897,-2.76486,4.67434,-4.26154,NA,NA,NA,NA,NA,NA,NA,-143.881
36129,-2.49568,4.09073,-3.83753,NA,NA,NA,-99.615,NA,NA,NA,NA
36369,-2.18263,5,-4.07071,NA,NA,NA,NA,-94.717,NA,NA,NA
36506,-3.04698,5,-3.97907,NA,NA,NA,-125.282,NA,NA,NA,NA
36763,-1.96117,4.04462,-4.76828,NA,NA,NA,-34.809,NA,NA,NA,NA
36826,-2.5576,3.54747,-5,NA,NA,NA,NA,-67.796,NA,NA,NA
37081,-2.25147,2.65261,-4.98991,NA,NA,NA,NA,-95.659,NA,NA,NA
37302,-1.39162,3.77995,-4.91196,NA,NA,NA,-7.164,NA,NA,NA,NA
37400,-1.37921,3.10963,-5,NA,NA,NA,-75.626,NA,NA,NA,NA
37710,-1.88127,3.79467,-5,NA,NA,NA,NA,-32.469,NA,NA,NA
37897,-3.64347,3.33203,-5,NA,NA,NA,NA,NA,-125.191,NA,NA
38111,-3.65414,3.88019,-5,NA,NA,NA,NA,NA,NA,NA,-159.189
38256,-2.74847,4.56107,-5,NA,NA,NA,NA,NA,-75.488,NA,NA
38408,-1.091,5,-5,NA,NA,NA,NA,-86.942,NA,NA,NA
38642,-2.33435,4.54373,-5,NA,NA,NA,NA,NA,-55.57,NA,NA
38810,-2.09533,5,-5,NA,NA,NA,NA,-80.539,NA,NA,NA
39198,-2.60943,5,-5,NA,NA,NA,NA,-91.403,NA,NA,NA
39341,-2.62847,5,-4.26478,NA,NA,NA,NA,NA,NA,-109.978,NA
39429,-1.17193,4.65073,-4.35834,NA,NA,NA,NA,NA,NA,NA,-212.723
39764,-0.938435,5,-5,NA,NA,NA,NA,NA,-110.237,NA,NA
39968,-2.01373,5,-5,NA,NA,NA,NA,-79.237,NA,NA,NA
40101,-2.51094,4.78242,-4.78177,NA,NA,NA,NA,-74.329,NA,NA,NA
40248,-1.9349,4.69577,-4.84545,NA,NA,NA,NA,-51.994,NA,NA,NA
40507,-3.49061,4.41416,-5,NA,NA,NA,NA,-113.13,NA,NA,NA
40782,-3.0625,4.22898,-4.63389,NA,NA,NA,NA,-84.632,NA,NA,NA
40940,-3.24025,3.95998,-3.86452,NA,NA,NA,NA,-110.057,NA,NA,NA
41172,-4.0697,4.42944,-4.24903,NA,NA,NA,NA,-172.361,NA,NA,NA
41320,-2.90281,3.95032,-3.71427,NA,NA,NA,NA,-113.921,NA,NA,NA
41461,-1.90842,5,-2.97943,-286.681,NA,NA,NA,NA,NA,NA,NA
41676,-2.24353,5,-3.12807,NA,NA,NA,NA,NA,NA,-180.575,NA
41902,-2.90177,5,-4.36381,NA,NA,NA,NA,-109.53,NA,NA,NA
42097,-4.07367,5,-5,NA,NA,NA,NA,-183.195,NA,NA,NA
42305,-3.58724,3.85108,-5,NA,NA,NA,NA,NA,-107.895,NA,NA
42491,-3.15372,4.38665,-5,NA,NA,NA,NA,-93.67,NA,NA,NA
42614,-3.8419,4.60732,-5,NA,NA,NA,NA,NA,NA,NA,-186.691
42912,-2.29965,3.75273,-4.27991,NA,NA,NA,NA,NA,NA,-113.877,NA
43076,-2.25082,4.9331,-4.03619,NA,NA,NA,NA,NA,NA,-114.979,NA
43264,-0.164034,5,-4.09223,NA,NA,NA,-222.066,NA,NA,NA,NA
43565,-1.53061,4.70652,-3.86688,NA,NA,NA,NA,-96.619,NA,NA,NA
43627,-2.30003,4.81725,-4.5842,NA,NA,NA,NA,-75.541,NA,NA,NA
43982,-2.609,4.41863,-4.50265,NA,NA,NA,-73.112,NA,NA,NA,NA
44099,-1.26224,5,-4.76598,NA,NA,NA,NA,-94.406,NA,NA,NA
44366,-1.1287,4.25375,-5,NA,NA,NA,-62.099,NA,NA,NA,NA
44457,-0.994594,3.64509,-4.34191,NA,NA,NA,NA,NA,NA,-126.118,NA
44610,0.0846053,5,-5,NA,NA,NA,NA,-188.467,NA,NA,NA
44938,-1.44684,4.78263,-5,NA,NA,NA,NA,-63.149,NA,NA,NA
45007,-0.712857,5,-5,NA,NA,NA,NA,-125.627,NA,NA,NA
45343,0.042138,4.56474,-5,NA,NA,NA,NA,-199.703,NA,NA,NA
45521,-0.730673,5,-5,NA,NA,NA,NA,-132.223,NA,NA,NA
45788,-0.221777,5,-4.90077,NA,NA,NA,NA,-183.135,NA,NA,NA
45881,-1.26201,5,-5,NA,NA,NA,NA,NA,-85.39,NA,NA
46153,-0.260096,5,-4.64456,NA,NA,NA,-187.161,NA,NA,NA,NA
46243,-1.07939,5,-4.36801,NA,NA,NA,NA,NA,-105.684,NA,NA
46599,-1.04428,5,-4.47841,NA,NA,NA,NA,-114.584,NA,NA,NA
46764,-1.82841,3.8265,-5,NA,NA,NA,-19.207,NA,NA,NA,NA
46924,-2.13963,3.91998,-5,NA,NA,NA,NA,-46.66,NA,NA,NA
47125,-3.35455,3.52804,-5,NA,NA,NA,NA,NA,-94.478,NA,NA
47309,-4.71039,4.02032,-5,NA,NA,NA,NA,-227.422,NA,NA,NA
47443,-3.75491,5,-5,NA,NA,NA,NA,-156.822,NA,NA,NA
47670,-2.84816,5,-5,NA,NA,NA,NA,-96.498,NA,NA,NA
47844,-3.13066,4.79427,-5,NA,NA,NA,NA,-102.493,NA,NA,NA
48058,-2.39678,5,-4.69446,NA,NA,NA,NA,NA,-79.877,NA,NA
48325,-1.88849,5,-4.22602,NA,NA,NA,NA,-85.71,NA,NA,NA
48564,-2.64212,3.97113,-4.63955,NA,NA,NA,NA,NA,-61.981,NA,NA
48629,-2.48756,4.0439,-3.80915,NA,NA,NA,NA,-87.632,NA,NA,NA
48915,-1.9758,4.30473,-5,NA,NA,NA,NA,NA,-34.585,NA,NA
49170,-1.30708,4.22703,-5,NA,NA,NA,NA,-70.187,NA,NA,NA
49298,-2.18964,3.94422,-4.85713,NA,NA,NA,NA,-52.612,NA,NA,NA
49517,-2.67682,3.795,-5,NA,NA,NA,NA,-56.5,NA,NA,NA
49727,-2.56533,3.62604,-5,NA,NA,NA,NA,-62.039,NA,NA,NA
49957,-2.58919,3.31899,-5,NA,NA,NA,NA,-83.274,NA,NA,NA
50181,-3.83421,4.14519,-4.56964,NA,NA,NA,NA,-138.206,NA,NA,NA
50235,-2.65797,4.85856,-3.65189,NA,NA,NA,NA,-113.707,NA,NA,NA
50559,-2.41658,2.87041,-3.0653,NA,NA,NA,NA,-158.586,NA,NA,NA
50699,-2.08458,3.86451,-4.23665,NA,NA,NA,-45.837,NA,NA,NA,NA
50876,-1.59588,2.97198,-4.95578,NA,NA,NA,NA,-101.264,NA,NA,NA
51130,-2.05536,3.32743,-5,NA,NA,NA,NA,NA,-30.942,NA,NA
51357,-2.32884,4.54182,-4.45716,NA,NA,NA,NA,-65.311,NA,NA,NA
51444,-1.62519,4.3777,-4.67387,NA,NA,NA,NA,NA,NA,-71.639,NA
51631,-1.32693,3.56289,-5,NA,NA,NA,NA,-55.84,NA,NA,NA
51893,-2.54439,5,-4.21417,NA,NA,NA,NA,-94.154,NA,NA,NA
52053,-2.1373,3.99162,-5,NA,NA,NA,NA,-48.379,NA,NA,NA
52293,-0.945536,4.12279,-5,NA,NA,NA,NA,NA,-65.246,NA,NA
52527,-0.599808,4.20215,-4.97015,NA,NA,NA,NA,-116.816,NA,NA,NA
52736,-1.07535,3.18167,-5,NA,NA,NA,-100.334,NA,NA,NA,NA
52887,-0.227227,5,-5,NA,NA,NA,NA,-175.555,NA,NA,NA
53110,-0.374843,5,-5,NA,NA,NA,NA,NA,NA,-166.11,NA
53362,-1.37337,5,-5,NA,NA,NA,NA,NA,NA,-123.024,NA
53596,-0.905592,4.42228,-4.17025,NA,NA,NA,NA,NA,-109.423,NA,NA
53615,-1.56482,4.67078,-5,NA,NA,NA,-61.758,NA,NA,NA,NA
53817,-1.70985,5,-5,NA,NA,NA,NA,NA,-77.637,NA,NA
54133,-2.377,5,-4.7652,NA,NA,NA,NA,-78.097,NA,NA,NA
54269,-1.98917,4.14892,-5,NA,NA,NA,NA,NA,-34.333,NA,NA
54414,-3.14502,4.77011,-5,NA,NA,NA,NA,-101.727,NA,NA,NA
54779,-2.47485,4.77984,-4.10656,NA,NA,NA,-92.546,NA,NA,NA,NA
54827,-4.14342,4.20577,-5,NA,NA,NA,NA,-164.154,NA,NA,NA
55133,-3.42267,2.36111,-4.2397,-303.121,NA,NA,NA,NA,NA,NA,NA
55239,-4.18354,2.18953,-4.79298,NA,NA,NA,NA,NA,NA,NA,-269.929
55598,-4.23016,1.62891,-4.06638,NA,NA,NA,NA,NA,NA,NA,-333.449
55662,-4.4153,1.89938,-4.95212,NA,NA,NA,NA,NA,NA,-275.245,NA
55952,-3.49979,2.42615,-4.7394,NA,NA,NA,NA,-146.391,NA,NA,NA
56063,-3.30905,3.23309,-5,NA,NA,NA,NA,-109.504,NA,NA,NA
56366,-3.55617,3.63059,-5,NA,NA,NA,NA,NA,-108.847,NA,NA
56536,-2.21008,4.7347,-4.12445,NA,NA,NA,NA,NA,NA,NA,-136.766
56754,-3.20915,5,-5,NA,NA,NA,NA,NA,NA,-131.788,NA
56892,-3.05448,4.29035,-3.50568,NA,NA,NA,-126.496,NA,NA,NA,NA
57075,-1.57641,3.97545,-3.75357,NA,NA,NA,NA,-102.764,NA,NA,NA
57310,-2.00005,3.51666,-4.01497,NA,NA,NA,NA,-82.786,NA,NA,NA
57477,-2.14802,3.61979,-4.37088,NA,NA,NA,NA,-62.715,NA,NA,NA
57776,-1.58137,3.50596,-5,NA,NA,NA,NA,-43.262,NA,NA,NA
57886,-1.64025,3.64138,-4.43107,NA,NA,NA,NA,-49.245,NA,NA,NA
58135,-1.19013,4.41841,-4.90746,NA,NA,NA,NA,-65.624,NA,NA,NA
58320,-0.777628,4.27973,-5,NA,NA,NA,NA,-128.517,NA,NA,NA
58556,-2.59026,3.88649,-5,NA,NA,NA,NA,NA,-57.089,NA,NA
58752,-2.28716,4.91151,-5,NA,NA,NA,NA,-77.265,NA,NA,NA
58886,-1.26182,5,-5,NA,NA,NA,NA,NA,-85.268,NA,NA
59046,-0.58469,4.74999,-4.91069,NA,NA,NA,NA,NA,-124.373,NA,NA
59309,0.110215,4.93036,-4.03979,NA,NA,NA,NA,-229.423,NA,NA,NA
59556,-0.455087,4.05133,-4.63122,NA,NA,NA,NA,-138.304,NA,NA,NA
59608,-1.19735,4.0387,-5,NA,NA,NA,NA,-58.424,NA,NA,NA
59985,-1.89003,3.45235,-5,NA,NA,NA,NA,-54.455,NA,NA,NA
60039,-4.47733,5,-5,NA,NA,NA,NA,-230.207,NA,NA,NA
60275,-3.11336,5,-5,NA,NA,NA,NA,-111.131,NA,NA,NA
60452,-2.93325,3.81388,-5,NA,NA,NA,NA,-84.687,NA,NA,NA
60753,-3.1147,4.48502,-3.79095,NA,NA,NA,NA,-117.731,NA,NA,NA
60874,-2.70563,4.44107,-2.8203,NA,NA,NA,NA,-173.265,NA,NA,NA
61153,-1.87686,3.08275,-4.49252,NA,NA,NA,NA,-80.451,NA,NA,NA
61212,-1.42525,3.68777,-5,NA,NA,NA,NA,NA,-20.214,NA,NA
61529,-1.56801,4.56338,-5,NA,NA,NA,NA,-64.629,NA,NA,NA
61784,-2.7004,5,-4.43312,NA,NA,NA,NA,-93.505,NA,NA,NA
61971,-4.42032,5,-4.57278,NA,NA,NA,NA,-221.84,NA,NA,NA
62136,-3.65134,5,-4.67891,NA,NA,NA,NA,-147.885,NA,NA,NA
62375,-2.71109,5,-5,NA,NA,NA,-100.963,NA,NA,NA,NA
62572,-3.0215,4.65402,-5,-165.514,NA,NA,NA,NA,NA,NA,NA
62683,-2.27021,4.96157,-5,NA,NA,NA,NA,NA,NA,NA,-126.269
62887,-1.62111,5,-5,NA,NA,NA,NA,-74.777,NA,NA,NA
63010,-0.395983,5,-5,NA,NA,NA,NA,-132.412,NA,NA,NA
63213,-1.8333,4.36332,-5,NA,NA,NA,NA,-46.426,NA,NA,NA
63552,-2.95124,4.0199,-4.30186,NA,NA,NA,NA,-81.191,NA,NA,NA
