x0,x1,x2,fitness
0.25,3.25,0.25,-0.876
0.25,3.25,0.75,-0.642
0.25,3.25,1.25,-0.292
0.25,3.25,1.75,-0.767
0.25,3.25,2.25,-0.233
0.25,3.25,2.75,-0.768
0.25,3.25,3.25,-0.79
0.25,3.25,3.75,-0.353
0.25,3.25,4.25,-0.24
0.25,3.25,4.75,-0.513
0.25,3.25,5.25,-0.811
0.25,3.25,5.75,-0.881
0.25,3.25,6.25,-0.722
0.25,3.25,6.75,-0.474
0.25,3.25,7.25,-0.282
0.25,3.25,7.75,-0.222
0.25,3.25,8.25,-0.296
0.25,3.25,8.75,-0.457
0.25,3.25,9.25,-0.639
0.25,3.25,9.75,-0.79
0.25,3.25,10.25,-0.875
0.25,3.75,0.25,-0.44
0.25,3.75,0.75,-0.206
0.25,3.75,1.25,0.144
0.25,3.75,1.75,-0.33
0.25,3.75,2.25,0.204
0.25,3.75,2.75,-0.331
0.25,3.75,3.25,-0.353
0.25,3.75,3.75,0.083
0.25,3.75,4.25,0.196
0.25,3.75,4.75,-0.077
0.25,3.75,5.25,-0.375
0.25,3.75,5.75,-0.445
0.25,3.75,6.25,-0.286
0.25,3.75,6.75,-0.038
0.25,3.75,7.25,0.154
0.25,3.75,7.75,0.214
0.25,3.75,8.25,0.14
0.25,3.75,8.75,-0.02
0.25,3.75,9.25,-0.203
0.25,3.75,9.75,-0.354
0.25,3.75,10.25,-0.438
0.25,4.25,0.25,-0.327
0.25,4.25,0.75,-0.093
0.25,4.25,1.25,0.257
0.25,4.25,1.75,-0.217
0.25,4.25,2.25,0.317
0.25,4.25,2.75,-0.218
0.25,4.25,3.25,-0.24
0.25,4.25,3.75,0.196
0.25,4.25,4.25,0.309
0.25,4.25,4.75,0.036
0.25,4.25,5.25,-0.261
0.25,4.25,5.75,-0.332
0.25,4.25,6.25,-0.172
0.25,4.25,6.75,0.075
0.25,4.25,7.25,0.267
0.25,4.25,7.75,0.327
0.25,4.25,8.25,0.253
0.25,4.25,8.75,0.093
0.25,4.25,9.25,-0.09
0.25,4.25,9.75,-0.241
0.25,4.25,10.25,-0.325
0.25,4.75,0.25,-0.6
0.25,4.75,0.75,-0.366
0.25,4.75,1.25,-0.016
0.25,4.75,1.75,-0.49
0.25,4.75,2.25,0.044
0.25,4.75,2.75,-0.491
0.25,4.75,3.25,-0.513
0.25,4.75,3.75,-0.077
0.25,4.75,4.25,0.036
0.25,4.75,4.75,-0.237
0.25,4.75,5.25,-0.535
0.25,4.75,5.75,-0.605
0.25,4.75,6.25,-0.446
0.25,4.75,6.75,-0.198
0.25,4.75,7.25,-0.006
0.25,4.75,7.75,0.054
0.25,4.75,8.25,-0.02
0.25,4.75,8.75,-0.18
0.25,4.75,9.25,-0.363
0.25,4.75,9.75,-0.514
0.25,4.75,10.25,-0.598
0.25,5.25,0.25,-0.897
0.25,5.25,0.75,-0.664
0.25,5.25,1.25,-0.313
0.25,5.25,1.75,-0.788
0.25,5.25,2.25,-0.254
0.25,5.25,2.75,-0.789
0.25,5.25,3.25,-0.811
0.25,5.25,3.75,-0.375
0.25,5.25,4.25,-0.261
0.25,5.25,4.75,-0.535
0.25,5.25,5.25,-0.832
0.25,5.25,5.75,-0.902
0.25,5.25,6.25,-0.743
0.25,5.25,6.75,-0.495
0.25,5.25,7.25,-0.303
0.25,5.25,7.75,-0.244
0.25,5.25,8.25,-0.318
0.25,5.25,8.75,-0.478
0.25,5.25,9.25,-0.661
0.25,5.25,9.75,-0.811
0.25,5.25,10.25,-0.896
0.25,5.75,0.25,-0.968
0.25,5.75,0.75,-0.734
0.25,5.75,1.25,-0.383
0.25,5.75,1.75,-0.858
0.25,5.75,2.25,-0.324
0.25,5.75,2.75,-0.859
0.25,5.75,3.25,-0.881
0.25,5.75,3.75,-0.445
0.25,5.75,4.25,-0.332
0.25,5.75,4.75,-0.605
0.25,5.75,5.25,-0.902
0.25,5.75,5.75,-0.972
0.25,5.75,6.25,-0.813
0.25,5.75,6.75,-0.566
0.25,5.75,7.25,-0.374
0.25,5.75,7.75,-0.314
0.25,5.75,8.25,-0.388
0.25,5.75,8.75,-0.548
0.25,5.75,9.25,-0.731
0.25,5.75,9.75,-0.881
0.25,5.75,10.25,-0.966
0.25,6.25,0.25,-0.808
0.25,6.25,0.75,-0.575
0.25,6.25,1.25,-0.224
0.25,6.25,1.75,-0.699
0.25,6.25,2.25,-0.165
0.25,6.25,2.75,-0.7
0.25,6.25,3.25,-0.722
0.25,6.25,3.75,-0.286
0.25,6.25,4.25,-0.172
0.25,6.25,4.75,-0.446
0.25,6.25,5.25,-0.743
0.25,6.25,5.75,-0.813
0.25,6.25,6.25,-0.654
0.25,6.25,6.75,-0.406
0.25,6.25,7.25,-0.214
0.25,6.25,7.75,-0.155
0.25,6.25,8.25,-0.229
0.25,6.25,8.75,-0.389
0.25,6.25,9.25,-0.572
0.25,6.25,9.75,-0.722
0.25,6.25,10.25,-0.807
0.25,6.75,0.25,-0.561
0.25,6.75,0.75,-0.327
0.25,6.75,1.25,0.023
0.25,6.75,1.75,-0.451
0.25,6.75,2.25,0.083
0.25,6.75,2.75,-0.452
0.25,6.75,3.25,-0.474
0.25,6.75,3.75,-0.038
0.25,6.75,4.25,0.075
0.25,6.75,4.75,-0.198
0.25,6.75,5.25,-0.495
0.25,6.75,5.75,-0.566
0.25,6.75,6.25,-0.406
0.25,6.75,6.75,-0.159
0.25,6.75,7.25,0.033
0.25,6.75,7.75,0.093
0.25,6.75,8.25,0.019
0.25,6.75,8.75,-0.141
0.25,6.75,9.25,-0.324
0.25,6.75,9.75,-0.475
0.25,6.75,10.25,-0.559
0.25,7.25,0.25,-0.369
0.25,7.25,0.75,-0.135
0.25,7.25,1.25,0.215
0.25,7.25,1.75,-0.259
0.25,7.25,2.25,0.275
0.25,7.25,2.75,-0.26
0.25,7.25,3.25,-0.282
0.25,7.25,3.75,0.154
0.25,7.25,4.25,0.267
0.25,7.25,4.75,-0.006
0.25,7.25,5.25,-0.303
0.25,7.25,5.75,-0.374
0.25,7.25,6.25,-0.214
0.25,7.25,6.75,0.033
0.25,7.25,7.25,0.225
0.25,7.25,7.75,0.285
0.25,7.25,8.25,0.211
0.25,7.25,8.75,0.051
0.25,7.25,9.25,-0.132
0.25,7.25,9.75,-0.283
0.25,7.25,10.25,-0.367
0.25,7.75,0.25,-0.309
0.25,7.75,0.75,-0.075
0.25,7.75,1.25,0.275
0.25,7.75,1.75,-0.199
0.25,7.75,2.25,0.334
0.25,7.75,2.75,-0.201
0.25,7.75,3.25,-0.222
0.25,7.75,3.75,0.214
0.25,7.75,4.25,0.327
0.25,7.75,4.75,0.054
0.25,7.75,5.25,-0.244
0.25,7.75,5.75,-0.314
0.25,7.75,6.25,-0.155
0.25,7.75,6.75,0.093
0.25,7.75,7.25,0.285
0.25,7.75,7.75,0.345
0.25,7.75,8.25,0.271
0.25,7.75,8.75,0.111
0.25,7.75,9.25,-0.072
0.25,7.75,9.75,-0.223
0.25,7.75,10.25,-0.308
0.25,8.25,0.25,-0.383
0.25,8.25,0.75,-0.149
0.25,8.25,1.25,0.201
0.25,8.25,1.75,-0.273
0.25,8.25,2.25,0.26
0.25,8.25,2.75,-0.275
0.25,8.25,3.25,-0.296
0.25,8.25,3.75,0.14
0.25,8.25,4.25,0.253
0.25,8.25,4.75,-0.02
0.25,8.25,5.25,-0.318
0.25,8.25,5.75,-0.388
0.25,8.25,6.25,-0.229
0.25,8.25,6.75,0.019
0.25,8.25,7.25,0.211
0.25,8.25,7.75,0.271
0.25,8.25,8.25,0.197
0.25,8.25,8.75,0.037
0.25,8.25,9.25,-0.146
0.25,8.25,9.75,-0.297
0.25,8.25,10.25,-0.382
0.25,8.75,0.25,-0.543
0.25,8.75,0.75,-0.309
0.25,8.75,1.25,0.041
0.25,8.75,1.75,-0.434
0.25,8.75,2.25,0.1
0.25,8.75,2.75,-0.435
0.25,8.75,3.25,-0.457
0.25,8.75,3.75,-0.02
0.25,8.75,4.25,0.093
0.25,8.75,4.75,-0.18
0.25,8.75,5.25,-0.478
0.25,8.75,5.75,-0.548
0.25,8.75,6.25,-0.389
0.25,8.75,6.75,-0.141
0.25,8.75,7.25,0.051
0.25,8.75,7.75,0.111
0.25,8.75,8.25,0.037
0.25,8.75,8.75,-0.123
0.25,8.75,9.25,-0.306
0.25,8.75,9.75,-0.457
0.25,8.75,10.25,-0.542
0.25,9.25,0.25,-0.726
0.25,9.25,0.75,-0.492
0.25,9.25,1.25,-0.142
0.25,9.25,1.75,-0.616
0.25,9.25,2.25,-0.082
0.25,9.25,2.75,-0.617
0.25,9.25,3.25,-0.639
0.25,9.25,3.75,-0.203
0.25,9.25,4.25,-0.09
0.25,9.25,4.75,-0.363
0.25,9.25,5.25,-0.661
0.25,9.25,5.75,-0.731
0.25,9.25,6.25,-0.572
0.25,9.25,6.75,-0.324
0.25,9.25,7.25,-0.132
0.25,9.25,7.75,-0.072
0.25,9.25,8.25,-0.146
0.25,9.25,8.75,-0.306
0.25,9.25,9.25,-0.489
0.25,9.25,9.75,-0.64
0.25,9.25,10.25,-0.724
0.25,9.75,0.25,-0.877
0.25,9.75,0.75,-0.643
0.25,9.75,1.25,-0.292
0.25,9.75,1.75,-0.767
0.25,9.75,2.25,-0.233
0.25,9.75,2.75,-0.768
0.25,9.75,3.25,-0.79
0.25,9.75,3.75,-0.354
0.25,9.75,4.25,-0.241
0.25,9.75,4.75,-0.514
0.25,9.75,5.25,-0.811
0.25,9.75,5.75,-0.881
0.25,9.75,6.25,-0.722
0.25,9.75,6.75,-0.475
0.25,9.75,7.25,-0.283
0.25,9.75,7.75,-0.223
0.25,9.75,8.25,-0.297
0.25,9.75,8.75,-0.457
0.25,9.75,9.25,-0.64
0.25,9.75,9.75,-0.79
0.25,9.75,10.25,-0.875
0.25,10.25,0.25,-0.961
0.25,10.25,0.75,-0.728
0.25,10.25,1.25,-0.377
0.25,10.25,1.75,-0.852
0.25,10.25,2.25,-0.318
0.25,10.25,2.75,-0.853
0.25,10.25,3.25,-0.875
0.25,10.25,3.75,-0.438
0.25,10.25,4.25,-0.325
0.25,10.25,4.75,-0.598
0.25,10.25,5.25,-0.896
0.25,10.25,5.75,-0.966
0.25,10.25,6.25,-0.807
0.25,10.25,6.75,-0.559
0.25,10.25,7.25,-0.367
0.25,10.25,7.75,-0.308
0.25,10.25,8.25,-0.382
0.25,10.25,8.75,-0.542
0.25,10.25,9.25,-0.724
0.25,10.25,9.75,-0.875
0.25,10.25,10.25,-0.96
0.75,0.25,0.25,-0.729
0.75,0.25,0.75,-0.495
0.75,0.25,1.25,-0.145
0.75,0.25,1.75,-0.62
0.75,0.25,2.25,-0.086
0.75,0.25,2.75,-0.621
0.75,0.25,3.25,-0.642
0.75,0.25,3.75,-0.206
0.75,0.25,4.25,-0.093
0.75,0.25,4.75,-0.366
0.75,0.25,5.25,-0.664
0.75,0.25,5.75,-0.734
0.75,0.25,6.25,-0.575
0.75,0.25,6.75,-0.327
0.75,0.25,7.25,-0.135
0.75,0.25,7.75,-0.075
0.75,0.25,8.25,-0.149
0.75,0.25,8.75,-0.309
0.75,0.25,9.25,-0.492
0.75,0.25,9.75,-0.643
0.75,0.25,10.25,-0.728
0.75,0.75,0.25,-0.495
0.75,0.75,0.75,-0.262
0.75,0.75,1.25,0.089
0.75,0.75,1.75,-0.386
0.75,0.75,2.25,0.148
0.75,0.75,2.75,-0.387
0.75,0.75,3.25,-0.409
0.75,0.75,3.75,0.028
0.75,0.75,4.25,0.141
0.75,0.75,4.75,-0.132
0.75,0.75,5.25,-0.43
0.75,0.75,5.75,-0.5
0.75,0.75,6.25,-0.341
0.75,0.75,6.75,-0.093
0.75,0.75,7.25,0.099
0.75,0.75,7.75,0.158
0.75,0.75,8.25,0.084
0.75,0.75,8.75,-0.076
0.75,0.75,9.25,-0.259
0.75,0.75,9.75,-0.409
0.75,0.75,10.25,-0.494
0.75,1.25,0.25,-0.145
0.75,1.25,0.75,0.089
0.75,1.25,1.25,0.439
0.75,1.25,1.75,-0.035
0.75,1.25,2.25,0.498
0.75,1.25,2.75,-0.037
0.75,1.25,3.25,-0.058
0.75,1.25,3.75,0.378
0.75,1.25,4.25,0.491
0.75,1.25,4.75,0.218
0.75,1.25,5.25,-0.08
0.75,1.25,5.75,-0.15
0.75,1.25,6.25,0.009
0.75,1.25,6.75,0.257
0.75,1.25,7.25,0.449
0.75,1.25,7.75,0.509
0.75,1.25,8.25,0.435
0.75,1.25,8.75,0.275
0.75,1.25,9.25,0.092
0.75,1.25,9.75,-0.059
0.75,1.25,10.25,-0.144
0.75,1.75,0.25,-0.62
0.75,1.75,0.75,-0.386
0.75,1.75,1.25,-0.035
0.75,1.75,1.75,-0.51
0.75,1.75,2.25,0.024
0.75,1.75,2.75,-0.511
0.75,1.75,3.25,-0.533
0.75,1.75,3.75,-0.097
0.75,1.75,4.25,0.016
0.75,1.75,4.75,-0.257
0.75,1.75,5.25,-0.554
0.75,1.75,5.75,-0.624
0.75,1.75,6.25,-0.465
0.75,1.75,6.75,-0.218
0.75,1.75,7.25,-0.025
0.75,1.75,7.75,0.034
0.75,1.75,8.25,-0.04
0.75,1.75,8.75,-0.2
0.75,1.75,9.25,-0.383
0.75,1.75,9.75,-0.533
0.75,1.75,10.25,-0.618
0.75,2.25,0.25,-0.086
0.75,2.25,0.75,0.148
0.75,2.25,1.25,0.498
0.75,2.25,1.75,0.024
0.75,2.25,2.25,0.558
0.75,2.25,2.75,0.023
0.75,2.25,3.25,0.001
0.75,2.25,3.75,0.437
0.75,2.25,4.25,0.55
0.75,2.25,4.75,0.277
0.75,2.25,5.25,-0.02
0.75,2.25,5.75,-0.09
0.75,2.25,6.25,0.069
0.75,2.25,6.75,0.316
0.75,2.25,7.25,0.508
0.75,2.25,7.75,0.568
0.75,2.25,8.25,0.494
0.75,2.25,8.75,0.334
0.75,2.25,9.25,0.151
0.75,2.25,9.75,0.001
0.75,2.25,10.25,-0.084
0.75,2.75,0.25,-0.621
0.75,2.75,0.75,-0.387
0.75,2.75,1.25,-0.037
0.75,2.75,1.75,-0.511
0.75,2.75,2.25,0.023
0.75,2.75,2.75,-0.512
0.75,2.75,3.25,-0.534
0.75,2.75,3.75,-0.098
0.75,2.75,4.25,0.015
0.75,2.75,4.75,-0.258
0.75,2.75,5.25,-0.555
0.75,2.75,5.75,-0.626
0.75,2.75,6.25,-0.466
0.75,2.75,6.75,-0.219
0.75,2.75,7.25,-0.027
0.75,2.75,7.75,0.033
0.75,2.75,8.25,-0.041
0.75,2.75,8.75,-0.201
0.75,2.75,9.25,-0.384
0.75,2.75,9.75,-0.535
0.75,2.75,10.25,-0.619
0.75,3.25,0.25,-0.642
0.75,3.25,0.75,-0.409
0.75,3.25,1.25,-0.058
0.75,3.25,1.75,-0.533
0.75,3.25,2.25,0.001
0.75,3.25,2.75,-0.534
0.75,3.25,3.25,-0.556
0.75,3.25,3.75,-0.12
0.75,3.25,4.25,-0.006
0.75,3.25,4.75,-0.28
0.75,3.25,5.25,-0.577
0.75,3.25,5.75,-0.647
0.75,3.25,6.25,-0.488
0.75,3.25,6.75,-0.24
0.75,3.25,7.25,-0.048
0.75,3.25,7.75,0.011
0.75,3.25,8.25,-0.063
0.75,3.25,8.75,-0.223
0.75,3.25,9.25,-0.406
0.75,3.25,9.75,-0.556
0.75,3.25,10.25,-0.641
0.75,3.75,0.25,-0.206
0.75,3.75,0.75,0.028
0.75,3.75,1.25,0.378
0.75,3.75,1.75,-0.097
0.75,3.75,2.25,0.437
0.75,3.75,2.75,-0.098
0.75,3.75,3.25,-0.12
0.75,3.75,3.75,0.317
0.75,3.75,4.25,0.43
0.75,3.75,4.75,0.157
0.75,3.75,5.25,-0.141
0.75,3.75,5.75,-0.211
0.75,3.75,6.25,-0.052
0.75,3.75,6.75,0.196
0.75,3.75,7.25,0.388
0.75,3.75,7.75,0.448
0.75,3.75,8.25,0.374
0.75,3.75,8.75,0.214
0.75,3.75,9.25,0.031
0.75,3.75,9.75,-0.12
0.75,3.75,10.25,-0.205
0.75,4.25,0.25,-0.093
0.75,4.25,0.75,0.141
0.75,4.25,1.25,0.491
0.75,4.25,1.75,0.016
0.75,4.25,2.25,0.55
0.75,4.25,2.75,0.015
0.75,4.25,3.25,-0.006
0.75,4.25,3.75,0.43
0.75,4.25,4.25,0.543
0.75,4.25,4.75,0.27
0.75,4.25,5.25,-0.028
0.75,4.25,5.75,-0.098
0.75,4.25,6.25,0.061
0.75,4.25,6.75,0.309
0.75,4.25,7.25,0.501
0.75,4.25,7.75,0.561
0.75,4.25,8.25,0.487
0.75,4.25,8.75,0.327
0.75,4.25,9.25,0.144
0.75,4.25,9.75,-0.007
0.75,4.25,10.25,-0.092
0.75,4.75,0.25,-0.366
0.75,4.75,0.75,-0.132
0.75,4.75,1.25,0.218
0.75,4.75,1.75,-0.257
0.75,4.75,2.25,0.277
0.75,4.75,2.75,-0.258
0.75,4.75,3.25,-0.28
0.75,4.75,3.75,0.157
0.75,4.75,4.25,0.27
0.75,4.75,4.75,-0.003
0.75,4.75,5.25,-0.301
0.75,4.75,5.75,-0.371
0.75,4.75,6.25,-0.212
0.75,4.75,6.75,0.036
0.75,4.75,7.25,0.228
0.75,4.75,7.75,0.288
0.75,4.75,8.25,0.214
0.75,4.75,8.75,0.054
0.75,4.75,9.25,-0.129
0.75,4.75,9.75,-0.28
0.75,4.75,10.25,-0.365
0.75,5.25,0.25,-0.664
0.75,5.25,0.75,-0.43
0.75,5.25,1.25,-0.08
0.75,5.25,1.75,-0.554
0.75,5.25,2.25,-0.02
0.75,5.25,2.75,-0.555
0.75,5.25,3.25,-0.577
0.75,5.25,3.75,-0.141
0.75,5.25,4.25,-0.028
0.75,5.25,4.75,-0.301
0.75,5.25,5.25,-0.599
0.75,5.25,5.75,-0.669
0.75,5.25,6.25,-0.51
0.75,5.25,6.75,-0.262
0.75,5.25,7.25,-0.07
0.75,5.25,7.75,-0.01
0.75,5.25,8.25,-0.084
0.75,5.25,8.75,-0.244
0.75,5.25,9.25,-0.427
0.75,5.25,9.75,-0.578
0.75,5.25,10.25,-0.662
0.75,5.75,0.25,-0.734
0.75,5.75,0.75,-0.5
0.75,5.75,1.25,-0.15
0.75,5.75,1.75,-0.624
0.75,5.75,2.25,-0.09
0.75,5.75,2.75,-0.626
0.75,5.75,3.25,-0.647
0.75,5.75,3.75,-0.211
0.75,5.75,4.25,-0.098
0.75,5.75,4.75,-0.371
0.75,5.75,5.25,-0.669
0.75,5.75,5.75,-0.739
0.75,5.75,6.25,-0.58
0.75,5.75,6.75,-0.332
0.75,5.75,7.25,-0.14
0.75,5.75,7.75,-0.08
0.75,5.75,8.25,-0.154
0.75,5.75,8.75,-0.314
0.75,5.75,9.25,-0.497
0.75,5.75,9.75,-0.648
0.75,5.75,10.25,-0.733
0.75,6.25,0.25,-0.575
0.75,6.25,0.75,-0.341
0.75,6.25,1.25,0.009
0.75,6.25,1.75,-0.465
0.75,6.25,2.25,0.069
0.75,6.25,2.75,-0.466
0.75,6.25,3.25,-0.488
0.75,6.25,3.75,-0.052
0.75,6.25,4.25,0.061
0.75,6.25,4.75,-0.212
0.75,6.25,5.25,-0.51
0.75,6.25,5.75,-0.58
0.75,6.25,6.25,-0.421
0.75,6.25,6.75,-0.173
0.75,6.25,7.25,0.019
0.75,6.25,7.75,0.079
0.75,6.25,8.25,0.005
0.75,6.25,8.75,-0.155
0.75,6.25,9.25,-0.338
0.75,6.25,9.75,-0.489
0.75,6.25,10.25,-0.573
0.75,6.75,0.25,-0.327
0.75,6.75,0.75,-0.093
0.75,6.75,1.25,0.257
0.75,6.75,1.75,-0.218
0.75,6.75,2.25,0.316
0.75,6.75,2.75,-0.219
0.75,6.75,3.25,-0.24
0.75,6.75,3.75,0.196
0.75,6.75,4.25,0.309
0.75,6.75,4.75,0.036
0.75,6.75,5.25,-0.262
0.75,6.75,5.75,-0.332
0.75,6.75,6.25,-0.173
0.75,6.75,6.75,0.075
0.75,6.75,7.25,0.267
0.75,6.75,7.75,0.327
0.75,6.75,8.25,0.253
0.75,6.75,8.75,0.093
0.75,6.75,9.25,-0.09
0.75,6.75,9.75,-0.241
0.75,6.75,10.25,-0.326
0.75,7.25,0.25,-0.135
0.75,7.25,0.75,0.099
0.75,7.25,1.25,0.449
0.75,7.25,1.75,-0.025
0.75,7.25,2.25,0.508
0.75,7.25,2.75,-0.027
0.75,7.25,3.25,-0.048
0.75,7.25,3.75,0.388
0.75,7.25,4.25,0.501
0.75,7.25,4.75,0.228
0.75,7.25,5.25,-0.07
0.75,7.25,5.75,-0.14
0.75,7.25,6.25,0.019
0.75,7.25,6.75,0.267
0.75,7.25,7.25,0.459
0.75,7.25,7.75,0.519
0.75,7.25,8.25,0.445
0.75,7.25,8.75,0.285
0.75,7.25,9.25,0.102
0.75,7.25,9.75,-0.049
0.75,7.25,10.25,-0.134
0.75,7.75,0.25,-0.075
0.75,7.75,0.75,0.158
0.75,7.75,1.25,0.509
0.75,7.75,1.75,0.034
0.75,7.75,2.25,0.568
0.75,7.75,2.75,0.033
0.75,7.75,3.25,0.011
0.75,7.75,3.75,0.448
0.75,7.75,4.25,0.561
0.75,7.75,4.75,0.288
0.75,7.75,5.25,-0.01
0.75,7.75,5.75,-0.08
0.75,7.75,6.25,0.079
0.75,7.75,6.75,0.327
0.75,7.75,7.25,0.519
0.75,7.75,7.75,0.578
0.75,7.75,8.25,0.504
0.75,7.75,8.75,0.344
0.75,7.75,9.25,0.161
0.75,7.75,9.75,0.011
0.75,7.75,10.25,-0.074
0.75,8.25,0.25,-0.149
0.75,8.25,0.75,0.084
0.75,8.25,1.25,0.435
0.75,8.25,1.75,-0.04
0.75,8.25,2.25,0.494
0.75,8.25,2.75,-0.041
0.75,8.25,3.25,-0.063
0.75,8.25,3.75,0.374
0.75,8.25,4.25,0.487
0.75,8.25,4.75,0.214
0.75,8.25,5.25,-0.084
0.75,8.25,5.75,-0.154
0.75,8.25,6.25,0.005
0.75,8.25,6.75,0.253
0.75,8.25,7.25,0.445
0.75,8.25,7.75,0.504
0.75,8.25,8.25,0.43
0.75,8.25,8.75,0.27
0.75,8.25,9.25,0.087
0.75,8.25,9.75,-0.063
0.75,8.25,10.25,-0.148
0.75,8.75,0.25,-0.309
0.75,8.75,0.75,-0.076
0.75,8.75,1.25,0.275
0.75,8.75,1.75,-0.2
0.75,8.75,2.25,0.334
0.75,8.75,2.75,-0.201
0.75,8.75,3.25,-0.223
0.75,8.75,3.75,0.214
0.75,8.75,4.25,0.327
0.75,8.75,4.75,0.054
0.75,8.75,5.25,-0.244
0.75,8.75,5.75,-0.314
0.75,8.75,6.25,-0.155
0.75,8.75,6.75,0.093
0.75,8.75,7.25,0.285
0.75,8.75,7.75,0.344
0.75,8.75,8.25,0.27
0.75,8.75,8.75,0.11
0.75,8.75,9.25,-0.073
0.75,8.75,9.75,-0.223
0.75,8.75,10.25,-0.308
0.75,9.25,0.25,-0.492
0.75,9.25,0.75,-0.259
0.75,9.25,1.25,0.092
0.75,9.25,1.75,-0.383
0.75,9.25,2.25,0.151
0.75,9.25,2.75,-0.384
0.75,9.25,3.25,-0.406
0.75,9.25,3.75,0.031
0.75,9.25,4.25,0.144
0.75,9.25,4.75,-0.129
0.75,9.25,5.25,-0.427
0.75,9.25,5.75,-0.497
0.75,9.25,6.25,-0.338
0.75,9.25,6.75,-0.09
0.75,9.25,7.25,0.102
0.75,9.25,7.75,0.161
