id,x0,x1,x2,fitness-4.5,fitness-5,fitness-3.5,fitness-4,fitness-3,fitness-2.5,fitness-1.5,fitness-2
25229,-1.55723,4.9996,-5,NA,-79.484,NA,NA,NA,NA,NA,NA
25519,-2.34401,5,-4.94919,NA,NA,NA,-83.196,NA,NA,NA,NA
25652,-2.58896,5,-5,-84.452,NA,NA,NA,NA,NA,NA,NA
25991,-1.46057,5,-5,NA,-88.108,NA,NA,NA,NA,NA,NA
26198,-1.63138,5,-5,-80.033,NA,NA,NA,NA,NA,NA,NA
26292,-0.948843,5,-5,NA,NA,-140.319,NA,NA,NA,NA,NA
26479,-1.22837,5,-3.64815,NA,-131.344,NA,NA,NA,NA,NA,NA
26665,-0.873202,5,-3.77097,NA,-152.65,NA,NA,NA,NA,NA,NA
26810,-1.35457,5,-4.42146,NA,-83.068,NA,NA,NA,NA,NA,NA
27122,-1.85679,4.78444,-5,NA,NA,NA,-65.584,NA,NA,NA,NA
27292,-2.87232,3.95237,-5,NA,NA,-98.268,NA,NA,NA,NA,NA
27441,-4.12833,4.15862,-5,NA,NA,NA,-162.843,NA,NA,NA,NA
27725,-3.90327,5,-5,NA,NA,NA,-167.68,NA,NA,NA,NA
27828,-4.80259,3.44345,-5,NA,-237.436,NA,NA,NA,NA,NA,NA
28195,-3.93465,4.18051,-4.48027,NA,-144.774,NA,NA,NA,NA,NA,NA
28206,-3.7733,2.93559,-3.46247,NA,-187.949,NA,NA,NA,NA,NA,NA
28565,-3.06826,2.64211,-2.53126,NA,-246.251,NA,NA,NA,NA,NA,NA
28671,-2.53531,3.4654,-3.07465,-154.071,NA,NA,NA,NA,NA,NA,NA
28816,-2.06607,4.66728,-3.07843,NA,-153.494,NA,NA,NA,NA,NA,NA
29152,-3.16872,5,-3.67644,-139.543,NA,NA,NA,NA,NA,NA,NA
29321,-2.36943,5,-3.75301,NA,-105.069,NA,NA,NA,NA,NA,NA
29412,-2.24107,5,-5,-76.828,NA,NA,NA,NA,NA,NA,NA
29718,-2.50973,4.28308,-4.52452,NA,NA,NA,-68.287,NA,NA,NA,NA
29827,-3.09387,4.70651,-3.15459,-164.772,NA,NA,NA,NA,NA,NA,NA
30073,-3.58724,4.63922,-3.00408,NA,NA,NA,-206.004,NA,NA,NA,NA
30261,-3.29797,4.34236,-3.54779,NA,-141.2,NA,NA,NA,NA,NA,NA
30539,-1.78495,5,-5,NA,-72.246,NA,NA,NA,NA,NA,NA
30683,-0.99092,3.66094,-5,-50.664,NA,NA,NA,NA,NA,NA,NA
30823,-0.936667,3.56192,-3.43802,-188.122,NA,NA,NA,NA,NA,NA,NA
31172,-2.19561,3.90774,-3.14122,NA,NA,NA,-144.978,NA,NA,NA,NA
31372,-1.32823,4.63521,-3.67951,NA,-91.557,NA,NA,NA,NA,NA,NA
31537,-1.49024,5,-3.92114,NA,-108.253,NA,NA,NA,NA,NA,NA
31615,-2.16485,4.8504,-4.4177,NA,-78.131,NA,NA,NA,NA,NA,NA
31916,-1.04227,3.26405,-5,-81.814,NA,NA,NA,NA,NA,NA,NA
32082,-1.8004,3.73581,-5,NA,NA,-71.015,NA,NA,NA,NA,NA
32286,-1.97774,4.75765,-4.70087,NA,NA,NA,-74.834,NA,NA,NA,NA
32535,-1.81391,2.96129,-4.10758,NA,-99.518,NA,NA,NA,NA,NA,NA
32781,-1.76608,2.19947,-4.3132,-194.05,NA,NA,NA,NA,NA,NA,NA
32835,-2.14455,3.45274,-4.97963,NA,-58.782,NA,NA,NA,NA,NA,NA
33084,-1.71138,3.96418,-3.88186,NA,-97.35,NA,NA,NA,NA,NA,NA
33342,-1.14869,4.61325,-4.69678,NA,-93.005,NA,NA,NA,NA,NA,NA
33585,-0.975877,4.48338,-4.62954,NA,NA,NA,-91.717,NA,NA,NA,NA
33711,-0.494048,4.76515,-3.69871,NA,NA,NA,-153.776,NA,NA,NA,NA
33946,-1.42702,5,-4.71477,NA,-92.656,NA,NA,NA,NA,NA,NA
34069,-1.84341,5,-4.10085,-89.963,NA,NA,NA,NA,NA,NA,NA
34259,-1.51822,4.16443,-3.96873,NA,-85.116,NA,NA,NA,NA,NA,NA
34558,-2.03709,4.46692,-3.97164,NA,-81.902,NA,NA,NA,NA,NA,NA
34678,-3.05298,4.47268,-3.23334,NA,-148.236,NA,NA,NA,NA,NA,NA
34814,-0.285899,3.75803,-4.50256,NA,NA,NA,-212.441,NA,NA,NA,NA
35159,-1.33232,3.00433,-4.65823,NA,NA,-171.127,NA,NA,NA,NA,NA
35358,-1.61975,2.9316,-5,NA,-105.643,NA,NA,NA,NA,NA,NA
35472,-2.36495,3.677,-5,NA,-62.966,NA,NA,NA,NA,NA,NA
35635,-1.39307,5,-4.03049,-107.789,NA,NA,NA,NA,NA,NA,NA
35805,-2.62542,5,-3.49424,NA,-129.386,NA,NA,NA,NA,NA,NA
36060,-2.61496,3.36897,-2.60719,NA,NA,NA,-179.692,NA,NA,NA,NA
36387,-2.76571,4.47299,-3.73163,NA,-106.125,NA,NA,NA,NA,NA,NA
36549,-2.62668,3.86439,-3.98042,NA,NA,-98.995,NA,NA,NA,NA,NA
36660,-3.34005,3.84495,-5,-93.878,NA,NA,NA,NA,NA,NA,NA
36903,-2.96807,4.11147,-5,NA,-74.893,NA,NA,NA,NA,NA,NA
37165,-0.659252,4.65371,-5,NA,-98.829,NA,NA,NA,NA,NA,NA
37216,-0.673591,3.68096,-5,NA,-96.737,NA,NA,NA,NA,NA,NA
37440,-1.89143,3.29686,-4.48301,-51.462,NA,NA,NA,NA,NA,NA,NA
37734,-3.75427,2.87878,-3.58208,NA,-183.548,NA,NA,NA,NA,NA,NA
37867,-3.3229,2.72908,-2.56407,NA,NA,NA,-272.207,NA,NA,NA,NA
38100,-2.61053,4.35464,-4.30228,NA,NA,NA,NA,-147.139,NA,NA,NA
38337,-1.42962,4.85152,-3.92445,NA,-95.356,NA,NA,NA,NA,NA,NA
38531,-1.57483,4.25967,-4.96806,-36.383,NA,NA,NA,NA,NA,NA,NA
38645,-1.14203,5,-5,NA,-86.818,NA,NA,NA,NA,NA,NA
38960,-2.1351,4.87887,-5,-70.171,NA,NA,NA,NA,NA,NA,NA
39051,-1.39321,5,-4.29839,NA,-82.297,NA,NA,NA,NA,NA,NA
39373,-1.00912,5,-3.66682,NA,-128.155,NA,NA,NA,NA,NA,NA
39558,-1.23162,5,-5,-91.943,NA,NA,NA,NA,NA,NA,NA
39705,-2.04995,4.77507,-3.76149,NA,NA,NA,-99.278,NA,NA,NA,NA
39821,-1.61534,4.51699,-5,NA,NA,NA,-50.087,NA,NA,NA,NA
40168,-1.4379,4.49124,-5,NA,-62.179,NA,NA,NA,NA,NA,NA
40379,-2.53811,3.79253,-5,NA,-54.113,NA,NA,NA,NA,NA,NA
40538,-2.42176,4.34691,-5,NA,-57.176,NA,NA,NA,NA,NA,NA
40679,-1.39356,4.1227,-5,NA,-60.04,NA,NA,NA,NA,NA,NA
40851,-0.927439,5,-5,NA,-104.478,NA,NA,NA,NA,NA,NA
41183,-1.66579,5,-4.24105,NA,-99.485,NA,NA,NA,NA,NA,NA
41252,-1.5892,3.3119,-3.80513,-111.731,NA,NA,NA,NA,NA,NA,NA
41456,-1.66369,4.10113,-3.74189,NA,NA,-155.446,NA,NA,NA,NA,NA
41759,-2.45023,3.9873,-3.27858,-120.519,NA,NA,NA,NA,NA,NA,NA
41860,-1.97986,5,-5,NA,NA,NA,NA,-109.477,NA,NA,NA
42067,-1.852,4.14788,-5,-30.435,NA,NA,NA,NA,NA,NA,NA
42319,-2.29066,3.74005,-5,NA,-63.476,NA,NA,NA,NA,NA,NA
42490,-1.75578,3.42132,-5,NA,-36.937,NA,NA,NA,NA,NA,NA
42699,-3.15253,3.71068,-4.81815,NA,-82.612,NA,NA,NA,NA,NA,NA
42843,-2.15236,4.79008,-5,NA,-68.214,NA,NA,NA,NA,NA,NA
43033,-1.99314,4.66021,-5,-70.03,NA,NA,NA,NA,NA,NA,NA
43244,-0.799439,4.74368,-5,-104.123,NA,NA,NA,NA,NA,NA,NA
43493,-1.71747,5,-5,NA,-72.18,NA,NA,NA,NA,NA,NA
43711,-3.20914,4.75625,-5,NA,-100.561,NA,NA,NA,NA,NA,NA
43857,-2.73144,5,-5,-85.314,NA,NA,NA,NA,NA,NA,NA
44085,-3.35269,3.95188,-3.94572,NA,-113.615,NA,NA,NA,NA,NA,NA
44323,-3.2041,3.6404,-4.50778,-90.382,NA,NA,NA,NA,NA,NA,NA
44495,-2.51963,3.42579,-4.30278,NA,-69.638,NA,NA,NA,NA,NA,NA
44728,-2.26158,3.08831,-4.43577,NA,-73.252,NA,NA,NA,NA,NA,NA
44911,-1.8668,2.55399,-5,-113.288,NA,NA,NA,NA,NA,NA,NA
45079,-2.47251,2.624,-4.55964,NA,-110.799,NA,NA,NA,NA,NA,NA
45328,-3.67629,4.09136,-4.1819,-127.798,NA,NA,NA,NA,NA,NA,NA
45410,-3.10116,4.15993,-4.32675,NA,-92.51,NA,NA,NA,NA,NA,NA
45678,-1.76276,4.04145,-3.84709,-82.018,NA,NA,NA,NA,NA,NA,NA
45959,-1.91177,3.90402,-5,NA,-36.056,NA,NA,NA,NA,NA,NA
46109,-2.1215,3.83654,-4.09037,-62.325,NA,NA,NA,NA,NA,NA,NA
46312,-2.45705,5,-5,NA,-83.057,NA,NA,NA,NA,NA,NA
46454,-1.31621,5,-5,NA,NA,NA,-110.808,NA,NA,NA,NA
46677,-1.10307,3.91721,-5,NA,NA,-117.949,NA,NA,NA,NA,NA
46836,-1.96199,4.41928,-4.85099,-38.877,NA,NA,NA,NA,NA,NA,NA
47037,-1.75876,4.20839,-4.22073,NA,-67.108,NA,NA,NA,NA,NA,NA
47314,-1.7284,4.12428,-5,NA,NA,NA,-30.668,NA,NA,NA,NA
47596,-2.053,3.42264,-4.17259,NA,-55.895,NA,NA,NA,NA,NA,NA
47704,-3.63932,5,-3.4865,NA,-188.859,NA,NA,NA,NA,NA,NA
47940,-3.55002,5,-3.71845,NA,-166.568,NA,NA,NA,NA,NA,NA
48154,-2.57928,5,-5,NA,-90.07,NA,NA,NA,NA,NA,NA
48335,-2.4417,4.59404,-4.60425,NA,-71.135,NA,NA,NA,NA,NA,NA
48410,-2.91261,4.84815,-4.63235,-88.651,NA,NA,NA,NA,NA,NA,NA
48745,-2.67427,5,-4.38038,NA,NA,NA,-97.329,NA,NA,NA,NA
48934,-2.94514,5,-3.6349,NA,-133.207,NA,NA,NA,NA,NA,NA
49005,-2.63764,5,-4.42854,NA,NA,NA,-94.619,NA,NA,NA,NA
49389,-2.80774,5,-3.91594,NA,NA,-134.439,NA,NA,NA,NA,NA
49467,-1.6277,4.80298,-3.45719,-132.663,NA,NA,NA,NA,NA,NA,NA
49621,-1.49924,5,-3.70197,NA,NA,NA,-121.753,NA,NA,NA,NA
49852,-1.19737,4.65431,-3.95308,NA,-111.606,NA,NA,NA,NA,NA,NA
50059,-1.20985,4.35486,-3.74665,NA,-108.249,NA,NA,NA,NA,NA,NA
50351,-3.75051,5,-3.97899,NA,-173.431,NA,NA,NA,NA,NA,NA
50594,-2.02637,5,-5,NA,-81.86,NA,NA,NA,NA,NA,NA
50670,-0.798766,4.62779,-4.17206,-108.453,NA,NA,NA,NA,NA,NA,NA
50975,-1.55986,4.57536,-3.34544,NA,-125.704,NA,NA,NA,NA,NA,NA
51132,-2.42476,3.58304,-3.72766,NA,-94.603,NA,NA,NA,NA,NA,NA
51221,-2.94401,3.55652,-2.86024,NA,NA,-214.319,NA,NA,NA,NA,NA
51593,-2.0794,4.39112,-5,NA,NA,NA,-55.187,NA,NA,NA,NA
51716,-2.8388,3.1749,-4.4218,NA,NA,NA,NA,-157.332,NA,NA,NA
51834,-3.98301,4.0555,-4.02637,NA,NA,-186.647,NA,NA,NA,NA,NA
52173,-4.50696,3.55604,-5,-194.271,NA,NA,NA,NA,NA,NA,NA
52219,-2.30633,3.69554,-4.92761,NA,-65.398,NA,NA,NA,NA,NA,NA
52411,-2.75835,4.80238,-5,NA,-83.81,NA,NA,NA,NA,NA,NA
52697,-1.82554,3.2931,-3.8088,NA,-94.651,NA,NA,NA,NA,NA,NA
52846,-1.81738,3.76888,-3.98678,-67.927,NA,NA,NA,NA,NA,NA,NA
53150,-0.366579,5,-4.29815,-148.518,NA,NA,NA,NA,NA,NA,NA
53286,0.122956,5,-4.12206,-226.882,NA,NA,NA,NA,NA,NA,NA
53465,-1.54309,5,-5,NA,-79.37,NA,NA,NA,NA,NA,NA
53778,-3.0146,5,-5,NA,-102.627,NA,NA,NA,NA,NA,NA
53808,-3.22856,4.95067,-4.34123,NA,-121.012,NA,NA,NA,NA,NA,NA
54136,-2.02207,5,-5,-68.481,NA,NA,NA,NA,NA,NA,NA
54293,-2.5137,5,-4.67334,NA,-87.486,NA,NA,NA,NA,NA,NA
54572,-2.30037,5,-4.03507,NA,-97.363,NA,NA,NA,NA,NA,NA
54633,-1.46534,4.65269,-5,NA,-58.301,NA,NA,NA,NA,NA,NA
54985,-1.29497,5,-5,-83.163,NA,NA,NA,NA,NA,NA,NA
55158,-1.97876,4.23371,-5,NA,NA,-78.023,NA,NA,NA,NA,NA
55204,-1.27614,5,-5,NA,-91.968,NA,NA,NA,NA,NA,NA
55505,-1.21743,5,-4.60414,NA,NA,NA,-99.038,NA,NA,NA,NA
55696,-1.71379,5,-5,NA,NA,NA,-80.149,NA,NA,NA,NA
55980,-1.76544,5,-4.53956,NA,NA,NA,-78.812,NA,NA,NA,NA
56075,-2.13612,5,-3.87364,NA,NA,NA,-113.768,NA,NA,NA,NA
56266,-2.60229,4.18489,-5,-52.685,NA,NA,NA,NA,NA,NA,NA
56583,-3.02315,3.40148,-5,NA,NA,-93.845,NA,NA,NA,NA,NA
56737,-2.94845,3.88927,-5,-75.395,NA,NA,NA,NA,NA,NA,NA
56983,-1.76595,3.31982,-4.9879,NA,NA,-71.072,NA,NA,NA,NA,NA
57164,-2.36984,3.82022,-4.13203,NA,NA,NA,-70.992,NA,NA,NA,NA
57371,-4.07581,5,-5,NA,-186.065,NA,NA,NA,NA,NA,NA
57487,-3.29626,4.56154,-4.68671,-102.225,NA,NA,NA,NA,NA,NA,NA
57660,-2.47871,4.39833,-4.5257,-62.75,NA,NA,NA,NA,NA,NA,NA
57971,-3.731,4.98928,-5,-148.528,NA,NA,NA,NA,NA,NA,NA
58033,-3.43928,4.71573,-5,NA,-119.511,NA,NA,NA,NA,NA,NA
58219,-3.88304,4.62793,-5,NA,-149.951,NA,NA,NA,NA,NA,NA
58421,-1.62572,5,-4.07045,NA,-98.705,NA,NA,NA,NA,NA,NA
58713,-3.10058,5,-4.76542,NA,-110.288,NA,NA,NA,NA,NA,NA
58976,-1.99322,5,-5,NA,-80.458,NA,NA,NA,NA,NA,NA
59178,-1.63626,5,-4.64301,-77.442,NA,NA,NA,NA,NA,NA,NA
59206,-0.466612,5,-4.95875,NA,-121.776,NA,NA,NA,NA,NA,NA
59485,-0.107364,4.57931,-4.91362,NA,-129.442,NA,NA,NA,NA,NA,NA
59721,-1.94693,4.7467,-4.49312,NA,-77.903,NA,NA,NA,NA,NA,NA
59903,-2.13648,5,-4.15265,NA,-87.585,NA,NA,NA,NA,NA,NA
60166,-2.71053,5,-3.46518,NA,-136.091,NA,NA,NA,NA,NA,NA
60215,-2.91209,4.74429,-3.67816,-115.307,NA,NA,NA,NA,NA,NA,NA
60455,-3.80907,5,-5,NA,NA,-172.573,NA,NA,NA,NA,NA
60693,-3.22032,5,-5,NA,-119.087,NA,NA,NA,NA,NA,NA
60977,-2.55125,5,-5,-79.713,NA,NA,NA,NA,NA,NA,NA
61020,-3.51303,4.32397,-3.41866,NA,NA,NA,-162.145,NA,NA,NA,NA
61221,-2.88592,5,-4.40912,NA,NA,NA,-102.434,NA,NA,NA,NA
61492,-2.48804,5,-5,NA,NA,-94.242,NA,NA,NA,NA,NA
61746,-2.04956,4.33965,-5,NA,NA,-87.466,NA,NA,NA,NA,NA
61840,-1.50155,2.94843,-4.48123,NA,-110.445,NA,NA,NA,NA,NA,NA
62005,-1.52883,2.76361,-5,NA,NA,NA,-107.386,NA,NA,NA,NA
62350,-3.08848,3.61541,-5,NA,-85.559,NA,NA,NA,NA,NA,NA
62513,-3.17311,5,-3.40207,NA,NA,NA,-162.232,NA,NA,NA,NA
62700,-3.60317,4.98063,-2.31901,NA,NA,NA,-319.246,NA,NA,NA,NA
62945,-3.60957,5,-3.66137,NA,NA,NA,-174.976,NA,NA,NA,NA
63182,-5,4.93482,-3.43039,NA,NA,NA,-333.127,NA,NA,NA,NA
