id,x0,x1,x2,fitness-0.5,fitness-4,fitness-5,fitness-4.5,fitness-3.5
9171,-1.57583,4.10033,-5,NA,NA,NA,-23.246,NA
9324,-1.60585,4.32093,-5,NA,NA,-45.296,NA,NA
9576,-2.58905,4.15944,-5,NA,-54.895,NA,NA,NA
9752,-1.87032,3.30319,-5,NA,NA,NA,-43.135,NA
9935,-2.37623,3.5179,-5,NA,NA,-54.029,NA,NA
10139,-1.45984,3.91701,-5,NA,NA,-36.975,NA,NA
10396,-1.35184,3.96442,-5,NA,NA,-41.509,NA,NA
10425,-1.42244,4.02949,-4.88917,NA,-22.185,NA,NA,NA
10719,-1.44553,3.46661,-5,NA,NA,-39.879,NA,NA
10968,-1.83066,4.53181,-5,NA,NA,-59.672,NA,NA
11157,-1.82245,3.59447,-5,NA,NA,-44.839,NA,NA
11375,-2.43578,4.13989,-4.82784,NA,NA,NA,-53.724,NA
11586,-2.50351,4.24364,-4.87257,NA,NA,-64.916,NA,NA
11695,-2.07702,3.0883,-5,NA,NA,NA,-65.456,NA
11969,-1.35413,4.29382,-4.83358,NA,-68.738,NA,NA,NA
12176,-1.63212,3.84976,-4.21423,NA,NA,-44.113,NA,NA
12389,-1.3786,3.81134,-5,NA,NA,-27.837,NA,NA
12531,-1.67745,4.03752,-4.4471,NA,-59.465,NA,NA,NA
12733,-1.70863,3.42779,-4.31761,NA,-40.701,NA,NA,NA
12810,-1.67739,3.32814,-4.81485,NA,NA,NA,-31.73,NA
13076,-1.7957,3.80533,-5,NA,NA,-49.074,NA,NA
13252,-1.65338,3.33997,-4.45884,NA,-30.884,NA,NA,NA
13458,-1.64805,3.63106,-4.63404,NA,-12.24,NA,NA,NA
13795,-1.81282,4.194,-5,NA,NA,-43.72,NA,NA
13985,-1.61168,4.08349,-5,NA,NA,-43.059,NA,NA
14159,-1.59187,3.88502,-4.32449,NA,NA,-47.289,NA,NA
14234,-2.19816,3.17756,-5,NA,NA,-67.372,NA,NA
14424,-1.2205,4.0458,-4.6614,NA,NA,-48.63,NA,NA
14675,-1.1497,3.73932,-4.50648,NA,-58.637,NA,NA,NA
14984,-1.72318,3.44235,-4.82158,NA,-23.694,NA,NA,NA
15155,-1.36664,3.58659,-5,NA,-21.163,NA,NA,NA
15317,-2.40822,3.52314,-5,NA,NA,NA,NA,-67.466
15415,-1.51258,3.62676,-4.64238,NA,NA,NA,-7.239,NA
15698,-1.86784,3.39795,-5,NA,NA,-53.968,NA,NA
15926,-1.97717,3.76331,-4.33242,NA,NA,NA,-28.304,NA
16059,-2.26138,4.57693,-5,NA,NA,NA,-54.063,NA
16300,-1.64673,3.61424,-5,NA,NA,NA,-16.307,NA
16431,-1.28595,4.08759,-5,NA,-57.215,NA,NA,NA
16607,-1.86933,3.92477,-5,NA,-23.758,NA,NA,NA
16816,-1.68479,4.07178,-5,NA,NA,NA,-23.739,NA
17185,-1.85199,4.21717,-5,NA,-47.107,NA,NA,NA
17287,-1.73494,4.34593,-5,NA,NA,NA,-47.861,NA
17430,-1.90751,3.96213,-5,NA,NA,-41.621,NA,NA
17647,-1.31868,3.94598,-5,NA,-19.934,NA,NA,NA
17876,-1.28621,3.6783,-5,NA,NA,NA,-10.764,NA
18177,-1.85813,4.01622,-5,NA,NA,-44.699,NA,NA
18203,-2.23178,3.72224,-4.33672,NA,NA,-53.126,NA,NA
18402,-2.09277,3.77431,-5,NA,NA,-40.062,NA,NA
18723,-1.2991,3.86229,-4.99921,NA,NA,-39.528,NA,NA
18845,-1.99827,4.00585,-5,NA,NA,-36.667,NA,NA
19034,-1.6834,3.63537,-4.63593,NA,-13.561,NA,NA,NA
19332,-2.4584,4.06517,-4.80029,NA,NA,-58.335,NA,NA
19538,-2.1881,3.54791,-5,NA,NA,-53.178,NA,NA
19709,-1.70185,3.57687,-5,NA,NA,-42.425,NA,NA
19882,-1.67381,4.0768,-4.51421,NA,NA,-53.722,NA,NA
20194,-1.17564,3.55697,-4.87734,NA,-22.736,NA,NA,NA
20340,-1.6109,4.21921,-4.84502,NA,-36.962,NA,NA,NA
20534,-2.2433,3.38877,-5,NA,NA,-50.154,NA,NA
20611,-1.67429,3.96533,-5,NA,NA,NA,-15.795,NA
20815,-1.6737,3.81666,-5,NA,NA,-51.262,NA,NA
21154,-2.02639,3.24395,-5,NA,NA,-70.354,NA,NA
21211,-2.28781,3.14255,-5,NA,NA,-72.766,NA,NA
21541,-1.43765,3.8917,-5,NA,NA,-34.338,NA,NA
21744,-1.69412,3.55034,-5,NA,NA,-40.485,NA,NA
21837,-1.36358,4.08441,-4.77575,NA,NA,-58.506,NA,NA
22014,-1.3132,3.6947,-4.78385,NA,NA,-38.008,NA,NA
22391,-1.58937,3.43192,-4.49526,NA,-31.018,NA,NA,NA
22573,-1.51241,4.62616,-5,NA,NA,NA,-60.968,NA
22788,-1.62073,2.89435,-4.81537,NA,NA,NA,-46.177,NA
22855,-1.83757,3.36397,-5,NA,NA,-50.357,NA,NA
23064,-2.15524,3.40471,-5,NA,NA,NA,-43.229,NA
23307,-1.99268,3.29557,-5,NA,-40.351,NA,NA,NA
23549,-1.03269,4.31025,-5,NA,NA,-55.995,NA,NA
23684,-2.08483,3.69757,-4.92363,NA,NA,-39.582,NA,NA
23965,-2.35905,3.82451,-5,NA,NA,NA,-46.167,NA
24144,-1.81602,3.93354,-5,NA,NA,-46.299,NA,NA
24391,-2.10624,3.79925,-4.88419,NA,NA,NA,-37.438,NA
24582,-1.99185,3.8369,-5,NA,-33.328,NA,NA,NA
24800,-2.82544,4.07812,-4.58425,NA,NA,-74.317,NA,NA
24876,-1.47031,3.30253,-4.31309,NA,NA,-56.617,NA,NA
25038,-1.31617,3.76287,-5,NA,NA,-37.074,NA,NA
25213,-2.15221,3.63427,-5,NA,NA,-49.795,NA,NA
25478,-1.97803,3.72779,-5,NA,-30.543,NA,NA,NA
25765,-1.7447,3.86933,-5,NA,-25.184,NA,NA,NA
25941,-2.04154,4.87205,-4.70299,NA,NA,-69.145,NA,NA
26156,-1.82803,3.9801,-4.7836,NA,NA,NA,-19.683,NA
26301,-2.50524,4.32589,-4.63459,NA,NA,-66.357,NA,NA
26428,-1.97863,3.02536,-5,NA,NA,-58.901,NA,NA
26659,-1.36241,3.16155,-5,NA,-47.846,NA,NA,NA
26936,-1.57648,3.27138,-4.84683,NA,NA,-50.971,NA,NA
27176,-1.59199,2.93574,-5,NA,NA,NA,-57.848,NA
27338,-2.3356,4.16501,-4.95239,NA,NA,NA,-60.052,NA
27487,-2.00348,3.91231,-5,NA,-35.846,NA,NA,NA
27618,-1.57157,4.05258,-5,NA,NA,-44.997,NA,NA
27844,-1.65923,4.14644,-5,NA,NA,-38.71,NA,NA
28161,-1.79517,4.27638,-4.57278,NA,NA,-54.908,NA,NA
28317,-1.1322,3.84764,-5,NA,-21.242,NA,NA,NA
28463,-2.1018,4.15999,-5,NA,NA,-47.81,NA,NA
28759,-1.7659,3.78474,-5,NA,-22.051,NA,NA,NA
28824,-1.45845,3.65922,-4.80344,NA,NA,NA,-0.897,NA
29173,-2.11632,3.68109,-5,NA,NA,-45.946,NA,NA
29243,-1.99605,3.83501,-5,NA,NA,-33.893,NA,NA
29454,-1.70751,4.06732,-5,NA,NA,NA,-25.016,NA
29618,-1.83622,4.31294,-4.67658,NA,NA,-51.531,NA,NA
29930,-2.29762,3.85916,-4.84964,NA,NA,NA,-27.338,NA
30057,-2.04543,3.54058,-5,NA,NA,NA,-33.727,NA
30339,-1.90813,3.32825,-5,NA,-30.805,NA,NA,NA
30429,-1.37749,3.47164,-4.50177,NA,NA,-52.18,NA,NA
30784,-1.82255,3.49415,-5,NA,NA,-44.637,NA,NA
30921,-2.03151,4.6833,-5,NA,NA,-54.146,NA,NA
31102,-2.24431,4.60928,-4.37025,NA,NA,-62.916,NA,NA
31379,-1.94707,4.20623,-4.91602,NA,-40.419,NA,NA,NA
31456,-1.56522,3.6652,-5,NA,NA,NA,-6.603,NA
31660,-1.79459,4.20553,-5,NA,NA,-41.939,NA,NA
31863,-1.54142,3.74177,-5,NA,NA,-42.465,NA,NA
32116,-1.96125,3.42156,-5,NA,NA,NA,-25.09,NA
32392,-1.55422,3.70247,-5,NA,NA,-43.805,NA,NA
32469,-1.20106,3.63847,-5,NA,NA,NA,-16.238,NA
32601,-1.45278,3.99597,-4.91168,NA,NA,-41.023,NA,NA
32881,-1.50572,3.76248,-5,NA,NA,NA,-4.241,NA
33060,-1.77167,4.10426,-4.83086,NA,-41.651,NA,NA,NA
33285,-1.99396,4.74362,-5,NA,NA,-56.252,NA,NA
33403,-2.17228,4.38006,-5,NA,NA,NA,-50.048,NA
33629,-1.34538,4.6865,-5,NA,NA,-56.965,NA,NA
33916,-1.5296,3.98087,-5,NA,NA,NA,-23.709,NA
34172,-1.92395,3.85075,-5,NA,NA,NA,-27.595,NA
34254,-1.84156,4.25938,-5,NA,NA,NA,-39.524,NA
34426,-1.95465,4.90735,-5,NA,NA,-71.592,NA,NA
34607,-2.2803,3.89201,-4.27463,NA,NA,-51.509,NA,NA
34958,-2.34221,4.09407,-5,NA,NA,-51.774,NA,NA
35115,-1.72334,3.55543,-4.82526,NA,NA,-38.842,NA,NA
35344,-2.46242,3.9379,-5,NA,NA,-58.486,NA,NA
35507,-2.18257,4.08932,-4.94569,NA,NA,-46.531,NA,NA
35632,-1.308,3.48234,-5,NA,-13.347,NA,NA,NA
35801,-2.44002,3.96329,-5,NA,NA,-59.307,NA,NA
36106,-2.088,3.9273,-4.80254,NA,NA,-37.734,NA,NA
36276,-1.51296,3.34212,-5,NA,NA,-61.336,NA,NA
36558,-1.76329,3.7725,-5,NA,NA,NA,-9.275,NA
36621,-2.0871,3.44685,-4.84617,NA,-29.775,NA,NA,NA
36854,-1.38599,3.98357,-5,NA,NA,-36.696,NA,NA
37109,-2.2295,3.46583,-5,NA,NA,NA,NA,-66.513
37235,-1.45555,3.57319,-5,NA,NA,NA,-26.692,NA
37435,-2.8146,3.89612,-5,NA,NA,-70.492,NA,NA
37718,-1.56854,3.31632,-5,NA,NA,-51.745,NA,NA
37960,-2.12209,3.55129,-5,NA,NA,-50.239,NA,NA
38044,-1.75949,3.60859,-5,NA,NA,NA,-20.105,NA
38378,-2.00435,3.75901,-5,NA,NA,-31.703,NA,NA
38555,-1.62627,3.72151,-5,NA,-25.419,NA,NA,NA
38769,-1.6226,4.35314,-4.69356,NA,NA,-46.555,NA,NA
38846,-1.14296,3.5713,-5,NA,NA,NA,-39.252,NA
39086,-1.62515,3.67966,-5,NA,NA,-47.872,NA,NA
39263,-1.86945,3.57162,-5,NA,NA,-46.426,NA,NA
39442,-1.94787,4.01488,-5,NA,NA,-44.377,NA,NA
39783,-2.66015,4.05898,-5,NA,NA,-66.593,NA,NA
39847,-0.784538,4.29994,-5,NA,NA,NA,-60.41,NA
40072,-1.4386,3.78137,-5,NA,NA,NA,NA,-55.502
40393,-2.30531,3.72563,-5,NA,-43.881,NA,NA,NA
40550,-1.84638,3.68401,-4.91014,NA,NA,NA,-20.191,NA
40700,-2.51554,4.10149,-5,NA,NA,NA,-53.199,NA
40950,-1.29448,3.97213,-5,NA,-21.457,NA,NA,NA
41001,-2.51196,4.18739,-5,NA,NA,-58.125,NA,NA
41333,-1.34997,4.26437,-5,NA,NA,NA,-33.389,NA
41474,-1.40581,3.80008,-4.93676,NA,NA,NA,-18.327,NA
41680,-1.59266,3.29746,-5,NA,NA,NA,-36.202,NA
41821,-1.79024,3.39098,-5,NA,-30.855,NA,NA,NA
42123,-2.10053,3.27623,-5,NA,NA,NA,-40.872,NA
42229,-1.44802,3.86836,-5,NA,-28.683,NA,NA,NA
42493,-1.81407,4.15643,-5,NA,NA,NA,-32.029,NA
42745,-1.36411,4.03657,-4.96072,NA,NA,NA,-20.03,NA
42980,-1.98795,4.14813,-4.85368,NA,-26.553,NA,NA,NA
43192,-1.49371,4.12427,-5,NA,-23.415,NA,NA,NA
43378,-1.19546,3.69218,-5,NA,NA,NA,-23.049,NA
43436,-1.79952,4.39656,-4.94857,NA,NA,-49.047,NA,NA
43774,-2.38181,4.5816,-5,NA,NA,-71.342,NA,NA
43939,-2.1069,4.05755,-5,NA,NA,-50.408,NA,NA
44031,-1.45494,4.22541,-5,NA,-29.301,NA,NA,NA
44215,-1.91336,3.6297,-4.71479,NA,NA,NA,-22.613,NA
44572,-1.7998,3.18372,-5,NA,NA,-61.066,NA,NA
44755,-1.35674,3.89146,-5,NA,NA,-34.761,NA,NA
44913,-1.43906,4.17425,-4.70265,NA,-24.31,NA,NA,NA
45130,-1.67374,4.21481,-5,NA,NA,-35.631,NA,NA
45261,-1.91959,4.71741,-5,NA,NA,NA,-66.421,NA
45493,-1.27854,4.41836,-5,NA,NA,NA,-50.929,NA
45766,-1.66085,3.9659,-5,NA,-17.54,NA,NA,NA
45896,-1.37629,3.6773,-5,NA,-34.017,NA,NA,NA
46161,-1.41253,4.45214,-5,NA,NA,-65.698,NA,NA
46369,-1.61225,4.64127,-5,NA,NA,NA,-56.921,NA
46435,-1.80047,4.18734,-5,NA,NA,NA,-34.983,NA
46760,-2.20585,3.97716,-4.19283,NA,-69.191,NA,NA,NA
46992,-1.42792,4.27214,-5,NA,-30.842,NA,NA,NA
47078,-1.22045,3.52719,-5,NA,NA,-54.146,NA,NA
47290,-1.84493,3.42097,-5,NA,NA,NA,-29.619,NA
47570,-1.78428,3.67799,-5,NA,-21.705,NA,NA,NA
47625,-1.49995,4.03378,-4.86581,NA,NA,NA,-15.051,NA
47905,-1.41463,3.76664,-4.78363,NA,-14.549,NA,NA,NA
48084,-2.43158,3.67107,-5,NA,NA,NA,-51.048,NA
48386,-1.46124,3.47852,-5,NA,NA,NA,-23.412,NA
48408,-1.58462,3.48739,-5,NA,NA,-42.932,NA,NA
48773,-1.79466,3.56922,-5,NA,NA,-43.693,NA,NA
48972,-2.27994,4.20154,-5,NA,-55.322,NA,NA,NA
49160,-2.12461,4.57764,-5,NA,NA,-59.081,NA,NA
49230,-1.66379,3.87273,-5,NA,NA,-52.734,NA,NA
49571,-2.03276,4.55997,-5,NA,NA,-54.812,NA,NA
49672,-1.99728,3.61309,-5,NA,NA,-46.086,NA,NA
49822,-2.09976,3.75133,-5,NA,-41.15,NA,NA,NA
50081,-1.44632,3.2725,-5,NA,NA,NA,-20.795,NA
50253,-1.90628,4.06031,-5,NA,NA,-41.255,NA,NA
50420,-2.40602,4.16843,-5,NA,-56.82,NA,NA,NA
50795,-1.57231,3.77751,-4.57358,NA,NA,NA,-23.116,NA
50869,-1.74771,3.88658,-4.65404,NA,-22.385,NA,NA,NA
51124,-1.85202,3.83894,-5,NA,NA,NA,-27.894,NA
51237,-1.85358,4.08904,-5,NA,NA,-45.962,NA,NA
51483,-1.52324,3.99514,-4.89666,NA,NA,-29.959,NA,NA
51668,-1.74296,4.31952,-5,NA,NA,NA,NA,-59.289
51858,-2.1884,3.63867,-5,NA,NA,NA,-38.821,NA
52170,-2.56424,3.66202,-4.75729,NA,NA,-58.981,NA,NA
52203,-1.89322,4.3633,-5,NA,-48.604,NA,NA,NA
52436,-2.09509,4.10904,-4.81868,NA,NA,-55.508,NA,NA
52642,-1.61974,3.3029,-5,NA,NA,NA,-32.117,NA
52930,-1.44929,3.28339,-5,NA,-53.956,NA,NA,NA
53177,-1.07393,4.40744,-5,NA,NA,-64.728,NA,NA
53329,-1.11823,3.81898,-5,NA,-19.626,NA,NA,NA
53454,-2.0464,3.96268,-5,NA,NA,NA,-35.869,NA
53744,-2.26402,4.39656,-5,NA,NA,-54.388,NA,NA
53888,-2.36738,3.69018,-4.68963,NA,NA,NA,-44.105,NA
54080,-1.68517,4.54054,-5,NA,-54.851,NA,NA,NA
54206,-1.26337,4.29235,-4.8578,NA,-46.631,NA,NA,NA
54525,-1.92642,4.34758,-4.62382,NA,NA,NA,-42.607,NA
54681,-1.99848,4.1101,-4.21831,NA,-61.775,NA,NA,NA
54853,-1.59952,4.19208,-4.78919,NA,NA,-37.703,NA,NA
55119,-2.0753,3.97868,-5,NA,NA,NA,-36.441,NA
55320,-1.74415,4.17689,-5,NA,NA,-38.27,NA,NA
55475,-2.0718,3.61876,-5,NA,NA,-40.085,NA,NA
55749,-1.80399,3.74262,-5,NA,NA,-47.795,NA,NA
55895,-2.28285,4.48874,-5,NA,NA,NA,-55.467,NA
56055,-2.09533,4.40283,-5,NA,NA,-60.289,NA,NA
56355,-2.27829,3.45175,-4.42501,NA,NA,NA,-43.516,NA
56410,-2.06577,3.86948,-5,NA,NA,-34.941,NA,NA
56787,-1.76091,4.42347,-4.95527,NA,NA,NA,-49.267,NA
56941,-1.6585,4.13196,-5,NA,NA,NA,-29.786,NA
57093,-1.61414,3.98344,-5,NA,NA,NA,-16.296,NA
57335,-2.32703,4.22018,-5,NA,NA,NA,-60.896,NA
57581,-1.51546,3.70271,-4.72652,NA,-40.154,NA,NA,NA
57739,-1.86289,4.02509,-5,NA,NA,-40.913,NA,NA
57909,-1.06586,3.59867,-4.95811,NA,-43.292,NA,NA,NA
58111,-1.48151,3.63268,-5,NA,NA,NA,-17.692,NA
58258,-1.26708,3.38368,-5,NA,NA,-73.38,NA,NA
58444,-1.56234,4.07029,-5,NA,NA,-33.787,NA,NA
58611,-2.04563,3.99916,-5,NA,NA,NA,-36.703,NA
58843,-1.83019,3.38022,-5,NA,NA,NA,-28.217,NA
59117,-2.01395,3.67362,-5,NA,-36.742,NA,NA,NA
59225,-1.99418,3.76898,-4.7198,NA,NA,-31.656,NA,NA
59547,-2.22219,3.70037,-4.89461,NA,NA,-58.318,NA,NA
59778,-1.43921,3.4737,-5,NA,-11.553,NA,NA,NA
59859,-1.62423,4.12866,-5,NA,NA,-38.614,NA,NA
60135,-2.16897,4.05297,-5,NA,NA,NA,-39.51,NA
60394,-1.79023,4.67603,-5,NA,-52.257,NA,NA,NA
60436,-1.3379,3.98998,-5,NA,NA,-34.165,NA,NA
60609,-2.02472,3.55476,-4.78949,NA,NA,NA,-30.115,NA
60866,-1.71653,3.74616,-5,NA,-11.47,NA,NA,NA
61003,-1.55,3.29842,-5,NA,-38.345,NA,NA,NA
61366,-1.16544,3.56255,-5,NA,NA,-59.63,NA,NA
61498,-1.17101,3.76174,-5,NA,NA,-67.703,NA,NA
61697,-1.9363,3.4028,-4.86837,NA,NA,NA,-18.186,NA
61945,-1.21714,3.76051,-5,NA,NA,NA,-14.277,NA
62018,-1.56855,3.84246,-5,NA,-40.928,NA,NA,NA
62347,-1.43516,3.6524,-5,NA,NA,NA,-4.03,NA
62412,-1.86553,3.49645,-5,NA,NA,NA,-25.232,NA
62702,-1.05045,3.82766,-4.78426,NA,NA,NA,-27.629,NA
62955,-1.1861,3.2284,-5,NA,NA,-75.316,NA,NA
63031,-1.56306,3.80686,-5,NA,NA,NA,-5.157,NA
63397,-1.89364,3.5819,-5,NA,NA,NA,-20.259,NA
63414,-1.55659,4.05995,-5,NA,NA,-39.475,NA,NA
63647,-1.48096,3.59693,-4.76754,NA,-2.994,NA,NA,NA
63972,-1.87862,4.06118,-4.99312,NA,NA,-46.15,NA,NA
64059,-1.28329,3.64672,-5,NA,NA,NA,-16.188,NA
64202,-1.92158,3.85077,-5,NA,NA,NA,-29.648,NA
64562,-1.86484,5,-5,NA,NA,-77.502,NA,NA
64791,-1.30822,3.28378,-4.92026,NA,NA,NA,-20.212,NA
64808,-1.66744,3.95137,-5,NA,NA,-49.687,NA,NA
65092,-1.88031,3.46716,-4.2005,NA,NA,-63.517,NA,NA
65304,-1.62845,3.44775,-5,NA,NA,NA,-22.473,NA
65595,-0.976756,4.31243,-5,NA,NA,-65.296,NA,NA
65675,-2.00748,3.19914,-4.81282,NA,NA,NA,-42.612,NA
65929,-2.20778,4.34419,-5,NA,NA,NA,-50.604,NA
66195,-1.5951,3.45909,-4.98388,NA,NA,-32.366,NA,NA
66392,-2.14887,3.8124,-4.38156,NA,NA,-62.918,NA,NA
66451,-2.20054,4.09152,-5,NA,-45.789,NA,NA,NA
66617,-1.42377,3.65626,-5,NA,NA,NA,-23.279,NA
66840,-1.57895,3.78207,-4.71911,NA,NA,NA,-11.772,NA
67081,-1.79095,3.832,-5,NA,-13.757,NA,NA,NA
67350,-1.68935,4.21458,-5,NA,NA,-36.537,NA,NA
67593,-1.3205,3.41338,-5,NA,NA,NA,-16.904,NA
67652,-1.48454,3.34721,-4.18264,NA,NA,NA,-76.025,NA
67945,-1.57116,4.30291,-4.75972,NA,NA,-46.01,NA,NA
68064,-1.74876,4.24809,-5,NA,NA,NA,-41.368,NA
68247,-1.5027,3.64839,-4.84221,NA,-23.876,NA,NA,NA
68525,-2.11837,3.86965,-5,NA,NA,NA,-37.875,NA
68614,-1.93126,3.87997,-5,NA,NA,NA,-27.806,NA
68915,-1.45156,3.85729,-5,NA,NA,NA,-15.463,NA
69157,-1.6004,3.49651,-5,NA,NA,-41.445,NA,NA
69205,-1.54718,3.72697,-5,NA,-21.598,NA,NA,NA
69412,-1.98169,3.26962,-5,NA,-35.423,NA,NA,NA
69748,-1.94342,3.4192,-4.7955,NA,NA,NA,-21.387,NA
69921,-2.64554,4.18457,-4.93561,NA,NA,NA,-56.462,NA
70076,-1.33537,4.10417,-5,NA,NA,NA,-24.364,NA
70378,-1.72155,4.00189,-4.4807,NA,NA,-48.24,NA,NA
70464,-2.13573,4.42701,-4.79051,NA,NA,NA,-49.128,NA
70772,-1.84988,3.44945,-5,NA,NA,NA,-31.366,NA
70938,-2.14368,3.34917,-5,NA,NA,NA,-44.652,NA
71034,-1.26648,3.97179,-5,NA,NA,NA,-23.612,NA
71354,-1.31563,4.02207,-5,NA,NA,NA,-21.84,NA
71476,-1.05397,3.97967,-5,NA,NA,-58.894,NA,NA
71733,-2.01684,3.83024,-4.71385,NA,NA,NA,-33.298,NA
71960,-2.29079,3.96167,-5,NA,NA,-58.717,NA,NA
72129,-1.6603,4.04358,-4.57866,NA,NA,-48.904,NA,NA
72378,-1.63494,3.28207,-5,NA,NA,NA,-35.706,NA
72502,-2.52873,3.49173,-4.99577,NA,NA,NA,-61.541,NA
72676,-2.51996,3.74153,-4.78115,NA,NA,-56.471,NA,NA
72859,-2.00064,3.89664,-5,NA,NA,NA,-33.666,NA
73035,-1.95568,4.0265,-5,NA,NA,-44.803,NA,NA
73395,-2.41556,4.4388,-4.32172,NA,NA,-74.972,NA,NA
73469,-1.60311,4.26381,-4.87286,NA,NA,NA,-40.936,NA
73765,-1.60754,4.44779,-4.37588,NA,NA,NA,-61.909,NA
73918,-1.43464,3.80355,-4.78582,NA,NA,-26.549,NA,NA
74146,-1.74567,4.08492,-4.72037,NA,NA,-42.375,NA,NA
74282,-1.66409,4.2196,-5,NA,NA,NA,-36.419,NA
74465,-2.03564,4.01841,-5,NA,NA,NA,-37.074,NA
74677,-1.97826,3.79187,-5,NA,NA,-34.031,NA,NA
74896,-2.58426,3.81159,-4.95183,NA,NA,-50.992,NA,NA
75061,-1.34109,3.51416,-5,NA,NA,NA,-8.347,NA
75321,-2.19267,4.07654,-5,NA,NA,-46.055,NA,NA
75578,-2.10786,3.47685,-5,NA,NA,NA,-32.673,NA
75720,-1.70669,4.26901,-5,NA,NA,NA,-44.308,NA
75848,-1.72551,3.25554,-5,NA,NA,-45.757,NA,NA
76055,-1.46821,3.67845,-5,NA,NA,-38.975,NA,NA
76349,-1.68348,4.14037,-5,NA,NA,-38.377,NA,NA
76408,-0.97319,3.68446,-5,NA,NA,NA,-38.317,NA
76694,-1.42362,3.94955,-5,NA,NA,NA,-18.41,NA
76989,-2.21544,3.47846,-5,NA,NA,-51.951,NA,NA
77044,-1.21008,3.63461,-5,NA,NA,-58.059,NA,NA
77258,-1.96128,3.546,-4.3569,NA,NA,-53.885,NA,NA
77551,-1.36044,3.07529,-5,NA,NA,-65.687,NA,NA
77642,-1.59737,4.26793,-5,NA,NA,-43.903,NA,NA
77967,-1.4331,4.18611,-4.86334,NA,NA,NA,-16.534,NA
78072,-1.22341,4.00561,-5,NA,-28.83,NA,NA,NA
78323,-1.77577,3.84509,-4.79497,NA,NA,NA,-10.759,NA
78561,-1.77215,3.56089,-4.44424,NA,NA,NA,-36.38,NA
78735,-2.33386,3.30951,-5,NA,NA,-51.563,NA,NA
78869,-1.32724,3.93142,-5,NA,NA,-40.131,NA,NA
79017,-1.16144,3.47653,-5,NA,NA,NA,-34.27,NA
79247,-2.02484,4.31492,-4.76221,NA,NA,NA,-29.3,NA
79581,-2.12925,3.9386,-5,NA,NA,-46.08,NA,NA
