id,x0,x1,x2,fitness-1.5,fitness-1,fitness-2.5,fitness-2,fitness-3,fitness-3.5,fitness-4
9234,1.6991,1.23365,-5,NA,NA,-22.532,NA,NA,NA,NA
9479,1.76448,2.08676,-5,NA,NA,NA,-21.498,NA,NA,NA
9730,1.57394,2.24983,-5,NA,NA,NA,-24.765,NA,NA,NA
9986,1.92802,2.41006,-4.69902,NA,NA,-19.571,NA,NA,NA,NA
10185,1.98539,2.17561,-3.73671,NA,NA,NA,NA,-21.787,NA,NA
10356,1.4839,1.19894,-4.71483,NA,NA,-16.616,NA,NA,NA,NA
10479,1.34247,2.27383,-3.93155,NA,NA,NA,NA,-25.073,NA,NA
10745,1.73126,1.55065,-4.86071,NA,NA,NA,NA,-20.13,NA,NA
10909,2.80772,2.14608,-5,NA,NA,NA,NA,-45.761,NA,NA
11051,1.13605,1.6585,-5,NA,NA,NA,-29.95,NA,NA,NA
11364,1.81759,2.13691,-4.96979,NA,NA,NA,NA,NA,-33.705,NA
11553,1.44038,1.80351,-3.95712,NA,NA,NA,NA,-16.697,NA,NA
11638,1.35586,2.02362,-4.44261,NA,NA,-11.281,NA,NA,NA,NA
11820,1.84549,2.21799,-5,NA,NA,NA,-30.289,NA,NA,NA
12017,1.49308,2.21014,-5,NA,NA,-22.922,NA,NA,NA,NA
12278,1.83472,2.38103,-5,NA,NA,NA,NA,-27.154,NA,NA
12583,1.57393,1.81166,-3.85077,NA,NA,NA,-11.909,NA,NA,NA
12768,1.67391,1.23231,-5,NA,NA,-25.178,NA,NA,NA,NA
12965,1.99584,2.33612,-5,NA,NA,-25.458,NA,NA,NA,NA
13052,2.14741,1.37856,-4.69108,NA,NA,NA,NA,-16.624,NA,NA
13263,1.64304,2.04891,-3.63446,NA,NA,-20.265,NA,NA,NA,NA
13509,1.16759,1.64192,-4.23825,NA,NA,-14.744,NA,NA,NA,NA
13635,1.55497,1.91484,-4.02491,NA,NA,NA,-22.407,NA,NA,NA
13807,1.45945,2.22776,-4.57054,NA,NA,-15.115,NA,NA,NA,NA
14070,1.99753,1.46956,-4.96489,NA,NA,-16.156,NA,NA,NA,NA
14262,1.12455,1.5841,-5,NA,NA,NA,NA,-32.106,NA,NA
14571,2.25729,1.45993,-4.69829,NA,NA,-12.659,NA,NA,NA,NA
14625,2.55967,2.19415,-5,NA,NA,-32.852,NA,NA,NA,NA
14829,2.41654,1.27042,-4.62904,NA,NA,NA,-32.495,NA,NA,NA
15003,1.59133,1.15385,-4.51766,NA,NA,-12.779,NA,NA,NA,NA
15245,1.68479,1.46315,-4.14877,NA,NA,-2.733,NA,NA,NA,NA
15481,1.87403,1.27599,-4.72858,NA,NA,NA,NA,NA,-28.324,NA
15632,1.60975,1.76784,-4.1263,NA,NA,-2.86,NA,NA,NA,NA
15846,2.05527,1.65236,-3.72196,NA,NA,-14.259,NA,NA,NA,NA
16020,1.85774,2.28592,-3.60894,NA,NA,-26.137,NA,NA,NA,NA
16243,1.68319,2.04125,-4.36327,NA,NA,-5.935,NA,NA,NA,NA
16501,1.92415,2.04443,-5,NA,NA,NA,NA,-20.546,NA,NA
16669,2.13841,2.41819,-5,NA,NA,-29.253,NA,NA,NA,NA
16968,1.68659,2.29695,-5,NA,NA,-24.015,NA,NA,NA,NA
17008,2.17711,1.32628,-4.44232,NA,NA,NA,-12.973,NA,NA,NA
17388,2.52868,1.49252,-4.62905,NA,NA,-20.124,NA,NA,NA,NA
17416,1.69927,1.32176,-5,NA,NA,NA,-22.061,NA,NA,NA
17752,2.05486,1.94569,-5,NA,NA,NA,NA,-20.081,NA,NA
17953,1.76881,1.99884,-4.96924,NA,NA,-15.435,NA,NA,NA,NA
18176,1.70838,1.49127,-4.51622,NA,NA,NA,NA,NA,-29.248,NA
18295,2.16883,1.46509,-5,NA,NA,NA,NA,NA,-38.555,NA
18566,1.97461,1.75746,-4.90853,NA,NA,-12.041,NA,NA,NA,NA
18770,2.54181,1.08253,-5,NA,NA,-42.765,NA,NA,NA,NA
18874,1.73563,1.66458,-3.83933,NA,NA,NA,NA,-10.156,NA,NA
19041,2.45312,1.36194,-4.03633,NA,NA,NA,NA,-20.739,NA,NA
19332,1.44154,1.00366,-4.10955,NA,NA,-27.612,NA,NA,NA,NA
19456,1.54141,2.12824,-4.81028,NA,NA,NA,-17.978,NA,NA,NA
19787,1.65843,2.07219,-4.42214,-36.086,NA,NA,NA,NA,NA,NA
19885,2.08851,2.3493,-4.84963,NA,NA,NA,-24.76,NA,NA,NA
20144,1.67554,1.58916,-4.45423,NA,NA,NA,NA,-11.109,NA,NA
20313,1.75126,2.16554,-4.9811,NA,NA,NA,-20.941,NA,NA,NA
20563,1.36451,2.01176,-4.22852,NA,NA,NA,-17.84,NA,NA,NA
20663,1.46542,2.52526,-4.12601,NA,NA,NA,-26.478,NA,NA,NA
20931,2.0223,1.60372,-3.47828,NA,NA,NA,-27.804,NA,NA,NA
21185,1.78037,1.53441,-3.82026,NA,NA,-10.241,NA,NA,NA,NA
21261,1.91942,1.39862,-4.09962,NA,NA,NA,-11.194,NA,NA,NA
21545,2.05404,2.31876,-4.90735,NA,NA,NA,NA,-26.583,NA,NA
21704,2.09135,2.21896,-4.34665,NA,NA,NA,NA,-16.661,NA,NA
21861,2.59065,1.88381,-4.64675,NA,NA,NA,-27.001,NA,NA,NA
22070,1.48137,2.33086,-3.91021,NA,NA,-21.147,NA,NA,NA,NA
22252,1.07101,2.02828,-4.16433,NA,NA,-20.285,NA,NA,NA,NA
22440,1.50032,1.86475,-4.95939,NA,NA,NA,-18.123,NA,NA,NA
22621,1.15693,1.48019,-5,NA,NA,NA,NA,-31.147,NA,NA
22894,2.06512,1.80565,-4.16819,NA,NA,-4.734,NA,NA,NA,NA
23174,1.10381,1.42872,-4.18264,NA,NA,NA,NA,NA,-37.294,NA
23387,1.87436,1.64971,-5,NA,NA,NA,NA,NA,-30.22,NA
23572,1.88236,1.90444,-5,NA,NA,NA,NA,-16.91,NA,NA
23727,2.37522,1.87229,-5,NA,NA,NA,NA,-28.704,NA,NA
23858,1.87845,1.27122,-5,NA,NA,NA,NA,-24.756,NA,NA
24088,2.13631,1.62585,-5,NA,NA,NA,-29.757,NA,NA,NA
24308,2.47656,2.14071,-3.74496,NA,NA,-29.58,NA,NA,NA,NA
24525,1.44542,1.97275,-4.13091,NA,NA,-8.192,NA,NA,NA,NA
24605,1.54241,1.30387,-4.41458,NA,NA,-7.102,NA,NA,NA,NA
24926,1.38566,1.62361,-5,NA,NA,-19.712,NA,NA,NA,NA
25099,1.32367,2.4642,-4.99265,NA,NA,NA,NA,-39.741,NA,NA
25206,2.04138,2.98573,-4.38172,NA,NA,NA,NA,-44.615,NA,NA
25584,2.04814,1.2584,-3.72627,NA,NA,-19.683,NA,NA,NA,NA
25724,1.82505,1.54736,-4.08844,NA,NA,NA,NA,-5.048,NA,NA
25943,1.86465,2.28129,-4.11595,NA,NA,-14.076,NA,NA,NA,NA
26035,1.83634,1.18817,-4.3788,NA,NA,-7.527,NA,NA,NA,NA
26398,1.29346,1.726,-4.8616,NA,NA,NA,-19.019,NA,NA,NA
26492,1.26654,1.51004,-4.17636,NA,NA,NA,-17.356,NA,NA,NA
26634,1.7962,1.54935,-4.72563,NA,NA,NA,NA,-11.939,NA,NA
26832,1.34743,1.88617,-4.81341,NA,NA,NA,NA,-16.123,NA,NA
27133,2.36496,1.62555,-5,NA,NA,-23.319,NA,NA,NA,NA
27396,1.78126,2.04702,-5,NA,NA,NA,-20.199,NA,NA,NA
27567,0.878097,1.98501,-5,NA,NA,NA,-40.781,NA,NA,NA
27708,1.8015,2.65549,-5,NA,NA,NA,-39.372,NA,NA,NA
27857,1.31283,1.33311,-3.99137,NA,NA,-14.938,NA,NA,NA,NA
28189,1.83022,1.21114,-4.89268,NA,NA,-19.649,NA,NA,NA,NA
28329,1.90315,1.65489,-5,NA,NA,NA,NA,-16.056,NA,NA
28595,2.70788,1.88144,-5,NA,NA,-33.933,NA,NA,NA,NA
28654,2.01173,1.747,-4.30186,NA,NA,NA,-11.28,NA,NA,NA
28881,1.85036,1.72821,-4.05708,NA,NA,-3.715,NA,NA,NA,NA
29016,2.104,2.18729,-4.38557,NA,NA,NA,NA,-16.805,NA,NA
29307,2.06803,2.61504,-4.05469,NA,NA,NA,NA,-31.675,NA,NA
29554,1.82507,2.06848,-4.66612,NA,NA,-9.407,NA,NA,NA,NA
29645,2.48479,1.48997,-4.62336,NA,NA,NA,NA,-21.265,NA,NA
29806,1.91551,2.42297,-5,NA,NA,-27.338,NA,NA,NA,NA
30181,2.34028,1.57744,-5,NA,NA,-21.883,NA,NA,NA,NA
30280,1.88408,1.43201,-5,NA,NA,NA,NA,-28.82,NA,NA
30413,2.15176,2.30457,-4.52749,NA,NA,NA,NA,NA,-32.72,NA
30623,2.18955,1.32231,-3.98067,NA,NA,-12.339,NA,NA,NA,NA
30854,1.4917,1.52865,-4.37131,NA,NA,-3.986,NA,NA,NA,NA
31081,1.25288,1.85975,-4.05569,NA,NA,-13.27,NA,NA,NA,NA
31287,2.35826,1.03967,-4.10362,NA,NA,NA,-28.578,NA,NA,NA
31456,2.51735,0.932643,-5,NA,NA,-47.348,NA,NA,NA,NA
31725,2.00065,1.63,-4.80559,NA,NA,NA,NA,-11.013,NA,NA
31944,1.69853,1.24172,-4.04694,NA,NA,NA,NA,-18.856,NA,NA
32177,1.42529,1.96021,-4.57581,NA,NA,NA,-14.088,NA,NA,NA
32316,1.71818,1.84469,-4.26348,NA,NA,-2.541,NA,NA,NA,NA
32565,1.94213,1.29317,-5,NA,NA,NA,-28.368,NA,NA,NA
32721,1.62975,2.23819,-4.41027,NA,NA,NA,-13.068,NA,NA,NA
32909,1.97098,2.14709,-3.60722,NA,NA,-22.65,NA,NA,NA,NA
33149,1.39098,1.52345,-4.40617,NA,NA,NA,-8.379,NA,NA,NA
33379,1.71054,1.25365,-4.74723,NA,NA,-12.623,NA,NA,NA,NA
33524,1.54646,1.04531,-4.55566,NA,NA,NA,-32.911,NA,NA,NA
33764,1.77548,1.41184,-3.63288,NA,NA,-18.023,NA,NA,NA,NA
33842,1.32681,1.79646,-3.64995,NA,NA,NA,NA,-23.904,NA,NA
34105,2.02923,1.83686,-4.54271,NA,NA,-5.541,NA,NA,NA,NA
34265,1.60847,1.74615,-4.31337,-23.008,NA,NA,NA,NA,NA,NA
34571,2.0378,1.41854,-3.89338,NA,NA,NA,-23.869,NA,NA,NA
34703,1.59734,1.33466,-4.72492,NA,NA,-10.713,NA,NA,NA,NA
34921,1.63194,2.35511,-3.47004,NA,NA,-33.552,NA,NA,NA,NA
35159,1.78632,1.79668,-5,NA,NA,-14.705,NA,NA,NA,NA
35206,1.83014,2.18005,-5,NA,NA,-21.01,NA,NA,NA,NA
35469,2.10309,2.12832,-5,NA,NA,-20.984,NA,NA,NA,NA
35719,1.27906,2.24627,-4.58564,NA,NA,-18.089,NA,NA,NA,NA
35970,2.1124,1.0737,-4.94909,NA,NA,-28.104,NA,NA,NA,NA
36195,1.8692,1.84943,-5,NA,NA,-16.408,NA,NA,NA,NA
36293,1.91459,2.29865,-4.9177,NA,NA,-20.59,NA,NA,NA,NA
36519,2.0952,1.80517,-4.53254,NA,NA,NA,-20.287,NA,NA,NA
36643,2.1627,1.63528,-4.54172,NA,NA,-6.98,NA,NA,NA,NA
36897,1.99435,1.59858,-5,NA,NA,-16.551,NA,NA,NA,NA
37029,0.714157,1.65863,-4.10778,NA,NA,NA,NA,-40.212,NA,NA
37282,1.9207,1.17016,-3.89805,NA,NA,NA,NA,NA,-39.289,NA
37448,1.88057,1.24837,-4.48283,NA,NA,NA,NA,-9.236,NA,NA
37767,1.41864,1.91187,-5,NA,NA,-19.429,NA,NA,NA,NA
37887,1.59444,2.15228,-5,NA,NA,-20.007,NA,NA,NA,NA
38045,1.96177,2.0554,-4.34933,NA,NA,NA,NA,-9.504,NA,NA
38308,2.20893,1.58475,-5,NA,NA,NA,NA,-24.917,NA,NA
38459,2.6242,2.47053,-4.52265,NA,NA,-35.181,NA,NA,NA,NA
38747,1.46154,2.11955,-4.40241,NA,NA,-10.193,NA,NA,NA,NA
38997,1.58143,2.02982,-4.3912,-25.756,NA,NA,NA,NA,NA,NA
39060,1.61409,2.31743,-4.61259,NA,NA,-15.667,NA,NA,NA,NA
39379,2.34176,2.25122,-4.58302,NA,NA,NA,-24.088,NA,NA,NA
39567,1.25883,1.62997,-5,NA,NA,NA,NA,-24.537,NA,NA
39794,1.5749,1.19685,-4.81838,NA,NA,NA,NA,-20.554,NA,NA
39940,1.39544,1.37576,-5,NA,NA,NA,NA,-33.118,NA,NA
40183,1.86162,1.78718,-5,NA,NA,NA,-22.551,NA,NA,NA
40253,1.19346,1.94745,-4.5357,NA,NA,NA,NA,-19.116,NA,NA
40548,1.68779,1.7294,-4.14168,NA,NA,NA,NA,NA,-26.05,NA
40786,2.22507,1.9026,-5,NA,NA,-19.976,NA,NA,NA,NA
40855,1.75274,1.63196,-5,NA,NA,-14.887,NA,NA,NA,NA
41067,1.65462,1.89309,-5,NA,NA,-15.746,NA,NA,NA,NA
41396,1.87685,1.5736,-5,NA,NA,-15.422,NA,NA,NA,NA
41565,1.66885,1.89752,-4.56508,NA,NA,NA,-15.096,NA,NA,NA
41683,2.24051,2.08125,-5,NA,NA,NA,-30.476,NA,NA,NA
41969,1.71616,1.49157,-4.97085,NA,NA,-16.467,NA,NA,NA,NA
42081,1.40168,1.59402,-4.57091,-35.297,NA,NA,NA,NA,NA,NA
42389,1.44895,1.57806,-4.78172,NA,NA,NA,-15.501,NA,NA,NA
42416,2.07268,2.39586,-3.95721,NA,NA,NA,-26.519,NA,NA,NA
42648,2.18298,1.25941,-4.7127,NA,NA,-14.845,NA,NA,NA,NA
42991,2.05958,1.52222,-5,NA,NA,NA,-20.169,NA,NA,NA
43188,2.48403,1.96575,-4.2359,NA,NA,-17.515,NA,NA,NA,NA
43374,1.67862,1.20196,-4.5924,NA,NA,NA,NA,-23.427,NA,NA
43518,1.42909,2.19641,-3.68489,NA,NA,NA,-35.137,NA,NA,NA
43750,2.41255,2.0232,-5,NA,NA,NA,NA,-28.21,NA,NA
43948,1.70736,2.88851,-4.04742,NA,NA,-38.7,NA,NA,NA,NA
44082,1.52398,2.09706,-3.89166,NA,NA,NA,-21.512,NA,NA,NA
44280,1.18791,1.55943,-3.83795,NA,NA,-20.036,NA,NA,NA,NA
44430,1.96745,1.67488,-4.54806,NA,NA,NA,NA,-18.097,NA,NA
44671,0.796787,1.83142,-4.16117,NA,NA,NA,NA,-31.854,NA,NA
44844,1.85785,1.72171,-4.2148,NA,NA,-1.162,NA,NA,NA,NA
45091,1.79736,1.8099,-4.51354,NA,NA,NA,-13.995,NA,NA,NA
45349,1.15714,1.45112,-5,NA,NA,NA,-36.627,NA,NA,NA
45600,1.65926,1.56231,-5,NA,NA,-15.841,NA,NA,NA,NA
45792,1.92132,1.92523,-5,NA,NA,NA,-21.628,NA,NA,NA
45829,2.1281,2.24394,-4.80414,NA,NA,NA,NA,-20.109,NA,NA
46132,2.15912,2.36508,-4.7493,NA,NA,-22.311,NA,NA,NA,NA
46293,2.45175,2.16876,-4.25473,NA,NA,-19.842,NA,NA,NA,NA
46507,2.0882,2.4663,-4.4356,NA,NA,NA,-22.012,NA,NA,NA
46773,2.0886,1.74686,-4.24389,NA,NA,-4.274,NA,NA,NA,NA
46846,2.07254,1.77544,-3.68235,NA,NA,NA,-23.513,NA,NA,NA
47180,1.58818,2.20651,-4.36978,NA,NA,-10.697,NA,NA,NA,NA
47336,1.52064,1.66034,-5,NA,NA,-16.881,NA,NA,NA,NA
47577,2.435,1.47969,-4.39472,NA,NA,-14.437,NA,NA,NA,NA
47603,2.52962,1.31116,-4.68751,NA,NA,-23.521,NA,NA,NA,NA
47843,1.39392,1.72663,-4.72488,NA,NA,NA,-13.041,NA,NA,NA
48186,1.64179,1.60929,-4.13793,NA,NA,NA,NA,-11.522,NA,NA
48370,2.85822,1.46713,-4.83757,NA,NA,-37.129,NA,NA,NA,NA
48568,1.48247,1.71254,-5,NA,NA,NA,-20.426,NA,NA,NA
48749,1.59256,1.57554,-4.25394,NA,NA,NA,NA,-6.875,NA,NA
48993,1.71301,1.75304,-4.34412,NA,NA,-0.964,NA,NA,NA,NA
49197,1.28608,1.59587,-4.21961,NA,NA,-8.554,NA,NA,NA,NA
49363,1.92955,2.0474,-4.25677,NA,NA,NA,-9.836,NA,NA,NA
49574,2.10836,2.0596,-4.937,NA,NA,-17.821,NA,NA,NA,NA
49673,1.93121,1.19001,-4.00665,NA,NA,-11.823,NA,NA,NA,NA
49990,2.73051,1.91469,-4.5305,NA,NA,NA,NA,-30.461,NA,NA
50104,1.78107,1.42796,-5,NA,NA,NA,-22.181,NA,NA,NA
50215,1.81897,1.56128,-3.9546,NA,NA,-6.237,NA,NA,NA,NA
50401,1.50602,1.96347,-3.7397,NA,NA,-15.805,NA,NA,NA,NA
50612,1.22654,2.00923,-4.45902,NA,NA,NA,-21.127,NA,NA,NA
50994,1.8525,2.59809,-4.63765,NA,NA,-25.187,NA,NA,NA,NA
51134,0.961295,1.22093,-4.88551,NA,NA,NA,NA,-41.12,NA,NA
51304,1.67016,1.38907,-4.95356,NA,NA,-15.96,NA,NA,NA,NA
51496,2.22097,2.1422,-5,NA,NA,NA,-33.109,NA,NA,NA
51738,1.88924,1.14424,-4.6103,NA,NA,-14.519,NA,NA,NA,NA
51992,2.18351,1.89617,-4.50232,NA,NA,-8.816,NA,NA,NA,NA
52184,1.36106,2.17201,-4.60862,NA,NA,NA,-25.36,NA,NA,NA
52337,1.02382,1.61932,-4.29311,NA,NA,-19.939,NA,NA,NA,NA
52465,1.76981,1.54207,-4.65242,NA,NA,NA,NA,-7.264,NA,NA
52743,1.69445,1.26808,-4.04047,NA,NA,-8.001,NA,NA,NA,NA
52812,1.35047,1.29644,-5,NA,NA,-26.6,NA,NA,NA,NA
53068,1.47785,1.85829,-4.27633,NA,NA,NA,NA,-12.864,NA,NA
53306,1.78948,1.67763,-3.73171,NA,NA,-11.748,NA,NA,NA,NA
53532,1.19079,1.41216,-4.50657,NA,NA,-15.442,NA,NA,NA,NA
53655,0.934503,1.77393,-3.89768,NA,NA,-30.974,NA,NA,NA,NA
53932,2.35028,1.78654,-5,NA,NA,-21.912,NA,NA,NA,NA
54071,2.45178,1.77974,-4.31121,NA,NA,NA,NA,-18.563,NA,NA
54219,2.42212,1.57529,-4.99024,NA,NA,NA,NA,-25.2,NA,NA
54419,1.47854,1.82827,-5,NA,NA,-17.459,NA,NA,NA,NA
54670,1.87307,2.21684,-4.57728,NA,NA,-12.559,NA,NA,NA,NA
54982,2.52879,2.05236,-5,NA,NA,-29.293,NA,NA,NA,NA
55164,2.29131,1.90331,-4.26556,NA,NA,NA,NA,-13.639,NA,NA
55338,2.56579,2.30022,-4.84218,NA,NA,NA,NA,-34.884,NA,NA
55573,1.25536,1.20008,-4.33761,NA,NA,-18.473,NA,NA,NA,NA
55611,1.79327,1.90072,-4.84019,NA,NA,-10.412,NA,NA,NA,NA
55919,2.02661,1.8305,-4.69676,NA,NA,-8.088,NA,NA,NA,NA
56126,1.38786,2.32616,-4.11293,NA,NA,NA,-28.91,NA,NA,NA
56226,1.94054,1.59604,-4.47895,NA,NA,-3.027,NA,NA,NA,NA
56401,1.67066,1.52575,-4.53516,NA,NA,NA,-7.673,NA,NA,NA
56632,1.9826,1.56589,-4.98618,NA,NA,NA,-17.095,NA,NA,NA
56981,2.06333,1.94173,-4.92819,NA,NA,NA,NA,-19.907,NA,NA
57097,1.62519,2.42781,-5,NA,NA,-27.844,NA,NA,NA,NA
57222,2.16785,1.42431,-5,NA,NA,NA,NA,-30.01,NA,NA
57417,1.96367,2.30926,-5,NA,NA,-23.425,NA,NA,NA,NA
57687,1.54857,2.23187,-5,NA,NA,-22.192,NA,NA,NA,NA
57992,1.86585,2.48914,-5,NA,NA,NA,NA,-30.035,NA,NA
58107,1.9522,1.87678,-4.35725,NA,NA,-3.673,NA,NA,NA,NA
58389,1.29365,1.68755,-3.9563,NA,NA,NA,NA,-17.186,NA,NA
58403,1.09058,1.76914,-4.07625,NA,NA,NA,NA,-22.024,NA,NA
58700,2.29386,2.35961,-3.6619,NA,NA,-33.358,NA,NA,NA,NA
58889,1.02262,1.70288,-3.80185,NA,NA,-27.22,NA,NA,NA,NA
59128,1.16662,1.767,-3.30221,NA,NA,NA,-48.4,NA,NA,NA
59254,1.5664,1.44785,-3.86142,NA,NA,-9.964,NA,NA,NA,NA
59566,1.43872,1.48509,-4.3473,NA,NA,NA,NA,-20.826,NA,NA
59778,1.77338,1.47032,-4.51252,NA,NA,-2.25,NA,NA,NA,NA
59801,2.49372,1.99982,-4.65512,NA,NA,NA,NA,-24.852,NA,NA
60078,2.36199,2.32675,-5,NA,NA,NA,NA,-38.016,NA,NA
60311,1.87794,1.05127,-5,NA,NA,NA,NA,-33.936,NA,NA
60456,1.86942,1.814,-4.44977,NA,NA,NA,-6.095,NA,NA,NA
60664,2.04809,2.36178,-4.25401,NA,NA,-16.539,NA,NA,NA,NA
60998,2.14018,1.74134,-4.61878,NA,NA,NA,NA,-13.558,NA,NA
61051,1.80858,1.26957,-5,NA,NA,-20.92,NA,NA,NA,NA
61261,1.34751,1.37598,-4.28505,NA,NA,NA,-12.393,NA,NA,NA
61514,1.99821,1.55353,-4.18718,NA,NA,NA,-15.073,NA,NA,NA
61710,2.20993,1.50842,-4.31931,NA,NA,-6.705,NA,NA,NA,NA
62000,2.29896,2.35242,-4.28019,NA,NA,NA,-31.123,NA,NA,NA
62076,1.94466,1.10561,-4.60112,NA,NA,NA,-21.497,NA,NA,NA
62238,1.39105,2.11722,-4.10191,NA,NA,NA,NA,-17.029,NA,NA
62542,2.53417,1.06567,-4.14913,NA,NA,-30.963,NA,NA,NA,NA
62783,1.35761,1.65824,-4.35744,NA,NA,NA,NA,-14.807,NA,NA
62901,2.32903,1.21246,-4.01344,NA,NA,NA,-25.952,NA,NA,NA
63017,1.83004,1.35136,-5,NA,NA,NA,-22.871,NA,NA,NA
63217,1.90363,2.19449,-4.79528,NA,NA,NA,-16.679,NA,NA,NA
63421,1.47458,2.61647,-4.21644,NA,NA,-26.305,NA,NA,NA,NA
63617,2.23771,1.66707,-4.37174,NA,NA,-8.582,NA,NA,NA,NA
63852,1.61122,1.66989,-4.39568,NA,NA,NA,NA,NA,-39.413,NA
64198,1.3911,1.49237,-4.37596,NA,NA,NA,NA,-7.892,NA,NA
64202,2.09503,2.06877,-5,NA,NA,-20.148,NA,NA,NA,NA
64449,2.17755,0.692643,-4.7554,NA,NA,NA,NA,-47.243,NA,NA
64621,2.06628,1.6723,-4.8419,NA,NA,NA,-14.847,NA,NA,NA
64970,1.64599,1.50026,-4.00819,NA,NA,NA,NA,-17.01,NA,NA
65118,2.13059,1.16272,-3.69575,NA,NA,-25.909,NA,NA,NA,NA
65219,1.70402,1.76784,-4.64538,NA,NA,NA,-11.195,NA,NA,NA
65598,2.23246,1.76122,-4.45177,NA,NA,-7.894,NA,NA,NA,NA
65766,1.56489,1.53081,-5,NA,NA,-16.775,NA,NA,NA,NA
65855,2.31955,1.34875,-4.6827,NA,NA,NA,NA,-19.194,NA,NA
66094,2.41177,1.6548,-4.37072,NA,NA,-12.391,NA,NA,NA,NA
66283,1.8254,1.57089,-4.03444,NA,NA,-3.068,NA,NA,NA,NA
66578,1.91853,1.62521,-4.74053,NA,NA,-7.515,NA,NA,NA,NA
66661,2.2661,1.76204,-5,NA,NA,NA,-31.358,NA,NA,NA
66897,2.07502,1.75509,-5,NA,NA,-17.952,NA,NA,NA,NA
67128,1.52897,2.19843,-4.4839,NA,NA,NA,-18.306,NA,NA,NA
67344,2.04257,1.25374,-5,NA,NA,NA,NA,-22.998,NA,NA
