id,x0,x1,x2,fitness-3.5,fitness-1.5,fitness-0.5,fitness1,fitness2,fitness1.5,fitness3,fitness4,fitness3.5,fitness0,fitness0.5,fitness2.5,fitness5,fitness4.5,fitness-2,fitness-1,fitness-4,fitness-4.5,fitness-5,fitness-3,fitness-2.5
2385,-0.848544,-0.827479,-1.25072,NA,NA,NA,NA,NA,NA,3226.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2446,-1.07067,-2.89125,-0.971959,NA,NA,NA,NA,NA,NA,NA,NA,323.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2645,-0.668459,-2.11837,-1.28291,NA,NA,NA,NA,NA,NA,1312.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2942,-1.90778,-1.79148,-3.08315,NA,NA,NA,NA,NA,NA,NA,NA,21.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3129,-1.75234,-2.86224,-3.40928,NA,NA,NA,NA,12.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3282,-1.52413,-1.76137,-3.77408,NA,NA,11.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3580,-1.78508,-2.95946,-2.89981,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3772,-0.969521,-3.51661,-3.32707,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3963,0.276313,-2.94049,-3.13659,NA,NA,NA,74.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4147,0.590763,-3.80117,-2.28797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4341,1.02992,-3.64073,-2.58346,NA,NA,NA,-20.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4429,0.311132,-4.08137,-3.77469,NA,NA,NA,NA,14.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4608,0.405555,-3.99795,-2.75914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
4994,0.217849,-4.42751,-2.97724,NA,NA,NA,NA,NA,NA,NA,NA,71.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5103,-0.556342,-4.33818,-2.67616,NA,NA,NA,NA,NA,NA,12.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5375,-0.355183,-3.79352,-3.36379,NA,NA,NA,NA,NA,NA,NA,NA,25.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5492,-0.65217,-4.52595,-3.97127,NA,NA,NA,NA,NA,NA,3.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5638,-2.56774,-3.3,-4.29915,NA,NA,NA,NA,NA,NA,-2.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5889,-2.51535,-2.86839,-4.63075,NA,NA,NA,NA,7.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6153,-2.71771,-2.26271,-4.20769,NA,NA,NA,NA,NA,-0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6346,-1.71427,-3.1427,-4.18178,NA,NA,NA,NA,NA,18.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6409,-0.750364,-3.67515,-4.24034,NA,NA,NA,2.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6709,-1.11619,-4.05549,-4.13812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6868,-0.718604,-3.36694,-2.79606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.013,NA,NA,NA,NA,NA,NA,NA,NA,NA
7023,0.370442,-2.81537,-4.75768,NA,NA,NA,NA,-10.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7276,0.753718,-1.61151,-4.65092,NA,NA,NA,NA,NA,NA,-69.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7600,0.219025,-1.48704,-3.57065,NA,NA,NA,259.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7650,-1.63971,-1.42524,-3.91833,NA,NA,NA,NA,NA,NA,NA,NA,-277.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7959,-1.63295,-1.53164,-3.50869,NA,NA,NA,NA,NA,NA,NA,NA,285.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8056,-0.425587,-2.54222,-4.50586,NA,NA,NA,NA,NA,NA,NA,NA,58.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8273,-1.30936,-2.76672,-4.57491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.174,NA,NA,NA,NA,NA,NA,NA,NA,NA
8540,-1.66201,-3.01832,-4.76635,NA,NA,NA,32.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8613,-1.79888,-2.42235,-4.84617,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8932,-2.96489,-3.65667,-4.39595,NA,NA,NA,11.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9128,-2.577,-1.31274,-3.86563,NA,NA,532.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9327,-3.96579,-1.21551,-3.4029,NA,NA,256.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9459,-4.59692,-1.46054,-4.31489,NA,NA,NA,NA,NA,89.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9690,-4.40969,-1.12854,-3.93565,NA,NA,NA,-1.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9996,-4.91303,-0.813277,-4.77993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.787,NA,NA,NA,NA,NA,NA,NA,NA,NA
10127,-2.7727,1.49362,-4.93327,NA,NA,NA,NA,NA,NA,4.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10248,-4.31768,1.47874,-4.05098,NA,NA,NA,NA,NA,NA,15.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10411,-3.03821,2.47919,-3.92209,NA,NA,NA,NA,NA,NA,-39.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10609,-2.61694,1.57964,-3.66686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.418,NA,NA,NA,NA,NA,NA,NA,NA
10947,-1.66782,2.81806,-2.86403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.4,NA,NA,NA,NA,NA,NA,NA,NA
11126,-4.01002,3.90876,-1.76502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.385,NA,NA,NA,NA,NA,NA,NA,NA
11248,-4.60124,3.10975,-2.33735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.338,NA,NA,NA,NA,NA,NA,NA
11501,-4.6187,3.20674,-1.82705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.574,NA,NA,NA,NA,NA,NA,NA
11694,-3.87791,3.41292,-0.815151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.472,NA,NA,NA,NA,NA,NA,NA,NA,NA
11976,-3.05698,4.85979,0.198693,NA,NA,NA,NA,NA,NA,NA,NA,110.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12025,-3.00699,4.358,0.396821,NA,NA,NA,NA,NA,NA,NA,NA,216.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12368,-3.88823,2.16327,0.298342,NA,NA,NA,NA,NA,NA,NA,NA,60.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12425,-4.639,4.02338,1.12373,NA,NA,NA,NA,NA,NA,NA,2.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12666,-4.76251,4.90099,0.812643,NA,NA,NA,NA,NA,NA,102.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12876,-4.47216,4.16505,1.6693,NA,NA,NA,NA,NA,NA,60.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13116,-4.72491,4.99208,1.00681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13259,-3.51016,4.18785,-0.223694,NA,NA,NA,NA,NA,NA,NA,NA,NA,958.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13521,-3.97055,4.89108,0.185721,NA,NA,762.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13791,-4.61573,3.77773,0.779938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.835,NA,NA,NA,NA,NA,NA
13975,-4.43392,4.13112,-0.251731,NA,1093.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14021,-3.38998,4.95221,-1.16545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.88,NA,NA,NA,NA,NA,NA
14284,-3.9325,4.86497,-1.06275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714.119,NA,NA,NA,NA,NA,NA
14596,-3.99552,2.7629,-0.586072,NA,NA,656.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14767,-3.78108,2.99446,0.0548682,NA,NA,NA,NA,NA,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14885,-4.51748,2.66219,0.415096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.173,NA,NA,NA,NA,NA,NA
15094,-4.60206,2.48889,1.32105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.155,NA,NA,NA,NA,NA
15319,-4.0435,0.711578,2.85112,NA,NA,92.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15435,-4.06406,-0.751044,3.26924,NA,NA,NA,384.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15670,-4.59123,1.35301,3.4809,NA,-77.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15979,-4.93618,3.442,3.52049,NA,NA,-14.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16189,-4.38469,4.57079,3.97112,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16327,-4.52847,4.32518,3.80834,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16525,-4.77574,4.87079,3.58791,NA,NA,-77.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16636,-4.02691,4.21936,1.66549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16852,-4.41194,4.97465,2.4805,NA,NA,NA,NA,82.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17130,-4.23836,4.42118,1.44106,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17301,-3.99247,4.7148,0.592054,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17568,-3.09449,4.66327,-2.38147,NA,NA,NA,7.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17683,-3.04708,4.59923,-2.26429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17990,-2.72718,4.62515,-1.85058,NA,NA,NA,NA,15.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18044,-2.16907,4.7899,-2.41837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18302,-0.704256,4.90586,-1.85877,NA,NA,7267.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18459,-2.10321,4.59132,0.346036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1061.897,NA,NA,NA,NA,NA
18720,-1.98155,3.48063,1.20656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.872,NA,NA,NA,NA,NA
18840,-2.06877,3.45538,1.16223,NA,178.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19141,0.279519,1.92469,2.26489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.05,NA,NA,NA,NA,NA
19265,0.906254,2.54603,2.03164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.449,NA,NA,NA,NA,NA,NA
19532,1.68442,2.06853,3.84892,5.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19617,0.673817,2.3778,4.07539,-34.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19942,-0.106448,0.466219,4.30336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.066,NA,NA,NA,NA
20105,-0.391651,1.80434,4.55857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.432,NA,NA,NA,NA
20318,-0.241105,1.48777,4.65164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.219,NA,NA,NA,NA
20476,-1.02965,3.02505,4.09493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.646,NA,NA,NA
20639,-2.98452,3.2487,2.85236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.562,NA,NA
20816,-2.54771,2.3424,2.04881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.955,NA,NA,NA
21037,-1.6853,2.33291,3.61536,38.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21310,-1.97161,2.81337,4.6473,282.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21455,-1.46702,2.63827,3.84499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.114,NA,NA,NA,NA
21744,-0.0441131,2.77219,3.3776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.179,NA,NA,NA
21946,0.183115,2.22673,4.69669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.709,NA,NA,NA
22015,1.22494,0.348911,4.11641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.696,NA,NA,NA
22259,0.144123,1.48734,4.27172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.647,NA,NA,NA,NA
22442,1.54305,1.9112,3.26167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.997,NA,NA,NA,NA
22736,2.63622,3.13484,1.30121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.189,NA,NA,NA
22956,3.97442,2.15355,1.61508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995,NA,NA,NA
23060,4.17714,2.16089,3.21684,49.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23287,4.58301,0.224764,3.78451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.467,NA,NA,NA
23584,1.44462,-0.118376,2.57142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.464,NA,NA,NA,NA
23713,1.83123,-2.33117,2.61916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.625,NA
23888,2.36776,-2.47636,3.69922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84.66,NA,NA,NA,NA
24198,0.75733,-2.97319,4.4739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.495,NA,NA
24238,-0.131325,-2.90169,3.04587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.132,NA,NA
24414,-0.848604,-1.2233,3.3625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803.648,NA,NA
24770,-2.00585,-1.38372,2.31662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.138,NA,NA
24845,-0.29772,-1.74301,2.93345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.085,NA,NA,NA,NA
25095,-0.0922397,-1.61935,2.38743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.339
25225,0.280404,-3.50378,2.20145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.451,NA
25529,-0.111892,-4.06329,3.69193,NA,330.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25784,-1.04147,-2.74212,4.89225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.204
25820,-0.000177198,-2.80333,4.60083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.919
26065,-0.219123,-1.50676,3.27351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.129
26233,-1.36711,-1.73679,3.36427,NA,74.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26440,-0.932608,-2.62692,2.95022,NA,NA,94.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26733,-0.508118,-1.9078,4.44805,NA,433.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26952,-0.206117,-2.8476,4.67587,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27072,1.36363,-2.8143,3.43582,NA,NA,-1.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27214,0.083643,-2.47194,4.92424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.822,NA,NA,NA,NA,NA,NA
27571,-0.152814,-1.23146,4.2938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2801.826,NA,NA,NA,NA,NA
27739,-0.509264,-0.842463,2.81228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27830,-1.95962,-0.47183,2.16027,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28026,-0.0280074,-0.354682,1.41983,NA,NA,41.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28392,-0.321799,-0.213727,1.45375,NA,NA,490.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28511,-0.794234,-1.00937,1.92002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2835.842,NA,NA,NA,NA,NA
28745,-1.60613,-2.36514,2.20592,NA,443.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28803,-2.39254,-0.934644,2.88266,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29113,-3.01448,-2.66286,2.59348,NA,NA,12.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29383,-3.7762,-2.49601,2.58357,NA,14.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29512,-3.799,-1.99093,1.85424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.299,NA,NA,NA,NA,NA
29732,-3.3822,-0.878279,0.912936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.423,NA,NA,NA,NA,NA
29885,-3.05762,-0.701607,0.579608,NA,NA,-41.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30125,-1.09191,-0.223027,1.81033,NA,NA,292.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30221,-0.565728,0.384501,3.06904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.47,NA,NA,NA,NA,NA
30564,0.335015,-1.23545,2.92259,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30678,-0.110368,-0.222657,4.08177,NA,NA,NA,NA,NA,NA,NA,NA,NA,1459.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30898,0.681827,-0.926292,3.49372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.761,NA,NA,NA,NA,NA
31147,-0.701611,0.531548,3.57915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.285,NA,NA,NA,NA,NA
31300,-0.733615,1.83598,4.85095,NA,NA,NA,NA,NA,NA,NA,NA,NA,2645.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31548,-0.65481,3.8834,2.93009,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31711,-0.197222,4.934,0.339106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,791.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31976,-0.376014,4.71168,0.455647,NA,NA,NA,NA,NA,101.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32112,-1.53847,4.57806,0.89572,NA,NA,NA,NA,153.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32328,-1.80694,4.52096,3.58879,NA,NA,NA,NA,NA,NA,2.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32506,-0.396245,4.85088,3.21267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.823,NA,NA,NA,NA,NA,NA,NA,NA,NA
