id,x0,x1,x2,fitness-3,fitness-1,fitness-1.5,fitness-2,fitness-2.5,fitness-3.5,fitness-4,fitness-0.5
23136,1.64738,1.00618,-4.80106,NA,NA,NA,NA,NA,-55.258,NA,NA
23355,2.1413,1.30239,-5,-31.113,NA,NA,NA,NA,NA,NA,NA
23493,1.67002,1.53829,-5,NA,NA,NA,NA,NA,-34.773,NA,NA
23681,1.53077,0.96204,-4.76718,NA,NA,NA,NA,-31.32,NA,NA,NA
23912,1.27748,1.46087,-5,-29.497,NA,NA,NA,NA,NA,NA,NA
24029,0.748323,2.11091,-4.83998,-43.509,NA,NA,NA,NA,NA,NA,NA
24216,0.911736,2.47419,-4.89867,NA,NA,-54.928,NA,NA,NA,NA,NA
24416,2.13466,1.42803,-5,NA,NA,NA,NA,-20.121,NA,NA,NA
24795,2.47314,2.02914,-4.27486,NA,NA,NA,-29.556,NA,NA,NA,NA
24920,2.19569,2.09166,-4.56656,-19.308,NA,NA,NA,NA,NA,NA,NA
25052,1.61015,1.81323,-4.31412,NA,NA,NA,NA,-2.347,NA,NA,NA
25247,1.65305,1.43568,-4.64744,NA,NA,NA,-10.744,NA,NA,NA,NA
25521,2.48559,1.30316,-4.59626,NA,NA,NA,NA,-21.18,NA,NA,NA
25783,1.95364,1.71186,-5,-23.608,NA,NA,NA,NA,NA,NA,NA
25857,0.664837,2.74554,-5,-67.538,NA,NA,NA,NA,NA,NA,NA
26020,1.03687,1.90323,-5,NA,NA,NA,-32.477,NA,NA,NA,NA
26249,1.44358,2.22568,-5,NA,NA,-40.839,NA,NA,NA,NA,NA
26474,1.9498,2.47153,-4.68151,NA,NA,NA,NA,-22.672,NA,NA,NA
26662,2.35157,1.66623,-5,NA,-77.878,NA,NA,NA,NA,NA,NA
26889,2.09236,1.64496,-5,NA,NA,-33.72,NA,NA,NA,NA,NA
27052,1.41403,1.84735,-5,NA,NA,NA,-25.112,NA,NA,NA,NA
27296,1.26771,2.26822,-4.66679,NA,NA,NA,-27.485,NA,NA,NA,NA
27585,2.96145,1.11805,-5,-56.223,NA,NA,NA,NA,NA,NA,NA
27759,1.59572,1.86471,-5,-24.657,NA,NA,NA,NA,NA,NA,NA
27827,1.66097,1.6181,-4.93354,NA,NA,NA,NA,NA,-28.954,NA,NA
28008,1.40017,1.77702,-4.90174,NA,NA,NA,NA,NA,-38.982,NA,NA
28220,1.7202,2.21071,-5,NA,NA,NA,NA,-21.191,NA,NA,NA
28526,0.864481,1.89001,-4.60607,NA,NA,NA,NA,-30.856,NA,NA,NA
28608,1.41898,2.16271,-5,NA,NA,NA,-33.977,NA,NA,NA,NA
28997,1.92098,2.37427,-4.92006,NA,NA,NA,-24.699,NA,NA,NA,NA
29069,1.55012,2.37572,-3.73994,NA,NA,NA,-31.227,NA,NA,NA,NA
29363,2.12772,1.99888,-5,NA,NA,NA,NA,-19.685,NA,NA,NA
29555,1.20688,1.47533,-4.54316,NA,NA,NA,NA,-14.743,NA,NA,NA
29795,2.15335,1.94248,-4.48811,-19.09,NA,NA,NA,NA,NA,NA,NA
29842,2.23851,2.43479,-3.91998,-35.932,NA,NA,NA,NA,NA,NA,NA
30039,1.72402,2.37433,-3.40818,NA,NA,NA,NA,NA,-53.12,NA,NA
30221,1.45923,1.61772,-4.77719,NA,NA,NA,-19.162,NA,NA,NA,NA
30536,2.31562,2.28304,-4.66653,NA,NA,NA,NA,-21.847,NA,NA,NA
30610,2.23343,1.54476,-4.72533,NA,NA,NA,-17.094,NA,NA,NA,NA
30838,2.29142,1.68249,-4.43406,-16.654,NA,NA,NA,NA,NA,NA,NA
31070,1.85765,1.7574,-3.78398,NA,NA,NA,-22.557,NA,NA,NA,NA
31304,1.83009,2.59885,-4.67422,NA,NA,NA,-27.409,NA,NA,NA,NA
31589,1.98916,2.5151,-4.5014,NA,NA,NA,NA,-21.871,NA,NA,NA
31720,1.25042,1.47116,-4.61357,NA,NA,NA,NA,-14.897,NA,NA,NA
31859,2.57706,1.255,-3.73283,NA,NA,NA,-41.833,NA,NA,NA,NA
32036,1.59853,2.19619,-4.60868,NA,NA,NA,-16.814,NA,NA,NA,NA
32247,1.35635,1.61801,-4.92966,NA,NA,NA,NA,-17.203,NA,NA,NA
32438,2.34176,1.365,-4.45322,NA,NA,NA,NA,NA,-36.19,NA,NA
32620,2.14035,1.5116,-4.32195,NA,NA,NA,NA,NA,-24.609,NA,NA
32971,2.81796,2.29682,-5,NA,NA,NA,NA,-44.892,NA,NA,NA
33152,2.38959,1.77371,-4.07123,NA,NA,NA,-26.748,NA,NA,NA,NA
33384,1.00182,1.44559,-4.48173,NA,NA,NA,NA,-24.225,NA,NA,NA
33536,1.41241,0.598217,-5,NA,NA,NA,NA,-81.289,NA,NA,NA
33749,2.55056,2.09986,-3.91573,NA,NA,NA,-29.475,NA,NA,NA,NA
33864,1.62544,1.85616,-4.86452,NA,NA,NA,-16.337,NA,NA,NA,NA
34141,1.07545,1.91122,-5,NA,NA,NA,NA,NA,-41.064,NA,NA
34309,2.04152,1.44843,-4.54667,NA,NA,NA,-7.803,NA,NA,NA,NA
34432,1.44006,1.34602,-5,NA,NA,NA,NA,-22.976,NA,NA,NA
34604,1.87469,0.641016,-5,-62.912,NA,NA,NA,NA,NA,NA,NA
34998,0.968728,1.50415,-4.60635,NA,NA,NA,-31.413,NA,NA,NA,NA
35125,1.66345,1.54324,-4.35237,NA,NA,NA,NA,NA,-31.729,NA,NA
35331,1.88729,1.22377,-4.51421,-20.137,NA,NA,NA,NA,NA,NA,NA
35409,2.34712,1.52079,-3.72782,NA,NA,NA,NA,NA,-39.892,NA,NA
35666,2.1983,1.26675,-4.18856,NA,NA,NA,-15.125,NA,NA,NA,NA
35947,2.64616,1.73051,-5,NA,NA,NA,NA,-31.616,NA,NA,NA
36056,1.92819,2.34341,-5,-35.346,NA,NA,NA,NA,NA,NA,NA
36339,2.11979,2.8707,-4.50789,-41.152,NA,NA,NA,NA,NA,NA,NA
36459,2.12777,1.85656,-5,-22.329,NA,NA,NA,NA,NA,NA,NA
36756,1.63264,1.533,-5,NA,NA,NA,NA,-16.489,NA,NA,NA
36985,1.96993,1.36643,-5,-23.816,NA,NA,NA,NA,NA,NA,NA
37196,2.49613,1.72954,-4.69306,NA,NA,NA,NA,-19.53,NA,NA,NA
37300,1.36261,1.79688,-5,-23.631,NA,NA,NA,NA,NA,NA,NA
37550,2.52029,2.3272,-4.60083,NA,NA,NA,NA,-27.746,NA,NA,NA
37653,2.07184,2.62595,-5,NA,NA,NA,NA,NA,NA,-74.606,NA
37967,1.3873,2.55162,-4.51486,NA,NA,NA,NA,NA,-42.436,NA,NA
38142,1.3026,1.98757,-4.01979,NA,NA,NA,NA,-13,NA,NA,NA
38356,2.1457,1.72237,-4.10391,NA,NA,-30.964,NA,NA,NA,NA,NA
38543,1.80118,2.16654,-4.65404,NA,NA,NA,NA,-12.12,NA,NA,NA
38744,1.88144,2.52307,-4.25349,-30.205,NA,NA,NA,NA,NA,NA,NA
38847,1.56988,1.79425,-5,NA,NA,NA,NA,-16.433,NA,NA,NA
39120,1.77642,1.24057,-4.60378,NA,NA,NA,NA,NA,-32.834,NA,NA
39373,1.01653,1.69651,-4.91509,NA,NA,NA,NA,-30.907,NA,NA,NA
39541,1.82285,1.76408,-4.7369,NA,NA,NA,NA,-6.608,NA,NA,NA
39602,1.79466,0.966494,-5,NA,NA,NA,-45.218,NA,NA,NA,NA
39920,2.38843,0.81852,-4.89687,NA,NA,NA,NA,-48.606,NA,NA,NA
40070,2.08614,2.27261,-4.05934,NA,NA,NA,NA,-16.757,NA,NA,NA
40215,2.26705,2.05293,-4.37642,-16.178,NA,NA,NA,NA,NA,NA,NA
40546,2.19176,2.09859,-4.49392,NA,NA,NA,NA,NA,NA,-46.572,NA
40698,1.82596,1.39111,-4.55572,-11.971,NA,NA,NA,NA,NA,NA,NA
40957,2.33952,2.33529,-5,NA,NA,NA,NA,-30.753,NA,NA,NA
41008,2.25564,2.29678,-3.74588,NA,NA,NA,-33.938,NA,NA,NA,NA
41396,1.39769,1.03709,-5,NA,NA,NA,-43.98,NA,NA,NA,NA
41452,1.96095,2.69284,-4.42609,NA,NA,NA,NA,-28.808,NA,NA,NA
41692,2.33498,2.21315,-3.57686,NA,NA,NA,NA,NA,-46.244,NA,NA
41850,1.76568,1.96677,-4.19972,NA,NA,NA,NA,NA,-20.939,NA,NA
42116,2.08169,1.00497,-3.74942,-34.68,NA,NA,NA,NA,NA,NA,NA
42312,2.29353,0.811422,-4.05977,-50.041,NA,NA,NA,NA,NA,NA,NA
42435,1.40032,3.06321,-3.43202,-74.644,NA,NA,NA,NA,NA,NA,NA
42783,1.76528,2.32868,-5,NA,NA,NA,NA,-23.607,NA,NA,NA
42858,1.40868,2.00502,-5,NA,NA,NA,NA,-20.288,NA,NA,NA
43010,2.28984,2.44819,-4.84178,NA,NA,-41.835,NA,NA,NA,NA,NA
43208,2.2189,2.1336,-4.89203,NA,NA,-47.959,NA,NA,NA,NA,NA
43463,1.89526,1.37618,-5,NA,NA,NA,-25.341,NA,NA,NA,NA
43729,2.3938,1.39775,-5,NA,NA,NA,-31.006,NA,NA,NA,NA
43848,2.61698,1.89877,-5,NA,NA,NA,NA,-30.728,NA,NA,NA
44164,1.75446,1.55805,-4.5085,-10.306,NA,NA,NA,NA,NA,NA,NA
44263,1.89408,1.89538,-5,NA,NA,NA,NA,-16.413,NA,NA,NA
44485,2.04979,1.7571,-4.47962,NA,NA,NA,-15.909,NA,NA,NA,NA
44675,1.5179,1.68308,-4.1546,NA,NA,NA,-9.459,NA,NA,NA,NA
44829,1.95698,1.39741,-4.35468,NA,NA,-22.874,NA,NA,NA,NA,NA
45037,1.76781,1.93931,-5,-22.924,NA,NA,NA,NA,NA,NA,NA
45308,2.2815,1.85066,-5,NA,NA,-48.118,NA,NA,NA,NA,NA
45410,2.02803,1.74445,-5,NA,NA,NA,-28.844,NA,NA,NA,NA
45664,2.51015,1.46832,-5,NA,NA,NA,NA,-28.634,NA,NA,NA
45990,2.0191,2.50672,-5,-31.418,NA,NA,NA,NA,NA,NA,NA
46191,2.10717,2.02446,-4.77266,-14.512,NA,NA,NA,NA,NA,NA,NA
46287,1.68871,2.09743,-5,NA,NA,NA,NA,-19.416,NA,NA,NA
46408,0.4344,2.305,-4.27445,NA,NA,NA,NA,NA,-65.72,NA,NA
46634,1.13652,1.25814,-4.79538,NA,NA,NA,NA,NA,-53.785,NA,NA
46957,1.78376,0.730625,-5,-53.753,NA,NA,NA,NA,NA,NA,NA
47079,2.00978,1.92361,-4.39181,NA,NA,NA,NA,-5.065,NA,NA,NA
47390,1.64038,1.39148,-5,NA,NA,NA,NA,-18.184,NA,NA,NA
47485,2.01416,1.16179,-4.44654,NA,NA,NA,NA,-11.354,NA,NA,NA
47694,1.71128,1.05882,-4.60258,NA,NA,NA,NA,-17.115,NA,NA,NA
47983,1.65919,1.65422,-5,NA,NA,NA,NA,-16.498,NA,NA,NA
48051,1.48215,1.47743,-3.58006,NA,NA,NA,NA,-23.425,NA,NA,NA
48352,1.53782,1.17569,-4.41123,NA,NA,NA,NA,-12.032,NA,NA,NA
48564,2.75014,1.76439,-3.68264,-50.807,NA,NA,NA,NA,NA,NA,NA
48703,2.47136,2.2324,-4.91682,-33.035,NA,NA,NA,NA,NA,NA,NA
48995,1.86876,1.84758,-5,NA,NA,NA,NA,-15.022,NA,NA,NA
49031,1.70918,2.15866,-5,NA,NA,NA,NA,-19.616,NA,NA,NA
49214,1.52658,1.83261,-4.19685,NA,NA,NA,-6.324,NA,NA,NA,NA
49573,1.84839,2.25537,-5,NA,NA,NA,NA,-21.967,NA,NA,NA
49651,1.81885,2.37476,-5,NA,NA,NA,NA,NA,-37,NA,NA
49849,1.33789,2.15557,-5,NA,NA,NA,NA,NA,-35.964,NA,NA
50026,1.9268,2.39125,-5,-31.009,NA,NA,NA,NA,NA,NA,NA
50280,1.35626,3.13152,-4.54977,NA,NA,NA,NA,-54.256,NA,NA,NA
50517,2.01702,1.85271,-5,NA,NA,NA,-18.341,NA,NA,NA,NA
50779,2.16882,1.84096,-5,NA,NA,NA,NA,-17.935,NA,NA,NA
50953,2.79799,0.832791,-4.50013,NA,NA,NA,NA,-53.457,NA,NA,NA
51009,1.9247,1.33373,-5,-20.965,NA,NA,NA,NA,NA,NA,NA
51284,1.76457,1.56216,-5,-24.601,NA,NA,NA,NA,NA,NA,NA
51407,2.61232,1.96768,-5,NA,NA,NA,-39.669,NA,NA,NA,NA
51740,1.36294,1.19697,-3.8227,NA,NA,NA,NA,-24.021,NA,NA,NA
51929,1.85076,1.28446,-4.516,-19.969,NA,NA,NA,NA,NA,NA,NA
52032,1.98198,2.4143,-5,NA,NA,NA,NA,-27.279,NA,NA,NA
52336,2.9403,1.39402,-5,NA,NA,NA,NA,-47.478,NA,NA,NA
52581,2.29716,1.4385,-5,NA,NA,NA,NA,-23.273,NA,NA,NA
52738,1.50597,2.68212,-4.5963,NA,NA,NA,-34.828,NA,NA,NA,NA
52953,2.06323,1.28988,-3.8472,-20.354,NA,NA,NA,NA,NA,NA,NA
53034,1.85545,1.89661,-5,NA,NA,NA,NA,NA,-28.791,NA,NA
53294,1.36377,1.52385,-4.99891,NA,NA,-44.781,NA,NA,NA,NA,NA
53472,2.03224,1.38417,-4.31865,NA,NA,NA,NA,-4.411,NA,NA,NA
53660,1.61011,2.03052,-4.89155,NA,NA,NA,-23.556,NA,NA,NA,NA
53948,1.52091,2.40637,-3.74165,-27.384,NA,NA,NA,NA,NA,NA,NA
54173,1.1685,1.93089,-3.7567,NA,NA,NA,NA,-23.481,NA,NA,NA
54287,2.03007,2.24024,-4.84391,NA,NA,NA,-24.746,NA,NA,NA,NA
54456,1.44463,2.36802,-4.58798,NA,NA,NA,NA,-19.084,NA,NA,NA
54691,1.3641,2.19998,-4.67319,NA,NA,NA,NA,NA,-35.088,NA,NA
54992,1.88088,1.87198,-4.34741,NA,NA,NA,NA,-3.071,NA,NA,NA
55152,1.93795,1.53836,-4.05208,-16.152,NA,NA,NA,NA,NA,NA,NA
55251,2.05649,0.918628,-3.72982,NA,NA,NA,NA,-36.874,NA,NA,NA
55589,2.45728,0.553774,-4.37169,NA,NA,NA,-68.43,NA,NA,NA,NA
55752,1.86358,0.909617,-4.60367,-29.961,NA,NA,NA,NA,NA,NA,NA
55878,1.48157,1.81142,-3.63359,-19.662,NA,NA,NA,NA,NA,NA,NA
56067,2.78309,1.41955,-4.19192,-32.441,NA,NA,NA,NA,NA,NA,NA
56260,1.77375,2.33599,-4.5553,NA,NA,NA,NA,NA,-28.514,NA,NA
56468,2.18619,2.23098,-5,NA,NA,NA,NA,-25.167,NA,NA,NA
56794,2.26043,2.37467,-5,NA,NA,NA,NA,NA,-45.837,NA,NA
56806,1.80184,1.4699,-4.72761,-14.512,NA,NA,NA,NA,NA,NA,NA
57096,1.42633,2.02438,-4.31602,-12.328,NA,NA,NA,NA,NA,NA,NA
57303,1.63856,2.07797,-4.43898,NA,NA,NA,NA,-8.829,NA,NA,NA
57428,1.58618,2.63939,-5,NA,NA,NA,NA,NA,-61.068,NA,NA
57620,1.48983,1.50111,-4.36327,-7.99,NA,NA,NA,NA,NA,NA,NA
57906,2.27405,2.27515,-5,NA,NA,NA,-29.72,NA,NA,NA,NA
58005,1.63844,2.30758,-4.97443,-25.858,NA,NA,NA,NA,NA,NA,NA
58238,1.66567,2.15052,-5,-24.951,NA,NA,NA,NA,NA,NA,NA
58542,2.46816,2.292,-5,NA,NA,NA,NA,-32.344,NA,NA,NA
58613,1.33322,1.64773,-4.9525,NA,NA,NA,NA,NA,NA,-69.636,NA
58851,2.27489,1.39636,-4.81321,NA,NA,NA,NA,-17.53,NA,NA,NA
59027,2.56273,2.48746,-4.09037,-38.937,NA,NA,NA,NA,NA,NA,NA
59396,1.9713,1.85022,-5,NA,NA,NA,-24.048,NA,NA,NA,NA
59587,0.573825,2.50787,-4.54383,NA,NA,-70.853,NA,NA,NA,NA,NA
59727,1.09765,2.2079,-3.65845,NA,NA,NA,NA,NA,-55.084,NA,NA
59895,2.90601,1.38014,-4.26368,NA,NA,NA,-38.739,NA,NA,NA,NA
60021,1.52242,2.09864,-5,NA,NA,NA,-28.503,NA,NA,NA,NA
60250,2.85752,1.69803,-5,NA,NA,NA,NA,-39.944,NA,NA,NA
60441,2.48259,1.62738,-5,NA,NA,NA,-30.377,NA,NA,NA,NA
60602,1.40368,1.26497,-4.12563,NA,NA,NA,-20.938,NA,NA,NA,NA
60848,1.01684,1.61744,-4.67766,-33.212,NA,NA,NA,NA,NA,NA,NA
61092,1.33561,1.61248,-4.83914,-24.269,NA,NA,NA,NA,NA,NA,NA
61322,1.95966,2.31485,-4.99422,NA,NA,NA,NA,-23.362,NA,NA,NA
61486,2.98668,2.6221,-5,-66.621,NA,NA,NA,NA,NA,NA,NA
61737,2.55465,2.43791,-4.43932,-40.945,NA,NA,NA,NA,NA,NA,NA
61889,2.38448,1.28518,-4.34318,NA,NA,NA,-22.305,NA,NA,NA,NA
62099,1.97496,1.54407,-5,NA,NA,NA,NA,NA,-47.21,NA,NA
62393,1.78121,1.73056,-5,NA,NA,NA,NA,NA,-29.927,NA,NA
62412,2.2603,2.36364,-4.86165,NA,NA,NA,NA,NA,-45.174,NA,NA
62761,1.52359,1.92258,-4.12278,NA,NA,NA,NA,-5.999,NA,NA,NA
62922,2.71425,2.12475,-4.6335,NA,NA,-53.364,NA,NA,NA,NA,NA
63109,2.79619,3.22646,-4.63366,-84.189,NA,NA,NA,NA,NA,NA,NA
63383,2.52023,2.15106,-4.1245,-29.728,NA,NA,NA,NA,NA,NA,NA
