id,x0,x1,x2,fitness-4.5,fitness-5,fitness-4,fitness-3.5
34200,-1.83661,3.62844,-5,NA,-30.505,NA,NA
34323,-2.06536,3.86771,-5,NA,NA,-37.408,NA
34450,-2.00118,3.89629,-4.91307,NA,NA,-30.856,NA
34671,-2.02967,3.47813,-5,-26.242,NA,NA,NA
34996,-1.53895,4.25912,-4.91853,NA,-52.016,NA,NA
35147,-1.83619,3.69267,-4.96607,NA,-44.914,NA,NA
35234,-1.92766,3.72474,-5,NA,-33.679,NA,NA
35537,-1.92126,4.89861,-5,NA,-71.108,NA,NA
35791,-2.40274,4.08008,-5,NA,-55.115,NA,NA
35955,-1.78124,3.72544,-5,-11.268,NA,NA,NA
36031,-1.78535,3.33118,-5,NA,-42.436,NA,NA
36274,-1.43024,2.88411,-4.95458,NA,-61.484,NA,NA
36496,-1.90872,3.72463,-5,NA,-39.231,NA,NA
36699,-1.3958,4.62341,-4.6905,NA,-58.222,NA,NA
36838,-1.79056,3.3297,-5,NA,-44.74,NA,NA
37111,-1.93799,3.70433,-5,-29.441,NA,NA,NA
37337,-2.41015,4.48079,-5,NA,-64.343,NA,NA
37439,-1.99936,3.94382,-5,NA,-38.895,NA,NA
37736,-1.84901,3.85425,-4.60432,NA,-46.748,NA,NA
37864,-2.19968,4.10839,-5,NA,-50.734,NA,NA
38119,-1.17399,3.73062,-4.71837,NA,NA,-17.215,NA
38396,-1.76243,3.92927,-5,-22.653,NA,NA,NA
38563,-1.71545,4.29357,-5,NA,-38.616,NA,NA
38768,-1.33321,3.88259,-5,NA,-36.126,NA,NA
38859,-1.98677,3.58243,-4.8509,NA,-49.619,NA,NA
39047,-1.61235,4.07345,-5,NA,-43.378,NA,NA
39232,-1.37804,3.81966,-5,NA,-31.112,NA,NA
39466,-1.66221,3.85448,-5,NA,NA,-8.528,NA
39636,-1.19176,4.01197,-5,-28.188,NA,NA,NA
39899,-1.51744,4.56539,-4.56212,NA,-68.259,NA,NA
40165,-1.44775,3.66886,-5,NA,NA,-8.784,NA
40222,-1.11846,3.49447,-4.34457,-44.614,NA,NA,NA
40527,-1.60235,3.3951,-4.70914,NA,-42.698,NA,NA
40652,-1.24597,3.3905,-5,-35.144,NA,NA,NA
40931,-2.18778,3.80104,-4.46406,-48.436,NA,NA,NA
41163,-2.09444,4.34709,-5,-49.191,NA,NA,NA
41374,-2.03892,4.67073,-5,NA,-54.135,NA,NA
41597,-1.4781,4.22024,-5,-26.312,NA,NA,NA
41754,-1.8751,4.547,-5,-52.205,NA,NA,NA
41818,-1.24276,4.53491,-4.9331,-64.877,NA,NA,NA
42072,-1.49125,3.46489,-5,NA,-56.64,NA,NA
42204,-1.62182,3.37132,-4.68763,NA,-43.086,NA,NA
42556,-1.33052,4.22954,-4.43935,NA,-48.442,NA,NA
42637,-1.55538,3.61564,-5,NA,NA,-7.587,NA
42817,-1.44937,3.64257,-4.87001,NA,-38.765,NA,NA
43177,-1.7505,3.58231,-5,NA,-41.346,NA,NA
43240,-1.60279,3.82286,-4.25974,NA,-46.61,NA,NA
43546,-1.50622,3.64309,-4.73807,NA,-42.868,NA,NA
43797,-1.3488,3.94251,-5,NA,-39.437,NA,NA
43858,-2.3551,4.10813,-5,-53.281,NA,NA,NA
44170,-1.69714,2.52154,-4.82949,NA,-67.408,NA,NA
44298,-1.54516,3.3013,-4.98759,-37.959,NA,NA,NA
44506,-1.65196,4.12535,-5,-27.867,NA,NA,NA
44705,-2.12786,3.79368,-5,NA,NA,-42.805,NA
44815,-2.43965,3.67489,-5,-50.075,NA,NA,NA
45164,-1.96848,3.93652,-4.58346,NA,-49.14,NA,NA
45245,-2.20211,3.8166,-4.46862,NA,-53.29,NA,NA
45528,-2.09231,3.70675,-5,NA,-42.471,NA,NA
45661,-1.32948,3.61631,-5,NA,-40.811,NA,NA
45870,-1.63317,3.27763,-5,NA,-46.03,NA,NA
46064,-1.57693,3.44232,-5,NA,-44.41,NA,NA
46281,-1.58516,4.24731,-4.16188,NA,-80.357,NA,NA
46435,-2.28895,2.47601,-4.97486,NA,-87.042,NA,NA
46761,-1.68673,3.66107,-5,-10.858,NA,NA,NA
46823,-1.22575,4.55315,-5,-65.071,NA,NA,NA
47046,-1.67797,3.51772,-5,NA,-38.415,NA,NA
47373,-1.24457,3.87774,-5,NA,-50.252,NA,NA
47581,-1.47834,3.88154,-5,-15.161,NA,NA,NA
47650,-1.6373,3.68665,-4.75803,-3.549,NA,NA,NA
47817,-1.713,4.21883,-5,NA,-36.675,NA,NA
48081,-1.49687,4.24766,-5,NA,-56.259,NA,NA
48234,-1.39097,3.96273,-5,-16.563,NA,NA,NA
48586,-1.9069,4.28407,-5,NA,-56.948,NA,NA
48786,-2.34539,4.32709,-5,NA,-50.673,NA,NA
48889,-2.10441,4.10154,-5,NA,-52.994,NA,NA
49124,-1.27963,4.02786,-5,NA,-43.09,NA,NA
49392,-2.40927,4.33776,-5,NA,-55.724,NA,NA
49568,-1.65999,3.39256,-4.93016,NA,NA,-25.139,NA
49763,-1.22397,3.75858,-4.56837,NA,NA,-33.808,NA
49861,-1.49374,3.8164,-4.7298,NA,-36.562,NA,NA
50155,-1.52733,4.18124,-5,NA,-51.28,NA,NA
50387,-2.19458,3.88716,-5,NA,-53.061,NA,NA
50515,-1.40423,3.69411,-4.96234,NA,-33.755,NA,NA
50608,-1.8949,4.3026,-5,-35.343,NA,NA,NA
50813,-2.30835,5,-5,NA,-76.808,NA,NA
51077,-1.87992,4.14831,-4.92069,-30.021,NA,NA,NA
51376,-2.10663,4.03084,-5,NA,-42.673,NA,NA
51476,-1.50585,3.85606,-4.64616,-11.078,NA,NA,NA
51632,-1.57672,4.34445,-5,-42.221,NA,NA,NA
51840,-1.76634,4.52627,-5,-47.457,NA,NA,NA
52104,-2.202,3.829,-5,-35.305,NA,NA,NA
52369,-2.08466,4.40188,-4.78917,-42.541,NA,NA,NA
52561,-1.13184,3.61149,-5,NA,-65.793,NA,NA
52727,-1.39176,3.91306,-5,NA,-35.047,NA,NA
52907,-1.84187,4.14429,-4.77741,NA,-45.934,NA,NA
53014,-2.05554,3.45919,-5,NA,-64.03,NA,NA
53270,-2.05687,4.20398,-4.23463,NA,-49.288,NA,NA
53431,-2.14414,4.23104,-4.55588,-49.302,NA,NA,NA
53760,-1.60371,4.03343,-5,NA,-44.9,NA,NA
53938,-2.66718,3.88629,-4.85678,NA,-52.347,NA,NA
54006,-1.22523,3.78133,-5,-16.131,NA,NA,NA
54347,-1.2864,3.75214,-5,NA,-41.96,NA,NA
54414,-2.01411,3.57648,-5,NA,-50.676,NA,NA
54758,-1.85956,3.38106,-4.65488,-38.657,NA,NA,NA
54980,-1.8599,3.4078,-5,-28.909,NA,NA,NA
55069,-2.64706,4.30058,-5,-57.531,NA,NA,NA
55334,-2.4018,4.61555,-5,-65.738,NA,NA,NA
55408,-1.38573,3.99027,-5,NA,NA,-39.309,NA
55742,-1.74374,4.02743,-4.63228,-23.712,NA,NA,NA
55851,-1.78352,5,-5,NA,-72.206,NA,NA
56091,-1.75524,3.28791,-5,NA,-44.236,NA,NA
56222,-1.58031,3.30857,-4.62596,-42.616,NA,NA,NA
56423,-1.71388,3.83665,-5,NA,-53.799,NA,NA
56769,-1.61272,4.3131,-5,NA,-44.115,NA,NA
56982,-1.78515,3.70579,-5,NA,NA,-14.622,NA
57084,-1.66227,3.77251,-5,-7.091,NA,NA,NA
57360,-1.59902,4.30818,-5,NA,-45.396,NA,NA
57553,-1.57474,4.34619,-5,-42.858,NA,NA,NA
57768,-2.22793,3.99694,-4.97613,NA,-53.813,NA,NA
57803,-1.85372,3.99984,-5,NA,-44.502,NA,NA
58155,-2.29788,3.49588,-5,NA,-49.86,NA,NA
58267,-1.97412,4.80499,-5,NA,-61.13,NA,NA
58477,-1.22268,4.06727,-5,NA,NA,-37.846,NA
58743,-1.18956,3.78232,-5,NA,NA,-19.203,NA
58812,-2.37888,3.70529,-5,NA,-64.137,NA,NA
59083,-2.0796,3.55008,-5,NA,-54.457,NA,NA
59368,-1.60386,3.54034,-5,-9.501,NA,NA,NA
59458,-1.75527,3.55764,-5,-19.829,NA,NA,NA
59680,-1.79375,3.5262,-4.93455,NA,-40.67,NA,NA
59964,-1.52473,3.47651,-5,NA,-50.881,NA,NA
60058,-2.15689,3.98883,-5,NA,-43.447,NA,NA
60240,-1.66895,3.99254,-5,NA,-42.484,NA,NA
60432,-1.67417,3.99456,-5,NA,NA,-17.635,NA
60730,-2.31146,3.78907,-5,NA,NA,-44.178,NA
60920,-1.21211,3.95685,-5,-22.46,NA,NA,NA
61112,-1.29704,3.67123,-5,-9.819,NA,NA,NA
61381,-1.84534,4.49772,-5,NA,-57.609,NA,NA
61527,-2.20694,3.51317,-4.81957,NA,NA,-46.82,NA
61642,-1.74507,3.26933,-5,NA,NA,-40.15,NA
61993,-1.77106,4.00664,-4.78526,-18.129,NA,NA,NA
62054,-1.78543,3.22894,-4.98501,-40.863,NA,NA,NA
62307,-1.5742,4.0356,-5,NA,-39.814,NA,NA
62471,-1.27071,3.96975,-4.83225,NA,-47.306,NA,NA
62632,-1.63073,3.69887,-4.63051,-10.092,NA,NA,NA
62961,-1.23177,3.67935,-5,-30.397,NA,NA,NA
63019,-1.76106,3.81404,-5,NA,-51.85,NA,NA
63326,-1.86678,4.74372,-5,NA,-65.011,NA,NA
63413,-2.20019,4.30444,-5,NA,-52.656,NA,NA
63689,-1.77428,3.51424,-5,NA,NA,-17.874,NA
63891,-1.50361,3.21517,-5,NA,NA,-35.164,NA
64090,-1.55244,3.25237,-5,NA,-45.683,NA,NA
64349,-1.45383,3.99468,-5,-28.852,NA,NA,NA
64599,-1.54596,3.54063,-5,-17.816,NA,NA,NA
64697,-1.60453,4.18729,-5,-32.45,NA,NA,NA
64982,-1.43432,4.19304,-5,NA,NA,-46.861,NA
65130,-2.54597,3.72378,-5,-58.844,NA,NA,NA
65285,-1.33735,3.59688,-5,NA,-50.609,NA,NA
65555,-1.82881,4.0248,-5,NA,-44.912,NA,NA
65762,-0.990568,3.70681,-4.89119,NA,NA,-60.656,NA
65949,-1.42388,3.3603,-4.37723,NA,-41.158,NA,NA
66026,-1.62844,4.57767,-5,-47.489,NA,NA,NA
66274,-1.81844,3.61213,-5,-14.959,NA,NA,NA
66573,-1.86956,3.7237,-4.92182,NA,-39.085,NA,NA
66624,-1.70968,3.82095,-5,-7.849,NA,NA,NA
66801,-1.54517,4.5027,-5,NA,-57.71,NA,NA
67081,-2.00271,3.64885,-5,NA,-34.569,NA,NA
67211,-2.19735,3.8376,-5,NA,-53.84,NA,NA
67406,-2.2569,4.56171,-5,NA,-67.235,NA,NA
67714,-1.50915,3.97904,-4.79995,NA,-42.062,NA,NA
67917,-1.1269,4.25245,-4.80809,NA,-42.454,NA,NA
68130,-1.08561,3.88326,-5,NA,NA,-23.979,NA
68397,-1.86834,4.26973,-5,-35.358,NA,NA,NA
68420,-1.37439,4.79645,-5,NA,-63.536,NA,NA
68669,-1.31187,3.67482,-5,-9.846,NA,NA,NA
68932,-1.85563,3.8452,-5,NA,NA,-46.276,NA
69076,-1.46367,3.68598,-5,-14.356,NA,NA,NA
69355,-1.26683,4.32045,-5,-47.275,NA,NA,NA
69487,-2.71958,3.6849,-5,-65.593,NA,NA,NA
69619,-1.7426,2.98564,-5,-45.206,NA,NA,NA
69851,-1.86404,4.02845,-5,NA,NA,-28.047,NA
70039,-1.52583,4.3702,-5,NA,-55.895,NA,NA
70256,-1.9563,4.56736,-5,NA,NA,-59.079,NA
70579,-2.256,3.55664,-5,NA,NA,NA,-72.833
70731,-1.47691,3.77557,-5,-9.243,NA,NA,NA
70841,-1.65492,3.2872,-5,-36.543,NA,NA,NA
71115,-1.36862,4.45504,-5,NA,NA,-51.443,NA
71339,-1.07659,4.01113,-4.82066,-34.139,NA,NA,NA
71494,-1.07787,4.01471,-5,-43.198,NA,NA,NA
71621,-1.40693,4.29051,-5,-28.676,NA,NA,NA
71851,-1.88613,4.33611,-4.95237,NA,-56.327,NA,NA
72103,-2.03908,4.04497,-4.76376,NA,-49.094,NA,NA
72280,-2.50536,4.22904,-5,NA,-63.815,NA,NA
72513,-1.26527,4.27429,-5,-37.295,NA,NA,NA
72720,-1.8946,3.63259,-4.87722,-26.145,NA,NA,NA
72831,-1.93366,3.60452,-5,-26.7,NA,NA,NA
73176,-1.79278,3.19445,-5,NA,NA,-54.905,NA
73327,-1.86128,4.17686,-4.88103,NA,NA,-35.057,NA
73522,-1.83774,3.55582,-5,-23.847,NA,NA,NA
73710,-2.63162,3.91018,-5,NA,-56.083,NA,NA
73857,-2.33622,4.055,-4.99608,NA,-53.928,NA,NA
74158,-2.52272,4.48256,-4.49141,-67.707,NA,NA,NA
74210,-2.33846,5,-5,NA,-77.453,NA,NA
74436,-1.43407,3.76884,-5,NA,NA,-19.034,NA
74704,-1.09101,4.13864,-5,-53.711,NA,NA,NA
74806,-1.3376,3.79922,-5,NA,-33.75,NA,NA
75186,-1.19485,4.13815,-4.83962,NA,-54.932,NA,NA
75232,-1.29858,3.55402,-5,NA,-57.727,NA,NA
75419,-1.89424,3.36292,-5,NA,-50.001,NA,NA
75685,-1.8875,3.97057,-4.62248,NA,NA,-33.814,NA
75901,-1.60094,3.99815,-5,NA,NA,-18.682,NA
76125,-2.46286,3.34017,-5,NA,-64.886,NA,NA
76261,-1.80259,3.38532,-5,-31.501,NA,NA,NA
76598,-1.72237,3.31981,-5,NA,-35.272,NA,NA
76654,-1.65988,3.54342,-5,-10.013,NA,NA,NA
76863,-1.39451,3.73434,-5,NA,NA,-9.419,NA
77147,-2.1023,3.90889,-5,NA,-42.465,NA,NA
77391,-2.17915,4.03426,-5,NA,-44.176,NA,NA
77510,-1.38838,4.07614,-5,NA,-54.26,NA,NA
77732,-1.87179,3.9628,-4.55381,NA,-49.291,NA,NA
77981,-1.45285,4.00566,-4.69964,NA,-45.527,NA,NA
78016,-2.45697,3.66356,-5,-50.627,NA,NA,NA
78261,-2.06334,3.88341,-5,-37.429,NA,NA,NA
78442,-1.65698,4.22407,-5,-38.011,NA,NA,NA
78676,-1.27478,4.24943,-4.71365,NA,NA,-38.633,NA
78933,-1.37563,4.1916,-5,NA,-63.155,NA,NA
79175,-1.45532,4.09052,-4.80476,-18.674,NA,NA,NA
79226,-2.63122,4.03236,-5,NA,-63.707,NA,NA
79426,-2.4203,3.51956,-5,NA,-57.43,NA,NA
79728,-2.44351,3.31401,-5,NA,-62.877,NA,NA
79934,-1.60809,3.68689,-4.87597,NA,-25.684,NA,NA
80066,-1.29905,3.68215,-5,NA,-44.109,NA,NA
80223,-1.85958,4.0214,-5,NA,NA,-27.181,NA
80587,-1.79805,4.27133,-5,-40.181,NA,NA,NA
80773,-1.76651,4.15062,-5,NA,NA,-32.971,NA
80926,-1.2757,4.41382,-5,-51.108,NA,NA,NA
81036,-1.86543,3.63343,-5,NA,-44.364,NA,NA
81376,-1.75159,3.91872,-5,NA,-50.389,NA,NA
81439,-2.38061,4.496,-5,NA,-64.815,NA,NA
81759,-1.72924,3.57135,-5,NA,-42.275,NA,NA
81812,-1.87497,3.38368,-4.54724,NA,-57.592,NA,NA
82055,-1.35368,2.81887,-4.80096,NA,-72.008,NA,NA
82352,-2.4312,3.00538,-5,-73.789,NA,NA,NA
82455,-2.02912,3.04383,-5,NA,-59.683,NA,NA
82646,-1.4732,3.74553,-5,-12.187,NA,NA,NA
82828,-1.58629,3.63,-5,NA,-29.866,NA,NA
83025,-2.10735,3.47423,-4.98177,NA,-60.805,NA,NA
83291,-2.0678,4.111,-5,-36.621,NA,NA,NA
83533,-1.70763,4.60187,-5,-44.964,NA,NA,NA
83779,-1.4781,4.0807,-5,NA,NA,-36.441,NA
83874,-1.39076,4.42333,-5,-53.215,NA,NA,NA
84027,-1.43113,4.31353,-4.51926,-52.545,NA,NA,NA
84322,-1.65909,4.61746,-5,-44.704,NA,NA,NA
84554,-1.86376,4.01574,-4.70934,NA,-45.812,NA,NA
84696,-1.84733,4.1313,-5,NA,-46.306,NA,NA
84932,-2.49364,3.84892,-5,NA,-58.293,NA,NA
85040,-1.80803,3.46106,-5,NA,NA,-23.229,NA
85371,-1.75086,3.24626,-5,-39.833,NA,NA,NA
85527,-2.65652,3.48305,-5,-57.071,NA,NA,NA
85703,-1.53639,3.69991,-5,-23.225,NA,NA,NA
85909,-1.61266,4.09331,-4.45983,NA,NA,-34.227,NA
86006,-1.57867,3.84598,-4.87178,NA,-40.64,NA,NA
86258,-1.45814,3.5043,-5,NA,-47.314,NA,NA
86459,-1.49584,3.88254,-5,-10.45,NA,NA,NA
86739,-1.75417,4.3756,-5,NA,-46.06,NA,NA
86832,-1.15102,3.71868,-5,NA,-70.894,NA,NA
87037,-1.67485,3.3364,-5,-29.856,NA,NA,NA
87272,-1.98771,3.67708,-5,-30.615,NA,NA,NA
