id,x0,x1,x2,fitness-1.5,fitness-2.5,fitness-2,fitness-3,fitness-3.5,fitness-4
24839,2.24804,1.33127,-4.28789,NA,NA,NA,-16.496,NA,NA
25023,2.36992,2.15747,-4.70648,NA,-20.282,NA,NA,NA,NA
25385,0.566802,1.91301,-4.50524,NA,NA,NA,-50.207,NA,NA
25528,1.89328,1.68793,-4.44629,NA,NA,-11.638,NA,NA,NA
25710,1.14302,1.94625,-4.36451,NA,-16.028,NA,NA,NA,NA
25983,1.72586,1.78674,-3.75145,NA,NA,NA,-15.342,NA,NA
26147,2.35258,1.51061,-4.93528,NA,NA,NA,NA,-38.774,NA
26218,2.5448,1.9987,-4.09594,NA,-21.557,NA,NA,NA,NA
26422,1.31667,1.60592,-4.91002,NA,NA,-21.662,NA,NA,NA
26628,1.40201,1.57368,-4.37742,NA,NA,NA,NA,-23.347,NA
26986,2.44707,1.9538,-4.92888,NA,-23.531,NA,NA,NA,NA
27043,2.1376,1.48765,-4.07479,NA,-7.294,NA,NA,NA,NA
27224,1.80685,1.88876,-4.13255,NA,NA,NA,-16.308,NA,NA
27465,2.23524,1.05668,-4.32016,NA,-19.362,NA,NA,NA,NA
27658,1.13564,2.17332,-4.96939,NA,NA,-38.117,NA,NA,NA
27923,1.10983,1.98798,-4.28945,NA,NA,NA,-19.987,NA,NA
28040,1.45211,1.8143,-3.70268,NA,-16.221,NA,NA,NA,NA
28207,1.25791,2.43385,-4.42888,NA,NA,-32.468,NA,NA,NA
28431,0.938023,1.52726,-4.72788,NA,NA,-37.193,NA,NA,NA
28739,1.92863,1.62838,-4.6599,NA,-4.879,NA,NA,NA,NA
28981,1.41722,1.75715,-4.77304,NA,NA,-22.779,NA,NA,NA
29090,1.91559,1.55892,-4.06694,NA,NA,-11.454,NA,NA,NA
29329,3.11033,1.42575,-4.36483,NA,NA,-48.683,NA,NA,NA
29427,1.89329,2.66022,-4.75392,NA,NA,-33.071,NA,NA,NA
29650,1.61252,1.79973,-4.044,NA,-4.787,NA,NA,NA,NA
29914,1.93939,2.06477,-4.08115,NA,NA,-18.698,NA,NA,NA
30047,2.0555,1.52226,-4.09163,-30.135,NA,NA,NA,NA,NA
30230,2.60746,1.09121,-3.74683,NA,NA,NA,-43.218,NA,NA
30477,2.39849,1.35936,-4.80783,NA,NA,NA,-30.886,NA,NA
30737,1.99974,2.50213,-4.44326,NA,NA,NA,-23.29,NA,NA
30815,1.76122,1.81691,-4.27791,NA,NA,-7.263,NA,NA,NA
31163,1.56823,2.0186,-4.64306,-26.585,NA,NA,NA,NA,NA
31350,1.83336,1.56407,-4.60831,NA,NA,-19.718,NA,NA,NA
31444,1.96166,1.78377,-4.06272,-30.181,NA,NA,NA,NA,NA
31718,1.18662,2.05227,-4.95653,NA,-26.516,NA,NA,NA,NA
31890,1.44267,2.13486,-4.0112,NA,-13.415,NA,NA,NA,NA
32027,1.59734,2.54022,-4.37035,NA,NA,NA,-27.778,NA,NA
32222,1.51513,1.92787,-4.51843,NA,NA,NA,-9.418,NA,NA
32534,1.79418,1.16366,-4.63188,NA,NA,-15.121,NA,NA,NA
32631,1.56168,1.69274,-4.15746,NA,NA,NA,-15.659,NA,NA
32842,1.19214,1.66374,-4.31442,NA,NA,NA,NA,-27.62,NA
33090,1.76745,1.3105,-4.13741,NA,-4.467,NA,NA,NA,NA
33378,2.14057,2.16966,-4.42047,NA,NA,-17.907,NA,NA,NA
33473,1.68581,1.5312,-4.09875,NA,NA,-5.5,NA,NA,NA
33697,1.86043,1.07927,-4.58936,NA,-16.612,NA,NA,NA,NA
33849,1.91631,1.73146,-3.63106,NA,-16.016,NA,NA,NA,NA
34070,2.32071,2.23491,-4.44663,NA,-18.899,NA,NA,NA,NA
34204,2.02623,2.08162,-4.69455,NA,NA,NA,-16.754,NA,NA
34484,1.78069,1.4714,-3.99624,NA,-4.193,NA,NA,NA,NA
34651,1.73314,2.74591,-4.21268,NA,-30.864,NA,NA,NA,NA
34902,2.04494,2.2666,-3.9184,NA,NA,-21.345,NA,NA,NA
35061,2.02208,1.55299,-4.33775,NA,NA,NA,-5.11,NA,NA
35395,2.51379,1.78884,-4.783,NA,-20.961,NA,NA,NA,NA
35518,1.88677,1.37793,-4.7388,NA,-8.547,NA,NA,NA,NA
35716,1.58079,2.09518,-3.28832,NA,NA,-39.03,NA,NA,NA
35813,1.22774,1.79561,-4.35922,NA,NA,NA,-12.908,NA,NA
36080,1.64202,1.82532,-4.6327,NA,NA,NA,-8.182,NA,NA
36386,1.60619,1.99843,-4.76804,NA,-11.074,NA,NA,NA,NA
36526,1.55439,2.2363,-4.56452,NA,NA,-14.813,NA,NA,NA
36771,1.30075,1.3902,-4.51603,NA,-12.69,NA,NA,NA,NA
36961,2.1503,2.6781,-4.42327,NA,NA,NA,-33.996,NA,NA
37176,1.55795,1.57339,-4.69114,NA,NA,-15.202,NA,NA,NA
37318,2.36467,2.07739,-4.87053,NA,-21.351,NA,NA,NA,NA
37498,2.47116,1.46472,-4.89419,NA,NA,-26.546,NA,NA,NA
37719,1.87413,2.27399,-4.48372,NA,-13.124,NA,NA,NA,NA
37814,1.37373,2.26823,-4.58181,NA,NA,NA,-18.72,NA,NA
38130,1.25017,1.67222,-4.60936,NA,NA,NA,-25.614,NA,NA
38204,1.59913,2.16516,-4.8046,NA,-15.291,NA,NA,NA,NA
38420,1.25129,1.59428,-4.61371,NA,-13.041,NA,NA,NA,NA
38752,1.47001,1.65256,-4.89818,NA,-13.61,NA,NA,NA,NA
38921,1.60616,2.02502,-3.98353,-34.903,NA,NA,NA,NA,NA
39081,2.11859,1.73806,-4.70224,NA,NA,-11.77,NA,NA,NA
39308,0.456189,2.23989,-4.67846,NA,NA,NA,NA,-65.19,NA
39482,1.88477,1.50798,-4.93078,NA,NA,-23.5,NA,NA,NA
39718,1.3966,1.64305,-4.38916,NA,-6.365,NA,NA,NA,NA
39894,2.07278,1.55228,-4.09139,NA,NA,NA,-19.896,NA,NA
40094,1.75108,1.35059,-4.38096,NA,NA,NA,-12.621,NA,NA
40345,1.51049,1.06737,-4.30198,NA,NA,NA,-20.694,NA,NA
40586,1.67638,1.98725,-4.33684,NA,NA,NA,-8.267,NA,NA
40612,1.53899,1.09721,-4.59071,NA,NA,-24.222,NA,NA,NA
40810,2.17206,1.02978,-4.73312,NA,-24.192,NA,NA,NA,NA
41018,1.22304,1.64322,-4.05769,NA,-12.727,NA,NA,NA,NA
41287,1.68572,1.88106,-4.56662,NA,NA,-10.021,NA,NA,NA
41586,2.08135,2.04403,-4.86872,NA,-15.19,NA,NA,NA,NA
41712,2.33244,1.99161,-4.57456,NA,NA,-16.384,NA,NA,NA
41982,1.02692,2.24171,-4.11017,-41.222,NA,NA,NA,NA,NA
42144,1.52332,2.43099,-4.88297,NA,NA,-33.089,NA,NA,NA
42209,2.42011,1.66249,-4.61485,-37.871,NA,NA,NA,NA,NA
42482,2.23835,1.44476,-3.92029,NA,-14.454,NA,NA,NA,NA
42644,1.82975,1.40486,-4.60204,NA,-4.647,NA,NA,NA,NA
42904,1.76061,1.64064,-4.85943,NA,NA,NA,NA,-28.146,NA
43091,1.74059,1.82151,-4.51951,NA,NA,NA,-12.101,NA,NA
43295,1.48928,1.59522,-4.40877,NA,-4.008,NA,NA,NA,NA
43434,1.55818,1.34689,-4.4892,NA,NA,-8.706,NA,NA,NA
43713,1.28451,1.6064,-4.36776,NA,NA,NA,-19.391,NA,NA
43942,1.41344,1.65919,-4.08201,NA,NA,-13.818,NA,NA,NA
44092,1.33548,2.17679,-4.94682,NA,NA,NA,-26.7,NA,NA
44373,1.5462,1.8179,-4.27134,NA,NA,-5.075,NA,NA,NA
44596,1.83758,1.96979,-4.52707,NA,NA,-8.133,NA,NA,NA
44770,1.2062,1.3727,-4.25702,NA,NA,-18.93,NA,NA,NA
44912,2.06491,1.54742,-4.06649,NA,-6.335,NA,NA,NA,NA
45083,2.04213,1.60472,-4.77441,NA,-9.57,NA,NA,NA,NA
45207,1.66487,1.87868,-3.98922,NA,NA,-8.094,NA,NA,NA
45569,1.96326,2.35515,-4.56045,NA,NA,-20.125,NA,NA,NA
45658,1.51307,1.84986,-4.64702,NA,NA,-11.787,NA,NA,NA
45979,2.50871,1.19797,-4.84392,NA,-29.718,NA,NA,NA,NA
46104,2.80081,1.56338,-4.70952,NA,-31.869,NA,NA,NA,NA
46261,2.19744,1.66487,-4.40762,NA,-7.643,NA,NA,NA,NA
46483,2.57693,1.36524,-4.09426,NA,-23.43,NA,NA,NA,NA
46625,1.7959,1.74335,-4.64288,NA,NA,NA,-9.655,NA,NA
46997,1.49988,0.840455,-4.7305,NA,NA,NA,-41.929,NA,NA
47145,2.20583,0.844872,-4.01437,NA,NA,NA,-43.879,NA,NA
47208,1.52281,1.72741,-4.79336,NA,-9.745,NA,NA,NA,NA
47452,0.949647,1.54454,-4.50789,NA,-25.147,NA,NA,NA,NA
47673,1.67724,1.63045,-4.21102,NA,NA,-3.728,NA,NA,NA
47814,1.06605,2.32901,-4.73233,NA,-30.762,NA,NA,NA,NA
48040,2.08425,1.42387,-4.7101,NA,NA,NA,-15.414,NA,NA
48295,1.62226,1.4175,-4.30763,NA,-2.014,NA,NA,NA,NA
48494,1.8354,2.02943,-4.76366,NA,NA,NA,-15.027,NA,NA
48624,2.35972,1.53654,-4.17851,NA,-11.715,NA,NA,NA,NA
48931,2.44999,1.4451,-4.28116,NA,-15.193,NA,NA,NA,NA
49121,1.73121,2.08005,-3.52072,NA,NA,NA,-29.84,NA,NA
49350,1.66601,2.58455,-4.46845,NA,NA,NA,-24.671,NA,NA
49445,1.70618,1.50231,-3.92727,NA,-6.822,NA,NA,NA,NA
49607,2.3216,1.91915,-4.47641,NA,NA,-19.594,NA,NA,NA
50000,1.97012,1.49197,-4.4697,NA,-3.119,NA,NA,NA,NA
50156,1.52044,1.42863,-3.80528,NA,NA,-19.569,NA,NA,NA
50300,1.72545,1.08216,-3.96984,NA,NA,-36.095,NA,NA,NA
50579,1.34776,1.73888,-4.43996,NA,NA,-12.948,NA,NA,NA
50685,1.86954,1.81129,-4.80331,NA,NA,NA,-10.219,NA,NA
50803,1.47621,2.58703,-4.71528,NA,NA,-34.837,NA,NA,NA
51096,1.81571,1.35166,-4.63535,NA,NA,-10.965,NA,NA,NA
51295,1.80786,1.72372,-4.74823,NA,-7.258,NA,NA,NA,NA
51515,1.65758,1.48394,-3.63311,NA,NA,NA,-28.678,NA,NA
51697,1.73591,1.82903,-4.50394,NA,NA,-7.585,NA,NA,NA
51892,2.59847,2.02823,-3.77231,NA,NA,NA,-32.482,NA,NA
52014,2.1736,2.23373,-3.40258,NA,NA,NA,-38.631,NA,NA
52235,1.88512,1.34702,-4.43554,NA,NA,NA,NA,-25.386,NA
52600,1.23123,1.47263,-3.98774,NA,NA,NA,-20.282,NA,NA
52780,1.47723,2.38975,-4.45304,NA,-18.71,NA,NA,NA,NA
52829,2.28903,1.49142,-4.6769,NA,-13.281,NA,NA,NA,NA
53061,1.43269,1.92006,-4.67144,NA,-9.896,NA,NA,NA,NA
53234,1.75456,1.66774,-4.40619,NA,NA,-5.226,NA,NA,NA
53455,1.60316,2.04899,-4.97734,NA,NA,NA,-18.908,NA,NA
53761,1.84544,1.80586,-4.30636,NA,NA,NA,NA,NA,-45.781
53986,1.52723,1.57837,-3.70493,NA,-14.822,NA,NA,NA,NA
54132,2.50585,1.14362,-4.15766,NA,-26.483,NA,NA,NA,NA
54364,2.1655,1.34014,-4.41499,NA,NA,NA,-18.238,NA,NA
54578,2.75921,1.76577,-4.15175,NA,NA,NA,NA,-60.451,NA
54686,1.82304,1.22265,-4.45011,NA,NA,NA,-11.612,NA,NA
54873,2.32764,1.87328,-4.43974,NA,NA,-14.88,NA,NA,NA
55075,2.21459,1.97797,-3.99458,-30.423,NA,NA,NA,NA,NA
55317,2.18546,1.50006,-4.69435,NA,-10.413,NA,NA,NA,NA
55588,1.80289,1.52317,-4.27511,NA,-1.385,NA,NA,NA,NA
55739,1.97632,0.983589,-3.87953,NA,-26.169,NA,NA,NA,NA
55936,1.5053,1.0906,-3.96947,-42.818,NA,NA,NA,NA,NA
56136,1.57139,1.46281,-4.10726,-25.689,NA,NA,NA,NA,NA
56257,1.11721,1.7945,-4.74789,NA,NA,NA,-22.442,NA,NA
56513,1.77701,1.49413,-4.36194,NA,NA,NA,-11.195,NA,NA
56727,1.72261,1.08913,-4.23394,NA,NA,NA,-29.165,NA,NA
56951,1.72876,1.29068,-4.57769,NA,NA,NA,-13.331,NA,NA
57167,2.03382,1.93285,-4.4304,NA,-5.823,NA,NA,NA,NA
57323,1.77508,1.9051,-4.55298,NA,NA,NA,-11.895,NA,NA
57434,1.5924,1.50579,-4.29975,NA,NA,NA,NA,-30.609,NA
57605,1.913,1.28723,-4.82559,NA,-14.813,NA,NA,NA,NA
57964,2.25493,1.79053,-4.23515,NA,NA,NA,-14.075,NA,NA
58070,2.07087,1.31111,-4.90019,NA,NA,NA,-18.46,NA,NA
58223,2.33224,1.54381,-4.93107,NA,-20.094,NA,NA,NA,NA
58456,1.45476,2.09189,-4.3089,NA,NA,-13.274,NA,NA,NA
58700,2.24559,1.77359,-4.42589,NA,NA,NA,-18.8,NA,NA
58978,1.57851,1.49367,-4.67109,NA,-7.81,NA,NA,NA,NA
59097,2.13402,1.84142,-3.89456,NA,-11.766,NA,NA,NA,NA
59317,2.21867,1.81776,-4.49802,NA,NA,NA,-10.651,NA,NA
59444,2.04038,1.37203,-4.6342,NA,-8.067,NA,NA,NA,NA
59689,1.21824,2.03854,-4.49185,NA,NA,-25.322,NA,NA,NA
59910,0.993613,2.13365,-4.5311,NA,-24.464,NA,NA,NA,NA
60120,1.44485,1.51222,-4.66652,NA,NA,NA,-13.457,NA,NA
60361,2.08165,1.35751,-4.33329,NA,-5.777,NA,NA,NA,NA
60485,1.69381,1.63482,-4.33142,NA,NA,-2.948,NA,NA,NA
60739,1.4806,2.481,-4.52929,NA,-21.42,NA,NA,NA,NA
60922,2.1395,1.88049,-4.16033,NA,NA,-14.388,NA,NA,NA
61147,2.08042,0.950583,-3.92901,NA,NA,-46.595,NA,NA,NA
61254,1.83372,1.52771,-3.89771,NA,NA,-13.788,NA,NA,NA
61578,1.33234,0.941548,-4.04535,NA,-34.874,NA,NA,NA,NA
61607,2.78529,1.78963,-4.20026,NA,-28.858,NA,NA,NA,NA
61974,2.47901,1.91174,-4.2588,NA,-16.81,NA,NA,NA,NA
62178,1.93547,2.39512,-4.73834,-31.848,NA,NA,NA,NA,NA
62385,2.06018,2.26422,-3.97395,NA,NA,NA,-20.208,NA,NA
62570,1.83928,1.9976,-3.81867,NA,NA,NA,-15.486,NA,NA
62769,2.01751,2.20074,-4.37497,NA,NA,NA,-22.436,NA,NA
62968,1.45849,1.70795,-4.87857,NA,-13.965,NA,NA,NA,NA
63149,1.93686,1.98351,-4.80247,NA,NA,NA,-18.345,NA,NA
63345,1.98355,1.4924,-4.39537,NA,-3.073,NA,NA,NA,NA
63471,1.86397,2.28581,-4.66624,NA,-14.781,NA,NA,NA,NA
63742,1.36736,1.92855,-4.33082,NA,NA,NA,-17.323,NA,NA
63850,2.35123,0.930079,-3.9299,NA,-36.711,NA,NA,NA,NA
64027,1.99005,1.9381,-4.2155,NA,NA,NA,-9.802,NA,NA
64388,1.85897,1.46543,-4.71197,NA,-6.863,NA,NA,NA,NA
64470,1.45792,1.19694,-4.36289,NA,NA,NA,-17.437,NA,NA
64746,2.43639,1.4125,-4.8441,NA,NA,-23.648,NA,NA,NA
64920,2.18972,1.32068,-4.68658,NA,-13.73,NA,NA,NA,NA
65114,2.39763,1.93054,-3.68203,NA,-25.012,NA,NA,NA,NA
65269,1.49372,2.37962,-4.29057,NA,-17.01,NA,NA,NA,NA
65589,1.44943,1.38858,-4.5953,NA,-8.484,NA,NA,NA,NA
65768,0.704344,2.24156,-4.2168,NA,-38.81,NA,NA,NA,NA
65837,1.87315,2.19152,-4.01007,NA,NA,NA,-16.574,NA,NA
66071,2.00195,2.22992,-4.31602,NA,-11.68,NA,NA,NA,NA
66255,1.83275,1.78835,-4.16817,NA,NA,-8.274,NA,NA,NA
66404,2.03194,1.60974,-4.4187,NA,NA,-16.996,NA,NA,NA
66756,1.44947,2.05762,-4.46151,NA,NA,-15.277,NA,NA,NA
66879,1.7839,2.30113,-3.85435,NA,-18.162,NA,NA,NA,NA
67112,1.40216,2.10825,-4.02215,NA,-14.628,NA,NA,NA,NA
67356,1.979,1.71811,-4.42999,NA,-3.05,NA,NA,NA,NA
67435,2.05192,1.57198,-3.46173,NA,-27.08,NA,NA,NA,NA
67618,1.05274,1.72108,-4.33641,NA,NA,-21.374,NA,NA,NA
67871,1.41691,2.22706,-4.70203,NA,NA,NA,-18.15,NA,NA
68175,1.9686,2.09738,-4.26824,NA,NA,NA,-10.739,NA,NA
68385,1.87428,1.57499,-4.17178,NA,-1.632,NA,NA,NA,NA
68580,1.27412,2.50314,-4.18645,NA,NA,NA,-35.434,NA,NA
68690,2.06325,1.89446,-4.77801,NA,NA,-16.907,NA,NA,NA
68824,2.28075,1.99494,-4.45388,NA,NA,-19.453,NA,NA,NA
69015,1.59806,1.7229,-3.75157,NA,-11.797,NA,NA,NA,NA
69368,1.48811,2.53937,-4.49824,NA,NA,-25.411,NA,NA,NA
69565,2.67479,1.8072,-4.11881,NA,-25.014,NA,NA,NA,NA
69661,1.9808,1.12642,-4.77548,NA,NA,-23.128,NA,NA,NA
69961,2.2187,1.65843,-4.30205,NA,NA,-10.893,NA,NA,NA
70149,1.63785,1.77492,-3.91779,NA,-7.37,NA,NA,NA,NA
70318,1.09272,1.64141,-4.35081,NA,NA,NA,-27.496,NA,NA
70596,1.63096,1.40075,-4.60335,NA,NA,NA,-17.491,NA,NA
70768,1.95743,1.25612,-3.83551,NA,-15.518,NA,NA,NA,NA
70802,1.83896,2.07418,-4.32202,NA,-6.571,NA,NA,NA,NA
71136,1.92773,1.87277,-3.87903,NA,-9.808,NA,NA,NA,NA
