id,x0,x1,x2,fitness4.5,fitness5,fitness3,fitness4,fitness2.5,fitness1,fitness0,fitness2,fitness-0.5,fitness-1,fitness-2,fitness-1.5,fitness-2.5,fitness-3,fitness0.5,fitness3.5,fitness1.5,fitness-3.5
9077,-0.526479,4.87239,5,NA,4996.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9227,-2.62293,4.98087,3.10615,NA,NA,NA,151.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9414,-1.30266,5,3.21999,NA,NA,515.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9623,-3.0528,5,3.39045,NA,NA,NA,NA,269.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9895,-2.10505,5,4.48342,NA,NA,NA,356.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10115,-1.74205,4.27244,4.30975,272.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10312,-2.07154,4.62943,4.7636,NA,3804.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10431,-2.86257,4.51404,4.79236,-2.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10652,-2.25392,4.58151,5,NA,381.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10950,-1.41191,5,4.05851,NA,NA,NA,480.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11099,-1.9922,5,4.43385,NA,NA,NA,510.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11208,-1.50813,5,5,6592.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11550,-1.04117,5,5,NA,6642.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701,-0.876875,5,5,13926.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11924,-2.17604,5,5,NA,3123.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12086,-2.06698,5,5,NA,5204.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12241,-2.23534,5,5,NA,1553.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12535,-1.8521,5,4.79977,NA,3884.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12703,-2.46159,4.27537,5,NA,NA,NA,203.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12796,-1.23149,4.22169,5,NA,4628.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13046,-0.515223,4.78551,4.79663,5658.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13205,-0.642876,5,4.93494,12733.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13390,-0.994315,4.76316,3.79296,NA,3326.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13752,-0.083916,5,3.11876,NA,1349.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13977,-0.998701,3.88072,3.76757,NA,744.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14024,-1.56824,4.46172,4.69845,NA,1941.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14342,-1.82417,5,4.83236,NA,2763.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14434,-2.20837,4.9458,3.87323,NA,1019.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14774,-2.56448,3.49035,5,NA,386.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14948,-2.45572,2.44629,5,NA,552.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15130,-2.08808,1.87497,5,NA,1253.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15387,0.360509,1.62892,4.85423,NA,518.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15519,0.924032,1.4805,5,453.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15709,1.45316,0.345798,4.02439,NA,71.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15922,0.538762,0.897143,5,NA,263.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16127,-1.33965,-0.429574,4.91958,1155.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16287,-0.0880683,-0.507278,5,NA,2007.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16515,0.0156997,-0.753251,4.73638,NA,5672.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16648,-0.0617008,-0.725236,5,NA,10819.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16848,0.423227,-1.8482,4.23351,275.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17182,0.650515,-3.07122,4.63671,45.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17381,2.08309,-3.19399,4.5479,NA,NA,NA,9.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17397,1.81014,-3.00386,3.25771,NA,NA,100.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17762,3.04738,-3.21296,3.49789,NA,NA,NA,2.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17980,3.21392,-3.2094,4.57581,NA,NA,NA,35.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18015,3.44343,-2.64926,4.56512,66.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18337,3.73648,-2.80541,5,NA,470.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18496,3.81295,-3.54492,4.27193,399.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18649,5,-4.78705,5,790.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18926,4.65421,-3.31587,4.22475,NA,341.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19035,5,-3.87425,5,NA,2038.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19332,5,-5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19447,4.12641,-2.71435,5,NA,310.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19650,5,-1.23033,4.2566,NA,NA,NA,1443.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19818,5,-2.24818,5,NA,1202.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20090,4.80281,-1.64318,4.18712,NA,4158.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20281,5,-1.03314,4.77446,NA,6661.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20513,4.88847,-1.27989,4.45292,NA,2994.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20780,5,-0.966708,3.61719,NA,1730.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20955,5,-0.97274,4.96245,NA,9980.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21085,5,-1.08705,5,NA,2197.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21381,5,-1.32912,4.74723,NA,NA,NA,5037.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21438,5,-0.6562,3.06208,296.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21650,5,-0.279534,4.64318,NA,NA,NA,2681.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21978,5,-0.853493,5,NA,12620.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21988,4.32558,-0.237951,5,NA,4540.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22293,4.35675,-1.4062,5,NA,8060.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22584,5,-0.764799,5,NA,12864.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22741,4.8742,-1.00584,4.6389,NA,6203.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22953,4.59209,-1.43884,4.2666,NA,3108.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23151,4.84124,-1.21409,5,NA,NA,2584.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23193,5,-1.17727,5,NA,NA,NA,NA,NA,801.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23432,5,-1.08828,5,NA,NA,NA,NA,NA,NA,1743.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23775,5,0.180871,5,NA,NA,NA,NA,344.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23934,5,-0.437592,4.44048,NA,NA,55.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24125,4.9321,1.51687,5,NA,NA,NA,NA,NA,NA,NA,276.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24238,5,2.60812,4.89129,NA,NA,NA,NA,339.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24548,4.55806,4.76091,3.97959,NA,NA,NA,NA,NA,NA,NA,NA,47.765,NA,NA,NA,NA,NA,NA,NA,NA,NA
24758,4.53157,5,2.8592,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.954,NA,NA,NA,NA,NA,NA,NA,NA
24789,5,5,2.9162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841.579,NA,NA,NA,NA,NA,NA,NA
25092,5,5,3.32969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874.4,NA,NA,NA,NA,NA,NA
25323,4.37965,4.60717,3.03344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.365,NA,NA,NA,NA,NA,NA,NA
25521,3.41279,4.81257,3.11057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.314,NA,NA,NA,NA,NA
25653,4.90598,5,1.79894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.849,NA,NA,NA,NA,NA,NA,NA
25962,4.76223,5,1.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919.853,NA,NA,NA,NA
26110,3.84439,5,1.29607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926.394,NA,NA,NA,NA,NA,NA
26348,3.63015,4.82881,1.60559,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.974,NA,NA,NA,NA,NA,NA,NA,NA
26483,4.11451,5,0.245049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.177,NA,NA,NA,NA,NA,NA,NA
26698,4.83864,5,0.498049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2411.663,NA,NA,NA,NA,NA,NA
26816,5,4.96022,1.06608,NA,NA,NA,NA,NA,NA,NA,NA,449.897,NA,NA,NA,NA,NA,NA,NA,NA,NA
27074,5,4.66088,-0.275328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.357,NA,NA,NA
27377,4.93821,3.82576,2.59647,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.178,NA,NA,NA,NA,NA,NA,NA,NA
27495,3.81593,5,2.74882,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189.592,NA,NA,NA,NA,NA,NA,NA,NA
27682,4.38449,4.8412,3.70662,NA,NA,NA,NA,NA,NA,NA,NA,NA,839.824,NA,NA,NA,NA,NA,NA,NA,NA
27835,5,5,4.43749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3719.563,NA,NA,NA,NA,NA,NA
28139,4.29622,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3919.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
28211,4.74567,4.04969,3.0007,NA,NA,NA,NA,NA,NA,34.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28507,4.93885,3.53738,4.05421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.27,NA,NA,NA,NA,NA,NA
28643,5,3.1634,3.2539,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.365,NA,NA,NA,NA,NA,NA,NA,NA
28810,5,3.09618,3.53103,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.256,NA,NA,NA,NA,NA,NA,NA,NA
29106,3.89788,2.97975,4.46955,NA,NA,NA,NA,NA,NA,21.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29274,4.25912,2.94741,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.277,NA,NA,NA
29561,4.22712,4.1514,5,NA,NA,NA,NA,NA,NA,257.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29650,3.8296,5,4.74075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1319.736,NA,NA,NA
29909,3.75015,5,4.46545,NA,NA,NA,NA,NA,NA,502.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30166,2.38112,5,5,NA,NA,NA,NA,NA,NA,NA,129.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30337,1.64082,5,5,NA,NA,NA,600.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30485,-0.673254,5,5,NA,10700.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30579,-0.360342,4.94281,4.41155,NA,2234.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30891,-0.423281,5,4.5486,NA,NA,NA,52.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31110,-0.61305,4.65372,3.5904,NA,NA,NA,204.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31339,-1.89714,5,3.92433,790.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31572,-2.66273,4.20085,5,NA,1312.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31758,-1.31169,4.70202,5,NA,NA,NA,5567.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31924,-1.29782,5,5,NA,NA,3047.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32133,-0.663143,3.62302,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.898,NA,NA
32291,-0.820075,5,5,NA,NA,1360.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32434,-2.60352,4.24045,3.56392,NA,123.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32711,-2.29187,4.83912,4.21699,NA,-22.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32932,-3.81319,5,3.90751,NA,278.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33058,-4.3616,5,3.07885,NA,306.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33276,-3.60132,4.09584,3.72143,NA,208.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33455,-0.983973,5,0.663945,1459.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33632,-0.745965,5,0.578805,NA,173.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33877,-1.57716,4.89938,-0.643385,NA,12282.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34170,-2.21935,4.89021,-1.87644,NA,NA,NA,441.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34267,-1.32484,5,-1.91257,NA,5370.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34396,-1.51645,4.4475,-1.2361,NA,2268.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34650,-1.64733,4.59339,-0.902004,1573.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34822,-2.02743,3.61232,-0.258299,362.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35161,-1.93496,4.1577,-0.695525,NA,4097.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35280,-0.517424,5,-0.126671,NA,2682.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35533,-0.271719,5,1.25385,NA,1916.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35634,1.2339,5,3.77309,NA,NA,NA,290.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35841,2.99737,2.57087,4.79694,NA,NA,NA,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36170,1.79157,2.21838,5,710.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36259,1.81625,1.24454,5,NA,NA,NA,-18.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36395,-0.0289418,0.812175,5,NA,NA,NA,859.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36703,-0.962266,-0.193602,5,NA,8082.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36798,-0.801998,-2.13644,5,NA,NA,NA,2046.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37019,-0.73694,-2.54131,5,NA,5095.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37196,-0.987066,-2.56114,4.5694,NA,838.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37454,-1.25664,-0.988532,4.54711,NA,1247.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37654,-0.716186,-0.228647,3.89029,NA,2643.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37928,-0.146885,-1.33276,3.21837,NA,3067.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38065,-1.17773,-1.39982,4.32863,NA,2709.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
