id,x0,x1,x2,fitness-4,fitness-3.5,fitness-5,fitness-4.5,fitness-3,fitness-1.5,fitness-2.5,fitness-2
22909,-1.95918,5,-5,-95.771,NA,NA,NA,NA,NA,NA,NA
23120,-2.39353,5,-5,-82.483,NA,NA,NA,NA,NA,NA,NA
23234,-1.84299,3.78723,-5,NA,NA,NA,-19.545,NA,NA,NA,NA
23465,-0.392557,4.92992,-4.10959,NA,NA,-168.225,NA,NA,NA,NA,NA
23699,-1.69443,5,-5,-80.733,NA,NA,NA,NA,NA,NA,NA
23971,-2.22029,4.47301,-4.77431,NA,NA,-60.14,NA,NA,NA,NA,NA
24196,-2.50751,5,-4.14025,NA,NA,-96.834,NA,NA,NA,NA,NA
24254,-0.780124,5,-4.89728,NA,NA,-134.389,NA,NA,NA,NA,NA
24498,-0.720119,5,-3.8605,NA,NA,-169.754,NA,NA,NA,NA,NA
24696,-0.873058,5,-4.99876,NA,NA,-114.118,NA,NA,NA,NA,NA
24816,-1.65909,5,-3.32788,NA,NA,-147.223,NA,NA,NA,NA,NA
25136,-2.22542,4.72295,-3.10691,-145.722,NA,NA,NA,NA,NA,NA,NA
25261,-1.91217,4.80854,-4.74875,-70.44,NA,NA,NA,NA,NA,NA,NA
25532,-3.43122,4.32761,-5,NA,NA,-108.052,NA,NA,NA,NA,NA
25604,-2.28186,2.65182,-5,NA,NA,-94.591,NA,NA,NA,NA,NA
25958,-3.03662,2.89952,-4.79102,NA,NA,-117.453,NA,NA,NA,NA,NA
26177,-2.28015,3.76772,-5,-62.027,NA,NA,NA,NA,NA,NA,NA
26339,-2.87921,4.02228,-5,-75.456,NA,NA,NA,NA,NA,NA,NA
26467,-1.77861,3.9622,-5,NA,NA,NA,-29.663,NA,NA,NA,NA
26688,-1.75799,4.02269,-5,NA,NA,-45.239,NA,NA,NA,NA,NA
26862,-1.82562,5,-4.58261,NA,NA,-80.029,NA,NA,NA,NA,NA
27100,-2.11123,4.55353,-4.97309,NA,NA,-57.117,NA,NA,NA,NA,NA
27351,-1.64806,3.57261,-5,NA,NA,-42.315,NA,NA,NA,NA,NA
27486,-2.57057,1.90712,-5,NA,NA,-154.027,NA,NA,NA,NA,NA
27659,-2.24303,3.24368,-5,NA,NA,-59.189,NA,NA,NA,NA,NA
27971,-2.96957,4.37492,-5,NA,NA,-77.948,NA,NA,NA,NA,NA
28103,-2.20953,5,-4.74483,NA,NA,NA,-76.558,NA,NA,NA,NA
28363,-0.0117053,5,-4.94087,NA,NA,-202.203,NA,NA,NA,NA,NA
28420,-0.580625,5,-4.73046,NA,NA,-130.308,NA,NA,NA,NA,NA
28755,-2.39858,5,-5,NA,NA,NA,-77.723,NA,NA,NA,NA
28826,-1.40338,5,-5,NA,NA,-91.955,NA,NA,NA,NA,NA
29093,-1.7411,4.92097,-5,-79.591,NA,NA,NA,NA,NA,NA,NA
29351,-1.01057,3.19707,-5,NA,NA,NA,-84.862,NA,NA,NA,NA
29559,-2.81776,4.48259,-5,NA,NA,-78.01,NA,NA,NA,NA,NA
29788,-3.49447,4.78635,-4.42356,NA,NA,-128.516,NA,NA,NA,NA,NA
29814,-2.16108,4.80348,-4.80463,NA,NA,NA,-65.867,NA,NA,NA,NA
30185,-1.95961,5,-4.47639,NA,-100.217,NA,NA,NA,NA,NA,NA
30240,-2.78827,4.87387,-4.31544,NA,NA,NA,-92.769,NA,NA,NA,NA
30502,-3.15528,5,-4.2114,NA,NA,NA,-118.445,NA,NA,NA,NA
30627,-3.23172,4.74531,-5,NA,NA,-101.961,NA,NA,NA,NA,NA
30877,-3.95477,5,-5,NA,NA,-175.452,NA,NA,NA,NA,NA
31013,-4.52067,5,-5,NA,NA,-235.351,NA,NA,NA,NA,NA
31387,-3.07001,5,-5,NA,NA,-107.822,NA,NA,NA,NA,NA
31491,-2.97287,5,-5,NA,NA,-98.636,NA,NA,NA,NA,NA
31705,-3.41119,5,-4.71835,-124.649,NA,NA,NA,NA,NA,NA,NA
31950,-1.96314,5,-5,NA,NA,-81.316,NA,NA,NA,NA,NA
32049,-1.55622,4.8277,-5,-69.909,NA,NA,NA,NA,NA,NA,NA
32400,-2.29784,4.56311,-5,NA,NA,-68.976,NA,NA,NA,NA,NA
32510,-2.03733,5,-4.23333,NA,NA,NA,-92.145,NA,NA,NA,NA
32676,-2.57798,5,-4.11988,NA,NA,-96.484,NA,NA,NA,NA,NA
32913,-2.91008,4.36333,-4.32731,-98.952,NA,NA,NA,NA,NA,NA,NA
33065,-2.2449,3.87973,-3.8641,NA,-117.471,NA,NA,NA,NA,NA,NA
33344,-1.2938,2.89006,-4.89427,NA,-167.505,NA,NA,NA,NA,NA,NA
33527,-2.46313,3.4687,-5,NA,NA,-58.692,NA,NA,NA,NA,NA
33704,-2.5904,3.37509,-5,NA,-105.654,NA,NA,NA,NA,NA,NA
33925,-1.97728,3.37379,-5,NA,NA,-49.925,NA,NA,NA,NA,NA
34016,-3.38392,3.23659,-4.4481,-115.205,NA,NA,NA,NA,NA,NA,NA
34371,-2.96333,3.80294,-5,-101.542,NA,NA,NA,NA,NA,NA,NA
34551,-2.47907,3.89337,-5,NA,-91.857,NA,NA,NA,NA,NA,NA
34790,-1.61873,3.26462,-5,NA,NA,NA,-34.451,NA,NA,NA,NA
34805,-1.66552,5,-4.3704,NA,NA,-95.599,NA,NA,NA,NA,NA
35176,-2.72631,5,-4.77024,NA,NA,NA,-88.819,NA,NA,NA,NA
35221,-2.38385,5,-4.97179,NA,NA,-78.511,NA,NA,NA,NA,NA
35425,-1.56196,5,-4.76281,NA,NA,NA,-82.69,NA,NA,NA,NA
35742,-3.51383,5,-5,NA,NA,-136.208,NA,NA,NA,NA,NA
35856,-1.13819,5,-4.16142,NA,NA,NA,-102.314,NA,NA,NA,NA
36058,-2.59586,4.582,-4.07743,NA,NA,-89.722,NA,NA,NA,NA,NA
36236,-4.04573,3.36104,-4.18522,NA,NA,NA,-162.718,NA,NA,NA,NA
36420,-3.63038,3.72401,-4.55329,NA,NA,-119.561,NA,NA,NA,NA,NA
36650,-3.90594,2.84086,-5,NA,NA,-155.068,NA,NA,NA,NA,NA
36807,-3.93646,3.80115,-5,NA,NA,-139.305,NA,NA,NA,NA,NA
37178,-3.81324,4.57746,-5,NA,NA,NA,-139.206,NA,NA,NA,NA
37290,-2.20726,4.69626,-5,-82.698,NA,NA,NA,NA,NA,NA,NA
37509,-3.01655,5,-4.45043,NA,NA,NA,-101.704,NA,NA,NA,NA
37635,-3.84321,3.68636,-4.68345,NA,NA,-133.991,NA,NA,NA,NA,NA
37866,-1.51633,4.84859,-5,NA,NA,-73.098,NA,NA,NA,NA,NA
38199,-1.68345,3.92937,-5,NA,NA,-32.279,NA,NA,NA,NA,NA
38201,-1.03263,4.79627,-5,NA,NA,NA,-72.235,NA,NA,NA,NA
38478,-1.49783,3.49311,-5,NA,-78.662,NA,NA,NA,NA,NA,NA
38713,-1.3308,4.67625,-5,-81.384,NA,NA,NA,NA,NA,NA,NA
38842,-2.16556,5,-4.396,NA,NA,-84.284,NA,NA,NA,NA,NA
39045,-3.22129,4.82189,-5,-106.921,NA,NA,NA,NA,NA,NA,NA
39345,-2.45089,3.90482,-4.77466,-51.526,NA,NA,NA,NA,NA,NA,NA
39516,-1.94946,5,-5,NA,NA,NA,-73.786,NA,NA,NA,NA
39797,-1.47491,4.98395,-3.75214,NA,NA,NA,NA,NA,NA,-220.62,NA
39892,-2.16063,5,-4.35745,NA,-118.185,NA,NA,NA,NA,NA,NA
40191,-2.20366,5,-4.83397,NA,NA,NA,-77.716,NA,NA,NA,NA
40392,-2.4816,4.86291,-5,NA,NA,NA,-73.71,NA,NA,NA,NA
40438,-2.44329,5,-5,NA,NA,-82.24,NA,NA,NA,NA,NA
40800,-3.05654,5,-5,NA,NA,-106.825,NA,NA,NA,NA,NA
40897,-3.17895,4.85001,-5,NA,NA,-106.805,NA,NA,NA,NA,NA
41180,-3.18327,5,-5,NA,-133.316,NA,NA,NA,NA,NA,NA
41276,-2.82765,5,-5,NA,NA,-92.837,NA,NA,NA,NA,NA
41461,-2.08801,5,-4.75268,NA,NA,-82.539,NA,NA,NA,NA,NA
41764,-2.78276,5,-5,NA,NA,NA,-89.895,NA,NA,NA,NA
41804,-2.90956,5,-5,NA,NA,-98.35,NA,NA,NA,NA,NA
42141,-0.684675,4.83795,-5,NA,-140.378,NA,NA,NA,NA,NA,NA
42395,-1.06542,5,-4.8543,NA,NA,NA,-115.872,NA,NA,NA,NA
42461,-0.820128,5,-5,NA,NA,-122.864,NA,NA,NA,NA,NA
42686,-1.74953,5,-5,NA,NA,-71.495,NA,NA,NA,NA,NA
42860,-0.394338,5,-5,NA,NA,-132.677,NA,NA,NA,NA,NA
43117,-1.02626,5,-4.90812,NA,NA,-86.952,NA,NA,NA,NA,NA
43284,-0.916043,4.59051,-4.75247,NA,NA,-92.714,NA,NA,NA,NA,NA
43545,-1.19422,4.66807,-5,NA,NA,-82.565,NA,NA,NA,NA,NA
43697,-0.17762,4.97964,-4.58773,NA,NA,-176.203,NA,NA,NA,NA,NA
43958,-1.28838,5,-4.84722,NA,NA,-91.879,NA,NA,NA,NA,NA
44066,-1.66828,4.10915,-5,NA,NA,NA,-26.651,NA,NA,NA,NA
44201,-2.18757,3.23974,-4.96596,NA,NA,-57.237,NA,NA,NA,NA,NA
44525,-1.7103,4.19314,-4.78286,NA,NA,-32.39,NA,NA,NA,NA,NA
44762,-3.31193,5,-5,NA,NA,-124.827,NA,NA,NA,NA,NA
44846,-2.60868,4.04273,-4.53261,NA,NA,-66.952,NA,NA,NA,NA,NA
45091,-2.4787,4.19799,-4.45946,-63.644,NA,NA,NA,NA,NA,NA,NA
45255,-2.02768,4.62295,-3.95698,NA,NA,NA,-89.172,NA,NA,NA,NA
45531,-2.62344,5,-4.3532,NA,NA,NA,-93.485,NA,NA,NA,NA
45796,-2.51958,4.86113,-5,NA,NA,-78.595,NA,NA,NA,NA,NA
45956,-1.79717,5,-3.85973,NA,NA,NA,-103.273,NA,NA,NA,NA
46034,-1.33069,5,-3.5308,-165.092,NA,NA,NA,NA,NA,NA,NA
46325,-0.550127,5,-5,NA,NA,NA,-134.637,NA,NA,NA,NA
46532,-0.966216,5,-4.67186,NA,NA,NA,-103.354,NA,NA,NA,NA
46614,-1.63767,4.44951,-5,NA,NA,-54.388,NA,NA,NA,NA,NA
46899,-1.99207,4.64796,-4.68393,NA,NA,-55.689,NA,NA,NA,NA,NA
47098,-2.06136,5,-4.48266,NA,NA,NA,-82.181,NA,NA,NA,NA
47290,-1.60307,5,-4.93641,-84.328,NA,NA,NA,NA,NA,NA,NA
47433,-1.1042,5,-5,NA,NA,NA,NA,-193.353,NA,NA,NA
47785,0.113693,5,-5,-226.311,NA,NA,NA,NA,NA,NA,NA
47816,-2.73916,5,-5,NA,-116.676,NA,NA,NA,NA,NA,NA
48118,-2.15661,5,-4.85416,NA,NA,NA,-73.727,NA,NA,NA,NA
48279,-1.45108,4.7772,-5,NA,NA,-64.84,NA,NA,NA,NA,NA
48593,-1.77264,4.90887,-5,NA,NA,NA,-67.999,NA,NA,NA,NA
48728,-3.50154,3.81387,-5,NA,NA,-109.516,NA,NA,NA,NA,NA
48911,-2.66002,4.86654,-5,-83.733,NA,NA,NA,NA,NA,NA,NA
49082,-2.81933,4.86613,-5,NA,NA,-91.174,NA,NA,NA,NA,NA
49346,-3.65118,4.23738,-5,NA,NA,-118.687,NA,NA,NA,NA,NA
49551,-1.85738,2.79987,-4.78776,NA,NA,-89.561,NA,NA,NA,NA,NA
49751,-1.54087,2.14213,-4.76129,NA,-255.897,NA,NA,NA,NA,NA,NA
49938,-0.667874,3.02779,-4.44683,-192.955,NA,NA,NA,NA,NA,NA,NA
50122,-1.98928,3.95261,-4.6921,NA,NA,-41.26,NA,NA,NA,NA,NA
50363,-2.19937,4.58254,-4.65332,NA,NA,NA,-58.369,NA,NA,NA,NA
50421,-1.87594,5,-5,NA,NA,-76.023,NA,NA,NA,NA,NA
50605,-3.20686,5,-5,NA,NA,-113.536,NA,NA,NA,NA,NA
50966,-3.06586,5,-4.54074,NA,NA,-111.01,NA,NA,NA,NA,NA
51006,-3.2922,5,-5,NA,NA,-118.755,NA,NA,NA,NA,NA
51282,-3.84853,5,-5,NA,NA,-165.835,NA,NA,NA,NA,NA
51564,-5,5,-5,NA,NA,-296.249,NA,NA,NA,NA,NA
51773,-3.81616,5,-3.69956,NA,NA,-192.377,NA,NA,NA,NA,NA
51941,-3.45078,5,-3.92502,NA,NA,NA,-146.317,NA,NA,NA,NA
52157,-3.66056,4.52016,-3.89935,NA,NA,-151.428,NA,NA,NA,NA,NA
52358,-3.13184,4.42751,-5,NA,NA,-92.348,NA,NA,NA,NA,NA
52531,-3.59974,5,-5,NA,NA,-142.553,NA,NA,NA,NA,NA
52675,-4.64313,3.64945,-4.10599,NA,NA,-230.542,NA,NA,NA,NA,NA
52987,-4.3351,3.90755,-4.80817,NA,NA,NA,-177.921,NA,NA,NA,NA
53056,-3.75528,3.1192,-4.73933,NA,NA,NA,-134.421,NA,NA,NA,NA
53233,-5,3.3001,-4.05148,NA,NA,-281.766,NA,NA,NA,NA,NA
53464,-4.16094,4.3258,-4.73803,NA,NA,-168.046,NA,NA,NA,NA,NA
53603,-4.25891,5,-5,NA,NA,-204.433,NA,NA,NA,NA,NA
53913,-3.83787,4.41543,-4.26541,NA,NA,-147.346,NA,NA,NA,NA,NA
54171,-1.67342,3.97222,-5,-13.898,NA,NA,NA,NA,NA,NA,NA
54220,-0.852118,4.37544,-5,NA,NA,-104.252,NA,NA,NA,NA,NA
54466,-1.61753,4.7778,-4.67973,NA,NA,-79.013,NA,NA,NA,NA,NA
54610,-2.26987,3.7596,-4.95214,NA,NA,-64.723,NA,NA,NA,NA,NA
54817,-1.59351,4.11048,-4.75367,NA,NA,NA,-24.241,NA,NA,NA,NA
55109,-0.50182,4.27215,-4.2877,NA,NA,-199.553,NA,NA,NA,NA,NA
55389,-1.35582,4.8368,-5,NA,NA,-69.424,NA,NA,NA,NA,NA
55462,-2.68939,5,-5,NA,NA,-93.836,NA,NA,NA,NA,NA
55626,-1.90255,4.85765,-5,NA,NA,-68.364,NA,NA,NA,NA,NA
55922,-1.15944,3.38954,-5,NA,NA,-55.384,NA,NA,NA,NA,NA
56054,-0.492919,3.7101,-5,NA,NA,-171.17,NA,NA,NA,NA,NA
56311,-0.719121,4.73138,-4.70029,NA,NA,-87.917,NA,NA,NA,NA,NA
56505,-1.38468,5,-4.98785,NA,NA,-93.378,NA,NA,NA,NA,NA
56645,-0.688356,2.93451,-4.75104,NA,NA,-102.555,NA,NA,NA,NA,NA
56855,-2.03701,2.76356,-5,NA,NA,-84.874,NA,NA,NA,NA,NA
57059,-2.00761,1.74151,-5,-201.475,NA,NA,NA,NA,NA,NA,NA
57224,-1.87835,2.81477,-4.94489,NA,NA,-84.439,NA,NA,NA,NA,NA
57472,-1.44314,3.54581,-4.99054,NA,NA,-53.113,NA,NA,NA,NA,NA
57688,-2.42771,4.1423,-4.88431,NA,NA,NA,-58.435,NA,NA,NA,NA
57984,0.041605,4.85715,-5,-222.59,NA,NA,NA,NA,NA,NA,NA
58185,-0.807161,5,-5,-109.634,NA,NA,NA,NA,NA,NA,NA
58224,-2.00816,2.66809,-5,NA,-161.317,NA,NA,NA,NA,NA,NA
58583,-2.2946,4.10883,-4.48166,-71.445,NA,NA,NA,NA,NA,NA,NA
58628,-1.41623,3.43437,-5,-9.942,NA,NA,NA,NA,NA,NA,NA
58802,-1.60345,3.81703,-5,NA,NA,-44.854,NA,NA,NA,NA,NA
59152,-1.66744,5,-5,NA,NA,-72.761,NA,NA,NA,NA,NA
59237,-1.07929,5,-5,NA,NA,-90.277,NA,NA,NA,NA,NA
59539,-2.20263,5,-2.75278,NA,NA,-183.588,NA,NA,NA,NA,NA
59603,-1.78356,5,-3.00475,NA,NA,NA,-160.992,NA,NA,NA,NA
59961,-2.24226,4.33951,-4.09355,NA,NA,-78.208,NA,NA,NA,NA,NA
60081,-1.98768,5,-4.77784,NA,NA,NA,-67.742,NA,NA,NA,NA
60368,-2.68186,4.65294,-4.77269,NA,NA,-69.599,NA,NA,NA,NA,NA
60480,-4.52063,5,-5,NA,NA,-235.346,NA,NA,NA,NA,NA
60655,-3.27143,5,-5,NA,NA,-121.199,NA,NA,NA,NA,NA
60823,-2.4866,5,-5,NA,NA,-84.854,NA,NA,NA,NA,NA
61091,-3.1633,3.71302,-4.40801,NA,NA,-97.613,NA,NA,NA,NA,NA
61293,-3.05618,3.70572,-4.85013,NA,-108.497,NA,NA,NA,NA,NA,NA
61481,-2.46186,3.45971,-4.75745,-68.463,NA,NA,NA,NA,NA,NA,NA
61643,-1.45693,2.90533,-5,NA,NA,NA,NA,-238.884,NA,NA,NA
61810,-3.44031,1.93782,-5,NA,-233.401,NA,NA,NA,NA,NA,NA
62148,-3.23083,2.60011,-4.13116,-147.958,NA,NA,NA,NA,NA,NA,NA
62310,-2.73991,2.33909,-3.07541,NA,NA,NA,-211.975,NA,NA,NA,NA
62577,-3.89343,2.01035,-4.40279,-217.755,NA,NA,NA,NA,NA,NA,NA
62676,-2.46819,1.95649,-5,NA,NA,NA,-164.914,NA,NA,NA,NA
62922,-2.4953,1.65256,-4.9119,NA,-263.799,NA,NA,NA,NA,NA,NA
63086,-1.11998,4.50315,-5,NA,NA,-79.279,NA,NA,NA,NA,NA
63246,-0.448076,5,-5,NA,NA,-128.894,NA,NA,NA,NA,NA
63408,-1.3583,4.7093,-4.41902,NA,NA,-104.495,NA,NA,NA,NA,NA
63684,-0.572247,5,-3.68494,NA,NA,-166.741,NA,NA,NA,NA,NA
