id,x0,x1,x2,fitness-4,fitness-4.5,fitness-5,fitness-3.5,fitness-3
9544,-1.66316,3.88237,-5,NA,NA,-52.458,NA,NA
9782,-1.45695,3.9813,-5,NA,NA,-41.72,NA,NA
9868,-2.46312,3.76626,-5,-60.243,NA,NA,NA,NA
10146,-1.87646,3.90603,-5,-40.617,NA,NA,NA,NA
10208,-1.75018,4.18074,-5,NA,NA,NA,-42.454,NA
10471,-2.1826,4.53609,-4.69606,-61.205,NA,NA,NA,NA
10784,-2.04916,3.50849,-5,NA,-29.812,NA,NA,NA
10893,-2.08678,3.19205,-5,NA,-49.025,NA,NA,NA
11158,-1.36098,4.04776,-4.62167,NA,NA,-39.517,NA,NA
11276,-1.52671,5,-4.5717,NA,NA,-84.604,NA,NA
11465,-2.07637,4.55037,-4.99198,NA,NA,-56.3,NA,NA
11775,-2.16099,4.84473,-5,-79.691,NA,NA,NA,NA
11834,-2.02319,4.35237,-5,-53.326,NA,NA,NA,NA
12125,-1.00405,3.78833,-5,NA,-27.185,NA,NA,NA
12347,-1.64796,3.48126,-5,NA,NA,-29.677,NA,NA
12571,-1.21964,4.2874,-4.8291,NA,-47.48,NA,NA,NA
12627,-1.40713,3.77669,-5,-8.612,NA,NA,NA,NA
12846,-2.24458,4.01756,-4.75281,-43.58,NA,NA,NA,NA
13063,-2.06379,4.17462,-5,NA,NA,NA,-81.104,NA
13345,-2.18362,3.97782,-5,NA,NA,-46.156,NA,NA
13593,-1.46418,3.80536,-4.48584,NA,NA,-40.039,NA,NA
13686,-1.59205,4.59724,-4.92371,NA,NA,-70.354,NA,NA
13855,-1.88405,5,-5,-79.689,NA,NA,NA,NA
14159,-2.24544,4.27637,-4.81277,-57.224,NA,NA,NA,NA
14378,-2.33543,5,-5,NA,NA,-77.371,NA,NA
14427,-1.74449,5,-5,NA,NA,-72.524,NA,NA
14681,-1.17061,4.14147,-5,NA,NA,-55.555,NA,NA
14811,-1.68302,4.84588,-5,NA,NA,-78.942,NA,NA
15108,-1.51806,4.73884,-5,NA,NA,-67.176,NA,NA
15347,-2.22866,5,-4.66186,NA,NA,-79.074,NA,NA
15593,-1.50666,4.36695,-4.09385,NA,NA,-77.858,NA,NA
15783,-1.7593,5,-4.53052,NA,-75.982,NA,NA,NA
15856,-2.02617,3.87702,-4.78158,NA,NA,-31.509,NA,NA
16019,-2.22507,4.91816,-5,NA,NA,-72.949,NA,NA
16381,-1.91587,3.97268,-5,NA,NA,-41.884,NA,NA
16488,-1.84156,3.7771,-5,NA,-16.071,NA,NA,NA
16709,-1.85515,3.55813,-5,NA,NA,-46.219,NA,NA
16808,-1.49373,4.10174,-5,NA,NA,-50.774,NA,NA
17187,-2.12035,3.80797,-4.81967,NA,NA,-40.197,NA,NA
17388,-2.2895,4.3311,-4.91976,NA,-54.755,NA,NA,NA
17486,-2.26096,4.16629,-5,NA,NA,-47.956,NA,NA
17771,-1.70601,4.43566,-5,NA,-48.247,NA,NA,NA
17837,-2.23091,4.36884,-5,NA,-52.605,NA,NA,NA
18031,-2.14634,3.68424,-5,NA,NA,-48.673,NA,NA
18210,-1.16302,3.45795,-5,NA,NA,-55.372,NA,NA
18409,-1.88894,4.38014,-4.672,NA,NA,-51.753,NA,NA
18770,-2.49433,4.65519,-4.72828,NA,-67.924,NA,NA,NA
18843,-1.49528,4.26811,-4.76384,NA,NA,-49.142,NA,NA
19196,-2.13127,3.89743,-5,NA,-39.351,NA,NA,NA
19335,-2.54739,4.06414,-5,NA,NA,-57.395,NA,NA
19406,-2.05351,4.48166,-5,NA,-51.678,NA,NA,NA
19635,-1.90464,3.41964,-4.44996,NA,NA,-52.574,NA,NA
19964,-2.68615,3.73046,-5,NA,-62.883,NA,NA,NA
20159,-1.52392,3.51949,-4.85816,NA,-14.59,NA,NA,NA
20379,-1.94607,4.51116,-5,NA,NA,-56.4,NA,NA
20513,-2.11668,4.69899,-4.6924,NA,-61.437,NA,NA,NA
20644,-1.54891,4.69793,-4.87129,NA,NA,-70.028,NA,NA
20921,-1.44928,3.54361,-4.90833,NA,NA,-30.035,NA,NA
21026,-1.70374,3.52894,-5,NA,NA,-29.558,NA,NA
21334,-1.65928,3.00701,-5,-56.689,NA,NA,NA,NA
21595,-1.66532,3.66597,-5,NA,-7.138,NA,NA,NA
21610,-2.14331,2.88802,-5,NA,NA,-79.864,NA,NA
21976,-2.4228,4.2663,-5,NA,NA,-54.77,NA,NA
22068,-2.68583,4.04075,-5,NA,NA,-64.223,NA,NA
22305,-0.931122,3.97782,-5,NA,NA,-80.866,NA,NA
22528,-2.4784,4.20998,-4.60863,NA,NA,-63.15,NA,NA
22724,-1.71424,4.06953,-4.53619,NA,NA,-51.663,NA,NA
22941,-1.54263,3.84402,-5,NA,NA,-42.674,NA,NA
23191,-1.92402,3.82374,-5,-26.627,NA,NA,NA,NA
23350,-1.95805,4.13282,-5,NA,NA,-54.248,NA,NA
23577,-2.70738,3.78179,-5,NA,NA,-59.457,NA,NA
23761,-1.76028,3.5492,-5,NA,NA,-41.674,NA,NA
23981,-1.28083,4.01826,-5,NA,NA,-52.035,NA,NA
24135,-1.67806,4.19916,-4.40336,NA,-31.73,NA,NA,NA
24359,-1.61514,4.27951,-4.6606,NA,NA,-47.145,NA,NA
24439,-1.6088,3.33697,-5,NA,NA,-43.581,NA,NA
24637,-2.62149,4.26539,-4.7449,NA,NA,-77.616,NA,NA
24974,-2.60435,4.39903,-5,NA,NA,-72.514,NA,NA
25012,-2.50797,4.05014,-4.48644,NA,NA,-64.725,NA,NA
25376,-2.61845,4.28398,-5,NA,-64.236,NA,NA,NA
25405,-1.73314,4.20446,-5,NA,NA,-37.383,NA,NA
25725,-2.096,3.13057,-5,NA,NA,-67.434,NA,NA
25921,-1.23279,4.07685,-5,NA,NA,-57.527,NA,NA
26188,-1.9099,4.02228,-4.05993,NA,NA,-71.501,NA,NA
26356,-1.63403,3.80643,-4.07206,-73.596,NA,NA,NA,NA
26444,-1.7051,3.75412,-4.80537,NA,-4.186,NA,NA,NA
26763,-1.33132,3.68464,-4.48394,NA,-28.402,NA,NA,NA
26884,-2.09341,3.73584,-5,NA,-36.695,NA,NA,NA
27041,-1.41372,3.62191,-5,NA,-19.392,NA,NA,NA
27389,-2.14574,3.95513,-4.80441,-42.309,NA,NA,NA,NA
27456,-2.24612,3.32577,-4.5327,NA,-62.063,NA,NA,NA
27663,-1.4974,3.29318,-5,NA,-23.097,NA,NA,NA
27934,-1.33242,3.92536,-5,NA,NA,-30.77,NA,NA
28133,-1.76752,4.64523,-4.78369,NA,-53.577,NA,NA,NA
28275,-2.57983,4.0738,-5,NA,NA,-64.545,NA,NA
28524,-2.34633,3.83655,-5,NA,NA,-65.934,NA,NA
28652,-1.95399,3.44766,-5,NA,NA,-62.163,NA,NA
28862,-2.0212,3.84078,-4.61006,NA,-34.252,NA,NA,NA
29104,-2.38462,4.45714,-4.62106,NA,NA,-64.818,NA,NA
29241,-1.92618,3.80425,-4.4833,NA,-42.091,NA,NA,NA
29545,-1.59326,3.65159,-4.84162,NA,-1.913,NA,NA,NA
29718,-2.5716,3.72064,-5,NA,NA,-56.196,NA,NA
29961,-1.45828,4.35886,-5,NA,-36.376,NA,NA,NA
30165,-2.04802,3.78381,-5,NA,NA,-35.877,NA,NA
30327,-1.24243,3.68693,-5,NA,-24.053,NA,NA,NA
30497,-1.18348,4.07068,-4.62054,NA,NA,-60.706,NA,NA
30765,-1.87793,4.40591,-4.5966,NA,NA,-57.855,NA,NA
30870,-2.44954,3.95878,-4.37624,NA,NA,-62.737,NA,NA
31105,-1.04468,3.3172,-4.98206,NA,-79.74,NA,NA,NA
31292,-1.14461,4.2395,-5,NA,-52.996,NA,NA,NA
31425,-1.93486,4.63919,-5,-64.373,NA,NA,NA,NA
31676,-1.94149,3.85248,-5,NA,NA,-35.711,NA,NA
31929,-1.52233,3.68636,-5,NA,-3.914,NA,NA,NA
32078,-1.78564,3.98398,-5,NA,-20.753,NA,NA,NA
32368,-1.47753,4.39617,-4.84875,NA,-36.127,NA,NA,NA
32458,-2.08315,3.99441,-5,NA,-36.556,NA,NA,NA
32659,-2.47545,4.20468,-4.71792,NA,NA,-60.928,NA,NA
32842,-1.93768,3.47462,-5,-24.957,NA,NA,NA,NA
33194,-1.40506,3.11946,-4.33877,NA,-69.289,NA,NA,NA
33327,-1.63637,3.20659,-5,NA,-38.531,NA,NA,NA
33512,-1.17894,3.79884,-5,NA,-35.202,NA,NA,NA
33781,-1.67873,3.37185,-5,NA,NA,-35.507,NA,NA
33920,-2.29332,4.19521,-5,NA,NA,-46.987,NA,NA
34152,-2.6741,4.47582,-4.67235,NA,NA,-73.904,NA,NA
34287,-1.71786,4.25024,-4.48906,NA,NA,-67.27,NA,NA
34420,-1.60692,4.48185,-5,NA,-47.785,NA,NA,NA
34729,-2.37514,3.32289,-4.47049,-56.557,NA,NA,NA,NA
34827,-2.25911,3.89107,-4.78906,-55.158,NA,NA,NA,NA
35016,-2.14444,4.37323,-5,NA,NA,-58.098,NA,NA
35356,-2.33701,5,-5,NA,NA,-77.413,NA,NA
35504,-1.31316,5,-4.9594,-99.151,NA,NA,NA,NA
35677,-2.91185,3.59928,-4.86699,NA,NA,-77.765,NA,NA
35896,-2.1209,3.74382,-5,NA,NA,-44.083,NA,NA
36097,-1.57362,4.12263,-5,NA,-28.314,NA,NA,NA
36331,-1.22745,3.56334,-5,NA,NA,-41.565,NA,NA
36438,-1.98769,4.05035,-5,NA,NA,-48.034,NA,NA
36737,-2.02198,5,-5,NA,-69.497,NA,NA,NA
36866,-1.31681,5,-4.23774,NA,NA,-89.631,NA,NA
37191,-1.87103,4.68075,-4.41299,NA,NA,-73.432,NA,NA
37232,-2.43053,4.73577,-4.64414,NA,-67.037,NA,NA,NA
37442,-1.71183,4.26758,-4.56424,NA,NA,-56.684,NA,NA
37639,-1.422,4.09021,-4.84256,NA,NA,-38.914,NA,NA
37979,-1.31359,3.88556,-4.18145,-51.787,NA,NA,NA,NA
38114,-1.71183,3.63549,-5,NA,NA,-46.705,NA,NA
38396,-2.4037,4.13492,-5,NA,NA,-53.301,NA,NA
38440,-1.46534,4.07426,-5,NA,NA,-50.359,NA,NA
38754,-1.60654,5,-5,NA,-75.466,NA,NA,NA
38885,-1.27978,3.77855,-4.49274,NA,NA,-59.764,NA,NA
39136,-1.24628,5,-5,NA,NA,-91.664,NA,NA
39392,-1.81333,4.70914,-5,NA,NA,-70.168,NA,NA
39435,-1.94224,4.46793,-4.611,NA,NA,-59.729,NA,NA
39759,-1.76342,3.42163,-5,NA,NA,-38.196,NA,NA
39838,-1.39403,3.35845,-5,NA,NA,-69.343,NA,NA
40070,-1.73478,4.36947,-5,NA,NA,-44.71,NA,NA
40391,-1.1431,4.2735,-5,-57.26,NA,NA,NA,NA
40521,-2.07389,3.78516,-5,-36.757,NA,NA,NA,NA
40632,-1.24112,3.63025,-5,NA,-13.731,NA,NA,NA
40957,-1.27888,3.70895,-4.66501,NA,NA,-49.57,NA,NA
41159,-1.64769,4.19428,-3.98297,NA,NA,-72.801,NA,NA
41369,-2.43078,3.69789,-5,NA,NA,-59.848,NA,NA
41573,-2.16299,3.4589,-5,NA,-44.805,NA,NA,NA
41619,-1.65813,3.62303,-5,NA,-9.413,NA,NA,NA
41801,-1.39216,4.04184,-4.24984,NA,NA,-66.668,NA,NA
42061,-1.6186,5,-4.45537,NA,NA,-90.03,NA,NA
42261,-1.59504,4.24172,-5,NA,NA,-43.442,NA,NA
42448,-1.47227,3.61624,-4.63776,NA,NA,-48.255,NA,NA
42780,-1.86095,3.64579,-5,NA,NA,-44.171,NA,NA
42843,-1.30008,3.62143,-4.86653,-20.013,NA,NA,NA,NA
43135,-2.18562,4.16848,-4.62768,NA,NA,-48.95,NA,NA
43276,-2.43332,4.54031,-5,NA,-60.677,NA,NA,NA
43533,-2.47797,4.04486,-4.78702,NA,NA,-59.519,NA,NA
43786,-1.60894,3.27383,-5,NA,NA,-49.183,NA,NA
43903,-2.01576,3.3692,-5,NA,NA,-56.517,NA,NA
44054,-1.51756,3.71599,-4.31375,NA,-37.061,NA,NA,NA
44352,-1.06459,3.29961,-4.65199,NA,-74.606,NA,NA,NA
44459,-1.18371,3.45526,-4.83038,NA,NA,-53.058,NA,NA
44689,-1.13096,3.75072,-4.95006,NA,NA,-62.19,NA,NA
44904,-1.98106,3.07622,-5,NA,NA,-61.465,NA,NA
45128,-2.76746,3.13313,-5,NA,NA,-83.91,NA,NA
45251,-2.08398,3.10666,-5,NA,NA,-65.995,NA,NA
45423,-2.61005,3.87676,-4.70249,NA,NA,-55.352,NA,NA
45728,-2.43779,3.83369,-5,NA,NA,-60.096,NA,NA
45849,-1.68815,3.66861,-4.17204,-62.552,NA,NA,NA,NA
46092,-2.14034,3.66235,-5,NA,-36.867,NA,NA,NA
46400,-2.05579,3.94098,-5,NA,-36.509,NA,NA,NA
46502,-1.57867,3.05956,-4.73509,NA,-55.913,NA,NA,NA
46793,-2.02727,3.11552,-4.17815,NA,-80.017,NA,NA,NA
46942,-2.12445,3.98687,-5,NA,NA,-47.431,NA,NA
47196,-2.4682,4.85438,-5,NA,-72.723,NA,NA,NA
47359,-1.51875,3.83874,-5,NA,-22.491,NA,NA,NA
47583,-1.38877,3.74805,-5,NA,NA,-23.774,NA,NA
47650,-1.99899,4.62976,-5,NA,NA,-53.024,NA,NA
47871,-1.94632,3.78375,-4.13164,NA,NA,-66.591,NA,NA
48018,-1.60215,4.52664,-4.51952,NA,NA,-64.283,NA,NA
48372,-1.36365,4.06471,-5,NA,NA,-53.635,NA,NA
48451,-1.4394,3.53854,-4.89301,NA,-8.013,NA,NA,NA
48774,-1.65926,3.65617,-5,NA,-8.693,NA,NA,NA
48947,-1.84032,3.58954,-5,NA,-25.079,NA,NA,NA
49158,-1.72381,3.34096,-4.92098,-31.724,NA,NA,NA,NA
49378,-2.14951,3.70587,-5,NA,NA,-48.458,NA,NA
49556,-2.66132,4.29001,-4.48167,NA,NA,-65.31,NA,NA
49705,-2.0577,3.63401,-5,NA,NA,-45.629,NA,NA
49991,-1.53786,3.38427,-5,-21.255,NA,NA,NA,NA
50118,-1.24945,4.01184,-4.64087,-38.288,NA,NA,NA,NA
50297,-1.19822,3.74273,-5,NA,NA,-60.855,NA,NA
50554,-2.4605,4.63498,-4.98643,NA,NA,-71.859,NA,NA
50646,-2.37683,3.9801,-5,NA,NA,-59.625,NA,NA
50927,-1.61373,5,-4.97774,NA,NA,-74.584,NA,NA
51121,-1.56002,5,-5,NA,NA,-79.257,NA,NA
51332,-2.30661,4.63427,-5,-58.071,NA,NA,NA,NA
51431,-2.06499,5,-5,NA,NA,-81.386,NA,NA
51770,-2.51046,3.6376,-5,NA,NA,-60.972,NA,NA
51961,-2.05434,3.58712,-4.94726,NA,-32.115,NA,NA,NA
52150,-1.87504,2.97278,-5,NA,NA,-74.485,NA,NA
52240,-1.51511,4.08417,-5,NA,NA,-48.196,NA,NA
52411,-2.14047,3.87384,-4.13298,NA,NA,-72.087,NA,NA
52718,-2.35548,4.67266,-5,NA,-54.56,NA,NA,NA
52877,-1.73673,3.57813,-5,NA,-22.837,NA,NA,NA
53041,-1.42095,3.85917,-4.56149,NA,-23.662,NA,NA,NA
53210,-2.37355,4.72847,-4.48335,NA,NA,-68.918,NA,NA
53483,-1.61809,5,-4.28979,NA,NA,-97.082,NA,NA
53635,-1.35461,3.85657,-4.66093,-15.908,NA,NA,NA,NA
53875,-1.52949,3.39004,-5,-57.879,NA,NA,NA,NA
54187,-1.87783,3.74895,-5,-21.596,NA,NA,NA,NA
54397,-1.61642,3.60548,-4.57808,-14.215,NA,NA,NA,NA
54531,-1.50726,3.58388,-4.64137,NA,NA,-49.118,NA,NA
54729,-2.29427,3.48515,-5,NA,NA,-49.34,NA,NA
54827,-2.41737,3.38847,-4.99041,NA,NA,-55.65,NA,NA
55139,-2.53589,3.08726,-4.74669,NA,NA,-76.41,NA,NA
55399,-2.58184,3.16863,-5,NA,NA,-79.07,NA,NA
55523,-1.85688,3.39485,-5,NA,NA,-52.273,NA,NA
55769,-2.23561,3.41479,-5,NA,NA,-50.426,NA,NA
55813,-1.55015,3.20977,-5,NA,NA,-63.556,NA,NA
56062,-2.09619,3.91034,-5,NA,-38.22,NA,NA,NA
56260,-1.34737,3.63353,-5,NA,NA,NA,-69.496,NA
56500,-1.12222,3.69998,-4.79419,NA,NA,-81.137,NA,NA
56676,-2.01293,4.95024,-4.68238,NA,-70.806,NA,NA,NA
56877,-2.36365,5,-4.6389,NA,-81.874,NA,NA,NA
57093,-2.68558,4.5957,-5,NA,NA,-71.358,NA,NA
57323,-1.72973,4.71172,-4.56314,NA,NA,-67.499,NA,NA
57511,-1.66134,4.7745,-4.62265,NA,NA,-76.059,NA,NA
57787,-2.19214,5,-5,-77.634,NA,NA,NA,NA
57923,-2.53196,4.67558,-4.81311,-73.281,NA,NA,NA,NA
58083,-2.00268,4.44225,-4.8596,-53.111,NA,NA,NA,NA
58305,-1.77932,4.04619,-5,-33.894,NA,NA,NA,NA
58458,-1.43635,4.20803,-5,NA,-39.7,NA,NA,NA
58657,-2.11321,4.5159,-4.81991,NA,-54.258,NA,NA,NA
58870,-2.60524,5,-4.33799,NA,NA,-90.568,NA,NA
59134,-2.55192,3.29946,-5,NA,-64.85,NA,NA,NA
59327,-2.18257,3.42439,-5,NA,NA,-55.57,NA,NA
59469,-2.44436,3.8926,-5,NA,NA,-61.254,NA,NA
59707,-1.46193,4.15772,-5,NA,NA,-58.242,NA,NA
59836,-2.39079,3.42219,-5,NA,NA,-52.543,NA,NA
60127,-1.83885,4.23341,-5,NA,-38.237,NA,NA,NA
60314,-1.9587,4.98733,-5,-79.511,NA,NA,NA,NA
60473,-1.36482,4.37682,-5,-38.923,NA,NA,NA,NA
60655,-2.07757,3.97241,-5,NA,NA,NA,-61.505,NA
60825,-2.07414,3.71649,-5,NA,-35.986,NA,NA,NA
61137,-1.05083,3.84378,-5,-25.179,NA,NA,NA,NA
61222,-2.17109,3.01338,-4.86499,NA,NA,-77.96,NA,NA
61480,-1.67858,3.75016,-4.70653,NA,NA,-54.54,NA,NA
61731,-1.80326,3.44341,-4.85707,NA,NA,-38.845,NA,NA
61914,-0.791842,3.77755,-5,NA,NA,-63.911,NA,NA
62106,-1.97224,3.55835,-4.67633,NA,NA,-53.042,NA,NA
62265,-2.34661,4.26728,-4.53937,NA,NA,-65.684,NA,NA
62597,-1.55563,3.39625,-5,NA,NA,-49.607,NA,NA
62644,-1.71677,3.73128,-5,NA,NA,NA,-83.379,NA
62806,-1.38426,3.3284,-5,-55.559,NA,NA,NA,NA
63148,-1.92165,4.14675,-5,NA,NA,-52.946,NA,NA
63246,-2.83991,4.27666,-4.78657,NA,-72.933,NA,NA,NA
63508,-2.40164,3.72576,-5,NA,-41.52,NA,NA,NA
63731,-1.61843,3.76406,-5,NA,NA,-30.894,NA,NA
63903,-1.67586,3.76806,-4.98796,NA,NA,-53.898,NA,NA
64071,-1.67187,3.25177,-4.67741,NA,NA,-51.441,NA,NA
64380,-2.27288,3.56431,-5,NA,NA,-53.554,NA,NA
64507,-1.78154,3.7651,-5,NA,-11.707,NA,NA,NA
64650,-2.63834,4.21748,-5,NA,NA,-74.409,NA,NA
64857,-2.43674,4.4406,-5,NA,-59.139,NA,NA,NA
65028,-1.90033,5,-5,NA,NA,-79.181,NA,NA
65211,-1.13466,4.33742,-5,NA,-59.829,NA,NA,NA
65600,-1.8035,4.61731,-5,NA,-49.932,NA,NA,NA
65671,-1.80053,5,-5,-79.602,NA,NA,NA,NA
65930,-2.13131,4.38422,-5,NA,-47.263,NA,NA,NA
66030,-1.77211,4.72722,-5,NA,NA,-75.319,NA,NA
66230,-2.02884,3.97539,-5,NA,-34.891,NA,NA,NA
66532,-2.33599,3.53779,-4.64986,-59.5,NA,NA,NA,NA
66783,-1.8041,3.35947,-4.4307,NA,-36.426,NA,NA,NA
66888,-2.16885,3.80648,-4.16297,NA,NA,-65.371,NA,NA
67068,-1.76816,4.82873,-5,NA,NA,-76.313,NA,NA
67368,-2.23107,4.56653,-4.63716,NA,NA,-66.588,NA,NA
67489,-2.37286,3.98662,-5,NA,NA,NA,-90.269,NA
67699,-1.86235,3.85908,-5,NA,NA,NA,NA,-141.419
67949,-1.3474,3.78341,-5,-18.333,NA,NA,NA,NA
68183,-1.27009,3.93057,-5,NA,NA,-47.265,NA,NA
68374,-1.53077,4.23791,-4.4829,NA,NA,-50.401,NA,NA
68525,-2.11001,4.44767,-4.3973,NA,NA,-60.916,NA,NA
68754,-2.17559,3.86817,-5,-40.63,NA,NA,NA,NA
68848,-1.66834,4.215,-5,NA,-37.326,NA,NA,NA
69040,-2.33112,3.31352,-4.83871,NA,-56.635,NA,NA,NA
69333,-3.0233,4.02711,-5,NA,NA,-80.994,NA,NA
69412,-2.18299,4.41253,-5,-55.844,NA,NA,NA,NA
69775,-2.41634,4.63245,-5,NA,-64.342,NA,NA,NA
69985,-1.24204,4.13015,-5,NA,NA,-59.827,NA,NA
70074,-1.47036,3.94572,-5,NA,NA,-39.371,NA,NA
70396,-1.70442,4.05385,-5,NA,-21.474,NA,NA,NA
70401,-1.75283,5,-5,NA,NA,-71.435,NA,NA
70728,-2.39284,3.74743,-5,-68.694,NA,NA,NA,NA
70984,-0.694443,3.49504,-4.74374,NA,-80.386,NA,NA,NA
71036,-2.31389,3.85646,-5,NA,-49.224,NA,NA,NA
71324,-1.47937,3.42305,-5,NA,NA,-62.229,NA,NA
71420,-1.15131,4.31755,-5,-65.302,NA,NA,NA,NA
71800,-1.59301,5,-4.76402,NA,-80.537,NA,NA,NA
71996,-1.48015,3.8163,-5,NA,NA,-24.687,NA,NA
72056,-1.76034,3.2864,-5,-37.391,NA,NA,NA,NA
72393,-1.45426,4.04431,-4.51435,NA,-29.338,NA,NA,NA
72414,-1.35624,2.92826,-4.75739,NA,NA,-55.109,NA,NA
72720,-1.33848,2.89432,-5,NA,NA,-70.962,NA,NA
72869,-1.6285,3.83997,-5,NA,NA,-47.752,NA,NA
73101,-1.83604,4.03602,-4.28808,NA,NA,-59.801,NA,NA
73320,-2.16346,3.49246,-5,NA,NA,-55.337,NA,NA
73543,-2.35179,4.5775,-5,NA,NA,-71.119,NA,NA
73632,-2.03586,4.33473,-5,NA,NA,-57.983,NA,NA
73934,-1.5962,3.99793,-4.79166,NA,-12.792,NA,NA,NA
74084,-2.44705,3.75033,-5,-71.443,NA,NA,NA,NA
74291,-2.40428,3.75423,-4.23082,NA,NA,-61.443,NA,NA
74467,-1.90126,3.62941,-4.47886,NA,NA,-54.82,NA,NA
74641,-2.34086,3.98022,-5,NA,NA,-59.133,NA,NA
74938,-1.21572,4.07298,-5,NA,NA,-57.616,NA,NA
75044,-2.55667,3.2648,-5,NA,-61.678,NA,NA,NA
75365,-1.90114,3.5162,-4.75025,-34.95,NA,NA,NA,NA
75574,-1.89021,4.24709,-5,-38.162,NA,NA,NA,NA
75648,-2.68223,4.79693,-5,NA,NA,-77.762,NA,NA
75950,-2.25339,5,-5,NA,NA,-76.634,NA,NA
76172,-2.18894,5,-5,NA,NA,-76.092,NA,NA
76360,-2.51806,5,-5,NA,NA,-86.753,NA,NA
76586,-1.2398,5,-4.86587,NA,NA,-89.848,NA,NA
76727,-2.09498,4.57975,-4.73915,NA,NA,-56.828,NA,NA
76809,-1.94722,3.57314,-5,NA,NA,-49.184,NA,NA
77192,-1.26979,3.33249,-5,NA,-34.786,NA,NA,NA
77393,-1.77699,4.30448,-5,NA,-41.484,NA,NA,NA
77585,-2.76739,4.04382,-4.89585,-70.791,NA,NA,NA,NA
77616,-1.77517,4.0073,-5,NA,NA,-45.83,NA,NA
77857,-1.3634,3.49841,-5,NA,NA,-64.591,NA,NA
78136,-2.25281,3.46446,-5,NA,NA,-49.614,NA,NA
78337,-1.5733,4.54659,-4.74907,NA,-52.099,NA,NA,NA
78508,-1.67687,3.9964,-5,NA,NA,-31.022,NA,NA
78745,-2.05532,3.76399,-5,NA,NA,-36.886,NA,NA
78935,-2.33785,3.84367,-5,NA,NA,-65.71,NA,NA
79171,-2.23039,4.52211,-5,-58.339,NA,NA,NA,NA
79295,-1.87656,3.39314,-5,NA,-25.599,NA,NA,NA
79473,-2.00612,3.72496,-4.43768,NA,-32.677,NA,NA,NA
