x0,x1,x2,fitness
-5.0,1.0,-2.0,-1402.383
-5.0,1.0,-1.5,-1464.546
-5.0,1.0,-1.0,-1491.355
-5.0,1.0,-0.5,-1402.65
-5.0,1.0,0.0,-1228.165
-5.0,1.0,0.5,-1078.581
-5.0,1.0,1.0,-1303.071
-5.0,1.0,1.5,-1329.783
-5.0,1.0,2.0,-1584.009
-5.0,1.0,2.5,-1543.318
-5.0,1.0,3.0,-1530.646
-5.0,1.0,3.5,-1586.161
-5.0,1.0,4.0,-1663.772
-5.0,1.0,4.5,-1693.155
-5.0,1.0,5.0,-1564.302
-5.0,1.5,-5.0,-1280.154
-5.0,1.5,-4.5,-1366.299
-5.0,1.5,-4.0,-1552.133
-5.0,1.5,-3.5,-1740.071
-5.0,1.5,-3.0,-1526.121
-5.0,1.5,-2.5,-1520.086
-5.0,1.5,-2.0,-1233.791
-5.0,1.5,-1.5,-1293.281
-5.0,1.5,-1.0,-1316.197
-5.0,1.5,-0.5,-1220.554
-5.0,1.5,0.0,-1034.852
-5.0,1.5,0.5,-870.489
-5.0,1.5,1.0,-1085.772
-5.0,1.5,1.5,-1094.463
-5.0,1.5,2.0,-1333.484
-5.0,1.5,2.5,-1261.952
-5.0,1.5,3.0,-1213.989
-5.0,1.5,3.5,-1232.413
-5.0,1.5,4.0,-1271.685
-5.0,1.5,4.5,-1265.795
-5.0,1.5,5.0,-1119.624
-5.0,2.0,-5.0,-1308.186
-5.0,2.0,-4.5,-1403.52
-5.0,2.0,-4.0,-1598.152
-5.0,2.0,-3.5,-1786.674
-5.0,2.0,-3.0,-1572.552
-5.0,2.0,-2.5,-1565.969
-5.0,2.0,-2.0,-1277.567
-5.0,2.0,-1.5,-1334.758
-5.0,2.0,-1.0,-1354.067
-5.0,2.0,-0.5,-1252.958
-5.0,2.0,0.0,-1059.645
-5.0,2.0,0.5,-885.291
-5.0,2.0,1.0,-1084.683
-5.0,2.0,1.5,-1072.454
-5.0,2.0,2.0,-1276.491
-5.0,2.0,2.5,-1169.457
-5.0,2.0,3.0,-1081.012
-5.0,2.0,3.5,-1052.22
-5.0,2.0,4.0,-1043.251
-5.0,2.0,4.5,-1003.405
-5.0,2.0,5.0,-866.709
-5.0,2.5,-5.0,-1396.601
-5.0,2.5,-4.5,-1505.1
-5.0,2.5,-4.0,-1708.143
-5.0,2.5,-3.5,-1898.963
-5.0,2.5,-3.0,-1685.56
-5.0,2.5,-2.5,-1678.61
-5.0,2.5,-2.0,-1389.159
-5.0,2.5,-1.5,-1443.861
-5.0,2.5,-1.0,-1459.094
-5.0,2.5,-0.5,-1352.487
-5.0,2.5,0.0,-1152.587
-5.0,2.5,0.5,-969.721
-5.0,2.5,1.0,-1146.047
-5.0,2.5,1.5,-1108.481
-5.0,2.5,2.0,-1262.507
-5.0,2.5,2.5,-1119.218
-5.0,2.5,3.0,-994.107
-5.0,2.5,3.5,-925.043
-5.0,2.5,4.0,-880.224
-5.0,2.5,4.5,-824.151
-5.0,2.5,5.0,-713.956
-5.0,3.0,-5.0,-1649.156
-5.0,3.0,-4.5,-1792.005
-5.0,3.0,-4.0,-2013.748
-5.0,3.0,-3.5,-2212.294
-5.0,3.0,-3.0,-2001.788
-5.0,3.0,-2.5,-1994.537
-5.0,3.0,-2.0,-1703.606
-5.0,3.0,-1.5,-1753.265
-5.0,3.0,-1.0,-1760.188
-5.0,3.0,-0.5,-1642.364
-5.0,3.0,0.0,-1428.694
-5.0,3.0,0.5,-1227.478
-5.0,3.0,1.0,-1359.565
-5.0,3.0,1.5,-1275.356
-5.0,3.0,2.0,-1349.418
-5.0,3.0,2.5,-1152.953
-5.0,3.0,3.0,-980.449
-5.0,3.0,3.5,-866.675
-5.0,3.0,4.0,-787.703
-5.0,3.0,4.5,-718.514
-5.0,3.0,5.0,-629.831
-5.0,3.5,-5.0,-1537.923
-5.0,3.5,-4.5,-1656.568
-5.0,3.5,-4.0,-1865.013
-5.0,3.5,-3.5,-2056.19
-5.0,3.5,-3.0,-1842.288
-5.0,3.5,-2.5,-1832.421
-5.0,3.5,-2.0,-1540.809
-5.0,3.5,-1.5,-1586.798
-5.0,3.5,-1.0,-1588.222
-5.0,3.5,-0.5,-1464.955
-5.0,3.5,0.0,-1248.342
-5.0,3.5,0.5,-1045.916
-5.0,3.5,1.0,-1151.406
-5.0,3.5,1.5,-1053.739
-5.0,3.5,2.0,-1090.577
-5.0,3.5,2.5,-904.863
-5.0,3.5,3.0,-754.92
-5.0,3.5,3.5,-663.982
-5.0,3.5,4.0,-609.117
-5.0,3.5,4.5,-569.748
-5.0,3.5,5.0,-524.82
-5.0,4.0,-5.0,-1629.827
-5.0,4.0,-4.5,-1752.775
-5.0,4.0,-4.0,-1962.821
-5.0,4.0,-3.5,-2153.216
-5.0,4.0,-3.0,-1938.309
-5.0,4.0,-2.5,-1925.128
-5.0,4.0,-2.0,-1631.19
-5.0,4.0,-1.5,-1668.368
-5.0,4.0,-1.0,-1656.378
-5.0,4.0,-0.5,-1517.711
-5.0,4.0,0.0,-1286.785
-5.0,4.0,0.5,-1069.34
-5.0,4.0,1.0,-1124.603
-5.0,4.0,1.5,-994.903
-5.0,4.0,2.0,-976.783
-5.0,4.0,2.5,-790.033
-5.0,4.0,3.0,-648.912
-5.0,4.0,3.5,-566.071
-5.0,4.0,4.0,-520.446
-5.0,4.0,4.5,-495.122
-5.0,4.0,5.0,-474.509
-5.0,4.5,-5.0,-1666.29
-5.0,4.5,-4.5,-1783.39
-5.0,4.5,-4.0,-1989.222
-5.0,4.5,-3.5,-2175.478
-5.0,4.5,-3.0,-1958.03
-5.0,4.5,-2.5,-1939.74
-5.0,4.5,-2.0,-1643.065
-5.0,4.5,-1.5,-1668.54
-5.0,4.5,-1.0,-1639.61
-5.0,4.5,-0.5,-1483.766
-5.0,4.5,0.0,-1240.809
-5.0,4.5,0.5,-1014.676
-5.0,4.5,1.0,-1025.217
-5.0,4.5,1.5,-880.804
-5.0,4.5,2.0,-831.49
-5.0,4.5,2.5,-666.228
-5.0,4.5,3.0,-549.819
-5.0,4.5,3.5,-485.648
-5.0,4.5,4.0,-455.183
-5.0,4.5,4.5,-445.089
-5.0,4.5,5.0,-444.197
-5.0,5.0,-5.0,-1828.164
-5.0,5.0,-4.5,-1954.792
-5.0,5.0,-4.0,-2163.516
-5.0,5.0,-3.5,-2347.148
-5.0,5.0,-3.0,-2126.276
-5.0,5.0,-2.5,-2098.418
-5.0,5.0,-2.0,-1794.044
-5.0,5.0,-1.5,-1796.827
-5.0,5.0,-1.0,-1736.654
-5.0,5.0,-0.5,-1549.131
-5.0,5.0,0.0,-1281.775
-5.0,5.0,0.5,-1036.135
-5.0,5.0,1.0,-991.096
-5.0,5.0,1.5,-828.71
-5.0,5.0,2.0,-750.344
-5.0,5.0,2.5,-602.325
-5.0,5.0,3.0,-503.338
-5.0,5.0,3.5,-450.84
-5.0,5.0,4.0,-429.228
-5.0,5.0,4.5,-428.032
-5.0,5.0,5.0,-439.082
-4.5,-5.0,-5.0,-1575.644
-4.5,-5.0,-4.5,-1717.29
-4.5,-5.0,-4.0,-1746.683
-4.5,-5.0,-3.5,-2094.356
-4.5,-5.0,-3.0,-2082.92
-4.5,-5.0,-2.5,-2280.686
-4.5,-5.0,-2.0,-2603.065
-4.5,-5.0,-1.5,-2778.925
-4.5,-5.0,-1.0,-2754.444
-4.5,-5.0,-0.5,-2644.746
-4.5,-5.0,0.0,-2523.503
-4.5,-5.0,0.5,-2405.586
-4.5,-5.0,1.0,-2305.58
-4.5,-5.0,1.5,-2230.823
-4.5,-5.0,2.0,-2188.229
-4.5,-5.0,2.5,-2181.174
-4.5,-5.0,3.0,-2210.426
-4.5,-5.0,3.5,-2273.599
-4.5,-5.0,4.0,-2365.506
-4.5,-5.0,4.5,-2478.608
-4.5,-5.0,5.0,-2603.633
-4.5,-4.5,-5.0,-1507.462
-4.5,-4.5,-4.5,-1650.433
-4.5,-4.5,-4.0,-1684.823
-4.5,-4.5,-3.5,-2047.653
-4.5,-4.5,-3.0,-2081.938
-4.5,-4.5,-2.5,-2369.973
-4.5,-4.5,-2.0,-2774.021
-4.5,-4.5,-1.5,-2952.407
-4.5,-4.5,-1.0,-2866.145
-4.5,-4.5,-0.5,-2666.071
-4.5,-4.5,0.0,-2445.997
-4.5,-4.5,0.5,-2234.341
-4.5,-4.5,1.0,-2054.563
-4.5,-4.5,1.5,-1920.347
-4.5,-4.5,2.0,-1843.926
-4.5,-4.5,2.5,-1831.225
-4.5,-4.5,3.0,-1883.707
-4.5,-4.5,3.5,-1997.087
-4.5,-4.5,4.0,-2162.009
-4.5,-4.5,4.5,-2364.879
-4.5,-4.5,5.0,-2588.972
-4.5,-4.0,-5.0,-1232.754
-4.5,-4.0,-4.5,-1377.819
-4.5,-4.0,-4.0,-1419.694
-4.5,-4.0,-3.5,-1804.773
-4.5,-4.0,-3.0,-1903.434
-4.5,-4.0,-2.5,-2315.548
-4.5,-4.0,-2.0,-2835.7
-4.5,-4.0,-1.5,-3049.285
-4.5,-4.0,-1.0,-2934.334
-4.5,-4.0,-0.5,-2676.082
-4.5,-4.0,0.0,-2387.529
-4.5,-4.0,0.5,-2109.519
-4.5,-4.0,1.0,-1873.233
-4.5,-4.0,1.5,-1696.374
-4.5,-4.0,2.0,-1595.767
-4.5,-4.0,2.5,-1578.867
-4.5,-4.0,3.0,-1648.016
-4.5,-4.0,3.5,-1797.582
-4.5,-4.0,4.0,-2015.186
-4.5,-4.0,4.5,-2282.839
-4.5,-4.0,5.0,-2578.396
-4.5,-3.5,-5.0,-1513.211
-4.5,-3.5,-4.5,-1658.363
-4.5,-3.5,-4.0,-1701.292
-4.5,-3.5,-3.5,-2087.085
-4.5,-3.5,-3.0,-2186.517
-4.5,-3.5,-2.5,-2576.447
-4.5,-3.5,-2.0,-3014.191
-4.5,-3.5,-1.5,-3143.7
-4.5,-3.5,-1.0,-2975.589
-4.5,-3.5,-0.5,-2678.976
-4.5,-3.5,0.0,-2355.278
-4.5,-3.5,0.5,-2045.415
-4.5,-3.5,1.0,-1783.5
-4.5,-3.5,1.5,-1586.317
-4.5,-3.5,2.0,-1474.451
-4.5,-3.5,2.5,-1455.26
-4.5,-3.5,3.0,-1532.423
-4.5,-3.5,3.5,-1699.663
-4.5,-3.5,4.0,-1943.091
-4.5,-3.5,4.5,-2242.509
-4.5,-3.5,5.0,-2573.009
-4.5,-3.0,-5.0,-1639.637
-4.5,-3.0,-4.5,-1785.118
-4.5,-3.0,-4.0,-1830.036
-4.5,-3.0,-3.5,-2216.71
-4.5,-3.0,-3.0,-2314.612
-4.5,-3.0,-2.5,-2677.107
-4.5,-3.0,-2.0,-3035.11
-4.5,-3.0,-1.5,-3120.295
-4.5,-3.0,-1.0,-2949.528
-4.5,-3.0,-0.5,-2663.216
-4.5,-3.0,0.0,-2349.537
-4.5,-3.0,0.5,-2048.746
-4.5,-3.0,1.0,-1797.401
-4.5,-3.0,1.5,-1604.976
-4.5,-3.0,2.0,-1496.617
-4.5,-3.0,2.5,-1476.839
-4.5,-3.0,3.0,-1552.006
-4.5,-3.0,3.5,-1716.008
-4.5,-3.0,4.0,-1955.059
-4.5,-3.0,4.5,-2249.147
-4.5,-3.0,5.0,-2573.489
-4.5,-2.5,-5.0,-1759.472
-4.5,-2.5,-4.5,-1904.968
-4.5,-2.5,-4.0,-1951.624
-4.5,-2.5,-3.5,-2332.644
-4.5,-2.5,-3.0,-2406.148
-4.5,-2.5,-2.5,-2697.662
-4.5,-2.5,-2.0,-2933.505
-4.5,-2.5,-1.5,-2991.333
-4.5,-2.5,-1.0,-2858.072
-4.5,-2.5,-0.5,-2625.936
-4.5,-2.5,0.0,-2364.905
-4.5,-2.5,0.5,-2113.3
-4.5,-2.5,1.0,-1911.114
-4.5,-2.5,1.5,-1749.002
-4.5,-2.5,2.0,-1660.589
-4.5,-2.5,2.5,-1641.61
-4.5,-2.5,3.0,-1704.56
-4.5,-2.5,3.5,-1844.736
-4.5,-2.5,4.0,-2049.817
-4.5,-2.5,4.5,-2302.114
-4.5,-2.5,5.0,-2579.576
-4.5,-2.0,-5.0,-1749.077
-4.5,-2.0,-4.5,-1894.518
-4.5,-2.0,-4.0,-1945.383
-4.5,-2.0,-3.5,-2316.783
-4.5,-2.0,-3.0,-2349.717
-4.5,-2.0,-2.5,-2553.475
-4.5,-2.0,-2.0,-2657.373
-4.5,-2.0,-1.5,-2725.346
-4.5,-2.0,-1.0,-2671.76
-4.5,-2.0,-0.5,-2533.203
-4.5,-2.0,0.0,-2362.274
-4.5,-2.0,0.5,-2197.309
-4.5,-2.0,1.0,-2087.214
-4.5,-2.0,1.5,-1982.604
-4.5,-2.0,2.0,-1935.041
-4.5,-2.0,2.5,-1920.436
-4.5,-2.0,3.0,-1964.517
-4.5,-2.0,3.5,-2065.274
-4.5,-2.0,4.0,-2212.707
-4.5,-2.0,4.5,-2392.975
-4.5,-2.0,5.0,-2588.546
-4.5,-1.5,-5.0,-1736.321
-4.5,-1.5,-4.5,-1879.393
-4.5,-1.5,-4.0,-1935.398
-4.5,-1.5,-3.5,-2280.269
-4.5,-1.5,-3.0,-2236.983
-4.5,-1.5,-2.5,-2331.525
-4.5,-1.5,-2.0,-2288.573
-4.5,-1.5,-1.5,-2372.337
-4.5,-1.5,-1.0,-2400.174
-4.5,-1.5,-0.5,-2358.908
-4.5,-1.5,0.0,-2287.522
-4.5,-1.5,0.5,-2228.677
-4.5,-1.5,1.0,-2252.447
-4.5,-1.5,1.5,-2232.382
-4.5,-1.5,2.0,-2254.411
-4.5,-1.5,2.5,-2253.084
-4.5,-1.5,3.0,-2280.027
-4.5,-1.5,3.5,-2336.657
-4.5,-1.5,4.0,-2414.909
-4.5,-1.5,4.5,-2505.1
-4.5,-1.5,5.0,-2594.335
-4.5,-1.0,-5.0,-1875.969
-4.5,-1.0,-4.5,-1988.841
-4.5,-1.0,-4.0,-2007.761
-4.5,-1.0,-3.5,-2235.544
-4.5,-1.0,-3.0,-2029.087
-4.5,-1.0,-2.5,-1993.472
-4.5,-1.0,-2.0,-1812.124
-4.5,-1.0,-1.5,-1899.066
-4.5,-1.0,-1.0,-1977.593
-4.5,-1.0,-0.5,-2000.927
-4.5,-1.0,0.0,-2002.989
-4.5,-1.0,0.5,-2040.869
-4.5,-1.0,1.0,-2230.604
-4.5,-1.0,1.5,-2323.893
-4.5,-1.0,2.0,-2462.541
-4.5,-1.0,2.5,-2500.74
-4.5,-1.0,3.0,-2534.021
-4.5,-1.0,3.5,-2566.922
-4.5,-1.0,4.0,-2590.174
-4.5,-1.0,4.5,-2595.938
-4.5,-1.0,5.0,-2572.967
-4.5,-0.5,-5.0,-1901.314
-4.5,-0.5,-4.5,-1995.568
-4.5,-0.5,-4.0,-2036.005
-4.5,-0.5,-3.5,-2239.88
-4.5,-0.5,-3.0,-2021.326
-4.5,-0.5,-2.5,-1991.454
-4.5,-0.5,-2.0,-1752.525
-4.5,-0.5,-1.5,-1827.75
-4.5,-0.5,-1.0,-1892.974
-4.5,-0.5,-0.5,-1891.515
-4.5,-0.5,0.0,-1863.132
-4.5,-0.5,0.5,-1892.305
-4.5,-0.5,1.0,-2174.81
-4.5,-0.5,1.5,-2327.64
-4.5,-0.5,2.0,-2572.839
-4.5,-0.5,2.5,-2640.861
-4.5,-0.5,3.0,-2687.294
-4.5,-0.5,3.5,-2716.695
-4.5,-0.5,4.0,-2709.455
-4.5,-0.5,4.5,-2650.604
-4.5,-0.5,5.0,-2520.087
-4.5,0.0,-5.0,-1980.516
-4.5,0.0,-4.5,-1994.651
-4.5,0.0,-4.0,-2006.589
-4.5,0.0,-3.5,-2144.368
-4.5,0.0,-3.0,-1897.038
-4.5,0.0,-2.5,-1864.148
-4.5,0.0,-2.0,-1592.427
-4.5,0.0,-1.5,-1659.446
-4.5,0.0,-1.0,-1709.323
-4.5,0.0,-0.5,-1674.341
-4.5,0.0,0.0,-1593.126
-4.5,0.0,0.5,-1569.491
-4.5,0.0,1.0,-1880.737
-4.5,0.0,1.5,-2040.254
-4.5,0.0,2.0,-2362.97
-4.5,0.0,2.5,-2448.44
-4.5,0.0,3.0,-2519.493
-4.5,0.0,3.5,-2581.987
-4.5,0.0,4.0,-2596.847
-4.5,0.0,4.5,-2527.661
-4.5,0.0,5.0,-2326.705
-4.5,0.5,-5.0,-1650.143
-4.5,0.5,-4.5,-1712.808
-4.5,0.5,-4.0,-1841.122
-4.5,0.5,-3.5,-2034.3
-4.5,0.5,-3.0,-1825.884
-4.5,0.5,-2.5,-1816.395
-4.5,0.5,-2.0,-1538.489
-4.5,0.5,-1.5,-1602.316
-4.5,0.5,-1.0,-1638.535
-4.5,0.5,-0.5,-1572.428
-4.5,0.5,0.0,-1438.509
-4.5,0.5,0.5,-1347.813
-4.5,0.5,1.0,-1630.242
-4.5,0.5,1.5,-1737.571
-4.5,0.5,2.0,-2058.952
-4.5,0.5,2.5,-2101.468
-4.5,0.5,3.0,-2147.524
-4.5,0.5,3.5,-2214.63
-4.5,0.5,4.0,-2250.038
-4.5,0.5,4.5,-2192.246
-4.5,0.5,5.0,-1955.555
-4.5,1.0,-5.0,-1407.875
-4.5,1.0,-4.5,-1482.266
-4.5,1.0,-4.0,-1649.396
-4.5,1.0,-3.5,-1844.951
-4.5,1.0,-3.0,-1640.047
