id,x0,x1,x2,fitness-4,fitness-3.5,fitness-3,fitness-2.5,fitness-5,fitness-4.5
6206,-1.95965,3.91693,-4.35471,NA,NA,NA,NA,-71.052,NA
6531,-1.9134,3.30279,-4.48373,NA,NA,NA,NA,-57.599,NA
6789,-0.9508,3.4756,-4.92959,NA,NA,NA,NA,NA,-64.33
6889,-1.62482,4.01941,-5,NA,NA,NA,NA,-45.457,NA
7038,-1.83268,4.2017,-4.10489,NA,NA,NA,NA,-72.731,NA
7398,-1.72735,3.85819,-5,NA,NA,NA,NA,-53.145,NA
7494,-2.96498,3.96009,-5,-93.356,NA,NA,NA,NA,NA
7620,-2.59504,4.22869,-5,NA,NA,NA,NA,NA,-59.632
7926,-2.11037,5,-5,NA,NA,NA,NA,NA,-71.348
8133,-1.45041,5,-5,NA,NA,NA,NA,-88.911,NA
8361,-1.22763,4.34318,-5,NA,NA,NA,NA,-65.92,NA
8537,-2.15757,5,-5,NA,NA,NA,NA,-78.782,NA
8641,-1.24054,4.68848,-5,NA,NA,NA,NA,-75.302,NA
8813,-1.67404,3.74793,-5,NA,NA,NA,NA,-52.555,NA
9077,-2.5651,4.13897,-5,NA,NA,NA,NA,-67.152,NA
9212,-1.90751,5,-5,-75.827,NA,NA,NA,NA,NA
9554,-1.82032,4.74232,-4.41394,NA,-89.882,NA,NA,NA,NA
9756,-2.58549,3.49496,-4.77736,NA,NA,-97.91,NA,NA,NA
9926,-2.26012,3.42775,-5,NA,NA,NA,NA,-48.731,NA
10105,-1.4166,4.07229,-4.73898,NA,NA,NA,NA,-54.159,NA
10368,-2.16685,4.885,-3.84691,NA,NA,NA,NA,-97.999,NA
10403,-2.10163,5,-4.20578,NA,NA,NA,NA,-85.206,NA
10697,-2.56179,4.40799,-5,NA,NA,NA,NA,-70.041,NA
10896,-2.57017,5,-5,NA,-100.973,NA,NA,NA,NA
11129,-1.53366,3.49015,-5,NA,NA,NA,NA,NA,-23.576
11236,-2.53604,3.70918,-5,NA,NA,NA,NA,NA,-60.477
11495,-1.44742,4.52849,-4.23907,NA,NA,NA,NA,NA,-70.852
11617,-2.15209,5,-5,-75.532,NA,NA,NA,NA,NA
11876,-3.00351,4.65471,-4.94544,-104.848,NA,NA,NA,NA,NA
12158,-3.03005,4.13427,-5,NA,NA,NA,NA,NA,-81.677
12358,-2.74498,4.07488,-4.97485,NA,NA,NA,NA,NA,-62.664
12499,-0.941583,2.76232,-5,NA,NA,NA,NA,NA,-147.829
12637,-1.61786,3.3032,-4.50777,NA,NA,NA,NA,-73.647,NA
12978,-1.69551,3.87869,-5,NA,NA,NA,NA,-53.13,NA
13183,-2.30083,3.90788,-5,NA,NA,NA,NA,NA,-35.277
13328,-2.42984,3.81142,-5,NA,NA,NA,NA,-63.253,NA
13600,-1.6298,3.35424,-5,NA,NA,NA,NA,-39.824,NA
13645,-2.12293,3.92696,-4.21606,NA,NA,NA,NA,-70.833,NA
13954,-2.73748,4.67908,-5,NA,NA,NA,NA,-76.777,NA
14168,-1.73686,3.93597,-4.19581,NA,NA,NA,NA,-51.18,NA
14213,-2.03521,4.0847,-4.05954,NA,NA,NA,NA,-70.702,NA
14586,-1.62593,5,-5,NA,NA,NA,NA,-74.504,NA
14649,-2.18899,3.63561,-4.34596,NA,NA,NA,NA,-62.062,NA
14859,-2.58439,3.20002,-5,NA,NA,NA,NA,-80.577,NA
15173,-1.90014,3.41697,-4.18893,NA,NA,NA,NA,-62.772,NA
15318,-1.75197,3.84004,-5,NA,NA,NA,NA,-52.301,NA
15562,-1.64656,3.74623,-4.33218,NA,NA,NA,NA,-37.751,NA
15686,-2.21847,4.0415,-5,-43.581,NA,NA,NA,NA,NA
15814,-2.1377,4.11558,-4.97743,NA,NA,NA,NA,-52.916,NA
16020,-0.763248,3.54264,-5,NA,NA,NA,NA,-121.662,NA
16254,-1.98381,3.45244,-4.53735,NA,NA,NA,NA,-52.503,NA
16503,-2.09675,3.08387,-5,NA,NA,NA,NA,-66.061,NA
16679,-1.42372,4.38972,-5,NA,NA,NA,NA,-68.693,NA
16923,-1.96064,4.15193,-5,NA,NA,NA,NA,NA,-27.842
17005,-2.16305,4.40003,-5,-63.32,NA,NA,NA,NA,NA
17331,-0.692076,4.57264,-5,-119.553,NA,NA,NA,NA,NA
17532,-1.62049,4.67686,-4.72486,NA,NA,NA,NA,-78.575,NA
17700,-2.74777,3.61936,-4.94051,NA,NA,NA,NA,-66.517,NA
17976,-1.83717,5,-5,NA,NA,-146.048,NA,NA,NA
18082,-2.17644,4.5122,-4.2211,NA,-100.495,NA,NA,NA,NA
18260,-1.62741,3.75284,-5,NA,-86.698,NA,NA,NA,NA
18532,-3.11069,4.14773,-5,NA,NA,NA,NA,-85.924,NA
18794,-2.4074,4.05167,-5,NA,NA,NA,NA,-56.5,NA
18811,-2.14146,3.66433,-4.71209,NA,-65.389,NA,NA,NA,NA
19005,-1.63179,4.48675,-5,NA,NA,NA,NA,-54.739,NA
19322,-2.21656,5,-4.81615,-79.925,NA,NA,NA,NA,NA
19493,-2.66247,5,-4.49655,-94.051,NA,NA,NA,NA,NA
19724,-2.52767,4.5226,-5,NA,NA,NA,NA,-67.795,NA
19900,-1.55411,5,-5,NA,NA,NA,NA,-79.767,NA
20185,-1.42519,3.81971,-5,NA,NA,NA,NA,NA,-13.43
20284,-1.14579,5,-5,NA,NA,NA,NA,NA,-98.85
20498,-1.66258,3.79543,-5,NA,NA,NA,NA,-53.231,NA
20694,-1.79731,3.83322,-5,NA,NA,NA,NA,NA,-29.315
20835,-1.68707,3.16353,-5,NA,NA,NA,NA,-59.616,NA
21047,-3.16299,4.6102,-5,NA,NA,NA,NA,-96.718,NA
21360,-2.28812,4.11785,-4.99886,NA,NA,NA,NA,-49.303,NA
21556,-2.08677,4.51038,-3.87971,NA,NA,NA,NA,-84.11,NA
21727,-2.00452,4.90615,-5,NA,NA,NA,NA,NA,-70.568
21959,-2.31798,4.99041,-5,NA,NA,NA,NA,NA,-79.332
22086,-2.07682,4.48636,-5,NA,NA,NA,NA,NA,-51.421
22313,-0.996799,3.82354,-4.81117,NA,NA,NA,NA,NA,-25.876
22401,-1.03682,5,-5,-111.727,NA,NA,NA,NA,NA
22713,-2.05312,4.98642,-5,NA,NA,NA,NA,NA,-68.325
22807,-1.65481,5,-4.9661,NA,NA,NA,NA,-71.953,NA
23076,-1.70465,5,-5,NA,NA,NA,NA,-72.172,NA
23216,-1.13907,4.31478,-5,NA,NA,NA,NA,-54.731,NA
23567,-0.955289,5,-5,NA,NA,NA,NA,-99.918,NA
23775,-0.956138,4.11263,-5,NA,NA,NA,NA,-72.714,NA
23929,-0.914742,3.55066,-4.52378,NA,NA,NA,NA,-97.302,NA
24037,-2.29444,5,-4.13333,NA,NA,NA,NA,-97.135,NA
24228,-1.58043,5,-4.5365,NA,NA,NA,NA,-85.201,NA
24569,-2.36574,5,-4.79098,NA,NA,NA,NA,-77.092,NA
24787,-2.34779,4.34051,-5,NA,NA,NA,NA,NA,-63.196
24942,-2.21291,5,-5,NA,NA,NA,NA,NA,-76.967
25028,-1.07552,5,-4.32758,NA,NA,NA,NA,NA,-101.762
25286,-1.82613,5,-5,NA,NA,NA,NA,-75.571,NA
25474,-2.25097,5,-5,NA,NA,NA,NA,-76.047,NA
25709,-2.63265,3.99305,-5,NA,NA,NA,NA,-60.99,NA
25846,-1.39347,4.37026,-5,NA,NA,NA,NA,-71.588,NA
26095,-2.61018,4.03575,-4.70612,NA,NA,NA,NA,-64.278,NA
26278,-1.89401,3.84052,-3.85298,NA,NA,NA,NA,-74.209,NA
26471,-1.65715,3.52757,-3.82663,NA,NA,NA,NA,-81.688,NA
26605,-2.08171,3.61168,-4.95348,NA,NA,NA,NA,-48.067,NA
26810,-2.62881,3.51088,-5,NA,NA,NA,NA,-67.825,NA
27123,-1.8168,4.94239,-5,NA,NA,NA,NA,NA,-72.666
27211,-0.886035,5,-4.726,-112.96,NA,NA,NA,NA,NA
27418,-1.71745,3.88609,-5,NA,-78.518,NA,NA,NA,NA
27732,-2.51612,4.02204,-5,NA,NA,NA,NA,NA,-54.261
27978,-2.31443,4.16786,-5,NA,NA,NA,NA,-47.555,NA
28129,-2.22563,4.60337,-5,NA,NA,NA,NA,-67.967,NA
28257,-1.96837,4.5607,-3.80947,NA,NA,NA,NA,-80.972,NA
28595,-1.75771,5,-4.80082,NA,NA,NA,NA,-70.353,NA
28780,-2.88017,5,-5,NA,NA,NA,NA,-97.345,NA
28925,-2.93072,3.72474,-5,NA,NA,NA,NA,-83.698,NA
29075,-1.7959,4.06141,-4.69403,NA,NA,NA,NA,-45.46,NA
29298,-2.48791,4.66637,-4.10258,NA,NA,NA,NA,-86.75,NA
29404,-1.72727,3.85658,-5,NA,NA,NA,NA,NA,-13.793
29794,-2.08389,3.59808,-5,NA,NA,NA,NA,-49.932,NA
29854,-3.14414,3.96436,-5,NA,NA,NA,NA,-82.777,NA
30045,-1.52961,4.54912,-5,NA,NA,NA,NA,-57.938,NA
30295,-1.96299,5,-5,-70.25,NA,NA,NA,NA,NA
30599,-2.2902,3.44068,-5,-53.136,NA,NA,NA,NA,NA
30611,-1.84797,4.3635,-5,NA,-92.7,NA,NA,NA,NA
30906,-2.80785,5,-4.7601,NA,NA,-140.422,NA,NA,NA
31119,-1.55393,3.90517,-5,-9.76,NA,NA,NA,NA,NA
31201,-1.96995,4.13798,-5,NA,-75.905,NA,NA,NA,NA
31511,-0.827083,4.92544,-5,NA,NA,NA,NA,NA,-113.196
31729,-1.64843,4.52165,-5,NA,NA,NA,NA,-62.874,NA
31956,-2.42812,4.07777,-5,NA,NA,NA,NA,-56.503,NA
32026,-2.01057,4.99984,-5,NA,NA,NA,NA,-81.869,NA
32302,-2.18946,5,-4.7667,NA,NA,NA,NA,-78.029,NA
32515,-1.89016,4.39549,-5,NA,NA,NA,NA,-56.675,NA
32783,-1.38119,3.80899,-4.56778,NA,NA,NA,NA,-54.456,NA
32921,-1.95624,3.45229,-4.46223,NA,NA,NA,NA,-47.93,NA
33090,-2.22146,3.42086,-4.09192,NA,NA,NA,NA,NA,-71.788
33262,-2.1394,4.43999,-4.739,-52.247,NA,NA,NA,NA,NA
33592,-1.94863,3.81884,-4.85522,NA,NA,NA,NA,-29.555,NA
33601,-0.977592,3.75816,-4.19767,NA,NA,NA,NA,-79.03,NA
33933,-2.16783,3.55504,-4.01692,NA,NA,NA,NA,-79.989,NA
34054,-2.00128,5,-4.93823,-99.225,NA,NA,NA,NA,NA
34324,-1.34225,5,-4.94395,NA,NA,NA,NA,-96.065,NA
34572,-1.82169,5,-5,NA,NA,NA,NA,NA,-74.203
34788,-2.73066,3.80349,-5,NA,NA,NA,NA,-61.782,NA
34928,-2.6213,3.76496,-5,NA,NA,NA,NA,-54.41,NA
35089,-2.61995,3.2379,-5,NA,NA,NA,NA,-83.926,NA
35291,-1.64207,4.01705,-5,NA,NA,NA,NA,-45.37,NA
35488,-1.95744,5,-5,NA,NA,NA,NA,-81.183,NA
35607,-3.55237,3.46619,-4.67355,NA,NA,NA,NA,-112.3,NA
35981,-2.82539,2.9434,-5,NA,NA,NA,NA,-98.589,NA
36106,-2.1319,4.34762,-5,-52.996,NA,NA,NA,NA,NA
36377,-1.43433,3.46426,-5,NA,NA,NA,NA,NA,-14.974
36421,-1.33853,4.0646,-5,NA,NA,NA,NA,-54.448,NA
36661,-1.80856,4.45578,-4.48512,NA,NA,NA,NA,NA,-52.677
36988,-1.58401,5,-5,NA,NA,NA,NA,-77.3,NA
37079,-2.62505,4.35167,-5,NA,NA,NA,NA,-74.478,NA
37348,-1.51966,3.85376,-4.98246,NA,NA,NA,NA,-26.295,NA
37561,-2.51411,4.64067,-5,NA,NA,NA,NA,NA,-67.452
37646,-2.06935,4.04758,-4.40401,NA,NA,NA,NA,-56.342,NA
37963,-1.58348,3.76657,-5,NA,NA,NA,NA,-33.113,NA
38184,-2.29436,4.73589,-5,-80.832,NA,NA,NA,NA,NA
38331,-1.74978,4.3633,-5,NA,NA,NA,NA,-44.789,NA
38500,-1.31851,3.6759,-5,NA,NA,NA,NA,-42.55,NA
38719,-1.56167,4.0644,-5,NA,NA,NA,NA,-33.992,NA
38968,-2.12871,3.78806,-4.67069,NA,NA,NA,NA,-47.112,NA
39167,-2.2409,3.9036,-5,NA,NA,NA,NA,NA,-39.225
39237,-1.79793,3.79805,-4.35256,NA,NA,NA,NA,-43.407,NA
39560,-0.404411,3.98685,-5,NA,NA,NA,NA,-160.265,NA
39738,-2.04536,4.76519,-5,NA,NA,NA,NA,-58.643,NA
39938,-1.5408,4.36316,-5,NA,NA,NA,NA,-55.586,NA
40147,-2.49634,3.50339,-4.19011,NA,NA,NA,NA,-74.923,NA
40242,-2.15705,3.36074,-4.28856,NA,NA,NA,NA,NA,-66.246
40587,-2.46268,3.57958,-5,NA,NA,NA,NA,-57.752,NA
40609,-1.84149,4.06648,-5,NA,NA,NA,NA,-43.888,NA
40889,-2.03159,2.71658,-5,NA,NA,NA,NA,NA,-97.076
41032,-1.56912,3.70114,-5,NA,NA,NA,NA,-44.979,NA
41268,-1.57588,5,-5,NA,NA,NA,NA,-76.475,NA
41558,-1.8765,5,-4.17857,NA,NA,NA,NA,NA,-87.917
41611,-2.74131,3.54314,-5,NA,NA,NA,NA,-73.645,NA
41842,-2.97742,3.35968,-5,NA,NA,NA,NA,-74.671,NA
42008,-2.52191,5,-5,NA,NA,NA,NA,-83.289,NA
42226,-1.68735,5,-4.81484,NA,NA,NA,NA,NA,-88.11
42484,-1.29616,5,-4.6923,NA,NA,NA,NA,-94.905,NA
42748,-1.98333,4.17156,-5,NA,NA,NA,NA,-47.431,NA
42822,-1.28809,3.42772,-5,NA,NA,NA,NA,NA,-21.626
43136,-1.63199,5,-5,NA,NA,NA,NA,-74.181,NA
43330,-1.59864,5,-5,NA,NA,NA,NA,-76.221,NA
43535,-1.74526,4.07584,-5,NA,NA,NA,NA,NA,-27.547
43694,-1.65365,4.21444,-5,NA,NA,NA,NA,-37.693,NA
43810,-2.16629,4.16852,-5,NA,NA,NA,NA,-52.686,NA
44026,-2.09155,3.69401,-4.95588,NA,NA,NA,NA,-41.418,NA
44370,-1.66979,3.42737,-5,NA,NA,NA,NA,NA,-28.162
44546,-2.29864,3.32499,-4.35583,NA,NA,NA,NA,NA,-43.283
44700,-2.87892,1.90451,-5,-169.828,NA,NA,NA,NA,NA
44934,-2.56782,3.79615,-5,NA,NA,NA,NA,-54.567,NA
45122,-2.71859,3.77352,-4.77402,NA,NA,NA,NA,-57.645,NA
45301,-2.82686,4.55201,-5,NA,NA,NA,NA,-79.875,NA
45463,-1.75815,5,-5,NA,NA,NA,NA,NA,-78.576
45639,-1.31564,4.48422,-5,-74.266,NA,NA,NA,NA,NA
45919,-2.75016,5,-4.78977,-101.06,NA,NA,NA,NA,NA
46048,-1.45373,3.63524,-5,NA,NA,NA,NA,NA,-5.094
46388,-1.74722,4.0363,-5,NA,NA,NA,NA,NA,-30.329
46524,-2.50542,3.85974,-5,-60.679,NA,NA,NA,NA,NA
46629,-2.5534,3.34285,-4.34619,NA,NA,NA,NA,-64.867,NA
46971,-2.33762,3.23179,-4.96967,NA,NA,NA,NA,NA,-73.478
47146,-1.40994,3.30252,-5,NA,NA,NA,NA,NA,-16.725
47201,-2.10875,4.01345,-4.90703,NA,NA,NA,NA,-47.144,NA
47428,-3.70332,3.67385,-4.36134,NA,NA,NA,NA,-128.412,NA
47753,-3.26573,2.75314,-4.39998,NA,NA,NA,NA,NA,-120.62
47922,-2.56834,3.33307,-5,NA,NA,NA,NA,-81,NA
48094,-2.34373,4.20314,-5,NA,NA,NA,NA,-47.976,NA
48245,-2.32278,3.87016,-5,NA,NA,NA,NA,-61.708,NA
48417,-2.63133,4.44364,-5,-78.632,NA,NA,NA,NA,NA
48755,-1.95425,5,-5,-91.386,NA,NA,NA,NA,NA
48943,-2.61325,3.56269,-5,NA,NA,NA,NA,-67.762,NA
49056,-2.22581,3.51772,-4.98172,NA,NA,NA,NA,NA,-46.653
49227,-2.60121,4.13443,-5,NA,NA,NA,NA,-69.177,NA
49532,-1.58155,3.30395,-5,NA,NA,NA,NA,NA,-35.31
49705,-2.91101,4.30904,-5,NA,NA,NA,NA,NA,-78.87
49987,-1.99486,4.74526,-5,NA,NA,NA,NA,-56.344,NA
50116,-1.89616,3.54674,-5,NA,NA,NA,NA,-39.077,NA
50376,-1.85241,4.85413,-4.8806,NA,NA,NA,NA,-71.001,NA
50506,-1.90003,3.75545,-5,NA,NA,NA,NA,-33.842,NA
50735,-1.7908,3.40566,-4.07676,NA,NA,NA,NA,-87.43,NA
50899,-1.2155,4.55466,-5,NA,NA,NA,NA,-75.116,NA
51185,-1.83929,4.86277,-4.95544,NA,NA,NA,NA,-72.122,NA
51276,-1.37382,5,-5,NA,NA,NA,NA,-91.262,NA
51449,-1.69209,5,-5,NA,NA,NA,NA,-72.268,NA
51755,-2.31767,5,-4.29681,NA,NA,NA,NA,-90.04,NA
51827,-2.97136,4.71103,-5,NA,NA,NA,NA,-97.157,NA
52200,-2.05144,4.11999,-5,NA,NA,NA,NA,-55.048,NA
52316,-2.05751,4.73108,-5,NA,NA,NA,NA,NA,-72.876
52571,-1.1373,3.72426,-5,NA,NA,NA,NA,-74.018,NA
52780,-1.87323,4.03244,-5,NA,NA,NA,NA,-38.36,NA
52951,-1.43006,3.46545,-5,NA,NA,NA,NA,-64.704,NA
53151,-1.69822,4.32029,-5,NA,NA,NA,NA,-39.993,NA
53235,-2.48424,3.34698,-5,NA,NA,NA,NA,NA,-62.391
53509,-2.23628,3.31603,-5,NA,NA,NA,NA,-53.731,NA
53777,-1.20519,3.61173,-4.23182,NA,NA,NA,NA,-76.788,NA
53842,-2.00863,3.30758,-4.62931,NA,NA,NA,NA,-68.213,NA
54117,-2.07442,3.09399,-5,NA,NA,NA,NA,-64.874,NA
54334,-1.68272,4.45886,-5,NA,NA,NA,NA,-54.616,NA
54561,-1.08767,5,-5,NA,NA,NA,NA,-87.505,NA
54745,-1.44347,5,-5,NA,NA,NA,NA,-89.435,NA
54949,-2.03046,5,-4.7775,NA,NA,NA,NA,-84.238,NA
55200,-1.48711,4.32428,-3.98327,NA,NA,NA,NA,NA,-82.265
55362,-2.5185,3.46082,-4.19838,NA,NA,NA,NA,-74.638,NA
55507,-2.45244,3.93917,-5,NA,NA,NA,NA,-60.069,NA
55730,-2.43848,3.31342,-5,NA,NA,NA,NA,-62.14,NA
55938,-1.70973,3.09307,-5,NA,NA,NA,NA,-79.839,NA
56101,-1.92327,3.70354,-4.93078,NA,NA,NA,NA,-36.868,NA
56212,-1.4886,3.78954,-5,NA,NA,NA,NA,NA,-6.118
56401,-1.67297,3.90758,-5,NA,NA,NA,NA,-51.859,NA
56739,-2.50732,4.43383,-3.73508,NA,-124.827,NA,NA,NA,NA
56994,-2.2847,4.55783,-4.19612,NA,-80.926,NA,NA,NA,NA
57029,-1.42449,5,-4.40977,-102.226,NA,NA,NA,NA,NA
57375,-2.11653,5,-4.3085,NA,-99.609,NA,NA,NA,NA
57435,-2.80566,5,-4.00444,NA,NA,NA,NA,-110.217,NA
57696,-2.02774,4.94212,-4.83465,NA,NA,NA,NA,NA,-71.014
57908,-0.79156,4.40128,-4.10564,NA,NA,NA,NA,NA,-139.233
58156,-1.29664,3.56352,-4.66769,NA,NA,NA,NA,NA,-23.61
58348,-1.43113,4.00162,-5,NA,NA,NA,NA,-43.652,NA
58597,-3.12939,3.89283,-4.89673,-87.927,NA,NA,NA,NA,NA
58777,-1.55035,4.34612,-4.89663,NA,NA,NA,NA,NA,-40.569
58838,-1.78148,5,-4.6661,NA,NA,NA,NA,-74.607,NA
59128,-1.90359,5,-4.7698,NA,NA,NA,NA,-78.313,NA
59202,-2.07425,4.69548,-5,NA,NA,NA,NA,-55.643,NA
59521,-2.34064,5,-5,NA,NA,NA,NA,-77.515,NA
59763,-2.27981,3.47623,-4.7709,-49.877,NA,NA,NA,NA,NA
59817,-2.22841,4.96451,-5,-80.128,NA,NA,NA,NA,NA
60061,-2.59481,5,-5,-96.634,NA,NA,NA,NA,NA
60337,-2.22573,4.9843,-5,-80.339,NA,NA,NA,NA,NA
60481,-2.58088,4.23476,-5,NA,NA,NA,NA,-71.696,NA
60672,-2.52669,4.37507,-5,NA,-83.615,NA,NA,NA,NA
60885,-2.24212,4.76598,-5,NA,-96.867,NA,NA,NA,NA
61104,-2.35882,5,-5,NA,-101.133,NA,NA,NA,NA
61290,-1.7511,5,-4.5548,-95.613,NA,NA,NA,NA,NA
61487,-2.53553,3.94258,-4.39542,-61.297,NA,NA,NA,NA,NA
61706,-3.27008,3.31051,-5,NA,NA,NA,NA,-108.699,NA
61802,-2.50193,4.60419,-5,NA,NA,NA,NA,-66,NA
62142,-2.8192,3.63666,-3.90616,NA,NA,NA,NA,NA,-93.655
62393,-2.49047,3.8773,-4.44693,NA,NA,NA,NA,-65.899,NA
62526,-3.4278,3.12318,-4.41212,NA,NA,NA,NA,-120.856,NA
62641,-2.36654,2.88904,-5,NA,NA,NA,NA,-105.472,NA
62992,-2.63196,3.14153,-4.60193,NA,NA,-134.84,NA,NA,NA
63085,-2.05553,4.12882,-5,NA,-75.757,NA,NA,NA,NA
63202,-2.64472,4.11605,-4.79794,NA,NA,NA,NA,NA,-52.979
63517,-3.15573,3.42545,-5,NA,NA,NA,NA,-95.514,NA
63620,-3.36256,3.46106,-4.02431,NA,NA,NA,NA,-120.114,NA
63958,-2.38443,3.90629,-5,NA,NA,NA,NA,-63.29,NA
64027,-2.25154,4.93551,-4.53632,NA,NA,NA,NA,-80.184,NA
64265,-1.76765,5,-4.48442,NA,NA,NA,NA,-82.26,NA
64484,-1.10004,3.33774,-5,NA,NA,NA,NA,-52.646,NA
64653,-1.49568,3.54349,-4.50484,NA,NA,NA,NA,-54.266,NA
64902,-2.69688,2.46242,-4.62119,NA,NA,NA,NA,-128.055,NA
65030,-2.05256,3.55461,-5,-54.122,NA,NA,NA,NA,NA
65302,-1.76415,3.38668,-4.27556,NA,NA,NA,NA,NA,-33.735
65495,-1.85461,3.01459,-4.79552,NA,NA,NA,NA,NA,-61.117
65692,-1.5432,3.81859,-5,NA,NA,NA,NA,NA,-16.271
65801,-2.3679,5,-5,NA,NA,NA,NA,-78.444,NA
66027,-1.87326,4.94574,-5,NA,NA,NA,NA,-71.971,NA
66363,-1.91533,4.69893,-5,NA,NA,NA,NA,-58.114,NA
66438,-2.14924,3.77115,-5,NA,-59.124,NA,NA,NA,NA
66721,-2.48807,3.77899,-5,NA,NA,NA,NA,NA,-53.466
66843,-1.42503,3.95647,-4.63004,NA,NA,NA,NA,-46.459,NA
67042,-1.08806,3.36107,-5,NA,NA,NA,NA,-50.672,NA
67218,-0.869887,3.64186,-4.32304,NA,NA,NA,NA,NA,-92.384
67499,-2.4621,3.35208,-4.4025,-88.791,NA,NA,NA,NA,NA
67800,-1.95252,2.26787,-4.80222,NA,NA,NA,NA,-146.01,NA
67915,-1.22353,3.76699,-5,NA,NA,NA,NA,-54.819,NA
68007,-1.75046,3.31701,-5,NA,NA,NA,NA,-36.673,NA
68388,-2.52715,4.56162,-5,NA,NA,NA,NA,-68.006,NA
68518,-3.31913,5,-5,NA,NA,NA,NA,-125.234,NA
68699,-2.58667,3.56986,-5,NA,NA,NA,NA,-66.289,NA
68987,-2.69191,3.69006,-3.8357,NA,NA,NA,NA,-85.115,NA
69012,-2.73189,3.5447,-4.72583,NA,NA,NA,NA,-72.24,NA
69357,-2.46017,4.18021,-5,NA,NA,NA,NA,NA,-56.508
69479,-2.64307,3.65497,-4.67072,NA,NA,NA,NA,-64.156,NA
69631,-3.60942,4.03364,-5,NA,NA,NA,NA,NA,-110.808
69881,-2.69349,5,-4.78679,NA,NA,NA,NA,NA,-82.163
70080,-2.74867,5,-4.0372,-107.523,NA,NA,NA,NA,NA
70355,-1.81057,5,-4.69488,NA,NA,NA,NA,NA,-78.795
70550,-2.72071,5,-5,NA,NA,NA,NA,-94.426,NA
70693,-1.62778,4.03406,-5,NA,NA,NA,NA,NA,-18.07
70960,-1.5146,4.32897,-4.78589,NA,NA,NA,NA,NA,-34.682
71179,-1.36546,4.16985,-5,NA,NA,NA,NA,-66.546,NA
71288,-1.43077,4.29699,-5,NA,NA,NA,NA,-69.557,NA
71516,-1.3439,3.91611,-4.62881,NA,NA,NA,NA,-47.345,NA
71610,-2.02472,4.07241,-4.2239,NA,NA,NA,NA,-59.339,NA
71960,-2.58389,3.25944,-5,NA,NA,NA,NA,NA,-70.698
72161,-1.77227,3.36961,-4.75291,NA,NA,NA,NA,-37.285,NA
72337,-2.20229,3.37266,-4.91658,NA,NA,NA,NA,NA,-53.414
72528,-2.33665,4.01585,-5,-48.723,NA,NA,NA,NA,NA
72679,-2.56596,2.97756,-5,NA,NA,NA,NA,NA,-99.875
72881,-2.35293,3.63165,-5,NA,NA,NA,NA,NA,-48.329
73063,-1.77334,4.42407,-5,NA,NA,NA,NA,-49.45,NA
73305,-1.69911,3.83859,-4.4843,-31.826,NA,NA,NA,NA,NA
73557,-1.50003,4.8186,-4.82271,NA,NA,NA,NA,-68.169,NA
73618,-1.84634,5,-5,NA,NA,NA,NA,-76.575,NA
73881,-0.759956,4.48696,-5,NA,NA,NA,NA,-102.861,NA
