id,x0,x1,x2,fitness7.5,fitness8.5,fitness8,fitness7,fitness9,fitness9.5,fitness6,fitness6.5,fitness10,fitness5,fitness4.5,fitness3.5,fitness2.5,fitness0.5,fitness1,fitness2
11628,7.62063,8.02821,8.34892,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11949,7.05195,7.5212,8.01758,0.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12070,6.95224,6.92027,7.65179,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12253,7.72886,6.68475,6.75881,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12493,8.28416,6.86383,5.55755,NA,NA,NA,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12685,7.84361,7.32429,6.52629,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12956,8.08039,7.87254,6.32576,NA,NA,NA,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13198,7.94749,8.37879,7.16659,NA,NA,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13290,7.96756,7.89872,8.56394,NA,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13540,7.30798,7.74657,9.8218,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13614,8.1133,7.17731,10.1064,NA,NA,0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13965,7.96363,7.31023,8.63802,NA,0.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14161,7.92841,8.04026,8.75534,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14368,8.2328,7.96548,7.84008,0.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14418,7.77058,6.85282,7.98218,NA,NA,NA,NA,NA,NA,NA,0.564,NA,NA,NA,NA,NA,NA,NA,NA
14677,7.4238,7.97515,7.90478,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14821,6.80145,7.68488,7.60858,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15050,5.95095,8.28923,8.13706,NA,NA,NA,NA,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15297,7.1356,7.40907,8.642,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15583,7.80816,7.25118,8.35926,NA,NA,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15796,8.4069,7.69345,7.7281,NA,NA,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15829,7.94759,7.69002,7.13064,NA,NA,NA,NA,NA,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16181,7.85886,7.08822,7.51358,NA,NA,NA,NA,NA,NA,NA,NA,0.432,NA,NA,NA,NA,NA,NA,NA
16214,7.45591,7.39151,7.84803,NA,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16458,8.14363,7.41948,8.77597,NA,NA,NA,NA,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16620,7.97075,7.2612,8.07916,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16823,8.39963,8.22825,7.68986,0.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17133,7.21167,6.72485,7.2527,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17334,5.68817,7.68432,7.59296,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17480,6.53561,7.59924,7.37757,NA,NA,NA,NA,NA,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17632,6.97782,8.24119,7.6033,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17811,7.83043,10.1131,7.27683,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18066,7.25895,7.76216,8.0948,NA,NA,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18396,7.45672,8.41992,7.50275,NA,NA,NA,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18443,7.41777,8.99152,7.59793,NA,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18654,7.25919,8.89559,6.81858,NA,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18920,7.97547,8.27392,7.98354,NA,NA,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19134,8.02059,8.63427,7.93573,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19315,7.26674,8.98699,8.02446,NA,NA,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19402,8.284,8.09426,7.03406,NA,NA,NA,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19744,7.33313,8.13637,6.87445,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19832,7.03466,8.17277,7.63949,NA,NA,NA,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20035,7.14716,8.30539,8.00163,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20362,6.14149,8.67791,7.58361,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20583,7.38348,7.81003,7.09583,0.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20703,7.23103,7.6159,7.17176,NA,NA,0.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20872,8.25593,8.25812,6.906,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21153,7.80736,8.00294,5.7447,NA,NA,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21345,7.05608,8.09707,6.98466,NA,NA,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21530,7.73138,8.34672,6.64113,NA,NA,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21725,8.27107,8.07003,5.52011,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21913,8.77246,9.02459,6.75572,NA,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22105,7.06669,8.33221,6.57562,NA,NA,NA,NA,NA,NA,NA,0.257,NA,NA,NA,NA,NA,NA,NA,NA
22316,7.92082,7.52587,7.01962,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22566,8.48967,6.99179,7.79844,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22706,7.47926,8.19231,8.25627,0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22923,7.93035,8.73744,8.08037,NA,NA,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23091,8.45642,8.38229,8.69418,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23247,8.53874,8.64867,6.8007,NA,NA,0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23484,7.95488,8.51655,8.00798,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23724,8.23138,7.83828,7.21427,NA,NA,NA,NA,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA
23877,8.74973,7.20206,7.27936,NA,NA,NA,NA,NA,NA,NA,0.397,NA,NA,NA,NA,NA,NA,NA,NA
24119,7.88354,8.00822,7.45629,NA,NA,NA,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA
24245,9.26691,8.29222,9.15211,NA,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24454,8.18822,8.57715,8.32293,NA,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24691,7.82175,8.70239,8.94132,NA,NA,NA,NA,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24992,6.98617,8.52258,8.42618,NA,NA,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25003,6.76784,8.60322,7.91191,NA,NA,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25241,6.96793,7.5323,8.54485,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25439,8.11206,7.76498,9.3598,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25719,6.95452,8.74004,8.35652,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25819,7.47027,8.99829,8.2633,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26174,7.77433,7.3614,8.1427,NA,NA,NA,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26254,9.2171,7.84547,8.20281,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26573,8.8263,7.34976,8.24163,NA,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26623,7.84016,7.90136,7.75235,NA,NA,NA,NA,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA,NA,NA
26926,8.64279,8.36857,7.47341,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27075,9.20733,7.44013,7.6363,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27393,9.71162,7.33765,6.88146,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27515,9.14941,7.08201,8.56136,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27757,9.04135,6.93796,8.57168,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27959,9.84373,6.63409,8.16766,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28076,8.79938,6.92501,8.02113,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28367,8.4138,7.90836,8.59574,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28500,8.36188,8.09085,9.76215,NA,NA,NA,NA,NA,NA,NA,0.229,NA,NA,NA,NA,NA,NA,NA,NA
28772,8.26975,8.35975,10.1119,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28887,7.54409,8.7064,9.33367,NA,NA,0.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29103,8.24495,8.50262,9.7388,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29212,7.69546,8.11107,9.96821,NA,NA,NA,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29468,8.08475,7.75027,8.83627,NA,NA,NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29656,8.33601,8.52767,8.42546,NA,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29852,8.08864,9.82568,7.23547,NA,NA,NA,NA,NA,NA,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA
30191,8.02491,8.51179,7.16505,NA,NA,NA,0.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30366,8.19067,7.57645,6.97614,NA,NA,NA,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30575,8.25387,7.59888,7.33828,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30689,7.71079,8.22692,7.66111,NA,NA,0.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30801,8.0766,8.10138,7.33829,NA,NA,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31091,7.60093,7.7133,8.03528,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31259,6.56496,7.48965,6.97829,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31568,7.0361,7.97789,7.33976,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31628,7.05705,8.65132,9.19806,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31894,7.84032,9.0772,7.73364,NA,NA,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32186,8.32158,7.69581,6.6042,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32352,7.90705,8.94953,7.56967,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32546,8.3246,9.41939,9.0893,NA,NA,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32663,9.11762,8.07916,7.91108,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32965,7.75898,8.28552,8.3401,NA,NA,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33177,7.63943,8.29535,7.8751,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33366,6.71125,7.3432,8.37806,NA,NA,NA,NA,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33429,7.30151,8.27371,8.6306,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33738,7.72911,8.04524,8.04805,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33891,7.56141,7.91769,7.72977,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34058,8.05961,7.78525,7.49405,NA,NA,0.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34262,6.64526,8.39767,7.38065,NA,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34457,8.43843,7.92979,6.42689,NA,NA,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34713,8.99751,6.81426,4.77519,NA,NA,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34897,7.78766,7.45181,4.5031,NA,NA,NA,NA,NA,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35102,8.50979,6.60991,4.45205,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35321,8.69534,8.05877,7.3085,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35472,8.76312,8.84273,7.45765,NA,NA,NA,NA,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35761,8.49017,9.38609,7.65015,NA,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35806,8.12491,8.30569,7.06506,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36054,7.0786,8.18119,8.92587,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36276,7.46313,7.39712,7.94766,0.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36460,8.29348,7.45901,8.38328,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36764,7.465,7.59501,7.63146,0.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36801,7.76576,6.76097,7.23711,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37120,7.24124,7.80578,8.14856,NA,NA,NA,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA,NA,NA
37205,8.65421,7.71377,6.72843,NA,NA,NA,NA,NA,NA,NA,0.419,NA,NA,NA,NA,NA,NA,NA,NA
37483,7.90447,7.65522,7.7991,NA,NA,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA
37726,8.16513,7.63444,7.78185,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37931,6.62895,7.09346,8.25676,NA,NA,NA,0.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38120,7.1365,7.65641,8.0541,NA,NA,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38279,7.92145,6.87312,8.65006,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38493,8.48519,7.36489,8.17524,NA,NA,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38710,7.58812,8.45688,7.79099,NA,NA,NA,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38856,6.89615,8.02016,8.7147,NA,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39117,6.74632,8.82377,8.20912,NA,NA,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39358,6.8343,9.46708,8.06993,NA,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39557,7.46556,9.73266,7.32078,NA,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39708,7.82519,9.72416,7.54909,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39825,7.68309,9.38396,9.06786,NA,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40192,6.69823,9.24621,7.92773,NA,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40353,6.58028,8.49797,8.72405,NA,NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40508,7.93036,8.24559,8.80597,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40629,6.63679,8.05932,7.78716,NA,NA,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40959,7.55688,8.9622,7.80599,NA,NA,0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
