id,x0,x1,x2,fitness-2.5,fitness-4,fitness-4.5,fitness-3,fitness-3.5,fitness-5,fitness-2,fitness-1.5,fitness-1
40407,-2.49513,3.98878,-4.42074,NA,NA,NA,NA,NA,-64.091,NA,NA,NA
40787,-2.63235,4.32409,-4.18075,NA,NA,NA,NA,-102.535,NA,NA,NA,NA
40956,-3.17692,3.28037,-4.25744,NA,-108.705,NA,NA,NA,NA,NA,NA,NA
41025,-3.33236,2.78256,-3.84018,NA,NA,NA,NA,NA,-143.246,NA,NA,NA
41304,-2.86998,4.62033,-3.97507,NA,NA,-96.597,NA,NA,NA,NA,NA,NA
41439,-2.72629,4.23195,-4.89914,NA,NA,-56.966,NA,NA,NA,NA,NA,NA
41737,-2.3205,4.94594,-4.93041,NA,NA,NA,NA,NA,-75.739,NA,NA,NA
41903,-2.27941,4.70774,-4.19157,NA,-83.695,NA,NA,NA,NA,NA,NA,NA
42180,-0.912835,4.26177,-4.14289,NA,NA,-106.555,NA,NA,NA,NA,NA,NA
42242,-1.94505,4.90171,-4.75259,NA,NA,-70.848,NA,NA,NA,NA,NA,NA
42503,-2.02304,3.75328,-4.88409,NA,NA,NA,NA,NA,-30.668,NA,NA,NA
42693,-2.71458,4.20832,-4.67487,NA,NA,-61.113,NA,NA,NA,NA,NA,NA
42812,-2.35479,4.354,-4.22644,NA,NA,-54.498,NA,NA,NA,NA,NA,NA
43164,-2.77189,3.6283,-4.87774,NA,NA,-67.365,NA,NA,NA,NA,NA,NA
43230,-3.86914,3.4526,-3.4191,NA,NA,-187.627,NA,NA,NA,NA,NA,NA
43406,-2.12936,2.55739,-3.56632,NA,NA,NA,-232.721,NA,NA,NA,NA,NA
43798,-0.942927,3.2299,-4.04999,NA,NA,NA,NA,NA,NA,-395.688,NA,NA
43828,0.533066,3.63948,-3.8751,NA,NA,NA,-518.247,NA,NA,NA,NA,NA
44063,-1.13668,2.69626,-4.28469,NA,NA,-160.829,NA,NA,NA,NA,NA,NA
44285,-1.52082,3.79244,-4.61389,NA,NA,NA,-168.966,NA,NA,NA,NA,NA
44516,-1.35612,4.84614,-4.75031,NA,NA,NA,-167.076,NA,NA,NA,NA,NA
44735,-0.406341,2.48679,-4.48412,NA,NA,-218.73,NA,NA,NA,NA,NA,NA
44871,-1.5575,3.15694,-4.86449,NA,NA,-39.508,NA,NA,NA,NA,NA,NA
45181,-2.12776,3.7877,-4.51154,NA,NA,NA,NA,NA,-52.807,NA,NA,NA
45285,-2.23064,3.42886,-4.08632,NA,NA,NA,-171.391,NA,NA,NA,NA,NA
45553,-1.56332,3.74409,-3.6256,NA,-134.342,NA,NA,NA,NA,NA,NA,NA
45724,-2.64374,3.76425,-3.86716,NA,NA,NA,NA,-87.047,NA,NA,NA,NA
45812,-3.33083,2.71043,-4.38278,NA,NA,NA,NA,NA,-133.412,NA,NA,NA
46093,-3.60403,4.268,-4.88146,NA,-117.993,NA,NA,NA,NA,NA,NA,NA
46347,-2.78428,4.87327,-3.71141,NA,NA,-116.851,NA,NA,NA,NA,NA,NA
46438,-1.36123,4.34291,-3.94741,NA,NA,-82.769,NA,NA,NA,NA,NA,NA
46650,-2.62632,4.71561,-4.0442,NA,NA,NA,NA,-122.746,NA,NA,NA,NA
46842,-2.5157,4.14789,-4.62866,NA,NA,-57.591,NA,NA,NA,NA,NA,NA
47131,-2.72984,4.52152,-4.72424,NA,NA,-71.834,NA,NA,NA,NA,NA,NA
47399,-3.11827,3.98328,-3.83761,NA,NA,-106.612,NA,NA,NA,NA,NA,NA
47492,-2.56595,4.08811,-4.08336,NA,NA,NA,NA,-103.71,NA,NA,NA,NA
47706,-2.81577,3.75914,-4.91186,NA,NA,NA,NA,-89.151,NA,NA,NA,NA
47988,-2.17214,4.17322,-4.67023,NA,-56.651,NA,NA,NA,NA,NA,NA,NA
48085,-1.76078,3.83273,-4.11672,NA,-66.239,NA,NA,NA,NA,NA,NA,NA
48203,-1.64735,3.70873,-3.28368,NA,-162.609,NA,NA,NA,NA,NA,NA,NA
48537,-1.80374,3.69553,-4.49773,NA,NA,NA,NA,NA,-38.759,NA,NA,NA
48789,-1.73507,3.70085,-4.95732,NA,NA,NA,NA,NA,-34.812,NA,NA,NA
48829,-3.2857,3.76204,-4.61104,NA,NA,-92.816,NA,NA,NA,NA,NA,NA
49190,-3.11487,3.35195,-4.36616,NA,-98.784,NA,NA,NA,NA,NA,NA,NA
49376,-2.91641,4.47839,-4.76149,NA,-79.952,NA,NA,NA,NA,NA,NA,NA
49417,-2.36062,4.91448,-3.05457,NA,NA,NA,NA,NA,-153.452,NA,NA,NA
49636,-0.652946,4.65806,-3.49552,NA,-199.887,NA,NA,NA,NA,NA,NA,NA
49957,-0.809184,4.20321,-4.96877,NA,NA,-55.304,NA,NA,NA,NA,NA,NA
50066,-2.31469,3.16849,-4.16105,NA,NA,NA,NA,NA,-87.054,NA,NA,NA
50291,-0.723544,3.96575,-3.80465,NA,NA,NA,NA,NA,-134.307,NA,NA,NA
50485,-1.59517,4.91063,-4.34942,NA,NA,NA,NA,-124.363,NA,NA,NA,NA
50609,-0.539166,4.94641,-4.89682,NA,NA,NA,NA,NA,-131.661,NA,NA,NA
50947,-3.03118,4.93375,-4.53232,NA,NA,-100.671,NA,NA,NA,NA,NA,NA
51055,-3.01709,4.55667,-3.94121,NA,NA,NA,NA,-131.582,NA,NA,NA,NA
51392,-3.51994,4.11293,-4.81616,NA,NA,NA,NA,-112.63,NA,NA,NA,NA
51496,-3.11178,4.87456,-3.62708,NA,NA,-135.916,NA,NA,NA,NA,NA,NA
51697,-2.5885,4.45014,-2.90769,NA,NA,NA,NA,-185.322,NA,NA,NA,NA
51831,-2.66115,4.77625,-2.41587,NA,NA,NA,NA,-267.123,NA,NA,NA,NA
52058,-2.92999,4.30138,-3.32167,NA,NA,NA,-156.021,NA,NA,NA,NA,NA
52375,-3.90932,3.9706,-4.39914,NA,-146.823,NA,NA,NA,NA,NA,NA,NA
52409,-3.83247,3.66883,-4.72275,NA,NA,-130.005,NA,NA,NA,NA,NA,NA
52716,-3.53945,4.72681,-4.8861,NA,NA,NA,NA,NA,-125.834,NA,NA,NA
52938,-1.59548,3.37168,-4.55327,NA,NA,-29.296,NA,NA,NA,NA,NA,NA
53181,-2.1805,3.86382,-3.17896,NA,NA,-133.414,NA,NA,NA,NA,NA,NA
53211,-2.41539,3.55578,-2.21584,NA,NA,NA,NA,-292.252,NA,NA,NA,NA
53540,-2.48201,3.4642,-3.24657,NA,NA,NA,NA,-169.762,NA,NA,NA,NA
53717,-2.16184,3.64275,-4.57155,NA,NA,-42.994,NA,NA,NA,NA,NA,NA
53817,-2.5757,3.37403,-4.91093,NA,NA,-64.545,NA,NA,NA,NA,NA,NA
54126,-3.71182,2.1943,-3.99836,NA,NA,-199.681,NA,NA,NA,NA,NA,NA
54322,-3.49417,3.21992,-4.30425,NA,NA,-116.758,NA,NA,NA,NA,NA,NA
54487,-3.80245,4.71966,-4.19874,NA,NA,NA,NA,-168.654,NA,NA,NA,NA
54648,-3.3198,4.21786,-4.93774,NA,NA,NA,-118.67,NA,NA,NA,NA,NA
54821,-3.44373,4.98306,-4.82616,NA,-128.038,NA,NA,NA,NA,NA,NA,NA
55197,-3.81847,4.83734,-4.20144,NA,-158.42,NA,NA,NA,NA,NA,NA,NA
55285,-3.36158,4.64831,-4.08623,NA,NA,NA,NA,NA,-126.222,NA,NA,NA
55532,-1.83627,4.00063,-4.98773,NA,NA,-26.309,NA,NA,NA,NA,NA,NA
55784,-2.64473,4.77512,-3.98091,NA,NA,NA,NA,NA,-94.57,NA,NA,NA
55877,-1.04787,3.89871,-4.14273,NA,NA,NA,NA,NA,-74.599,NA,NA,NA
56131,-0.372691,4.57653,-3.06859,NA,NA,-277.924,NA,NA,NA,NA,NA,NA
56340,0.503657,4.50798,-4.72607,NA,NA,NA,NA,NA,-253.53,NA,NA,NA
56498,0.725457,4.8177,-4.46365,NA,NA,NA,NA,NA,-291.727,NA,NA,NA
