id,x0,x1,x2,fitness-2.5,fitness-2,fitness-1.5,fitness-3,fitness-3.5,fitness0,fitness-4,fitness-1,fitness-4.5,fitness-0.5
24504,2.52986,2.96351,-5,NA,NA,NA,-63.288,NA,NA,NA,NA,NA,NA
24704,1.23382,1.35633,-4.39445,NA,NA,NA,NA,NA,NA,NA,-83.737,NA,NA
24973,0.164906,1.25705,-3.40005,NA,NA,NA,NA,NA,NA,NA,-205.047,NA,NA
25131,0.855537,2.31164,-3.21317,NA,NA,NA,-64.237,NA,NA,NA,NA,NA,NA
25313,1.74451,2.65671,-3.7978,NA,-43.81,NA,NA,NA,NA,NA,NA,NA,NA
25482,2.56166,2.17278,-4.07634,-25.296,NA,NA,NA,NA,NA,NA,NA,NA,NA
25634,0.598326,2.39905,-4.73603,-50.488,NA,NA,NA,NA,NA,NA,NA,NA,NA
25910,1.64525,2.46055,-3.9875,-21.563,NA,NA,NA,NA,NA,NA,NA,NA,NA
26012,1.54947,2.53597,-3.23349,-52.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
26315,1.70382,3.0247,-4.63609,-45.647,NA,NA,NA,NA,NA,NA,NA,NA,NA
26533,0.827091,1.77309,-4.55872,NA,NA,NA,-33.322,NA,NA,NA,NA,NA,NA
26746,0.865332,2.10642,-4.04321,NA,-43.535,NA,NA,NA,NA,NA,NA,NA,NA
26904,1.61531,2.39851,-5,NA,NA,-51.461,NA,NA,NA,NA,NA,NA,NA
27052,2.29611,2.25213,-3.97695,NA,-26.152,NA,NA,NA,NA,NA,NA,NA,NA
27322,2.2294,1.91342,-4.3492,-9.971,NA,NA,NA,NA,NA,NA,NA,NA,NA
27530,1.17424,1.37413,-5,-30.399,NA,NA,NA,NA,NA,NA,NA,NA,NA
27640,1.77468,1.5056,-4.18726,NA,NA,NA,-10.846,NA,NA,NA,NA,NA,NA
27850,1.37505,1.68148,-4.40171,NA,-18.011,NA,NA,NA,NA,NA,NA,NA,NA
28151,1.57549,1.44533,-3.95588,NA,NA,NA,NA,-42.523,NA,NA,NA,NA,NA
28300,2.03189,1.73824,-3.71325,NA,NA,NA,NA,-48.582,NA,NA,NA,NA,NA
28462,1.6234,1.924,-3.17029,-40.098,NA,NA,NA,NA,NA,NA,NA,NA,NA
28747,1.28345,1.66956,-4.29575,NA,NA,NA,-17.176,NA,NA,NA,NA,NA,NA
28854,0.828526,2.47678,-4.32092,NA,NA,NA,NA,NA,NA,-95.622,NA,NA,NA
29111,1.28699,2.73496,-4.97079,NA,NA,NA,-45.496,NA,NA,NA,NA,NA,NA
29363,1.50495,2.92427,-5,NA,-59.63,NA,NA,NA,NA,NA,NA,NA,NA
29466,1.55111,1.41356,-5,NA,-25.514,NA,NA,NA,NA,NA,NA,NA,NA
29754,0.983235,2.11358,-4.72823,-28.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
29907,1.35192,2.21561,-3.28234,NA,-45.163,NA,NA,NA,NA,NA,NA,NA,NA
30037,1.52224,1.91202,-3.06168,-47.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
30270,0.857968,2.5229,-4.18262,NA,NA,-60.532,NA,NA,NA,NA,NA,NA,NA
30442,2.09944,2.85912,-5,NA,-48.891,NA,NA,NA,NA,NA,NA,NA,NA
30783,2.98257,1.13923,-5,NA,-59.306,NA,NA,NA,NA,NA,NA,NA,NA
30873,1.53,1.0393,-5,NA,NA,-67.148,NA,NA,NA,NA,NA,NA,NA
31172,1.03587,0.279418,-5,-165.969,NA,NA,NA,NA,NA,NA,NA,NA,NA
31353,1.85227,0.980867,-5,-37.715,NA,NA,NA,NA,NA,NA,NA,NA,NA
31406,2.00737,2.10392,-3.64881,NA,-24.132,NA,NA,NA,NA,NA,NA,NA,NA
31671,3.06644,2.55448,-3.90555,-64.943,NA,NA,NA,NA,NA,NA,NA,NA,NA
31821,0.20532,3.1034,-3.38481,NA,NA,NA,-124.942,NA,NA,NA,NA,NA,NA
32011,1.93586,2.30915,-3.4727,NA,NA,NA,NA,-45.515,NA,NA,NA,NA,NA
32378,2.77925,1.29013,-3.30821,NA,NA,NA,-64.747,NA,NA,NA,NA,NA,NA
32425,1.49135,1.03469,-4.19797,NA,-27.707,NA,NA,NA,NA,NA,NA,NA,NA
32740,2.29238,1.42157,-4.40795,-11.945,NA,NA,NA,NA,NA,NA,NA,NA,NA
32993,2.14253,1.48511,-4.41668,NA,-15.603,NA,NA,NA,NA,NA,NA,NA,NA
33008,1.58366,1.59806,-4.66862,NA,NA,NA,-14.002,NA,NA,NA,NA,NA,NA
33252,1.84857,1.76307,-5,-14.637,NA,NA,NA,NA,NA,NA,NA,NA,NA
33550,1.61131,1.7337,-4.19855,NA,NA,NA,NA,-20.735,NA,NA,NA,NA,NA
33763,2.01538,2.99596,-5,NA,-54.224,NA,NA,NA,NA,NA,NA,NA,NA
33895,1.93065,2.78717,-5,-41.087,NA,NA,NA,NA,NA,NA,NA,NA,NA
34196,2.15325,2.12993,-5,NA,NA,NA,-24.88,NA,NA,NA,NA,NA,NA
34252,1.78348,1.82498,-4.43188,NA,NA,NA,-10.134,NA,NA,NA,NA,NA,NA
34493,3.11797,1.38852,-5,-55.032,NA,NA,NA,NA,NA,NA,NA,NA,NA
34634,2.68326,0.883755,-4.73769,NA,NA,-67.014,NA,NA,NA,NA,NA,NA,NA
34961,2.35628,1.75078,-5,NA,NA,NA,NA,NA,NA,NA,-76.297,NA,NA
35140,1.72057,3.14355,-4.12475,-51.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
35371,2.06496,2.05929,-4.47665,NA,NA,NA,-16.997,NA,NA,NA,NA,NA,NA
35538,0.414716,2.43473,-4.78021,NA,-63.643,NA,NA,NA,NA,NA,NA,NA,NA
35727,2.19711,2.22477,-5,NA,-28.385,NA,NA,NA,NA,NA,NA,NA,NA
35983,2.18592,1.72494,-5,-17.814,NA,NA,NA,NA,NA,NA,NA,NA,NA
36020,1.66174,1.40919,-4.72226,NA,-10.955,NA,NA,NA,NA,NA,NA,NA,NA
36312,2.0485,1.83228,-5,-16.421,NA,NA,NA,NA,NA,NA,NA,NA,NA
36470,1.55141,2.86823,-3.76734,-44.927,NA,NA,NA,NA,NA,NA,NA,NA,NA
36784,1.04415,3.2851,-4.94209,-77.468,NA,NA,NA,NA,NA,NA,NA,NA,NA
36884,0.227598,1.89761,-5,NA,-83.414,NA,NA,NA,NA,NA,NA,NA,NA
37084,0.887209,1.79505,-4.20135,NA,NA,NA,-33.693,NA,NA,NA,NA,NA,NA
37286,0.50452,3.04823,-5,-86.696,NA,NA,NA,NA,NA,NA,NA,NA,NA
37471,2.22017,1.64349,-4.77222,-11.958,NA,NA,NA,NA,NA,NA,NA,NA,NA
37733,2.46234,2.20188,-4.33137,NA,-24.192,NA,NA,NA,NA,NA,NA,NA,NA
37911,2.32284,2.17296,-4.78663,NA,-26.146,NA,NA,NA,NA,NA,NA,NA,NA
38116,3.01709,2.08354,-4.86966,NA,-56.591,NA,NA,NA,NA,NA,NA,NA,NA
38373,2.55193,3.27976,-3.9226,NA,NA,NA,NA,NA,NA,-130.638,NA,NA,NA
38584,2.88308,2.83255,-4.57666,NA,NA,NA,NA,-81.929,NA,NA,NA,NA,NA
38766,1.94945,2.01554,-4.89661,-14.513,NA,NA,NA,NA,NA,NA,NA,NA,NA
38882,1.65038,1.38465,-4.72217,NA,NA,NA,-18.43,NA,NA,NA,NA,NA,NA
39012,1.89269,1.12744,-5,NA,NA,-66.348,NA,NA,NA,NA,NA,NA,NA
39392,1.47784,1.21875,-4.63942,-13.873,NA,NA,NA,NA,NA,NA,NA,NA,NA
39492,2.86458,2.19791,-5,NA,NA,NA,-48.561,NA,NA,NA,NA,NA,NA
39798,0.118302,2.76932,-5,-96.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
39958,0.47446,2.13756,-5,-57.475,NA,NA,NA,NA,NA,NA,NA,NA,NA
40116,2.11158,1.46166,-4.29479,NA,NA,-23.571,NA,NA,NA,NA,NA,NA,NA
40208,3.0633,1.85926,-3.78153,NA,NA,NA,-56.824,NA,NA,NA,NA,NA,NA
40506,0.975912,2.61731,-4.37219,NA,NA,-52.776,NA,NA,NA,NA,NA,NA,NA
40764,2.24221,1.98283,-3.9444,-14.897,NA,NA,NA,NA,NA,NA,NA,NA,NA
40988,2.35311,1.72518,-3.44135,-34.234,NA,NA,NA,NA,NA,NA,NA,NA,NA
41158,3.23543,2.08082,-3.98572,NA,NA,NA,-63.945,NA,NA,NA,NA,NA,NA
41370,2.87088,1.06581,-5,NA,NA,-71.091,NA,NA,NA,NA,NA,NA,NA
41592,1.58775,2.20556,-5,NA,-27.863,NA,NA,NA,NA,NA,NA,NA,NA
41708,0.94252,2.22041,-4.44035,-28.037,NA,NA,NA,NA,NA,NA,NA,NA,NA
41977,1.57612,2.25856,-3.9912,-15.137,NA,NA,NA,NA,NA,NA,NA,NA,NA
42152,1.62442,1.68215,-3.51078,NA,-36.267,NA,NA,NA,NA,NA,NA,NA,NA
42316,1.1705,2.50874,-3.68403,NA,NA,-57.527,NA,NA,NA,NA,NA,NA,NA
42522,1.73637,1.72477,-3.29495,NA,NA,NA,NA,NA,NA,NA,-82.278,NA,NA
42632,0.964626,1.62977,-5,NA,NA,-60.359,NA,NA,NA,NA,NA,NA,NA
42997,0.905625,3.24619,-5,-80.959,NA,NA,NA,NA,NA,NA,NA,NA,NA
43072,0.935961,2.78082,-5,-56.397,NA,NA,NA,NA,NA,NA,NA,NA,NA
43324,1.67798,1.80431,-5,-15.947,NA,NA,NA,NA,NA,NA,NA,NA,NA
43401,2.14917,0.744964,-5,NA,-60.002,NA,NA,NA,NA,NA,NA,NA,NA
43619,2.17,1.19161,-4.76724,-19.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
43933,1.30673,1.59296,-5,NA,-24.043,NA,NA,NA,NA,NA,NA,NA,NA
44070,1.5971,1.31142,-4.85389,NA,NA,NA,-26.841,NA,NA,NA,NA,NA,NA
44211,1.258,1.49026,-4.64203,NA,NA,NA,-19.129,NA,NA,NA,NA,NA,NA
44539,0.512577,1.92666,-4.93896,NA,-62.841,NA,NA,NA,NA,NA,NA,NA,NA
44660,0.700882,2.04468,-4.95542,NA,NA,NA,-45.724,NA,NA,NA,NA,NA,NA
44847,2.4561,1.53369,-5,NA,-31.377,NA,NA,NA,NA,NA,NA,NA,NA
45168,1.47714,1.94988,-5,NA,-21.624,NA,NA,NA,NA,NA,NA,NA,NA
45222,1.84238,2.49611,-5,-29.353,NA,NA,NA,NA,NA,NA,NA,NA,NA
45406,1.63984,2.52857,-5,NA,NA,NA,-31.538,NA,NA,NA,NA,NA,NA
45654,1.76716,1.73313,-4.42036,NA,NA,NA,-8.202,NA,NA,NA,NA,NA,NA
45955,1.81648,2.50383,-4.22691,-19.844,NA,NA,NA,NA,NA,NA,NA,NA,NA
46061,1.86324,1.30756,-4.00253,NA,NA,NA,-13.444,NA,NA,NA,NA,NA,NA
46248,1.16727,1.90462,-4.44311,NA,-23.684,NA,NA,NA,NA,NA,NA,NA,NA
46558,1.4951,2.31603,-3.78239,NA,NA,NA,-26.698,NA,NA,NA,NA,NA,NA
46766,2.48995,2.49441,-4.39215,NA,NA,NA,-35.299,NA,NA,NA,NA,NA,NA
46837,3.21289,2.65327,-5,NA,NA,NA,NA,-94.919,NA,NA,NA,NA,NA
47061,2.09517,2.58094,-5,NA,NA,NA,-39.143,NA,NA,NA,NA,NA,NA
47397,2.81865,1.68421,-5,NA,NA,NA,-43.718,NA,NA,NA,NA,NA,NA
47586,2.05433,2.26357,-4.1537,NA,NA,NA,-24.225,NA,NA,NA,NA,NA,NA
47618,3.04449,1.65387,-4.12704,NA,NA,NA,-44.372,NA,NA,NA,NA,NA,NA
47956,2.74731,1.84788,-4.47681,NA,NA,NA,-38.279,NA,NA,NA,NA,NA,NA
48090,1.71294,2.20005,-5,NA,NA,NA,NA,NA,NA,-52.601,NA,NA,NA
48292,1.23364,2.03051,-4.85854,NA,NA,NA,-29.188,NA,NA,NA,NA,NA,NA
48566,1.54183,2.95003,-4.8965,NA,-52.748,NA,NA,NA,NA,NA,NA,NA,NA
48691,1.95953,2.54514,-4.91334,-28.593,NA,NA,NA,NA,NA,NA,NA,NA,NA
48966,1.91568,2.12467,-4.17729,NA,NA,NA,-11.268,NA,NA,NA,NA,NA,NA
49112,2.40109,2.1723,-3.50983,-37.041,NA,NA,NA,NA,NA,NA,NA,NA,NA
49348,1.50337,1.68487,-4.06996,NA,NA,NA,-7.317,NA,NA,NA,NA,NA,NA
49401,2.8707,1.63458,-3.54555,-51.026,NA,NA,NA,NA,NA,NA,NA,NA,NA
49741,1.23527,2.36397,-3.77917,NA,-32.932,NA,NA,NA,NA,NA,NA,NA,NA
49902,1.85227,3.0939,-5,NA,NA,-68.092,NA,NA,NA,NA,NA,NA,NA
50030,2.03101,2.47281,-5,NA,NA,NA,NA,NA,NA,NA,-84.252,NA,NA
50237,2.47035,2.53895,-5,NA,NA,NA,-42.8,NA,NA,NA,NA,NA,NA
50462,3.48362,2.17113,-3.81105,-84.013,NA,NA,NA,NA,NA,NA,NA,NA,NA
50784,3.30955,2.23828,-4.91878,NA,NA,NA,-68.915,NA,NA,NA,NA,NA,NA
50865,3.21636,2.01937,-3.07539,NA,NA,-110.982,NA,NA,NA,NA,NA,NA,NA
51055,1.79712,2.71452,-2.7191,NA,NA,NA,-102.044,NA,NA,NA,NA,NA,NA
51214,1.00164,3.3477,-3.33484,-104.096,NA,NA,NA,NA,NA,NA,NA,NA,NA
51421,0.977731,2.75814,-5,NA,-54.568,NA,NA,NA,NA,NA,NA,NA,NA
51776,1.40524,2.52505,-5,-32.796,NA,NA,NA,NA,NA,NA,NA,NA,NA
51851,2.10304,2.22511,-4.47079,-13.618,NA,NA,NA,NA,NA,NA,NA,NA,NA
52025,1.68108,1.97896,-3.62419,NA,NA,NA,-25.851,NA,NA,NA,NA,NA,NA
52298,2.2598,2.69247,-4.25668,-32.415,NA,NA,NA,NA,NA,NA,NA,NA,NA
52438,1.92527,1.43432,-4.3856,NA,-4.997,NA,NA,NA,NA,NA,NA,NA,NA
52691,2.00922,1.65627,-3.55754,NA,-28.324,NA,NA,NA,NA,NA,NA,NA,NA
52802,2.53498,0.985499,-5,NA,-50.513,NA,NA,NA,NA,NA,NA,NA,NA
53060,1.43097,1.38403,-5,NA,-34.705,NA,NA,NA,NA,NA,NA,NA,NA
53300,1.53422,1.67032,-5,NA,NA,NA,-22.489,NA,NA,NA,NA,NA,NA
53575,2.69737,0.953132,-4.45347,NA,-50.173,NA,NA,NA,NA,NA,NA,NA,NA
53767,2.53478,1.83359,-3.99448,-20.979,NA,NA,NA,NA,NA,NA,NA,NA,NA
53996,2.64508,1.89952,-4.66766,NA,NA,-45.954,NA,NA,NA,NA,NA,NA,NA
54144,1.93365,0.970565,-4.89193,-30.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
54235,2.1528,2.30015,-4.78305,NA,NA,NA,NA,-34.291,NA,NA,NA,NA,NA
54472,1.33502,1.25067,-4.73218,NA,NA,NA,NA,-33.908,NA,NA,NA,NA,NA
54795,1.78006,1.90507,-4.26377,NA,-5.161,NA,NA,NA,NA,NA,NA,NA,NA
54887,1.91362,1.47558,-4.30392,NA,NA,-36.596,NA,NA,NA,NA,NA,NA,NA
55098,1.5217,2.22802,-4.30734,NA,-17.982,NA,NA,NA,NA,NA,NA,NA,NA
