id,x0,x1,x2,fitness-4.5,fitness-5,fitness-4,fitness-3.5,fitness-3
10671,-1.22914,3.97194,-4.73399,-31.953,NA,NA,NA,NA
10891,-1.61336,3.58975,-4.92243,NA,-28.751,NA,NA,NA
11030,-2.34131,3.69075,-4.3226,NA,-52.95,NA,NA,NA
11305,-1.47503,4.1287,-4.90176,NA,-38.463,NA,NA,NA
11493,-1.12025,4.14767,-4.67998,NA,-52.928,NA,NA,NA
11726,-1.01246,4.09414,-4.99219,NA,NA,-58.849,NA,NA
11935,-2.07163,4.08606,-4.38583,NA,-50.213,NA,NA,NA
12088,-1.06489,4.2847,-4.50195,-56.513,NA,NA,NA,NA
12313,-1.52196,3.74482,-4.59085,-15.667,NA,NA,NA,NA
12423,-1.4694,4.53805,-4.87351,NA,NA,-60.983,NA,NA
12686,-2.43136,3.48449,-4.10341,-74.5,NA,NA,NA,NA
12835,-1.68074,3.95449,-4.22056,NA,NA,-58.567,NA,NA
13124,-2.85703,4.41642,-4.66328,-75.203,NA,NA,NA,NA
13387,-2.62849,3.76372,-4.1192,-69.317,NA,NA,NA,NA
13499,-2.94066,4.08564,-4.3819,NA,NA,-79.306,NA,NA
13627,-1.50118,3.37848,-4.41019,NA,NA,-52.256,NA,NA
13807,-2.91109,4.23866,-4.62932,-74.425,NA,NA,NA,NA
14108,-2.81817,3.69664,-4.60917,NA,NA,-74.238,NA,NA
14219,-1.56853,4.01015,-4.66774,NA,-40.422,NA,NA,NA
14569,-1.42503,3.61606,-4.74409,NA,-31.936,NA,NA,NA
14793,-2.38091,3.23266,-4.73267,-71.493,NA,NA,NA,NA
14822,-2.17983,4.95784,-4.62292,-74.531,NA,NA,NA,NA
15055,-1.6742,4.1306,-4.45695,-30.181,NA,NA,NA,NA
15287,-1.25961,3.34293,-4.79179,-47.502,NA,NA,NA,NA
15565,-1.44169,4.87791,-3.98578,-100.265,NA,NA,NA,NA
15711,-2.01682,4.39892,-4.41771,NA,NA,NA,-67.93,NA
15813,-1.79801,4.81584,-4.82626,NA,NA,-65.594,NA,NA
16101,-2.29642,4.83745,-4.32317,NA,-72.412,NA,NA,NA
16313,-2.18703,4.23211,-4.80415,-47.596,NA,NA,NA,NA
16458,-2.44047,4.61045,-4.95919,-59.876,NA,NA,NA,NA
16764,-2.2301,4.38805,-4.97518,-51.805,NA,NA,NA,NA
16802,-1.21502,4.23262,-4.8914,NA,-58.961,NA,NA,NA
17084,-1.41395,3.40706,-4.8025,NA,-75.556,NA,NA,NA
17294,-2.41675,4.24336,-4.89206,NA,-51.368,NA,NA,NA
17549,-1.9589,3.43115,-4.32077,-67.118,NA,NA,NA,NA
17671,-1.2832,3.70204,-4.69127,-12.148,NA,NA,NA,NA
17801,-1.94966,3.5541,-4.88835,NA,-37.927,NA,NA,NA
18054,-2.00324,3.18273,-4.22864,NA,-75.102,NA,NA,NA
18252,-2.01117,4.78494,-4.98295,-68.888,NA,NA,NA,NA
18456,-2.83466,4.22012,-4.38266,-74.684,NA,NA,NA,NA
18766,-2.19281,4.03351,-4.63185,NA,NA,-45.76,NA,NA
18868,-2.38646,3.7419,-4.71011,NA,NA,-48.083,NA,NA
19173,-1.41211,4.67308,-4.68132,-71.523,NA,NA,NA,NA
19301,-1.57179,4.24972,-4.91122,NA,-40.458,NA,NA,NA
19590,-1.16924,4.30539,-4.72475,NA,NA,-63.3,NA,NA
19693,-1.52306,3.33712,-4.72547,NA,NA,NA,-73.976,NA
19839,-1.67455,4.58264,-4.6233,-53.51,NA,NA,NA,NA
20025,-2.17973,4.56369,-4.52121,-62.291,NA,NA,NA,NA
20278,-3.04424,4.69502,-4.97838,-88.122,NA,NA,NA,NA
20539,-1.65386,3.56168,-4.8911,NA,-28.412,NA,NA,NA
20701,-1.47852,3.86835,-4.63935,-13.099,NA,NA,NA,NA
20905,-2.82288,3.99614,-4.96078,NA,-68.05,NA,NA,NA
21101,-3.30336,3.97705,-4.88919,-95.822,NA,NA,NA,NA
21360,-3.14055,4.52361,-4.71139,NA,NA,-96.78,NA,NA
21523,-2.50567,4.52087,-3.98616,-85.494,NA,NA,NA,NA
21707,-1.94515,4.62734,-4.84746,NA,NA,-67.748,NA,NA
21925,-1.53555,4.41551,-4.36549,NA,NA,-67.073,NA,NA
22008,-2.29474,4.46765,-4.24809,NA,NA,-76.602,NA,NA
22355,-2.5056,4.48644,-4.09711,-79.439,NA,NA,NA,NA
22441,-1.74227,4.66419,-4.84176,NA,NA,-48.201,NA,NA
22688,-2.41229,4.42876,-4.44945,NA,-71.007,NA,NA,NA
22825,-2.49602,4.48795,-4.02662,-81.024,NA,NA,NA,NA
23115,-1.61626,4.164,-4.81569,-32.27,NA,NA,NA,NA
23255,-2.84371,4.31986,-4.41217,-72.512,NA,NA,NA,NA
23414,-1.39391,4.25444,-4.7886,-19.698,NA,NA,NA,NA
23633,-1.42873,4.32248,-4.94205,NA,NA,-39.662,NA,NA
23829,-1.68869,3.82979,-4.37077,NA,NA,-34.004,NA,NA
24017,-2.35537,3.9733,-4.71919,NA,-60.903,NA,NA,NA
24212,-1.93178,4.33463,-4.89863,NA,NA,-51.881,NA,NA
24567,-1.37021,4.02369,-4.16237,-61.47,NA,NA,NA,NA
24768,-2.77454,4.50783,-4.57639,-74.866,NA,NA,NA,NA
24937,-2.64317,4.53135,-4.55004,NA,-74.989,NA,NA,NA
25102,-1.86542,4.91919,-4.88362,-69.047,NA,NA,NA,NA
25375,-2.9335,4.62401,-4.72451,-84.024,NA,NA,NA,NA
25576,-3.13106,3.83031,-4.54771,NA,-85.834,NA,NA,NA
25628,-2.73825,4.45123,-4.96078,NA,NA,-82.554,NA,NA
25904,-1.78142,3.5367,-4.78136,NA,NA,-35.196,NA,NA
26043,-1.93219,4.55228,-4.26105,-59.268,NA,NA,NA,NA
26279,-2.4441,4.29833,-4.52124,-57.652,NA,NA,NA,NA
26481,-2.02697,3.94318,-4.87492,NA,NA,-34.329,NA,NA
26625,-1.1657,3.537,-4.75887,NA,NA,-27.641,NA,NA
26951,-2.10258,3.2755,-4.22139,NA,-64.943,NA,NA,NA
27148,-1.78114,4.02979,-4.65922,NA,NA,-29.797,NA,NA
27220,-1.67525,3.65126,-3.69589,NA,NA,-96.226,NA,NA
27536,-2.2713,4.50305,-4.22415,NA,-71.558,NA,NA,NA
27605,-3.6564,4.91706,-4.42877,-142.272,NA,NA,NA,NA
27968,-1.58503,4.10815,-4.44978,NA,NA,-42.672,NA,NA
28112,-1.92983,4.62089,-4.78971,NA,NA,NA,-89.957,NA
28235,-2.34468,4.40936,-4.55585,NA,NA,-75.833,NA,NA
28510,-2.12548,3.89229,-4.61111,-39.353,NA,NA,NA,NA
28638,-1.88292,4.63782,-4.98056,-56.789,NA,NA,NA,NA
28969,-1.56829,4.01267,-4.42311,NA,-47.747,NA,NA,NA
29044,-2.69559,3.52066,-4.3198,-81.289,NA,NA,NA,NA
29269,-2.80505,3.45324,-4.40191,-78.207,NA,NA,NA,NA
29522,-1.80761,3.52139,-4.66472,NA,-42.234,NA,NA,NA
29791,-0.716022,4.17303,-4.6678,-88.263,NA,NA,NA,NA
29834,-0.983895,4.11735,-4.94479,NA,-63.693,NA,NA,NA
30008,-1.84089,3.26542,-4.52627,NA,-57.518,NA,NA,NA
30211,-1.17721,4.41496,-4.25297,-74.982,NA,NA,NA,NA
30452,-2.11696,4.32456,-4.60709,NA,NA,-49.554,NA,NA
30622,-1.46079,4.62075,-4.82172,NA,-52.365,NA,NA,NA
30911,-1.85348,4.26385,-4.56057,NA,-51.854,NA,NA,NA
31132,-1.44097,4.67767,-4.87492,NA,-49.226,NA,NA,NA
31316,-1.91172,4.2742,-4.45132,NA,-48.129,NA,NA,NA
31482,-2.0976,4.09007,-4.7024,-36.11,NA,NA,NA,NA
31792,-1.44476,4.04338,-4.67149,NA,-48.118,NA,NA,NA
31841,-2.51539,4.17604,-4.48547,-64.642,NA,NA,NA,NA
32086,-1.38038,4.74729,-4.89662,NA,-57.09,NA,NA,NA
32352,-1.82835,4.09066,-3.88734,-80.866,NA,NA,NA,NA
32505,-2.19979,4.39036,-3.94926,NA,NA,-85.94,NA,NA
32615,-1.29548,4.08825,-4.39996,NA,-59.243,NA,NA,NA
32962,-2.14144,3.95893,-4.93708,NA,-41.263,NA,NA,NA
33155,-2.03111,4.27916,-4.20442,NA,NA,-70.895,NA,NA
33259,-1.38917,3.35856,-4.84691,-6.933,NA,NA,NA,NA
33510,-2.00321,4.22461,-4.97543,-27.693,NA,NA,NA,NA
33721,-3.09786,4.65514,-4.52021,NA,NA,-104.645,NA,NA
33832,-1.9166,4.8058,-4.7546,NA,NA,-70.17,NA,NA
34182,-1.67538,4.59288,-4.96119,-47.759,NA,NA,NA,NA
34221,-2.34112,4.01243,-4.74048,NA,NA,-57.54,NA,NA
34464,-1.94365,3.76143,-4.24858,NA,-64.384,NA,NA,NA
34689,-1.08706,4.59741,-4.51974,-90.161,NA,NA,NA,NA
34941,-1.08923,3.92875,-4.98772,-25.033,NA,NA,NA,NA
35032,-2.23008,3.84582,-4.99675,-44.877,NA,NA,NA,NA
35372,-1.64177,3.4236,-4.32854,NA,NA,-42.654,NA,NA
35515,-1.45626,3.64649,-4.77746,NA,-32.954,NA,NA,NA
35722,-1.62885,3.75665,-4.62627,NA,-45.392,NA,NA,NA
35977,-2.31635,4.31374,-4.89378,NA,-44.179,NA,NA,NA
36018,-2.21104,3.54865,-4.99457,NA,NA,-54.376,NA,NA
36356,-2.44375,4.41424,-4.98349,-61.259,NA,NA,NA,NA
36575,-1.59832,3.86384,-4.56471,NA,-39.508,NA,NA,NA
36702,-2.50825,4.6829,-4.275,NA,-83.451,NA,NA,NA
36809,-3.27561,3.50272,-4.92069,NA,NA,-116.309,NA,NA
37144,-2.13966,3.88969,-4.21896,NA,NA,-62.394,NA,NA
37371,-2.87907,4.04403,-4.81574,-69.571,NA,NA,NA,NA
37466,-2.29318,4.04376,-4.21704,-62.958,NA,NA,NA,NA
37701,-2.73137,3.36688,-4.76499,-63.769,NA,NA,NA,NA
37926,-0.994949,4.0575,-4.71824,-56.058,NA,NA,NA,NA
38086,-1.66037,4.623,-4.85658,-38.715,NA,NA,NA,NA
38226,-1.97394,4.87458,-4.61974,-70.359,NA,NA,NA,NA
38468,-1.19749,4.21904,-4.74117,NA,-57.233,NA,NA,NA
38606,-2.00584,3.27742,-4.75448,-28.133,NA,NA,NA,NA
39000,-1.52984,3.67141,-4.92597,NA,NA,NA,-42.74,NA
39163,-3.23997,4.22977,-4.72195,-81.93,NA,NA,NA,NA
39228,-1.80903,3.93651,-4.96654,NA,-46.416,NA,NA,NA
39501,-1.90408,4.6595,-4.85832,-59.523,NA,NA,NA,NA
39751,-2.1016,4.08596,-4.96209,-34.882,NA,NA,NA,NA
39969,-2.36251,4.33884,-4.85616,NA,-48.335,NA,NA,NA
40051,-1.46951,4.90289,-4.92835,NA,-74.815,NA,NA,NA
40242,-1.93246,3.52878,-4.70521,-23.098,NA,NA,NA,NA
40531,-2.82142,4.98834,-4.6425,NA,-93.478,NA,NA,NA
40707,-2.44635,4.77478,-4.37778,NA,NA,NA,-85.382,NA
40902,-1.85682,4.95295,-4.66957,NA,NA,NA,NA,-120.53
41090,-2.01891,3.01023,-4.74883,NA,NA,-64.75,NA,NA
41299,-1.72927,4.54975,-4.84089,NA,-66.963,NA,NA,NA
41475,-1.63561,4.07354,-4.68823,-22.978,NA,NA,NA,NA
41648,-1.23925,3.70924,-4.45662,-32.111,NA,NA,NA,NA
41958,-2.06601,3.75278,-4.92413,-33.783,NA,NA,NA,NA
42058,-1.74362,3.50844,-4.46298,NA,NA,-41.873,NA,NA
42291,-2.25863,3.40866,-4.53923,-53.421,NA,NA,NA,NA
42522,-2.14519,2.57311,-4.95239,NA,-112.072,NA,NA,NA
42710,-2.24379,3.65551,-4.74999,NA,-48.5,NA,NA,NA
42901,-1.53244,4.29074,-3.6656,NA,-105.499,NA,NA,NA
43008,-1.53925,4.48061,-4.8447,-48.207,NA,NA,NA,NA
43308,-1.88562,4.7065,-3.872,NA,-86.029,NA,NA,NA
43446,-1.93674,4.53002,-4.18862,-67.774,NA,NA,NA,NA
43697,-1.44843,4.05634,-4.41762,-45.254,NA,NA,NA,NA
43824,-2.91317,4.85327,-4.45942,-93.705,NA,NA,NA,NA
44066,-2.71542,4.61935,-4.99802,NA,NA,-77.069,NA,NA
44394,-2.49991,4.69339,-4.34655,NA,NA,-75.791,NA,NA
44490,-2.03986,4.3088,-4.88948,-40.933,NA,NA,NA,NA
44701,-3.35539,4.51745,-4.89817,NA,NA,-103.603,NA,NA
44931,-2.03854,3.66363,-4.85047,-34.028,NA,NA,NA,NA
45086,-1.6725,3.91518,-4.4955,NA,NA,-29.502,NA,NA
45392,-1.16956,4.64566,-4.64549,NA,-84.278,NA,NA,NA
45546,-2.53122,4.49159,-4.77556,NA,-64.707,NA,NA,NA
45742,-1.53068,4.61248,-4.98921,-58.014,NA,NA,NA,NA
45941,-1.66706,4.17102,-4.64047,-35.198,NA,NA,NA,NA
46006,-0.691436,4.31378,-4.85345,-90.336,NA,NA,NA,NA
46279,-1.9695,4.23767,-4.91775,NA,-51.265,NA,NA,NA
46511,-2.39254,3.66341,-4.57968,NA,-58.472,NA,NA,NA
46785,-1.5379,3.81,-4.72086,-22.131,NA,NA,NA,NA
46920,-1.9626,4.6432,-3.45188,-110.067,NA,NA,NA,NA
47114,-2.17917,4.83806,-4.78494,NA,NA,-70.638,NA,NA
47281,-1.8184,4.59729,-4.20869,NA,-69.466,NA,NA,NA
47425,-2.08748,3.74608,-4.94202,-38.2,NA,NA,NA,NA
47628,-1.3623,3.88999,-4.33676,-21.322,NA,NA,NA,NA
47931,-1.06093,4.2271,-4.97548,NA,NA,-60.106,NA,NA
48109,-3.11088,3.78158,-4.23827,NA,-93.169,NA,NA,NA
48256,-2.19766,4.30884,-4.87281,-48.759,NA,NA,NA,NA
48509,-1.71966,4.47883,-4.62889,NA,NA,-52.152,NA,NA
48650,-2.7143,4.50144,-4.97317,-70.68,NA,NA,NA,NA
48866,-1.65435,4.98601,-4.99228,NA,-72.8,NA,NA,NA
49021,-2.58357,4.8128,-4.26604,-78.363,NA,NA,NA,NA
49379,-2.68597,4.47073,-4.83899,NA,-69.262,NA,NA,NA
49408,-1.86889,3.99089,-4.42249,NA,NA,-48.522,NA,NA
49624,-1.40339,3.91892,-4.66134,-17.801,NA,NA,NA,NA
49819,-2.00849,3.89957,-4.41242,-35.067,NA,NA,NA,NA
50005,-1.80771,3.90491,-4.49251,NA,NA,-38.649,NA,NA
50264,-1.71082,3.56343,-4.62589,-27.539,NA,NA,NA,NA
50542,-1.95137,4.29482,-4.45821,NA,NA,-52.846,NA,NA
50799,-1.97908,4.20921,-4.07271,NA,-65.754,NA,NA,NA
50916,-1.98348,3.13804,-4.50516,NA,-69.924,NA,NA,NA
51052,-1.85794,4.77925,-4.68468,-64.403,NA,NA,NA,NA
51397,-1.76865,4.37376,-4.94586,NA,-42.033,NA,NA,NA
51527,-2.03216,3.59479,-4.73959,NA,NA,-33.563,NA,NA
51667,-1.74768,4.94381,-4.64175,NA,NA,-80.483,NA,NA
51970,-2.28593,3.97677,-4.6819,NA,NA,-50.873,NA,NA
52041,-2.27625,3.64652,-4.55593,NA,NA,-52.031,NA,NA
52211,-1.28259,3.57219,-4.56299,NA,NA,-34.115,NA,NA
52567,-1.82928,3.51987,-4.33865,NA,-52.804,NA,NA,NA
52625,-1.89675,4.04687,-4.48754,NA,-42.963,NA,NA,NA
52951,-1.64497,4.24066,-4.74995,NA,-35.173,NA,NA,NA
53184,-1.16477,4.21174,-4.29273,-52.001,NA,NA,NA,NA
53285,-1.64458,4.97456,-4.79884,NA,-72.198,NA,NA,NA
53575,-1.75066,4.30409,-4.65751,-43.904,NA,NA,NA,NA
53766,-1.89385,4.41462,-4.73285,-45.182,NA,NA,NA,NA
53886,-1.37326,2.99522,-4.20808,-60.73,NA,NA,NA,NA
54112,-1.93114,3.18912,-4.68786,NA,NA,-73.761,NA,NA
54382,-1.50313,3.71497,-4.77513,NA,NA,NA,-49.346,NA
54541,-2.21679,4.11314,-4.71605,-46.077,NA,NA,NA,NA
54690,-1.56721,3.89894,-4.97637,-10.363,NA,NA,NA,NA
54949,-1.13224,4.06284,-4.49866,-49.133,NA,NA,NA,NA
55021,-1.74798,2.95313,-4.63587,-71.583,NA,NA,NA,NA
55220,-2.38868,4.04101,-4.26885,NA,NA,-69.673,NA,NA
55439,-1.61092,4.41406,-4.39358,NA,-69.815,NA,NA,NA
55621,-1.88921,3.77824,-4.78313,NA,NA,-32.127,NA,NA
55970,-1.74714,4.10279,-4.59852,NA,-45.826,NA,NA,NA
56005,-0.757352,4.75701,-4.34415,-91.506,NA,NA,NA,NA
56362,-1.35192,4.67251,-4.67587,NA,-61.08,NA,NA,NA
56585,-1.73363,4.49303,-4.88093,-49.059,NA,NA,NA,NA
56749,-1.34456,4.60366,-4.99822,NA,NA,-69.277,NA,NA
56888,-2.35206,4.78693,-3.84617,-83.199,NA,NA,NA,NA
57077,-1.67321,4.97936,-4.16752,-83.957,NA,NA,NA,NA
57388,-1.91893,3.92271,-3.99319,NA,-69.433,NA,NA,NA
57449,-2.38993,4.08262,-4.39466,-56.777,NA,NA,NA,NA
57730,-3.31006,4.53886,-4.77052,NA,NA,-103.253,NA,NA
57893,-1.65671,3.69455,-4.99215,NA,-48.869,NA,NA,NA
58007,-1.36049,3.41006,-4.66834,-30.077,NA,NA,NA,NA
58355,-1.85863,4.3767,-4.70406,NA,NA,NA,-67.945,NA
58580,-2.26608,4.6038,-4.77069,NA,NA,-61.997,NA,NA
58765,-2.21268,4.82657,-4.98321,NA,NA,NA,-101.692,NA
58871,-1.6993,4.43788,-4.94198,NA,NA,-52.321,NA,NA
59013,-1.42089,4.21487,-4.19829,-79.634,NA,NA,NA,NA
59326,-2.40595,4.55657,-4.66757,NA,-68.739,NA,NA,NA
59461,-1.76218,3.84621,-4.4095,-40.061,NA,NA,NA,NA
59669,-2.18586,4.04079,-4.41438,-51.179,NA,NA,NA,NA
59874,-3.25544,3.49582,-3.91048,NA,NA,-111.794,NA,NA
60058,-2.71084,4.0377,-4.36834,NA,NA,-79.222,NA,NA
60275,-2.03122,4.00771,-4.48846,NA,NA,-40.598,NA,NA
60502,-1.31512,3.95779,-4.92343,-25.183,NA,NA,NA,NA
60664,-1.58258,4.0234,-4.42005,NA,NA,-60.822,NA,NA
60925,-2.38971,3.40348,-4.54503,-57.61,NA,NA,NA,NA
61021,-2.72974,4.54528,-3.95151,-92.702,NA,NA,NA,NA
61297,-1.82941,3.14966,-4.91358,-45.213,NA,NA,NA,NA
61518,-0.859313,3.31184,-4.35367,NA,-97.312,NA,NA,NA
61659,-1.57278,3.7125,-4.24406,NA,NA,-51.014,NA,NA
61934,-1.93442,3.94761,-4.80979,-30.954,NA,NA,NA,NA
62124,-1.87022,3.3839,-4.272,NA,NA,-66.706,NA,NA
62313,-2.03576,4.52497,-4.5423,NA,NA,-59.948,NA,NA
62584,-1.48424,4.16428,-4.54219,NA,NA,-38.112,NA,NA
62610,-1.92624,4.32856,-4.16058,NA,-62.258,NA,NA,NA
62978,-1.99245,4.1312,-4.7351,NA,-43.553,NA,NA,NA
63077,-1.61657,4.4238,-4.47038,NA,-58.938,NA,NA,NA
63310,-2.67805,4.85939,-4.47083,NA,NA,NA,NA,-121.58
63537,-3.22716,3.87285,-4.88939,NA,NA,NA,-90.574,NA
63699,-1.40288,4.38597,-4.40213,NA,-53.293,NA,NA,NA
63902,-1.64259,4.8139,-4.86472,-67.118,NA,NA,NA,NA
64166,-1.19982,3.63614,-4.63527,-21.075,NA,NA,NA,NA
64261,-1.05899,4.42148,-4.54208,-72.225,NA,NA,NA,NA
64582,-1.57681,3.89588,-4.30321,-45.51,NA,NA,NA,NA
64755,-1.47431,3.51348,-4.616,NA,NA,-14.758,NA,NA
64892,-1.49423,3.72964,-4.88501,NA,NA,-5.342,NA,NA
65048,-1.9451,4.80096,-4.83286,-65.202,NA,NA,NA,NA
65303,-2.72028,3.34851,-4.36259,NA,-72.628,NA,NA,NA
65405,-2.7516,3.26563,-4.85992,NA,NA,-101.074,NA,NA
65686,-1.49972,3.50498,-4.67541,NA,-48.606,NA,NA,NA
65808,-1.63883,3.06744,-4.99803,-42.515,NA,NA,NA,NA
66124,-2.07331,3.30666,-4.67128,-41.195,NA,NA,NA,NA
66338,-2.1659,4.09096,-4.63687,NA,NA,-45.575,NA,NA
66457,-1.5079,4.87012,-3.8179,NA,NA,-117.852,NA,NA
66795,-1.71554,4.33731,-4.4889,NA,-65.9,NA,NA,NA
66831,-1.81912,4.21166,-4.34968,-46.846,NA,NA,NA,NA
67007,-1.20951,4.04758,-4.5946,-35.956,NA,NA,NA,NA
67271,-2.00572,4.325,-4.58494,NA,-54.696,NA,NA,NA
67467,-2.51836,4.50841,-4.36943,-71.354,NA,NA,NA,NA
67766,-1.99484,4.83767,-4.73541,NA,-62.386,NA,NA,NA
67821,-1.55953,4.1034,-4.46445,NA,NA,-35.149,NA,NA
68138,-1.02392,3.56956,-4.74766,NA,-62.432,NA,NA,NA
68345,-2.07508,4.0941,-4.19739,-65.329,NA,NA,NA,NA
68586,-2.35543,4.80779,-4.99488,NA,NA,-70.071,NA,NA
68667,-1.45405,3.87775,-4.6047,NA,NA,-27.765,NA,NA
68998,-1.4217,3.51887,-4.6428,-32.569,NA,NA,NA,NA
69091,-1.03856,4.5108,-4.92085,NA,NA,-72.332,NA,NA
69358,-1.62381,4.33785,-4.95535,NA,NA,-44.35,NA,NA
69517,-2.18857,4.22754,-4.77364,-47.257,NA,NA,NA,NA
69750,-1.188,3.77176,-4.55501,-36.738,NA,NA,NA,NA
69985,-0.774577,4.08325,-4.97009,NA,-92.337,NA,NA,NA
70174,-1.58582,4.12503,-4.77007,NA,NA,-30.02,NA,NA
70270,-1.98568,3.5901,-4.41578,-42.536,NA,NA,NA,NA
70587,-1.65855,4.26436,-4.20559,-54.639,NA,NA,NA,NA
70794,-2.11112,4.63945,-4.62799,-61.669,NA,NA,NA,NA
70872,-1.98351,4.11791,-4.55976,-39.978,NA,NA,NA,NA
71101,-1.96532,4.60776,-4.23569,NA,-74.725,NA,NA,NA
71322,-2.26088,3.7349,-4.35255,NA,NA,-53.876,NA,NA
71412,-1.6467,4.79124,-4.28484,NA,NA,-76.924,NA,NA
71707,-2.61253,3.90187,-4.38364,NA,-74.795,NA,NA,NA
71975,-1.54314,3.99573,-4.80502,NA,-33.733,NA,NA,NA
72148,-1.9531,4.00357,-4.77531,-32.467,NA,NA,NA,NA
72379,-1.25533,3.53922,-4.43669,NA,NA,-45.445,NA,NA
72516,-1.54516,3.24417,-4.56975,NA,-62.637,NA,NA,NA
72666,-1.43658,3.97772,-4.64327,NA,NA,-31.11,NA,NA
72870,-1.43807,3.91732,-4.71905,-15.397,NA,NA,NA,NA
73077,-2.42088,4.03884,-4.83384,-50.18,NA,NA,NA,NA
73241,-2.09325,3.93879,-4.58618,NA,NA,-45.733,NA,NA
73403,-2.81223,4.13011,-4.68778,NA,NA,-79.037,NA,NA
73603,-2.32964,4.21496,-4.12516,-67.707,NA,NA,NA,NA
73902,-2.20572,4.35719,-4.41708,NA,NA,-65.056,NA,NA
74189,-1.31651,4.07527,-4.66307,NA,-48.506,NA,NA,NA
74241,-2.71684,3.44352,-4.60759,NA,-76.284,NA,NA,NA
74477,-1.62147,3.65539,-3.89138,NA,-95.105,NA,NA,NA
74702,-2.2481,4.34309,-4.67378,-54.176,NA,NA,NA,NA
74906,-1.45688,4.19197,-4.77608,-25.779,NA,NA,NA,NA
75064,-1.87529,4.13572,-4.9635,-35.113,NA,NA,NA,NA
