id,x0,x1,x2,fitness-4.5,fitness-3,fitness-5,fitness-4,fitness-3.5,fitness-2.5
14661,-2.49283,3.98357,-4.91499,-52.838,NA,NA,NA,NA,NA
14949,-1.89641,4.54928,-4.05548,NA,NA,-77.829,NA,NA,NA
15120,-1.89077,4.34833,-4.14093,NA,NA,NA,-73.11,NA,NA
15211,-2.60053,4.66111,-4.72401,NA,NA,NA,-78.767,NA,NA
15568,-2.05394,4.16234,-4.95754,NA,NA,NA,-32.965,NA,NA
15620,-2.15097,4.81781,-4.81693,NA,NA,NA,-73.186,NA,NA
15942,-2.23564,4.16381,-4.55655,NA,NA,NA,NA,-78.447,NA
16051,-2.14637,3.38985,-3.63917,NA,NA,NA,-123.141,NA,NA
16315,-1.98092,3.56858,-4.74412,NA,NA,NA,-58.823,NA,NA
16521,-1.92649,4.0433,-4.44597,NA,NA,-47.351,NA,NA,NA
16790,-2.2061,4.42471,-4.97626,-52.747,NA,NA,NA,NA,NA
16990,-1.38863,4.57751,-4.75883,-60.606,NA,NA,NA,NA,NA
17035,-0.776227,3.28149,-4.67461,NA,NA,NA,-103.16,NA,NA
17289,-2.65703,3.95327,-4.93116,NA,NA,NA,-65.859,NA,NA
17536,-2.66279,4.1297,-4.24258,NA,NA,-67.591,NA,NA,NA
17769,-2.62606,4.73915,-4.33709,-75.183,NA,NA,NA,NA,NA
17849,-2.03644,4.93133,-4.64255,NA,NA,NA,NA,-91.215,NA
18196,-1.65467,4.57043,-4.29333,-80.371,NA,NA,NA,NA,NA
18376,-1.66048,3.94365,-4.62183,NA,NA,NA,-28.85,NA,NA
18538,-2.53518,3.01251,-4.50075,NA,-148.001,NA,NA,NA,NA
18697,-2.03077,3.68206,-4.95673,NA,NA,NA,NA,-49.606,NA
18924,-1.7648,4.30456,-3.56111,-115.05,NA,NA,NA,NA,NA
19047,-1.57823,3.48599,-4.3311,-36.452,NA,NA,NA,NA,NA
19303,-1.45185,3.34004,-4.53232,-40.905,NA,NA,NA,NA,NA
19509,-1.14019,4.55492,-4.91947,NA,NA,-76.685,NA,NA,NA
19647,-1.8898,4.29903,-4.2582,NA,NA,NA,-65.349,NA,NA
19863,-2.47453,4.70264,-4.97287,-67.643,NA,NA,NA,NA,NA
20071,-1.24243,4.47357,-4.91097,NA,-150.973,NA,NA,NA,NA
20369,-1.47747,3.92097,-4.14526,NA,NA,NA,NA,-124.746,NA
20508,-1.66749,3.82244,-4.87617,-3.565,NA,NA,NA,NA,NA
20722,-2.19706,4.55306,-4.58217,-59.438,NA,NA,NA,NA,NA
20956,-1.89359,3.61652,-4.26612,NA,NA,NA,NA,-106.261,NA
21030,-2.61524,3.85442,-4.64963,-67.712,NA,NA,NA,NA,NA
21350,-1.48178,4.28878,-4.52528,-48.397,NA,NA,NA,NA,NA
21477,-2.40178,4.2918,-4.31609,NA,NA,NA,-64.093,NA,NA
21739,-1.02789,3.97449,-4.30389,-87.299,NA,NA,NA,NA,NA
21930,-2.37093,4.34624,-4.62935,-61.039,NA,NA,NA,NA,NA
22196,-1.38218,4.16262,-4.24628,NA,NA,NA,NA,-57.566,NA
22263,-3.34735,3.41841,-4.33761,NA,NA,NA,NA,-119.25,NA
22433,-3.32784,4.31583,-4.0329,-112.455,NA,NA,NA,NA,NA
22631,-2.21942,4.35514,-4.23217,NA,NA,-70.597,NA,NA,NA
22908,-1.74243,4.74861,-3.94138,-80.552,NA,NA,NA,NA,NA
23115,-2.6185,4.68987,-3.98875,NA,NA,NA,NA,-102.491,NA
23341,-3.56349,4.96953,-4.44228,NA,NA,-139.562,NA,NA,NA
23581,-2.92257,4.55773,-4.18498,NA,NA,NA,-96.111,NA,NA
23785,-2.31519,4.46126,-4.7256,NA,NA,-58.077,NA,NA,NA
23910,-3.54839,3.60982,-4.77285,-107.634,NA,NA,NA,NA,NA
24131,-2.0786,4.84007,-3.2719,-123.546,NA,NA,NA,NA,NA
24381,-1.99401,4.69164,-4.88239,-78.762,NA,NA,NA,NA,NA
24508,-1.70039,4.83955,-4.49488,-76.551,NA,NA,NA,NA,NA
24715,-1.13949,4.33105,-4.53819,NA,NA,NA,-102.935,NA,NA
24850,-2.98718,2.85097,-4.2681,NA,NA,NA,-103.777,NA,NA
25063,-1.63225,3.89287,-4.50264,-25.927,NA,NA,NA,NA,NA
25346,-2.7404,4.78782,-4.14138,NA,NA,NA,-97.218,NA,NA
25579,-2.69727,4.17405,-4.17142,-86.767,NA,NA,NA,NA,NA
25798,-2.01841,4.66307,-4.52262,NA,NA,NA,-62.502,NA,NA
25994,-2.38701,4.318,-4.45872,-62.059,NA,NA,NA,NA,NA
26194,-1.35737,3.89059,-4.78829,NA,NA,-27.102,NA,NA,NA
26359,-1.62244,4.2659,-4.33999,-34.988,NA,NA,NA,NA,NA
26473,-1.33601,4.32913,-3.33765,NA,NA,-109.374,NA,NA,NA
26667,-3.14193,4.59327,-4.11692,-103.741,NA,NA,NA,NA,NA
26858,-2.99363,3.7056,-4.85191,NA,NA,-87.952,NA,NA,NA
27122,-2.81662,3.61207,-4.54436,NA,NA,NA,-78.663,NA,NA
27355,-1.63603,4.9124,-3.51659,-121.538,NA,NA,NA,NA,NA
27563,-1.39208,4.30033,-4.99519,-42.321,NA,NA,NA,NA,NA
27780,-1.12738,4.35091,-4.66196,NA,NA,-61.688,NA,NA,NA
27866,-1.25876,4.44597,-4.39888,NA,NA,-72.863,NA,NA,NA
28074,-0.492093,4.60271,-4.58705,NA,NA,-138.043,NA,NA,NA
28273,-1.29293,4.2819,-4.51482,-57.953,NA,NA,NA,NA,NA
28514,-1.98874,4.64837,-4.2694,NA,-90.79,NA,NA,NA,NA
28633,-3.36821,4.78042,-4.78042,NA,NA,NA,-114.908,NA,NA
28925,-2.88633,4.9276,-4.56369,-94.212,NA,NA,NA,NA,NA
29002,-2.18577,4.85049,-3.6194,NA,NA,-108.203,NA,NA,NA
29369,-1.84775,3.92738,-3.0901,NA,NA,NA,NA,-181.728,NA
29492,-1.58514,3.74822,-4.18806,-57.75,NA,NA,NA,NA,NA
29771,-2.42373,4.06781,-3.30353,NA,NA,-118.288,NA,NA,NA
29910,-3.02243,3.89829,-4.1405,NA,NA,NA,-94.458,NA,NA
30033,-1.90524,4.34534,-4.09339,NA,NA,-69.182,NA,NA,NA
30234,-1.36639,4.78677,-3.91089,-107.222,NA,NA,NA,NA,NA
30475,-0.306115,4.55235,-4.86599,-154.883,NA,NA,NA,NA,NA
30745,-0.948559,4.73533,-4.17169,-117.442,NA,NA,NA,NA,NA
30953,-1.86092,4.29539,-4.20692,NA,NA,NA,-74.446,NA,NA
31076,-0.887516,4.21952,-4.5834,NA,NA,-87.979,NA,NA,NA
31220,-2.77473,4.12732,-3.78709,-94.079,NA,NA,NA,NA,NA
31466,-2.09918,2.76667,-4.97946,-91.282,NA,NA,NA,NA,NA
31745,-1.13545,4.59165,-3.98893,NA,NA,-111.343,NA,NA,NA
31839,-1.69401,3.46704,-4.66054,-20.059,NA,NA,NA,NA,NA
32120,-3.28813,4.19411,-4.96923,-89.586,NA,NA,NA,NA,NA
32348,-3.12227,4.87572,-4.53613,NA,NA,NA,-113.956,NA,NA
32513,-2.30321,4.45909,-4.78664,NA,NA,NA,-64.886,NA,NA
32749,-1.37364,4.76358,-4.79287,NA,NA,NA,-90.835,NA,NA
32909,-1.86667,4.83986,-4.70773,NA,NA,-70.156,NA,NA,NA
33107,-3.37457,4.25754,-4.96496,NA,NA,-105.815,NA,NA,NA
33262,-1.96776,3.63468,-4.04826,NA,NA,NA,-73.307,NA,NA
33576,-2.6718,2.76093,-4.69171,NA,NA,NA,NA,-116.077,NA
33779,-2.77341,3.20436,-4.35524,NA,NA,NA,-98.654,NA,NA
33955,-2.81891,3.64885,-4.26021,-79.484,NA,NA,NA,NA,NA
34060,-2.25551,3.84181,-4.69047,NA,NA,NA,NA,-87.438,NA
34310,-0.488367,4.30926,-4.98745,NA,NA,NA,NA,NA,-205.512
34551,-2.0129,2.36054,-4.97092,NA,-186.27,NA,NA,NA,NA
34694,-1.57743,3.81794,-4.95888,-4.632,NA,NA,NA,NA,NA
34842,-1.87203,3.56677,-4.95,-29.602,NA,NA,NA,NA,NA
35022,-2.19712,4.40242,-4.69368,-53.526,NA,NA,NA,NA,NA
35279,-2.29151,4.78879,-4.11239,-90.648,NA,NA,NA,NA,NA
35448,-2.68973,4.11102,-4.07996,NA,NA,NA,NA,-97.232,NA
35656,-1.94851,4.9654,-4.42065,-82.441,NA,NA,NA,NA,NA
35867,-2.09738,4.98858,-4.76313,NA,NA,NA,-73.323,NA,NA
36112,-1.97429,4.17159,-4.56873,NA,NA,NA,-43.092,NA,NA
36221,-1.80289,4.28705,-4.78453,NA,NA,NA,-42.772,NA,NA
36446,-2.00955,4.5224,-4.94454,NA,NA,NA,-62.023,NA,NA
36607,-1.70293,4.73428,-4.4839,-82.155,NA,NA,NA,NA,NA
36996,-2.79543,4.95784,-4.38858,NA,NA,-95.489,NA,NA,NA
37188,-2.14665,3.74543,-4.56709,-39.816,NA,NA,NA,NA,NA
37350,-2.13795,3.34199,-4.51688,NA,NA,-58.945,NA,NA,NA
37406,-1.85045,3.83588,-4.00479,NA,NA,-71.115,NA,NA,NA
37610,-2.20924,4.06228,-4.09881,-66.944,NA,NA,NA,NA,NA
37854,-1.69718,3.48828,-4.79955,NA,NA,NA,-16.866,NA,NA
38173,-1.92239,4.42421,-4.05968,NA,NA,-74.447,NA,NA,NA
38351,-2.08666,4.64603,-4.25456,NA,NA,-77.006,NA,NA,NA
38450,-1.19926,4.30588,-4.14481,-83.894,NA,NA,NA,NA,NA
38716,-1.57472,4.66695,-4.30049,NA,NA,-70.018,NA,NA,NA
38897,-3.13437,4.23874,-4.41694,NA,NA,NA,NA,-125.548,NA
39185,-2.85163,4.34407,-4.14176,NA,NA,NA,NA,-113.811,NA
39231,-1.73607,4.89131,-3.70932,-102.026,NA,NA,NA,NA,NA
39408,-2.48953,4.14244,-4.7139,NA,NA,NA,NA,-78.056,NA
39670,-2.88399,4.05522,-4.68791,NA,NA,NA,NA,-102.578,NA
39831,-3.38203,4.42009,-4.35693,NA,NA,NA,NA,NA,-175.266
40021,-2.52066,3.65805,-4.63477,NA,NA,NA,-63.15,NA,NA
40209,-2.02776,3.80666,-3.54245,NA,NA,NA,NA,-148.473,NA
40569,-3.02947,4.18357,-4.13452,-86.2,NA,NA,NA,NA,NA
40621,-3.15814,3.21218,-4.67642,-94.408,NA,NA,NA,NA,NA
40868,-0.989567,3.05299,-4.90897,NA,NA,-134.607,NA,NA,NA
41186,-2.09412,3.27105,-4.7975,NA,NA,NA,NA,-107.724,NA
41263,-1.2044,3.98279,-4.7074,NA,NA,NA,-40.713,NA,NA
41544,-1.57938,3.40489,-3.99382,-91.772,NA,NA,NA,NA,NA
41712,-1.91554,3.17573,-4.16371,-81.56,NA,NA,NA,NA,NA
41960,-1.3762,3.50359,-4.73843,-10.163,NA,NA,NA,NA,NA
42181,-1.57305,3.82424,-4.94714,NA,NA,NA,-5.068,NA,NA
42303,-1.05225,4.89494,-4.83374,NA,NA,NA,-103.721,NA,NA
42446,-1.49661,3.70539,-4.2611,NA,NA,NA,NA,-122.418,NA
42677,-1.72768,3.02922,-4.78557,-39.104,NA,NA,NA,NA,NA
42996,-2.67297,3.61506,-3.62405,-112.076,NA,NA,NA,NA,NA
43038,-2.19244,4.65094,-4.96215,-56.713,NA,NA,NA,NA,NA
43288,-1.74222,4.13299,-4.50114,NA,NA,NA,NA,-101.271,NA
43478,-2.0647,3.85715,-4.52981,NA,NA,NA,-53.05,NA,NA
43779,-2.22775,3.49169,-4.0642,NA,NA,NA,-95.961,NA,NA
43914,-3.16766,3.3656,-4.57595,NA,NA,NA,NA,-109.18,NA
44015,-2.62264,3.78321,-4.63532,NA,NA,NA,-67.006,NA,NA
44360,-2.5142,4.39175,-4.39269,NA,NA,NA,-78.53,NA,NA
44515,-1.89894,4.57587,-4.13797,NA,NA,NA,NA,-109.377,NA
44703,-1.21358,3.83597,-4.36582,-55.708,NA,NA,NA,NA,NA
44900,-1.52735,3.4351,-4.85732,NA,NA,-31.543,NA,NA,NA
45190,-0.510729,4.34948,-4.83281,NA,NA,-90.276,NA,NA,NA
45343,-1.69066,4.1159,-4.46963,NA,NA,-51.842,NA,NA,NA
45552,-1.28928,4.07521,-3.92832,-90.015,NA,NA,NA,NA,NA
45724,-2.88724,4.66424,-4.70769,-83.281,NA,NA,NA,NA,NA
45997,-2.16369,4.72019,-4.48875,-66.491,NA,NA,NA,NA,NA
46119,-1.66579,3.95463,-4.51982,NA,NA,NA,-29.022,NA,NA
46277,-1.78636,4.51718,-4.52467,NA,NA,-59.463,NA,NA,NA
46541,-3.06226,3.99001,-4.67361,NA,NA,-80.705,NA,NA,NA
46764,-1.78295,4.23164,-4.05047,NA,NA,NA,-93.005,NA,NA
46902,-2.2583,4.07229,-3.96324,NA,NA,NA,-86.024,NA,NA
47082,-2.43365,4.7951,-3.67759,-106.379,NA,NA,NA,NA,NA
47359,-1.56624,4.20029,-3.84421,NA,NA,-83.214,NA,NA,NA
47482,-2.45089,3.46699,-4.81516,NA,NA,-56.69,NA,NA,NA
47681,-1.845,3.34143,-3.22741,-150.421,NA,NA,NA,NA,NA
47869,-2.26963,4.13023,-4.52532,-50.647,NA,NA,NA,NA,NA
48159,-2.45976,4.82653,-3.9907,NA,NA,-92.518,NA,NA,NA
48209,-3.18186,4.40334,-4.15795,NA,NA,NA,-104.823,NA,NA
48468,-2.54308,4.76319,-4.13889,NA,NA,-90.756,NA,NA,NA
48641,-1.23488,4.35456,-4.53475,NA,NA,NA,-64.084,NA,NA
48906,-1.0145,4.20107,-4.5854,NA,NA,NA,-72.761,NA,NA
49115,-1.91085,4.21368,-4.28075,NA,NA,NA,-57.76,NA,NA
49307,-1.50419,4.26753,-4.78282,NA,NA,NA,NA,-93.139,NA
49424,-2.35536,4.73306,-4.21285,NA,NA,NA,-91.292,NA,NA
49772,-2.84404,4.52106,-4.56284,NA,NA,NA,NA,-93.411,NA
49856,-2.45065,3.11844,-2.93493,-174.568,NA,NA,NA,NA,NA
50157,-1.75167,2.824,-3.87928,-134.276,NA,NA,NA,NA,NA
50351,-1.927,3.0571,-4.07645,NA,NA,NA,-124.505,NA,NA
50506,-1.74816,4.04013,-4.68041,NA,NA,NA,-24.047,NA,NA
50680,-2.80529,3.85907,-4.67064,-67.396,NA,NA,NA,NA,NA
50918,-3.06552,3.88581,-4.14755,-91.563,NA,NA,NA,NA,NA
51049,-2.80293,4.89609,-4.48716,NA,NA,NA,NA,-105.58,NA
51303,-1.98382,4.36615,-4.6535,NA,NA,NA,-53.85,NA,NA
51584,-2.30563,4.75039,-4.45849,-82.604,NA,NA,NA,NA,NA
51706,-1.87543,3.45886,-3.64247,NA,NA,NA,NA,-155.883,NA
51886,-3.41255,4.24776,-3.32977,NA,NA,NA,-164.836,NA,NA
52018,-1.88049,2.91057,-3.84911,NA,NA,-112.54,NA,NA,NA
52248,-1.91697,3.68395,-4.14006,NA,NA,-66.208,NA,NA,NA
52414,-1.88841,2.91825,-4.54408,-78.343,NA,NA,NA,NA,NA
52698,-1.49053,4.2257,-4.55856,-45.238,NA,NA,NA,NA,NA
52963,-0.692674,4.18909,-4.86961,NA,NA,-124.66,NA,NA,NA
53116,-1.52975,3.96088,-4.96838,NA,NA,-28.601,NA,NA,NA
53351,-1.74295,4.47009,-4.41884,NA,NA,-62.553,NA,NA,NA
53469,-2.52147,4.56451,-4.19347,NA,NA,NA,-82.298,NA,NA
53800,-2.10023,4.64624,-4.63067,NA,NA,NA,-65.64,NA,NA
53861,-1.82994,4.64532,-4.56301,-60.506,NA,NA,NA,NA,NA
54189,-1.9773,4.45921,-4.55576,-53.157,NA,NA,NA,NA,NA
54361,-2.445,4.46631,-3.52941,-105.921,NA,NA,NA,NA,NA
54577,-2.69465,4.55302,-4.83757,NA,NA,-68.904,NA,NA,NA
54749,-1.83761,4.7558,-4.74967,NA,NA,-68.031,NA,NA,NA
54959,-1.931,4.51587,-4.81112,NA,NA,-52.166,NA,NA,NA
55131,-2.05735,4.28716,-4.50009,-54.525,NA,NA,NA,NA,NA
55257,-2.21592,3.23925,-4.33851,-73.976,NA,NA,NA,NA,NA
55526,-2.18824,4.01348,-4.61511,-42.792,NA,NA,NA,NA,NA
55644,-1.98298,4.55079,-4.74867,NA,NA,-52.426,NA,NA,NA
55938,-1.90918,3.84765,-4.43202,-42.573,NA,NA,NA,NA,NA
56176,-1.91219,4.91012,-4.96298,NA,NA,-69.925,NA,NA,NA
56388,-1.67881,3.3771,-4.58695,-40.342,NA,NA,NA,NA,NA
56401,-1.13768,3.79378,-4.85252,-11.591,NA,NA,NA,NA,NA
56668,-1.23627,4.66467,-4.59134,-76.39,NA,NA,NA,NA,NA
56813,-1.07456,4.67938,-4.8593,-45.596,NA,NA,NA,NA,NA
57077,-1.7294,4.34113,-4.57132,-44.816,NA,NA,NA,NA,NA
57288,-2.3158,2.93724,-4.96614,-55.423,NA,NA,NA,NA,NA
57556,-2.12646,3.56429,-4.43483,-51.408,NA,NA,NA,NA,NA
57745,-1.62627,3.95126,-4.57792,NA,NA,NA,NA,-62.59,NA
57964,-1.71378,4.85046,-4.77724,-63.004,NA,NA,NA,NA,NA
58160,-0.764534,4.70896,-4.41998,-112.334,NA,NA,NA,NA,NA
58340,-1.93383,4.40196,-4.94128,NA,NA,NA,-44.617,NA,NA
58579,-2.40123,4.13205,-4.65841,NA,NA,NA,-57.972,NA,NA
58659,-1.05894,4.80015,-4.97335,NA,NA,NA,NA,-153.158,NA
58986,-1.96765,3.93176,-4.42021,-30.624,NA,NA,NA,NA,NA
59077,-2.04319,4.24939,-4.93154,NA,NA,-61.486,NA,NA,NA
59320,-2.45714,4.82146,-4.1332,NA,NA,-87.628,NA,NA,NA
59450,-2.77468,4.02991,-4.69386,-65.734,NA,NA,NA,NA,NA
59636,-3.04476,4.21272,-4.30482,-81.698,NA,NA,NA,NA,NA
59807,-1.3982,4.21132,-4.30546,-83.385,NA,NA,NA,NA,NA
60166,-1.78128,4.61563,-4.19831,NA,NA,NA,-78.594,NA,NA
60244,-1.6851,4.67274,-4.02877,-82.906,NA,NA,NA,NA,NA
60474,-1.51626,3.49103,-4.54095,NA,NA,NA,-21.439,NA,NA
60672,-0.8951,3.42461,-4.82086,-71.984,NA,NA,NA,NA,NA
60848,-2.16829,4.10354,-4.53906,NA,NA,NA,-51.364,NA,NA
61006,-2.49076,4.99232,-4.86219,NA,NA,-80.824,NA,NA,NA
61298,-2.92077,3.03534,-3.91945,NA,NA,-122.628,NA,NA,NA
61540,-2.09959,4.64965,-4.51985,NA,NA,NA,-66.063,NA,NA
61736,-2.15611,4.29636,-4.5751,-50.2,NA,NA,NA,NA,NA
61848,-1.37238,4.96396,-3.79905,NA,NA,NA,-124.031,NA,NA
62040,-2.39177,3.9131,-3.47359,NA,NA,NA,NA,-160.599,NA
62335,-1.90329,4.59084,-3.93273,NA,NA,NA,-93.348,NA,NA
62495,-2.66237,3.72563,-3.51801,NA,NA,NA,-121.081,NA,NA
62786,-2.55994,3.87242,-4.80164,-63.744,NA,NA,NA,NA,NA
62890,-2.788,4.04735,-3.90196,-90.332,NA,NA,NA,NA,NA
63139,-2.32113,4.36239,-4.05724,NA,NA,-78.799,NA,NA,NA
63216,-2.33683,4.78587,-4.75748,NA,NA,-77.673,NA,NA,NA
63408,-2.16259,4.91215,-4.56888,NA,NA,-76.664,NA,NA,NA
63653,-2.51348,4.45664,-3.79972,-90.806,NA,NA,NA,NA,NA
63834,-1.61836,4.55435,-3.87376,NA,NA,NA,-90.458,NA,NA
64076,-2.14437,4.77729,-4.85041,-64.065,NA,NA,NA,NA,NA
64213,-1.87379,3.28778,-4.42444,-54.559,NA,NA,NA,NA,NA
64462,-2.2016,3.76524,-3.68603,NA,NA,NA,-111.048,NA,NA
64794,-2.71334,4.22127,-4.67167,-66.007,NA,NA,NA,NA,NA
64809,-1.66888,3.66745,-4.88209,NA,NA,NA,NA,-77.798,NA
65195,-2.0669,3.65149,-4.08901,NA,NA,NA,NA,-103.045,NA
65384,-2.59761,4.45342,-4.37613,-74.598,NA,NA,NA,NA,NA
65431,-1.77223,4.22141,-4.84515,NA,NA,NA,NA,-41.298,NA
65697,-2.01232,3.75488,-4.62342,NA,NA,NA,-45.781,NA,NA
65886,-2.91863,4.1448,-4.65718,NA,NA,NA,NA,-82.168,NA
66179,-3.07801,3.97959,-4.57483,NA,NA,NA,-87.95,NA,NA
66265,-2.72962,4.78891,-4.45019,NA,NA,NA,-88.303,NA,NA
66459,-3.64259,3.88702,-4.42182,-119.809,NA,NA,NA,NA,NA
66711,-1.94917,4.19335,-4.71727,NA,NA,-47.682,NA,NA,NA
66948,-0.93509,3.8958,-4.38893,-82.511,NA,NA,NA,NA,NA
67096,-2.29241,4.27566,-4.90066,-64.802,NA,NA,NA,NA,NA
67312,-1.86144,3.7014,-4.95406,NA,NA,-29.419,NA,NA,NA
67484,-1.89312,4.02255,-4.74113,-31.192,NA,NA,NA,NA,NA
67738,-1.52705,4.2683,-4.92699,NA,NA,-52.209,NA,NA,NA
67940,-1.41353,4.70821,-4.31798,-54.637,NA,NA,NA,NA,NA
68013,-2.28797,4.34691,-4.68384,NA,NA,NA,-58.519,NA,NA
68281,-3.33102,4.71295,-4.23488,NA,NA,NA,-114.323,NA,NA
68587,-3.52817,3.20394,-4.55678,-118.188,NA,NA,NA,NA,NA
68697,-1.18944,3.95204,-4.14789,NA,NA,NA,-83.634,NA,NA
68979,-1.96347,4.96248,-4.69289,-70.342,NA,NA,NA,NA,NA
69114,-2.11257,3.85045,-4.03757,-67.369,NA,NA,NA,NA,NA
69231,-1.69678,4.32601,-4.44408,-34.152,NA,NA,NA,NA,NA
