id,x0,x1,x2,fitness0.5,fitness-0.5,fitness-1,fitness-2,fitness-1.5,fitness-2.5,fitness-3,fitness-3.5,fitness-4,fitness-4.5,fitness-5,fitness0,fitness1
41012,2.65652,3.01209,-2.80165,NA,NA,NA,NA,NA,NA,-157.451,NA,NA,NA,NA,NA,NA
41335,1.59755,3.67984,-4.69452,NA,NA,NA,NA,NA,NA,NA,-113.684,NA,NA,NA,NA,NA
41466,2.66939,3.32098,-5,NA,NA,NA,NA,NA,-87.614,NA,NA,NA,NA,NA,NA,NA
41718,2.91398,2.83438,-5,NA,NA,NA,NA,NA,NA,-72.378,NA,NA,NA,NA,NA,NA
41879,1.89129,0.76454,-5,NA,NA,NA,-60.047,NA,NA,NA,NA,NA,NA,NA,NA,NA
42128,2.50679,1.25109,-5,NA,NA,-70.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42380,2.46452,1.48017,-5,NA,NA,-61.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42462,1.8762,0.854498,-5,NA,NA,NA,NA,-77.345,NA,NA,NA,NA,NA,NA,NA,NA
42727,1.71137,2.23724,-4.78913,NA,NA,NA,NA,-28.801,NA,NA,NA,NA,NA,NA,NA,NA
42973,0.650931,0.0601865,-4.7997,NA,NA,NA,-269.367,NA,NA,NA,NA,NA,NA,NA,NA,NA
43085,1.31363,0.546875,-4.80999,NA,NA,NA,NA,NA,-81.697,NA,NA,NA,NA,NA,NA,NA
43238,2.73644,0.174417,-5,NA,NA,NA,-135.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
43593,3.71878,0.800347,-4.91976,NA,NA,NA,NA,NA,NA,NA,-122.773,NA,NA,NA,NA,NA
43701,1.87894,1.55956,-4.88145,NA,NA,NA,NA,-43.181,NA,NA,NA,NA,NA,NA,NA,NA
43937,1.53071,2.59561,-3.5638,NA,NA,NA,NA,-70.659,NA,NA,NA,NA,NA,NA,NA,NA
44015,0.423483,2.88869,-3.70439,NA,NA,NA,NA,NA,NA,-87.643,NA,NA,NA,NA,NA,NA
44343,0.889497,2.24144,-5,NA,NA,NA,NA,NA,-40.008,NA,NA,NA,NA,NA,NA,NA
44588,1.1967,2.33734,-5,NA,NA,NA,NA,NA,-31.836,NA,NA,NA,NA,NA,NA,NA
44632,0.738118,1.9756,-5,NA,NA,NA,-46.803,NA,NA,NA,NA,NA,NA,NA,NA,NA
44909,1.78759,0.721402,-3.96095,NA,NA,NA,NA,-83.607,NA,NA,NA,NA,NA,NA,NA,NA
45106,2.70641,0.613012,-4.31818,NA,NA,NA,NA,-101.62,NA,NA,NA,NA,NA,NA,NA,NA
45281,2.44238,1.04618,-4.60207,NA,NA,NA,NA,NA,-30.527,NA,NA,NA,NA,NA,NA,NA
45502,1.88741,2.65778,-4.48835,NA,NA,NA,NA,NA,-26.397,NA,NA,NA,NA,NA,NA,NA
45673,1.68571,2.14068,-3.92839,NA,NA,NA,NA,NA,NA,-17.157,NA,NA,NA,NA,NA,NA
45932,2.39661,0.567283,-3.62532,NA,NA,NA,NA,NA,NA,-80.394,NA,NA,NA,NA,NA,NA
46004,2.40621,0.643611,-4.8003,NA,NA,NA,NA,NA,NA,NA,-66.756,NA,NA,NA,NA,NA
46326,2.81811,1.17531,-5,NA,NA,NA,NA,NA,NA,-54.439,NA,NA,NA,NA,NA,NA
46419,1.69344,1.47974,-5,NA,NA,NA,NA,NA,NA,NA,-45.945,NA,NA,NA,NA,NA
46638,2.12794,1.29081,-3.62404,NA,NA,NA,NA,NA,NA,NA,-43.515,NA,NA,NA,NA,NA
