id,x0,x1,x2,fitness-2.5,fitness-2,fitness-3,fitness-3.5,fitness-4,fitness-1.5
44969,1.89081,2.21471,-5,NA,-22.757,NA,NA,NA,NA
45158,2.37116,1.51782,-4.19051,NA,NA,-14.08,NA,NA,NA
45370,2.11186,1.18047,-5,-27.391,NA,NA,NA,NA,NA
45403,2.83573,1.87209,-5,-38.971,NA,NA,NA,NA,NA
45704,1.68121,1.64674,-5,NA,NA,-16.456,NA,NA,NA
45980,1.87597,2.27825,-4.85542,NA,-25.387,NA,NA,NA,NA
46177,2.03837,1.28325,-5,NA,NA,-30.282,NA,NA,NA
46352,1.35144,1.21016,-4.47471,NA,NA,-31.179,NA,NA,NA
46455,1.7956,1.50378,-5,NA,NA,-17.057,NA,NA,NA
46780,1.33732,1.5688,-4.35074,NA,-14.684,NA,NA,NA,NA
46983,1.3289,2.09017,-4.41096,NA,NA,-24.966,NA,NA,NA
47164,2.27321,1.71946,-4.40848,NA,-17.638,NA,NA,NA,NA
47350,2.09135,1.81067,-4.17374,NA,NA,-15.511,NA,NA,NA
47485,1.85703,1.34521,-4.65426,NA,-9.469,NA,NA,NA,NA
47750,1.63347,2.3275,-5,-25.039,NA,NA,NA,NA,NA
47884,1.89365,1.1367,-4.14505,-10.851,NA,NA,NA,NA,NA
48170,1.51023,1.51138,-4.7057,-9.544,NA,NA,NA,NA,NA
48360,2.06035,1.72057,-4.60916,NA,NA,-15.234,NA,NA,NA
48532,2.46096,2.23089,-4.53315,NA,-25.793,NA,NA,NA,NA
48779,2.24086,1.52601,-4.6697,-10.977,NA,NA,NA,NA,NA
48919,1.95078,1.22083,-4.58702,-11.654,NA,NA,NA,NA,NA
49038,1.2644,1.89179,-5,NA,NA,-24.323,NA,NA,NA
49243,2.24774,1.46169,-4.24856,NA,-15.453,NA,NA,NA,NA
49442,2.56871,1.9022,-4.73959,-22.918,NA,NA,NA,NA,NA
49622,1.78753,1.48694,-5,-16.356,NA,NA,NA,NA,NA
49888,1.69109,1.19599,-4.56901,NA,NA,-12.863,NA,NA,NA
50126,2.13798,2.07878,-4.97279,NA,-25.067,NA,NA,NA,NA
50263,1.3999,2.55381,-4.04785,-26.514,NA,NA,NA,NA,NA
50547,1.77464,2.32701,-4.34539,-14.045,NA,NA,NA,NA,NA
50675,1.53855,2.23689,-5,-22.435,NA,NA,NA,NA,NA
50819,1.30731,2.16953,-4.46098,NA,NA,-18.537,NA,NA,NA
51159,1.22611,1.99962,-4.17752,-14.735,NA,NA,NA,NA,NA
51223,2.13634,1.34107,-3.65503,NA,NA,-33.954,NA,NA,NA
51500,1.63897,1.38813,-5,NA,NA,-23.04,NA,NA,NA
51747,1.27404,1.49306,-5,-24.467,NA,NA,NA,NA,NA
51806,1.30701,1.96528,-4.34224,NA,NA,-13.114,NA,NA,NA
52119,1.67906,1.2765,-5,NA,NA,-23.454,NA,NA,NA
52336,2.08486,1.72341,-4.55918,-7.158,NA,NA,NA,NA,NA
52593,1.80823,1.99311,-4.11081,NA,NA,NA,-22.616,NA,NA
52725,1.747,1.48892,-4.11453,NA,NA,-13.866,NA,NA,NA
52992,2.0021,1.21443,-4.22409,NA,-14.782,NA,NA,NA,NA
53007,1.59289,1.53141,-4.10503,-2.723,NA,NA,NA,NA,NA
53346,2.50009,1.31046,-5,NA,-38.479,NA,NA,NA,NA
53493,1.60041,1.38052,-4.50365,-4.29,NA,NA,NA,NA,NA
53678,1.00381,1.77963,-3.9548,NA,NA,NA,-36.903,NA,NA
53941,1.60414,1.53632,-4.23753,NA,NA,-17.685,NA,NA,NA
54097,2.12694,2.03799,-4.28017,NA,NA,-10.948,NA,NA,NA
54352,1.96018,1.42152,-4.60349,-5.411,NA,NA,NA,NA,NA
54520,1.60572,2.24229,-4.73618,NA,-18.464,NA,NA,NA,NA
54784,1.22121,2.84421,-4.2379,-41.04,NA,NA,NA,NA,NA
54933,1.51178,2.03708,-4.43076,-8.555,NA,NA,NA,NA,NA
55014,1.65581,1.61731,-4.54671,-2.309,NA,NA,NA,NA,NA
55395,1.69006,2.14179,-5,-19.291,NA,NA,NA,NA,NA
55473,1.53219,1.47993,-5,-18.161,NA,NA,NA,NA,NA
55797,2.07489,1.99602,-4.05063,-8.975,NA,NA,NA,NA,NA
55885,1.66319,1.78481,-4.1208,NA,NA,-14.376,NA,NA,NA
56171,1.68736,1.03772,-4.47927,NA,NA,-19.103,NA,NA,NA
56334,1.78107,1.99289,-4.81493,NA,NA,-21.932,NA,NA,NA
56523,2.46395,1.36161,-5,NA,-30.984,NA,NA,NA,NA
56712,2.33685,1.89107,-5,NA,-23.768,NA,NA,NA,NA
56860,2.30757,1.56988,-3.74795,NA,NA,-20.911,NA,NA,NA
57168,1.76785,1.57772,-4.35911,NA,-4.994,NA,NA,NA,NA
57349,1.52039,1.07725,-4.90203,-31.644,NA,NA,NA,NA,NA
57572,1.63544,1.158,-4.37816,-9.777,NA,NA,NA,NA,NA
57654,1.3967,1.64489,-5,NA,NA,-23.235,NA,NA,NA
57937,2.01777,1.77024,-4.57275,NA,NA,NA,-23.823,NA,NA
58163,1.23291,1.44425,-5,NA,NA,NA,-45.34,NA,NA
58285,2.39358,1.85922,-5,NA,NA,-25.662,NA,NA,NA
58461,1.78765,1.44992,-4.56908,-4.075,NA,NA,NA,NA,NA
58610,1.2525,1.30709,-4.42645,NA,NA,-23.775,NA,NA,NA
58934,1.72303,1.32539,-5,-19.355,NA,NA,NA,NA,NA
59109,1.71967,2.30543,-4.77802,-18.343,NA,NA,NA,NA,NA
59328,1.87445,2.26951,-4.76342,NA,-25.518,NA,NA,NA,NA
59432,1.79882,1.81624,-4.69145,-7.609,NA,NA,NA,NA,NA
59621,0.684519,1.63378,-4.55695,-40.533,NA,NA,NA,NA,NA
59862,1.67711,1.63837,-3.88471,NA,-11.701,NA,NA,NA,NA
60085,1.59287,1.00034,-4.24026,NA,-28.258,NA,NA,NA,NA
60249,1.45088,1.651,-5,NA,-28.171,NA,NA,NA,NA
60511,1.51326,1.94855,-5,-17.813,NA,NA,NA,NA,NA
60745,1.72505,2.31058,-4.63198,NA,NA,-23.286,NA,NA,NA
60854,1.89078,2.41773,-5,-26.254,NA,NA,NA,NA,NA
61010,1.91024,2.063,-4.19111,NA,NA,NA,NA,NA,-21.331
61294,1.88825,2.62588,-4.20147,NA,NA,-30.196,NA,NA,NA
61485,1.66662,1.26713,-4.00178,NA,NA,-13.371,NA,NA,NA
61646,1.56978,1.29681,-4.28635,-5.85,NA,NA,NA,NA,NA
61917,2.162,1.56453,-3.85729,NA,NA,NA,-33.255,NA,NA
62170,1.69764,1.85263,-4.82667,NA,NA,-13.529,NA,NA,NA
62353,1.17553,2.69436,-4.49861,NA,NA,NA,-47.792,NA,NA
62560,1.15633,2.27025,-5,-31.037,NA,NA,NA,NA,NA
62779,1.49501,1.90475,-5,-19.419,NA,NA,NA,NA,NA
62851,1.15411,1.68501,-5,NA,NA,-27.044,NA,NA,NA
63098,1.18218,1.58519,-4.24666,NA,NA,-20.624,NA,NA,NA
63227,0.832131,2.05099,-3.87035,-35.54,NA,NA,NA,NA,NA
63492,1.39531,1.95905,-4.68334,NA,NA,-21.371,NA,NA,NA
63657,2.60182,1.31862,-5,-34.722,NA,NA,NA,NA,NA
63973,2.12022,1.7041,-3.4201,NA,NA,-31.935,NA,NA,NA
64010,2.54962,1.84209,-3.76072,-27.345,NA,NA,NA,NA,NA
64274,2.22729,1.7477,-3.99874,-10.096,NA,NA,NA,NA,NA
64585,1.5621,1.99176,-4.50895,NA,-14.684,NA,NA,NA,NA
64757,1.70494,1.18631,-4.85792,NA,NA,-21.005,NA,NA,NA
64914,1.3064,1.95998,-4.81478,NA,NA,-18.382,NA,NA,NA
65062,1.69039,2.2021,-4.96527,NA,NA,-21.666,NA,NA,NA
65212,1.64325,2.1908,-5,NA,-23.473,NA,NA,NA,NA
65461,2.91679,1.81199,-4.46609,NA,NA,-36.169,NA,NA,NA
65688,2.05187,2.17372,-4.89961,NA,NA,-19.522,NA,NA,NA
65935,2.92819,1.7094,-4.41607,-34.171,NA,NA,NA,NA,NA
66181,1.82502,1.03481,-4.77464,NA,NA,-23.882,NA,NA,NA
66257,1.19532,2.31411,-3.94061,NA,NA,-33.692,NA,NA,NA
66437,1.66962,2.09898,-4.41251,-8.04,NA,NA,NA,NA,NA
66682,1.49208,2.10347,-4.17971,-10.372,NA,NA,NA,NA,NA
66871,1.8545,2.42448,-5,NA,-34.199,NA,NA,NA,NA
67102,1.71201,2.14781,-5,NA,NA,-20.623,NA,NA,NA
67239,1.1335,1.77048,-5,NA,-32.268,NA,NA,NA,NA
67578,2.01355,1.26114,-4.32438,NA,NA,-11.36,NA,NA,NA
67633,1.70175,2.24239,-4.06597,-13.772,NA,NA,NA,NA,NA
67864,2.42285,1.89366,-4.23394,-14.36,NA,NA,NA,NA,NA
68156,1.92113,2.06611,-3.64657,NA,NA,-24.123,NA,NA,NA
68229,1.40983,1.22376,-4.7051,-17.099,NA,NA,NA,NA,NA
68486,1.74905,1.90401,-5,-16.074,NA,NA,NA,NA,NA
68671,2.12816,2.41243,-5,NA,NA,-29.747,NA,NA,NA
68870,1.87372,1.98618,-4.90484,-14.8,NA,NA,NA,NA,NA
69197,1.79693,1.82784,-4.78214,-8.397,NA,NA,NA,NA,NA
69397,2.00593,1.30085,-3.66226,NA,-24.187,NA,NA,NA,NA
69581,2.02119,1.49828,-3.9414,NA,NA,-10.804,NA,NA,NA
69682,1.52873,1.58029,-4.62622,NA,NA,-14.003,NA,NA,NA
69939,2.46967,1.76569,-4.9736,NA,NA,-26.106,NA,NA,NA
70042,1.95572,1.60799,-4.37523,NA,-15.518,NA,NA,NA,NA
70391,2.22622,0.980271,-4.50187,NA,-29.192,NA,NA,NA,NA
70493,2.1347,1.54138,-4.22433,NA,-7.664,NA,NA,NA,NA
70738,2.18663,1.52388,-5,-19.102,NA,NA,NA,NA,NA
70839,2.11295,1.81272,-5,-18.16,NA,NA,NA,NA,NA
71002,2.333,1.22556,-4.35121,NA,NA,-17.642,NA,NA,NA
71331,2.06483,1.90393,-5,NA,NA,-18.127,NA,NA,NA
71478,1.1738,1.52943,-4.91548,-24.16,NA,NA,NA,NA,NA
71606,1.59529,1.24226,-4.22346,-6.937,NA,NA,NA,NA,NA
71801,1.98495,1.87554,-4.85926,-12.345,NA,NA,NA,NA,NA
72163,2.38189,1.61669,-4.69893,NA,-16.788,NA,NA,NA,NA
72384,2.47704,2.06602,-3.6216,NA,-35.554,NA,NA,NA,NA
72420,2.25418,1.7704,-3.89708,NA,NA,-20.138,NA,NA,NA
72641,2.42867,1.62821,-4.47907,-14.297,NA,NA,NA,NA,NA
