id,x0,x1,x2,fitness-4.5,fitness-3.5,fitness-3,fitness-4,fitness-5,fitness-1.5,fitness-2.5,fitness-2
20992,-1.46173,3.53825,-4.35572,NA,NA,NA,NA,-56.928,NA,NA,NA
21036,-1.90084,5,-5,NA,NA,NA,NA,-79.203,NA,NA,NA
21369,-1.64597,2.91764,-5,NA,NA,NA,NA,-112.721,NA,NA,NA
21546,-2.54277,3.33899,-4.96258,-67.345,NA,NA,NA,NA,NA,NA,NA
21701,-1.9049,2.24855,-5,-156.21,NA,NA,NA,NA,NA,NA,NA
21873,-1.97123,3.41892,-5,NA,-98.24,NA,NA,NA,NA,NA,NA
22020,-3.25524,4.32646,-4.29831,-110.344,NA,NA,NA,NA,NA,NA,NA
22211,-3.79472,4.03798,-4.21006,NA,NA,NA,-138.85,NA,NA,NA,NA
22498,-2.81383,4.15539,-5,NA,NA,NA,NA,-71.127,NA,NA,NA
22764,-3.30358,5,-5,NA,NA,NA,NA,-121.211,NA,NA,NA
22893,-1.4776,4.99276,-3.55871,NA,NA,NA,NA,-129.578,NA,NA,NA
23125,-2.78242,5,-5,NA,NA,NA,NA,-95.33,NA,NA,NA
23326,-3.41537,4.16574,-5,NA,-117.476,NA,NA,NA,NA,NA,NA
23524,-2.14464,5,-4.90458,-71.92,NA,NA,NA,NA,NA,NA,NA
23629,-2.74789,4.64087,-4.26165,-79.31,NA,NA,NA,NA,NA,NA,NA
23958,-2.4854,5,-4.66182,NA,NA,NA,NA,-86.085,NA,NA,NA
24046,-2.01342,4.69545,-5,NA,NA,NA,NA,-54.069,NA,NA,NA
24286,-1.46515,4.35627,-5,-48.881,NA,NA,NA,NA,NA,NA,NA
24591,-2.15553,4.31651,-5,-45.298,NA,NA,NA,NA,NA,NA,NA
24612,-3.23492,5,-5,NA,NA,NA,NA,-120.079,NA,NA,NA
24955,-2.34445,3.82867,-5,-35.64,NA,NA,NA,NA,NA,NA,NA
25187,-2.71351,3.63603,-5,-66.2,NA,NA,NA,NA,NA,NA,NA
25289,-3.59817,4.02532,-5,NA,NA,NA,NA,-116.509,NA,NA,NA
25595,-3.38762,3.33858,-5,NA,NA,NA,NA,-109.768,NA,NA,NA
25653,-3.13358,3.41622,-5,NA,NA,NA,NA,-92.897,NA,NA,NA
25931,-3.0491,3.51433,-4.59097,NA,NA,NA,NA,-87.098,NA,NA,NA
26187,-3.49936,5,-4.28965,NA,NA,NA,-143.339,NA,NA,NA,NA
26207,-2.90712,5,-3.8406,NA,NA,NA,NA,-119.34,NA,NA,NA
26487,-2.32665,5,-4.13823,-86.853,NA,NA,NA,NA,NA,NA,NA
26789,-1.68644,4.8708,-4.14174,NA,NA,NA,NA,-83.186,NA,NA,NA
26875,-1.23759,5,-3.67258,-129.355,NA,NA,NA,NA,NA,NA,NA
27046,-1.48488,3.6267,-3.92661,NA,NA,NA,NA,-90.587,NA,NA,NA
27245,-1.90542,3.71848,-3.91712,NA,NA,NA,NA,-74.63,NA,NA,NA
27514,-1.69848,4.88176,-4.14019,NA,NA,NA,NA,-84.151,NA,NA,NA
27729,-2.24826,3.93987,-5,NA,NA,NA,NA,-57.236,NA,NA,NA
27954,-0.717366,4.10111,-5,NA,NA,NA,NA,-102.629,NA,NA,NA
28038,-1.74939,5,-4.31558,NA,NA,NA,NA,-95.281,NA,NA,NA
28377,-2.42026,5,-3.88196,NA,NA,NA,NA,-103.103,NA,NA,NA
28407,-2.51868,3.34429,-5,NA,NA,NA,NA,-73.956,NA,NA,NA
28684,-1.16686,3.82522,-5,NA,NA,NA,NA,-61.113,NA,NA,NA
28988,-1.61019,5,-5,-82.917,NA,NA,NA,NA,NA,NA,NA
29175,-2.78447,5,-5,NA,NA,NA,NA,-92.009,NA,NA,NA
29384,-1.24872,4.63087,-5,NA,NA,NA,NA,-69.66,NA,NA,NA
29484,-1.20038,3.50296,-5,NA,NA,NA,NA,-58.853,NA,NA,NA
29603,-1.99855,3.60912,-5,NA,NA,NA,NA,-46.552,NA,NA,NA
29949,-2.21484,4.39344,-4.48389,NA,NA,NA,NA,-64.789,NA,NA,NA
30019,-3.16185,3.54698,-5,NA,NA,NA,NA,-91.361,NA,NA,NA
30389,-3.5963,2.70737,-5,-139.632,NA,NA,NA,NA,NA,NA,NA
30588,-3.53568,3.25084,-5,NA,NA,NA,NA,-114.316,NA,NA,NA
30774,-3.93777,3.27885,-4.87724,NA,-166.991,NA,NA,NA,NA,NA,NA
30949,-1.95554,3.53607,-4.8301,NA,NA,NA,NA,NA,-290,NA,NA
31030,-1.15162,5,-5,NA,NA,NA,NA,NA,NA,-191.182,NA
31360,-1.72286,5,-5,-76.849,NA,NA,NA,NA,NA,NA,NA
31478,-2.91918,4.32487,-5,NA,NA,NA,NA,-73.265,NA,NA,NA
31799,-3.29423,3.53481,-5,NA,NA,NA,NA,-98.812,NA,NA,NA
31803,-3.26688,2.56922,-5,NA,NA,NA,NA,-142.628,NA,NA,NA
32175,-3.57864,3.75617,-4.52282,NA,NA,NA,NA,-114.38,NA,NA,NA
32261,-3.64588,3.69723,-3.58994,NA,NA,NA,NA,-158.616,NA,NA,NA
32452,-2.28624,4.27795,-4.50197,NA,-85.606,NA,NA,NA,NA,NA,NA
32619,-1.30317,5,-5,NA,NA,NA,-114.105,NA,NA,NA,NA
32817,-1.64408,5,-5,NA,NA,-159.29,NA,NA,NA,NA,NA
33086,-1.20193,5,-5,NA,-118.814,NA,NA,NA,NA,NA,NA
33374,-0.157474,5,-5,NA,NA,NA,NA,-192.398,NA,NA,NA
33540,-0.828002,4.25081,-5,NA,-138.126,NA,NA,NA,NA,NA,NA
33637,-0.98312,5,-5,NA,NA,-203.201,NA,NA,NA,NA,NA
33808,-1.35524,5,-4.91596,NA,NA,NA,-87.241,NA,NA,NA,NA
34083,-1.73448,5,-4.34757,NA,NA,NA,-95.457,NA,NA,NA,NA
34336,-0.405023,5,-5,NA,NA,NA,NA,-131.044,NA,NA,NA
34531,-1.0592,5,-4.57793,NA,NA,NA,NA,-102.924,NA,NA,NA
34670,-2.88291,5,-5,NA,-128.501,NA,NA,NA,NA,NA,NA
34954,-1.75021,4.45318,-4.2585,NA,NA,NA,NA,NA,NA,NA,-246.847
35107,-3.13902,4.46811,-5,NA,-115.079,NA,NA,NA,NA,NA,NA
35388,-2.20302,4.67522,-3.9837,NA,-108.613,NA,NA,NA,NA,NA,NA
35454,-1.17392,3.61693,-3.89753,-108.985,NA,NA,NA,NA,NA,NA,NA
35609,-1.24288,3.96238,-4.4883,NA,NA,NA,NA,-52.798,NA,NA,NA
35839,-2.777,3.71951,-4.67737,NA,NA,NA,NA,-70.436,NA,NA,NA
36060,-3.3888,4.90856,-5,NA,NA,NA,NA,-123.97,NA,NA,NA
36367,-2.31979,4.93928,-5,NA,NA,NA,NA,-75.741,NA,NA,NA
36464,-0.66884,4.04554,-4.88145,-97.077,NA,NA,NA,NA,NA,NA,NA
36790,-0.957547,4.22993,-5,-76.59,NA,NA,NA,NA,NA,NA,NA
36872,-0.604613,3.2678,-4.73181,NA,NA,NA,-195.395,NA,NA,NA,NA
37030,0.427515,2.59441,-4.08227,NA,NA,NA,NA,-369.233,NA,NA,NA
37347,-0.852707,2.93686,-5,-131.437,NA,NA,NA,NA,NA,NA,NA
37423,-1.19395,3.83411,-5,NA,-73.996,NA,NA,NA,NA,NA,NA
37658,-0.820232,3.57253,-5,NA,NA,NA,-118.838,NA,NA,NA,NA
37854,-2.12054,5,-4.48057,NA,NA,-146.963,NA,NA,NA,NA,NA
38116,-2.5934,4.73003,-5,NA,NA,NA,-74.251,NA,NA,NA,NA
38379,-4.39843,4.80649,-5,NA,NA,NA,NA,-206.876,NA,NA,NA
38471,-3.24192,4.90473,-5,NA,NA,NA,NA,-113.734,NA,NA,NA
38685,-4.80526,5,-4.47493,NA,NA,NA,-265.189,NA,NA,NA,NA
38979,-4.3131,4.63931,-4.90077,NA,NA,NA,-186.806,NA,NA,NA,NA
39010,-3.91266,4.67895,-5,NA,NA,-191.954,NA,NA,NA,NA,NA
39400,-2.96991,4.61235,-5,-79.728,NA,NA,NA,NA,NA,NA,NA
39426,-2.67071,5,-4.18659,NA,NA,NA,-102.636,NA,NA,NA,NA
39759,-1.25085,3.96448,-4.99333,NA,NA,NA,NA,-51.569,NA,NA,NA
39948,-1.13698,4.19448,-4.79902,NA,NA,NA,NA,-44.233,NA,NA,NA
40149,-1.80715,3.62057,-4.81739,-12.21,NA,NA,NA,NA,NA,NA,NA
40249,-2.0275,5,-5,NA,-101.878,NA,NA,NA,NA,NA,NA
40550,-0.624016,5,-5,-128.129,NA,NA,NA,NA,NA,NA,NA
40608,-0.235978,4.90342,-5,NA,NA,NA,NA,-159.022,NA,NA,NA
40820,-0.104346,3.42245,-5,NA,NA,NA,NA,-293.46,NA,NA,NA
41114,-0.856861,3.84011,-4.70913,NA,NA,NA,NA,-70.552,NA,NA,NA
41319,-1.91767,3.29971,-4.44906,NA,NA,NA,NA,-54.003,NA,NA,NA
41492,-2.42827,3.98602,-5,-50.55,NA,NA,NA,NA,NA,NA,NA
41661,-2.06439,3.6037,-5,NA,NA,NA,NA,-48.839,NA,NA,NA
41957,-2.75932,3.63222,-5,NA,NA,NA,NA,-69.667,NA,NA,NA
42123,-1.59697,3.95899,-5,NA,NA,NA,NA,-46.905,NA,NA,NA
42398,-1.59101,4.61585,-5,NA,NA,NA,NA,-67.863,NA,NA,NA
42483,-0.871232,4.7685,-4.69163,NA,NA,NA,NA,-95.692,NA,NA,NA
42744,-3.04692,4.52269,-4.13434,-98.204,NA,NA,NA,NA,NA,NA,NA
42829,-2.6241,3.80363,-4.46173,-52.041,NA,NA,NA,NA,NA,NA,NA
43053,-2.80688,3.36567,-5,NA,-106.928,NA,NA,NA,NA,NA,NA
43278,-2.6107,3.27092,-5,-60.491,NA,NA,NA,NA,NA,NA,NA
43524,-3.0565,2.96857,-5,NA,NA,NA,NA,NA,NA,-199.769,NA
43705,-2.75414,2.64621,-5,NA,-150.726,NA,NA,NA,NA,NA,NA
43903,-4.50531,4.25109,-5,NA,NA,-224.734,NA,NA,NA,NA,NA
44143,-5,3.60197,-5,NA,-266.992,NA,NA,NA,NA,NA,NA
44378,-3.54212,5,-4.49407,NA,NA,-169.111,NA,NA,NA,NA,NA
44582,-2.34175,5,-3.57256,NA,NA,NA,-125.69,NA,NA,NA,NA
44722,-3.7269,5,-3.83928,-172.153,NA,NA,NA,NA,NA,NA,NA
44813,-2.78247,4.5404,-5,NA,NA,NA,NA,-77.673,NA,NA,NA
45023,-2.0143,3.88653,-5,NA,NA,NA,-34.89,NA,NA,NA,NA
45283,-2.93793,4.84256,-5,NA,-109.568,NA,NA,NA,NA,NA,NA
45540,-1.2635,5,-4.73457,NA,NA,NA,-96.714,NA,NA,NA,NA
45698,-1.1977,5,-5,NA,NA,NA,-98.284,NA,NA,NA,NA
45848,-0.889868,4.21675,-5,NA,NA,NA,NA,-92.129,NA,NA,NA
46053,-1.77776,5,-5,NA,NA,NA,NA,-73.474,NA,NA,NA
46320,-1.62723,3.97306,-4.7154,NA,NA,NA,NA,-49.028,NA,NA,NA
46574,-1.79814,2.83232,-5,NA,NA,NA,NA,-104.228,NA,NA,NA
46603,-2.21413,3.3191,-4.14856,NA,NA,NA,NA,-89.018,NA,NA,NA
46839,-2.82482,3.09801,-5,NA,NA,NA,NA,-89.064,NA,NA,NA
47003,-3.01517,2.72409,-5,-110.397,NA,NA,NA,NA,NA,NA,NA
47313,-3.4093,1.93623,-5,NA,NA,NA,NA,-183.64,NA,NA,NA
47414,-3.82145,3.63989,-4.58369,NA,NA,NA,NA,-135.7,NA,NA,NA
47629,-3.42271,4.51044,-3.98645,NA,NA,NA,NA,-129.378,NA,NA,NA
47903,-2.64142,5,-4.27802,NA,NA,NA,NA,-91.792,NA,NA,NA
48179,-2.40955,5,-5,-78.17,NA,NA,NA,NA,NA,NA,NA
48249,-1.87678,5,-5,NA,NA,NA,NA,-74.438,NA,NA,NA
48416,-2.25576,3.91288,-4.37572,NA,NA,NA,NA,-50.053,NA,NA,NA
48757,-1.50447,4.59049,-5,NA,NA,NA,NA,-61.202,NA,NA,NA
48867,-2.15918,4.66923,-4.67091,NA,NA,NA,NA,-66.038,NA,NA,NA
49196,-2.14671,3.64176,-5,NA,NA,NA,NA,-50.063,NA,NA,NA
49249,-2.51213,4.51311,-4.67457,-64.858,NA,NA,NA,NA,NA,NA,NA
49430,-3.56677,5,-5,NA,NA,NA,NA,-139.954,NA,NA,NA
49769,-4.86343,5,-4.68699,NA,NA,NA,NA,-277.738,NA,NA,NA
49850,-4.84419,5,-5,NA,NA,NA,NA,-274.658,NA,NA,NA
50179,-3.2981,3.76807,-5,-92.733,NA,NA,NA,NA,NA,NA,NA
50226,-1.938,4.28236,-4.9359,NA,NA,-82.392,NA,NA,NA,NA,NA
50574,-3.62095,3.59174,-3.91122,NA,NA,NA,NA,NA,NA,-210.354,NA
50607,-4.08923,4.7062,-4.91835,NA,-181.717,NA,NA,NA,NA,NA,NA
50982,-2.13234,5,-5,-72.285,NA,NA,NA,NA,NA,NA,NA
51166,-2.45168,5,-5,-79.382,NA,NA,NA,NA,NA,NA,NA
51379,-3.95818,5,-5,NA,NA,NA,NA,-175.751,NA,NA,NA
51404,-3.58421,4.94368,-5,-133.394,NA,NA,NA,NA,NA,NA,NA
51771,-2.138,5,-5,NA,NA,NA,NA,-77.357,NA,NA,NA
51906,-2.81796,3.87687,-5,NA,NA,NA,NA,-72.719,NA,NA,NA
52097,-3.65565,5,-5,NA,NA,NA,NA,-147.387,NA,NA,NA
52310,-3.53377,4.19013,-4.40221,NA,NA,NA,NA,-123.223,NA,NA,NA
52551,-2.93019,4.29609,-3.81802,NA,NA,NA,NA,-93.587,NA,NA,NA
52628,-2.58589,4.4549,-4.40856,NA,NA,NA,NA,-72.695,NA,NA,NA
52899,-3.82984,5,-3.17248,-222.374,NA,NA,NA,NA,NA,NA,NA
53115,-2.02557,5,-3.87502,NA,NA,NA,-97.211,NA,NA,NA,NA
53237,-2.01747,4.78792,-5,NA,-118.464,NA,NA,NA,NA,NA,NA
53578,-0.630089,4.43037,-3.34837,NA,NA,NA,-215.971,NA,NA,NA,NA
53689,-2.4656,3.06697,-4.01291,-104.553,NA,NA,NA,NA,NA,NA,NA
53989,-3.5626,2.78164,-3.65113,NA,NA,NA,NA,-178.499,NA,NA,NA
54191,-2.96773,2.95366,-5,-95.822,NA,NA,NA,NA,NA,NA,NA
54307,-2.32232,4.21813,-4.89933,-63.363,NA,NA,NA,NA,NA,NA,NA
54473,-2.46212,3.41215,-5,NA,NA,NA,NA,-62.648,NA,NA,NA
54747,-1.99818,3.58441,-4.66416,-37.611,NA,NA,NA,NA,NA,NA,NA
54906,-1.4488,4.52615,-5,-56.114,NA,NA,NA,NA,NA,NA,NA
55079,-2.52568,3.85759,-5,NA,NA,NA,NA,-56.196,NA,NA,NA
55267,-3.01777,4.90111,-3.80006,NA,NA,NA,NA,-128.309,NA,NA,NA
55429,-2.04318,4.2497,-3.60338,NA,NA,NA,NA,-112.554,NA,NA,NA
55645,-1.65871,3.61271,-5,NA,NA,NA,NA,-44.892,NA,NA,NA
55965,-3.79515,3.771,-4.05849,NA,NA,NA,-144.788,NA,NA,NA,NA
56058,-3.66419,4.18367,-5,NA,NA,NA,-120.128,NA,NA,NA,NA
56255,-2.73208,5,-5,-86.324,NA,NA,NA,NA,NA,NA,NA
56568,-2.95608,5,-5,NA,NA,NA,NA,-100.435,NA,NA,NA
56715,-2.68845,5,-5,-85.159,NA,NA,NA,NA,NA,NA,NA
56913,-1.1371,5,-5,-93.273,NA,NA,NA,NA,NA,NA,NA
57059,-0.93049,5,-5,NA,NA,NA,NA,-103.959,NA,NA,NA
57280,-1.34871,4.21659,-5,NA,NA,NA,NA,-70.842,NA,NA,NA
57581,-3.01393,4.61425,-5,NA,NA,NA,-97.853,NA,NA,NA,NA
57681,-4.59958,5,-5,NA,NA,NA,-237.72,NA,NA,NA,NA
57854,-2.63369,5,-5,NA,NA,NA,NA,-92.307,NA,NA,NA
58076,-1.63751,5,-3.80304,NA,NA,NA,NA,-99.61,NA,NA,NA
58282,-0.803476,4.51634,-4.21299,NA,NA,NA,NA,-127.478,NA,NA,NA
58417,-0.952625,3.22139,-5,-89.062,NA,NA,NA,NA,NA,NA,NA
58632,-1.86209,4.61132,-3.71488,NA,-146.133,NA,NA,NA,NA,NA,NA
58846,-2.11837,3.57369,-4.02054,-73.239,NA,NA,NA,NA,NA,NA,NA
59159,-2.47202,3.86537,-5,NA,NA,NA,NA,-59.787,NA,NA,NA
59239,-2.22199,3.74881,-5,NA,NA,NA,NA,-57.178,NA,NA,NA
59577,-3.01671,3.48458,-5,-88.241,NA,NA,NA,NA,NA,NA,NA
59754,-3.32528,4.90545,-4.33661,-119.581,NA,NA,NA,NA,NA,NA,NA
59948,-2.61741,3.61425,-4.51379,-65.146,NA,NA,NA,NA,NA,NA,NA
60050,-2.19345,3.23943,-5,NA,NA,NA,NA,-62.79,NA,NA,NA
60283,-0.695371,4.9412,-4.10971,-151.792,NA,NA,NA,NA,NA,NA,NA
60523,-1.73501,4.14143,-3.04862,NA,NA,NA,NA,-158.323,NA,NA,NA
60623,-1.41387,4.14393,-3.17389,NA,NA,NA,NA,-117.649,NA,NA,NA
60984,-1.4876,5,-3.68308,NA,NA,NA,NA,-125.422,NA,NA,NA
61084,-0.798843,5,-5,NA,-163.768,NA,NA,NA,NA,NA,NA
61320,-1.89055,5,-3.91555,-97.024,NA,NA,NA,NA,NA,NA,NA
61473,-1.51952,5,-4.66513,-80.237,NA,NA,NA,NA,NA,NA,NA
61611,-1.77111,5,-5,NA,NA,NA,NA,-73.244,NA,NA,NA
61835,-2.17052,4.82235,-4.70132,NA,-86.269,NA,NA,NA,NA,NA,NA
62158,-3.08873,5,-5,-104.23,NA,NA,NA,NA,NA,NA,NA
62375,-1.29239,5,-4.79645,NA,NA,NA,NA,-96.377,NA,NA,NA
62516,-1.45245,3.45155,-5,NA,NA,NA,NA,-63.605,NA,NA,NA
62788,-0.360959,3.28023,-5,NA,NA,NA,NA,-144.457,NA,NA,NA
62827,0.0301325,3.23713,-5,NA,NA,NA,NA,-250.699,NA,NA,NA
63021,-1.47988,2.11685,-5,NA,NA,NA,NA,-154.407,NA,NA,NA
63364,-1.73501,3.36747,-4.72605,NA,NA,NA,NA,-35.409,NA,NA,NA
63446,-2.19798,2.99193,-5,NA,NA,NA,NA,-84.261,NA,NA,NA
63689,-0.916814,4.78213,-4.5787,-102.134,NA,NA,NA,NA,NA,NA,NA
