id,x0,x1,x2,fitness0.5,fitness0,fitness-1.5,fitness-2,fitness-0.5,fitness2.5,fitness3,fitness3.5,fitness4.5,fitness5,fitness4,fitness2
6370,4.11242,-1.45009,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304.564,NA,NA
6497,4.44247,-0.285931,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2049.924,NA,NA
6744,5,-2.09485,4.55233,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.552,NA,NA
6891,4.65285,-1.54616,4.38039,NA,NA,NA,NA,NA,NA,NA,NA,763.051,NA,NA,NA
7139,5,-0.782545,4.59328,NA,NA,NA,NA,NA,NA,NA,NA,4666.258,NA,NA,NA
7251,4.95071,-0.679636,4.16909,NA,NA,NA,NA,NA,NA,NA,2323.918,NA,NA,NA,NA
7421,4.92928,-0.404132,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.966,NA
7632,5,-2.50197,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1846.05,NA
7858,5,-2.05566,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5321.629,NA,NA
8035,4.62546,-0.731478,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9306.145,NA,NA
8273,4.33813,-0.186059,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4536.085,NA,NA
8494,4.89574,-0.932858,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13622.7,NA,NA
8726,5,-0.860875,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12491.401,NA,NA
8981,5,-1.63647,4.36901,NA,NA,NA,NA,NA,NA,NA,NA,NA,3289.568,NA,NA
9158,5,-1.85881,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3248.359,NA,NA
9375,4.82325,-2.07921,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6635.421,NA,NA
9583,4.6484,-1.67853,4.26947,NA,NA,NA,NA,NA,NA,NA,NA,384.717,NA,NA,NA
9777,4.35775,-2.35108,4.21142,NA,NA,NA,NA,NA,NA,NA,NA,273.786,NA,NA,NA
9851,4.80049,-2.05824,5,NA,NA,NA,NA,NA,NA,NA,NA,3585.39,NA,NA,NA
10086,5,-1.44137,4.40083,NA,NA,NA,NA,NA,NA,NA,NA,NA,5201.165,NA,NA
10234,5,-2.00406,3.91084,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173.145,NA,NA
10529,5,-1.43179,4.937,NA,NA,NA,NA,NA,NA,NA,NA,1898.702,NA,NA,NA
10724,5,-2.19295,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2691.715,NA,NA
10819,5,-2.18186,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2976.892,NA,NA
11005,5,-0.654479,5,NA,NA,NA,NA,NA,NA,NA,NA,10386.438,NA,NA,NA
11377,5,-0.649901,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9816.294,NA,NA
11424,5,-1.84458,4.2469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683.935,NA
11656,5,-2.0093,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6904.2,NA,NA
11921,4.89757,-0.878769,5,NA,NA,NA,NA,NA,NA,NA,NA,11653.282,NA,NA,NA
12171,5,-0.816937,4.86141,NA,NA,NA,NA,NA,NA,NA,NA,NA,17347.792,NA,NA
12272,5,-0.715632,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11981.611,NA,NA
12464,5,-1.62397,4.1409,NA,NA,NA,NA,NA,NA,NA,NA,NA,3021.797,NA,NA
12608,5,-1.54476,4.89621,NA,NA,NA,NA,NA,NA,NA,NA,6073.225,NA,NA,NA
12954,5,-0.988642,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10430.855,NA,NA
13046,4.07982,-1.20112,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1733.715,NA,NA
13334,5,-0.675474,4.58178,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947.861,NA,NA
13438,5,-1.47047,4.08522,NA,NA,NA,NA,NA,NA,NA,NA,NA,3327.357,NA,NA
13668,5,-2.17586,4.74199,NA,NA,NA,NA,NA,NA,NA,NA,NA,3514.753,NA,NA
13858,5,-1.07657,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2846.035,NA,NA
14102,5,-1.10016,4.99541,NA,NA,NA,NA,NA,NA,NA,NA,NA,1408.362,NA,NA
14363,4.9459,-1.03238,4.60602,NA,NA,NA,NA,NA,NA,NA,NA,NA,3618.431,NA,NA
14563,5,-0.173955,4.31318,NA,NA,NA,NA,NA,NA,NA,NA,NA,4738.946,NA,NA
14740,5,0.00220114,4.38056,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997.308,NA,NA
14987,5,-0.636005,4.68473,NA,NA,NA,NA,NA,NA,NA,NA,662.551,NA,NA,NA
15064,4.96215,-1.93688,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5798.865,NA,NA
15397,5,-3.17076,4.78075,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167.976,NA,NA
15565,5,-2.08001,4.84725,NA,NA,NA,NA,NA,NA,NA,NA,NA,6711.798,NA,NA
15675,4.43573,-1.22335,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970.351,NA,NA
15982,5,-1.87022,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3584.152,NA,NA
16197,5,-1.98424,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5498.673,NA,NA
16216,5,-1.38304,3.26286,NA,NA,NA,NA,NA,NA,NA,NA,NA,4215.994,NA,NA
16402,5,-0.176373,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3369.801,NA
16729,5,-0.951319,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9648.23,NA,NA
16988,4.90755,-1.8443,4.82712,NA,NA,NA,NA,NA,NA,NA,NA,NA,4744.217,NA,NA
17001,4.68963,-0.820728,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11885.202,NA,NA
17351,5,-0.833174,4.29518,NA,NA,NA,NA,NA,NA,NA,NA,5210.248,NA,NA,NA
17595,5,-1.26176,3.27648,NA,NA,NA,NA,NA,NA,NA,965.022,NA,NA,NA,NA
17796,5,-1.18225,4.13867,NA,NA,NA,NA,NA,NA,NA,NA,NA,2164.627,NA,NA
17984,5,-0.699194,4.73339,NA,NA,NA,NA,NA,NA,NA,NA,NA,12614.903,NA,NA
18195,5,-0.878042,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15966.593,NA,NA
18343,5,-0.758907,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12795.609,NA,NA
18479,5,-0.897558,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11609.398,NA,NA
18605,4.61336,-0.955303,4.98231,NA,NA,NA,NA,NA,NA,NA,NA,4088.759,NA,NA,NA
18824,4.93782,0.26403,4.96145,NA,NA,NA,NA,NA,NA,NA,NA,NA,4322.155,NA,NA
19098,5,-0.871652,4.90061,NA,NA,NA,NA,NA,NA,NA,NA,NA,17587.116,NA,NA
19293,5,-0.805793,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13053.378,NA,NA
19436,5,-1.99437,4.66645,NA,NA,NA,NA,NA,NA,NA,NA,2098.479,NA,NA,NA
19707,5,-1.52303,4.31029,NA,NA,NA,NA,NA,NA,NA,NA,NA,8090.887,NA,NA
19951,5,-0.0737707,4.0816,NA,NA,NA,NA,NA,NA,NA,NA,1612.409,NA,NA,NA
20034,5,-1.02292,1.79574,NA,NA,NA,NA,NA,NA,NA,NA,NA,1702.801,NA,NA
20239,5,-0.764995,4.89836,NA,NA,NA,NA,NA,NA,NA,NA,NA,16801.575,NA,NA
20482,4.41538,-0.208581,3.76259,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.75,NA,NA
20635,4.68906,-0.983865,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9582.99,NA,NA
20995,4.61107,-0.889729,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6187.188,NA,NA
21089,4.53841,-1.83736,4.94369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.76,NA
21236,4.80221,-0.809448,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5890.414,NA
21498,4.71971,-0.710156,4.98619,NA,NA,NA,NA,NA,3352.679,NA,NA,NA,NA,NA,NA
21756,2.2177,-0.887119,3.76953,NA,NA,NA,NA,NA,NA,NA,NA,747.427,NA,NA,NA
21854,4.69173,-1.21992,4.43325,NA,NA,NA,NA,NA,NA,NA,NA,NA,2418.245,NA,NA
22064,5,-1.39223,4.76297,NA,NA,NA,NA,NA,NA,NA,NA,6192.524,NA,NA,NA
22270,4.87815,-0.92958,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,16275.954,NA,NA
22521,4.8827,-2.23327,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2435.566,NA,NA
22662,5,-2.02636,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5516.146,NA,NA
22838,5,-2.06725,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5201.29,NA,NA
23132,4.44578,-2.39175,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,643.944,NA,NA
23302,4.8399,-2.06172,3.65844,NA,NA,NA,NA,NA,NA,NA,NA,NA,1889.615,NA,NA
23431,5,-1.29122,5,NA,NA,NA,NA,NA,NA,NA,NA,2419.982,NA,NA,NA
23717,5,-0.891663,4.70141,NA,NA,NA,NA,NA,NA,NA,NA,NA,11382.089,NA,NA
23902,5,-1.99545,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5538.971,NA,NA
24094,5,-1.50442,4.31753,NA,NA,NA,NA,NA,NA,NA,NA,4186.453,NA,NA,NA
24362,4.37227,-1.25443,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3926.44,NA,NA
24448,5,-1.89895,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4319.634,NA,NA
24639,5,-2.09781,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4776.464,NA,NA
24920,5,-1.88416,4.98131,NA,NA,NA,NA,NA,NA,NA,NA,NA,4279.233,NA,NA
25099,4.15444,-1.584,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845.295,NA
25297,5,-1.89813,4.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,4378.419,NA,NA
25587,5,-1.47823,4.39453,NA,NA,NA,NA,NA,NA,NA,NA,NA,5245.03,NA,NA
25770,5,-1.41931,4.77276,NA,NA,NA,NA,NA,NA,NA,NA,3728.843,NA,NA,NA
25953,5,-1.60406,5,NA,NA,NA,NA,NA,NA,NA,NA,4340.898,NA,NA,NA
26178,5,-0.899059,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11565.057,NA,NA
26351,4.86228,0.385954,4.69096,NA,NA,NA,NA,NA,NA,NA,NA,NA,5126.446,NA,NA
26406,3.55177,0.434301,4.93027,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.535,NA,NA
26685,4.92242,-0.938679,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12856.396,NA,NA
26930,4.57625,-0.91529,4.4377,NA,NA,NA,NA,NA,NA,NA,NA,771.952,NA,NA,NA
27184,3.10461,-0.700283,5,NA,NA,NA,NA,NA,NA,NA,NA,1369.744,NA,NA,NA
27277,4.76094,0.339684,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5343.711,NA,NA
27550,5,1.19916,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1841.815,NA,NA
27755,5,-0.56378,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6834.14,NA,NA
27867,4.21808,-0.840944,4.39316,NA,NA,NA,NA,NA,NA,NA,NA,2561.655,NA,NA,NA
28022,5,-0.857718,4.85837,NA,NA,NA,NA,NA,NA,NA,NA,NA,17687.381,NA,NA
28338,5,-1.8478,5,NA,NA,NA,NA,NA,NA,NA,1032.075,NA,NA,NA,NA
28433,4.16989,-0.0556993,3.60769,NA,NA,NA,NA,NA,NA,138.595,NA,NA,NA,NA,NA
28628,5,-0.0357199,4.91475,NA,NA,NA,NA,NA,NA,1675.398,NA,NA,NA,NA,NA
28883,5,1.25996,2.71843,NA,NA,NA,NA,NA,NA,NA,NA,NA,697.882,NA,NA
29068,5,2.63447,4.43066,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.401,NA,NA
29335,5,0.779371,4.07975,NA,NA,NA,NA,NA,NA,NA,NA,NA,1121.76,NA,NA
29507,5,-0.67421,4.95221,NA,NA,NA,NA,NA,NA,NA,NA,NA,12715.55,NA,NA
29649,5,0.462351,4.93919,NA,NA,NA,NA,NA,NA,NA,NA,NA,2773.581,NA,NA
29912,5,0.0925814,5,NA,NA,NA,NA,NA,NA,NA,317.653,NA,NA,NA,NA
30182,5,-0.714232,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11946.586,NA,NA
30290,5,-0.798225,4.71634,NA,NA,NA,NA,NA,NA,NA,NA,NA,13426.9,NA,NA
30388,4.66403,-0.749576,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10064.568,NA,NA
30637,4.02636,-0.740473,4.27807,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057.415,NA,NA
30920,5,-0.314713,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2758.402,NA
31144,5,-1.84443,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2791.871,NA,NA
31344,5,-0.743452,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,16700.737,NA,NA
31584,5,-0.79977,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13057.961,NA,NA
31650,5,-1.81199,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1637.052,NA,NA
31934,4.94948,-2.11069,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5433.791,NA,NA
32053,5,-1.35959,5,NA,NA,NA,NA,NA,NA,NA,NA,5878.683,NA,NA,NA
32374,5,-0.259402,4.02863,NA,NA,NA,NA,NA,NA,NA,NA,NA,848.946,NA,NA
32568,4.37262,-0.329793,3.74749,NA,NA,NA,NA,NA,NA,NA,NA,704.523,NA,NA,NA
32614,4.60024,-0.549193,4.82565,NA,NA,NA,NA,NA,NA,NA,NA,NA,3048.633,NA,NA
32835,5,-1.09192,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894.016,NA,NA
33099,4.92817,-1.0688,4.59313,NA,NA,NA,NA,NA,NA,NA,NA,NA,2184.845,NA,NA
33355,5,-1.06317,4.74099,NA,NA,NA,NA,NA,NA,NA,NA,NA,4108.018,NA,NA
33496,5,-2.59012,4.10006,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.129,NA,NA
33649,5,-2.91434,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2779.244,NA,NA
33871,5,-3.71308,4.07362,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.716,NA,NA
34145,4.62459,-1.51562,4.27915,NA,NA,NA,NA,NA,NA,NA,NA,NA,3970.524,NA,NA
34343,4.055,-2.55283,4.9195,NA,NA,NA,NA,NA,NA,NA,NA,NA,792.809,NA,NA
34456,4.37493,-2.63082,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1558.855,NA,NA
34591,4.73638,-1.94309,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5655.509,NA,NA
34858,5,-2.19941,5,NA,NA,NA,NA,NA,NA,NA,NA,2582.547,NA,NA,NA
35091,4.76426,-1.29575,5,NA,NA,NA,NA,NA,NA,NA,NA,5803.797,NA,NA,NA
35326,5,-0.615324,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8313.011,NA,NA
35463,5,-0.726016,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14902.247,NA,NA
35720,4.80886,-3.54845,4.13967,NA,NA,NA,NA,NA,NA,NA,NA,NA,1640.908,NA,NA
35978,5,-2.56564,5,NA,NA,NA,NA,NA,NA,NA,NA,1733.31,NA,NA,NA
36124,5,-0.925149,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10696.024,NA,NA
36333,5,-0.846012,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12734.887,NA,NA
36494,4.91668,-0.886914,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15183.787,NA,NA
36592,4.33512,-1.37597,4.62622,NA,NA,NA,NA,NA,NA,NA,NA,NA,4042.261,NA,NA
36900,4.71868,-2.21522,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2179.661,NA,NA
36999,5,-1.81101,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1599.694,NA,NA
37304,5,-2.03862,4.58748,NA,NA,NA,NA,NA,NA,NA,NA,1929.025,NA,NA,NA
37442,5,-1.82442,4.74124,NA,NA,NA,NA,NA,NA,NA,293.848,NA,NA,NA,NA
37703,5,-1.65726,3.34491,NA,NA,NA,NA,NA,NA,NA,NA,NA,1802.99,NA,NA
37807,5,-2.45741,2.13228,NA,NA,NA,NA,NA,NA,NA,NA,NA,510.637,NA,NA
38021,5,-1.40716,2.47761,NA,NA,NA,NA,NA,NA,NA,NA,NA,1546.622,NA,NA
38218,4.9242,-0.831156,3.6742,NA,NA,NA,NA,NA,NA,NA,NA,NA,4802.556,NA,NA
38562,5,-0.705692,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11721.722,NA,NA
38626,5,0.18052,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1535.074,NA,NA
38943,4.60111,-1.89983,3.89594,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.44,NA,NA
39063,5,-2.81483,4.8483,NA,NA,NA,NA,NA,NA,NA,NA,NA,2253.676,NA,NA
39211,5,-0.785593,3.93151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778.659,NA
39517,5,-0.866495,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4381.22,NA
39672,5,-0.805191,4.75085,NA,NA,NA,NA,NA,NA,NA,NA,NA,15052.525,NA,NA
39951,4.5414,-2.06793,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,789.244,NA,NA
40184,4.28376,-1.43971,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7374.949,NA,NA
40356,5,0.470465,4.85673,NA,NA,NA,NA,NA,NA,NA,NA,NA,2835.112,NA,NA
40412,5,-0.701337,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11599.748,NA,NA
40679,5,-0.905153,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11378.591,NA,NA
40914,5,-0.74382,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12572.373,NA,NA
41171,4.98496,1.17812,4.93639,NA,NA,NA,NA,NA,NA,NA,NA,NA,2041.508,NA,NA
41196,5,-0.601913,4.84735,NA,NA,NA,NA,NA,NA,NA,NA,9107.428,NA,NA,NA
41444,5,-1.6498,5,NA,NA,NA,NA,NA,NA,NA,2016.264,NA,NA,NA,NA
41759,5,-0.214269,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4109.672,NA
41941,5,-1.39689,5,NA,NA,NA,NA,NA,NA,NA,NA,6819.923,NA,NA,NA
42040,4.39281,-1.53578,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6155.454,NA,NA
42268,5,-1.07383,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3014.828,NA,NA
42402,4.97222,-1.99226,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6169.759,NA,NA
42653,4.84843,-1.05652,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7127.463,NA,NA
42882,3.94926,-0.951083,4.80287,NA,NA,NA,NA,NA,NA,NA,NA,NA,1448.13,NA,NA
43051,4.12514,-1.30627,4.75745,NA,NA,NA,NA,NA,NA,NA,NA,NA,4586.894,NA,NA
43325,5,-1.17052,4.31353,NA,NA,NA,NA,NA,NA,NA,NA,NA,1839.315,NA,NA
43411,5,-1.1669,4.28751,NA,NA,NA,NA,NA,NA,NA,NA,NA,1746.938,NA,NA
43609,5,-2.11257,4.44684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813.137,NA
43970,5,-1.15393,4.4099,NA,NA,NA,NA,NA,NA,NA,NA,NA,826.781,NA,NA
44113,5,-1.67455,3.43344,NA,NA,NA,NA,NA,NA,NA,NA,NA,967.139,NA,NA
44289,3.88373,-0.865885,4.86775,NA,NA,NA,NA,NA,NA,NA,NA,NA,4399.642,NA,NA
44387,2.73497,-0.571256,5,NA,NA,NA,NA,NA,NA,NA,NA,1693.153,NA,NA,NA
44730,4.34215,-0.885092,4.22853,NA,NA,NA,NA,NA,NA,NA,NA,NA,5714.512,NA,NA
44918,4.87683,-2.85186,4.8966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899.061,NA
45065,4.90895,-2.22241,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814.343,NA
45213,5,-1.88823,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4064.145,NA,NA
45427,3.91047,-1.89589,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,901.301,NA,NA
45645,4.73864,-0.617673,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12425.308,NA,NA
45898,5,-0.334212,3.45112,NA,NA,NA,NA,NA,NA,NA,NA,NA,980.17,NA,NA
46021,4.81426,-1.95906,3.91023,NA,NA,NA,NA,NA,NA,NA,NA,NA,1470.228,NA,NA
46379,4.61467,-0.0491643,4.44731,NA,NA,NA,NA,NA,NA,NA,NA,NA,853.949,NA,NA
46458,5,-0.57702,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6437.153,NA,NA
46735,5,-1.53672,5,NA,NA,NA,NA,NA,NA,NA,NA,4488.075,NA,NA,NA
46808,5,-1.98917,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5519.639,NA,NA
47097,4.21662,-2.96009,4.27454,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202.7,NA,NA
47218,4.18701,-1.40645,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6374.561,NA,NA
47523,5,-1.99101,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7107.336,NA,NA
47731,5,-1.06837,3.89047,NA,NA,NA,NA,NA,NA,NA,NA,NA,850.265,NA,NA
47875,5,-0.367206,4.41025,NA,NA,NA,NA,NA,NA,NA,NA,NA,1748.579,NA,NA
48021,4.76893,-1.80363,4.79233,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003.623,NA,NA
48353,5,-1.93455,4.5806,NA,NA,NA,NA,NA,NA,NA,NA,NA,1799.358,NA,NA
48509,5,-0.62148,5,NA,NA,NA,NA,NA,NA,NA,NA,7960.082,NA,NA,NA
48586,5,0.656869,3.07985,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.383,NA,NA
48823,4.78676,0.161712,2.39222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.099,NA
49153,5,-0.5366,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304.758,NA,NA
49256,4.68052,-2.10384,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4082.255,NA,NA
49398,4.86367,-1.55001,4.84863,NA,NA,NA,NA,NA,NA,NA,NA,10595.056,NA,NA,NA
49586,5,0.281184,4.74399,NA,NA,NA,NA,NA,NA,NA,NA,NA,3650.786,NA,NA
49888,5,-0.981411,4.64874,NA,NA,NA,NA,NA,NA,NA,NA,NA,5929.66,NA,NA
50043,5,-0.713346,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11924.151,NA,NA
50275,5,-0.630471,4.58368,NA,NA,NA,NA,NA,NA,NA,NA,NA,3387.178,NA,NA
50408,5,-0.644717,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9604.75,NA,NA
50721,5,-0.989632,4.77675,NA,NA,NA,NA,NA,NA,NA,NA,NA,12570.186,NA,NA
50821,5,-0.740759,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12519.021,NA,NA
51075,4.3082,-1.218,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3534.976,NA,NA
51183,3.92571,-0.713827,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2110.141,NA,NA
51490,5,-0.640507,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9429.144,NA,NA
51706,5,-0.174874,5,NA,NA,NA,NA,NA,NA,NA,NA,2072.428,NA,NA,NA
