id,x0,x1,x2,fitness7.5,fitness7,fitness9,fitness8.5,fitness8,fitness6.5,fitness9.5,fitness6
16667,7.20959,6.4848,7.36822,NA,NA,NA,0.476,NA,NA,NA,NA
16976,8.22986,6.99237,6.98275,NA,NA,NA,NA,0.687,NA,NA,NA
17161,7.53162,7.53765,7.45123,0.946,NA,NA,NA,NA,NA,NA,NA
17371,5.6604,8.04053,7.21772,0.393,NA,NA,NA,NA,NA,NA,NA
17465,7.51587,7.36417,6.67579,0.745,NA,NA,NA,NA,NA,NA,NA
17699,8.21279,7.26585,7.56673,NA,NA,NA,NA,0.883,NA,NA,NA
17901,7.78598,8.72364,7.04889,NA,NA,NA,NA,0.723,NA,NA,NA
18140,7.34715,8.14808,8.40559,NA,NA,NA,0.722,NA,NA,NA,NA
18242,7.99375,8.46465,8.62422,NA,NA,NA,0.66,NA,NA,NA,NA
18537,7.32381,8.56221,9.07726,NA,0.496,NA,NA,NA,NA,NA,NA
18774,7.47077,7.86313,7.90155,NA,0.902,NA,NA,NA,NA,NA,NA
18813,8.35803,7.8269,8.24236,NA,NA,NA,NA,NA,NA,0.515,NA
19055,7.49275,7.67984,8.21646,NA,NA,NA,NA,0.924,NA,NA,NA
19263,7.61056,8.06422,8.19355,NA,NA,NA,NA,0.908,NA,NA,NA
19514,7.45904,7.033,8.27736,NA,0.719,NA,NA,NA,NA,NA,NA
19765,7.71395,8.03365,8.23053,NA,0.874,NA,NA,NA,NA,NA,NA
19901,7.97848,8.59863,7.8956,0.803,NA,NA,NA,NA,NA,NA,NA
20073,7.90567,7.95131,5.82597,NA,NA,NA,NA,0.479,NA,NA,NA
20346,7.2582,8.03347,7.13556,0.85,NA,NA,NA,NA,NA,NA,NA
20434,6.7278,7.59079,7.22251,0.738,NA,NA,NA,NA,NA,NA,NA
20636,7.60691,7.23374,7.57808,NA,NA,NA,NA,0.945,NA,NA,NA
20880,7.49612,6.44698,7.54786,NA,NA,NA,NA,0.667,NA,NA,NA
21098,7.43902,6.59062,8.09419,0.693,NA,NA,NA,NA,NA,NA,NA
21388,7.58621,7.12596,8.06112,0.892,NA,NA,NA,NA,NA,NA,NA
21559,8.05576,6.71307,7.98999,NA,NA,NA,NA,0.732,NA,NA,NA
21697,8.95832,6.93623,7.93844,NA,NA,NA,0.511,NA,NA,NA,NA
21812,8.0238,7.56185,8.24792,NA,NA,NA,NA,0.888,NA,NA,NA
22028,8.65899,8.31697,8.26258,NA,NA,NA,NA,0.712,NA,NA,NA
22286,8.63705,8.68256,8.55042,NA,0.455,NA,NA,NA,NA,NA,NA
22402,7.82165,7.54615,7.94257,NA,NA,NA,NA,0.95,NA,NA,NA
22638,7.71063,6.64151,6.75677,NA,NA,NA,0.446,NA,NA,NA,NA
22885,7.678,7.35177,7.49885,NA,NA,NA,0.815,NA,NA,NA,NA
23029,8.42935,8.19339,7.44006,NA,NA,NA,NA,0.823,NA,NA,NA
23293,8.20203,7.84354,7.85195,NA,NA,NA,NA,0.891,NA,NA,NA
23426,8.23596,7.67454,7.90881,NA,NA,NA,0.84,NA,NA,NA,NA
23723,7.65427,7.61049,8.2417,0.921,NA,NA,NA,NA,NA,NA,NA
23898,8.20328,6.96789,7.61664,0.822,NA,NA,NA,NA,NA,NA,NA
24095,7.60988,7.89695,7.45744,NA,NA,NA,NA,0.926,NA,NA,NA
24206,7.14642,7.52041,7.4735,0.874,NA,NA,NA,NA,NA,NA,NA
24485,6.95552,9.03501,6.67959,0.405,NA,NA,NA,NA,NA,NA,NA
24742,7.75703,7.0813,7.07399,NA,0.752,NA,NA,NA,NA,NA,NA
24898,8.26172,7.96382,7.32386,NA,NA,NA,NA,0.893,NA,NA,NA
25040,8.03685,7.68334,8.21383,NA,NA,NA,0.835,NA,NA,NA,NA
25302,7.69567,7.90699,7.84256,NA,NA,NA,0.921,NA,NA,NA,NA
25546,7.97343,7.72846,7.703,NA,NA,NA,NA,NA,NA,0.633,NA
25607,7.51157,7.36857,7.96787,NA,0.899,NA,NA,NA,NA,NA,NA
25961,7.42976,7.82479,6.55442,NA,0.619,NA,NA,NA,NA,NA,NA
26059,8.56267,8.47612,7.30049,NA,0.668,NA,NA,NA,NA,NA,NA
26362,7.12954,7.89142,7.40246,NA,NA,NA,NA,NA,0.661,NA,NA
26534,7.4843,7.51833,7.64071,NA,NA,NA,0.914,NA,NA,NA,NA
26787,7.25704,9.02069,8.22844,0.629,NA,NA,NA,NA,NA,NA,NA
26959,8.17291,8.31959,8.47479,NA,NA,NA,NA,0.758,NA,NA,NA
27097,8.30605,7.87074,8.14669,0.89,NA,NA,NA,NA,NA,NA,NA
27353,7.59045,7.12131,6.9934,NA,0.75,NA,NA,NA,NA,NA,NA
27597,7.23678,7.07277,6.53246,NA,NA,NA,0.529,NA,NA,NA,NA
27770,7.7287,8.31296,7.19412,NA,NA,NA,NA,0.845,NA,NA,NA
27988,7.8442,8.95525,8.12852,0.728,NA,NA,NA,NA,NA,NA,NA
28079,8.74955,8.29487,7.41397,NA,NA,NA,0.652,NA,NA,NA,NA
28248,7.46322,7.46652,8.056,NA,NA,NA,0.877,NA,NA,NA,NA
28576,7.29087,8.34249,8.19525,NA,0.775,NA,NA,NA,NA,NA,NA
28608,7.84537,8.61518,7.34047,0.826,NA,NA,NA,NA,NA,NA,NA
28997,8.34737,8.82675,7.42041,NA,0.655,NA,NA,NA,NA,NA,NA
29076,7.49393,7.01469,7.4014,NA,NA,NA,NA,NA,0.63,NA,NA
29236,7.40715,7.02431,8.02869,NA,0.794,NA,NA,NA,NA,NA,NA
29549,8.45294,7.44152,7.40982,NA,0.762,NA,NA,NA,NA,NA,NA
29792,7.23306,7.46495,6.47025,NA,NA,NA,NA,0.636,NA,NA,NA
29842,7.31822,7.95727,7.03838,NA,NA,NA,NA,0.849,NA,NA,NA
30039,6.80373,7.8968,7.55018,0.817,NA,NA,NA,NA,NA,NA,NA
30246,7.21845,7.39906,8.06534,NA,NA,NA,NA,0.902,NA,NA,NA
30478,6.40457,7.43077,7.75356,NA,NA,NA,NA,0.663,NA,NA,NA
30708,7.8718,6.97018,8.34072,NA,0.702,NA,NA,NA,NA,NA,NA
30861,8.10089,7.28135,7.82145,NA,NA,NA,0.835,NA,NA,NA,NA
31194,8.88725,8.13683,7.859,0.745,NA,NA,NA,NA,NA,NA,NA
31241,8.23679,7.1262,7.86359,0.847,NA,NA,NA,NA,NA,NA,NA
31554,7.75679,7.33226,7.77783,0.968,NA,NA,NA,NA,NA,NA,NA
31742,8.24756,6.52855,7.82483,NA,0.62,NA,NA,NA,NA,NA,NA
31804,7.70798,8.00562,6.92426,0.828,NA,NA,NA,NA,NA,NA,NA
32167,8.61912,8.14083,6.72404,0.615,NA,NA,NA,NA,NA,NA,NA
32202,6.92169,7.37837,8.24472,NA,0.696,NA,NA,NA,NA,NA,NA
32501,7.25964,8.83695,7.31495,NA,0.663,NA,NA,NA,NA,NA,NA
32664,6.98333,7.77623,8.86166,NA,NA,NA,NA,0.672,NA,NA,NA
32832,7.81248,7.92049,8.13476,NA,NA,NA,0.873,NA,NA,NA,NA
33153,7.21095,7.18424,7.69353,0.873,NA,NA,NA,NA,NA,NA,NA
33206,7.97441,7.11119,9.36264,0.555,NA,NA,NA,NA,NA,NA,NA
33499,7.89375,7.62967,8.57273,NA,0.808,NA,NA,NA,NA,NA,NA
33716,8.87019,8.10233,7.53542,NA,NA,NA,NA,0.714,NA,NA,NA
33867,7.65817,7.51296,7.63052,NA,NA,NA,NA,NA,NA,0.658,NA
34184,8.56559,8.05658,8.45296,NA,NA,NA,0.672,NA,NA,NA,NA
34332,8.87386,7.85529,8.12842,0.708,NA,NA,NA,NA,NA,NA,NA
34509,7.88195,7.66832,8.23911,NA,0.853,NA,NA,NA,NA,NA,NA
34604,8.31658,6.96331,7.72084,NA,0.633,NA,NA,NA,NA,NA,NA
34998,7.41062,7.82645,8.11449,0.943,NA,NA,NA,NA,NA,NA,NA
35036,6.33812,7.98534,8.23603,NA,NA,NA,0.527,NA,NA,NA,NA
35388,6.59681,8.27482,7.19525,NA,NA,NA,0.571,NA,NA,NA,NA
35459,7.52979,7.08929,7.06895,NA,NA,NA,NA,0.822,NA,NA,NA
35662,7.98434,7.18999,7.08591,0.842,NA,NA,NA,NA,NA,NA,NA
35962,7.64312,8.02766,7.71286,NA,NA,NA,0.918,NA,NA,NA,NA
36005,8.1318,7.91259,7.54032,NA,NA,NA,NA,0.947,NA,NA,NA
36260,7.97832,7.72202,7.68615,NA,NA,NA,NA,NA,0.762,NA,NA
36573,7.74396,7.49569,7.72567,NA,0.932,NA,NA,NA,NA,NA,NA
36753,7.6265,7.66995,8.98922,NA,NA,NA,0.694,NA,NA,NA,NA
36819,7.97736,7.29661,8.17275,NA,NA,NA,NA,0.891,NA,NA,NA
37041,7.7388,6.62476,7.24642,0.719,NA,NA,NA,NA,NA,NA,NA
37312,8.18055,6.90143,6.96438,0.697,NA,NA,NA,NA,NA,NA,NA
37476,7.38061,7.14975,7.75281,NA,NA,NA,NA,0.879,NA,NA,NA
37685,7.93324,8.03067,7.69652,NA,NA,NA,0.912,NA,NA,NA,NA
37987,8.38527,8.98722,7.38924,NA,NA,NA,NA,0.598,NA,NA,NA
38153,9.51383,8.11157,7.85067,0.585,NA,NA,NA,NA,NA,NA,NA
38221,7.60495,7.7551,8.0762,NA,0.79,NA,NA,NA,NA,NA,NA
38472,7.94691,8.62998,7.00228,NA,NA,NA,NA,0.733,NA,NA,NA
38686,7.48302,7.78493,8.09718,0.951,NA,NA,NA,NA,NA,NA,NA
38953,6.56354,7.67845,7.08022,NA,NA,NA,0.596,NA,NA,NA,NA
39183,8.13132,7.5274,8.50907,NA,NA,NA,NA,0.797,NA,NA,NA
39358,7.32617,8.78464,8.17012,0.728,NA,NA,NA,NA,NA,NA,NA
39451,7.3661,7.25326,7.71815,NA,NA,NA,NA,0.902,NA,NA,NA
39603,7.06323,8.06932,7.26487,NA,NA,NA,0.686,NA,NA,NA,NA
39982,8.42769,7.24513,7.45817,NA,NA,NA,NA,0.842,NA,NA,NA
40036,6.92177,7.46629,6.887,NA,NA,NA,NA,0.693,NA,NA,NA
40224,6.15523,8.58419,7.22226,0.405,NA,NA,NA,NA,NA,NA,NA
40503,8.08435,7.93783,7.68639,NA,NA,NA,0.896,NA,NA,NA,NA
40730,7.33551,7.70254,7.66761,0.937,NA,NA,NA,NA,NA,NA,NA
40840,7.95565,7.63651,7.95386,NA,0.856,NA,NA,NA,NA,NA,NA
41068,8.6276,6.8955,7.36113,NA,NA,NA,NA,0.647,NA,NA,NA
41351,7.69663,7.62042,8.08127,0.948,NA,NA,NA,NA,NA,NA,NA
41520,7.68054,6.94197,8.32134,NA,NA,NA,NA,0.805,NA,NA,NA
41669,8.31121,7.70359,7.9243,NA,NA,NA,NA,0.922,NA,NA,NA
41812,7.07073,8.09709,7.65205,0.882,NA,NA,NA,NA,NA,NA,NA
42162,7.09051,7.8721,6.81762,0.731,NA,NA,NA,NA,NA,NA,NA
42302,8.00294,8.45328,6.80419,0.701,NA,NA,NA,NA,NA,NA,NA
42429,7.70556,8.04737,6.36471,NA,NA,NA,NA,0.636,NA,NA,NA
42624,6.66088,7.25721,6.87761,NA,NA,NA,0.527,NA,NA,NA,NA
42832,7.61609,7.94865,7.81704,NA,NA,NA,NA,0.982,NA,NA,NA
43104,7.98922,8.09414,7.59959,NA,NA,NA,0.785,NA,NA,NA,NA
43279,7.85414,8.12522,7.55441,NA,NA,0.749,NA,NA,NA,NA,NA
43526,8.10041,7.70413,6.98542,NA,0.699,NA,NA,NA,NA,NA,NA
43751,7.47814,6.75723,7.37225,0.768,NA,NA,NA,NA,NA,NA,NA
43969,8.39023,7.05665,7.40089,NA,NA,NA,NA,0.77,NA,NA,NA
44038,7.25076,6.50353,7.98131,0.654,NA,NA,NA,NA,NA,NA,NA
44338,8.53695,7.97528,6.44561,NA,NA,NA,NA,0.558,NA,NA,NA
44539,8.23813,7.71432,6.96098,0.806,NA,NA,NA,NA,NA,NA,NA
44760,7.08073,8.29358,7.6667,NA,0.719,NA,NA,NA,NA,NA,NA
44852,6.78458,7.21137,7.87514,0.722,NA,NA,NA,NA,NA,NA,NA
45107,7.23254,7.78128,7.73873,NA,0.83,NA,NA,NA,NA,NA,NA
45329,7.39554,7.11967,7.62584,0.864,NA,NA,NA,NA,NA,NA,NA
45572,7.76737,7.03976,7.34597,0.849,NA,NA,NA,NA,NA,NA,NA
45647,7.69694,7.5808,7.91952,0.986,NA,NA,NA,NA,NA,NA,NA
45849,8.12109,7.71783,8.52045,NA,NA,NA,NA,0.85,NA,NA,NA
46047,7.76872,7.33868,8.41281,NA,NA,NA,0.822,NA,NA,NA,NA
46313,7.01395,6.74854,7.90735,0.692,NA,NA,NA,NA,NA,NA,NA
46494,7.50554,8.47786,8.36396,0.794,NA,NA,NA,NA,NA,NA,NA
46622,6.78024,7.88266,8.3368,NA,0.672,NA,NA,NA,NA,NA,NA
46941,6.49468,7.33803,8.35445,0.607,NA,NA,NA,NA,NA,NA,NA
47115,7.71724,8.3061,8.08447,0.904,NA,NA,NA,NA,NA,NA,NA
47305,8.21855,7.43698,7.94803,NA,NA,NA,NA,0.922,NA,NA,NA
47525,8.52658,7.41352,8.4076,0.775,NA,NA,NA,NA,NA,NA,NA
47738,9.1314,7.87786,7.9857,0.694,NA,NA,NA,NA,NA,NA,NA
47998,7.7615,7.76843,7.20493,0.932,NA,NA,NA,NA,NA,NA,NA
48093,7.96756,7.78041,7.46895,NA,NA,NA,0.847,NA,NA,NA,NA
48276,7.52221,8.87743,8.28039,NA,NA,NA,0.663,NA,NA,NA,NA
48522,8.51586,7.81045,8.98423,NA,NA,NA,NA,0.593,NA,NA,NA
48613,8.42139,7.78785,8.266,0.839,NA,NA,NA,NA,NA,NA,NA
48819,8.42477,7.59392,8.49819,NA,NA,NA,0.73,NA,NA,NA,NA
49132,8.78377,8.60081,8.26944,NA,0.544,NA,NA,NA,NA,NA,NA
49321,8.3969,8.23401,7.7143,NA,NA,NA,0.742,NA,NA,NA,NA
49595,8.10585,9.08615,7.35681,NA,NA,NA,NA,0.617,NA,NA,NA
49716,7.43905,7.54798,7.77343,0.949,NA,NA,NA,NA,NA,NA,NA
49951,7.61675,8.51103,8.55164,NA,0.642,NA,NA,NA,NA,NA,NA
50076,8.10945,7.56297,7.95927,NA,NA,NA,0.879,NA,NA,NA,NA
50396,7.99015,7.19902,7.94502,NA,NA,NA,0.774,NA,NA,NA,NA
50513,7.4288,8.48226,7.99893,NA,NA,NA,0.764,NA,NA,NA,NA
50786,7.60775,7.79016,8.20193,NA,NA,0.691,NA,NA,NA,NA,NA
50994,7.98366,7.83884,8.75344,NA,NA,NA,NA,0.783,NA,NA,NA
51166,7.48633,7.34181,7.9415,0.938,NA,NA,NA,NA,NA,NA,NA
51285,6.97086,6.6952,8.06614,0.642,NA,NA,NA,NA,NA,NA,NA
51436,8.64959,7.07491,7.8311,NA,NA,NA,NA,0.738,NA,NA,NA
51756,8.49634,6.96427,7.32703,NA,NA,0.541,NA,NA,NA,NA,NA
51951,8.29839,7.92926,6.73637,NA,NA,0.551,NA,NA,NA,NA,NA
52050,9.22301,7.97247,7.67167,0.638,NA,NA,NA,NA,NA,NA,NA
52297,9.09363,7.5723,8.29535,0.654,NA,NA,NA,NA,NA,NA,NA
52574,8.48603,7.90472,7.96507,NA,NA,NA,0.759,NA,NA,NA,NA
52745,7.56011,7.53651,6.69579,NA,NA,NA,NA,0.776,NA,NA,NA
52826,8.1987,7.47537,7.79905,NA,NA,NA,NA,0.923,NA,NA,NA
53162,7.59209,7.74412,6.58373,NA,NA,NA,NA,0.723,NA,NA,NA
53360,7.40623,7.84786,7.43956,NA,NA,0.759,NA,NA,NA,NA,NA
53472,8.0747,7.70818,8.11982,NA,NA,NA,NA,0.926,NA,NA,NA
53613,7.01504,7.49608,8.19393,NA,0.797,NA,NA,NA,NA,NA,NA
53912,8.58797,7.8077,8.01477,NA,NA,NA,NA,0.831,NA,NA,NA
54070,8.32817,7.79805,7.02123,0.814,NA,NA,NA,NA,NA,NA,NA
54299,7.9007,6.75936,8.48962,NA,NA,NA,NA,0.689,NA,NA,NA
54434,8.38061,7.31756,7.76441,NA,NA,NA,NA,0.875,NA,NA,NA
54743,7.52412,8.22432,7.83736,NA,NA,NA,NA,0.923,NA,NA,NA
55000,7.32875,8.67031,7.31682,NA,NA,NA,NA,0.774,NA,NA,NA
55173,8.19618,8.2428,7.78486,NA,NA,NA,NA,0.892,NA,NA,NA
55227,8.68985,8.41555,7.47312,0.711,NA,NA,NA,NA,NA,NA,NA
55434,8.61053,7.38682,8.15436,NA,0.701,NA,NA,NA,NA,NA,NA
55617,7.6059,7.98818,7.69158,0.969,NA,NA,NA,NA,NA,NA,NA
55804,7.29413,7.31723,7.89136,0.913,NA,NA,NA,NA,NA,NA,NA
56192,7.60546,8.03572,8.35101,NA,NA,NA,NA,NA,0.627,NA,NA
56272,7.32754,7.97671,7.92086,NA,0.857,NA,NA,NA,NA,NA,NA
56554,6.59282,7.37907,7.71853,NA,NA,NA,NA,0.721,NA,NA,NA
56740,7.64843,6.45008,7.61373,NA,0.575,NA,NA,NA,NA,NA,NA
56986,7.92668,7.51295,8.12676,0.936,NA,NA,NA,NA,NA,NA,NA
57098,7.63611,8.45731,7.87464,NA,NA,NA,0.779,NA,NA,NA,NA
57332,7.75631,7.7241,7.74334,NA,NA,0.736,NA,NA,NA,NA,NA
57540,7.64895,9.00035,8.05821,NA,NA,NA,0.643,NA,NA,NA,NA
57633,7.1118,8.17628,8.03138,0.851,NA,NA,NA,NA,NA,NA,NA
57983,8.75532,7.8102,7.91172,0.799,NA,NA,NA,NA,NA,NA,NA
58171,7.733,7.8955,7.22881,NA,NA,NA,0.809,NA,NA,NA,NA
58289,8.32042,8.07626,8.48611,NA,NA,NA,NA,0.795,NA,NA,NA
58580,7.52009,7.80691,7.51358,NA,NA,NA,NA,0.962,NA,NA,NA
58622,7.62439,6.88882,8.01826,NA,NA,NA,NA,0.801,NA,NA,NA
58867,7.74101,7.67216,8.04524,0.977,NA,NA,NA,NA,NA,NA,NA
59063,7.76805,7.12863,8.11834,NA,NA,NA,NA,0.86,NA,NA,NA
59243,8.29612,8.15301,8.37097,NA,0.726,NA,NA,NA,NA,NA,NA
59566,8.59843,7.82847,8.51522,0.74,NA,NA,NA,NA,NA,NA,NA
59662,8.27266,7.8117,6.76441,0.747,NA,NA,NA,NA,NA,NA,NA
59984,7.74179,8.77177,7.24304,0.742,NA,NA,NA,NA,NA,NA,NA
60073,7.39776,9.04796,7.26721,NA,0.581,NA,NA,NA,NA,NA,NA
60208,7.35508,8.86358,6.80961,NA,NA,NA,NA,0.578,NA,NA,NA
60507,6.7179,7.81943,6.92939,NA,NA,NA,NA,0.639,NA,NA,NA
60781,7.21292,7.83165,7.20952,NA,NA,NA,NA,NA,0.675,NA,NA
60938,8.08385,7.8747,7.50774,NA,0.912,NA,NA,NA,NA,NA,NA
61189,7.36861,8.19065,7.95818,0.915,NA,NA,NA,NA,NA,NA,NA
61366,7.6426,7.0354,7.7417,0.869,NA,NA,NA,NA,NA,NA,NA
61504,8.03158,7.69239,8.42227,NA,0.72,NA,NA,NA,NA,NA,NA
61663,7.05798,8.4187,8.30405,NA,NA,NA,NA,0.748,NA,NA,NA
61845,7.03478,7.72611,7.44914,NA,NA,0.67,NA,NA,NA,NA,NA
62144,8.72044,7.95472,7.45277,NA,0.683,NA,NA,NA,NA,NA,NA
62383,9.24065,7.46052,7.4729,NA,NA,NA,NA,0.646,NA,NA,NA
62418,7.79013,8.26296,7.42626,NA,NA,NA,0.861,NA,NA,NA,NA
62768,7.72196,7.62869,7.73868,NA,NA,NA,0.923,NA,NA,NA,NA
62882,7.40226,7.60822,7.87237,0.972,NA,NA,NA,NA,NA,NA,NA
63001,7.82856,8.00871,7.9931,NA,NA,NA,NA,0.915,NA,NA,NA
63369,8.22171,8.84118,7.72744,NA,NA,NA,0.573,NA,NA,NA,NA
63473,7.01902,8.84945,7.52183,NA,NA,NA,NA,0.674,NA,NA,NA
63693,8.15827,7.89039,8.11618,NA,NA,0.689,NA,NA,NA,NA,NA
63865,7.19379,8.03148,8.56877,NA,NA,0.538,NA,NA,NA,NA,NA
64155,6.77474,7.61976,7.28127,NA,NA,NA,0.642,NA,NA,NA,NA
64238,7.41637,7.40746,8.14277,NA,NA,NA,NA,0.895,NA,NA,NA
64523,8.01218,8.15589,7.65344,0.941,NA,NA,NA,NA,NA,NA,NA
