id,x0,x1,x2,fitness-3.5,fitness-5,fitness-4.5,fitness-4,fitness-3,fitness-2.5,fitness-2
6550,-1.80792,4.03482,-4.2754,NA,-60.18,NA,NA,NA,NA,NA
6639,-3.39651,4.59847,-5,NA,NA,-107.921,NA,NA,NA,NA
6865,-3.88515,4.65729,-4.74396,NA,-150.506,NA,NA,NA,NA,NA
7082,-2.85982,4.98758,-4.00825,NA,NA,NA,NA,-154.319,NA,NA
7370,-2.79693,5,-3.56879,NA,NA,NA,NA,-180.184,NA,NA
7521,-2.80434,5,-3.50701,NA,NA,NA,-144.797,NA,NA,NA
7728,-1.55758,4.7028,-2.68911,NA,NA,NA,-217.929,NA,NA,NA
7816,-1.23805,4.82481,-3.29268,NA,NA,-149.024,NA,NA,NA,NA
8177,-3.05694,4.2376,-2.86042,NA,-173.966,NA,NA,NA,NA,NA
8274,-2.6,3.82402,-5,NA,-52.94,NA,NA,NA,NA,NA
8598,-2.16332,3.53123,-4.44527,NA,NA,-50.556,NA,NA,NA,NA
8741,-2.22492,4.04824,-4.08431,NA,NA,-68.593,NA,NA,NA,NA
8940,-2.25491,5,-5,NA,-76.623,NA,NA,NA,NA,NA
9099,-1.92274,4.10856,-5,NA,NA,-28.154,NA,NA,NA,NA
9214,-1.43098,4.88868,-5,NA,-74.488,NA,NA,NA,NA,NA
9461,-0.851282,5,-5,NA,-115.549,NA,NA,NA,NA,NA
9620,-1.05474,5,-4.36528,NA,-123.768,NA,NA,NA,NA,NA
9909,0.108695,5,-5,NA,NA,-238.72,NA,NA,NA,NA
10092,-1.00913,4.39,-4.50969,NA,-96.093,NA,NA,NA,NA,NA
10378,-2.26347,4.67917,-5,NA,-71.815,NA,NA,NA,NA,NA
10438,-3.08007,5,-5,NA,-108.579,NA,NA,NA,NA,NA
10734,-2.11679,5,-4.96799,NA,-80.437,NA,NA,NA,NA,NA
10945,-1.66332,5,-5,NA,-72.884,NA,NA,NA,NA,NA
11034,-1.24647,5,-4.94726,NA,-92.186,NA,NA,NA,NA,NA
11309,-1.88571,5,-4.34871,NA,NA,NA,-95.056,NA,NA,NA
11575,-2.57111,5,-5,-104.332,NA,NA,NA,NA,NA,NA
11646,-2.8586,5,-3.9911,-127.769,NA,NA,NA,NA,NA,NA
11982,-2.14654,3.52515,-5,NA,NA,NA,-63.04,NA,NA,NA
12139,-1.71137,3.87067,-4.70626,NA,NA,-8.668,NA,NA,NA,NA
12286,-1.92238,3.65299,-5,NA,-42.228,NA,NA,NA,NA,NA
12401,-1.56642,4.58978,-4.19632,NA,-75.796,NA,NA,NA,NA,NA
12682,-1.10647,5,-5,NA,-87.206,NA,NA,NA,NA,NA
12954,-0.334901,4.38419,-4.74534,NA,-131.557,NA,NA,NA,NA,NA
13169,0.72018,5,-4.76624,NA,NA,-358.523,NA,NA,NA,NA
13357,-2.34023,3.37054,-4.72891,NA,NA,NA,NA,-162.193,NA,NA
13596,-3.60378,2.73188,-4.03287,-180.173,NA,NA,NA,NA,NA,NA
13659,-4.45752,4.42502,-5,-216.958,NA,NA,NA,NA,NA,NA
13976,-3.13881,4.18017,-5,NA,NA,-82.041,NA,NA,NA,NA
14156,-3.97244,3.16222,-5,-171.273,NA,NA,NA,NA,NA,NA
14205,-3.82542,4.78269,-4.491,NA,NA,NA,-150.956,NA,NA,NA
14466,-3.76664,5,-5,NA,NA,-149.928,NA,NA,NA,NA
14744,-2.0226,5,-4.6634,NA,-82.158,NA,NA,NA,NA,NA
14805,-1.49752,5,-4.99693,NA,-84.96,NA,NA,NA,NA,NA
15149,-2.2467,5,-5,NA,NA,-76.15,NA,NA,NA,NA
15238,-1.48681,5,-4.20447,NA,NA,-102.512,NA,NA,NA,NA
15570,-1.90004,4.91524,-4.17481,NA,-87.071,NA,NA,NA,NA,NA
15713,-3.80318,4.56846,-5,NA,-138.166,NA,NA,NA,NA,NA
15923,-1.72186,2.97299,-5,NA,NA,-55.929,NA,NA,NA,NA
16154,-1.45243,2.64161,-5,NA,-139.969,NA,NA,NA,NA,NA
16355,-2.45208,3.26409,-4.44576,NA,-80.873,NA,NA,NA,NA,NA
16576,-2.06865,3.57396,-4.99443,NA,-51.993,NA,NA,NA,NA,NA
16707,-0.86223,3.77782,-5,NA,-72.213,NA,NA,NA,NA,NA
17000,-3.15919,3.73674,-5,NA,-84.196,NA,NA,NA,NA,NA
17101,-3.93442,4.22962,-3.62268,NA,-184.059,NA,NA,NA,NA,NA
17341,-4.35837,5,-4.16382,NA,NA,-218.891,NA,NA,NA,NA
17479,-2.69168,4.11219,-3.4996,NA,-112.218,NA,NA,NA,NA,NA
17750,-1.88611,3.67397,-2.69259,NA,-177.688,NA,NA,NA,NA,NA
17831,-0.855225,4.00873,-3.92939,NA,-125.372,NA,NA,NA,NA,NA
18131,-1.07099,3.80815,-5,NA,-88.439,NA,NA,NA,NA,NA
18207,-2.6349,4.41284,-5,NA,-67.057,NA,NA,NA,NA,NA
18592,-3.78571,3.7965,-5,NA,-128.047,NA,NA,NA,NA,NA
18720,-2.31636,4.24687,-5,NA,-47.124,NA,NA,NA,NA,NA
18815,-1.94473,5,-5,NA,-80.838,NA,NA,NA,NA,NA
19063,-2.21248,5,-5,NA,NA,NA,NA,-126.402,NA,NA
19292,-1.20495,5,-5,-120.132,NA,NA,NA,NA,NA,NA
19415,-1.88985,5,-5,NA,-78.708,NA,NA,NA,NA,NA
19744,-1.5503,5,-4.76848,NA,-80.651,NA,NA,NA,NA,NA
19968,-1.86118,4.77868,-3.42708,NA,NA,-120.7,NA,NA,NA,NA
20186,-1.72707,4.90886,-5,NA,-75.561,NA,NA,NA,NA,NA
20210,-1.21437,5,-4.94946,NA,-89.892,NA,NA,NA,NA,NA
20492,-1.39055,5,-5,NA,NA,-73.956,NA,NA,NA,NA
20629,-2.4056,4.40723,-4.81599,-100.643,NA,NA,NA,NA,NA,NA
20950,-1.97489,3.10623,-5,NA,NA,-59.253,NA,NA,NA,NA
21175,-1.08086,4.73091,-4.31384,NA,NA,-119.528,NA,NA,NA,NA
21246,-2.47908,4.42993,-4.5862,NA,-67.604,NA,NA,NA,NA,NA
21460,-1.49547,3.7439,-5,NA,NA,-11.721,NA,NA,NA,NA
21646,-2.94682,3.34176,-5,NA,-73.492,NA,NA,NA,NA,NA
21821,-3.35411,2.20077,-5,NA,NA,-162.542,NA,NA,NA,NA
22057,-3.78996,1.23743,-3.81942,NA,NA,NA,-323.534,NA,NA,NA
22331,-2.77172,1.88577,-4.07136,NA,NA,-195.653,NA,NA,NA,NA
22554,-3.35448,2.59011,-4.09847,NA,NA,-150.474,NA,NA,NA,NA
22751,-3.01705,3.34856,-4.31304,NA,NA,-78.696,NA,NA,NA,NA
22939,-1.75812,5,-3.81832,NA,-97.744,NA,NA,NA,NA,NA
23177,-1.58584,3.29008,-4.52029,NA,-70.431,NA,NA,NA,NA,NA
23307,-2.54477,4.55793,-4.25506,NA,-83.718,NA,NA,NA,NA,NA
23491,-2.2723,5,-4.2088,NA,NA,NA,NA,-123.094,NA,NA
23733,-2.9767,5,-4.79213,-103.93,NA,NA,NA,NA,NA,NA
23892,-1.92111,5,-5,NA,-79.108,NA,NA,NA,NA,NA
24101,-1.95024,4.9354,-4.92684,NA,NA,-70.209,NA,NA,NA,NA
24244,-1.20387,4.93576,-5,NA,-88.894,NA,NA,NA,NA,NA
24552,-1.92053,4.76998,-5,NA,NA,-70.483,NA,NA,NA,NA
24609,-2.14223,5,-3.91706,NA,NA,NA,-104.251,NA,NA,NA
24895,-2.59424,3.41634,-5,NA,NA,-52.811,NA,NA,NA,NA
25068,-2.01575,2.92944,-4.36692,NA,NA,-88.616,NA,NA,NA,NA
25249,-2.67043,3.38838,-4.4531,NA,NA,-71.853,NA,NA,NA,NA
25497,-1.79845,2.56149,-4.45177,NA,NA,-125.825,NA,NA,NA,NA
25618,-1.03706,3.07288,-5,NA,NA,NA,-95.718,NA,NA,NA
25912,-1.42894,4.79753,-5,NA,NA,-85.553,NA,NA,NA,NA
26015,-2.01974,5,-3.09946,NA,NA,-161.955,NA,NA,NA,NA
26214,-1.41422,5,-4.17441,NA,-89.773,NA,NA,NA,NA,NA
26499,-2.15364,5,-4.02559,NA,-96.061,NA,NA,NA,NA,NA
26618,-1.87757,5,-5,NA,-78.127,NA,NA,NA,NA,NA
26936,-2.50002,5,-5,NA,-85.672,NA,NA,NA,NA,NA
27192,-2.47613,4.1917,-5,NA,NA,NA,-62.561,NA,NA,NA
27263,-2.659,3.68699,-4.42698,NA,-80.747,NA,NA,NA,NA,NA
27438,-2.76157,4.45316,-5,NA,-75.589,NA,NA,NA,NA,NA
27781,-2.40228,5,-4.68889,NA,NA,NA,-84.263,NA,NA,NA
27819,-2.71576,4.8612,-5,NA,-84.234,NA,NA,NA,NA,NA
28189,-2.65671,4.79907,-5,NA,-75.163,NA,NA,NA,NA,NA
28212,-3.06629,3.61093,-4.07268,NA,NA,NA,-102.9,NA,NA,NA
28545,-2.07675,4.03825,-5,-83.196,NA,NA,NA,NA,NA,NA
28645,-1.65838,5,-5,NA,NA,-75.483,NA,NA,NA,NA
28824,-2.55017,5,-4.03171,NA,-103.23,NA,NA,NA,NA,NA
29075,-2.62062,5,-5,NA,-91.839,NA,NA,NA,NA,NA
29322,-3.32184,5,-5,NA,NA,-115.308,NA,NA,NA,NA
29419,-2.81697,5,-3.24275,NA,NA,-152.413,NA,NA,NA,NA
29745,-1.25769,4.81599,-4.65388,NA,-82.021,NA,NA,NA,NA,NA
29987,-1.6329,5,-3.85899,NA,NA,NA,-115.887,NA,NA,NA
30018,-2.92083,5,-3.90281,NA,-119.363,NA,NA,NA,NA,NA
30268,-2.5864,5,-5,NA,-85.474,NA,NA,NA,NA,NA
30472,-2.62625,5,-4.62247,NA,-91.883,NA,NA,NA,NA,NA
30611,-2.58649,5,-3.74327,NA,-121.667,NA,NA,NA,NA,NA
30946,-2.45033,5,-3.59275,NA,NA,NA,-123.557,NA,NA,NA
31165,-1.19296,4.51812,-4.52657,NA,NA,NA,-78.788,NA,NA,NA
31327,-0.56878,4.48559,-4.62279,NA,-126.622,NA,NA,NA,NA,NA
31525,-1.60108,5,-4.9527,NA,NA,-80.534,NA,NA,NA,NA
31784,-1.37054,5,-5,-123.511,NA,NA,NA,NA,NA,NA
31805,-2.16378,5,-4.52372,NA,NA,NA,-86.852,NA,NA,NA
32046,-2.16384,5,-4.62399,NA,NA,-75.878,NA,NA,NA,NA
32266,-2.74827,5,-5,NA,-94.849,NA,NA,NA,NA,NA
32535,-2.44146,4.85603,-5,NA,NA,-72.636,NA,NA,NA,NA
32676,-2.85044,5,-5,NA,-96.551,NA,NA,NA,NA,NA
32949,-2.02023,5,-5,NA,-81.882,NA,NA,NA,NA,NA
33088,-3.59885,4.41945,-4.74663,NA,NA,-117.831,NA,NA,NA,NA
33309,-3.52965,4.13616,-4.82449,-110.623,NA,NA,NA,NA,NA,NA
33577,-3.79158,4.62141,-4.96955,NA,NA,-138.605,NA,NA,NA,NA
33666,-4.03979,3.34879,-4.22697,NA,-165.255,NA,NA,NA,NA,NA
33969,-3.03678,4.80617,-5,NA,NA,-92.214,NA,NA,NA,NA
34174,-2.07016,4.56512,-5,NA,NA,NA,-60.634,NA,NA,NA
34247,-2.13977,4.78475,-5,NA,-66.16,NA,NA,NA,NA,NA
34589,-2.18214,4.49884,-5,-82.938,NA,NA,NA,NA,NA,NA
34668,-2.08527,5,-4.71243,NA,NA,NA,-89.248,NA,NA,NA
34891,-1.88105,4.59699,-3.62521,NA,NA,-108.015,NA,NA,NA,NA
35182,-2.02419,5,-5,NA,-81.869,NA,NA,NA,NA,NA
35219,-2.10826,5,-5,NA,-80.319,NA,NA,NA,NA,NA
35422,-1.9866,5,-4.45242,NA,NA,-85.259,NA,NA,NA,NA
35619,-1.38596,5,-5,NA,NA,-76.42,NA,NA,NA,NA
35923,-1.46769,4.38767,-4.73494,NA,-67.179,NA,NA,NA,NA,NA
36042,-2.33423,4.39271,-5,NA,-54.749,NA,NA,NA,NA,NA
36286,-0.787433,5,-5,NA,-127.297,NA,NA,NA,NA,NA
36507,-1.10528,4.78179,-5,NA,-101.384,NA,NA,NA,NA,NA
36631,-2.0287,3.90474,-4.72528,NA,NA,-35.676,NA,NA,NA,NA
36829,-0.709718,5,-4.32453,NA,-112.304,NA,NA,NA,NA,NA
37060,-1.11855,5,-5,NA,-87.184,NA,NA,NA,NA,NA
37228,-1.86908,3.83492,-4.3721,NA,-58.37,NA,NA,NA,NA,NA
37527,-0.883877,3.61927,-4.07105,NA,-127.801,NA,NA,NA,NA,NA
37679,-2.45632,2.2078,-5,NA,-142.363,NA,NA,NA,NA,NA
37998,-1.9703,3.69277,-5,NA,-37.05,NA,NA,NA,NA,NA
38059,-2.95763,4.4941,-4.38922,NA,-89.602,NA,NA,NA,NA,NA
38231,-2.24776,4.4581,-4.32033,NA,NA,-61.952,NA,NA,NA,NA
38574,-0.822362,5,-4.46479,NA,NA,NA,-133.625,NA,NA,NA
38728,0.189871,5,-4.2809,NA,NA,NA,-284.714,NA,NA,NA
38959,-1.10408,5,-3.7459,-177.962,NA,NA,NA,NA,NA,NA
39013,-1.82504,5,-3.76722,NA,NA,NA,-118.284,NA,NA,NA
39381,-2.03879,4.16927,-5,NA,NA,-29.771,NA,NA,NA,NA
39503,-3.71943,3.33791,-3.96869,-175.948,NA,NA,NA,NA,NA,NA
39715,-2.37155,3.71521,-3.86463,NA,NA,NA,-114.104,NA,NA,NA
39863,-2.77575,3.96139,-4.79829,-93.583,NA,NA,NA,NA,NA,NA
40051,-1.96772,3.85608,-4.10248,NA,NA,NA,-57.599,NA,NA,NA
40398,-3.57639,4.58436,-4.39668,NA,-127.026,NA,NA,NA,NA,NA
40450,-2.50321,4.38609,-5,NA,-65.874,NA,NA,NA,NA,NA
40626,-3.48554,5,-3.68067,NA,-164.799,NA,NA,NA,NA,NA
40993,-3.77919,5,-4.02905,NA,NA,-167.222,NA,NA,NA,NA
41086,-2.32782,5,-3.32148,NA,NA,-128.766,NA,NA,NA,NA
41277,-1.45529,4.21396,-3.88099,NA,-112.907,NA,NA,NA,NA,NA
41437,-1.32556,4.28321,-4.35641,NA,-46.997,NA,NA,NA,NA,NA
41733,-0.729899,3.99152,-4.01397,NA,NA,NA,-161.593,NA,NA,NA
41885,-2.63393,3.48088,-3.6304,NA,NA,-93.96,NA,NA,NA,NA
42181,-1.89534,2.19218,-4.26236,NA,-181.052,NA,NA,NA,NA,NA
42350,-1.97278,3.44988,-5,NA,NA,-22.086,NA,NA,NA,NA
42436,-1.59728,2.39125,-5,NA,-124.818,NA,NA,NA,NA,NA
42664,-3.60076,2.97296,-5,NA,-139.635,NA,NA,NA,NA,NA
42975,-3.12906,3.24883,-4.65002,NA,-97.461,NA,NA,NA,NA,NA
43027,-2.85072,3.32621,-5,NA,-74.702,NA,NA,NA,NA,NA
43270,-2.43405,3.42812,-4.59331,NA,NA,NA,-80.002,NA,NA,NA
43575,-1.78003,1.87603,-4.51166,NA,NA,NA,-235.485,NA,NA,NA
43693,-0.728982,4.17532,-3.99792,NA,NA,-126.5,NA,NA,NA,NA
43983,-0.830016,3.30139,-4.84861,NA,NA,-68.489,NA,NA,NA,NA
44148,-1.91619,3.54382,-5,NA,-50.467,NA,NA,NA,NA,NA
44230,-2.57471,4.48265,-4.81766,NA,-69.382,NA,NA,NA,NA,NA
44462,-3.27722,4.25285,-5,NA,NA,-91.126,NA,NA,NA,NA
44620,-3.12649,4.08392,-5,NA,NA,NA,-91.927,NA,NA,NA
44986,-2.39425,5,-5,NA,-79.597,NA,NA,NA,NA,NA
45125,-1.46352,5,-5,NA,-87.867,NA,NA,NA,NA,NA
45354,-1.57868,5,-3.15686,NA,-157.729,NA,NA,NA,NA,NA
45571,-1.44852,4.00362,-3.92695,NA,-84.614,NA,NA,NA,NA,NA
45668,-1.92355,2.61713,-5,NA,-121.537,NA,NA,NA,NA,NA
45956,-1.72742,2.61047,-5,NA,NA,-114.044,NA,NA,NA,NA
46095,-1.85841,3.24814,-5,NA,-60.014,NA,NA,NA,NA,NA
46250,-3.53958,3.45822,-4.42176,NA,-125.908,NA,NA,NA,NA,NA
46491,-2.47873,4.03498,-3.89182,NA,-84.968,NA,NA,NA,NA,NA
46658,-2.45636,4.10484,-4.61933,NA,NA,NA,-60.238,NA,NA,NA
46981,-2.94514,4.30068,-5,-116.985,NA,NA,NA,NA,NA,NA
47005,-1.94893,4.01932,-3.37071,NA,NA,NA,NA,-173.549,NA,NA
47392,-1.99566,4.28565,-4.58411,NA,-55.684,NA,NA,NA,NA,NA
47580,-2.20452,4.20461,-3.9548,NA,-75.627,NA,NA,NA,NA,NA
47786,-3.85389,4.59909,-3.35661,NA,-198.62,NA,NA,NA,NA,NA
47860,-2.14189,4.50327,-5,NA,NA,-54.283,NA,NA,NA,NA
48059,-3.14777,5,-4.43606,NA,NA,-112.182,NA,NA,NA,NA
48332,-1.10175,3.84139,-4.78197,NA,NA,NA,-28.46,NA,NA,NA
48525,-1.19211,4.2596,-4.61961,NA,NA,NA,-74.5,NA,NA,NA
48763,-2.21695,4.51757,-3.71615,-120.92,NA,NA,NA,NA,NA,NA
48953,-3.72087,4.39147,-5,NA,NA,-125.47,NA,NA,NA,NA
49038,-2.43338,4.0574,-5,NA,-57.302,NA,NA,NA,NA,NA
49368,-3.2699,5,-2.97505,NA,-200.78,NA,NA,NA,NA,NA
49473,-3.0836,5,-3.92553,-137.504,NA,NA,NA,NA,NA,NA
49709,-1.42452,5,-3.97752,NA,NA,-101.96,NA,NA,NA,NA
49839,-2.04714,4.4745,-5,NA,-53.042,NA,NA,NA,NA,NA
50066,-1.629,4.67178,-4.78323,NA,NA,-52.527,NA,NA,NA,NA
50317,-2.00982,4.15818,-4.7993,NA,NA,NA,-60.928,NA,NA,NA
50594,-1.07891,3.48157,-4.51392,NA,NA,NA,-90.239,NA,NA,NA
50688,-2.19818,2.69952,-4.93063,NA,-99.163,NA,NA,NA,NA,NA
50814,-1.70195,2.49617,-5,NA,-87.556,NA,NA,NA,NA,NA
51119,-2.62483,3.74925,-5,NA,-55.033,NA,NA,NA,NA,NA
51372,-1.2594,4.74654,-5,NA,NA,NA,-83.885,NA,NA,NA
51451,-1.44147,3.22075,-5,NA,NA,-28.766,NA,NA,NA,NA
51629,-1.30589,2.40528,-4.77301,NA,NA,NA,NA,-184.844,NA,NA
51904,-2.28581,3.10381,-5,NA,NA,-62.472,NA,NA,NA,NA
52089,-3.32038,2.61732,-4.34014,NA,-129.471,NA,NA,NA,NA,NA
52210,-2.38614,3.01061,-5,NA,-93.45,NA,NA,NA,NA,NA
52576,-3.97044,2.75236,-5,NA,-168.338,NA,NA,NA,NA,NA
52777,-1.71186,3.36019,-4.2795,NA,-106.964,NA,NA,NA,NA,NA
52826,-2.22086,3.84849,-4.88205,NA,-59.477,NA,NA,NA,NA,NA
53018,-2.55907,3.9789,-4.43342,NA,NA,-63.517,NA,NA,NA,NA
53266,-0.929805,4.19178,-4.54062,NA,-90.488,NA,NA,NA,NA,NA
53503,-1.26955,3.99932,-5,NA,-36.864,NA,NA,NA,NA,NA
53776,-2.08685,5,-5,NA,NA,-69.577,NA,NA,NA,NA
53996,-1.98119,5,-5,NA,-81.648,NA,NA,NA,NA,NA
54079,-2.66169,5,-5,NA,NA,NA,-83.085,NA,NA,NA
54262,-3.21134,4.12707,-4.74307,NA,NA,NA,-101.283,NA,NA,NA
54571,-2.23627,4.48149,-5,NA,-60.614,NA,NA,NA,NA,NA
54698,-1.8188,4.71622,-5,NA,NA,NA,-73.231,NA,NA,NA
54868,-2.17411,2.60241,-5,NA,NA,NA,-116.354,NA,NA,NA
55079,-2.67477,3.20873,-5,NA,NA,-69.401,NA,NA,NA,NA
55251,-3.39759,3.68569,-5,NA,NA,-99.002,NA,NA,NA,NA
55488,-3.64025,2.23872,-5,-198.465,NA,NA,NA,NA,NA,NA
55672,-2.02172,1.75205,-5,NA,-219.451,NA,NA,NA,NA,NA
55967,-1.82456,2.30402,-5,NA,-139.797,NA,NA,NA,NA,NA
56105,-2.30007,2.50886,-5,NA,NA,NA,NA,NA,-194.861,NA
56365,-3.32522,3.26534,-4.23884,NA,NA,NA,NA,-186.545,NA,NA
56507,-2.52803,5,-5,NA,NA,NA,NA,-122.311,NA,NA
56611,-1.84096,4.48844,-5,NA,-52.756,NA,NA,NA,NA,NA
56978,-1.32196,3.47836,-5,NA,-67.849,NA,NA,NA,NA,NA
57050,-1.44151,2.58684,-5,NA,-160.806,NA,NA,NA,NA,NA
57314,-1.06226,3.62752,-5,NA,NA,-30.418,NA,NA,NA,NA
57572,-2.60719,4.60918,-4.61158,-98.065,NA,NA,NA,NA,NA,NA
57648,-2.76582,5,-4.14252,NA,NA,NA,-110.632,NA,NA,NA
57808,-1.39853,5,-5,NA,NA,NA,-98.037,NA,NA,NA
58167,-1.13084,4.86971,-5,-134.079,NA,NA,NA,NA,NA,NA
58224,-1.42315,5,-5,NA,NA,NA,NA,-125.08,NA,NA
58406,-1.63857,5,-5,NA,-73.856,NA,NA,NA,NA,NA
58664,-1.52775,5,-4.24283,NA,-91.578,NA,NA,NA,NA,NA
58812,-1.32181,4.86897,-2.89842,NA,NA,-188.59,NA,NA,NA,NA
59032,-2.01426,4.30529,-3.0052,NA,NA,NA,-160.849,NA,NA,NA
59269,-3.26727,5,-4.43595,NA,-122.398,NA,NA,NA,NA,NA
59425,-3.9599,4.74441,-4.24701,NA,-174.962,NA,NA,NA,NA,NA
59747,-2.29232,3.90738,-5,NA,-61.732,NA,NA,NA,NA,NA
59811,-2.60792,4.64915,-5,NA,NA,NA,-78.201,NA,NA,NA
60119,-3.38721,5,-5,NA,NA,-121.272,NA,NA,NA,NA
60247,-3.86018,4.20284,-5,NA,NA,NA,-135.155,NA,NA,NA
60590,-2.54287,4.85776,-5,NA,NA,NA,-79.628,NA,NA,NA
60741,-3.30894,4.63526,-4.91354,NA,-103.015,NA,NA,NA,NA,NA
60809,-2.17382,5,-4.15371,NA,-91.694,NA,NA,NA,NA,NA
61089,-2.60733,5,-4.38693,NA,-89.906,NA,NA,NA,NA,NA
61310,-2.378,4.18122,-5,NA,-48.841,NA,NA,NA,NA,NA
61588,-2.74078,5,-5,NA,-94.74,NA,NA,NA,NA,NA
61695,-2.31342,5,-4.69749,NA,-76.713,NA,NA,NA,NA,NA
61979,-1.61179,5,-5,NA,NA,-79.011,NA,NA,NA,NA
62070,-1.49989,5,-5,NA,NA,NA,-80.974,NA,NA,NA
62304,-1.60534,4.35392,-5,NA,-47.457,NA,NA,NA,NA,NA
62409,-1.03804,5,-5,NA,NA,-113.488,NA,NA,NA,NA
62649,-1.94565,5,-5,-107.666,NA,NA,NA,NA,NA,NA
62957,-1.1864,3.90187,-4.85868,-86.011,NA,NA,NA,NA,NA,NA
63131,-2.43242,4.98865,-4.69233,NA,NA,-81.468,NA,NA,NA,NA
63280,-0.837703,4.86304,-5,NA,NA,-111.427,NA,NA,NA,NA
63589,-1.98465,4.44348,-5,NA,-59.37,NA,NA,NA,NA,NA
63645,-1.80177,4.50273,-5,NA,-58.594,NA,NA,NA,NA,NA
63808,-1.14756,4.50812,-5,NA,-78.479,NA,NA,NA,NA,NA
64119,-1.58012,3.73128,-5,NA,-38.567,NA,NA,NA,NA,NA
64288,-0.205051,5,-5,NA,NA,NA,-196.379,NA,NA,NA
64455,-0.652965,5,-4.98748,NA,-133.292,NA,NA,NA,NA,NA
64646,-3.03398,3.71857,-4.25699,-104.031,NA,NA,NA,NA,NA,NA
64870,-1.99997,3.78603,-5,-53.462,NA,NA,NA,NA,NA,NA
65142,-2.26495,3.27656,-5,-69.906,NA,NA,NA,NA,NA,NA
65304,-0.795026,3.53288,-5,NA,NA,NA,NA,-195.376,NA,NA
65530,-1.19415,4.23517,-5,NA,-53.583,NA,NA,NA,NA,NA
65684,-1.69413,2.51823,-4.89867,NA,-68.673,NA,NA,NA,NA,NA
65922,-0.817391,2.05395,-4.18038,NA,NA,-184.833,NA,NA,NA,NA
66057,-1.47848,4.47279,-4.25333,NA,NA,NA,-74.314,NA,NA,NA
66258,-1.67309,3.37183,-4.96992,NA,-32.475,NA,NA,NA,NA,NA
66488,-1.78198,3.71752,-5,NA,NA,-16.808,NA,NA,NA,NA
66749,-3.00487,4.0838,-4.76218,NA,-75.609,NA,NA,NA,NA,NA
66987,-2.84264,5,-5,NA,NA,-92.539,NA,NA,NA,NA
67029,-3.34566,3.33095,-4.92309,NA,NA,-101.947,NA,NA,NA,NA
67277,-2.95348,3.47177,-4.82914,NA,-73.531,NA,NA,NA,NA,NA
67509,-2.50844,4.80743,-5,NA,-73.477,NA,NA,NA,NA,NA
67717,-1.30661,4.22519,-5,NA,NA,-28.548,NA,NA,NA,NA
67990,-2.34229,4.89861,-3.79169,NA,-107.585,NA,NA,NA,NA,NA
68148,-2.5563,5,-3.9148,NA,NA,-104.579,NA,NA,NA,NA
