id,x0,x1,x2,fitness-5,fitness-3.5,fitness-3,fitness-2,fitness-4,fitness-2.5,fitness-1.5,fitness-1,fitness-4.5,fitness-0.5
16567,1.4532,2.43658,-4.54855,NA,NA,-28.29,NA,NA,NA,NA,NA,NA,NA
16760,1.8786,2.63275,-4.58172,NA,NA,-30.372,NA,NA,NA,NA,NA,NA,NA
16994,1.78249,2.71758,-2.99156,NA,NA,NA,NA,NA,-73.305,NA,NA,NA,NA
17175,2.011,1.68666,-3.21554,NA,-51.293,NA,NA,NA,NA,NA,NA,NA,NA
17363,0.816943,1.2223,-3.31095,NA,NA,NA,NA,NA,-72.695,NA,NA,NA,NA
17444,2.13894,2.65023,-4.22135,NA,NA,NA,NA,NA,-28.525,NA,NA,NA,NA
17726,1.25885,1.64468,-3.44546,NA,NA,-42.296,NA,NA,NA,NA,NA,NA,NA
17945,0.75623,1.72014,-3.38077,NA,NA,-56.573,NA,NA,NA,NA,NA,NA,NA
18190,0.981749,2.28386,-2.99642,NA,-77.877,NA,NA,NA,NA,NA,NA,NA,NA
18355,1.94759,1.49139,-2.92093,NA,NA,NA,NA,NA,-61.394,NA,NA,NA,NA
18533,3.19673,1.69847,-4.7773,NA,NA,NA,NA,NA,-52.62,NA,NA,NA,NA
18689,4.20019,2.52389,-4.3054,NA,NA,NA,-145.977,NA,NA,NA,NA,NA,NA
18923,2.73057,2.62388,-4.76259,NA,NA,NA,-48.352,NA,NA,NA,NA,NA,NA
19047,2.09884,1.93678,-4.8514,NA,NA,NA,-14.89,NA,NA,NA,NA,NA,NA
19381,1.43085,2.15245,-4.72289,NA,-46.657,NA,NA,NA,NA,NA,NA,NA,NA
19508,2.44241,2.64291,-4.89491,NA,NA,NA,NA,NA,-40.505,NA,NA,NA,NA
19739,3.3815,1.20583,-4.55307,NA,NA,-75.401,NA,NA,NA,NA,NA,NA,NA
19963,2.33247,1.84366,-4.73909,NA,-34.531,NA,NA,NA,NA,NA,NA,NA,NA
20082,1.12044,2.28339,-3.98045,NA,NA,-26.833,NA,NA,NA,NA,NA,NA,NA
20204,2.098,3.05482,-4.24089,NA,NA,NA,NA,NA,-49.071,NA,NA,NA,NA
20443,3.28885,1.96016,-4.60523,NA,NA,NA,NA,NA,-56.158,NA,NA,NA,NA
20751,2.33836,3.17353,-4.57246,NA,NA,NA,NA,NA,NA,-81.774,NA,NA,NA
20828,1.43738,2.94126,-4.79086,NA,NA,NA,NA,NA,NA,-66.094,NA,NA,NA
21173,1.8884,2.44699,-4.23629,NA,NA,NA,NA,NA,-18.586,NA,NA,NA,NA
21288,1.51438,2.04894,-4.30873,NA,NA,NA,NA,NA,-7.722,NA,NA,NA,NA
21560,1.47148,2.48641,-3.99231,NA,NA,NA,NA,NA,-24.08,NA,NA,NA,NA
21760,1.94688,1.47075,-4.51751,NA,NA,NA,NA,NA,NA,-33.823,NA,NA,NA
21870,1.36529,1.92967,-4.44743,NA,NA,NA,NA,NA,NA,-25.857,NA,NA,NA
22015,1.4951,2.68887,-4.37992,NA,NA,NA,-40.88,NA,NA,NA,NA,NA,NA
22356,0.588797,2.15565,-4.79424,NA,NA,NA,NA,NA,NA,NA,-82.536,NA,NA
22511,2.33906,2.15398,-4.19537,NA,NA,NA,-25.44,NA,NA,NA,NA,NA,NA
22775,2.19892,1.88825,-4.77178,NA,NA,-15.193,NA,NA,NA,NA,NA,NA,NA
22829,1.73934,2.82093,-4.71862,NA,NA,NA,NA,NA,-36.401,NA,NA,NA,NA
23169,1.4721,1.81042,-4.93814,NA,NA,NA,NA,NA,-15.472,NA,NA,NA,NA
23279,1.80904,2.50981,-4.11223,NA,NA,NA,NA,NA,NA,NA,NA,-88.79,NA
23523,3.02299,1.7938,-4.47851,NA,NA,NA,NA,NA,-39.835,NA,NA,NA,NA
23789,1.66618,3.02882,-4.39271,NA,NA,NA,NA,NA,-45.071,NA,NA,NA,NA
23956,1.34083,2.14866,-3.86366,NA,NA,NA,NA,NA,-19.117,NA,NA,NA,NA
24051,1.1584,2.53479,-4.31641,NA,NA,NA,-33.108,NA,NA,NA,NA,NA,NA
24222,0.697934,2.13999,-4.94279,NA,NA,-46.121,NA,NA,NA,NA,NA,NA,NA
24462,0.559954,2.16856,-4.91217,NA,NA,NA,NA,NA,-50.849,NA,NA,NA,NA
24751,1.35773,1.8508,-4.58983,NA,NA,-11.476,NA,NA,NA,NA,NA,NA,NA
24996,1.4246,0.771665,-4.24162,NA,NA,NA,NA,NA,-45.671,NA,NA,NA,NA
25068,1.63031,1.64442,-3.74882,NA,NA,NA,NA,NA,-11.524,NA,NA,NA,NA
25281,1.70841,1.80775,-3.29852,NA,-47.166,NA,NA,NA,NA,NA,NA,NA,NA
25557,1.85711,2.01627,-4.03632,NA,NA,NA,NA,NA,-7.459,NA,NA,NA,NA
25601,2.02054,2.24339,-4.23795,NA,NA,NA,-17.675,NA,NA,NA,NA,NA,NA
25853,1.77307,1.60222,-3.71892,NA,NA,-14.13,NA,NA,NA,NA,NA,NA,NA
26012,2.0364,1.33521,-3.91238,NA,NA,-22.183,NA,NA,NA,NA,NA,NA,NA
26388,1.59051,1.10712,-4.80246,NA,NA,NA,NA,NA,-21.417,NA,NA,NA,NA
26548,2.35917,1.62605,-4.27678,NA,NA,-13.857,NA,NA,NA,NA,NA,NA,NA
26611,2.85487,2.03143,-4.7989,NA,NA,NA,NA,NA,-36.583,NA,NA,NA,NA
26809,2.78871,2.01481,-4.25666,NA,NA,-39.408,NA,NA,NA,NA,NA,NA,NA
27041,1.06704,1.10978,-4.37579,NA,NA,-34.439,NA,NA,NA,NA,NA,NA,NA
27392,0.724322,0.968359,-3.87122,NA,NA,NA,NA,NA,-80.45,NA,NA,NA,NA
27542,1.5388,1.13552,-4.63656,NA,NA,NA,NA,-81.235,NA,NA,NA,NA,NA
27763,2.66563,1.46417,-4.70804,NA,NA,NA,NA,-62.763,NA,NA,NA,NA,NA
27898,1.47554,0.781908,-4.53635,NA,-61.991,NA,NA,NA,NA,NA,NA,NA,NA
28021,0.893854,2.04173,-3.73308,NA,-46.369,NA,NA,NA,NA,NA,NA,NA,NA
28202,1.89048,1.43865,-3.66871,NA,NA,NA,NA,NA,-16.505,NA,NA,NA,NA
28570,3.00588,1.53497,-4.20032,NA,-58.327,NA,NA,NA,NA,NA,NA,NA,NA
28670,1.90293,3.3237,-3.82704,NA,NA,-80.863,NA,NA,NA,NA,NA,NA,NA
28944,1.44298,2.55534,-3.0841,NA,-82.587,NA,NA,NA,NA,NA,NA,NA,NA
29112,1.57058,2.00344,-3.66985,NA,NA,NA,NA,NA,-18.156,NA,NA,NA,NA
29321,2.65156,1.1844,-4.57253,NA,NA,NA,NA,NA,-32.554,NA,NA,NA,NA
29429,2.03091,1.76909,-4.79234,NA,NA,NA,NA,NA,NA,-26.093,NA,NA,NA
29683,2.48401,1.98313,-3.07992,NA,NA,-64.902,NA,NA,NA,NA,NA,NA,NA
29954,2.20784,2.02016,-4.26264,NA,NA,NA,NA,NA,-10.862,NA,NA,NA,NA
30092,1.73235,1.76336,-4.28083,NA,NA,NA,-5.668,NA,NA,NA,NA,NA,NA
30373,2.04213,1.19585,-4.9084,NA,NA,NA,NA,NA,-22.542,NA,NA,NA,NA
30407,2.00122,0.832276,-3.75265,NA,NA,NA,-52.289,NA,NA,NA,NA,NA,NA
30641,1.64916,0.754471,-3.14736,NA,NA,NA,NA,NA,NA,-128.822,NA,NA,NA
30860,1.86673,1.55604,-4.68466,NA,NA,NA,-12.197,NA,NA,NA,NA,NA,NA
31039,1.86533,1.24955,-4.749,NA,NA,NA,NA,NA,-12.508,NA,NA,NA,NA
31268,1.6786,2.40564,-3.89192,NA,NA,NA,NA,NA,NA,-53.639,NA,NA,NA
31416,2.96712,2.24093,-3.81736,NA,NA,NA,NA,NA,NA,-75.256,NA,NA,NA
31758,2.76391,0.987261,-4.92794,NA,NA,NA,NA,NA,NA,-66.501,NA,NA,NA
31858,1.6073,2.08732,-4.03471,NA,NA,NA,NA,NA,NA,NA,-55.508,NA,NA
32009,1.16378,2.11405,-4.635,NA,NA,NA,NA,NA,-20.597,NA,NA,NA,NA
32318,2.8303,2.1282,-4.68813,NA,NA,NA,-37.655,NA,NA,NA,NA,NA,NA
32556,1.94967,1.78535,-4.43698,NA,NA,NA,-15.263,NA,NA,NA,NA,NA,NA
32701,2.51543,1.81527,-4.031,NA,NA,NA,NA,NA,NA,-41.751,NA,NA,NA
32963,0.804561,2.5491,-4.87234,NA,NA,NA,NA,NA,-47.947,NA,NA,NA,NA
33068,2.17459,2.705,-4.75027,NA,NA,NA,NA,NA,-34.806,NA,NA,NA,NA
33349,0.657907,1.89191,-4.63043,NA,NA,NA,NA,NA,-39.236,NA,NA,NA,NA
33496,2.12924,1.8462,-4.86363,NA,NA,NA,NA,NA,-13.785,NA,NA,NA,NA
33636,1.12212,2.35494,-3.41105,NA,NA,NA,NA,NA,-45.365,NA,NA,NA,NA
33895,0.288574,2.95653,-4.68833,NA,NA,-91.072,NA,NA,NA,NA,NA,NA,NA
34102,0.668557,1.8134,-4.04287,NA,NA,NA,NA,NA,-39.151,NA,NA,NA,NA
34370,0.627031,2.5378,-4.26566,NA,-77.515,NA,NA,NA,NA,NA,NA,NA,NA
34437,0.844983,2.14117,-4.00033,NA,NA,NA,NA,NA,-34.803,NA,NA,NA,NA
34683,1.3239,2.89486,-4.66997,NA,NA,NA,-47.627,NA,NA,NA,NA,NA,NA
34995,1.28284,1.98146,-4.78759,NA,NA,NA,NA,NA,-16.618,NA,NA,NA,NA
35038,1.68629,2.62027,-4.09329,NA,NA,-29.429,NA,NA,NA,NA,NA,NA,NA
35286,3.21877,1.79319,-2.39284,NA,NA,NA,NA,NA,-193.399,NA,NA,NA,NA
35595,1.99541,3.00335,-3.67547,NA,NA,NA,NA,-89.449,NA,NA,NA,NA,NA
35703,2.22285,3.42531,-3.7653,NA,NA,-92.709,NA,NA,NA,NA,NA,NA,NA
35892,1.51273,2.43048,-4.25307,NA,NA,NA,NA,NA,-18.545,NA,NA,NA,NA
36112,0.939754,3.34444,-4.24099,NA,NA,-84.636,NA,NA,NA,NA,NA,NA,NA
36399,0.0580522,2.06184,-4.53713,NA,-90.917,NA,NA,NA,NA,NA,NA,NA,NA
36528,1.30219,1.97918,-3.74178,NA,-39.075,NA,NA,NA,NA,NA,NA,NA,NA
36701,1.4674,0.438443,-4.67579,NA,NA,-82.917,NA,NA,NA,NA,NA,NA,NA
36992,1.44666,1.39096,-4.41576,NA,NA,NA,-18.483,NA,NA,NA,NA,NA,NA
37114,1.60415,0.909579,-4.51585,NA,NA,NA,NA,NA,NA,-81.795,NA,NA,NA
37237,1.3306,0.266183,-4.97668,NA,NA,NA,-167.028,NA,NA,NA,NA,NA,NA
37574,2.0438,2.16396,-4.31259,NA,NA,NA,-12.795,NA,NA,NA,NA,NA,NA
37681,1.96518,0.862859,-4.30468,NA,NA,-30.713,NA,NA,NA,NA,NA,NA,NA
37908,1.96803,2.14078,-3.47987,NA,NA,NA,NA,NA,-28.857,NA,NA,NA,NA
38037,3.07147,1.11199,-4.19639,NA,-66.25,NA,NA,NA,NA,NA,NA,NA,NA
38255,2.50018,1.29065,-4.69125,NA,-44.181,NA,NA,NA,NA,NA,NA,NA,NA
38410,2.48891,1.31615,-4.92958,NA,-51.061,NA,NA,NA,NA,NA,NA,NA,NA
38664,2.35704,2.40219,-4.92033,NA,NA,-40.862,NA,NA,NA,NA,NA,NA,NA
38813,2.3952,2.26427,-3.50244,NA,NA,NA,NA,NA,-39.428,NA,NA,NA,NA
39107,2.62109,1.57936,-4.20573,NA,NA,NA,NA,NA,-21.262,NA,NA,NA,NA
39242,2.40974,2.31294,-4.00625,NA,-52.094,NA,NA,NA,NA,NA,NA,NA,NA
39454,2.67008,0.944828,-3.80023,NA,NA,-59.694,NA,NA,NA,NA,NA,NA,NA
39635,2.09376,1.39189,-4.21795,NA,-29.71,NA,NA,NA,NA,NA,NA,NA,NA
39921,3.56131,1.13498,-4.23343,NA,NA,-82.67,NA,NA,NA,NA,NA,NA,NA
40187,2.29077,2.19687,-3.82422,NA,-55.484,NA,NA,NA,NA,NA,NA,NA,NA
40327,1.89056,1.92834,-3.12876,NA,-56.5,NA,NA,NA,NA,NA,NA,NA,NA
40403,0.693226,1.54025,-3.94983,NA,NA,-52.044,NA,NA,NA,NA,NA,NA,NA
40648,1.60224,1.60527,-4.74795,NA,-39.153,NA,NA,NA,NA,NA,NA,NA,NA
40912,2.33468,1.60738,-4.95682,NA,NA,NA,NA,-81.61,NA,NA,NA,NA,NA
41101,2.37723,0.973209,-3.65114,NA,-60.475,NA,NA,NA,NA,NA,NA,NA,NA
41366,3.53661,1.1335,-4.08194,NA,-112.988,NA,NA,NA,NA,NA,NA,NA,NA
41559,3.03038,0.835458,-4.33988,NA,-78.801,NA,NA,NA,NA,NA,NA,NA,NA
41616,3.6651,1.44182,-4.53961,NA,NA,-90.873,NA,NA,NA,NA,NA,NA,NA
41974,3.4794,2.52654,-4.11281,NA,NA,-87.698,NA,NA,NA,NA,NA,NA,NA
42034,1.49686,2.86211,-3.76898,NA,-63.944,NA,NA,NA,NA,NA,NA,NA,NA
42254,1.94474,2.24431,-3.85793,NA,NA,NA,NA,NA,NA,-39.014,NA,NA,NA
42456,1.58461,1.30454,-4.40101,NA,NA,NA,NA,NA,NA,-26.57,NA,NA,NA
42737,2.14276,2.33506,-4.24185,NA,NA,NA,NA,NA,-17.274,NA,NA,NA,NA
42961,2.09926,2.37957,-4.25405,NA,NA,NA,NA,NA,NA,-31.587,NA,NA,NA
43124,2.11178,2.18256,-4.00594,NA,NA,NA,NA,NA,-14.673,NA,NA,NA,NA
43359,1.59727,2.58407,-4.43011,NA,NA,NA,NA,NA,NA,-36.985,NA,NA,NA
43452,2.44886,1.71432,-4.98924,NA,NA,NA,NA,NA,NA,-45.298,NA,NA,NA
43708,2.40059,1.81143,-3.69184,NA,NA,NA,NA,NA,-23.751,NA,NA,NA,NA
43840,2.25437,1.05006,-4.87285,NA,NA,NA,NA,NA,-28.522,NA,NA,NA,NA
44139,1.25868,0.680271,-4.49639,NA,-73.625,NA,NA,NA,NA,NA,NA,NA,NA
44400,2.95724,1.91199,-4.30311,NA,-60.799,NA,NA,NA,NA,NA,NA,NA,NA
44503,2.26002,1.23452,-4.01538,NA,NA,-27.713,NA,NA,NA,NA,NA,NA,NA
44769,2.48252,1.93804,-4.22586,NA,NA,-21.502,NA,NA,NA,NA,NA,NA,NA
44849,2.85279,1.79113,-4.0279,NA,NA,-39.336,NA,NA,NA,NA,NA,NA,NA
45164,2.81698,1.98205,-4.00146,NA,NA,-41.423,NA,NA,NA,NA,NA,NA,NA
45233,1.65241,1.2582,-4.64467,NA,-29.901,NA,NA,NA,NA,NA,NA,NA,NA
45534,1.61877,0.784005,-3.42739,NA,NA,NA,-75.447,NA,NA,NA,NA,NA,NA
45719,1.5363,1.49188,-3.71234,NA,NA,NA,NA,NA,NA,-45.785,NA,NA,NA
45818,2.29726,1.96411,-4.95285,NA,NA,NA,-30.338,NA,NA,NA,NA,NA,NA
46164,2.87451,1.61643,-2.8901,NA,NA,NA,NA,NA,-96.636,NA,NA,NA,NA
46273,2.46431,1.77592,-3.69951,NA,NA,-32.664,NA,NA,NA,NA,NA,NA,NA
46460,3.27232,1.41846,-4.37034,NA,-86.424,NA,NA,NA,NA,NA,NA,NA,NA
46723,4.1166,1.84101,-4.73045,NA,NA,-127.267,NA,NA,NA,NA,NA,NA,NA
46817,2.80713,1.41642,-4.57481,NA,NA,NA,NA,-68.711,NA,NA,NA,NA,NA
47008,1.81511,2.17331,-4.89319,NA,NA,NA,NA,NA,-16.533,NA,NA,NA,NA
47336,2.12493,1.92664,-3.59297,NA,NA,NA,NA,NA,NA,-50.828,NA,NA,NA
47542,2.61883,1.87856,-3.34856,NA,NA,NA,NA,NA,NA,NA,-80.962,NA,NA
47613,2.30551,2.05702,-4.03766,NA,NA,NA,NA,NA,-15.84,NA,NA,NA,NA
47994,2.02769,2.04164,-3.86248,NA,NA,NA,NA,NA,-14.144,NA,NA,NA,NA
48179,1.34692,1.2657,-4.83677,NA,NA,NA,NA,NA,NA,NA,-91.214,NA,NA
48287,2.00331,0.742518,-3.832,NA,NA,NA,NA,NA,NA,NA,-103.666,NA,NA
48445,2.31588,1.46322,-3.47693,NA,NA,NA,NA,NA,-32.871,NA,NA,NA,NA
48664,2.74447,2.12478,-3.10112,NA,NA,NA,NA,NA,-74.287,NA,NA,NA,NA
48933,1.57542,2.57053,-3.97599,NA,NA,-28.628,NA,NA,NA,NA,NA,NA,NA
49055,2.09406,1.81349,-3.55264,NA,NA,-25.886,NA,NA,NA,NA,NA,NA,NA
49289,1.46366,2.23884,-4.89981,NA,NA,NA,NA,NA,-20.882,NA,NA,NA,NA
49503,0.852741,1.25247,-4.29474,NA,NA,NA,-49.959,NA,NA,NA,NA,NA,NA
49636,0.657352,2.04642,-4.59575,NA,NA,NA,NA,NA,-39.507,NA,NA,NA,NA
49956,0.756619,1.92232,-4.40584,NA,NA,-33.288,NA,NA,NA,NA,NA,NA,NA
50107,1.44334,1.6805,-3.56375,NA,NA,NA,NA,NA,-22.977,NA,NA,NA,NA
50252,1.23258,2.43528,-3.27931,NA,-72.105,NA,NA,NA,NA,NA,NA,NA,NA
50549,2.27749,1.21994,-4.13867,NA,NA,-20.157,NA,NA,NA,NA,NA,NA,NA
50729,1.9271,1.41104,-4.12746,NA,-20.42,NA,NA,NA,NA,NA,NA,NA,NA
50955,2.625,1.35921,-3.52248,NA,-64.554,NA,NA,NA,NA,NA,NA,NA,NA
51073,1.83839,2.40854,-4.28148,NA,-38.309,NA,NA,NA,NA,NA,NA,NA,NA
51286,0.785327,1.57015,-4.16907,NA,NA,-37.595,NA,NA,NA,NA,NA,NA,NA
51496,0.554262,1.75818,-4.06102,NA,NA,NA,NA,NA,-49.526,NA,NA,NA,NA
51685,1.02414,1.28189,-4.17631,NA,NA,-35.505,NA,NA,NA,NA,NA,NA,NA
51966,1.4152,2.66506,-3.88791,NA,NA,NA,NA,NA,-33.644,NA,NA,NA,NA
52077,1.90625,2.12291,-4.36704,NA,NA,-15.322,NA,NA,NA,NA,NA,NA,NA
52201,2.26389,3.00625,-3.88297,NA,NA,-65.515,NA,NA,NA,NA,NA,NA,NA
52513,3.20542,2.28498,-4.14787,NA,NA,-64.145,NA,NA,NA,NA,NA,NA,NA
52783,1.45612,2.59002,-4.85941,NA,-45.107,NA,NA,NA,NA,NA,NA,NA,NA
52874,0.914859,1.91559,-4.35838,NA,NA,NA,-27.089,NA,NA,NA,NA,NA,NA
53036,1.39633,2.001,-4.56018,NA,NA,NA,NA,NA,-11.509,NA,NA,NA,NA
53266,1.37139,1.97358,-4.48006,NA,NA,NA,NA,NA,-10.339,NA,NA,NA,NA
53404,0.806976,1.7891,-4.60976,NA,-44.393,NA,NA,NA,NA,NA,NA,NA,NA
53660,0.954217,2.82072,-4.73461,NA,NA,NA,NA,NA,-50.287,NA,NA,NA,NA
53832,2.26369,1.83226,-4.29711,NA,NA,NA,NA,NA,NA,-32.626,NA,NA,NA
54187,2.54541,1.31397,-3.79328,NA,NA,NA,-37.719,NA,NA,NA,NA,NA,NA
