id,x0,x1,x2,fitness-5,fitness-4.5,fitness-1.5,fitness-2.5,fitness-3,fitness-4,fitness-2,fitness-3.5,fitness-1,fitness0,fitness1,fitness1.5,fitness-0.5,fitness0.5,fitness2,fitness4,fitness3.5,fitness2.5,fitness3,fitness5,fitness4.5
7753,1.89772,-0.694416,1.10467,NA,NA,NA,NA,NA,NA,NA,-2.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7817,1.02548,-0.151144,1.73705,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8096,1.0088,-0.203814,1.03545,NA,NA,NA,-33.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8265,1.18481,-1.42346,3.1574,NA,NA,NA,NA,NA,NA,374.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8508,1.64101,-1.50157,2.46512,NA,NA,295.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8643,2.98079,-1.29183,3.00487,NA,NA,NA,NA,NA,NA,NA,NA,8.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8814,2.38136,-0.383208,2.94913,NA,NA,42.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9139,3.24012,0.16261,1.26042,NA,NA,130.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9295,2.99832,0.0715602,1.37216,NA,NA,NA,NA,NA,NA,-4.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9596,2.08185,-2.12216,1.29608,NA,NA,NA,31.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9633,2.87544,-1.11629,2.2556,NA,NA,NA,NA,NA,NA,NA,-6.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9840,4.20563,0.335134,2.46379,NA,8.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10072,3.58984,0.759786,2.8954,NA,NA,NA,NA,NA,11.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10337,3.15584,1.47432,4.08021,NA,30.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10450,2.6032,0.941892,5,68.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10606,2.76503,3.0606,4.48221,9.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10927,2.03824,4.38307,4.15766,9.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11074,1.35407,4.74226,3.52183,20.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11347,1.25848,4.9978,4.44854,204.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11451,1.8046,5,3.65103,186.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11680,1.88625,5,2.02824,NA,NA,NA,NA,NA,NA,NA,-16.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11995,3.0953,4.55613,3.95205,NA,NA,NA,10.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12170,4.34834,3.48765,4.61462,NA,NA,NA,NA,17.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12382,4.76693,3.24462,4.64263,NA,NA,2063.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12465,4.98928,3.69008,3.56542,NA,NA,NA,NA,81.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12638,5,4.84238,5,NA,NA,NA,NA,NA,NA,2347.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12801,3.61927,4.97667,5,NA,NA,NA,NA,NA,NA,1089.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13141,2.22616,4.99106,5,NA,NA,344.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13326,1.39944,4.35766,4.41341,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13516,3.05942,5,4.99076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13723,3.10759,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.594,NA,NA,NA,NA,NA,NA,NA,NA,NA
13886,3.87014,5,4.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3956.59,NA,NA,NA,NA,NA,NA,NA,NA
14147,3.76268,4.72068,5,NA,NA,NA,NA,NA,NA,1798.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14396,2.23652,4.93203,3.50605,NA,NA,NA,NA,NA,NA,NA,NA,279.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14564,0.782651,5,3.27112,NA,NA,1576.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14741,0.585295,5,3.903,NA,NA,NA,NA,NA,NA,-1.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14999,0.244179,4.78725,4.48651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.561,NA,NA,NA,NA,NA,NA,NA,NA
15090,0.78801,4.92784,5,NA,NA,NA,NA,NA,NA,2008.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15256,0.333902,3.24601,3.21372,NA,NA,NA,NA,NA,NA,-120.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15569,-0.472996,3.16828,3.44615,NA,NA,NA,NA,NA,NA,-24.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15741,-1.86802,3.71695,2.78762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.022,NA,NA,NA,NA,NA,NA,NA
15904,-2.35893,4.18477,0.499792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.216,NA,NA,NA,NA,NA,NA,NA
16161,-2.47825,5,-0.458239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16217,-3.01973,4.69773,-0.652042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-774.364,NA,NA,NA,NA,NA,NA,NA,NA,NA
16488,-2.85653,5,0.829811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.356,NA,NA,NA,NA,NA,NA
16761,-4.42664,5,-0.42556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.266,NA,NA,NA,NA,NA,NA
16958,-5,4.08698,-2.72662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.54,NA,NA,NA,NA,NA
17069,-4.72773,4.55955,-2.45223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.24,NA,NA,NA,NA
17214,-4.48722,5,-2.3622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.058,NA,NA,NA
17407,-4.62416,5,-2.10176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.318,NA,NA
17762,-3.80003,4.21723,-3.93084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.017,NA
17975,-2.11877,3.87474,-4.56078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.277,NA
18008,-1.35194,5,-4.60985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57.436,NA,NA,NA,NA,NA
18377,-1.47518,4.86688,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5653.028,NA
18497,-2.13414,4.21054,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712.8,NA
18788,-1.93832,4.952,-4.80198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591.301
18915,-1.67319,5,-4.20869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.32,NA,NA,NA,NA,NA
19045,-1.90548,5,-3.90938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.127,NA,NA,NA,NA,NA
19207,-1.70995,5,-4.80938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.689,NA,NA,NA
19411,-1.62436,3.76353,-3.30301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.775,NA,NA,NA
19741,-1.22363,4.86868,-4.22816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.825,NA,NA,NA,NA,NA
20000,-1.35745,4.59849,-4.25961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.108,NA,NA
20073,-2.03412,5,-2.10146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524.829,NA,NA,NA,NA
20291,-2.32029,3.88364,-1.8324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.51
20441,-3.85879,4.77264,-1.62867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.555,NA,NA,NA,NA
20778,-5,5,0.116398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.927,NA
20888,-4.75004,4.25693,0.324693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.569,NA
21156,-5,4.84395,-0.371198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1770.31
21326,-3.26777,3.47543,0.00955838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.765,NA
21507,-4.55416,4.00866,-0.188237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.632,NA
21750,-5,4.97382,0.663343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.071,NA,NA,NA,NA,NA
21904,-4.44786,5,-0.466039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.111,NA,NA,NA,NA
22079,-5,5,-0.57576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.246,NA,NA,NA,NA
22311,-3.52102,5,-0.715718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3234.483,NA
22401,-3.95608,5,-0.0389606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1547.342,NA
22619,-4.41482,4.31548,-2.32447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.939
22912,-2.30717,3.20287,-1.78211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.255,NA
23178,-2.48536,3.46504,0.070731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.838,NA
23221,-3.43445,2.51946,0.251049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.151,NA
23579,-3.19532,2.39018,0.0245117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-127.597,NA
23640,-1.96147,1.30451,-0.251762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.668
23917,-2.51527,-0.178179,-2.01004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1811.175,NA
24100,-0.808459,-0.0613982,-2.27117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.783,NA,NA
24227,-0.835293,-0.231645,-4.14585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.559,NA,NA,NA,NA,NA,NA
24488,-0.0785954,1.69755,-4.39421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38.638,NA,NA,NA
24743,-0.371221,0.407376,-3.28286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.566,NA,NA,NA,NA
24913,1.31155,1.27084,-1.69405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.762,NA,NA,NA,NA
25135,2.63042,1.12315,-3.32656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.583
25204,0.445017,0.833222,-3.70131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.373,NA
25415,0.886217,-0.631061,-3.44521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830.263,NA
25715,1.67685,0.191879,-4.30977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.331,NA
25883,2.90895,-0.843363,-4.6263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.241,NA
26027,3.77255,-0.202791,-3.78506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.402,NA
26345,4.89599,-0.290401,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2534.965,NA
26446,4.16146,-0.76306,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644.252,NA,NA,NA,NA,NA
26634,3.82237,-1.4806,-4.36986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.708,NA,NA,NA,NA
26827,4.077,-0.00459623,-4.28002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.184,NA,NA,NA,NA,NA
27041,4.85813,-0.0470811,-4.30616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.05,NA,NA,NA,NA,NA,NA
27259,4.49877,1.21239,-4.30035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.548,NA,NA
27535,3.46005,1.65765,-3.40426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.916,NA,NA,NA
27687,1.94637,2.90542,-4.18307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.948,NA,NA,NA,NA,NA,NA,NA
27870,0.861227,2.79719,-3.8572,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28015,-0.429346,2.2573,-3.52263,NA,NA,66.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28356,-1.02677,2.18962,-3.00839,NA,NA,NA,NA,NA,NA,NA,NA,-612.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28505,-1.47968,2.03997,-2.54744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.416,NA,NA,NA,NA,NA,NA,NA
28795,-1.36106,2.35812,-2.79433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28812,-1.76296,4.06814,-2.10084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.623,NA,NA,NA,NA,NA,NA,NA
29059,-1.87444,4.43872,-2.53544,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29213,-1.61177,3.26414,-3.45714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29503,-0.693021,4.1415,-3.01451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29615,-0.318468,4.34377,-2.83921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
29828,2.34949,3.8183,-2.90306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.123,NA,NA,NA,NA,NA,NA,NA,NA
30089,3.52299,3.27405,-4.62242,NA,NA,NA,NA,3.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30338,4.45322,3.05184,-3.58793,NA,NA,NA,NA,15.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30549,3.88165,3.82661,-3.02503,NA,NA,NA,74.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30757,5,4.3522,-3.72066,NA,NA,NA,15.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30990,3.08903,5,-3.21786,NA,NA,NA,-5.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31020,4.09642,4.54535,-3.34498,NA,NA,88.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31316,3.90476,4.34442,-3.36166,NA,NA,135.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31489,3.06181,2.80289,-5,NA,NA,NA,NA,24.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31639,3.81395,3.90566,-3.91264,NA,NA,NA,NA,-58.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31964,3.27792,5,-3.88054,NA,NA,NA,NA,NA,168.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32170,1.07126,5,-4.99913,NA,21.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32215,-2.03184,5,-3.52955,NA,413.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32490,-1.33474,4.31276,-2.64005,NA,420.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32660,-2.0275,3.54244,-3.24814,NA,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32971,-2.2676,4.15448,-1.61596,NA,-9.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
