id,x0,x1,x2,fitness8.5,fitness8,fitness7.5,fitness9,fitness7,fitness6.5
11645,7.78541,7.91879,7.03825,NA,0.885,NA,NA,NA,NA
11878,7.41642,8.13961,8.31527,NA,NA,0.844,NA,NA,NA
12111,7.3758,8.19804,8.54259,NA,NA,NA,NA,0.687,NA
12336,8.19613,8.11922,8.06646,NA,0.868,NA,NA,NA,NA
12416,8.47139,7.36123,8.34293,NA,NA,0.792,NA,NA,NA
12705,7.83889,7.36591,7.8059,NA,NA,NA,NA,0.874,NA
12904,7.84955,8.25409,7.57303,0.828,NA,NA,NA,NA,NA
13043,7.75968,7.73636,7.76563,NA,0.949,NA,NA,NA,NA
13312,7.25545,7.79188,7.66945,NA,NA,0.954,NA,NA,NA
13401,7.56493,7.37467,7.29169,NA,NA,0.916,NA,NA,NA
13663,7.49207,8.35937,7.65981,NA,NA,NA,NA,0.798,NA
13913,7.26297,8.24691,7.30743,NA,NA,0.851,NA,NA,NA
14089,6.70926,7.96858,8.08356,NA,NA,0.754,NA,NA,NA
14213,6.79072,7.15061,8.01035,0.675,NA,NA,NA,NA,NA
14427,7.43575,7.11759,7.58252,0.773,NA,NA,NA,NA,NA
14752,8.16686,7.98159,6.97336,NA,NA,NA,0.583,NA,NA
14906,7.14805,7.50698,7.33777,NA,0.868,NA,NA,NA,NA
15123,7.38718,7.63723,7.45926,NA,NA,0.96,NA,NA,NA
15246,7.22724,8.09204,7.20136,0.702,NA,NA,NA,NA,NA
15420,8.40916,7.13247,7.84338,NA,0.793,NA,NA,NA,NA
15632,8.0126,7.54202,6.97123,NA,0.859,NA,NA,NA,NA
15874,7.78929,7.27821,7.48075,NA,0.935,NA,NA,NA,NA
16019,7.17918,7.78813,7.87603,NA,NA,0.904,NA,NA,NA
16396,7.95292,7.66581,7.74611,NA,0.981,NA,NA,NA,NA
16575,7.83434,8.30844,7.83715,NA,0.881,NA,NA,NA,NA
16668,7.15244,7.96313,7.02162,NA,NA,0.805,NA,NA,NA
16993,7.65826,7.64529,7.76462,NA,NA,0.96,NA,NA,NA
17104,7.94613,7.85208,8.09255,NA,NA,0.955,NA,NA,NA
17317,7.8879,7.73422,7.62162,NA,0.983,NA,NA,NA,NA
17512,7.26376,7.52415,7.99966,NA,0.925,NA,NA,NA,NA
17724,7.77059,7.33847,7.28931,NA,NA,0.908,NA,NA,NA
17833,7.06399,7.93224,7.536,NA,NA,0.889,NA,NA,NA
18150,7.88659,7.66095,7.47457,NA,NA,0.981,NA,NA,NA
18286,7.74383,7.99772,8.22828,NA,NA,0.931,NA,NA,NA
18581,8.1801,7.75522,7.49981,NA,NA,0.917,NA,NA,NA
18665,7.7617,7.73415,7.83437,NA,0.94,NA,NA,NA,NA
18807,8.1233,8.17928,7.85123,NA,0.912,NA,NA,NA,NA
19137,8.12037,7.91428,7.3518,0.818,NA,NA,NA,NA,NA
19356,8.08552,8.43963,7.66071,NA,0.869,NA,NA,NA,NA
19409,7.02761,7.34689,8.30608,NA,0.776,NA,NA,NA,NA
19712,7.30823,7.9872,7.35641,NA,NA,0.923,NA,NA,NA
19918,8.00791,8.34656,7.56533,0.748,NA,NA,NA,NA,NA
20073,7.32168,8.27681,8.29325,NA,NA,NA,NA,0.774,NA
20275,8.06267,8.28183,8.22801,NA,0.842,NA,NA,NA,NA
20455,7.05193,7.2474,7.77599,NA,0.86,NA,NA,NA,NA
20795,7.22837,7.53596,7.46259,NA,NA,0.931,NA,NA,NA
20802,7.02958,7.77799,8.1219,NA,NA,0.864,NA,NA,NA
21190,7.15834,7.86205,8.65433,NA,0.733,NA,NA,NA,NA
21347,7.31724,9.0137,8.0096,NA,0.698,NA,NA,NA,NA
21538,7.14176,8.23568,7.8595,NA,0.832,NA,NA,NA,NA
21669,7.74989,8.34007,7.58996,NA,NA,0.88,NA,NA,NA
21829,7.73151,8.88209,8.44977,NA,0.672,NA,NA,NA,NA
22058,8.16787,7.78034,7.17247,NA,NA,0.856,NA,NA,NA
22267,8.41023,7.09657,7.15292,NA,NA,0.744,NA,NA,NA
22592,7.91333,8.00404,6.69047,NA,NA,0.763,NA,NA,NA
22700,8.95407,7.23827,7.24274,NA,0.627,NA,NA,NA,NA
22845,6.92528,7.72343,8.12914,NA,0.804,NA,NA,NA,NA
23038,7.53007,7.69632,8.11161,NA,0.921,NA,NA,NA,NA
23304,7.2649,7.6219,7.28533,NA,NA,NA,NA,0.778,NA
23437,7.23013,7.97894,7.23143,NA,NA,NA,NA,0.7,NA
23795,7.75331,7.81421,7.28966,NA,NA,0.959,NA,NA,NA
23829,7.50458,7.95916,7.21393,NA,0.887,NA,NA,NA,NA
24168,7.43636,8.16165,7.10623,0.733,NA,NA,NA,NA,NA
24364,7.46764,8.09117,8.75925,NA,0.779,NA,NA,NA,NA
24472,8.41079,8.21356,7.70348,NA,NA,0.861,NA,NA,NA
24713,7.46797,7.96683,6.96917,0.744,NA,NA,NA,NA,NA
24905,8.11057,7.16068,7.61825,NA,0.861,NA,NA,NA,NA
25107,7.45612,8.11581,7.6643,NA,0.952,NA,NA,NA,NA
25399,7.52864,7.84421,7.6192,NA,0.958,NA,NA,NA,NA
25469,7.62795,8.15488,6.89324,NA,NA,0.787,NA,NA,NA
25703,7.86168,7.84791,7.60535,NA,NA,0.947,NA,NA,NA
25829,7.3276,7.26254,8.15504,NA,NA,NA,NA,0.839,NA
26170,7.31868,7.12921,8.12291,NA,0.853,NA,NA,NA,NA
26239,6.59137,7.76366,7.69346,NA,0.737,NA,NA,NA,NA
26535,8.08365,8.14166,8.75243,NA,0.757,NA,NA,NA,NA
26752,7.87606,7.58878,7.17378,NA,0.883,NA,NA,NA,NA
26919,8.19922,7.1136,8.04494,0.785,NA,NA,NA,NA,NA
27105,7.18303,7.34419,7.77169,NA,0.898,NA,NA,NA,NA
27207,7.61619,7.52938,7.61857,NA,NA,NA,NA,0.94,NA
27436,7.49419,7.52248,7.80361,NA,0.954,NA,NA,NA,NA
27693,8.33694,7.93749,8.57761,NA,0.773,NA,NA,NA,NA
27863,7.48303,7.58096,7.41442,NA,NA,0.967,NA,NA,NA
28131,6.73675,7.40199,7.6979,NA,NA,0.786,NA,NA,NA
28273,8.4635,7.64332,7.09476,NA,NA,NA,0.574,NA,NA
28468,7.35916,7.60634,7.7758,NA,NA,NA,NA,0.917,NA
28630,8.00791,7.66412,7.58676,NA,0.938,NA,NA,NA,NA
28935,7.65181,7.24454,7.51474,NA,NA,0.944,NA,NA,NA
29045,8.33798,8.24189,7.71607,0.8,NA,NA,NA,NA,NA
29341,7.53109,8.35281,7.08428,NA,0.789,NA,NA,NA,NA
29512,7.97956,7.79923,7.98579,NA,NA,0.967,NA,NA,NA
29659,8.34972,7.67547,8.55728,NA,NA,0.799,NA,NA,NA
29942,7.39839,7.95683,8.51381,0.786,NA,NA,NA,NA,NA
30081,7.00107,8.02844,7.93329,NA,NA,0.831,NA,NA,NA
30217,7.58493,8.62264,7.34484,NA,NA,0.803,NA,NA,NA
30416,6.76895,8.14226,7.4082,NA,NA,0.725,NA,NA,NA
30725,8.18712,7.85667,7.55561,NA,NA,0.932,NA,NA,NA
30839,7.77669,7.24376,8.36065,NA,0.867,NA,NA,NA,NA
31004,7.82885,7.87218,9.07283,NA,NA,NA,NA,0.657,NA
31265,8.02624,7.55814,8.03152,NA,NA,0.912,NA,NA,NA
31593,7.56976,7.53334,7.2534,NA,0.896,NA,NA,NA,NA
31761,7.16509,8.26841,7.45143,0.765,NA,NA,NA,NA,NA
31853,7.90783,6.55205,7.48065,NA,0.713,NA,NA,NA,NA
32028,7.25929,7.65804,7.13332,NA,0.857,NA,NA,NA,NA
32228,8.14201,7.69674,6.78834,NA,0.787,NA,NA,NA,NA
32542,7.85243,7.99072,7.7844,NA,0.946,NA,NA,NA,NA
32678,8.00856,6.92667,8.12191,NA,NA,NA,0.605,NA,NA
32837,7.86117,8.46821,7.67725,0.785,NA,NA,NA,NA,NA
33087,7.50998,8.4183,7.62051,NA,NA,0.875,NA,NA,NA
33388,7.73706,8.30435,7.8632,NA,0.927,NA,NA,NA,NA
33550,7.81165,8.04298,7.32089,NA,0.932,NA,NA,NA,NA
33790,8.14771,6.54374,8.12526,NA,NA,0.636,NA,NA,NA
33864,8.17068,7.58982,8.06005,NA,0.93,NA,NA,NA,NA
34042,7.3919,7.19044,6.90386,NA,0.784,NA,NA,NA,NA
34260,7.68516,7.99678,7.92064,NA,0.971,NA,NA,NA,NA
34418,7.6603,7.79583,8.10921,0.897,NA,NA,NA,NA,NA
34744,7.23496,7.46109,7.75326,NA,NA,NA,NA,0.886,NA
34988,7.58514,8.30699,8.20142,NA,NA,0.88,NA,NA,NA
35161,7.98722,8.88909,8.70192,NA,NA,0.59,NA,NA,NA
35288,7.84268,8.87467,7.87021,NA,NA,0.777,NA,NA,NA
35513,7.54762,8.3184,7.34014,NA,NA,0.896,NA,NA,NA
35619,7.39658,7.26755,7.83626,NA,NA,0.91,NA,NA,NA
35971,7.15388,8.2104,8.02345,NA,NA,0.865,NA,NA,NA
36146,7.21401,8.48285,8.02553,NA,NA,0.818,NA,NA,NA
36241,7.65044,8.2941,7.97799,NA,0.898,NA,NA,NA,NA
36410,7.37073,8.91447,7.76229,NA,NA,0.752,NA,NA,NA
36756,7.58163,8.6495,8.36189,0.649,NA,NA,NA,NA,NA
36930,7.16053,7.27347,8.33679,0.665,NA,NA,NA,NA,NA
37010,7.20287,7.60303,7.16225,NA,0.864,NA,NA,NA,NA
37396,7.9917,8.42102,7.4581,NA,0.862,NA,NA,NA,NA
37492,8.27752,7.9943,8.61472,NA,0.767,NA,NA,NA,NA
37710,8.2916,7.58438,8.63402,NA,NA,NA,NA,NA,0.525
37831,7.23526,8.35908,8.23684,NA,0.819,NA,NA,NA,NA
38064,7.80316,7.68496,8.13404,NA,NA,0.951,NA,NA,NA
38212,7.55187,7.27445,8.13181,NA,NA,0.91,NA,NA,NA
38476,7.75778,7.73805,7.70921,NA,NA,NA,NA,0.933,NA
38754,7.7873,7.68762,8.63116,NA,0.821,NA,NA,NA,NA
38982,7.54347,7.55329,8.02034,NA,NA,0.941,NA,NA,NA
39187,8.15281,7.5594,8.32525,NA,NA,NA,NA,0.783,NA
39234,8.0267,8.07383,7.59726,NA,NA,NA,NA,NA,0.721
39579,8.07327,8.53717,7.63129,NA,NA,NA,NA,0.733,NA
39693,7.93257,7.87458,7.2711,NA,NA,NA,NA,0.878,NA
39913,7.45007,8.23062,6.77835,NA,0.748,NA,NA,NA,NA
40090,6.58994,7.69256,7.91149,NA,NA,0.71,NA,NA,NA
40391,7.43205,7.49797,7.40677,NA,NA,0.936,NA,NA,NA
40433,7.66893,7.66846,7.9668,NA,NA,0.962,NA,NA,NA
40705,7.96236,8.14026,8.50011,NA,NA,NA,NA,0.791,NA
40908,7.43404,8.11711,7.49192,NA,0.889,NA,NA,NA,NA
41081,7.66999,6.87288,6.95244,NA,0.713,NA,NA,NA,NA
41294,8.06001,7.28348,7.37585,NA,NA,0.913,NA,NA,NA
41423,8.24084,7.75154,7.2327,NA,NA,0.877,NA,NA,NA
41682,8.12266,8.16324,7.34175,NA,0.855,NA,NA,NA,NA
41960,7.68368,7.94996,7.45713,NA,NA,NA,NA,0.903,NA
42082,7.52067,6.81905,8.40781,NA,NA,0.731,NA,NA,NA
42294,8.53417,7.39012,8.04916,NA,0.827,NA,NA,NA,NA
42598,8.428,7.62448,7.57666,NA,0.893,NA,NA,NA,NA
42727,7.71568,8.35971,8.58553,NA,NA,0.782,NA,NA,NA
42854,8.40259,7.85201,8.32615,NA,NA,NA,NA,0.775,NA
43145,7.47264,7.74844,7.25659,NA,0.937,NA,NA,NA,NA
43358,9.03279,7.97018,7.96925,NA,NA,0.717,NA,NA,NA
43589,8.00812,8.0999,7.36166,NA,0.907,NA,NA,NA,NA
43782,7.25972,7.88365,7.54421,0.819,NA,NA,NA,NA,NA
43914,7.52676,7.57755,8.27889,NA,0.917,NA,NA,NA,NA
44139,7.59052,8.06478,8.6299,NA,NA,0.824,NA,NA,NA
44398,8.05371,7.73081,7.92339,NA,0.935,NA,NA,NA,NA
44516,7.72714,7.50933,7.7658,NA,NA,0.956,NA,NA,NA
44638,8.37392,8.02631,8.34126,NA,NA,0.822,NA,NA,NA
44920,7.37459,7.72712,8.04714,0.814,NA,NA,NA,NA,NA
45133,7.88767,7.28808,8.0433,NA,NA,0.933,NA,NA,NA
45255,6.82949,7.91259,7.95107,NA,NA,0.789,NA,NA,NA
45520,7.9023,7.50323,7.91361,NA,NA,0.972,NA,NA,NA
45757,8.12177,8.02852,8.05739,NA,NA,0.909,NA,NA,NA
45809,7.92555,7.82836,8.6581,NA,0.823,NA,NA,NA,NA
46041,8.44213,7.55574,7.71969,NA,0.869,NA,NA,NA,NA
46363,7.08388,7.88181,8.14948,NA,0.865,NA,NA,NA,NA
46578,7.1723,7.47699,7.31258,NA,NA,NA,NA,0.836,NA
46705,7.25597,7.50815,7.39689,NA,NA,NA,NA,0.848,NA
46893,7.78778,7.54083,7.93627,0.924,NA,NA,NA,NA,NA
47171,7.81962,8.17301,8.55254,0.752,NA,NA,NA,NA,NA
47352,7.90473,8.10205,8.28519,NA,0.865,NA,NA,NA,NA
47438,8.75466,7.53546,7.66139,NA,NA,0.812,NA,NA,NA
47668,8.61141,6.89082,7.78839,NA,NA,0.698,NA,NA,NA
47895,8.15154,7.45275,6.7194,NA,NA,0.747,NA,NA,NA
48185,8.15945,7.64821,7.99355,NA,NA,0.931,NA,NA,NA
48224,8.66428,7.94275,7.57224,NA,0.798,NA,NA,NA,NA
48463,7.92273,7.57233,8.35686,NA,NA,0.893,NA,NA,NA
48635,7.4072,8.06282,7.64324,NA,0.944,NA,NA,NA,NA
48864,6.92624,8.24287,7.61768,NA,NA,0.814,NA,NA,NA
49102,7.1695,8.25465,7.50939,NA,0.864,NA,NA,NA,NA
49316,7.80148,6.76916,7.67335,NA,0.815,NA,NA,NA,NA
49561,7.99002,7.726,7.261,NA,NA,NA,NA,0.891,NA
49672,7.54039,7.156,7.38295,NA,NA,NA,NA,0.845,NA
49870,7.42156,7.54057,7.391,NA,NA,NA,NA,0.889,NA
50132,7.09152,7.29977,7.18294,NA,NA,0.823,NA,NA,NA
50222,7.62685,7.66654,8.05416,NA,0.961,NA,NA,NA,NA
50401,7.14773,7.7485,7.7931,NA,NA,0.922,NA,NA,NA
50697,8.0276,8.1453,8.04613,NA,NA,0.913,NA,NA,NA
50828,7.59694,8.40237,7.65109,NA,NA,NA,NA,0.863,NA
51004,7.36745,8.70659,7.36813,NA,NA,0.783,NA,NA,NA
51268,7.93606,8.63842,6.90517,NA,NA,NA,NA,0.613,NA
51535,7.28876,7.64629,7.51886,NA,NA,0.924,NA,NA,NA
51674,7.13127,8.1104,8.22112,NA,0.844,NA,NA,NA,NA
51875,8.04785,7.04354,7.16076,NA,0.815,NA,NA,NA,NA
52066,8.03643,7.29006,7.93659,NA,NA,0.906,NA,NA,NA
52368,8.50217,8.01275,7.65981,NA,0.861,NA,NA,NA,NA
52503,7.59142,7.02877,7.54278,NA,NA,0.892,NA,NA,NA
52756,7.71851,7.321,7.29207,0.833,NA,NA,NA,NA,NA
52840,8.05912,7.74716,7.08952,NA,NA,0.893,NA,NA,NA
53168,8.03704,7.25639,7.64429,NA,NA,0.932,NA,NA,NA
53229,7.83838,7.75297,7.54329,NA,0.958,NA,NA,NA,NA
53585,8.05987,8.31625,7.70555,NA,0.886,NA,NA,NA,NA
53750,8.30509,7.94936,7.59128,NA,NA,0.9,NA,NA,NA
53901,7.41759,7.88353,7.30051,0.847,NA,NA,NA,NA,NA
54016,7.46875,6.83223,8.21726,NA,NA,0.775,NA,NA,NA
54394,7.08985,7.40517,7.47378,NA,NA,0.883,NA,NA,NA
54407,7.6273,7.58976,7.5509,NA,0.97,NA,NA,NA,NA
54632,7.26013,7.2773,7.53957,NA,0.91,NA,NA,NA,NA
54948,8.44572,7.20818,7.43201,NA,0.787,NA,NA,NA,NA
55052,7.90997,7.42515,7.71024,NA,0.936,NA,NA,NA,NA
55378,7.0108,7.59099,7.90499,NA,0.878,NA,NA,NA,NA
55424,7.17363,6.98555,7.57225,NA,0.805,NA,NA,NA,NA
55738,7.7164,7.63528,8.19773,0.884,NA,NA,NA,NA,NA
55980,7.80682,8.04283,7.44104,NA,NA,0.957,NA,NA,NA
56164,8.09358,7.74339,8.46648,0.767,NA,NA,NA,NA,NA
56252,8.23954,7.45506,7.22322,NA,0.846,NA,NA,NA,NA
56595,7.59969,7.28732,8.0455,NA,0.906,NA,NA,NA,NA
56694,7.19933,7.98424,7.68004,NA,0.902,NA,NA,NA,NA
56957,7.3192,7.25128,8.22854,NA,0.836,NA,NA,NA,NA
57163,7.3405,7.49833,7.70191,NA,0.928,NA,NA,NA,NA
57318,7.95967,7.4879,7.97637,0.827,NA,NA,NA,NA,NA
57409,8.02873,7.13093,7.53729,NA,0.9,NA,NA,NA,NA
57702,8.08071,7.69124,8.01833,NA,NA,0.952,NA,NA,NA
57856,8.38104,7.48495,8.31085,NA,NA,0.833,NA,NA,NA
58187,7.65476,6.92251,8.40371,NA,NA,0.781,NA,NA,NA
58226,7.97077,8.63485,8.09699,NA,NA,0.786,NA,NA,NA
58522,7.52178,7.43954,8.1891,NA,NA,0.932,NA,NA,NA
58642,8.05081,7.73262,7.48248,NA,NA,0.963,NA,NA,NA
58841,8.05238,7.86438,7.03712,NA,NA,NA,NA,0.776,NA
59184,8.26527,8.39966,7.47536,NA,NA,NA,NA,0.796,NA
59296,8.12182,7.85139,8.1613,NA,0.892,NA,NA,NA,NA
59586,7.84347,7.72008,7.16425,NA,0.925,NA,NA,NA,NA
59729,7.26328,7.63826,7.52196,NA,0.91,NA,NA,NA,NA
59946,7.44261,8.02376,7.29906,0.804,NA,NA,NA,NA,NA
60021,7.90557,7.04624,8.37493,NA,0.785,NA,NA,NA,NA
60376,8.21114,8.22811,8.15844,0.781,NA,NA,NA,NA,NA
60452,7.99436,7.439,7.46995,NA,NA,NA,NA,0.904,NA
60623,7.58006,7.71195,7.38112,NA,NA,NA,NA,0.916,NA
60835,7.31963,7.89425,7.21265,NA,NA,0.908,NA,NA,NA
61090,7.8057,7.37713,8.21787,0.835,NA,NA,NA,NA,NA
61294,7.29403,7.63831,7.75136,NA,NA,0.919,NA,NA,NA
61535,7.39607,7.36764,7.40735,NA,NA,0.927,NA,NA,NA
61722,8.07117,7.36029,7.361,NA,NA,NA,0.693,NA,NA
61908,7.93904,6.65097,7.69903,NA,0.758,NA,NA,NA,NA
62129,7.85002,7.58638,7.24292,NA,0.908,NA,NA,NA,NA
62296,7.9285,7.59744,7.58513,NA,NA,0.979,NA,NA,NA
62440,7.07083,7.72835,7.26512,NA,NA,0.871,NA,NA,NA
62687,7.30773,7.28667,7.63925,0.868,NA,NA,NA,NA,NA
62893,7.43621,7.42745,7.88423,NA,0.931,NA,NA,NA,NA
63148,6.93611,7.61296,7.96193,NA,0.829,NA,NA,NA,NA
63305,7.39895,7.37618,8.39074,NA,0.858,NA,NA,NA,NA
63488,7.53981,7.12064,7.77054,NA,NA,0.919,NA,NA,NA
63636,7.63777,6.67857,7.73096,NA,NA,0.783,NA,NA,NA
63807,7.98658,7.07118,7.49757,0.81,NA,NA,NA,NA,NA
64054,8.41265,7.40218,8.53826,NA,0.765,NA,NA,NA,NA
64358,7.8881,7.27374,7.65206,NA,NA,0.918,NA,NA,NA
64450,7.1992,7.20304,8.33466,NA,NA,NA,NA,0.771,NA
64718,7.5158,7.52,8.25062,NA,0.928,NA,NA,NA,NA
64866,7.1492,7.24473,7.729,NA,0.88,NA,NA,NA,NA
65135,7.84288,7.55425,7.29978,NA,NA,0.952,NA,NA,NA
65397,8.30009,7.71321,7.56855,NA,0.901,NA,NA,NA,NA
65571,7.13004,7.7032,8.29342,0.773,NA,NA,NA,NA,NA
65740,8.2506,8.07428,8.60881,NA,NA,0.766,NA,NA,NA
65983,8.26101,7.88549,8.21007,NA,NA,NA,NA,0.765,NA
66029,7.64998,7.1955,8.47525,NA,NA,0.838,NA,NA,NA
66344,7.17867,7.89775,7.8955,NA,NA,NA,NA,0.827,NA
66578,8.05209,8.09192,7.0361,NA,0.837,NA,NA,NA,NA
66778,8.25349,7.69567,8.43356,NA,NA,0.844,NA,NA,NA
66884,7.61848,7.67952,7.85115,0.913,NA,NA,NA,NA,NA
67032,7.47785,8.29694,7.99673,NA,0.904,NA,NA,NA,NA
67303,7.50352,7.85128,7.55546,NA,NA,0.981,NA,NA,NA
67495,7.3895,7.24098,7.06638,NA,0.832,NA,NA,NA,NA
67665,7.9931,7.17753,7.30236,NA,NA,NA,NA,0.805,NA
67878,7.78052,7.36494,7.78087,NA,NA,NA,NA,0.91,NA
68083,8.03714,7.3546,8.04104,NA,NA,0.92,NA,NA,NA
68369,8.57092,7.32605,7.56,NA,0.828,NA,NA,NA,NA
68524,8.2227,7.24594,8.45563,NA,NA,0.78,NA,NA,NA
68605,7.96983,7.01508,7.87954,NA,NA,0.875,NA,NA,NA
68913,7.39835,7.84982,8.72045,NA,NA,0.788,NA,NA,NA
69188,7.72394,8.49505,7.24639,NA,NA,0.83,NA,NA,NA
69238,7.73812,7.46152,7.60715,NA,NA,0.94,NA,NA,NA
69537,7.54983,7.94083,7.52789,NA,0.97,NA,NA,NA,NA
69633,6.89028,7.32909,7.92182,NA,NA,0.798,NA,NA,NA
69854,7.6134,8.22693,7.80939,NA,NA,0.936,NA,NA,NA
70139,7.92966,7.08909,7.63943,NA,0.899,NA,NA,NA,NA
70399,6.96711,7.34785,8.36628,NA,0.762,NA,NA,NA,NA
70531,7.72242,8.07342,7.88288,NA,0.943,NA,NA,NA,NA
70701,7.31139,7.30206,7.83688,NA,NA,0.926,NA,NA,NA
71000,7.39289,7.65872,7.6499,NA,NA,0.949,NA,NA,NA
71085,8.33481,7.56026,6.99933,NA,0.808,NA,NA,NA,NA
71207,7.9056,7.73062,8.04711,NA,0.953,NA,NA,NA,NA
71518,7.96806,7.94043,7.54419,0.855,NA,NA,NA,NA,NA
71783,7.81978,7.16345,7.35577,NA,0.901,NA,NA,NA,NA
71914,7.251,7.79224,6.9796,NA,NA,0.828,NA,NA,NA
72002,7.11177,8.34454,7.28578,NA,NA,0.802,NA,NA,NA
72220,7.84314,7.66967,7.53626,NA,NA,NA,NA,0.867,NA
72589,7.46042,7.4506,7.06207,0.747,NA,NA,NA,NA,NA
72742,8.16938,7.34046,6.9026,NA,0.792,NA,NA,NA,NA
72988,8.38721,8.11144,7.73036,NA,NA,0.883,NA,NA,NA
73096,7.32613,7.53836,8.11926,NA,NA,0.929,NA,NA,NA
73222,7.95512,7.19928,6.95805,NA,NA,0.797,NA,NA,NA
73593,7.1468,8.10707,7.51745,NA,NA,0.893,NA,NA,NA
73772,7.57594,8.25746,8.23042,NA,0.844,NA,NA,NA,NA
73869,8.14714,7.17448,7.77409,NA,NA,0.9,NA,NA,NA
74062,8.37348,7.68431,8.05244,NA,NA,NA,0.678,NA,NA
74211,7.96232,8.54847,7.9403,NA,0.837,NA,NA,NA,NA
74496,8.51359,7.11425,8.35196,NA,0.714,NA,NA,NA,NA
74663,7.28384,7.87463,8.26326,0.823,NA,NA,NA,NA,NA
74893,7.14286,8.3818,7.57927,NA,NA,0.838,NA,NA,NA
75114,8.11476,7.0852,8.2386,NA,NA,0.816,NA,NA,NA
