id,x0,x1,x2,fitness-3,fitness-2,fitness-2.5,fitness-3.5,fitness-1.5,fitness-4
16501,2.01313,1.33008,-4.95659,NA,-27.967,NA,NA,NA,NA
16783,2.09117,1.94742,-4.79108,NA,-20.719,NA,NA,NA,NA
16873,1.825,1.36187,-4.39565,NA,-14.667,NA,NA,NA,NA
17067,1.37331,1.17141,-4.85304,NA,NA,-25.342,NA,NA,NA
17267,2.1275,2.01848,-4.16212,NA,NA,-9.525,NA,NA,NA
17464,2.04952,1.3418,-4.87514,NA,NA,-16.09,NA,NA,NA
17720,1.9603,2.08728,-4.68004,NA,NA,-11.957,NA,NA,NA
17999,1.75665,2.34028,-3.67076,NA,NA,-24.832,NA,NA,NA
18120,2.11098,2.42598,-4.45096,-24.658,NA,NA,NA,NA,NA
18202,2.35893,1.98585,-4.72393,NA,NA,-17.241,NA,NA,NA
18532,2.40113,1.64292,-4.18159,NA,NA,-13.552,NA,NA,NA
18779,1.76131,1.26117,-4.41757,NA,NA,-5.463,NA,NA,NA
18893,2.21795,1.60165,-4.95773,NA,NA,-17.218,NA,NA,NA
19044,1.81435,1.39405,-4.63962,-9.67,NA,NA,NA,NA,NA
19279,1.39839,1.83678,-4.06451,NA,NA,-9.005,NA,NA,NA
19438,2.29785,1.458,-4.84244,NA,-19.321,NA,NA,NA,NA
19763,1.49238,1.51589,-4.04448,NA,NA,-5.613,NA,NA,NA
19835,1.70903,2.84613,-3.75776,NA,NA,-42.571,NA,NA,NA
20174,1.96051,2.20601,-3.96688,-19.509,NA,NA,NA,NA,NA
20336,1.7516,2.39925,-4.68577,-22.229,NA,NA,NA,NA,NA
20413,1.50529,2.12446,-3.5876,-26.086,NA,NA,NA,NA,NA
20700,2.09831,2.32423,-3.89506,NA,-22.838,NA,NA,NA,NA
20812,1.29608,1.56203,-4.81588,-17.727,NA,NA,NA,NA,NA
21152,1.85993,1.44926,-4.82088,-11.427,NA,NA,NA,NA,NA
21245,2.15472,2.0784,-4.88757,-19.411,NA,NA,NA,NA,NA
21546,1.8362,1.91719,-4.22405,NA,NA,-4.422,NA,NA,NA
21715,1.37156,1.85698,-4.89987,NA,NA,-16.106,NA,NA,NA
21856,2.12111,1.82222,-4.9342,NA,-19.549,NA,NA,NA,NA
22006,2.06369,1.87476,-4.40175,NA,-9.885,NA,NA,NA,NA
22220,1.94053,2.63912,-4.21645,NA,NA,-25.909,NA,NA,NA
22482,1.51677,2.25326,-3.83392,-25.497,NA,NA,NA,NA,NA
22727,2.18877,1.76319,-4.68242,NA,NA,NA,-24.39,NA,NA
22919,1.59744,1.92588,-4.50978,-11.357,NA,NA,NA,NA,NA
23197,2.23966,2.70495,-4.58991,-37.509,NA,NA,NA,NA,NA
23251,1.54048,1.71797,-4.93307,NA,-18.1,NA,NA,NA,NA
23416,2.17544,2.10047,-4.55113,NA,NA,-13.076,NA,NA,NA
23723,1.96114,1.2795,-4.71089,NA,NA,-10.719,NA,NA,NA
23962,1.29624,1.72355,-4.75584,-17.901,NA,NA,NA,NA,NA
24194,1.93064,1.37274,-4.80558,NA,-18.375,NA,NA,NA,NA
24352,2.42003,1.38276,-4.91365,NA,NA,-24.526,NA,NA,NA
24532,1.83477,1.63433,-4.61082,NA,-6.307,NA,NA,NA,NA
24616,1.93327,1.73214,-3.94352,-12.817,NA,NA,NA,NA,NA
24906,1.85478,1.75264,-4.74169,NA,NA,-8.265,NA,NA,NA
25107,2.18496,2.19684,-4.43903,NA,NA,-13.891,NA,NA,NA
25313,1.62232,1.8401,-4.521,NA,NA,NA,-25.477,NA,NA
25413,2.05798,2.03901,-4.80986,NA,-15.601,NA,NA,NA,NA
25611,2.55995,1.56508,-4.45914,-20.735,NA,NA,NA,NA,NA
25990,2.2792,1.82798,-4.18479,NA,NA,NA,-37.69,NA,NA
26023,1.51403,1.82464,-3.52337,NA,NA,NA,-48.954,NA,NA
26363,1.67395,2.18182,-4.55859,NA,-13.582,NA,NA,NA,NA
26469,2.07613,1.77804,-4.45879,NA,NA,-4.85,NA,NA,NA
26617,1.62608,1.8295,-4.80241,-19.972,NA,NA,NA,NA,NA
26924,2.15514,0.955279,-4.73789,-30.556,NA,NA,NA,NA,NA
27041,2.11304,1.54362,-4.10555,-8.118,NA,NA,NA,NA,NA
27358,1.7803,1.92416,-3.88327,-20.011,NA,NA,NA,NA,NA
27518,1.85361,2.37421,-4.23145,NA,NA,-16.023,NA,NA,NA
27791,1.70662,1.20898,-4.43789,-11.518,NA,NA,NA,NA,NA
27849,1.90048,2.0972,-4.26267,-10.336,NA,NA,NA,NA,NA
28030,1.97901,1.9824,-4.97928,NA,NA,-16.247,NA,NA,NA
28392,1.89603,1.83716,-4.3055,NA,-4.761,NA,NA,NA,NA
28598,1.72895,2.54408,-4.41003,NA,-23.144,NA,NA,NA,NA
28631,1.99298,2.07559,-4.57512,NA,NA,-10.151,NA,NA,NA
28920,1.82656,1.83236,-4.37921,NA,NA,-3.182,NA,NA,NA
29169,2.25877,1.78949,-4.46361,NA,NA,-9.551,NA,NA,NA
29272,1.49374,1.74273,-4.45559,NA,NA,-5.069,NA,NA,NA
29579,1.77728,1.82234,-4.39365,NA,-5.132,NA,NA,NA,NA
29747,1.77671,1.70045,-4.48168,NA,NA,-2.778,NA,NA,NA
29891,2.60032,2.21528,-4.55504,NA,NA,-27.445,NA,NA,NA
30060,1.93572,1.75322,-4.53477,NA,-12.062,NA,NA,NA,NA
30235,1.75599,1.72321,-4.80229,NA,NA,-7.991,NA,NA,NA
30561,2.26555,1.60215,-4.76049,NA,NA,-12.972,NA,NA,NA
30788,1.37278,1.46278,-4.68071,-24.9,NA,NA,NA,NA,NA
30829,2.67229,2.78332,-4.3757,-56.587,NA,NA,NA,NA,NA
31055,1.67524,1.57484,-4.01265,NA,NA,NA,-24.437,NA,NA
31299,0.948361,1.28057,-4.34514,NA,NA,-31.899,NA,NA,NA
31558,1.32611,1.80283,-4.19473,NA,NA,-8.528,NA,NA,NA
31749,1.39543,1.78169,-3.91769,NA,NA,-11.877,NA,NA,NA
31857,1.96379,1.28791,-4.07832,-9.957,NA,NA,NA,NA,NA
32102,1.70895,1.03517,-3.89447,NA,-35.225,NA,NA,NA,NA
32290,1.33613,1.49766,-3.81409,NA,NA,-16.384,NA,NA,NA
32559,1.69885,1.56934,-3.95205,NA,-7.618,NA,NA,NA,NA
32725,1.71615,1.61271,-4.73544,NA,-9.62,NA,NA,NA,NA
32856,1.77362,2.44961,-4.90248,NA,-26.249,NA,NA,NA,NA
33127,2.05748,1.38562,-4.88731,NA,NA,-15.308,NA,NA,NA
33321,2.49167,1.27159,-3.31324,NA,NA,-50.135,NA,NA,NA
33470,2.13204,1.62579,-4.04771,NA,NA,NA,NA,-28.531,NA
33765,1.64997,2.17763,-4.94388,NA,NA,-19.03,NA,NA,NA
33955,1.38584,2.28275,-4.02057,NA,NA,-18.587,NA,NA,NA
34190,1.97814,1.8755,-4.24779,NA,NA,-4.475,NA,NA,NA
34270,2.12951,1.88223,-4.48296,NA,NA,-7.348,NA,NA,NA
34572,1.21748,2.23565,-4.59074,NA,NA,-20.435,NA,NA,NA
34764,1.69928,1.63468,-4.92071,NA,-19.08,NA,NA,NA,NA
34805,1.97667,1.27216,-4.63009,NA,NA,-9.762,NA,NA,NA
35042,1.81466,1.34629,-4.60335,NA,-22.33,NA,NA,NA,NA
35275,1.77995,1.71724,-4.97714,NA,-19.835,NA,NA,NA,NA
35566,1.41586,1.57469,-4.38461,NA,NA,-6.016,NA,NA,NA
35772,0.999876,1.34137,-4.86382,NA,NA,NA,-47.543,NA,NA
35936,1.76587,1.04657,-4.57471,NA,NA,-16.712,NA,NA,NA
36037,1.3983,2.30184,-4.46039,NA,NA,-17.125,NA,NA,NA
36390,0.838629,1.95704,-4.67426,NA,NA,-31.414,NA,NA,NA
36587,1.82176,2.21762,-4.71517,NA,NA,-14.574,NA,NA,NA
36743,1.67288,1.6102,-4.82838,NA,NA,NA,NA,-44.662,NA
36958,2.06372,1.33648,-4.62331,NA,-13.665,NA,NA,NA,NA
37086,1.93984,1.23216,-3.99716,-17.625,NA,NA,NA,NA,NA
37233,2.36012,2.2509,-4.63837,NA,-30.261,NA,NA,NA,NA
37409,1.53754,0.996355,-4.27331,NA,-28.151,NA,NA,NA,NA
37783,1.42877,1.65336,-4.89943,-16.401,NA,NA,NA,NA,NA
37937,1.76229,1.52193,-4.28698,NA,-2.669,NA,NA,NA,NA
38047,2.29728,2.06584,-4.82888,NA,NA,-19.171,NA,NA,NA
38388,2.12805,2.41425,-4.25277,-25.997,NA,NA,NA,NA,NA
38515,2.59771,2.19351,-4.41406,NA,NA,-25.751,NA,NA,NA
38796,2.54887,1.29883,-4.86454,NA,NA,-28.789,NA,NA,NA
38907,1.79173,1.59543,-3.89889,-12.277,NA,NA,NA,NA,NA
39169,1.34977,1.6893,-4.59141,NA,NA,-8.575,NA,NA,NA
39374,1.51717,1.59911,-4.67847,NA,NA,-6.611,NA,NA,NA
39425,1.90646,1.43209,-4.9142,-15.679,NA,NA,NA,NA,NA
39657,2.262,2.17918,-4.32774,NA,NA,NA,NA,-30.147,NA
39974,2.23804,1.51771,-3.5816,NA,NA,-24.629,NA,NA,NA
40031,1.41843,2.12967,-3.83185,NA,-21.765,NA,NA,NA,NA
40388,1.40959,2.15968,-4.83791,NA,-27.193,NA,NA,NA,NA
40553,2.27206,2.04238,-4.19246,NA,-14.217,NA,NA,NA,NA
40726,1.52962,1.9842,-4.26417,NA,NA,-7.463,NA,NA,NA
40990,1.46168,2.02323,-4.62728,-11.848,NA,NA,NA,NA,NA
41102,1.6448,1.33215,-4.12115,NA,NA,NA,NA,NA,-45.31
41279,1.58418,1.98176,-4.35764,NA,-9.566,NA,NA,NA,NA
41560,1.24368,1.61072,-3.85305,-23.498,NA,NA,NA,NA,NA
41711,1.54878,1.88644,-4.19512,NA,NA,-4.64,NA,NA,NA
41846,1.99241,2.02084,-4.6091,-17.98,NA,NA,NA,NA,NA
42069,1.83702,2.5652,-3.90849,NA,-30.897,NA,NA,NA,NA
42283,2.25619,1.63065,-3.74694,NA,NA,-17.183,NA,NA,NA
42480,1.57064,1.28701,-4.11925,NA,NA,-7.382,NA,NA,NA
42662,1.39259,1.82158,-4.68499,NA,NA,-9.93,NA,NA,NA
42945,1.79551,1.85751,-4.46577,NA,-9.361,NA,NA,NA,NA
43049,0.713069,1.75965,-4.35422,NA,NA,-36.585,NA,NA,NA
43369,1.97772,2.37245,-4.04195,NA,-19.695,NA,NA,NA,NA
43478,1.63396,1.89793,-3.91097,NA,-12.291,NA,NA,NA,NA
43680,1.46027,2.63294,-4.64887,NA,-33.035,NA,NA,NA,NA
43997,1.06154,2.40753,-4.43152,-30.057,NA,NA,NA,NA,NA
44091,1.87173,1.39502,-4.77242,NA,NA,-10.212,NA,NA,NA
44207,2.15315,1.41185,-4.59976,NA,NA,-9.975,NA,NA,NA
44424,1.65584,1.3843,-4.00413,NA,-8.946,NA,NA,NA,NA
44655,2.35679,1.8275,-4.07403,NA,-16.901,NA,NA,NA,NA
44871,2.29586,1.98417,-4.61196,NA,NA,-13.366,NA,NA,NA
45123,1.74063,1.7106,-4.4218,-7.725,NA,NA,NA,NA,NA
45256,1.47486,1.98031,-4.50383,-12.092,NA,NA,NA,NA,NA
45449,2.0255,2.33754,-4.79496,-22.808,NA,NA,NA,NA,NA
45674,1.32025,2.38165,-4.76027,-26.095,NA,NA,NA,NA,NA
45904,1.94252,1.36005,-3.84628,NA,NA,-11.926,NA,NA,NA
46046,1.68917,1.27364,-4.18194,-21.655,NA,NA,NA,NA,NA
46275,1.63535,2.2802,-4.80449,-27.303,NA,NA,NA,NA,NA
46448,1.70815,2.16001,-4.56416,NA,-14.272,NA,NA,NA,NA
46652,1.45675,1.68663,-4.49577,-6.751,NA,NA,NA,NA,NA
46998,2.33559,1.786,-4.44585,NA,NA,-10.953,NA,NA,NA
47112,1.81694,1.92032,-4.39065,-5.365,NA,NA,NA,NA,NA
47398,1.46073,1.47744,-4.75814,-12.574,NA,NA,NA,NA,NA
47501,1.20828,2.72257,-3.83671,-49.729,NA,NA,NA,NA,NA
47613,1.81443,1.38772,-4.82855,-12.744,NA,NA,NA,NA,NA
47883,1.32353,1.33482,-3.59271,-40.557,NA,NA,NA,NA,NA
48036,1.77607,1.81173,-4.23133,-11.479,NA,NA,NA,NA,NA
48328,1.23269,1.86843,-3.86397,NA,NA,-19.259,NA,NA,NA
48513,1.85078,1.23432,-3.99158,-15.774,NA,NA,NA,NA,NA
48643,1.46656,1.76208,-4.49872,NA,NA,-5.347,NA,NA,NA
48981,2.1853,2.16142,-4.97728,NA,-31.273,NA,NA,NA,NA
49098,2.29719,1.18532,-4.38442,NA,NA,-17.852,NA,NA,NA
49273,1.55744,0.899631,-4.25593,NA,NA,-28.536,NA,NA,NA
49431,1.87316,1.44839,-4.09782,NA,-7.182,NA,NA,NA,NA
49638,2.11669,1.67728,-4.21355,-14.693,NA,NA,NA,NA,NA
49903,1.9137,2.76485,-4.30953,NA,NA,-31.174,NA,NA,NA
50059,1.92712,1.71351,-4.99578,NA,-19.503,NA,NA,NA,NA
50269,0.571958,2.26248,-4.63264,-50.205,NA,NA,NA,NA,NA
50415,0.976271,2.05163,-4.74493,-28.243,NA,NA,NA,NA,NA
50615,1.999,2.17496,-4.34829,NA,NA,NA,-25.041,NA,NA
50821,1.59872,2.27407,-3.91555,NA,NA,-16.799,NA,NA,NA
51066,1.65118,1.9208,-4.9295,NA,NA,-13.78,NA,NA,NA
51232,1.90481,1.75978,-4.82451,-11.033,NA,NA,NA,NA,NA
51529,1.43626,1.35553,-4.37326,NA,NA,-8.355,NA,NA,NA
51792,2.17154,0.894244,-4.30133,-34.128,NA,NA,NA,NA,NA
51965,2.59956,1.56664,-4.89871,NA,NA,-27.351,NA,NA,NA
52028,2.38954,2.00618,-4.15802,NA,NA,-15.671,NA,NA,NA
52287,2.07154,1.90446,-4.98177,NA,NA,NA,-30.774,NA,NA
52410,2.11609,2.13582,-4.46399,NA,-14.098,NA,NA,NA,NA
52649,1.8001,1.55378,-4.25987,NA,-6.404,NA,NA,NA,NA
52861,1.37311,1.65915,-4.65127,NA,NA,-9.857,NA,NA,NA
53166,1.40548,1.89522,-4.02165,-15.808,NA,NA,NA,NA,NA
53288,1.9246,1.6032,-4.89281,NA,NA,-10.841,NA,NA,NA
53466,1.09979,1.97358,-4.81361,NA,-26.715,NA,NA,NA,NA
53705,1.63228,1.97142,-4.32932,NA,-18.434,NA,NA,NA,NA
53955,1.80408,1.51363,-4.22249,NA,-3.249,NA,NA,NA,NA
54142,1.68033,2.33673,-4.23296,NA,NA,-14.378,NA,NA,NA
54210,1.35032,1.90455,-4.0611,NA,NA,-11.183,NA,NA,NA
54498,1.94796,1.72762,-4.35125,NA,NA,-1.949,NA,NA,NA
54609,1.56701,1.69524,-3.21954,NA,NA,-37.675,NA,NA,NA
54880,1.49974,1.25567,-4.40809,NA,NA,-9.067,NA,NA,NA
55009,1.59588,2.6563,-4.48633,-28.793,NA,NA,NA,NA,NA
55363,1.67455,1.11256,-3.97313,NA,NA,-16.592,NA,NA,NA
55593,1.99711,1.78173,-4.33812,NA,-5.992,NA,NA,NA,NA
55657,2.13673,1.20045,-4.18458,NA,-15.426,NA,NA,NA,NA
55948,2.17031,1.49507,-3.97753,NA,-14.706,NA,NA,NA,NA
56084,2.02088,1.82868,-4.10451,NA,-15.326,NA,NA,NA,NA
56366,1.63412,1.53316,-4.64884,NA,NA,-6.745,NA,NA,NA
56522,2.00836,1.04634,-4.0631,-25.991,NA,NA,NA,NA,NA
56784,1.87404,1.53101,-4.33805,NA,NA,NA,-26.281,NA,NA
56879,1.46094,1.53002,-4.51805,-15.794,NA,NA,NA,NA,NA
57131,1.71224,1.95248,-4.91213,-23.542,NA,NA,NA,NA,NA
57276,1.80115,1.93211,-4.84639,NA,-14.154,NA,NA,NA,NA
57583,1.25323,1.68861,-4.10996,NA,NA,-10.54,NA,NA,NA
57690,1.50536,1.5979,-4.58574,-8.256,NA,NA,NA,NA,NA
57891,1.25948,2.35898,-4.50574,NA,NA,-22.132,NA,NA,NA
58160,2.06852,2.00561,-4.10919,NA,NA,-8.42,NA,NA,NA
58301,2.372,1.59451,-4.42999,NA,NA,-11.437,NA,NA,NA
58448,0.744166,1.42363,-4.25619,-44.068,NA,NA,NA,NA,NA
58776,1.78556,1.47308,-4.4541,NA,NA,-3.286,NA,NA,NA
58868,1.59187,1.0333,-4.72919,-27.742,NA,NA,NA,NA,NA
59032,1.78581,1.3557,-4.34193,-16.345,NA,NA,NA,NA,NA
59254,2.44611,1.87189,-4.29387,NA,NA,-14.662,NA,NA,NA
59482,2.22901,1.67728,-3.89296,NA,NA,-12.437,NA,NA,NA
59716,1.76883,1.4073,-4.27116,NA,NA,-1.61,NA,NA,NA
59833,2.07502,0.90361,-4.61773,NA,NA,-29.07,NA,NA,NA
60137,2.46601,2.27586,-4.96692,NA,-34.369,NA,NA,NA,NA
60362,1.50692,2.43368,-4.59373,NA,NA,-20.551,NA,NA,NA
60515,1.62554,1.79426,-4.3299,NA,NA,-2.978,NA,NA,NA
60724,1.88601,2.78886,-4.70088,NA,NA,-34.778,NA,NA,NA
60946,1.79041,2.36014,-4.28973,NA,NA,NA,NA,-38.935,NA
61138,2.28635,1.60456,-3.88636,NA,NA,-14.415,NA,NA,NA
61336,1.63279,1.74265,-4.31677,-5.891,NA,NA,NA,NA,NA
61451,2.17078,1.88167,-3.91957,-17.397,NA,NA,NA,NA,NA
61680,1.82755,1.32563,-4.26995,NA,NA,-4.489,NA,NA,NA
61905,1.60105,1.77966,-4.11021,NA,NA,-4.786,NA,NA,NA
62117,1.73308,2.0752,-4.38891,NA,-10.346,NA,NA,NA,NA
62312,1.07224,2.2211,-4.82586,-28.687,NA,NA,NA,NA,NA
62416,1.23915,1.39391,-3.95534,-27.505,NA,NA,NA,NA,NA
62750,1.85885,1.81632,-3.68147,NA,-24.613,NA,NA,NA,NA
62867,1.7759,1.20679,-4.67306,NA,NA,NA,NA,-31.013,NA
63097,2.53637,1.23584,-4.04335,-26.614,NA,NA,NA,NA,NA
63383,2.65475,1.78403,-4.24092,NA,NA,-23.173,NA,NA,NA
63525,1.93627,2.95765,-4.42363,-43.189,NA,NA,NA,NA,NA
63772,2.53281,2.10651,-4.67772,-28.881,NA,NA,NA,NA,NA
63961,2.18267,2.0802,-4.98203,NA,NA,NA,NA,-34.456,NA
64033,1.762,2.02523,-4.12358,NA,-14.68,NA,NA,NA,NA
64396,1.9687,1.31706,-4.18559,NA,NA,-5.195,NA,NA,NA
64443,1.45938,1.3153,-4.24624,NA,NA,-7.364,NA,NA,NA
64742,2.09555,1.46813,-4.0842,NA,NA,-6.109,NA,NA,NA
64916,2.02454,1.67388,-3.84194,NA,-14.842,NA,NA,NA,NA
65015,0.988328,2.07765,-3.61074,NA,-41.773,NA,NA,NA,NA
65236,1.97347,1.5646,-4.88496,-21.259,NA,NA,NA,NA,NA
65561,2.18739,1.12782,-4.85773,NA,-31.561,NA,NA,NA,NA
65686,2.35262,1.08648,-4.56388,NA,NA,-23.497,NA,NA,NA
66000,1.76078,1.72977,-3.85541,NA,-13.142,NA,NA,NA,NA
66116,1.30959,2.20009,-4.74026,NA,NA,NA,NA,-35.109,NA
66239,1.37823,1.39527,-4.37412,NA,NA,-7.737,NA,NA,NA
66490,1.54884,1.90046,-4.35361,NA,NA,-5.421,NA,NA,NA
66676,1.90358,1.55985,-4.78835,-15.617,NA,NA,NA,NA,NA
66923,2.02688,1.45245,-4.78934,NA,-18.742,NA,NA,NA,NA
67070,2.60003,1.85674,-3.99634,NA,NA,NA,-41.245,NA,NA
67346,2.4535,1.66276,-4.21662,NA,NA,-14.382,NA,NA,NA
67571,1.65519,1.49177,-4.69145,NA,-8.689,NA,NA,NA,NA
67674,1.82023,1.60471,-4.76284,-16.616,NA,NA,NA,NA,NA
67981,2.29824,1.38958,-4.49804,NA,NA,-12.483,NA,NA,NA
68028,2.11691,1.07815,-3.98194,NA,NA,-19.827,NA,NA,NA
68319,1.56895,1.38684,-4.23192,-10.958,NA,NA,NA,NA,NA
68530,1.34427,2.17803,-3.72285,NA,-25.917,NA,NA,NA,NA
68731,1.4946,1.4062,-4.84445,NA,-19.333,NA,NA,NA,NA
68931,0.97407,2.07617,-4.21895,NA,-28.832,NA,NA,NA,NA
69074,1.25991,1.80052,-4.75891,-16.237,NA,NA,NA,NA,NA
69312,1.27066,1.64283,-4.5428,NA,-26.599,NA,NA,NA,NA
69591,1.49518,1.7213,-4.39558,NA,NA,-3.27,NA,NA,NA
69601,1.92159,1.8988,-4.25499,NA,-14.899,NA,NA,NA,NA
69855,1.82109,2.65472,-4.4109,NA,-33.143,NA,NA,NA,NA
70139,1.76485,1.69647,-3.38688,NA,-31.42,NA,NA,NA,NA
70314,2.17387,1.88346,-4.61953,NA,NA,NA,NA,NA,-43.239
70563,2.1036,2.85565,-4.66304,NA,NA,-39.094,NA,NA,NA
70765,2.25182,1.76841,-3.96361,-22.971,NA,NA,NA,NA,NA
70985,1.29018,1.76386,-4.56402,NA,NA,-10.072,NA,NA,NA
71157,2.10544,2.10892,-4.42737,NA,NA,-10.778,NA,NA,NA
