id,x0,x1,x2,fitness-3.5,fitness-4,fitness-4.5,fitness-5,fitness-3
6121,-2.03354,5,-5,NA,NA,NA,-81.814,NA
6261,-2.48081,3.66168,-5,NA,NA,NA,-60.742,NA
6529,-2.59815,4.81235,-5,NA,NA,NA,-75.648,NA
6622,-1.82667,5,-4.90605,NA,NA,NA,-73.478,NA
6902,-2.3247,4.73892,-4.89414,NA,NA,NA,-82.9,NA
7077,-0.800518,4.7187,-4.77816,NA,NA,NA,-83.254,NA
7311,-2.35103,4.41091,-5,NA,NA,-56.677,NA,NA
7550,-1.97739,3.86858,-4.75791,NA,NA,NA,-31.939,NA
7779,-2.34305,4.15982,-5,NA,NA,NA,-48.865,NA
7839,-3.2265,4.50998,-5,NA,NA,NA,-95.186,NA
8187,-1.54171,4.8953,-4.78094,NA,NA,NA,-75.387,NA
8394,-1.74345,4.2022,-5,NA,NA,NA,-34.899,NA
8451,-2.05275,3.02818,-4.41412,NA,NA,NA,-106.077,NA
8670,-2.36816,4.19059,-5,NA,NA,-54.627,NA,NA
8978,-1.84277,3.34548,-5,NA,NA,NA,-52.156,NA
9100,-1.56096,3.06725,-5,NA,NA,NA,-78.83,NA
9274,-1.88341,3.70947,-5,NA,NA,NA,-41.431,NA
9497,-1.08275,3.32442,-5,NA,NA,NA,-53.239,NA
9769,-1.38291,3.73138,-5,NA,-17.377,NA,NA,NA
9963,-1.69041,3.14277,-5,NA,NA,NA,-68.284,NA
10100,-2.36776,3.96608,-4.73757,NA,NA,NA,-62.313,NA
10220,-4.13601,4.07305,-5,NA,NA,NA,-162.979,NA
10475,-1.66719,3.39456,-5,NA,NA,-29.617,NA,NA
10778,-2.21847,2.0597,-4.11863,NA,NA,-202.196,NA,NA
10953,-2.45702,3.50295,-5,NA,NA,-58.279,NA,NA
11149,-3.03678,5,-3.78091,NA,NA,-130.429,NA,NA
11373,-1.76302,4.90082,-4.90405,NA,NA,NA,-75.936,NA
11431,-1.8029,4.21926,-5,NA,NA,-37.229,NA,NA
11651,-1.6306,3.01428,-5,NA,NA,-71.532,NA,NA
11832,-2.85657,5,-5,NA,NA,-94.892,NA,NA
12042,-2.19527,3.08249,-5,NA,NA,-62.972,NA,NA
12212,-2.87703,4.46182,-5,NA,NA,NA,-79.329,NA
12599,-2.74225,4.09754,-5,NA,-69.02,NA,NA,NA
12631,-2.12538,3.49837,-3.90781,NA,NA,-78.498,NA,NA
12999,-1.30182,4.3475,-5,NA,NA,NA,-72.466,NA
13024,-1.93349,4.49733,-3.91047,NA,NA,-82.03,NA,NA
13287,-2.14063,3.79647,-5,NA,NA,-37.521,NA,NA
13410,-1.95537,3.85873,-4.7314,NA,NA,NA,-34.152,NA
13745,-2.15511,3.93375,-4.53981,NA,NA,NA,-54.518,NA
13836,-1.80298,3.70441,-4.11957,NA,NA,NA,-65.567,NA
14069,-2.47962,3.73286,-4.45579,NA,NA,NA,-65.187,NA
14352,-2.60623,4.92205,-4.78725,NA,NA,-80.546,NA,NA
14452,-2.10028,5,-5,NA,NA,NA,-80.484,NA
14655,-2.51915,4.83959,-4.63197,NA,NA,-77.993,NA,NA
14808,-3.02221,3.75553,-4.9608,NA,NA,NA,-82.059,NA
15167,-1.61039,3.92929,-5,NA,NA,NA,-48.414,NA
15221,-1.39932,3.34105,-5,NA,NA,NA,-80.413,NA
15488,-1.2101,4.04671,-4.92487,NA,NA,NA,-57.105,NA
15661,-1.87272,4.26599,-5,NA,NA,NA,-51.269,NA
15924,-1.82614,4.15108,-5,NA,NA,NA,-44.718,NA
16013,-2.36376,5,-5,NA,NA,NA,-78.285,NA
16347,-1.25485,4.87244,-5,NA,NA,NA,-82.5,NA
16419,-1.53506,4.83705,-5,NA,NA,NA,-72.168,NA
16641,-2.47209,5,-5,NA,NA,NA,-83.968,NA
16953,-1.53152,5,-4.94993,NA,NA,NA,-81.939,NA
17018,-1.78135,5,-5,NA,NA,NA,-72.966,NA
17375,-1.74741,3.84367,-5,NA,NA,NA,-30.259,NA
17510,-2.20065,4.08498,-4.97654,NA,NA,NA,-50.668,NA
17613,-1.13765,4.27726,-5,NA,NA,-62.535,NA,NA
17910,-1.00684,3.89075,-5,NA,NA,-53.793,NA,NA
18063,-1.60398,3.13662,-4.63472,NA,NA,NA,-73.557,NA
18281,-0.739401,3.78225,-5,NA,NA,NA,-65.931,NA
18480,-1.321,4.4999,-4.89442,NA,NA,NA,-64.765,NA
18697,-2.30278,4.5843,-5,NA,-58.356,NA,NA,NA
18882,-2.12461,4.65316,-5,NA,NA,NA,-58.293,NA
19198,-1.72966,5,-5,NA,NA,NA,-71.606,NA
19293,-0.845394,4.77528,-5,NA,NA,-124.759,NA,NA
19436,-2.0633,5,-5,NA,-72.189,NA,NA,NA
19603,-1.41657,5,-4.73136,NA,NA,NA,-88.928,NA
19921,-1.74862,5,-5,NA,NA,NA,-72.613,NA
20198,-2.13874,5,-4.7744,NA,NA,NA,-80.377,NA
20330,-2.65959,5,-5,NA,NA,-85.248,NA,NA
20428,-2.32537,5,-5,NA,NA,NA,-75.348,NA
20729,-3.34894,5,-5,NA,NA,NA,-126.872,NA
20908,-2.00438,4.60749,-4.94849,NA,NA,NA,-50.634,NA
21181,-2.29616,5,-4.41614,NA,NA,NA,-90.865,NA
21240,-2.04863,4.24643,-4.68013,NA,NA,NA,-62.355,NA
21595,-2.11156,3.00993,-3.94376,NA,NA,NA,-98.135,NA
21790,-1.51178,3.32213,-4.93297,NA,NA,NA,-63.995,NA
21871,-1.87575,4.19215,-4.49015,NA,NA,NA,-47.159,NA
22080,-3.17094,4.17461,-5,NA,NA,NA,-92.387,NA
22331,-2.2829,4.92645,-4.51431,NA,NA,-76.827,NA,NA
22517,-2.65102,5,-5,NA,NA,NA,-92.861,NA
22659,-1.88806,4.48883,-4.27025,NA,NA,NA,-69.529,NA
22829,-0.836867,4.69736,-4.30799,NA,NA,-107.396,NA,NA
23123,-1.44809,5,-5,NA,NA,NA,-85.992,NA
23263,-2.30708,5,-5,NA,NA,NA,-76.79,NA
23462,-2.20583,5,-4.69646,NA,NA,NA,-78.561,NA
23708,-2.89316,3.37172,-4.95171,NA,NA,NA,-69.398,NA
23861,-2.04401,3.56069,-5,NA,NA,NA,-53.097,NA
24100,-2.65297,3.10608,-5,NA,NA,NA,-77.413,NA
24297,-2.27632,3.99408,-5,NA,NA,-41.646,NA,NA
24455,-1.9664,5,-4.65752,NA,NA,-71.964,NA,NA
24741,-1.57856,4.48482,-5,NA,-65.052,NA,NA,NA
24979,-1.07863,3.23253,-5,NA,NA,NA,-68.562,NA
25127,-2.34472,4.00023,-5,NA,NA,NA,-57.513,NA
25245,-1.60802,5,-3.68902,NA,NA,NA,-108.921,NA
25453,-1.15572,4.62533,-4.37945,NA,NA,NA,-78.619,NA
25640,-1.7426,3.21994,-5,NA,NA,-41.975,NA,NA
25845,-1.50041,4.05502,-5,NA,NA,NA,-43.318,NA
26128,-1.98839,3.2196,-4.71106,NA,NA,-55.122,NA,NA
26338,-1.59611,3.87388,-4.29472,NA,NA,NA,-44.944,NA
26445,-1.81061,3.20425,-4.92626,NA,-50.958,NA,NA,NA
26772,-2.7064,4.01166,-5,NA,NA,NA,-65.402,NA
26953,-2.56775,4.51877,-5,NA,NA,NA,-68.393,NA
27079,-2.72689,4.77439,-5,NA,NA,NA,-79.694,NA
27313,-2.06892,5,-4.31131,NA,NA,NA,-79.367,NA
27598,-1.74279,4.00569,-4.61369,NA,NA,NA,-47.838,NA
27645,-2.39372,4.13296,-4.53191,NA,NA,NA,-63.614,NA
27809,-1.09879,4.35942,-5,NA,NA,NA,-57.509,NA
28059,-1.41122,4.01279,-5,NA,-18.976,NA,NA,NA
28328,-1.66083,4.58266,-5,NA,NA,NA,-70.017,NA
28414,-2.63345,5,-5,NA,NA,NA,-92.299,NA
28733,-1.78157,4.81814,-5,NA,NA,NA,-75.451,NA
28918,-2.86532,5,-4.29212,NA,NA,NA,-108.93,NA
29101,-1.04295,4.34948,-5,NA,-71.677,NA,NA,NA
29289,-1.19013,4.49896,-4.06894,NA,NA,NA,-96.091,NA
29504,-3.26945,4.38982,-4.08331,NA,NA,-110.674,NA,NA
29698,-2.19696,2.76872,-5,NA,NA,NA,-97.197,NA
29920,-1.88224,4.44116,-5,NA,NA,-45.573,NA,NA
30131,-1.48914,3.68853,-5,NA,NA,NA,-36.464,NA
30264,-0.799329,3.84714,-5,NA,NA,NA,-62.255,NA
30436,-1.89745,4.86528,-5,NA,NA,NA,-69.144,NA
30639,-2.70364,4.04287,-5,NA,NA,NA,-67.03,NA
30980,-2.97753,4.40343,-5,NA,NA,NA,-80.06,NA
31077,-2.38442,3.42138,-5,NA,NA,NA,-51.853,NA
31396,-2.70647,3.21358,-4.15533,NA,NA,-92.277,NA,NA
31500,-3.07645,3.75426,-5,NA,NA,NA,-83.857,NA
31659,-3.30468,3.49774,-4.83772,NA,NA,NA,-105.952,NA
31845,-2.05868,3.84473,-4.28927,NA,NA,NA,-80.848,NA
32057,-1.84376,3.49581,-4.61479,NA,-30.738,NA,NA,NA
32369,-1.38628,3.67901,-5,NA,NA,NA,-38.06,NA
32598,-2.15972,4.86274,-4.65912,NA,NA,NA,-71.227,NA
32773,-1.89355,5,-4.29563,NA,NA,NA,-81.713,NA
32807,-2.02897,3.21784,-4.37841,NA,-70.44,NA,NA,NA
33067,-1.0962,4.47634,-4.31343,NA,NA,NA,-92.472,NA
33397,-1.51833,3.53041,-4.20062,NA,NA,NA,-71.97,NA
33596,-1.69066,4.23232,-4.61641,NA,NA,NA,-45.452,NA
33755,-2.47312,4.2595,-4.82277,NA,-59.662,NA,NA,NA
33886,-2.89164,4.10673,-5,NA,NA,NA,-72.048,NA
34151,-1.81303,4.26814,-5,NA,NA,NA,-45.187,NA
34314,-2.2042,4.01824,-5,NA,NA,-41.516,NA,NA
34569,-1.69997,4.86074,-5,NA,NA,-70.318,NA,NA
34761,-1.04329,4.69644,-5,NA,NA,-64.231,NA,NA
34840,-2.0031,3.74004,-4.31384,NA,-33.519,NA,NA,NA
35006,-2.02404,3.78496,-5,NA,NA,NA,-34.105,NA
35315,-2.17145,4.10423,-5,-65.503,NA,NA,NA,NA
35574,-3.03043,4.08652,-5,NA,-80.913,NA,NA,NA
35698,-2.7709,4.15557,-4.90605,NA,NA,NA,-72.552,NA
35877,-2.4947,3.95471,-5,NA,NA,NA,-58.668,NA
36066,-2.54943,4.8604,-5,NA,NA,-76.02,NA,NA
36269,-2.66296,3.94433,-5,NA,-67.182,NA,NA,NA
36416,-1.2772,4.23203,-5,NA,NA,-45.037,NA,NA
36604,-1.56455,5,-5,NA,NA,NA,-78.872,NA
36909,-1.98846,5,-5,NA,NA,NA,-79.61,NA
37186,-2.27566,5,-3.98591,NA,NA,NA,-97.232,NA
37258,-1.52369,5,-5,NA,NA,NA,-82.506,NA
37505,-1.24573,5,-4.99879,NA,NA,NA,-91.652,NA
37654,-2.09741,5,-4.33474,NA,NA,-84.628,NA,NA
37935,-2.21103,4.74396,-4.00263,NA,NA,NA,-89.24,NA
38046,-1.4799,4.65735,-5,NA,NA,NA,-59.753,NA
38373,-1.94505,5,-4.05294,NA,NA,NA,-93.587,NA
38520,-2.98831,5,-5,NA,NA,NA,-102.233,NA
38708,-3.46732,4.5405,-5,NA,NA,-109.28,NA,NA
38916,-3.6809,4.21057,-5,NA,NA,NA,-122.532,NA
39055,-2.76797,3.8539,-4.50609,NA,NA,NA,-74.241,NA
39379,-2.7782,4.87569,-4.8158,NA,NA,NA,-88.793,NA
39511,-2.41284,5,-3.95236,NA,NA,-98.958,NA,NA
39661,-2.29224,4.48649,-4.73151,NA,-61.442,NA,NA,NA
39838,-2.32112,4.0059,-5,NA,NA,-42.778,NA,NA
40064,-1.86896,3.99348,-4.68514,NA,NA,NA,-45.684,NA
40272,-1.57257,3.94309,-3.57946,NA,-133.43,NA,NA,NA
40444,-2.45577,3.6914,-3.91337,NA,NA,-80.854,NA,NA
40719,-2.5424,3.79666,-5,-64.005,NA,NA,NA,NA
40848,-1.73542,3.9226,-5,NA,NA,NA,-42.786,NA
41043,-1.53697,4.25441,-4.83673,NA,NA,NA,-52.572,NA
41262,-1.34943,4.59126,-5,NA,NA,NA,-57.128,NA
41595,-1.46568,3.35319,-5,NA,NA,NA,-70.138,NA
41772,-2.75426,3.92753,-4.81213,NA,NA,NA,-64.54,NA
41881,-2.13017,4.69039,-4.80775,NA,NA,NA,-60.258,NA
42054,-2.81453,5,-4.57081,NA,NA,NA,-98.595,NA
42322,-2.69966,5,-4.91473,NA,NA,NA,-94.941,NA
42420,-2.00624,4.86206,-4.42487,NA,NA,NA,-83.127,NA
42791,-1.7917,5,-5,NA,NA,NA,-74.011,NA
42927,-2.69734,3.64896,-4.59097,NA,-71.794,NA,NA,NA
43171,-3.44825,3.47847,-4.24155,NA,NA,-113.003,NA,NA
43226,-2.03794,5,-5,NA,NA,-68.696,NA,NA
43586,-1.34586,4.73399,-5,NA,NA,NA,-59.642,NA
43643,-2.33559,3.7025,-5,-90.326,NA,NA,NA,NA
43977,-1.5969,4.25708,-4.54099,NA,NA,NA,-59.084,NA
44033,-2.59797,3.54128,-4.31816,NA,NA,NA,-68.8,NA
44318,-2.57873,4.71036,-4.29923,NA,NA,NA,-88.302,NA
44475,-2.05913,4.79927,-4.51839,NA,NA,NA,-77.046,NA
44655,-2.15715,4.04641,-4.68282,NA,NA,-42.637,NA,NA
44869,-1.95089,3.86307,-5,NA,NA,NA,-35.487,NA
45120,-2.46264,3.44284,-5,NA,NA,NA,-60.323,NA
45298,-2.26041,3.34069,-4.5186,NA,NA,-54.586,NA,NA
45424,-2.70544,5,-5,NA,-87.057,NA,NA,NA
45603,-1.58267,4.00859,-4.52458,NA,NA,-27.112,NA,NA
45839,-2.07091,4.25524,-4.24372,NA,-54.484,NA,NA,NA
46151,-1.87264,5,-5,NA,NA,NA,-77.887,NA
46398,-2.02076,4.06695,-5,NA,NA,NA,-50.21,NA
46471,-1.75618,4.75906,-5,NA,NA,NA,-72.789,NA
46728,-2.04373,5,-5,NA,NA,NA,-81.715,NA
46858,-1.72123,3.60488,-5,NA,NA,-10.609,NA,NA
47012,-0.734099,4.25787,-5,NA,NA,NA,-134.522,NA
47332,-2.41607,4.65328,-5,NA,NA,NA,-74.455,NA
47503,-1.23767,4.34619,-5,NA,NA,NA,-67.093,NA
47702,-2.35393,5,-4.66719,NA,NA,NA,-80.145,NA
47869,-1.7392,5,-5,NA,NA,NA,-72.424,NA
48046,-2.02618,4.73318,-5,NA,NA,-74.262,NA,NA
48331,-1.73046,4.46196,-5,NA,-55.426,NA,NA,NA
48529,-1.13605,3.89236,-5,NA,NA,NA,-56.164,NA
48743,-0.540809,3.63031,-5,NA,NA,NA,-141.254,NA
48968,-1.04266,4.7031,-5,NA,NA,NA,-110.605,NA
49147,-1.70862,4.59441,-5,NA,NA,-48.074,NA,NA
49341,-1.36609,4.68938,-5,NA,NA,-70.202,NA,NA
49438,-2.47295,5,-4.79108,NA,NA,-80.322,NA,NA
49784,-1.88632,4.20803,-5,NA,NA,-34.568,NA,NA
49826,-2.16314,4.68719,-5,NA,NA,-60.867,NA,NA
50090,-2.50338,3.76627,-5,NA,-63.682,NA,NA,NA
50231,-2.52553,3.99949,-4.50696,NA,NA,NA,NA,-115.417
50576,-2.65782,3.50783,-4.54295,NA,NA,NA,-70.584,NA
50605,-1.58317,4.03221,-4.82204,NA,NA,NA,-41.901,NA
50961,-1.31765,4.32264,-5,NA,NA,NA,-73.458,NA
51160,-1.72195,5,-4.70049,NA,NA,NA,-72.417,NA
51398,-2.87209,4.63219,-5,NA,NA,NA,-88.146,NA
51507,-1.18872,5,-5,NA,NA,-96.85,NA,NA
51729,-2.13717,5,-5,NA,-87.275,NA,NA,NA
51839,-2.19974,3.76702,-4.20387,NA,-67.38,NA,NA,NA
52097,-1.39036,3.29763,-4.48721,NA,NA,NA,-53.608,NA
52365,-2.3445,4.13302,-5,NA,NA,NA,-49.922,NA
52536,-1.6502,4.99702,-5,NA,NA,NA,-73.423,NA
52776,-2.04098,5,-5,NA,-75.834,NA,NA,NA
52952,-2.9388,5,-4.39355,-129.535,NA,NA,NA,NA
53085,-2.0487,5,-4.51892,NA,-83.399,NA,NA,NA
53271,-1.6075,5,-5,NA,NA,-80.311,NA,NA
53543,-2.3744,4.21788,-5,NA,-55.501,NA,NA,NA
53603,-1.79989,2.66771,-5,NA,NA,NA,-102.11,NA
53902,-1.09493,4.38522,-4.85615,NA,NA,NA,-53.931,NA
54159,-1.18766,3.99965,-4.41733,NA,NA,-55.814,NA,NA
54333,-2.25619,4.21739,-5,NA,NA,NA,-47.614,NA
54573,-2.41699,3.71347,-4.38384,NA,NA,NA,-57.607,NA
54727,-2.80603,2.23678,-4.08832,NA,-183.392,NA,NA,NA
54929,-2.91761,2.93692,-5,NA,NA,-80.426,NA,NA
55018,-1.45903,3.26621,-5,NA,NA,NA,-74.571,NA
55335,-1.49556,3.12101,-5,NA,NA,NA,-70.961,NA
55516,-1.95086,3.3183,-5,NA,NA,NA,-69.566,NA
55628,-1.72167,3.76853,-5,-76.605,NA,NA,NA,NA
55866,-1.71404,3.48262,-5,NA,-24.707,NA,NA,NA
56161,-1.50631,4.32311,-4.37248,NA,NA,-62.234,NA,NA
56379,-2.41912,4.63623,-4.91017,NA,NA,-56.227,NA,NA
56526,-2.04394,5,-4.6133,NA,NA,NA,-80.802,NA
56771,-1.89044,5,-3.6497,NA,NA,NA,-115.539,NA
56943,-1.47069,4.3254,-4.41199,-65.623,NA,NA,NA,NA
57044,-3.07598,5,-4.95521,-116.82,NA,NA,NA,NA
57236,-1.55234,3.70105,-5,NA,-6.143,NA,NA,NA
57451,-2.1995,3.35988,-5,NA,-64.407,NA,NA,NA
57774,-1.96783,4.42866,-5,-83.421,NA,NA,NA,NA
57887,-1.66064,5,-5,-86.629,NA,NA,NA,NA
58167,-1.9148,5,-5,NA,NA,NA,-79.789,NA
58203,-1.52695,5,-4.68856,NA,NA,NA,-83.785,NA
58409,-2.94042,4.66451,-5,NA,NA,NA,-94.142,NA
58652,-1.87162,3.94012,-5,NA,NA,NA,-42.668,NA
58816,-1.95746,3.59387,-5,NA,NA,NA,-47.185,NA
59045,-2.20105,4.7957,-5,NA,NA,NA,-72.718,NA
59226,-3.06742,4.37552,-5,NA,NA,NA,-82.602,NA
59447,-2.61522,4.07063,-5,NA,NA,NA,-65.827,NA
59665,-2.45562,4.86593,-5,NA,NA,-72.376,NA,NA
59946,-1.46536,4.69206,-5,NA,-67.09,NA,NA,NA
60084,-1.86635,5,-5,NA,NA,NA,-77.577,NA
60390,-1.51678,4.64387,-5,NA,NA,-63.834,NA,NA
60469,-1.59397,5,-5,NA,NA,-80.742,NA,NA
60719,-1.66543,4.37944,-4.76447,NA,NA,-51.598,NA,NA
60920,-1.48651,4.66496,-5,NA,NA,-64.151,NA,NA
61077,-1.34175,5,-4.49064,NA,NA,NA,-85.893,NA
61378,-2.61347,4.25053,-4.64857,NA,NA,NA,-72.479,NA
61515,-3.6359,4.30358,-4.71834,NA,NA,NA,-117.293,NA
61739,-2.69832,4.27552,-5,NA,-76.507,NA,NA,NA
61840,-2.61154,4.52729,-5,NA,NA,-69.838,NA,NA
62125,-1.18184,3.97359,-4.9037,NA,NA,-23.124,NA,NA
62265,-2.16249,2.92045,-5,NA,NA,-78.065,NA,NA
62535,-1.95104,3.03927,-4.56282,NA,NA,NA,-81.513,NA
62703,-2.3105,4.68821,-5,NA,NA,NA,-74.704,NA
62987,-2.59396,4.86789,-4.10031,NA,NA,NA,-97.987,NA
63053,-2.22365,4.8376,-5,NA,NA,NA,-75.104,NA
63263,-1.64777,3.99662,-5,NA,NA,-18.59,NA,NA
63404,-2.23508,4.11462,-5,NA,NA,NA,-48.981,NA
63722,-2.35342,3.953,-5,NA,NA,NA,-61.056,NA
63873,-2.79293,4.0581,-5,NA,NA,NA,-67.421,NA
64193,-3.12789,4.46299,-4.5286,NA,NA,NA,-93.582,NA
64344,-2.02929,3.59766,-4.89709,NA,NA,NA,-48.071,NA
64571,-1.54147,3.67351,-5,NA,NA,NA,-43.12,NA
64722,-2.67466,4.41162,-4.68566,NA,NA,NA,-75.224,NA
64984,-2.30281,3.19817,-5,NA,NA,-64.736,NA,NA
65128,-2.28616,4.18193,-5,NA,NA,NA,-47.237,NA
65281,-1.51809,3.90169,-5,NA,NA,NA,-40.836,NA
65508,-2.7181,4.22205,-4.56097,NA,NA,-67.521,NA,NA
65735,-2.54092,5,-5,NA,NA,NA,-88.07,NA
65954,-1.67214,5,-5,NA,NA,NA,-72.636,NA
66093,-1.98128,4.37134,-5,NA,NA,NA,-61.967,NA
66251,-1.65353,5,-5,NA,NA,NA,-72.111,NA
66553,-2.50995,5,-5,NA,NA,-80.991,NA,NA
66660,-1.08311,5,-4.85972,NA,NA,-115.198,NA,NA
66808,-1.98807,4.29085,-5,NA,NA,NA,-62.999,NA
67035,-2.20332,3.69905,-4.91129,NA,NA,-34.292,NA,NA
67229,-1.17849,3.48706,-5,NA,NA,NA,-57.235,NA
67523,-2.15967,4.11002,-4.99063,NA,-61.213,NA,NA,NA
67773,-1.65276,3.60979,-5,NA,NA,-20.886,NA,NA
67996,-1.59763,3.55692,-5,NA,NA,NA,-42.894,NA
68094,-1.50765,4.20858,-4.60314,NA,NA,NA,-49.732,NA
68398,-2.25184,4.14178,-5,NA,NA,NA,-46.13,NA
68515,-1.67781,4.18332,-4.79243,NA,NA,-37.466,NA,NA
68758,-2.217,3.69581,-5,NA,NA,NA,-55.916,NA
68890,-2.08901,3.99326,-5,NA,NA,NA,-45.836,NA
69117,-1.54138,3.41225,-5,NA,NA,-13.281,NA,NA
69317,-2.92465,2.81273,-5,NA,NA,NA,-113.989,NA
69455,-2.23333,4.38817,-4.69587,NA,NA,NA,-53.461,NA
69623,-1.08971,3.20976,-5,NA,NA,NA,-77.922,NA
69851,-2.95126,3.88922,-4.39556,NA,NA,NA,-72.326,NA
70085,-1.71364,3.10595,-4.58861,NA,NA,NA,-75.381,NA
70321,-0.790596,3.93817,-4.70724,NA,NA,NA,-73.876,NA
70449,-1.49907,3.49181,-4.99872,NA,NA,-7.02,NA,NA
70626,-2.18666,2.51304,-5,NA,NA,NA,-109.516,NA
70931,-2.4021,3.83426,-5,NA,NA,NA,-54.467,NA
71085,-2.80334,4.72707,-4.70341,NA,NA,-80.052,NA,NA
71314,-2.17732,4.54195,-5,NA,-63.322,NA,NA,NA
71577,-1.21273,4.15508,-5,NA,NA,NA,-54.149,NA
71698,-1.98735,3.40415,-5,NA,NA,NA,-68.271,NA
71896,-1.51179,3.16948,-5,NA,NA,-50.83,NA,NA
72188,-1.46188,3.22564,-4.69644,NA,NA,NA,-76.169,NA
72395,-2.24349,4.17975,-4.44445,NA,NA,NA,-67.721,NA
72564,-0.72073,5,-4.26499,NA,NA,NA,-113.036,NA
72717,-1.76453,4.21294,-5,NA,NA,NA,-39.291,NA
72834,-0.983592,4.29492,-5,NA,NA,NA,-64.182,NA
73063,-1.5827,4.8312,-5,NA,NA,NA,-76.505,NA
73360,-1.01068,5,-4.91229,NA,NA,NA,-93.192,NA
73521,-2.19483,3.66237,-5,NA,NA,NA,-53.475,NA
73613,-2.59151,3.83332,-5,NA,NA,NA,-53.528,NA
73905,-2.32918,4.23515,-5,NA,NA,NA,-47.338,NA
74090,-1.56509,4.88322,-4.88678,NA,-77.208,NA,NA,NA
74327,-1.86855,3.60767,-4.89839,NA,NA,NA,-44.511,NA
74441,-1.8398,3.65255,-5,NA,NA,NA,-44.779,NA
74634,-1.51221,4.06727,-3.68887,NA,NA,NA,-105.279,NA
74955,-1.44639,3.63488,-5,NA,-23.24,NA,NA,NA
75030,-1.01744,3.86099,-5,NA,NA,-27.93,NA,NA
75350,-1.35787,3.56374,-5,NA,-19.062,NA,NA,NA
75531,-1.03724,2.52983,-4.80656,NA,NA,NA,-86.736,NA
75721,-1.63613,2.80376,-5,NA,NA,-91.861,NA,NA
75850,-3.13614,4.70958,-5,NA,NA,NA,-99.214,NA
76136,-2.58487,4.69122,-5,NA,NA,-72.162,NA,NA
76247,-2.40757,4.33886,-5,NA,NA,NA,-55.623,NA
76535,-1.71955,4.30117,-4.60346,NA,NA,-42.516,NA,NA
76759,-2.83728,4.05171,-4.86432,NA,NA,NA,-71.388,NA
76816,-2.4091,4.50037,-5,NA,NA,NA,-65.657,NA
77020,-2.9544,4.65119,-5,NA,NA,NA,-91.167,NA
77392,-2.54777,3.93909,-5,NA,NA,NA,-57.052,NA
77571,-1.85314,3.63829,-5,NA,NA,-20.283,NA,NA
77654,-2.53968,3.17578,-5,NA,NA,NA,-75.072,NA
77862,-1.91216,3.30494,-5,NA,NA,NA,-65.204,NA
78170,-1.29392,4.12895,-4.5383,NA,NA,NA,-59.437,NA
78311,-2.6052,4.86725,-5,NA,NA,NA,-80.008,NA
78416,-2.70606,2.98521,-5,NA,NA,NA,-77.563,NA
78614,-2.55325,4.11536,-5,NA,NA,NA,-65.248,NA
78948,-2.33152,4.24006,-5,NA,NA,NA,-47.453,NA
79199,-1.47557,4.10001,-5,NA,NA,NA,-52.034,NA
79249,-1.70415,3.73668,-5,NA,NA,NA,-52.434,NA
79431,-2.10335,4.34161,-4.45943,NA,NA,NA,-54.691,NA
79718,-1.97575,5,-4.93559,NA,NA,-65.594,NA,NA
80000,-1.5887,5,-5,NA,NA,-75.93,NA,NA
80048,-1.51746,4.48151,-5,NA,NA,NA,-60.521,NA
