id,x0,x1,x2,fitness-4,fitness-4.5,fitness-3,fitness-5,fitness-3.5
15284,-1.78073,3.26096,-5,NA,NA,NA,-44.422,NA
15551,-3.34446,3.922,-5,NA,NA,NA,-94.776,NA
15718,-2.13963,3.27941,-5,NA,-47.547,NA,NA,NA
15856,-2.69261,4.33055,-4.21846,-82.593,NA,NA,NA,NA
16067,-2.70372,4.4729,-5,NA,-68.292,NA,NA,NA
16356,-2.07738,4.44729,-4.86987,NA,-52.08,NA,NA,NA
16446,-1.80355,4.20496,-5,NA,NA,NA,-42.848,NA
16793,-1.72792,5,-5,-80.092,NA,NA,NA,NA
16870,-2.40273,5,-5,NA,NA,NA,-80.014,NA
17086,-1.2289,3.89844,-4.81416,NA,NA,NA,-53.535,NA
17280,-1.78172,2.9828,-4.25897,NA,NA,NA,-70.234,NA
17500,-1.52069,3.07125,-4.6234,NA,NA,NA,-80.318,NA
17764,-1.96683,4.35041,-5,NA,-35.662,NA,NA,NA
17875,-2.46721,4.84254,-5,-78.878,NA,NA,NA,NA
18057,-1.73042,5,-5,NA,-72.628,NA,NA,NA
18339,-2.90694,4.5373,-4.91491,NA,-78.562,NA,NA,NA
18599,-1.29167,4.53373,-4.44451,NA,NA,NA,-82.502,NA
18602,-1.58188,3.5104,-5,-10.552,NA,NA,NA,NA
18801,-1.9514,3.497,-5,-23.958,NA,NA,NA,NA
19125,-1.86808,4.11562,-5,-55.262,NA,NA,NA,NA
19257,-2.37075,4.67517,-4.8836,NA,-50.304,NA,NA,NA
19407,-2.6121,5,-5,-87.143,NA,NA,NA,NA
19662,-2.2272,3.91676,-4.25719,-63.508,NA,NA,NA,NA
19818,-2.62952,4.24417,-4.56547,NA,-64.9,NA,NA,NA
20173,-2.52217,3.77141,-5,NA,NA,NA,-56.77,NA
20392,-1.63484,3.95632,-4.78949,NA,NA,NA,-51.022,NA
20417,-1.64492,4.21442,-4.69531,NA,NA,NA,-40.082,NA
20785,-0.970042,5,-4.22461,NA,NA,NA,-126.317,NA
20983,-1.94033,3.84254,-4.69974,NA,NA,NA,-36.945,NA
21188,-1.90479,4.13758,-5,NA,-37.91,NA,NA,NA
21386,-2.17985,4.21084,-4.48249,NA,-49.943,NA,NA,NA
21553,-1.94628,5,-4.50685,NA,NA,NA,NA,-91.549
21643,-1.97806,5,-5,-74.65,NA,NA,NA,NA
21861,-1.67284,3.92338,-4.89077,-10.02,NA,NA,NA,NA
22144,-1.62615,5,-4.45756,NA,NA,NA,-90.097,NA
22311,-2.76972,5,-4.47903,NA,NA,NA,-97.518,NA
22586,-2.61983,3.91288,-4.03251,-86.406,NA,NA,NA,NA
22642,-2.04924,3.71604,-4.32026,NA,NA,NA,-77.351,NA
22876,-2.44737,3.54736,-5,NA,-55.002,NA,NA,NA
23074,-2.39685,4.24058,-5,NA,-53.767,NA,NA,NA
23382,-1.29809,3.69142,-5,NA,-19.395,NA,NA,NA
23531,-1.74585,4.21332,-4.37929,-40.405,NA,NA,NA,NA
23790,-2.00587,3.83347,-5,NA,NA,NA,-32.265,NA
23859,-1.32878,3.66693,-4.45767,NA,NA,NA,-70.466,NA
24022,-2.31722,3.82089,-4.62386,NA,NA,NA,-61.087,NA
24388,-1.73863,3.54017,-5,NA,NA,NA,-40.47,NA
24572,-1.09581,3.68818,-5,NA,NA,NA,-78.464,NA
24698,-0.295921,4.67507,-4.87228,NA,NA,NA,-161.613,NA
24970,-1.65337,4.76776,-4.65542,NA,NA,NA,-78.504,NA
25073,-1.71312,4.52077,-5,NA,NA,NA,-62.301,NA
25286,-2.43713,5,-4.83135,NA,-82.701,NA,NA,NA
25492,-2.52216,4.09247,-5,NA,NA,NA,-62.274,NA
25681,-1.93868,3.64128,-5,NA,NA,NA,-42.859,NA
25898,-2.26072,4.22213,-4.95539,NA,NA,NA,-45.262,NA
26103,-4.03469,2.84935,-5,NA,NA,NA,-170.42,NA
26329,-2.57346,3.88932,-5,NA,NA,NA,-54.875,NA
26475,-1.60616,3.82879,-5,-11.283,NA,NA,NA,NA
26724,-1.38176,4.49219,-4.72559,NA,-56.854,NA,NA,NA
26991,-2.38252,3.78774,-4.23957,NA,NA,NA,-53.283,NA
27181,-1.15192,3.74879,-5,NA,NA,NA,NA,-117.804
27300,-1.4154,3.14851,-5,NA,NA,NA,-61.543,NA
27418,-1.19676,3.45174,-5,-28.917,NA,NA,NA,NA
27789,-1.99845,5,-4.74762,NA,NA,NA,-83.923,NA
27914,-2.50357,5,-4.58596,NA,NA,NA,-87.461,NA
28023,-1.94034,4.14591,-4.91162,NA,-25.596,NA,NA,NA
28229,-1.49089,3.1956,-5,-35.485,NA,NA,NA,NA
28510,-1.4007,4.09856,-5,NA,NA,NA,-54.216,NA
28630,-1.99109,4.17741,-5,NA,NA,NA,-58.819,NA
28975,-1.80297,4.94988,-5,NA,-73.162,NA,NA,NA
29101,-2.66061,4.49393,-4.31226,NA,NA,NA,-81.218,NA
29288,-1.70964,4.98478,-5,NA,NA,NA,-72.643,NA
29471,-1.20348,4.1335,-5,NA,NA,NA,-57.655,NA
29663,-2.1543,3.69525,-5,NA,-36.921,NA,NA,NA
29955,-1.526,3.24824,-5,NA,NA,NA,-64.143,NA
30043,-2.26738,3.45914,-5,NA,NA,NA,-47.909,NA
30205,-2.54879,3.37349,-4.55578,NA,NA,NA,-71.03,NA
30574,-2.91323,5,-5,NA,NA,NA,-98.492,NA
30785,-2.23015,5,-5,NA,NA,NA,-76.924,NA
30873,-2.15629,5,-5,NA,NA,NA,-78.822,NA
31023,-2.92609,5,-5,NA,NA,NA,-99.02,NA
31285,-1.91725,5,-5,NA,NA,NA,NA,-103.872
31461,-1.93181,4.05179,-5,NA,NA,NA,NA,-60.338
31681,-1.42983,3.92879,-5,-35.636,NA,NA,NA,NA
31912,-1.48416,3.99563,-4.97353,NA,NA,NA,-39.156,NA
32199,-2.07724,4.46868,-4.8668,NA,NA,NA,-59.296,NA
32346,-1.75893,5,-4.79429,NA,NA,NA,-71.145,NA
32434,-0.929487,3.95082,-5,NA,NA,NA,-81.449,NA
32696,-1.24461,4.30748,-4.96131,NA,NA,NA,-67.367,NA
32955,-1.22448,4.19922,-5,NA,NA,NA,-60.758,NA
33122,-1.18497,4.52996,-5,-69.907,NA,NA,NA,NA
33205,-2.20483,4.38752,-4.67949,NA,NA,NA,-57.236,NA
33597,-1.59482,4.74856,-4.51653,NA,NA,NA,-68.772,NA
33663,-1.78978,3.89709,-5,NA,NA,NA,-48.788,NA
33984,-1.35436,3.86675,-5,NA,-22.559,NA,NA,NA
34153,-2.09532,4.64478,-4.94891,NA,NA,NA,-55.407,NA
34229,-2.19341,5,-5,NA,NA,NA,-74.978,NA
34599,-2.75364,5,-5,NA,NA,NA,NA,-111.845
34718,-2.21636,3.89083,-4.45003,NA,NA,NA,-50.273,NA
34943,-1.22729,3.32407,-5,NA,NA,NA,-71.084,NA
35086,-2.13966,3.44088,-4.84395,NA,NA,NA,-61.5,NA
35393,-1.44119,3.62443,-4.72306,NA,NA,NA,-44.161,NA
35422,-2.22493,4.98527,-5,NA,NA,NA,-76.761,NA
35693,-2.74338,3.74829,-5,NA,NA,NA,-63.061,NA
35905,-2.85023,5,-5,NA,-93.174,NA,NA,NA
36006,-1.99292,4.53659,-5,NA,NA,NA,-55.227,NA
36202,-1.70956,3.59523,-4.42762,-40.02,NA,NA,NA,NA
36592,-1.73147,2.67603,-5,NA,NA,NA,-101.69,NA
36778,-2.12017,3.72999,-5,NA,NA,NA,-44.393,NA
36917,-2.2319,2.80159,-4.71352,NA,NA,NA,-103.281,NA
37011,-2.09887,3.46687,-5,NA,NA,NA,-61.304,NA
37221,-1.85713,3.1051,-4.71244,NA,NA,NA,-70.639,NA
37475,-2.19739,3.44009,-5,NA,NA,NA,-53.672,NA
37635,-1.30536,5,-4.23053,NA,NA,NA,-91.628,NA
37862,-1.46343,4.52132,-4.6246,NA,-58.239,NA,NA,NA
38118,-2.01162,5,-5,NA,NA,NA,-81.887,NA
38204,-2.01778,4.81228,-5,NA,NA,NA,-61.642,NA
38587,-1.61964,4.32379,-5,NA,-43.047,NA,NA,NA
38799,-1.542,5,-4.68341,NA,-79.194,NA,NA,NA
38874,-1.86954,5,-5,NA,-73.241,NA,NA,NA
39074,-1.67733,5,-5,NA,NA,NA,NA,-109.676
39276,-1.36807,5,-5,NA,NA,NA,-93.319,NA
39431,-1.44275,4.61822,-4.83998,NA,NA,NA,-51.119,NA
39772,-1.65749,4.93955,-5,NA,NA,NA,-75.18,NA
39957,-1.27381,4.997,-4.87481,NA,NA,NA,-94.608,NA
40036,-2.31326,4.23844,-5,NA,NA,NA,-46.983,NA
40228,-1.5589,4.58401,-5,NA,NA,NA,-65.227,NA
40600,-1.41244,4.00509,-4.86232,NA,NA,NA,-42.008,NA
40742,-1.61349,2.89666,-5,NA,NA,NA,-97.896,NA
40914,-1.30132,3.92899,-4.27759,NA,NA,NA,-79.632,NA
41185,-1.05875,4.38772,-5,NA,-77.244,NA,NA,NA
41338,-0.461549,4.34083,-4.69351,NA,NA,NA,-102.179,NA
41542,-1.18426,4.08901,-4.78051,NA,NA,NA,-56.909,NA
41612,-1.76681,3.1165,-4.80649,NA,-44.1,NA,NA,NA
41893,-0.723184,4.33902,-4.19698,NA,NA,NA,-86.794,NA
42151,-1.16481,4.94671,-5,NA,NA,NA,-89.847,NA
42297,-2.5861,4.6243,-5,NA,NA,NA,-67.993,NA
42599,-2.34222,3.32203,-4.11875,NA,NA,NA,-96.336,NA
42664,-2.17857,3.57552,-5,NA,NA,NA,-52.955,NA
42805,-1.94493,4.40313,-4.69343,NA,NA,NA,-60.893,NA
43023,-2.59511,3.64796,-5,NA,NA,NA,-60.816,NA
43275,-2.22478,4.038,-5,NA,NA,NA,-52.136,NA
43462,-1.62911,5,-5,NA,NA,NA,-74.332,NA
43621,-1.80581,3.53815,-4.58098,NA,NA,NA,-50.895,NA
43812,-3.23304,3.61077,-4.07317,NA,NA,NA,-108.442,NA
44071,-3.65726,4.09023,-3.89744,NA,-138.578,NA,NA,NA
44288,-3.16674,3.52679,-4.71949,NA,-88.366,NA,NA,NA
44527,-3.62557,3.86941,-5,NA,NA,NA,-121.681,NA
44639,-3.60393,3.83286,-5,NA,NA,NA,-116.086,NA
44881,-2.45862,4.48352,-5,NA,-61.556,NA,NA,NA
45039,-2.67461,5,-5,NA,NA,NA,-93.498,NA
45214,-3.39842,3.62325,-5,NA,NA,NA,-102.353,NA
45545,-2.15473,2.89548,-5,NA,-84.789,NA,NA,NA
45704,-2.43466,3.87119,-4.36403,NA,NA,NA,-58.028,NA
45975,-1.84405,3.56863,-5,NA,-17.837,NA,NA,NA
46054,-1.96586,4.37029,-5,NA,-36.684,NA,NA,NA
46223,-2.20612,3.45596,-5,-58.173,NA,NA,NA,NA
46564,-1.12837,4.08138,-5,NA,NA,NA,-55.995,NA
46724,-2.0902,3.22328,-5,NA,NA,NA,-70.18,NA
46915,-2.8994,3.31376,-5,NA,NA,NA,-74.075,NA
47072,-2.18951,4.85614,-5,-83.93,NA,NA,NA,NA
47362,-2.60848,5,-5,-88.379,NA,NA,NA,NA
47592,-3.03349,4.17463,-5,NA,-80.651,NA,NA,NA
47608,-2.04388,5,-5,NA,-69.975,NA,NA,NA
47876,-2.76975,3.84818,-4.23938,NA,-77.776,NA,NA,NA
48024,-2.5272,4.34962,-4.44208,-71.07,NA,NA,NA,NA
48399,-1.49679,3.14355,-4.39916,NA,-65.866,NA,NA,NA
48406,-2.05492,3.45065,-4.1383,NA,-81.021,NA,NA,NA
48638,-1.79144,4.54812,-4.80402,NA,NA,NA,-64.586,NA
48976,-1.63698,4.95644,-5,NA,NA,NA,-75.051,NA
49022,-2.80478,4.83953,-4.89021,NA,NA,NA,-89.22,NA
49323,-2.40706,5,-4.28713,NA,-85.712,NA,NA,NA
49594,-2.19757,4.34746,-4.35181,NA,NA,NA,-69.209,NA
49748,-2.78036,5,-4.79776,NA,NA,NA,-95.661,NA
49976,-2.30579,5,-4.56995,NA,NA,NA,-83.589,NA
50037,-2.22913,5,-5,NA,-74.984,NA,NA,NA
50386,-1.24015,3.64041,-4.86236,NA,NA,NA,-53.082,NA
50565,-1.628,3.30183,-5,NA,-32.979,NA,NA,NA
50644,-1.63828,4.41979,-5,NA,-47.863,NA,NA,NA
50860,-2.37012,4.83686,-5,NA,-65.375,NA,NA,NA
51070,-2.4986,3.79862,-5,NA,NA,NA,-58.122,NA
51265,-2.64878,3.1207,-5,NA,NA,NA,-78.174,NA
51475,-2.9634,4.34049,-5,NA,NA,NA,-75.414,NA
51691,-1.92288,3.5534,-5,NA,NA,NA,-50.028,NA
51967,-1.89647,3.56161,-4.99811,NA,NA,NA,-48.109,NA
52014,-2.21576,3.33313,-5,NA,NA,NA,-52.171,NA
52266,-2.05961,3.17125,-4.90663,NA,NA,NA,-68.635,NA
52591,-2.2173,3.97848,-5,NA,NA,NA,-53.596,NA
52602,-0.990088,5,-4.51827,NA,NA,NA,-112.048,NA
52886,-2.05556,3.69412,-4.89848,NA,NA,NA,-36.718,NA
53108,-2.73009,3.84823,-5,NA,NA,NA,-60.423,NA
53394,-2.12459,3.35314,-5,NA,NA,NA,-65.386,NA
53506,-2.59797,2.91807,-4.57017,NA,NA,NA,-95.126,NA
53667,-2.46967,3.73102,-5,NA,-51.11,NA,NA,NA
53807,-2.73405,4.16032,-4.48712,NA,-73.9,NA,NA,NA
54169,-3.47733,3.68525,-5,-115.438,NA,NA,NA,NA
54252,-2.09825,4.77344,-5,NA,NA,NA,-62.562,NA
54414,-1.36205,3.95691,-4.77251,NA,NA,NA,-37.266,NA
54650,-1.32045,4.16853,-4.73097,NA,NA,NA,-69.584,NA
54889,-1.10931,3.50616,-5,NA,NA,NA,-55.738,NA
55019,-1.36049,4.88273,-5,NA,NA,NA,-75.802,NA
55342,-2.14336,3.68569,-5,NA,NA,NA,-42.255,NA
55452,-1.28352,5,-5,NA,NA,NA,-89.083,NA
55684,-1.64124,4.67817,-4.32674,NA,NA,NA,-56.118,NA
55809,-0.995066,4.17245,-5,NA,NA,NA,-61.365,NA
56060,-1.39326,3.93862,-4.08732,NA,-61.922,NA,NA,NA
56230,-2.24907,4.45607,-4.25136,NA,NA,NA,-73.235,NA
56460,-2.23953,4.9144,-4.71603,NA,-72.616,NA,NA,NA
56627,-0.862588,5,-5,-113.105,NA,NA,NA,NA
56839,-0.877519,5,-5,NA,-108.488,NA,NA,NA
57122,-2.21482,5,-5,NA,NA,NA,-74.695,NA
57295,-2.20457,4.11905,-5,NA,-44.294,NA,NA,NA
57520,-1.80363,4.21485,-5,NA,-36.937,NA,NA,NA
57749,-1.36342,3.71682,-5,NA,-21.457,NA,NA,NA
57886,-2.29547,4.12039,-5,NA,NA,NA,-49.289,NA
58028,-1.11516,3.59326,-4.29523,NA,NA,NA,-89.578,NA
58308,-1.21906,3.44483,-5,NA,-24.491,NA,NA,NA
58498,-1.47499,4.65283,-5,NA,NA,NA,-59.192,NA
58621,-1.2697,4.77624,-5,NA,NA,NA,-73.314,NA
58982,-1.82374,5,-5,-78.699,NA,NA,NA,NA
59118,-1.36867,5,-4.99476,NA,NA,NA,-89.47,NA
59340,-2.82369,3.88864,-5,NA,NA,NA,-73.289,NA
59538,-1.78047,4.38846,-4.326,NA,-50.234,NA,NA,NA
59626,-3.24828,3.53661,-5,NA,NA,NA,-93.193,NA
59876,-1.88572,5,-5,NA,NA,NA,-78.515,NA
60121,-2.11707,4.90183,-5,NA,NA,NA,-72.738,NA
60385,-0.897499,4.48549,-5,NA,NA,NA,-91.926,NA
60408,-1.67953,5,-5,NA,NA,NA,-72.441,NA
60624,-1.38598,3.80617,-5,NA,NA,NA,-27.315,NA
60859,-2.12466,4.15522,-4.49327,NA,-50.441,NA,NA,NA
61197,-2.39694,4.91429,-3.62195,-121.836,NA,NA,NA,NA
61238,-1.29193,4.77513,-4.64202,NA,-80.461,NA,NA,NA
61476,-2.78973,4.85851,-5,NA,NA,NA,-88.888,NA
61686,-1.89455,5,-5,NA,NA,NA,-78.923,NA
61982,-1.03203,4.0982,-5,NA,NA,NA,-62.539,NA
62048,-1.79533,3.82986,-4.65252,NA,NA,NA,-49.13,NA
62373,-2.1387,3.56855,-4.64803,NA,NA,NA,-55.058,NA
62547,-2.10373,4.4288,-5,NA,NA,NA,-59.636,NA
62723,-1.447,4.54074,-5,NA,NA,NA,-59.458,NA
62896,-2.0937,4.50697,-5,NA,NA,NA,NA,-84.002
63004,-1.41869,4.80605,-5,NA,NA,NA,NA,-76.088
63391,-1.64784,5,-5,NA,NA,NA,-73.445,NA
63432,-0.992403,3.37113,-5,NA,-73.54,NA,NA,NA
63699,-1.83635,3.97011,-5,-25.209,NA,NA,NA,NA
63905,-1.53871,3.13263,-5,NA,NA,NA,-70.831,NA
64170,-1.94046,4.18062,-5,NA,NA,NA,-56.319,NA
64394,-2.32746,4.43954,-3.84152,NA,NA,NA,-83.84,NA
64439,-1.82834,4.01371,-4.92578,NA,NA,NA,-44.785,NA
64649,-2.8331,4.69904,-5,NA,-77.07,NA,NA,NA
64885,-2.21619,4.85302,-5,-76.846,NA,NA,NA,NA
65077,-2.2701,4.98823,-4.98781,NA,-76.371,NA,NA,NA
65322,-1.70182,4.56127,-5,NA,NA,NA,-67.463,NA
65482,-1.79838,4.85757,-5,NA,-65.661,NA,NA,NA
65753,-1.4442,5,-5,NA,NA,NA,-82.737,NA
65961,-1.79702,5,-4.98274,NA,NA,NA,-73.858,NA
66138,-2.7048,4.50089,-4.98905,NA,NA,NA,-73.252,NA
66287,-2.25139,3.19124,-4.98411,-66.006,NA,NA,NA,NA
66525,-3.11682,2.22553,-4.86473,NA,NA,NA,-148.055,NA
66792,-3.31131,3.34549,-4.36305,NA,NA,NA,-96.987,NA
66924,-2.40765,3.3971,-4.51776,NA,-57.151,NA,NA,NA
67002,-1.87295,4.1907,-5,NA,-32.753,NA,NA,NA
67258,-2.16236,5,-5,NA,-73.785,NA,NA,NA
67594,-2.35812,3.24705,-4.96223,NA,-59.711,NA,NA,NA
67753,-1.90921,4.15185,-4.97358,-59.081,NA,NA,NA,NA
67821,-1.97235,4.25334,-5,NA,NA,NA,NA,-81.444
68148,-2.13869,4.11282,-5,NA,NA,NA,-52.641,NA
68296,-1.93436,4.12199,-3.40076,NA,-120.214,NA,NA,NA
68507,-1.82657,4.14053,-4.54905,NA,NA,NA,-52.359,NA
68617,-3.08295,3.87107,-5,NA,NA,NA,-85.179,NA
68858,-2.82552,4.10582,-4.23151,NA,-79.41,NA,NA,NA
69182,-2.70666,4.88016,-4.83763,NA,NA,NA,-82.853,NA
69212,-2.28103,4.75271,-5,NA,NA,NA,-77.639,NA
69509,-2.90921,4.71391,-5,NA,-81.13,NA,NA,NA
69718,-3.29945,5,-5,NA,NA,NA,-123.571,NA
69889,-1.57361,5,-4.23725,-93.094,NA,NA,NA,NA
70195,-1.57606,3.69836,-3.91396,NA,NA,NA,-95.262,NA
70242,-1.34668,4.68468,-4.89586,NA,NA,NA,-49.692,NA
70495,-2.30463,4.10123,-5,NA,NA,NA,-50.377,NA
70729,-1.88695,5,-5,NA,NA,NA,-78.573,NA
70877,-1.77184,4.28152,-5,NA,NA,NA,-41.343,NA
71148,-2.20978,4.16982,-4.24043,NA,NA,NA,-71.941,NA
71213,-1.22009,4.32494,-5,NA,-52.895,NA,NA,NA
71510,-1.07142,4.28842,-5,NA,NA,NA,-51.13,NA
71721,-2.05486,3.9269,-5,NA,NA,NA,-37.44,NA
71813,-1.84399,4.61857,-4.72365,NA,NA,NA,-64.054,NA
72038,-1.05498,3.82853,-5,NA,NA,NA,-89.903,NA
72240,-0.798252,2.91956,-5,NA,NA,NA,-98.81,NA
72462,-1.4222,3.26687,-5,NA,NA,NA,-79.603,NA
72649,-2.29868,4.48511,-5,NA,NA,NA,-57.818,NA
72917,-2.51012,3.06224,-5,NA,NA,NA,-77.838,NA
73042,-1.51079,3.6753,-4.91287,NA,NA,NA,-39.571,NA
73298,-1.70938,3.9275,-4.80996,NA,NA,NA,-55.088,NA
73540,-2.61905,4.35144,-5,NA,NA,NA,-74.231,NA
73625,-2.35518,3.35766,-4.55041,NA,NA,NA,-72.57,NA
73890,-1.07895,3.17919,-4.76434,NA,NA,NA,-87.068,NA
74045,-1.1338,3.57143,-4.30683,NA,NA,NA,-93.827,NA
74207,-2.12655,3.407,-5,-48.715,NA,NA,NA,NA
74510,-3.2674,3.92788,-4.49597,NA,NA,NA,-100.471,NA
74611,-1.35162,4.2302,-5,NA,NA,NA,-71.746,NA
74828,-2.43275,4.22322,-5,NA,NA,NA,-53.266,NA
75049,-2.00138,3.98846,-5,NA,NA,NA,-42.544,NA
75249,-1.48286,5,-4.82583,NA,NA,NA,-88.674,NA
75557,-0.247921,5,-5,NA,-165.798,NA,NA,NA
75693,-1.50721,3.53651,-5,NA,-9.17,NA,NA,NA
75996,-2.02058,5,-5,NA,NA,NA,-81.881,NA
76082,-2.81788,5,-5,NA,-91.171,NA,NA,NA
76309,-1.58968,5,-5,NA,NA,NA,-76.87,NA
76506,-1.0736,5,-5,NA,NA,NA,-87.958,NA
76781,-1.06075,4.13012,-5,NA,NA,NA,-56.277,NA
76865,-1.16227,3.38175,-5,-43.96,NA,NA,NA,NA
77175,-2.11664,4.26669,-4.81361,NA,-35.471,NA,NA,NA
77306,-1.62055,4.32719,-5,NA,NA,NA,-44.179,NA
77430,-1.8785,3.80309,-5,NA,NA,NA,-40.567,NA
77697,-2.27517,5,-5,NA,-80.48,NA,NA,NA
77935,-2.28077,5,-5,NA,NA,NA,-76.561,NA
78129,-2.23835,5,-4.95082,NA,NA,NA,-75.971,NA
78386,-1.68701,5,-4.70203,NA,NA,NA,-73.627,NA
78587,-2.78779,4.78598,-3.88033,-107.715,NA,NA,NA,NA
78612,-2.27011,4.76082,-4.5098,NA,-73.929,NA,NA,NA
78964,-1.22329,3.87617,-5,NA,NA,NA,-54.963,NA
79004,-1.10594,4.52322,-4.10343,NA,NA,NA,-97.68,NA
79284,-1.7936,4.83443,-5,-67.756,NA,NA,NA,NA
79565,-1.95821,5,-4.84328,NA,-65.319,NA,NA,NA
79681,-1.0279,5,-4.66817,-114.19,NA,NA,NA,NA
79811,-1.4301,5,-4.83714,NA,NA,NA,-94.302,NA
80141,-1.075,3.46197,-4.75204,-53.759,NA,NA,NA,NA
80253,-0.528405,4.00232,-5,NA,NA,NA,-130.479,NA
