id,x0,x1,x2,fitness1.5,fitness3,fitness3.5,fitness5,fitness4.5,fitness4,fitness2.5,fitness0.5,fitness-0.5,fitness-1,fitness-1.5,fitness0,fitness-2,fitness-2.5,fitness2,fitness1
5703,5,5,-0.382604,NA,NA,NA,NA,1670.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5807,3.80641,5,-0.491241,NA,NA,NA,667.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6039,3.80443,5,-0.547543,NA,NA,NA,2077.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6338,3.37923,5,-1.5151,NA,NA,NA,3209.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6451,5,5,-1.79156,NA,NA,NA,831.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6755,5,5,-1.83606,NA,NA,NA,2509.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6907,5,5,-0.690862,NA,NA,NA,11286.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7015,5,5,-0.636274,NA,NA,NA,9249.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7333,4.35384,5,-1.43929,NA,NA,NA,6537.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7409,5,4.08674,-1.18538,NA,NA,NA,1145.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7655,4.44291,4.462,-0.799244,NA,NA,NA,1175.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7900,4.46531,5,-1.50528,NA,NA,NA,2950.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8016,5,5,-1.54195,NA,NA,NA,NA,6054.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8207,5,4.40296,-2.5128,NA,NA,NA,1433.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8440,4.68603,4.42463,-1.31249,NA,NA,NA,3264.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8765,5,5,-0.93252,NA,NA,NA,10418.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8911,5,5,-0.767608,NA,NA,NA,12893.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9151,5,5,-1.87625,NA,NA,NA,3751.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9333,5,5,-1.82059,NA,NA,NA,1958.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9568,5,5,-0.927774,NA,NA,NA,13861.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9684,5,4.73179,-0.0836562,NA,NA,NA,NA,2327.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9939,4.71975,5,1.20839,NA,NA,NA,NA,729.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10139,5,5,0.504626,NA,NA,NA,1473.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10316,4.65084,5,1.48258,NA,NA,NA,965.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10474,5,5,1.3529,NA,NA,NA,2575.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10618,5,5,-0.63355,NA,NA,NA,NA,9265.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10804,5,4.60547,-0.951196,NA,NA,NA,NA,1240.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11010,5,5,-2.11723,NA,NA,NA,4433.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11340,5,3.91221,-2.06796,NA,NA,NA,1216.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11407,5,4.59268,-2.08785,NA,NA,NA,2094.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11587,5,5,-0.70279,NA,NA,NA,11640.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11803,5,5,-0.620571,NA,NA,NA,NA,NA,3176.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12120,5,5,-0.953411,NA,NA,NA,12693.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12252,5,5,-0.64816,NA,NA,NA,NA,8973.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12574,4.86556,4.82485,-0.556921,NA,NA,NA,9442.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12770,5,5,-0.921383,NA,NA,NA,10832.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12786,5,5,-0.497609,NA,NA,NA,2191.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13035,5,5,0.21783,NA,NA,NA,2342.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13257,5,5,2.32749,NA,NA,NA,2592.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13533,5,5,0.268595,NA,NA,NA,3105.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13631,5,5,0.176656,NA,NA,NA,1702.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13888,4.53866,4.8202,-1.33287,NA,NA,NA,NA,1142.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14083,4.67713,5,-2.06918,NA,NA,NA,4439.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14236,3.40805,4.82598,-0.175378,NA,NA,NA,2837.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14553,5,5,0.924241,NA,842.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14589,5,5,-0.754515,NA,NA,NA,NA,5777.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14940,4.69131,5,-0.991091,NA,NA,NA,7156.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15137,4.45731,4.60299,-1.45193,NA,NA,NA,1779.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15210,5,5,-0.53972,NA,NA,NA,4472.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15395,4.96878,5,0.496818,NA,NA,NA,NA,1987.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15606,4.87981,5,0.887363,NA,NA,NA,NA,454.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15982,5,5,0.462152,NA,NA,NA,2271.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16094,5,4.80315,-0.918141,NA,NA,NA,14057.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16234,5,3.71476,-1.86095,NA,NA,NA,1141.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16428,5,5,-1.97775,NA,NA,NA,5463.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16648,5,5,-0.841643,NA,NA,NA,12793.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16909,4.39486,5,-1.4784,NA,NA,NA,5233.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16995,4.25845,4.9539,-1.28422,NA,NA,NA,6542.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17240,4.91407,4.828,-1.87893,NA,NA,NA,6454.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17551,5,5,-0.849608,NA,NA,NA,12682.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17759,4.76847,5,-1.40414,NA,NA,NA,NA,7017.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17974,5,5,-1.02291,NA,NA,NA,6038.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18060,4.70746,4.37974,-1.45575,NA,NA,NA,5777.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18258,4.98206,5,-1.01257,NA,NA,NA,7126.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18497,5,5,-0.777564,NA,NA,NA,16486.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18619,5,5,-0.949165,NA,NA,NA,9740.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18829,5,3.86092,-0.661477,NA,NA,NA,3129.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19051,5,4.13509,0.100446,NA,NA,NA,321.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19253,5,2.1524,-0.00950787,NA,NA,NA,794.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19448,4.43307,2.85893,-1.2283,NA,NA,NA,509.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19608,4.9456,3.33011,-1.21583,NA,NA,NA,2374.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19927,5,2.30402,-1.23606,NA,NA,NA,NA,2237.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20077,4.41026,0.89986,-0.412899,NA,NA,NA,314.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20379,3.76643,0.471907,-1.36302,NA,NA,NA,1265.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20473,4.60534,-0.538241,-0.329223,NA,NA,NA,1371.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20782,5,0.271178,-0.374235,NA,NA,NA,1394.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20826,4.06637,-0.338258,-1.54965,NA,NA,NA,1760.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20997,5,1.99871,-0.566133,NA,NA,NA,514.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21316,4.46991,2.64426,-1.3792,NA,NA,NA,348.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21466,5,4.16649,-0.775522,NA,NA,NA,NA,4231.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21666,5,5,-1.99274,NA,NA,NA,5531.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21856,4.53021,5,-1.94634,NA,NA,NA,486.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22046,3.94113,5,-2.12263,NA,NA,NA,792.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22331,3.7966,5,-0.73382,NA,NA,NA,4541.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22484,4.93581,4.94606,-0.813893,NA,NA,NA,NA,7323.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22592,3.87356,5,-0.835935,NA,NA,NA,3660.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22872,3.81234,5,-0.820691,NA,NA,NA,4650.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23004,5,5,0.24006,NA,NA,NA,2726.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23311,5,5,-0.898827,NA,NA,NA,11571.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23521,4.92907,5,-0.545827,NA,NA,NA,5992.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23634,4.87752,5,-1.0443,NA,NA,NA,6367.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23783,5,4.84649,-0.582489,NA,NA,NA,8937.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24004,4.73843,5,-0.110872,NA,NA,NA,NA,NA,4353.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24298,5,5,0.434738,NA,NA,NA,2703.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24528,4.03678,5,-0.289589,NA,NA,NA,NA,878.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24714,2.7374,4.36395,-1.32293,NA,NA,NA,1644.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24826,5,5,-0.823474,NA,NA,NA,NA,5967.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25154,5,5,-1.03385,NA,NA,NA,5411.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25367,5,5,-1.00012,NA,NA,NA,7288.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25430,5,5,-0.57663,NA,NA,NA,6417.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25775,4.9029,5,-0.624328,NA,NA,NA,11335.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25830,5,5,-0.674734,NA,NA,NA,14322.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25983,4.54223,5,-0.798653,NA,NA,NA,2040.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26296,4.96981,3.88108,-0.809082,NA,NA,NA,4396.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26430,4.15022,4.24548,-0.829278,NA,NA,NA,3850.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26704,5,4.62316,-1.46287,NA,NA,NA,NA,3398.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26902,5,5,-0.873449,NA,NA,NA,13917.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27162,4.79604,5,-1.95211,NA,NA,NA,8280.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27242,4.99517,4.82589,-0.717154,NA,NA,NA,16161.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27380,5,5,0.249508,NA,NA,NA,NA,NA,1009.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27605,5,5,0.406218,NA,NA,NA,3061.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27932,4.13914,5,0.448777,NA,NA,NA,NA,706.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28059,5,5,-0.50858,NA,NA,NA,3676.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28307,5,4.58044,-0.99848,NA,NA,NA,2648.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28473,5,5,0.323962,NA,NA,NA,4481.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28682,4.78002,4.99095,-0.882353,NA,NA,NA,15450.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28976,5,5,-0.802415,NA,NA,NA,NA,4720.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29150,5,4.6454,-0.941982,NA,NA,NA,7048.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29297,4.98513,5,-0.563665,NA,NA,NA,6117.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29498,5,5,-0.744692,NA,NA,NA,12587.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29620,4.80482,5,-0.535122,NA,NA,NA,5437.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29964,5,4.79441,-0.714847,NA,NA,NA,15163.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30021,4.67848,5,-1.50452,NA,NA,NA,NA,4145.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30319,5,4.1552,-0.876842,NA,NA,NA,NA,930.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30488,5,4.95854,-0.742112,NA,NA,NA,14601.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30601,4.66342,5,-0.926236,NA,NA,NA,8436.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30822,5,5,-2.0298,NA,NA,NA,5501.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31135,5,5,-0.866612,NA,NA,NA,12379.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31245,5,4.5939,-0.781935,NA,NA,NA,5609.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31423,5,4.73262,-0.779304,NA,NA,NA,14166.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31735,5,4.56018,-2.12745,NA,NA,NA,1061.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31838,5,4.34402,-1.24671,NA,NA,NA,4135.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31986,5,5,-0.832009,NA,NA,NA,12902.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32260,5,4.83247,-1.09853,NA,NA,NA,1959.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32480,5,5,-2.0283,NA,NA,NA,5508.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32643,4.72369,3.93928,-0.481591,NA,NA,NA,200.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32848,5,5,-1.065,NA,NA,NA,3555.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33065,5,5,-2.01021,NA,NA,NA,5552.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33259,4.90871,5,-0.924093,NA,NA,NA,NA,NA,3520.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33434,4.75247,4.73251,-0.558271,NA,NA,NA,8120.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33762,5,4.85286,-0.654686,NA,NA,NA,NA,NA,3818.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33932,4.72012,5,-2.95609,NA,NA,NA,3253.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33985,5,5,-1.94785,NA,NA,NA,5184.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34224,4.70979,5,-2.08214,NA,NA,NA,5021.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34472,5,5,-2.06739,NA,NA,NA,5199.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34733,4.98115,5,-1.93916,NA,NA,NA,6841.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34893,5,4.72538,-3.09123,NA,NA,NA,2980.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35019,5,5,-2.78052,NA,NA,NA,797.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35270,5,5,-1.45789,NA,NA,NA,NA,2673.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35564,5,5,-1.91249,NA,NA,NA,4609.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35711,5,4.70916,-0.78586,NA,NA,NA,17190.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35949,5,5,-0.672497,NA,NA,NA,13871.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36046,4.55771,4.3016,-0.240176,NA,NA,NA,1114.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36186,4.9579,5,-0.802026,NA,NA,NA,15228.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36523,5,5,-1.01337,NA,NA,NA,7802.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36661,5,3.70084,-0.707582,NA,NA,NA,3886.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36972,5,4.85081,-0.592554,NA,NA,NA,9618.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37004,5,3.79578,-0.839748,NA,NA,NA,4702.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37373,5,4.90638,-0.743901,NA,NA,NA,16268.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37457,4.87105,5,-0.774718,NA,NA,NA,21220.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37692,5,4.76883,-1.54933,NA,NA,NA,NA,NA,5572.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37823,5,5,-1.84899,NA,NA,NA,2940.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38054,5,5,0.00502992,NA,NA,NA,NA,NA,1708.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38180,5,4.74934,-1.39509,NA,NA,NA,NA,NA,7545.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38550,5,5,-1.92279,NA,NA,NA,4803.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38726,5,4.05317,-1.47693,NA,NA,NA,2696.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38904,4.11382,5,-1.5342,NA,NA,NA,3772.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39172,4.82995,4.8641,-0.777529,NA,NA,NA,22827.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39372,4.90357,5,-0.0339362,NA,NA,NA,NA,2694.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39498,4.82704,4.63952,-0.0640852,NA,1011.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39636,5,4.74947,-2.06729,NA,NA,1595.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39935,3.83758,5,-0.650552,NA,NA,NA,NA,3605.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40130,3.40643,5,-0.869329,NA,NA,NA,NA,1737.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40214,4.37288,5,-0.239088,NA,NA,NA,3907.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40536,4.37015,4.22479,-0.622221,NA,NA,NA,2795.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40637,5,5,-0.77485,NA,NA,NA,12958.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40823,4.93195,5,-0.56051,NA,NA,NA,NA,NA,2551.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41129,5,5,0.267992,NA,NA,NA,3098.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41274,4.98863,5,-0.818673,NA,NA,NA,13656.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41519,5,5,-0.780758,NA,NA,NA,12999.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41579,5,4.45136,-1.48579,NA,NA,NA,3009.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41919,5,5,-0.654127,NA,NA,NA,9984.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42149,4.85042,5,-0.749419,NA,NA,NA,16868.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
