id,x0,x1,x2,fitness-3.5,fitness-3,fitness-4,fitness-4.5,fitness-5,fitness-2.5
5128,-2.78472,4.23429,-3.68386,NA,NA,NA,-100.614,NA,NA
5287,-2.489,4.33575,-4.89764,NA,NA,-68.103,NA,NA,NA
5545,-2.60434,4.45659,-4.16805,NA,NA,NA,-79.871,NA,NA
5744,-3.08107,4.41677,-4.26169,NA,NA,NA,NA,-96.383,NA
5851,-1.23977,4.1082,-4.76717,NA,NA,-38.844,NA,NA,NA
6052,-1.97845,3.87617,-4.31467,NA,NA,NA,NA,-60.513,NA
6226,-0.806287,3.84674,-4.34991,NA,NA,NA,-115.943,NA,NA
6472,-1.00293,4.72736,-4.48858,NA,NA,-117.486,NA,NA,NA
6746,-1.82948,4.11179,-4.98888,NA,NA,NA,-31.125,NA,NA
6923,-1.29433,3.59563,-4.13354,NA,NA,NA,-71.231,NA,NA
7133,-2.03263,4.65551,-3.88815,NA,NA,NA,NA,-76.621,NA
7306,-1.6387,4.12197,-4.47165,NA,NA,NA,-30.302,NA,NA
7537,-3.43407,3.6433,-4.81252,NA,NA,-101.348,NA,NA,NA
7761,-2.44261,4.48291,-4.67434,NA,NA,NA,-61.351,NA,NA
7880,-2.97813,4.60827,-3.67773,NA,NA,-124.222,NA,NA,NA
8191,-3.27278,3.5619,-4.49658,NA,NA,NA,NA,-96.381,NA
8347,-2.82196,3.49596,-4.43369,NA,NA,NA,-76.199,NA,NA
8423,-2.53988,4.72132,-4.88064,NA,NA,NA,-77.412,NA,NA
8634,-2.09182,4.92524,-4.80923,NA,NA,NA,-70.179,NA,NA
8869,-3.03584,4.77496,-4.29276,NA,NA,NA,NA,-99.468,NA
9028,-2.98078,3.79759,-4.4516,NA,NA,NA,-91.946,NA,NA
9226,-4.12448,4.08816,-4.26473,NA,NA,-164.652,NA,NA,NA
9537,-2.9006,4.6087,-4.3598,NA,NA,NA,-95.465,NA,NA
9680,-1.47406,3.5777,-3.91477,NA,NA,NA,-87.913,NA,NA
9986,-3.27133,4.45986,-4.77781,NA,NA,-97.069,NA,NA,NA
10078,-2.74935,3.90886,-4.72649,NA,NA,-70.253,NA,NA,NA
10250,-2.49961,3.7873,-4.57933,NA,NA,NA,-57.453,NA,NA
10570,-1.91683,4.60662,-4.97981,NA,NA,NA,-55.62,NA,NA
10759,-1.85635,3.54145,-4.92559,NA,NA,-22.191,NA,NA,NA
10957,-2.37177,4.85947,-3.89715,NA,-130.259,NA,NA,NA,NA
11052,-2.99019,4.83896,-3.69472,NA,NA,-135.46,NA,NA,NA
11353,-2.08003,3.48949,-3.84669,NA,NA,NA,NA,-101.756,NA
11530,-3.25092,3.78999,-4.70708,NA,NA,NA,-88.396,NA,NA
11779,-4.21064,3.53237,-4.80112,NA,NA,-167.629,NA,NA,NA
11805,-3.10753,3.65413,-4.68462,-101.651,NA,NA,NA,NA,NA
12151,-2.09559,4.80726,-4.92101,NA,NA,NA,NA,-62.704,NA
12213,-2.83166,4.92229,-4.73288,NA,NA,NA,-88.734,NA,NA
12505,-2.46991,3.45061,-4.62618,NA,NA,NA,NA,-65.992,NA
12623,-1.87664,4.3316,-3.63821,NA,NA,NA,NA,-97.552,NA
12985,-2.44302,3.59326,-4.99131,NA,NA,-69.351,NA,NA,NA
13133,-1.55198,4.24148,-4.53758,NA,NA,-45.894,NA,NA,NA
13342,-2.14107,3.84902,-3.52924,NA,NA,NA,NA,-101.21,NA
13517,-2.80485,4.57262,-4.89668,NA,NA,-84.487,NA,NA,NA
13644,-2.94949,4.81937,-3.60324,NA,NA,NA,-121.699,NA,NA
13958,-0.911179,4.47716,-4.20189,NA,NA,NA,NA,-107.333,NA
14131,-1.58685,3.94022,-4.70083,-98.587,NA,NA,NA,NA,NA
14294,-2.10987,3.8905,-4.79345,-61.9,NA,NA,NA,NA,NA
14514,-2.83866,4.84902,-4.86496,NA,NA,NA,-83.911,NA,NA
14796,-2.90976,4.87828,-4.23254,NA,NA,NA,-102.057,NA,NA
14905,-1.52222,3.74592,-4.68461,NA,NA,-26.931,NA,NA,NA
15111,-1.18667,4.31557,-4.29778,NA,NA,-110.47,NA,NA,NA
15326,-2.24727,3.52148,-3.69651,NA,NA,NA,-100.649,NA,NA
15542,-1.42181,3.26386,-4.97543,NA,NA,-75.346,NA,NA,NA
15647,-2.17963,3.48422,-4.66472,NA,NA,NA,NA,-53.442,NA
15969,-3.27548,3.37985,-3.98518,NA,NA,-121.009,NA,NA,NA
16097,-3.49052,4.38938,-3.79296,NA,NA,NA,-135.948,NA,NA
16261,-3.02249,3.80671,-4.88272,NA,NA,NA,NA,-87.524,NA
16474,-2.9771,4.96156,-4.7552,NA,NA,-99.821,NA,NA,NA
16634,-2.10471,3.18108,-4.81398,NA,NA,NA,-59.152,NA,NA
16882,-2.13181,4.2409,-3.73759,NA,NA,NA,NA,-90.924,NA
17109,-2.5939,3.70525,-4.96893,NA,NA,NA,NA,-54.593,NA
17245,-2.27924,4.43421,-4.70062,-99.302,NA,NA,NA,NA,NA
17565,-2.79372,4.63173,-4.67543,-100.801,NA,NA,NA,NA,NA
17644,-1.67156,4.46629,-4.77757,NA,NA,NA,NA,-51.313,NA
17954,-0.688778,4.38584,-4.33638,NA,NA,NA,-160.26,NA,NA
18154,-1.72445,4.64453,-3.79629,NA,NA,NA,NA,-117.196,NA
18328,-2.20681,4.79799,-3.46493,NA,NA,NA,-116.781,NA,NA
18565,-0.778433,4.92135,-4.52228,NA,NA,NA,-122.933,NA,NA
18634,-1.16166,3.41194,-4.11499,NA,NA,NA,-87.264,NA,NA
18968,-2.06869,3.41219,-4.11464,NA,NA,NA,-85.588,NA,NA
19191,-1.94309,3.89774,-3.85554,NA,NA,NA,NA,-72.953,NA
19261,-1.74484,4.43466,-3.70987,NA,NA,NA,-104.583,NA,NA
19438,-1.25718,2.97491,-4.53797,NA,NA,NA,NA,-105.386,NA
19706,-1.92166,3.71722,-4.36849,NA,NA,NA,NA,-61.373,NA
19835,-1.91707,4.49797,-4.86172,NA,NA,NA,-49.925,NA,NA
20076,-2.29777,4.50916,-4.05915,NA,NA,NA,NA,-76.925,NA
20292,-1.45459,3.47442,-4.61497,NA,NA,NA,-22.877,NA,NA
20451,-2.11119,4.30423,-4.75399,NA,NA,NA,-47.753,NA,NA
20750,-1.40447,4.67791,-3.82654,NA,NA,NA,-96.431,NA,NA
20891,-2.44643,4.67561,-4.18592,-113.868,NA,NA,NA,NA,NA
21040,-2.0509,4.02355,-4.20254,NA,NA,-68.634,NA,NA,NA
21223,-3.37129,2.93895,-4.401,NA,NA,-126.646,NA,NA,NA
21431,-1.87819,3.08314,-4.82222,NA,NA,-61.608,NA,NA,NA
21790,-2.16198,3.34241,-4.74045,NA,NA,NA,-53.215,NA,NA
21867,-1.00821,3.35044,-4.59298,NA,NA,NA,-70.385,NA,NA
22105,-1.58375,2.46427,-4.9733,NA,NA,NA,NA,-115.572,NA
22360,-2.73275,1.92333,-3.97773,NA,NA,-212.107,NA,NA,NA
22497,-1.36054,3.2687,-4.12826,NA,NA,NA,NA,-86.836,NA
22777,-2.59445,4.42791,-4.04393,NA,NA,NA,NA,-83.187,NA
22881,-2.45384,4.9269,-4.90181,NA,NA,-88.51,NA,NA,NA
23162,-1.7521,4.60257,-4.46399,NA,NA,NA,NA,-58.748,NA
23244,-1.65503,4.9994,-4.74922,NA,NA,NA,-74.532,NA,NA
23572,-1.54064,4.49912,-4.48024,NA,NA,NA,-60.248,NA,NA
23777,-1.54122,3.913,-4.33018,NA,NA,-41.458,NA,NA,NA
23928,-2.32486,3.96846,-4.20174,NA,NA,-72.441,NA,NA,NA
24194,-1.74601,3.09788,-4.57099,NA,NA,NA,-57.685,NA,NA
24362,-1.42861,4.01093,-4.95236,NA,NA,-17.738,NA,NA,NA
24574,-2.80487,4.39641,-4.43299,NA,NA,-81.868,NA,NA,NA
24675,-2.68012,3.55721,-4.86241,NA,NA,NA,-59.625,NA,NA
24804,-2.28244,4.8884,-4.46082,NA,NA,-82.524,NA,NA,NA
25182,-0.630322,4.46112,-4.84154,NA,NA,NA,-114.347,NA,NA
25232,-1.74325,4.58925,-4.35899,NA,NA,NA,-77.351,NA,NA
25517,-1.00527,4.81065,-4.07871,NA,NA,-130.721,NA,NA,NA
25639,-1.0364,4.62248,-4.0532,NA,NA,-135.876,NA,NA,NA
25939,-0.704426,3.92777,-3.76762,NA,NA,NA,NA,-124.493,NA
26026,-1.17091,3.92857,-4.69976,NA,NA,-47.441,NA,NA,NA
26312,-1.34583,4.29615,-4.47417,NA,NA,NA,NA,-49.839,NA
26504,-2.28469,4.14443,-4.51431,NA,NA,-58.124,NA,NA,NA
26702,-2.20672,4.61476,-4.36186,NA,NA,-73.629,NA,NA,NA
26941,-2.06662,4.10729,-4.90905,NA,NA,NA,NA,-52.282,NA
27121,-2.25645,4.80933,-4.88109,NA,NA,NA,NA,-72.616,NA
27374,-2.72851,4.75126,-3.69032,NA,NA,NA,-114.375,NA,NA
27515,-1.83551,4.97859,-4.39097,NA,NA,NA,-78.962,NA,NA
27721,-2.32449,4.3156,-3.39028,NA,NA,NA,-101.463,NA,NA
27882,-2.00867,4.32444,-4.87362,NA,NA,NA,NA,-60.146,NA
28196,-1.69036,3.07744,-4.60038,NA,NA,-60.855,NA,NA,NA
28240,-1.08485,3.0871,-4.74808,NA,NA,NA,-65.041,NA,NA
28550,-1.08849,3.80774,-4.95415,NA,NA,NA,NA,-84.846,NA
28776,-1.17658,3.96037,-3.32755,NA,NA,NA,-147.869,NA,NA
28920,-0.931579,4.54361,-3.85571,NA,NA,NA,-130.25,NA,NA
29045,-0.929709,3.98901,-4.52096,NA,NA,NA,NA,-82.327,NA
29383,-1.64123,4.67701,-4.75432,NA,NA,NA,-44.677,NA,NA
29509,-1.16257,4.47282,-4.82044,NA,NA,-81.856,NA,NA,NA
29696,-2.20529,4.31852,-4.71342,-101.209,NA,NA,NA,NA,NA
29927,-1.2937,4.89701,-4.69381,NA,NA,NA,NA,-82.782,NA
30141,-2.05923,4.48479,-4.36633,NA,NA,NA,-60.608,NA,NA
30289,-1.66357,4.52307,-4.32742,NA,NA,NA,NA,-62.468,NA
30530,-1.88355,4.47475,-4.60793,NA,NA,NA,NA,-53.91,NA
30686,-2.01683,3.96763,-4.54187,NA,NA,NA,-35.38,NA,NA
30962,-2.25965,4.5394,-4.70043,-81.074,NA,NA,NA,NA,NA
31034,-1.42797,4.88062,-4.22106,NA,NA,NA,NA,-97.081,NA
31337,-1.62013,3.91358,-4.52291,-76.598,NA,NA,NA,NA,NA
31543,-2.02661,4.42782,-3.97172,NA,NA,NA,NA,-80.591,NA
31746,-1.40472,4.35382,-4.37654,NA,NA,NA,-79.441,NA,NA
31980,-1.70802,4.16867,-4.72326,NA,NA,NA,-35.702,NA,NA
32149,-1.97854,4.67153,-4.62243,NA,NA,NA,NA,-60.209,NA
32314,-2.56859,4.40472,-4.71126,NA,NA,NA,NA,-69.231,NA
32482,-2.37454,4.89766,-4.99129,NA,NA,NA,-71.533,NA,NA
32766,-2.15848,4.88795,-4.17383,NA,NA,-85.045,NA,NA,NA
32901,-3.05847,4.93675,-3.49139,NA,NA,-144.823,NA,NA,NA
33092,-2.93439,4.77942,-3.76906,NA,-149.984,NA,NA,NA,NA
33211,-2.22295,3.75903,-4.89514,NA,-101.979,NA,NA,NA,NA
33590,-1.52824,4.44342,-4.86519,NA,NA,-59.438,NA,NA,NA
33670,-2.73466,4.36669,-4.04717,NA,NA,-93.463,NA,NA,NA
33933,-2.12524,4.93283,-2.67787,-220.94,NA,NA,NA,NA,NA
34157,-2.51521,4.0228,-3.57423,NA,-153.162,NA,NA,NA,NA
34224,-3.19872,4.2155,-2.67066,NA,NA,NA,-191.764,NA,NA
34537,-0.530361,4.61398,-3.95156,NA,NA,NA,-149.406,NA,NA
34799,-1.45867,3.87907,-4.73515,NA,NA,NA,-13.84,NA,NA
34968,-2.24244,4.7388,-4.16686,NA,NA,-82.521,NA,NA,NA
35173,-1.64654,3.80349,-4.26861,NA,NA,-41.017,NA,NA,NA
35271,-1.10607,4.77794,-4.6574,NA,NA,NA,-79.821,NA,NA
35542,-1.6467,4.38608,-4.02387,NA,NA,NA,NA,-76.49,NA
35640,-1.78153,4.93993,-4.95685,NA,NA,-75.18,NA,NA,NA
35913,-2.29464,4.1079,-3.50289,NA,NA,-122.32,NA,NA,NA
36058,-1.71233,4.4696,-4.62092,NA,NA,NA,NA,-55.07,NA
36367,-2.65222,4.91803,-4.17251,NA,NA,NA,-93.436,NA,NA
36494,-2.51551,4.58884,-3.25719,NA,NA,NA,-126.643,NA,NA
36678,-1.93713,4.27846,-4.09338,-82.496,NA,NA,NA,NA,NA
36924,-1.6891,3.78657,-4.26436,NA,NA,-52.906,NA,NA,NA
37176,-1.63777,3.30277,-4.86237,NA,NA,-30.996,NA,NA,NA
37227,-1.6198,3.99326,-4.64366,NA,NA,-31.526,NA,NA,NA
37558,-1.81901,4.17247,-3.84374,-104.966,NA,NA,NA,NA,NA
37751,-1.73388,4.11654,-4.13853,NA,NA,NA,-63.101,NA,NA
37962,-1.64054,4.5056,-4.52096,NA,NA,NA,-57.362,NA,NA
38067,-1.24609,4.95599,-4.5368,NA,NA,NA,-91.106,NA,NA
38370,-0.963889,4.57175,-3.77496,-187.929,NA,NA,NA,NA,NA
38508,-1.48975,4.27786,-4.54198,NA,NA,-55.163,NA,NA,NA
38647,-1.70439,4.75251,-4.12773,NA,NA,NA,-83.852,NA,NA
38877,-0.69205,4.71683,-4.84741,NA,NA,NA,NA,-96.27,NA
39050,-1.22284,4.59081,-3.84836,NA,NA,NA,-108.817,NA,NA
39278,-1.49764,4.43597,-3.50578,NA,NA,NA,NA,-116.97,NA
39544,-1.09939,4.37726,-3.81104,NA,NA,NA,NA,-87.808,NA
39773,-2.31611,3.91069,-4.34733,NA,NA,-66.695,NA,NA,NA
39919,-1.52113,3.77846,-4.32881,-104.323,NA,NA,NA,NA,NA
40051,-1.41816,4.53509,-4.89129,NA,NA,NA,-61.306,NA,NA
40319,-2.82446,3.76351,-4.70729,NA,NA,-85.957,NA,NA,NA
40564,-1.59677,4.44513,-4.58545,NA,NA,NA,-51.298,NA,NA
40653,-2.6369,3.75069,-3.54955,NA,NA,NA,-111.444,NA,NA
40827,-1.56637,4.27728,-4.80939,-65.498,NA,NA,NA,NA,NA
41026,-1.4742,4.01664,-3.82334,-163.624,NA,NA,NA,NA,NA
41291,-2.24469,4.94872,-4.87007,NA,-120.386,NA,NA,NA,NA
41432,-2.45177,4.61731,-4.69556,NA,NA,-73.327,NA,NA,NA
41637,-2.1118,4.68963,-3.86083,-143.194,NA,NA,NA,NA,NA
41977,-2.0429,3.66098,-3.90628,NA,NA,NA,-87.262,NA,NA
42007,-1.49765,3.93762,-3.86444,NA,NA,NA,NA,-82.647,NA
42237,-2.04888,4.19413,-3.94386,NA,NA,NA,-74.297,NA,NA
42428,-2.4648,4.15573,-4.73797,NA,NA,NA,NA,-55.801,NA
42726,-2.23015,4.49742,-4.39122,NA,NA,NA,NA,-63.554,NA
42896,-1.36901,4.99495,-4.47134,NA,NA,NA,-98.999,NA,NA
43082,-1.67329,3.63286,-3.81704,NA,NA,NA,-80.864,NA,NA
43348,-1.33261,3.51154,-4.44504,NA,NA,NA,NA,-47.377,NA
43590,-2.83538,3.17991,-3.83953,NA,NA,NA,-111.618,NA,NA
43746,-1.09799,3.98073,-4.55404,NA,NA,NA,-46.402,NA,NA
43952,-1.68757,4.21407,-4.61389,NA,NA,NA,NA,-42.251,NA
44031,-1.62063,4.80509,-3.87317,NA,NA,NA,-88.991,NA,NA
44281,-2.43862,4.69396,-3.98919,NA,NA,-88.835,NA,NA,NA
44503,-2.58106,4.55142,-3.95053,NA,NA,NA,NA,-87.419,NA
44648,-3.91118,3.4611,-3.12608,NA,NA,NA,-214.975,NA,NA
44848,-2.62996,4.43398,-3.23488,NA,NA,NA,-133.346,NA,NA
45161,-2.85072,4.14955,-4.87921,NA,NA,NA,-72.937,NA,NA
45331,-3.10855,3.8684,-4.66615,NA,NA,NA,-81.015,NA,NA
45588,-3.61306,3.88462,-3.66683,NA,NA,NA,-146.133,NA,NA
45654,-2.39184,4.67835,-4.04308,NA,NA,NA,NA,-83.735,NA
45999,-2.2114,3.73955,-4.07957,NA,NA,NA,-71.901,NA,NA
46171,-1.89419,4.57758,-4.64841,NA,NA,-66.469,NA,NA,NA
46329,-1.53055,4.41735,-4.99135,NA,NA,NA,NA,-56.26,NA
46542,-2.24647,3.2237,-4.83742,NA,NA,NA,-65.119,NA,NA
46757,-1.45755,2.95595,-4.89829,NA,NA,NA,-81.919,NA,NA
46997,-2.26358,4.55459,-3.47439,NA,NA,NA,-109.125,NA,NA
47074,-2.48367,4.19888,-4.46572,NA,NA,-75.382,NA,NA,NA
47234,-3.34646,3.74799,-4.99211,NA,NA,NA,-99.95,NA,NA
47498,-2.50038,3.32454,-4.90479,NA,NA,NA,NA,-71.811,NA
47643,-2.33392,4.08205,-4.57912,NA,NA,NA,-50.964,NA,NA
47863,-1.23783,3.84389,-4.71721,NA,NA,NA,-18.363,NA,NA
48032,-2.49043,4.1665,-4.47125,NA,NA,NA,-62.615,NA,NA
48248,-1.90398,4.82387,-4.28978,-111.784,NA,NA,NA,NA,NA
48556,-2.04137,4.08492,-4.18254,NA,NA,NA,NA,-59.079,NA
48698,-2.07583,3.95117,-4.33116,NA,NA,NA,-39.011,NA,NA
48891,-1.48794,4.26572,-4.4247,NA,NA,NA,-56.069,NA,NA
49036,-2.35485,4.8806,-4.5678,NA,NA,NA,-74.85,NA,NA
49269,-2.86193,4.04445,-4.88291,NA,NA,NA,-68.652,NA,NA
49412,-1.83987,4.27003,-3.92736,NA,NA,NA,NA,-76.346,NA
49675,-2.14737,3.52946,-3.98361,-122.546,NA,NA,NA,NA,NA
49857,-2.29466,4.70456,-4.21928,NA,NA,NA,-87.795,NA,NA
50173,-2.57652,3.61736,-4.44896,NA,NA,-74.93,NA,NA,NA
50346,-1.21485,3.77715,-4.86127,NA,NA,NA,-18.511,NA,NA
50471,-2.45505,3.79094,-4.57949,NA,NA,NA,-54.749,NA,NA
50786,-1.17784,3.65734,-4.36176,NA,NA,-73.312,NA,NA,NA
50944,-1.4377,4.2562,-4.22505,NA,NA,NA,-64.499,NA,NA
51058,-1.56595,4.47378,-4.78324,NA,NA,-60.913,NA,NA,NA
51232,-2.44249,4.86302,-4.26295,NA,NA,-88.683,NA,NA,NA
51499,-3.15791,4.8559,-4.45225,NA,NA,-111.301,NA,NA,NA
51639,-2.18059,4.67773,-4.76732,NA,NA,NA,NA,-65.823,NA
51824,-2.7123,4.48667,-4.50741,NA,NA,NA,NA,-76.51,NA
52190,-3.50193,3.57432,-4.65914,NA,NA,NA,-106.985,NA,NA
52222,-2.32102,3.29255,-4.23343,NA,NA,NA,-51.712,NA,NA
52438,-0.925188,4.66942,-4.94271,NA,NA,NA,-93.397,NA,NA
52768,-0.742238,4.64545,-4.933,NA,NA,NA,-156.276,NA,NA
52992,-1.69287,4.4672,-4.94241,NA,NA,-53.96,NA,NA,NA
53157,-0.970593,4.44556,-4.59965,NA,NA,NA,-84.912,NA,NA
53221,-2.94484,4.44781,-4.95984,NA,NA,NA,NA,NA,-159.439
53537,-2.18869,3.65921,-4.76889,NA,NA,NA,NA,-47.904,NA
53691,-2.27626,3.90159,-3.25843,NA,NA,NA,-128.735,NA,NA
53849,-2.14186,4.60231,-3.17081,NA,NA,NA,NA,-136.306,NA
54129,-2.88195,4.34064,-4.95671,NA,NA,NA,-79.371,NA,NA
54375,-1.03013,4.26874,-4.51347,NA,NA,NA,NA,-93.254,NA
54593,-1.60087,4.8247,-3.71927,NA,NA,NA,-96.981,NA,NA
54657,-1.22423,3.24828,-4.29048,NA,NA,NA,-81.5,NA,NA
54876,-1.54007,2.61663,-4.37295,NA,NA,NA,NA,-135.702,NA
55068,-2.34308,3.7969,-4.87479,NA,NA,NA,-52.461,NA,NA
55311,-2.02827,4.98598,-4.83043,NA,NA,-72.867,NA,NA,NA
55459,-2.26547,4.86227,-4.25243,NA,NA,NA,NA,-78.342,NA
55700,-2.33657,3.83794,-3.11956,NA,NA,-166.089,NA,NA,NA
55952,-2.39742,3.6745,-4.95103,NA,-94.534,NA,NA,NA,NA
56003,-2.87915,3.20996,-4.78854,NA,-166.281,NA,NA,NA,NA
56203,-1.94904,3.75273,-4.88717,-59.314,NA,NA,NA,NA,NA
56415,-2.73764,3.42556,-3.97495,NA,NA,NA,NA,-96.245,NA
56793,-2.70189,4.26457,-4.01887,NA,NA,NA,-82.602,NA,NA
56942,-3.32133,3.10112,-4.82898,NA,NA,-113.72,NA,NA,NA
57127,-2.9198,4.59372,-4.59027,NA,NA,-84.188,NA,NA,NA
57380,-2.01252,4.5984,-4.62671,NA,NA,NA,-61.153,NA,NA
57560,-2.3709,3.3318,-4.47263,NA,NA,-58.731,NA,NA,NA
57789,-2.25954,4.51435,-4.74034,NA,NA,NA,-55.127,NA,NA
57809,-3.45216,4.84933,-4.85119,NA,NA,NA,-121.102,NA,NA
58103,-2.17681,4.94594,-4.32542,NA,NA,NA,-80.207,NA,NA
58243,-1.94571,3.97099,-4.92828,NA,NA,NA,NA,-33.285,NA
58515,-2.24258,3.42113,-4.67125,NA,NA,NA,NA,-52.791,NA
58707,-2.42396,3.90186,-4.56656,NA,NA,NA,-53.69,NA,NA
58914,-1.87242,3.88708,-3.98673,NA,NA,NA,NA,-72.46,NA
59101,-1.99846,4.02331,-4.69448,NA,NA,-43.489,NA,NA,NA
59292,-2.03522,3.92597,-4.82378,NA,NA,NA,NA,-32.587,NA
59466,-1.06111,3.44919,-4.72834,NA,NA,-58.124,NA,NA,NA
59619,-2.13097,4.24806,-4.60675,NA,NA,NA,-46.097,NA,NA
59807,-1.25201,4.03456,-4.33155,NA,NA,NA,-54.85,NA,NA
60107,-3.0262,3.73972,-4.39873,NA,NA,NA,-81.516,NA,NA
60262,-1.6944,4.01636,-4.84214,NA,NA,-23.264,NA,NA,NA
60461,-1.44793,3.60708,-2.76892,NA,NA,NA,NA,-195.978,NA
60669,-1.23319,3.36913,-4.60614,NA,NA,NA,-43.676,NA,NA
60836,-1.81849,4.00402,-4.25741,NA,NA,-54.846,NA,NA,NA
61107,-0.643502,4.50653,-4.88072,NA,NA,NA,-120.329,NA,NA
61246,-1.64528,4.00155,-4.65194,NA,NA,NA,-18.03,NA,NA
61418,-2.41575,4.99486,-4.28424,NA,NA,NA,NA,-92.697,NA
61659,-2.00284,4.51484,-3.95273,NA,NA,NA,-83.884,NA,NA
61930,-2.36704,4.33681,-4.16105,-107.645,NA,NA,NA,NA,NA
62162,-1.85071,3.55144,-4.80754,NA,NA,-19.44,NA,NA,NA
62260,-2.52304,4.00478,-4.24635,NA,NA,-79.337,NA,NA,NA
62441,-2.00146,4.99778,-4.92497,NA,NA,NA,NA,-83.062,NA
62603,-2.54742,4.78189,-3.24421,NA,NA,NA,NA,-145.322,NA
62947,-3.1803,4.25012,-3.86966,NA,NA,NA,-106.525,NA,NA
63125,-3.12852,4.85775,-4.5382,NA,NA,NA,NA,-107.903,NA
63344,-1.78941,3.93385,-4.73694,NA,NA,NA,NA,-46.985,NA
63448,-2.34518,4.83183,-4.49816,NA,NA,-79.682,NA,NA,NA
63661,-2.05919,4.51771,-4.80879,NA,NA,-59.289,NA,NA,NA
63976,-1.94744,3.50247,-4.91867,NA,NA,-51.837,NA,NA,NA
64034,-1.98153,3.79287,-4.66116,NA,NA,-34.632,NA,NA,NA
64387,-2.51345,4.1105,-4.64252,NA,NA,-62.533,NA,NA,NA
64521,-3.25387,4.30759,-4.26117,NA,NA,NA,NA,-95.767,NA
64691,-1.76011,3.74258,-4.75397,NA,NA,NA,-8.896,NA,NA
64889,-1.8604,3.69779,-4.60384,NA,NA,NA,-22.349,NA,NA
65004,-1.73577,4.61229,-4.25491,NA,NA,NA,-66.575,NA,NA
65327,-1.46125,4.11087,-4.83444,NA,NA,NA,-17.781,NA,NA
65482,-2.61391,3.82858,-3.89813,NA,NA,-81.781,NA,NA,NA
65749,-3.23529,4.1509,-4.07068,NA,NA,-106.637,NA,NA,NA
65960,-3.04462,4.10385,-4.53674,NA,NA,NA,-79.634,NA,NA
66200,-1.72306,3.27006,-4.88843,NA,NA,NA,-40.007,NA,NA
66278,-2.66474,3.17966,-4.87048,NA,NA,-92.545,NA,NA,NA
66569,-2.43453,4.02885,-4.32032,NA,NA,NA,-61.925,NA,NA
66673,-2.48417,4.11318,-4.60806,NA,NA,-63.341,NA,NA,NA
66802,-3.18208,3.74234,-4.90588,NA,NA,NA,-92.822,NA,NA
67048,-3.16598,4.1101,-4.91811,NA,NA,-88.681,NA,NA,NA
67262,-3.00973,3.7036,-3.3776,NA,NA,NA,-136.945,NA,NA
67493,-2.03229,3.19279,-4.63154,NA,NA,NA,-59.625,NA,NA
67791,-1.96376,3.32194,-4.2166,NA,NA,NA,NA,-53.347,NA
67894,-1.96278,4.6941,-4.81359,NA,NA,NA,-76.783,NA,NA
68037,-1.98663,4.07166,-4.8574,NA,NA,NA,-28.5,NA,NA
68286,-2.49793,4.58245,-3.74984,NA,NA,NA,-98.247,NA,NA
68586,-3.37258,3.81934,-4.73755,NA,NA,NA,-98.125,NA,NA
68740,-2.21715,3.13686,-4.32483,NA,NA,-92.162,NA,NA,NA
68842,-3.04837,3.25498,-4.26863,NA,NA,-99.552,NA,NA,NA
69129,-1.73676,4.28085,-4.6635,NA,NA,NA,NA,-42.295,NA
69380,-2.81415,3.15975,-4.82338,NA,NA,NA,-83.343,NA,NA
