id,x0,x1,x2,fitness-1,fitness-2,fitness-3,fitness-2.5,fitness-5,fitness-4.5,fitness-4,fitness-3.5
19955,-1.30405,4.09907,-4.43114,NA,NA,NA,NA,NA,-49.781,NA,NA
20040,-1.5029,5,-5,NA,NA,NA,NA,NA,-75.937,NA,NA
20379,-2.36953,5,-5,NA,NA,NA,NA,NA,NA,-82.115,NA
20476,-3.03643,5,-4.37886,NA,NA,NA,NA,-114.791,NA,NA,NA
20677,-2.43896,3.75597,-4.84174,NA,NA,NA,NA,-65.134,NA,NA,NA
20948,-2.47649,3.92151,-5,NA,NA,NA,NA,-59.247,NA,NA,NA
21140,-1.90638,3.36786,-4.44393,NA,NA,NA,NA,-53.561,NA,NA,NA
21393,-2.32188,3.21633,-5,NA,NA,NA,NA,-61.626,NA,NA,NA
21488,-1.10089,4.17972,-4.40603,NA,NA,NA,NA,NA,NA,-54.904,NA
21627,-1.54824,3.60303,-4.54427,NA,NA,NA,NA,NA,NA,NA,-70.268
21903,-2.22805,3.7852,-4.46017,NA,NA,NA,NA,-51.208,NA,NA,NA
22088,-1.78621,4.42111,-5,NA,NA,NA,NA,-51.555,NA,NA,NA
22385,-2.15195,5,-5,NA,NA,NA,NA,NA,-72.898,NA,NA
22554,-1.79684,4.67331,-5,NA,NA,NA,NA,NA,-50.892,NA,NA
22737,-1.99426,4.43132,-5,NA,NA,NA,NA,-60.053,NA,NA,NA
22900,-1.82094,4.88219,-5,NA,NA,NA,NA,-73.315,NA,NA,NA
23150,-1.68514,3.73179,-5,NA,NA,NA,NA,NA,-10.583,NA,NA
23287,-1.61173,3.62002,-5,NA,NA,NA,NA,NA,-10.481,NA,NA
23535,-2.46634,3.07833,-5,NA,NA,NA,NA,NA,-73.416,NA,NA
23637,-1.80917,4.66643,-5,NA,NA,NA,NA,-62.352,NA,NA,NA
23828,-2.05025,5,-5,NA,NA,NA,NA,NA,-68.709,NA,NA
24063,-3.3181,4.90701,-5,NA,NA,NA,NA,NA,-113.309,NA,NA
24373,-3.0934,5,-5,NA,NA,-147.483,NA,NA,NA,NA,NA
24540,-2.52951,5,-5,NA,NA,NA,NA,NA,-80.874,NA,NA
24619,-2.02486,5,-5,NA,NA,NA,NA,NA,-67.659,NA,NA
24918,-2.13693,4.88607,-5,NA,NA,NA,NA,NA,-69.308,NA,NA
25105,-2.30156,4.72661,-4.39541,NA,NA,NA,NA,-62.619,NA,NA,NA
25375,-1.95523,3.09734,-4.04766,NA,NA,NA,NA,NA,-94.246,NA,NA
25458,-1.56775,3.82019,-4.17021,NA,NA,NA,NA,-63.345,NA,NA,NA
25694,-2.28677,2.89737,-4.58841,NA,NA,NA,NA,-91.274,NA,NA,NA
25804,-1.77331,3.82058,-4.41811,NA,NA,NA,NA,-39.1,NA,NA,NA
26123,-2.79549,2.92694,-5,NA,NA,NA,NA,NA,-95.378,NA,NA
26361,-2.67619,3.42517,-4.87238,NA,NA,NA,NA,NA,-53.428,NA,NA
26458,-1.42684,4.60958,-5,NA,NA,NA,NA,NA,-73.268,NA,NA
26715,-2.83315,3.77116,-4.60051,NA,NA,NA,NA,NA,NA,-71.932,NA
26984,-3.06372,3.97708,-3.89336,NA,NA,NA,NA,NA,-99.108,NA,NA
27060,-1.80399,4.63721,-4.97159,NA,NA,NA,NA,NA,NA,NA,-91.288
27326,-2.47701,3.90151,-4.50985,NA,NA,NA,NA,NA,NA,-67.22,NA
27461,-2.76071,3.94652,-5,NA,NA,NA,NA,-66.718,NA,NA,NA
27647,-2.32726,4.0826,-4.96677,NA,NA,NA,NA,NA,-48.697,NA,NA
27944,-2.34192,3.91785,-4.95533,NA,NA,NA,NA,-63.32,NA,NA,NA
28115,-1.9618,3.81999,-4.87023,NA,NA,NA,NA,-28.603,NA,NA,NA
28209,-1.56824,3.91003,-5,NA,NA,NA,NA,-45.572,NA,NA,NA
28482,-1.75003,5,-5,NA,NA,NA,NA,-72.645,NA,NA,NA
28736,-1.34951,4.91936,-5,NA,NA,NA,NA,-81.835,NA,NA,NA
28886,-0.77975,5,-5,NA,NA,NA,NA,NA,-105.63,NA,NA
29165,-2.34818,4.06733,-4.29573,NA,NA,NA,NA,-69.448,NA,NA,NA
29391,-2.11366,3.92654,-4.64209,NA,NA,NA,NA,-48.434,NA,NA,NA
29596,-0.790098,4.00241,-4.36837,NA,NA,NA,NA,-122.426,NA,NA,NA
29644,-1.80802,3.77278,-5,NA,NA,NA,NA,-46.63,NA,NA,NA
29881,-2.16586,3.99606,-5,NA,NA,NA,NA,NA,-38.461,NA,NA
30107,-1.58418,4.79011,-4.45139,NA,NA,NA,NA,NA,-80.311,NA,NA
30380,-1.85721,4.11829,-4.29824,NA,NA,NA,NA,-58.119,NA,NA,NA
30435,-0.613839,4.93325,-5,NA,NA,NA,NA,-126.848,NA,NA,NA
30635,-1.06294,5,-4.7921,NA,NA,NA,NA,NA,-102.977,NA,NA
30830,-1.16181,4.94281,-5,NA,NA,NA,NA,NA,-90.365,NA,NA
31110,-1.39436,3.37164,-5,NA,NA,NA,NA,NA,NA,-31.93,NA
31364,-1.68433,4.59009,-5,NA,NA,NA,NA,NA,-44.647,NA,NA
31504,-2.14894,5,-5,NA,NA,NA,NA,NA,-73.505,NA,NA
31772,-1.61266,4.72328,-5,NA,NA,NA,NA,-77.146,NA,NA,NA
31955,-1.80509,4.34504,-3.98035,NA,NA,NA,NA,-76.244,NA,NA,NA
32167,-0.78751,3.90283,-5,NA,NA,NA,NA,-67.927,NA,NA,NA
32394,-1.59961,4.97638,-5,NA,NA,NA,NA,NA,NA,-80.915,NA
32525,-1.28734,4.83235,-4.74313,NA,NA,NA,NA,NA,-90.303,NA,NA
32684,-1.90697,3.93425,-5,NA,NA,NA,NA,-40.425,NA,NA,NA
32936,-2.23377,4.77389,-5,NA,NA,NA,NA,NA,-63.769,NA,NA
33199,-2.49707,4.40102,-4.52055,NA,NA,NA,NA,-68.221,NA,NA,NA
33354,-2.51388,4.86813,-4.17406,NA,NA,NA,NA,NA,-86.702,NA,NA
33462,-2.57876,3.76669,-5,NA,NA,NA,NA,-54.386,NA,NA,NA
33790,-2.20572,4.29479,-5,NA,NA,NA,NA,-51.971,NA,NA,NA
33921,-2.30297,5,-5,NA,NA,NA,NA,NA,-81.197,NA,NA
34109,-1.63468,3.64676,-3.98249,NA,NA,NA,NA,NA,-72.913,NA,NA
34333,-1.95287,4.19919,-5,NA,NA,NA,NA,-47.395,NA,NA,NA
34590,-2.74457,4.18247,-3.51444,NA,NA,NA,NA,NA,-109.634,NA,NA
34785,-3.24264,5,-4.2546,NA,NA,NA,NA,NA,-124.572,NA,NA
34889,-1.46032,3.58824,-4.74727,NA,NA,NA,NA,NA,-4.447,NA,NA
35057,-1.04815,4.02128,-4.94165,NA,NA,NA,NA,-72.14,NA,NA,NA
35368,-0.575787,4.03333,-4.24959,NA,NA,NA,NA,-139.485,NA,NA,NA
35465,-1.2861,3.74861,-5,NA,NA,NA,NA,NA,-11.361,NA,NA
35601,-2.5235,3.43252,-5,NA,NA,NA,NA,-71.44,NA,NA,NA
35874,-1.28394,4.8266,-4.81358,NA,NA,NA,NA,-72.367,NA,NA,NA
36081,-1.04649,4.18888,-5,NA,NA,NA,NA,NA,-70.013,NA,NA
36378,-1.65409,4.23562,-5,NA,NA,NA,NA,-37.812,NA,NA,NA
36515,-1.83698,3.03129,-4.81368,NA,NA,NA,NA,-79.69,NA,NA,NA
36712,-2.6559,3.17928,-5,NA,NA,NA,NA,-82.018,NA,NA,NA
36808,-2.88422,4.35295,-5,NA,NA,NA,NA,NA,-76.305,NA,NA
37130,-2.18984,4.59527,-4.68672,NA,NA,NA,NA,-65.905,NA,NA,NA
37211,-2.22994,4.68004,-5,NA,NA,NA,NA,-68.901,NA,NA,NA
37579,-3.35756,4.39544,-5,NA,NA,NA,NA,-106.546,NA,NA,NA
37701,-2.21725,3.51617,-5,NA,NA,NA,NA,NA,-46.096,NA,NA
37862,-1.72756,4.54476,-4.2238,NA,NA,NA,NA,-65.483,NA,NA,NA
38080,-1.27487,4.64148,-5,NA,NA,NA,NA,-65.832,NA,NA,NA
38336,-0.70672,4.3759,-5,NA,NA,NA,NA,-126.893,NA,NA,NA
38534,-1.80058,4.37404,-5,NA,NA,NA,NA,NA,-46.262,NA,NA
38781,-1.24806,5,-5,NA,NA,NA,NA,NA,-87.946,NA,NA
38991,-1.76817,4.9889,-4.90131,NA,NA,NA,NA,NA,NA,-79.832,NA
39131,-1.35986,3.62441,-4.21597,NA,NA,NA,NA,NA,NA,-58.679,NA
39262,-1.82543,3.28594,-5,NA,NA,NA,NA,NA,-35.56,NA,NA
39456,-1.35383,3.94598,-4.03404,NA,NA,NA,NA,NA,-77.996,NA,NA
39712,-1.27729,5,-4.46963,NA,NA,NA,NA,-89.843,NA,NA,NA
39973,-1.06403,4.2142,-5,NA,NA,NA,NA,-50.284,NA,NA,NA
40093,-1.29024,4.46022,-5,NA,NA,NA,NA,-68.89,NA,NA,NA
40392,-2.21934,3.72604,-5,NA,NA,NA,NA,-56.615,NA,NA,NA
40480,-0.922809,3.98021,-5,NA,NA,NA,NA,-80.728,NA,NA,NA
40706,-2.02843,3.80657,-5,NA,NA,NA,NA,-32.133,NA,NA,NA
40877,-2.29698,3.8979,-5,NA,NA,NA,NA,-62.418,NA,NA,NA
41097,-1.99148,3.05813,-5,NA,NA,NA,NA,-60.137,NA,NA,NA
41276,-2.20432,2.80079,-4.65611,NA,NA,NA,NA,NA,-92.064,NA,NA
41562,-2.14878,3.58826,-5,NA,NA,NA,NA,NA,-38.573,NA,NA
41634,-2.70662,3.85405,-5,NA,NA,NA,NA,-59.29,NA,NA,NA
41874,-2.632,3.77275,-4.74338,NA,NA,NA,NA,-52.632,NA,NA,NA
42033,-2.82789,3.64123,-4.78412,NA,NA,NA,NA,NA,NA,-76.159,NA
42368,-2.55443,4.42349,-5,NA,NA,NA,NA,-69.389,NA,NA,NA
42584,-1.64101,5,-5,NA,NA,NA,NA,-72.628,NA,NA,NA
42633,-2.28311,5,-5,NA,NA,NA,NA,-76.57,NA,NA,NA
42884,-2.46968,4.27191,-5,NA,NA,NA,NA,-60.355,NA,NA,NA
43109,-2.10758,3.12851,-5,NA,NA,NA,NA,-67.806,NA,NA,NA
43368,-1.75468,3.84248,-4.5104,NA,NA,NA,NA,NA,NA,NA,-104.422
43471,-2.47874,4.00503,-5,NA,NA,NA,NA,NA,NA,-54.545,NA
43646,-1.92761,3.40129,-5,NA,NA,NA,NA,-62.86,NA,NA,NA
43974,-2.13625,3.96083,-5,NA,NA,NA,NA,-47.355,NA,NA,NA
44036,-1.99109,3.73077,-4.21401,NA,NA,NA,NA,-82.347,NA,NA,NA
44332,-1.70179,4.01913,-4.92175,NA,NA,NA,NA,-45.839,NA,NA,NA
44589,-2.23308,2.86556,-5,NA,NA,NA,NA,-93.511,NA,NA,NA
44750,-2.46065,4.18828,-5,NA,NA,NA,NA,NA,NA,-61.743,NA
44806,-2.80814,3.5609,-5,NA,NA,NA,NA,-73.44,NA,NA,NA
45154,-1.8248,3.54407,-5,NA,NA,NA,NA,NA,NA,NA,-62.367
45248,-2.62929,3.08712,-3.82369,NA,NA,NA,NA,-100.166,NA,NA,NA
45510,-2.45594,4.3634,-3.63882,NA,NA,NA,NA,NA,-99.809,NA,NA
45673,-2.81539,5,-4.48058,NA,NA,NA,NA,NA,-94.427,NA,NA
45805,-2.18744,4.49639,-5,NA,NA,NA,NA,NA,-53.824,NA,NA
46025,-2.11955,4.32659,-5,NA,NA,NA,NA,-59.4,NA,NA,NA
46387,-2.58191,3.6772,-5,NA,NA,NA,NA,-58.544,NA,NA,NA
46558,-1.10675,4.35523,-5,NA,NA,NA,NA,NA,-71.062,NA,NA
46694,-3.42334,4.19929,-4.47605,NA,NA,NA,NA,NA,-104.83,NA,NA
46913,-2.27764,5,-5,NA,NA,NA,NA,-74.703,NA,NA,NA
47091,-2.33453,4.85777,-5,NA,NA,NA,NA,-78.988,NA,NA,NA
47325,-3.07237,3.51187,-4.84691,NA,NA,NA,NA,-83.135,NA,NA,NA
47441,-1.98551,4.0699,-4.13331,NA,NA,NA,NA,-65.182,NA,NA,NA
47790,-1.75079,4.30283,-4.33183,NA,NA,NA,NA,-70.962,NA,NA,NA
47950,-3.06919,4.56184,-4.89875,NA,NA,NA,NA,NA,-84.138,NA,NA
48014,-2.87839,4.55126,-5,NA,NA,NA,NA,-84.543,NA,NA,NA
48227,-2.1098,3.81912,-5,NA,NA,NA,NA,-41.657,NA,NA,NA
48484,-2.23722,3.76577,-5,NA,NA,NA,NA,NA,-34.309,NA,NA
48645,-1.68422,3.61803,-5,NA,NA,NA,NA,-45.394,NA,NA,NA
48867,-1.96843,4.63213,-5,NA,NA,NA,NA,-53.186,NA,NA,NA
49133,-0.970104,4.67531,-4.34683,NA,NA,NA,NA,-82.322,NA,NA,NA
49266,-1.59462,4.96199,-5,NA,NA,NA,NA,NA,-74.923,NA,NA
49469,-2.0021,5,-5,NA,NA,NA,NA,NA,NA,-77.737,NA
49642,-1.94482,5,-4.56255,NA,NA,NA,NA,-79.335,NA,NA,NA
49911,-2.72904,4.06088,-5,NA,NA,NA,NA,-67.361,NA,NA,NA
50064,-2.79381,3.94608,-5,NA,NA,NA,NA,NA,NA,NA,-84.778
50294,-2.5055,4.52674,-5,NA,NA,NA,NA,-67.672,NA,NA,NA
50426,-2.3244,3.66761,-5,NA,NA,NA,NA,-61.759,NA,NA,NA
50673,-2.25426,3.11469,-3.97723,NA,NA,NA,NA,-101.968,NA,NA,NA
50996,-2.05522,4.13164,-5,NA,NA,NA,NA,-55.904,NA,NA,NA
51080,-1.93112,3.68159,-5,NA,NA,NA,NA,-40.16,NA,NA,NA
51342,-2.15054,5,-5,NA,NA,NA,NA,NA,NA,NA,-94.84
51558,-1.83153,5,-5,NA,NA,NA,NA,NA,NA,NA,-90.726
51682,-2.24617,5,-5,NA,NA,NA,NA,-76.703,NA,NA,NA
51948,-1.06382,3.38446,-5,NA,NA,NA,NA,-50.643,NA,NA,NA
52122,-2.44623,3.31946,-4.92765,NA,NA,NA,NA,NA,-68.027,NA,NA
52249,-2.15276,4.76461,-5,NA,NA,NA,NA,NA,-64.118,NA,NA
52562,-2.03658,3.70374,-5,NA,NA,NA,NA,-36.238,NA,NA,NA
52744,-2.01141,3.57955,-4.59962,NA,NA,NA,NA,-52.734,NA,NA,NA
52872,-2.18812,4.11629,-4.65802,NA,NA,NA,NA,-53.243,NA,NA,NA
53032,-1.2886,3.77337,-5,NA,NA,NA,NA,-40.972,NA,NA,NA
53252,-1.82115,5,-5,NA,NA,NA,NA,NA,NA,-78.36,NA
53515,-2.49288,4.37748,-5,NA,NA,NA,NA,NA,NA,-70.528,NA
53784,-2.34316,4.25466,-4.91851,NA,NA,NA,NA,-43.883,NA,NA,NA
53816,-1.93202,3.18167,-4.42353,NA,NA,NA,NA,-70.646,NA,NA,NA
54139,-1.72815,4.56111,-5,NA,NA,NA,NA,NA,NA,-56.508,NA
54328,-2.34783,3.92082,-4.32862,NA,NA,NA,NA,NA,NA,-73.027,NA
54402,-2.45993,3.52207,-5,NA,NA,NA,NA,-61.032,NA,NA,NA
54790,-2.27162,4.22411,-3.79154,NA,NA,NA,NA,-70.615,NA,NA,NA
54921,-2.36349,3.20699,-4.97199,NA,NA,NA,NA,-63.384,NA,NA,NA
55123,-2.74918,3.64708,-5,NA,NA,NA,NA,-68.333,NA,NA,NA
55226,-1.37596,4.27234,-4.69329,NA,NA,NA,NA,-74.297,NA,NA,NA
55522,-1.37596,4.44598,-5,NA,NA,NA,NA,-67.653,NA,NA,NA
55626,-0.772816,5,-4.29633,NA,NA,NA,NA,-107.405,NA,NA,NA
55946,-1.90369,5,-5,NA,NA,NA,NA,NA,-70.69,NA,NA
56193,-1.83326,4.29323,-5,NA,NA,NA,NA,-48.418,NA,NA,NA
56305,-2.10528,4.62019,-4.65964,NA,NA,NA,NA,-61.157,NA,NA,NA
56520,-1.99727,3.89516,-5,NA,NA,NA,NA,-35.85,NA,NA,NA
56776,-1.79333,3.70979,-4.87835,NA,NA,NA,NA,-49.985,NA,NA,NA
56951,-1.69643,4.61897,-4.9844,NA,NA,NA,NA,NA,-41.997,NA,NA
57064,-2.0565,3.06816,-5,NA,NA,NA,NA,-60.897,NA,NA,NA
57308,-0.764927,3.71864,-5,NA,NA,NA,NA,-71.682,NA,NA,NA
57506,-1.91776,4.29738,-5,NA,NA,NA,NA,NA,-33.527,NA,NA
57792,-1.04839,4.73098,-5,NA,NA,NA,NA,NA,-64.746,NA,NA
57879,-1.09021,4.64311,-4.29384,NA,NA,NA,NA,NA,-124.926,NA,NA
58199,-0.880618,4.48158,-4.37089,NA,NA,NA,NA,-104.805,NA,NA,NA
58299,-2.19796,4.77096,-5,NA,NA,NA,NA,NA,NA,-74.36,NA
58440,-2.40073,3.75067,-4.49594,NA,NA,NA,NA,-54.815,NA,NA,NA
58649,-2.67518,3.7929,-4.46244,NA,NA,NA,NA,-80.916,NA,NA,NA
58805,-1.95966,3.79597,-5,NA,NA,NA,NA,-34.513,NA,NA,NA
59023,-2.85832,4.10447,-4.91017,NA,NA,NA,NA,-70.438,NA,NA,NA
59276,-0.76828,3.63374,-5,NA,NA,NA,NA,-92.03,NA,NA,NA
59417,-1.16897,3.85603,-5,NA,NA,NA,NA,-68.233,NA,NA,NA
59731,-1.63551,3.57551,-5,NA,NA,NA,NA,-42.656,NA,NA,NA
59862,-2.17384,3.45567,-5,NA,NA,NA,NA,-55.612,NA,NA,NA
60148,-2.08219,4.74397,-4.60663,NA,NA,NA,NA,-67.75,NA,NA,NA
60290,-2.042,4.69121,-5,NA,NA,NA,NA,-54.784,NA,NA,NA
60558,-1.50795,4.52062,-4.73726,NA,NA,NA,NA,-61.677,NA,NA,NA
60781,-2.5267,4.27809,-4.4681,NA,NA,NA,NA,-64.464,NA,NA,NA
60825,-2.00225,4.4084,-4.49458,NA,NA,NA,NA,-56.002,NA,NA,NA
61075,-2.50674,4.55629,-4.95904,NA,NA,NA,NA,-67.81,NA,NA,NA
61364,-3.12602,3.93355,-5,NA,NA,-121.123,NA,NA,NA,NA,NA
61553,-3.0679,5,-4.74139,NA,NA,NA,NA,NA,NA,-109.422,NA
61729,-3.03743,5,-5,NA,NA,NA,NA,NA,-102.28,NA,NA
61891,-2.41492,4.10759,-5,NA,NA,NA,NA,NA,NA,-55.669,NA
62048,-1.95525,4.30484,-4.78859,NA,NA,NA,NA,NA,-28.979,NA,NA
62373,-2.39848,4.75204,-5,NA,NA,NA,NA,-73.836,NA,NA,NA
62593,-2.19156,4.15523,-4.97701,NA,NA,NA,NA,NA,-44.484,NA,NA
62607,-1.25105,4.84119,-5,NA,NA,NA,NA,-80.8,NA,NA,NA
62950,-1.95004,5,-5,NA,NA,NA,NA,-80.99,NA,NA,NA
63170,-1.67445,4.57911,-5,NA,NA,NA,NA,NA,-52.743,NA,NA
63287,-1.35265,3.10469,-4.51973,NA,NA,NA,NA,NA,-64.482,NA,NA
