id,x0,x1,x2,fitness-3,fitness-5,fitness-4,fitness-4.5,fitness-3.5
19989,-1.34579,4.46304,-4.86605,NA,NA,NA,-49.948,NA
20127,-1.68722,3.7957,-4.84755,NA,NA,NA,-20.805,NA
20234,-0.712066,4.75504,-4.83184,NA,-86.865,NA,NA,NA
20468,-1.53937,4.00852,-4.57448,NA,NA,NA,-27.763,NA
20793,-1.49097,3.80068,-4.49218,NA,NA,NA,-29.482,NA
20956,-1.46435,3.87807,-4.82834,NA,NA,NA,-12.542,NA
21121,-1.77261,4.56754,-4.41884,NA,NA,-67.656,NA,NA
21283,-1.4485,4.28156,-4.58903,NA,NA,NA,NA,-79.181
21407,-1.82084,3.61789,-4.58261,NA,-43.742,NA,NA,NA
21773,-1.99412,3.65505,-4.69739,NA,NA,NA,-30.51,NA
21886,-1.13771,4.17775,-4.63275,NA,NA,NA,-54.459,NA
22030,-1.47491,4.08815,-4.91457,NA,NA,-34.293,NA,NA
22296,-1.55527,4.50447,-4.5188,NA,-60.702,NA,NA,NA
22550,-2.83521,4.53409,-4.91415,NA,-78.427,NA,NA,NA
22694,-1.35396,3.85091,-4.82334,NA,NA,NA,-10.408,NA
22897,-1.4277,3.50705,-4.36698,NA,-47.214,NA,NA,NA
23159,-1.59966,3.34786,-4.79636,NA,NA,NA,NA,-43.266
23243,-1.78899,4.29551,-4.77906,NA,NA,NA,-40.528,NA
23446,-0.754941,4.62342,-4.84788,NA,-69.197,NA,NA,NA
23708,-2.03836,4.10986,-4.72589,NA,NA,NA,-36.592,NA
23884,-1.93973,4.07235,-4.70577,NA,NA,-38.279,NA,NA
24097,-1.51068,4.27818,-4.88936,NA,-45.434,NA,NA,NA
24272,-1.28187,3.84937,-4.58365,NA,NA,NA,-21.798,NA
24431,-1.78115,4.46364,-4.83779,NA,NA,NA,-48.252,NA
24742,-1.3726,4.11107,-4.92431,NA,NA,NA,-18.376,NA
24903,-1.51523,3.33383,-4.4879,NA,NA,NA,-43.488,NA
25195,-2.15189,4.40796,-4.76662,NA,NA,NA,-51.578,NA
25266,-1.44572,3.6792,-4.7773,NA,NA,NA,NA,-36.033
25458,-1.27843,4.08571,-4.87873,NA,-52.505,NA,NA,NA
25780,-1.85378,4.14624,-4.82752,NA,NA,NA,-29.532,NA
25884,-1.27118,3.5688,-4.89081,NA,NA,-52.647,NA,NA
26184,-1.87742,4.29838,-4.2061,NA,-60.805,NA,NA,NA
26359,-1.31969,3.912,-4.6633,NA,NA,-19.974,NA,NA
26438,-1.39806,3.91331,-4.54756,NA,NA,-20.431,NA,NA
26655,-1.67857,4.30161,-4.77152,NA,-36.06,NA,NA,NA
26982,-1.99909,3.85608,-4.83208,NA,NA,NA,-36.765,NA
27089,-1.52127,4.36389,-4.81451,NA,NA,NA,-37.613,NA
27217,-1.88593,4.47626,-4.74343,NA,NA,NA,-48.598,NA
27510,-1.74472,3.82276,-4.74387,NA,-30.178,NA,NA,NA
27683,-1.61876,3.47165,-4.80048,NA,NA,-12.992,NA,NA
27898,-2.07583,4.51584,-4.8601,NA,NA,NA,-53.369,NA
28010,-2.5117,3.72079,-4.89812,NA,NA,-59.942,NA,NA
28343,-1.95305,3.54839,-4.44316,NA,NA,NA,-43.269,NA
28406,-2.18791,3.942,-4.44715,NA,NA,-52.726,NA,NA
28715,-1.92332,3.5002,-4.74786,NA,NA,NA,-23.418,NA
28822,-2.2529,3.8663,-4.59624,NA,-48.882,NA,NA,NA
29120,-1.19011,3.62953,-4.77945,NA,-43.805,NA,NA,NA
29232,-2.4169,3.17433,-4.55359,NA,NA,NA,-72.897,NA
29574,-1.4897,4.08175,-4.71056,NA,NA,NA,-28.894,NA
29622,-1.33545,3.91441,-4.47368,NA,NA,NA,-31.885,NA
29932,-1.43288,3.65458,-4.63138,NA,-46.724,NA,NA,NA
30137,-1.50685,3.74478,-4.97347,NA,NA,-4.554,NA,NA
30375,-1.71888,3.99448,-4.96219,NA,NA,-34.883,NA,NA
30440,-2.20898,4.8944,-4.85937,NA,NA,-78.946,NA,NA
30707,-1.92454,4.5609,-4.61558,NA,NA,NA,-56.214,NA
30970,-2.09986,4.0687,-4.36376,NA,NA,NA,-51.597,NA
31161,-1.69073,3.78729,-4.77321,NA,NA,NA,-12.569,NA
31392,-2.15795,3.82475,-4.85822,NA,NA,NA,-36.928,NA
31432,-1.84765,4.39696,-4.34411,NA,-59.543,NA,NA,NA
31738,-2.01709,4.54577,-4.98313,NA,-52.737,NA,NA,NA
31921,-2.09698,3.64231,-4.56985,NA,NA,-43.15,NA,NA
32106,-1.68842,3.29476,-4.66099,NA,NA,-37.578,NA,NA
32375,-1.73111,3.90362,-4.88345,NA,NA,NA,-9.072,NA
32401,-2.00605,4.32643,-4.52198,NA,NA,NA,NA,-63.941
32629,-2.48211,4.44802,-4.79669,NA,NA,NA,-60.326,NA
32918,-2.91234,3.60359,-4.23757,NA,NA,NA,-87.004,NA
33120,-1.55666,3.6268,-4.77395,NA,NA,-8.853,NA,NA
33266,-1.49599,3.80421,-4.30078,NA,-55.384,NA,NA,NA
33560,-1.87087,4.62651,-4.46121,NA,NA,NA,-62.821,NA
33607,-1.77587,4.77085,-4.10692,NA,-78.458,NA,NA,NA
33904,-1.88296,4.1749,-4.90936,NA,-51.306,NA,NA,NA
34111,-2.12413,3.99884,-4.89067,NA,-45.849,NA,NA,NA
34260,-1.62315,3.62291,-4.73728,NA,-26.06,NA,NA,NA
34582,-2.17437,3.87,-4.9465,NA,NA,NA,-36.873,NA
34749,-1.64171,4.34821,-4.82089,NA,NA,NA,-43.541,NA
34977,-2.3222,4.30415,-4.8685,NA,NA,-61.199,NA,NA
35143,-1.72403,4.64138,-4.88338,NA,NA,NA,-42.486,NA
35205,-1.63914,3.88529,-4.75035,NA,NA,NA,-21.507,NA
35431,-2.47345,3.63599,-4.27735,NA,-71.124,NA,NA,NA
35689,-2.16873,3.95495,-4.8172,NA,NA,-56.934,NA,NA
35824,-1.07814,3.99325,-4.36425,NA,NA,NA,-68.602,NA
36192,-1.06728,3.50078,-4.51992,NA,-79.727,NA,NA,NA
36218,-1.22087,3.49473,-4.48131,NA,NA,NA,-39.364,NA
36474,-1.80273,3.57261,-4.67309,NA,-31.793,NA,NA,NA
36749,-1.45104,3.8601,-4.45612,NA,NA,NA,-18.899,NA
36847,-1.9245,3.80742,-4.4557,NA,-57.839,NA,NA,NA
37061,-1.1538,4.09478,-4.96264,NA,NA,NA,-42.229,NA
37334,-1.08581,4.56803,-4.77295,NA,NA,NA,-57.653,NA
37442,-1.25609,3.90297,-4.97722,NA,NA,-19.233,NA,NA
37798,-2.31231,4.33178,-4.46209,NA,NA,NA,-53.177,NA
37901,-2.13342,3.76449,-4.58132,NA,NA,-42.031,NA,NA
38107,-1.29033,3.64695,-4.79563,NA,NA,NA,-20.087,NA
38335,-1.47011,3.61618,-4.67047,NA,-32.078,NA,NA,NA
38496,-1.96568,4.40951,-4.75188,NA,-52.249,NA,NA,NA
38762,-2.03801,3.96335,-4.91302,NA,NA,NA,-36.437,NA
38942,-1.40878,3.98436,-4.30054,NA,NA,NA,-46.688,NA
39054,-2.2331,3.23471,-4.6089,NA,NA,NA,-63.257,NA
39229,-2.18554,3.46005,-4.71419,NA,-50.706,NA,NA,NA
39406,-2.7549,4.10879,-4.38449,NA,-71.149,NA,NA,NA
39798,-1.9543,4.48007,-4.07045,NA,-75.479,NA,NA,NA
39835,-1.99032,4.42452,-4.9898,NA,NA,NA,-46.501,NA
40087,-1.96358,4.37816,-4.8496,NA,NA,NA,-34.916,NA
40233,-1.81589,3.38529,-4.94662,NA,NA,NA,-27.734,NA
40545,-1.25561,3.91066,-4.66506,NA,NA,NA,-24.025,NA
40785,-1.38812,4.45788,-4.97725,NA,-66.443,NA,NA,NA
40904,-1.31035,3.74911,-4.36664,NA,NA,-53.645,NA,NA
41190,-2.01131,3.90545,-4.57016,NA,NA,NA,-33.278,NA
41400,-2.78703,4.18553,-4.74974,NA,NA,NA,-66.527,NA
41556,-2.25881,4.35866,-4.40857,NA,NA,NA,-52.679,NA
41680,-1.99886,3.81797,-4.48252,NA,NA,NA,-28.512,NA
41916,-1.81748,3.75215,-4.93029,NA,NA,-23.603,NA,NA
42092,-2.01316,4.86393,-4.88552,NA,-63.237,NA,NA,NA
42259,-2.12649,4.52841,-4.86433,NA,NA,NA,-56.241,NA
42558,-0.978873,4.58283,-4.88332,NA,-92.179,NA,NA,NA
42702,-1.84993,4.15114,-4.2488,NA,-62.884,NA,NA,NA
42851,-1.89694,3.73714,-4.94998,NA,NA,NA,-21.599,NA
43113,-2.42888,4.06264,-4.95769,NA,NA,NA,-51.74,NA
43313,-2.08964,3.35961,-4.75827,NA,NA,-35.296,NA,NA
43427,-2.48048,4.16182,-4.81504,NA,NA,-58.279,NA,NA
43770,-1.85876,4.06302,-4.52718,NA,NA,-51.99,NA,NA
43997,-2.13049,3.87243,-4.77835,NA,-40.216,NA,NA,NA
44093,-2.03031,3.70919,-4.77806,NA,NA,NA,-33.552,NA
44235,-1.94018,3.89903,-4.69984,NA,NA,NA,-32.658,NA
44429,-1.52931,3.9599,-4.42273,NA,NA,NA,-39.998,NA
44669,-2.33452,4.32426,-3.95325,NA,NA,-83.328,NA,NA
44813,-1.99592,4.24049,-4.68239,NA,NA,NA,-31.572,NA
45036,-1.73172,4.30343,-4.86474,NA,NA,-35.691,NA,NA
45372,-1.56212,4.32501,-4.951,NA,NA,-45.799,NA,NA
45429,-1.92119,4.34634,-4.66702,NA,NA,NA,-46.72,NA
45623,-1.9917,3.55703,-4.99413,NA,NA,-42.228,NA,NA
45976,-1.61339,3.74331,-4.91569,NA,NA,NA,-2.32,NA
46017,-1.28781,4.97362,-4.44172,NA,-89.288,NA,NA,NA
46339,-1.38996,3.96575,-4.93637,NA,-30.081,NA,NA,NA
46511,-1.82247,3.56548,-4.68715,NA,NA,-18.994,NA,NA
46751,-1.01201,4.79861,-4.92073,NA,NA,NA,-74.135,NA
46865,-1.80605,3.88023,-4.74611,NA,NA,-15.615,NA,NA
47003,-1.61283,3.71377,-4.67543,NA,NA,NA,-18.016,NA
47333,-1.22466,4.07973,-4.80033,NA,NA,-53.863,NA,NA
47524,-1.59844,4.29844,-4.60442,NA,NA,-58.477,NA,NA
47659,-1.52924,4.1535,-4.0842,NA,NA,NA,-68.275,NA
47984,-1.69785,3.94966,-4.86934,NA,NA,NA,-17.168,NA
48070,-0.933426,3.75304,-4.71607,NA,NA,NA,-50.361,NA
48330,-1.1272,3.67644,-4.23185,NA,NA,-85.184,NA,NA
48509,-1.54382,3.88667,-4.67036,NA,NA,-37.859,NA,NA
48799,-1.86316,3.17537,-4.97773,NA,NA,NA,-43.667,NA
48803,-1.76766,4.17199,-4.84982,NA,NA,NA,-35.76,NA
49136,-1.92827,4.72018,-4.99753,NA,NA,-63.654,NA,NA
49204,-2.15673,4.21886,-4.75986,NA,NA,-48.97,NA,NA
49435,-2.01457,4.90078,-4.8399,NA,NA,-74.54,NA,NA
49665,-1.92689,4.78605,-4.48971,NA,NA,NA,-66.215,NA
49818,-1.41052,3.48021,-4.34009,NA,NA,NA,-57.153,NA
50139,-1.44425,3.84715,-4.54562,NA,-40.423,NA,NA,NA
50342,-2.01615,3.89348,-4.65177,NA,-40.985,NA,NA,NA
50566,-1.42162,3.66024,-4.68191,NA,NA,NA,-19.901,NA
50723,-1.53609,3.7003,-4.89082,NA,NA,NA,-0.89,NA
50801,-1.1517,3.5107,-4.91524,NA,NA,NA,-36.119,NA
51022,-1.12359,3.99142,-4.90452,NA,NA,NA,-36.202,NA
51252,-1.66614,3.74782,-4.72791,NA,-49.369,NA,NA,NA
51444,-2.11298,4.19749,-4.54091,NA,NA,NA,-48.158,NA
51793,-2.01483,3.70255,-4.43376,NA,NA,NA,-41.255,NA
51951,-2.72888,3.86619,-4.23206,NA,NA,NA,-66.174,NA
52187,-1.36232,4.17144,-4.65076,NA,NA,NA,-44.848,NA
52224,-0.855926,3.8748,-4.73711,NA,-67.17,NA,NA,NA
52502,-1.4678,3.59301,-4.63926,NA,NA,NA,-9.637,NA
52601,-2.0279,3.01654,-4.54162,NA,NA,NA,-69.588,NA
52818,-2.5974,4.07284,-4.99502,NA,NA,NA,-55.192,NA
53092,-2.01677,3.62088,-4.98167,NA,NA,NA,-32.701,NA
53361,-1.73444,3.79054,-4.64591,NA,NA,-36.729,NA,NA
53565,-2.22763,4.34353,-4.32392,NA,NA,NA,-57.05,NA
53706,-2.23156,4.28181,-4.90923,NA,NA,NA,-57.652,NA
53920,-2.12047,4.00534,-4.64583,NA,NA,NA,-40.854,NA
54159,-2.45236,4.20192,-3.90724,NA,NA,-88.934,NA,NA
54312,-2.64633,3.71465,-4.1868,NA,NA,NA,-65.237,NA
54425,-2.26351,3.87308,-4.69386,NA,NA,NA,-35.578,NA
54641,-2.13475,3.89505,-4.3276,NA,NA,-66.378,NA,NA
54813,-2.38995,3.26292,-4.96535,NA,NA,NA,-62.888,NA
55055,-2.00096,3.25909,-4.94211,NA,NA,NA,-34.684,NA
55272,-1.90763,4.18093,-4.45701,NA,NA,-51.192,NA,NA
55422,-1.33117,3.92595,-4.83137,NA,NA,NA,-16.927,NA
55763,-1.42812,3.37971,-4.75278,NA,NA,-52.41,NA,NA
55922,-1.85096,4.4719,-4.95819,NA,NA,NA,-47.637,NA
56145,-2.16963,3.25552,-4.87938,NA,NA,-53.758,NA,NA
56313,-2.13952,4.46809,-4.93728,NA,NA,NA,-51.101,NA
56457,-2.57417,3.53198,-4.71075,NA,NA,NA,-57.06,NA
56721,-1.60114,3.78132,-4.07881,NA,NA,-68.138,NA,NA
56930,-1.70905,3.88543,-4.85925,NA,NA,NA,-5.78,NA
57065,-1.33452,3.35673,-4.55923,NA,-55.048,NA,NA,NA
57375,-1.82416,3.51531,-4.57468,NA,NA,NA,-25.178,NA
57449,-1.04743,3.90801,-4.96453,NA,NA,NA,-43.669,NA
57674,-1.91202,4.34739,-4.82032,NA,NA,NA,NA,-79.355
57814,-1.73163,4.57882,-4.20335,NA,-67.716,NA,NA,NA
58065,-1.53354,3.78165,-4.13286,NA,NA,NA,-57.106,NA
58334,-2.12422,4.44453,-4.89528,NA,NA,NA,-49.531,NA
58448,-1.60063,3.45564,-4.89051,NA,NA,NA,-22.367,NA
58633,-1.56528,3.23164,-4.8117,NA,NA,NA,-31.674,NA
58892,-2.29532,3.55689,-4.3599,NA,NA,NA,-53.603,NA
59069,-1.57412,3.64454,-4.60451,NA,NA,NA,-13.81,NA
59201,-1.59786,4.0984,-4.8239,NA,-34.643,NA,NA,NA
59543,-1.99001,4.05636,-4.8309,NA,NA,-44.439,NA,NA
59717,-1.38938,3.65127,-4.59914,NA,NA,NA,-26.318,NA
59890,-2.46519,4.2892,-4.96273,NA,-57.016,NA,NA,NA
60152,-1.56587,4.73001,-4.50136,NA,NA,NA,-73.99,NA
60364,-1.42249,3.30795,-4.85177,NA,NA,NA,-18.668,NA
60496,-1.50335,3.7227,-4.73284,NA,NA,NA,-9.898,NA
60670,-1.94948,4.13684,-4.98952,NA,NA,-38.722,NA,NA
60932,-1.924,4.78539,-4.45687,NA,NA,-66.047,NA,NA
61122,-2.13401,3.69664,-4.85097,NA,NA,NA,-37.024,NA
61219,-1.2888,4.67247,-4.64347,NA,NA,-82.979,NA,NA
61410,-2.17141,4.81487,-4.83322,NA,NA,-73.657,NA,NA
61610,-2.14225,3.17368,-4.90398,NA,NA,NA,-58.943,NA
61802,-1.95875,3.26555,-4.64401,NA,-55.762,NA,NA,NA
62199,-2.40929,3.23897,-4.68509,NA,-65.742,NA,NA,NA
62271,-1.81485,3.80001,-4.92905,NA,NA,NA,-16.973,NA
62458,-2.02902,4.25637,-4.11504,NA,-61.34,NA,NA,NA
62602,-2.09908,3.5808,-4.94279,NA,NA,NA,-32.642,NA
62999,-1.49003,4.72468,-4.99982,NA,NA,-72.609,NA,NA
63038,-1.33666,4.16416,-4.51781,NA,NA,NA,-46.166,NA
63224,-1.20443,3.49065,-4.48328,NA,-70.649,NA,NA,NA
63556,-1.27158,3.57362,-4.41257,NA,-53.248,NA,NA,NA
63800,-1.79187,3.35499,-4.52893,NA,NA,-60.231,NA,NA
63866,-2.01471,3.50861,-4.64567,NA,-47.721,NA,NA,NA
64106,-1.59302,3.47769,-4.78496,NA,NA,-12.218,NA,NA
64273,-2.1321,3.98241,-4.91214,NA,NA,NA,-39.904,NA
64439,-1.94774,4.66682,-4.4178,NA,NA,NA,-57.697,NA
64793,-2.05314,4.34551,-4.43617,NA,NA,NA,-55.547,NA
64876,-1.76382,4.32741,-4.96997,NA,NA,-44.282,NA,NA
65107,-1.9501,3.54599,-4.60571,NA,-52.462,NA,NA,NA
65233,-2.06374,4.67066,-4.4728,NA,-77.746,NA,NA,NA
65502,-1.71242,4.67833,-4.54453,NA,NA,NA,-65.093,NA
65767,-2.44238,3.7197,-4.55382,NA,NA,NA,-57.281,NA
65983,-1.42203,4.0589,-4.31051,NA,-54.445,NA,NA,NA
66072,-1.64218,2.99973,-4.88225,NA,NA,NA,-50.676,NA
66284,-1.45955,3.85293,-4.71484,NA,-28.276,NA,NA,NA
66412,-1.60056,4.02576,-4.98553,NA,NA,NA,-16.25,NA
66716,-1.39855,4.98002,-4.95399,NA,NA,NA,-74.148,NA
66938,-1.67048,4.69842,-4.18242,NA,-65.199,NA,NA,NA
67094,-1.62369,4.37321,-4.84511,NA,NA,NA,-45.508,NA
67327,-1.51374,3.61064,-4.42468,NA,NA,NA,-27.996,NA
67437,-2.15891,3.81637,-4.624,NA,NA,-43.892,NA,NA
67652,-2.14249,4.62474,-4.6524,NA,NA,NA,NA,-81.51
67923,-1.36131,3.89767,-4.40564,NA,NA,NA,-20.799,NA
68057,-1.82104,3.82068,-4.97687,NA,NA,-15.928,NA,NA
68237,-0.911314,3.9316,-4.98503,NA,NA,NA,-57.682,NA
68554,-1.19408,3.4205,-4.99376,NA,NA,-39.525,NA,NA
68631,-1.84623,3.25241,-4.97181,NA,NA,NA,-39.239,NA
68934,-2.35487,3.11584,-4.93346,NA,NA,-80.307,NA,NA
69046,-1.94164,4.45023,-4.93836,NA,NA,-52.089,NA,NA
69354,-1.10154,4.16118,-4.89716,NA,NA,-61.806,NA,NA
69531,-1.84517,4.58161,-4.3896,NA,-65.665,NA,NA,NA
69792,-2.28199,3.75389,-4.5228,NA,NA,NA,-50.391,NA
69843,-1.16648,3.85544,-4.32375,NA,NA,-60.423,NA,NA
70191,-1.26733,4.52902,-4.60286,NA,NA,NA,-67.224,NA
70242,-2.03157,3.94155,-4.12058,NA,NA,-81.645,NA,NA
70594,-1.37987,3.52477,-4.52903,NA,NA,NA,NA,-65.872
70716,-2.35928,4.63666,-4.30385,NA,-63.296,NA,NA,NA
70984,-2.00271,4.34417,-4.49512,NA,-50.468,NA,NA,NA
71130,-1.32931,4.6164,-4.85149,NA,-54.916,NA,NA,NA
71308,-1.73332,4.83079,-4.68053,NA,NA,NA,-61.688,NA
71486,-1.43168,4.52055,-4.88271,NA,NA,NA,-57.396,NA
71796,-1.8881,3.55552,-4.53206,NA,NA,NA,-30.089,NA
71897,-1.24651,4.47981,-4.86622,NA,NA,NA,-58.557,NA
72059,-1.85342,3.39939,-4.36615,NA,NA,-77.84,NA,NA
72345,-1.30671,3.90479,-4.0581,NA,NA,NA,-77.799,NA
72418,-2.31397,3.04663,-4.85997,NA,NA,NA,-70.864,NA
72668,-1.8134,4.21324,-4.70398,NA,-43.892,NA,NA,NA
72889,-2.11588,3.06982,-4.99597,NA,NA,NA,-65.811,NA
73067,-1.76238,3.51033,-4.86159,NA,-32.974,NA,NA,NA
73391,-1.08209,4.26553,-4.74486,NA,-46.578,NA,NA,NA
73411,-1.93071,3.64051,-4.9036,NA,NA,NA,-22.497,NA
73628,-1.13115,3.63121,-4.49569,NA,NA,NA,-52.308,NA
73882,-1.30059,4.12294,-4.68818,NA,NA,NA,-32.948,NA
74182,-1.39358,3.93519,-4.95871,NA,NA,-21.715,NA,NA
74239,-1.68371,3.74376,-4.82419,NA,NA,NA,-6.256,NA
74479,-2.50455,3.97676,-4.88354,NA,-55.266,NA,NA,NA
74619,-1.72515,4.9525,-4.81465,NA,NA,NA,-76.085,NA
74963,-1.61968,3.63707,-4.81072,NA,NA,NA,-5.294,NA
75169,-1.54208,3.61491,-4.61777,NA,-41.48,NA,NA,NA
