id,x0,x1,x2,fitness-4,fitness-5,fitness-4.5,fitness-3.5,fitness-3
14814,-3.09782,5,-5,NA,-109.934,NA,NA,NA
15066,-2.65055,5,-4.66341,NA,-93.255,NA,NA,NA
15337,-1.1659,3.98066,-5,NA,-56.366,NA,NA,NA
15538,-1.29029,3.32738,-5,NA,-76.255,NA,NA,NA
15737,-1.29868,3.82899,-4.64141,-18.738,NA,NA,NA,NA
15889,-2.34459,4.92054,-5,NA,NA,NA,-110.32,NA
16016,-1.51703,5,-5,NA,-83.119,NA,NA,NA
16252,-1.41803,5,-5,NA,-91.143,NA,NA,NA
16462,-2.73723,5,-4.61875,NA,-93.847,NA,NA,NA
16772,-1.68528,4.64439,-4.18123,NA,-62.959,NA,NA,NA
16932,-1.51809,4.98809,-5,NA,-80.55,NA,NA,NA
17145,-2.59672,4.73125,-5,NA,-70.853,NA,NA,NA
17266,-1.74606,5,-5,NA,-72.557,NA,NA,NA
17438,-2.01276,5,-4.28418,NA,-79.229,NA,NA,NA
17611,-2.36603,5,-4.73119,NA,-78.415,NA,NA,NA
17895,-0.840558,5,-5,NA,-119.65,NA,NA,NA
18038,-2.0763,5,-5,NA,-81.153,NA,NA,NA
18267,-2.20481,4.26698,-5,-51.906,NA,NA,NA,NA
18559,-2.93823,5,-5,NA,-99.562,NA,NA,NA
18647,-3.62738,5,-5,NA,NA,-140.832,NA,NA
18870,-2.24755,5,-4.06588,NA,NA,-91.592,NA,NA
19119,-2.77208,3.92346,-4.37619,NA,NA,-70.505,NA,NA
19340,-2.80385,5,-5,NA,-95.653,NA,NA,NA
19527,-2.80068,5,-5,NA,-93.089,NA,NA,NA
19746,-1.63431,5,-5,NA,-74.064,NA,NA,NA
19815,-1.62629,4.69203,-4.85006,NA,-82.753,NA,NA,NA
20027,-2.85539,4.02402,-5,NA,-73.294,NA,NA,NA
20384,-2.53058,5,-5,NA,NA,-79.589,NA,NA
20496,-1.36602,3.96849,-5,NA,NA,-21.833,NA,NA
20731,-2.10462,3.93275,-5,NA,-39.315,NA,NA,NA
20806,-1.0932,3.678,-4.27548,-74.411,NA,NA,NA,NA
21059,-2.16269,3.9086,-4.51416,NA,-55.246,NA,NA,NA
21261,-3.48494,3.1193,-5,NA,-120.132,NA,NA,NA
21511,-3.32398,4.01768,-5,NA,-96.411,NA,NA,NA
21672,-2.25013,4.29972,-5,NA,NA,-57.653,NA,NA
21976,-2.27537,4.24945,-5,-57.768,NA,NA,NA,NA
22171,-0.972743,3.53089,-5,NA,NA,-60.749,NA,NA
22209,-2.34341,3.85962,-5,NA,NA,-34.288,NA,NA
22479,-2.91432,5,-4.77757,NA,-97.824,NA,NA,NA
22752,-3.18839,5,-4.43091,NA,-115.801,NA,NA,NA
22808,-2.15977,5,-5,NA,-78.713,NA,NA,NA
23108,-2.09277,2.96388,-4.6535,NA,-73.231,NA,NA,NA
23243,-2.62757,2.79764,-5,NA,-86.142,NA,NA,NA
23481,-2.12033,2.89968,-5,NA,-75.041,NA,NA,NA
23799,-1.86612,3.02404,-5,-69.187,NA,NA,NA,NA
23893,-1.66481,4.43334,-5,NA,-47.624,NA,NA,NA
24112,-1.66191,5,-5,NA,-72.928,NA,NA,NA
24243,-2.78693,3.73239,-5,NA,-66.806,NA,NA,NA
24409,-2.3836,3.87459,-4.0126,NA,-80.264,NA,NA,NA
24659,-2.98193,3.97818,-3.9878,NA,-98.515,NA,NA,NA
24885,-2.55518,3.61317,-4.52495,-64.727,NA,NA,NA,NA
25060,-2.19152,4.23181,-5,NA,-51.762,NA,NA,NA
25365,-2.92951,5,-4.95707,NA,-98.458,NA,NA,NA
25491,-2.6559,3.4107,-4.71781,-106.963,NA,NA,NA,NA
25792,-1.62752,4.43883,-5,-63.673,NA,NA,NA,NA
25876,-1.63181,4.29584,-5,NA,NA,-41.44,NA,NA
26099,-1.86079,4.64326,-5,NA,-59.421,NA,NA,NA
26274,-1.99677,5,-5,NA,-81.821,NA,NA,NA
26473,-1.8201,4.30815,-4.5898,-47.907,NA,NA,NA,NA
26679,-1.80307,5,-4.04405,NA,NA,-96.046,NA,NA
26939,-2.04366,3.07811,-5,NA,-60.272,NA,NA,NA
27037,-1.50156,3.22407,-4.76141,NA,-71.059,NA,NA,NA
27400,-1.82125,2.97977,-5,-76.735,NA,NA,NA,NA
27424,-1.77147,3.89281,-5,NA,-50.142,NA,NA,NA
27622,-1.77804,4.5586,-5,NA,-64.291,NA,NA,NA
27897,-1.47188,4.8299,-5,-79.066,NA,NA,NA,NA
28200,-1.92076,3.7694,-5,NA,-37.156,NA,NA,NA
28334,-2.16775,3.49421,-4.60263,NA,NA,-46.456,NA,NA
28445,-2.63105,4.71745,-5,NA,-70.914,NA,NA,NA
28661,-2.37225,5,-5,NA,-78.619,NA,NA,NA
28978,-1.81862,5,-3.80847,NA,-102.341,NA,NA,NA
29086,-2.14208,4.47941,-5,NA,NA,-52.235,NA,NA
29240,-2.08342,3.85965,-5,-38.143,NA,NA,NA,NA
29471,-1.04356,4.32593,-4.99118,NA,-54.967,NA,NA,NA
29701,-1.23924,5,-4.30989,NA,NA,-98.315,NA,NA
29987,-1.18925,5,-5,NA,NA,-89.074,NA,NA
30084,-2.17546,4.55568,-5,NA,NA,-55.579,NA,NA
30378,-1.92973,4.0767,-4.83652,NA,-49.695,NA,NA,NA
30501,-3.11977,5,-5,NA,-111.626,NA,NA,NA
30733,-2.27213,4.22999,-5,NA,NA,NA,-63.851,NA
30867,-3.25361,3.94964,-4.78607,NA,NA,-89.291,NA,NA
31018,-2.5228,5,-4.64685,NA,-84.794,NA,NA,NA
31371,-2.55895,5,-5,NA,-89.048,NA,NA,NA
31536,-2.64826,5,-5,NA,-92.777,NA,NA,NA
31691,-2.47675,5,-5,NA,NA,-80.705,NA,NA
31803,-1.72751,4.16121,-5,NA,-37.984,NA,NA,NA
32069,-1.65341,3.84167,-4.63894,-44.713,NA,NA,NA,NA
32249,-1.64042,4.22715,-5,NA,-35.674,NA,NA,NA
32401,-1.36682,3.61271,-5,NA,-47.01,NA,NA,NA
32722,-1.72054,5,-5,NA,-72.198,NA,NA,NA
32824,-2.27385,5,-4.07576,NA,-96.814,NA,NA,NA
33187,-1.92774,3.84238,-5,NA,-36.401,NA,NA,NA
33367,-2.63555,3.2234,-5,NA,-83.858,NA,NA,NA
33542,-2.41509,4.13287,-4.85089,NA,-52.137,NA,NA,NA
33602,-1.62784,5,-4.13538,NA,-99.116,NA,NA,NA
33930,-1.86735,3.28356,-5,NA,-59.409,NA,NA,NA
34142,-2.03871,3.08824,-5,NA,-62.81,NA,NA,NA
34345,-1.69021,3.53847,-4.96267,NA,-34.448,NA,NA,NA
34578,-1.91075,4.46171,-5,NA,NA,-50.503,NA,NA
34779,-1.66094,3.90448,-5,NA,NA,NA,-80.668,NA
34832,-1.2401,3.28315,-5,-43.62,NA,NA,NA,NA
35065,-1.67423,3.1677,-5,NA,NA,-44.576,NA,NA
35382,-1.26578,3.61547,-5,NA,-53.048,NA,NA,NA
35551,-1.81492,4.65182,-4.83567,NA,-68.597,NA,NA,NA
35706,-2.78714,4.46933,-5,NA,-76.518,NA,NA,NA
35845,-1.82146,4.11641,-4.58846,NA,-49.929,NA,NA,NA
36150,-0.630533,4.11571,-5,NA,NA,-103.863,NA,NA
36394,-1.54818,4.1958,-5,NA,-40.491,NA,NA,NA
36563,-1.62378,5,-5,NA,NA,-83.31,NA,NA
36703,-2.07883,5,-5,NA,-81.095,NA,NA,NA
36907,-2.70836,5,-5,NA,-94.211,NA,NA,NA
37075,-2.5793,4.22316,-4.6581,NA,-70.171,NA,NA,NA
37354,-2.60068,4.08539,-5,NA,NA,-58.813,NA,NA
37453,-2.01962,3.66886,-5,NA,-40.97,NA,NA,NA
37652,-2.84201,4.25521,-4.74752,NA,-70.953,NA,NA,NA
37984,-2.57276,4.8952,-5,NA,-81.517,NA,NA,NA
38042,-1.56563,4.2954,-4.79945,NA,-47.96,NA,NA,NA
38264,-2.09349,2.95407,-5,NA,-65.519,NA,NA,NA
38486,-2.07449,3.84379,-5,NA,-37.951,NA,NA,NA
38663,-2.18379,4.03973,-3.89529,NA,-80.775,NA,NA,NA
38929,-2.19535,3.59949,-4.4767,NA,NA,-48.145,NA,NA
39037,-2.82355,4.80247,-5,NA,NA,-83.258,NA,NA
39267,-3.16966,4.52197,-5,NA,-95.672,NA,NA,NA
39492,-2.7614,4.92287,-4.81788,NA,NA,-86.528,NA,NA
39772,-2.22798,5,-5,NA,NA,NA,-103.692,NA
39832,-2.73871,3.44318,-4.815,-83.771,NA,NA,NA,NA
40144,-2.49534,3.98079,-4.59525,NA,-62.041,NA,NA,NA
40310,-3.24431,4.38173,-5,-97.505,NA,NA,NA,NA
40469,-1.69463,4.18496,-5,NA,-34.289,NA,NA,NA
40752,-1.13136,4.35788,-3.18432,NA,NA,-129.261,NA,NA
40856,-1.74468,2.94301,-4.91158,NA,NA,-60.295,NA,NA
41094,-2.94277,4.5705,-4.80803,NA,-91.184,NA,NA,NA
41240,-1.60987,4.35324,-4.795,NA,-44.019,NA,NA,NA
41564,-1.11618,4.91096,-4.50963,NA,NA,-95.48,NA,NA
41678,-1.30919,5,-5,NA,NA,-78.756,NA,NA
41928,-1.90158,5,-5,NA,-78.22,NA,NA,NA
42059,-2.31546,4.92057,-5,NA,-76.788,NA,NA,NA
42366,-0.984703,5,-4.92475,NA,-92.993,NA,NA,NA
42595,-1.20539,3.84384,-5,NA,-59.261,NA,NA,NA
42659,-1.26506,3.83478,-5,-16.715,NA,NA,NA,NA
42889,-2.02054,5,-5,NA,-81.881,NA,NA,NA
43032,-1.04912,3.85043,-5,NA,-89.665,NA,NA,NA
43376,-1.3342,5,-5,NA,-93.789,NA,NA,NA
43566,-2.44189,3.66835,-5,NA,-61.669,NA,NA,NA
43787,-1.89426,3.48933,-5,-26.791,NA,NA,NA,NA
43986,-1.50143,4.26777,-5,-41.67,NA,NA,NA,NA
44097,-0.783819,4.02601,-5,NA,NA,-83.525,NA,NA
44301,-1.97201,4.13753,-5,NA,NA,-32.609,NA,NA
44543,-2.4683,4.51288,-5,-67.989,NA,NA,NA,NA
44675,-2.75416,5,-4.7229,NA,NA,-88.386,NA,NA
44808,-1.81048,4.99775,-4.49762,NA,-83.379,NA,NA,NA
45012,-2.22465,4.28945,-5,NA,-50.507,NA,NA,NA
45326,-1.21127,5,-5,NA,-90.062,NA,NA,NA
45545,-1.04573,4.28288,-5,NA,-52.633,NA,NA,NA
45722,-1.8217,4.22451,-5,NA,-45.155,NA,NA,NA
45962,-2.47144,3.22579,-5,NA,-69.84,NA,NA,NA
46053,-1.34453,3.64253,-4.00862,-98.627,NA,NA,NA,NA
46366,-1.55746,4.25704,-5,-36.624,NA,NA,NA,NA
46553,-1.97652,3.99358,-4.98863,NA,NA,NA,-53.355,NA
46683,-2.44446,4.79854,-5,NA,NA,NA,-93.607,NA
46819,-2.0744,5,-5,NA,NA,-70.214,NA,NA
47008,-2.48178,5,-5,NA,-84.56,NA,NA,NA
47377,-2.64082,5,-5,NA,NA,-80.624,NA,NA
47436,-1.67765,4.99917,-4.32165,NA,NA,NA,NA,-125.329
47620,-2.52188,4.92113,-4.4141,NA,-87.846,NA,NA,NA
47914,-1.99485,5,-4.9973,NA,-80.974,NA,NA,NA
48029,-1.83826,5,-5,NA,-76.17,NA,NA,NA
48258,-2.94376,5,-5,NA,-99.823,NA,NA,NA
48532,-2.24051,4.35944,-5,-56.523,NA,NA,NA,NA
48650,-2.22079,4.37937,-5,NA,NA,-51.624,NA,NA
48854,-1.89685,3.53178,-4.61814,NA,NA,NA,NA,-123.429
49199,-1.75839,4.60892,-4.99803,NA,NA,-46.037,NA,NA
49398,-2.4707,3.60806,-4.78374,NA,NA,-54.316,NA,NA
49475,-2.30233,4.73465,-4.87725,NA,-82.541,NA,NA,NA
49659,-3.67783,3.56756,-5,NA,-122.294,NA,NA,NA
49934,-2.20545,4.34897,-5,NA,-53.804,NA,NA,NA
50021,-2.40703,4.47922,-5,-63.413,NA,NA,NA,NA
50250,-2.70538,4.4426,-5,NA,NA,-65.905,NA,NA
50584,-2.21327,3.43379,-5,NA,-51.079,NA,NA,NA
50800,-2.39372,4.47666,-5,NA,-63.601,NA,NA,NA
50932,-2.08479,4.54607,-5,-60.023,NA,NA,NA,NA
51162,-1.4524,4.73437,-4.71467,NA,NA,NA,-81.844,NA
51288,-1.39978,5,-4.91569,NA,NA,-72.283,NA,NA
51406,-1.68773,5,-4.01039,-104.749,NA,NA,NA,NA
51798,-1.87955,3.39553,-5,NA,-50.786,NA,NA,NA
51833,-1.73459,4.55359,-5,NA,NA,-47.293,NA,NA
52111,-1.1052,5,-5,NA,NA,NA,-121.854,NA
52257,-2.06671,5,-4.56955,-81.45,NA,NA,NA,NA
52502,-1.33109,4.86771,-4.91605,NA,-72.607,NA,NA,NA
52698,-1.24975,5,-5,NA,-91.813,NA,NA,NA
52904,-1.6038,3.9288,-4.20102,NA,NA,-56.153,NA,NA
53055,-2.28893,5,-5,NA,-74.789,NA,NA,NA
53259,-1.84169,3.38258,-5,NA,-50.231,NA,NA,NA
53490,-1.38476,3.08331,-5,NA,NA,-64.284,NA,NA
53715,-0.997877,4.07563,-5,-79.344,NA,NA,NA,NA
53925,-2.39255,3.37214,-4.60808,-69.297,NA,NA,NA,NA
54055,-2.32649,3.04318,-4.39705,NA,-67.576,NA,NA,NA
54382,-1.79392,4.73737,-4.9566,NA,-66.977,NA,NA,NA
54598,-1.16528,5,-4.55803,-102.267,NA,NA,NA,NA
54671,-2.49308,4.3272,-5,NA,-64.075,NA,NA,NA
54819,-2.08166,4.27081,-5,NA,-49.238,NA,NA,NA
55027,-1.24869,4.58751,-5,NA,NA,-67.31,NA,NA
55335,-1.25093,4.41899,-4.34515,-82.792,NA,NA,NA,NA
55592,-1.82413,4.68643,-4.24092,NA,NA,-74.049,NA,NA
55639,-2.26888,4.79537,-4.96879,NA,-78.487,NA,NA,NA
55972,-1.84142,5,-5,NA,-74.163,NA,NA,NA
56143,-1.71224,3.75068,-4.30914,-50.368,NA,NA,NA,NA
56242,-2.44691,3.94486,-3.68325,NA,-96.907,NA,NA,NA
56507,-2.00057,3.68621,-4.73827,NA,-38.117,NA,NA,NA
56684,-1.09031,4.5093,-3.95133,NA,-114.032,NA,NA,NA
56901,-0.83308,4.55836,-5,NA,-88.85,NA,NA,NA
57158,-1.54954,3.86701,-5,NA,-43.603,NA,NA,NA
57348,-1.99171,3.8542,-5,NA,-34.271,NA,NA,NA
57583,-1.81464,4.05297,-5,NA,-44.52,NA,NA,NA
57637,-2.32069,3.4993,-5,-55.819,NA,NA,NA,NA
57900,-2.57586,4.66968,-4.32851,-70.768,NA,NA,NA,NA
58029,-2.25305,3.03359,-5,NA,-87.837,NA,NA,NA
58381,-1.50328,4.13914,-4.87045,NA,-53.586,NA,NA,NA
58506,-2.31469,2.8747,-4.70318,NA,NA,-66.758,NA,NA
58771,-2.37458,2.755,-4.76656,NA,-106.443,NA,NA,NA
58979,-1.48529,3.69987,-5,NA,-38.618,NA,NA,NA
59198,-1.28249,3.5393,-4.66775,NA,-55.504,NA,NA,NA
59378,-2.41641,2.97155,-5,NA,-94.433,NA,NA,NA
59573,-2.37322,3.80176,-4.87349,NA,NA,-50.138,NA,NA
59679,-2.59309,4.04127,-4.48442,-68.858,NA,NA,NA,NA
59956,-2.12346,5,-5,NA,NA,-71.305,NA,NA
60199,-1.88629,4.74674,-5,-67.084,NA,NA,NA,NA
60216,-2.94707,5,-5,NA,-97.241,NA,NA,NA
60526,-2.74974,5,-5,NA,-90.817,NA,NA,NA
60653,-2.42705,5,-5,NA,-81.309,NA,NA,NA
60805,-1.89888,5,-5,NA,-79.117,NA,NA,NA
61036,-1.23283,5,-5,NA,-91.064,NA,NA,NA
61223,-1.64903,5,-5,NA,-73.396,NA,NA,NA
61408,-1.66287,5,-5,NA,NA,-74.891,NA,NA
61683,-1.58858,4.89235,-4.41089,NA,NA,-79.546,NA,NA
61832,-2.31581,5,-4.71245,NA,-77.516,NA,NA,NA
62197,-3.21146,5,-4.92192,NA,-114.924,NA,NA,NA
62241,-2.56641,5,-5,NA,NA,-79.187,NA,NA
62442,-2.414,5,-5,NA,-78.21,NA,NA,NA
62608,-1.34485,4.027,-4.60234,NA,-54.828,NA,NA,NA
62820,-0.968889,3.63464,-5,-47.988,NA,NA,NA,NA
63007,-0.974238,3.10798,-5,NA,NA,-88.431,NA,NA
63272,-1.245,3.6239,-4.56987,NA,NA,-40.87,NA,NA
63549,-2.22732,4.2866,-4.25155,NA,-77.248,NA,NA,NA
63796,-1.53877,3.55556,-4.65174,NA,NA,-8.966,NA,NA
63912,-0.580859,4.31988,-5,NA,NA,-126.006,NA,NA
64068,-1.91923,5,-5,NA,NA,-70.273,NA,NA
64284,-1.40065,4.58199,-4.9659,NA,-54.75,NA,NA,NA
64457,-1.19344,4.13326,-4.41847,NA,-78.507,NA,NA,NA
64673,-1.85708,3.7669,-4.25175,NA,-57.665,NA,NA,NA
64922,-2.6335,3.04958,-4.62235,NA,NA,-86.719,NA,NA
65116,-2.70822,2.48571,-5,NA,-135.024,NA,NA,NA
65339,-1.48931,3.69059,-4.62996,NA,-42.632,NA,NA,NA
65420,-1.04169,3.11115,-5,NA,-108.124,NA,NA,NA
65641,-2.41089,4.0535,-3.81904,NA,-86.049,NA,NA,NA
65953,-2.69275,4.22973,-4.57687,NA,-67.482,NA,NA,NA
66051,-2.70704,5,-5,NA,-94.187,NA,NA,NA
66234,-1.80065,4.61216,-5,NA,-66.748,NA,NA,NA
66515,-2.3396,4.11874,-5,NA,NA,-51.282,NA,NA
66721,-1.62828,4.46035,-5,NA,-55.886,NA,NA,NA
66881,-1.35856,3.95818,-5,NA,NA,-24.26,NA,NA
67001,-1.55876,3.49258,-5,NA,NA,-19.254,NA,NA
67397,-0.755672,3.89396,-5,NA,-67.908,NA,NA,NA
67552,-1.06489,4.42251,-5,-78.577,NA,NA,NA,NA
67654,-1.17475,3.61662,-5,-24.828,NA,NA,NA,NA
67976,-1.98542,3.2242,-5,NA,-71.042,NA,NA,NA
68084,-1.47009,3.22751,-4.77012,NA,NA,-41.594,NA,NA
68239,-1.00218,3.35422,-5,NA,-62.974,NA,NA,NA
68584,-1.56806,4.28286,-5,NA,NA,-40.66,NA,NA
68612,-2.19832,5,-5,NA,-75.426,NA,NA,NA
68875,-1.85956,4.3623,-4.74914,NA,-54.403,NA,NA,NA
69110,-2.53329,5,-4.1427,NA,NA,-96.48,NA,NA
69237,-1.77294,3.4479,-4.79934,NA,NA,-26.083,NA,NA
69567,-1.83885,5,-4.04634,NA,-93.035,NA,NA,NA
69752,-0.934218,5,-3.94837,-143.915,NA,NA,NA,NA
69932,-1.61731,4.94735,-4.31086,NA,NA,-82.805,NA,NA
70200,-1.454,4.74561,-5,NA,NA,-81.639,NA,NA
70291,-1.71277,4.70924,-5,NA,-78.984,NA,NA,NA
70406,-2.40795,5,-5,NA,NA,-79.791,NA,NA
70707,-1.62675,5,-4.76015,NA,-73.625,NA,NA,NA
70967,-2.27541,4.49737,-4.75166,NA,-63.588,NA,NA,NA
71138,-2.9294,3.25958,-4.13341,NA,NA,-99.238,NA,NA
71264,-1.67762,2.78006,-4.61761,NA,NA,-96.699,NA,NA
71570,-0.88981,3.2954,-5,NA,-112.218,NA,NA,NA
71736,-1.98321,3.40605,-4.67666,NA,-63.175,NA,NA,NA
71903,-1.82859,3.08347,-4.77773,NA,-63.475,NA,NA,NA
72045,-1.33788,4.45332,-5,NA,NA,-54.311,NA,NA
72287,-1.36697,5,-5,NA,NA,-74.654,NA,NA
72539,-1.82519,4.86378,-5,NA,-72.795,NA,NA,NA
72668,-1.8617,3.6392,-4.72201,NA,-45.28,NA,NA,NA
72847,-1.82745,4.34947,-4.52004,NA,-59.309,NA,NA,NA
73005,-2.1528,4.31904,-3.7513,NA,-92.813,NA,NA,NA
73352,-1.79931,3.34064,-4.63313,NA,NA,-37.188,NA,NA
73449,-2.1252,3.1628,-4.74794,NA,-62.775,NA,NA,NA
73634,-2.57695,5,-5,NA,NA,-83.191,NA,NA
73989,-1.82279,3.80332,-5,NA,-46.421,NA,NA,NA
74139,-2.70511,3.42492,-4.90843,NA,-85.965,NA,NA,NA
74391,-2.42027,4.35188,-5,NA,-55.663,NA,NA,NA
74483,-2.06861,4.1521,-5,NA,-57.061,NA,NA,NA
74672,-2.20178,4.3567,-5,-56.567,NA,NA,NA,NA
74922,-2.58181,3.63632,-5,NA,-61.521,NA,NA,NA
75115,-1.43863,4.15154,-4.71504,NA,-62.261,NA,NA,NA
75352,-1.44318,5,-5,NA,-88.755,NA,NA,NA
75496,-1.67649,5,-4.95042,NA,-70.752,NA,NA,NA
75724,-1.69332,3.84714,-4.79435,NA,-59.073,NA,NA,NA
75996,-2.64025,3.24972,-4.34645,-98.986,NA,NA,NA,NA
76028,-1.83069,4.3029,-5,NA,-48.44,NA,NA,NA
76329,-2.23367,4.39005,-5,NA,-52.054,NA,NA,NA
76528,-1.17661,3.86236,-5,NA,-66.255,NA,NA,NA
76636,-1.62192,4.54651,-4.57211,NA,-64.428,NA,NA,NA
76966,-1.91653,3.93419,-4.85143,NA,-37.224,NA,NA,NA
77012,-2.24907,4.85152,-3.72298,NA,NA,-95.573,NA,NA
77357,-1.9924,3.92149,-5,NA,NA,-33.461,NA,NA
77441,-1.42681,4.37389,-5,NA,NA,-36.441,NA,NA
77785,-1.09272,4.59076,-5,NA,NA,-60.624,NA,NA
77973,-1.94759,5,-5,NA,-76.087,NA,NA,NA
78113,-1.99743,4.22319,-5,NA,-61.51,NA,NA,NA
78257,-2.33463,4.19653,-5,NA,-47.683,NA,NA,NA
78494,-2.46216,3.72428,-5,NA,-61.166,NA,NA,NA
78753,-2.72259,4.31787,-5,NA,-71.076,NA,NA,NA
78902,-2.61818,4.80109,-5,NA,-75.258,NA,NA,NA
79106,-2.27163,5,-5,NA,-76.552,NA,NA,NA
79324,-2.60039,3.93459,-4.91431,NA,NA,-65.982,NA,NA
79447,-1.50409,4.25647,-5,-48.256,NA,NA,NA,NA
79640,-2.32476,4.52011,-4.5315,-67.618,NA,NA,NA,NA
79967,-3.09765,5,-5,NA,-106.61,NA,NA,NA
80197,-1.93899,4.69183,-5,NA,-56.005,NA,NA,NA
80295,-2.73968,5,-5,-92.942,NA,NA,NA,NA
80527,-1.77141,5,-5,NA,NA,-72.951,NA,NA
80760,-2.05191,4.33706,-5,NA,-62.885,NA,NA,NA
