id,x0,x1,x2,fitness-3.5,fitness-4,fitness-4.5,fitness-5
12610,-2.3835,3.36053,-5,NA,NA,NA,-52.596
12941,-2.59034,3.69279,-5,NA,NA,NA,-57.558
13065,-1.23372,3.72989,-4.64194,NA,NA,NA,-57.014
13330,-1.36006,3.67303,-5,NA,NA,NA,-39.74
13571,-1.86833,3.25207,-5,NA,NA,NA,-61.052
13628,-2.02943,3.68583,-5,NA,NA,NA,-39.857
13998,-1.68391,3.76009,-5,NA,NA,NA,-40.445
14187,-1.722,3.86288,-4.70756,NA,-11.187,NA,NA
14247,-1.81281,4.01591,-5,NA,NA,NA,-45.112
14424,-1.99137,3.76254,-5,NA,-32.025,NA,NA
14630,-1.78255,3.26201,-5,NA,NA,NA,-49.731
14905,-1.51579,3.6878,-5,NA,NA,NA,-23.397
15072,-1.73158,4.03916,-5,NA,NA,NA,-37.409
15346,-1.97189,4.03151,-5,NA,NA,-30.66,NA
15417,-1.5447,3.96376,-5,-69.306,NA,NA,NA
15760,-1.22753,3.49178,-5,NA,NA,-19.446,NA
15982,-2.05057,3.90086,-5,NA,NA,NA,-37.953
16139,-2.33399,4.71116,-5,NA,NA,NA,-78.06
16297,-1.46007,4.05397,-4.37638,NA,NA,-42.2,NA
16485,-1.53465,3.99272,-5,NA,NA,-26.437,NA
16652,-1.25253,4.4604,-5,NA,NA,-61.336,NA
16821,-1.09186,3.47954,-5,NA,-46.414,NA,NA
17005,-1.41857,3.09735,-5,NA,NA,NA,-68.926
17279,-1.61482,4.31079,-4.79493,NA,NA,NA,-40.034
17443,-2.00128,3.30596,-5,NA,NA,-39.405,NA
17735,-2.26746,4.08209,-5,NA,NA,NA,-48.905
17944,-1.74248,3.62941,-5,NA,NA,NA,-42.166
18120,-2.20566,3.71425,-4.96927,NA,NA,-34.51,NA
18340,-1.49037,4.80153,-5,NA,NA,NA,-67.785
18500,-1.65145,4.30306,-5,NA,NA,NA,-40.305
18786,-1.536,3.94033,-5,NA,NA,NA,-43.202
18947,-1.93612,3.75222,-5,NA,NA,NA,-36.605
19115,-1.99278,4.75524,-5,NA,NA,NA,-56.18
19387,-1.18264,4.521,-5,NA,NA,NA,-76.74
19525,-1.44839,3.67708,-5,NA,-8.95,NA,NA
19610,-2.20459,4.30256,-5,NA,NA,-50.294,NA
19936,-1.52677,3.41378,-5,NA,NA,NA,-54.172
20010,-1.40583,4.49176,-5,NA,NA,-53.564,NA
20349,-2.40478,5,-5,NA,NA,NA,-80.118
20468,-2.02993,3.24525,-5,NA,NA,-44.122,NA
20700,-1.32565,3.18666,-4.81496,NA,NA,-58.753,NA
20925,-1.71441,4.13292,-4.37815,NA,NA,-31.622,NA
21003,-1.84881,3.76337,-4.73573,NA,NA,-17.258,NA
21246,-1.32025,3.78188,-5,NA,NA,NA,-28.438
21428,-1.05162,3.53002,-4.23238,NA,NA,-71.233,NA
21716,-1.63047,3.76909,-4.59583,NA,-29.895,NA,NA
21870,-1.34968,4.66302,-5,NA,NA,NA,-56.408
22032,-1.65821,4.29486,-4.57978,NA,NA,-40.311,NA
22312,-1.94371,4.08636,-4.41274,NA,-47.865,NA,NA
22455,-1.17779,4.14857,-4.93412,NA,NA,-44.086,NA
22770,-1.02748,3.40319,-4.43223,NA,NA,-42.933,NA
22931,-2.0417,3.73153,-4.83821,NA,NA,NA,-32.12
23046,-1.4271,4.61899,-4.91315,NA,NA,NA,-50.707
23223,-1.83344,4.70452,-5,NA,NA,-57.43,NA
23463,-1.05958,3.56459,-4.96072,NA,NA,-38.873,NA
23677,-1.43461,3.8173,-5,NA,NA,NA,-31.868
23958,-1.71105,4.01812,-4.53055,NA,NA,NA,-48.865
24167,-1.50119,3.9301,-5,NA,NA,NA,-27.48
24319,-1.92654,4.23475,-5,NA,NA,NA,-57.604
24553,-1.47293,3.80521,-4.61835,NA,NA,-12.764,NA
24786,-1.64525,3.86284,-4.74759,NA,NA,-16.661,NA
24801,-1.51137,3.23047,-5,NA,NA,-34.06,NA
25026,-1.16022,4.23267,-5,NA,NA,NA,-53.539
25361,-1.73475,3.26134,-5,NA,NA,-38.693,NA
25406,-1.77217,4.66358,-5,NA,NA,NA,-65.974
25609,-1.7084,4.29523,-4.88358,NA,NA,NA,-32.044
25830,-1.09736,4.43447,-5,NA,NA,NA,-69.079
26196,-1.29541,3.17183,-5,NA,NA,-51.956,NA
26319,-1.88262,3.68949,-4.91684,NA,NA,-21.194,NA
26444,-1.60018,3.83499,-4.26431,NA,NA,NA,-47.006
26655,-1.3299,3.7802,-5,NA,-14.052,NA,NA
26833,-2.2102,3.10961,-4.79622,NA,NA,NA,-69.881
27170,-2.3071,3.23961,-4.99639,NA,NA,NA,-57.979
27397,-1.63015,4.33901,-5,NA,-46.324,NA,NA
27477,-1.09906,4.31763,-4.72364,NA,-56.93,NA,NA
27743,-1.38874,3.46413,-5,NA,-37.578,NA,NA
27954,-1.80292,3.37825,-5,NA,-30.987,NA,NA
28185,-1.81675,3.74387,-5,NA,NA,NA,-45.6
28329,-1.74382,4.18762,-5,NA,NA,NA,-38.075
28449,-1.09153,3.51064,-5,NA,NA,NA,-56.65
28656,-1.11718,3.40133,-4.77801,NA,NA,NA,-41.559
28848,-1.58011,3.75714,-4.97233,NA,-11.132,NA,NA
29016,-1.32647,4.21622,-5,NA,NA,-43.06,NA
29307,-1.36244,4.64397,-4.66911,NA,NA,-68.771,NA
29554,-1.60539,4.09741,-5,NA,-24.409,NA,NA
29712,-1.18101,3.92639,-5,NA,-48.896,NA,NA
29857,-1.50316,3.93264,-5,NA,-29.712,NA,NA
30019,-0.974935,3.88993,-5,NA,-50.811,NA,NA
30329,-1.88898,3.4439,-5,NA,NA,NA,-45.549
30488,-1.84502,3.7458,-5,NA,NA,NA,-36.078
30761,-1.96407,4.72791,-4.68625,NA,NA,NA,-58.997
30961,-1.43146,3.49186,-5,NA,NA,-6.681,NA
31103,-0.910257,4.24564,-5,NA,NA,-71.741,NA
31284,-1.78632,3.04585,-5,NA,NA,-53.697,NA
31502,-1.92543,3.5724,-5,NA,NA,-22.055,NA
31635,-0.726869,4.77586,-5,NA,NA,NA,-88.433
31821,-1.77911,3.59279,-4.4562,NA,NA,-31.286,NA
32150,-1.58727,3.55327,-4.89527,NA,NA,NA,-41.628
32327,-1.8204,3.63229,-4.75905,NA,NA,-28.766,NA
32409,-1.41133,3.54111,-5,NA,NA,-5.65,NA
32728,-1.73412,3.65481,-5,NA,NA,NA,-27.871
32850,-2.18069,4.00574,-5,NA,NA,NA,-51.016
33131,-1.95984,3.69903,-5,NA,NA,NA,-34.649
33242,-1.37654,3.79383,-4.85013,NA,NA,-5.698,NA
33580,-1.44135,3.49582,-5,NA,NA,-6.935,NA
33779,-1.67502,3.72363,-5,NA,NA,NA,-50.092
33854,-2.10999,3.47561,-5,NA,NA,NA,-46.722
34054,-1.79323,3.83492,-5,NA,-14.458,NA,NA
34289,-1.68255,3.6069,-5,NA,NA,-20.459,NA
34466,-1.37499,3.60798,-5,NA,NA,NA,-47.341
34631,-1.98958,4.21017,-5,NA,NA,-33.42,NA
34941,-1.71114,3.22114,-5,NA,NA,NA,-51.752
35162,-1.71561,4.0587,-5,NA,NA,NA,-42.988
35231,-1.47169,3.53644,-4.36058,NA,NA,NA,-57.186
35490,-1.7199,3.40452,-5,-45.374,NA,NA,NA
35776,-1.87321,3.52797,-5,NA,-39.543,NA,NA
35833,-2.11414,4.00678,-5,NA,NA,-37.491,NA
36037,-1.64407,3.57187,-5,NA,NA,-21.291,NA
36348,-1.44129,3.31602,-5,NA,NA,-16.329,NA
36597,-1.4525,3.47406,-5,NA,NA,-22.915,NA
36774,-0.874574,4.26926,-5,NA,NA,-73.047,NA
36942,-1.69026,3.51929,-4.81772,NA,NA,NA,-25.733
37190,-1.70643,3.36926,-5,NA,NA,-28,NA
37314,-1.96842,4.20227,-4.46824,NA,NA,-54.649,NA
37466,-1.51478,3.66861,-5,NA,NA,-3.722,NA
37691,-1.34537,4.15192,-5,NA,NA,-33.469,NA
37890,-1.56115,3.98048,-4.58244,NA,NA,NA,-48.675
38143,-1.68914,4.23959,-4.45796,NA,-36.162,NA,NA
38302,-2.08776,3.81516,-4.88332,NA,NA,-36.167,NA
38404,-2.29727,3.66886,-5,NA,NA,NA,-58.27
38759,-2.11259,4.03368,-5,NA,NA,NA,-49.161
38997,-1.9927,3.94395,-4.9888,NA,-34.039,NA,NA
39146,-2.60428,3.77365,-5,NA,NA,NA,-53.971
39396,-1.27842,3.63984,-5,NA,NA,NA,-49.924
39585,-2.11836,3.67105,-5,NA,NA,-36.108,NA
39672,-1.35143,3.21661,-5,NA,-35.481,NA,NA
39815,-2.08851,4.18971,-4.32672,NA,-54.455,NA,NA
40165,-2.20899,4.29192,-5,NA,-53.116,NA,NA
40332,-1.64199,4.26941,-4.59936,NA,NA,NA,-46.585
40510,-1.81787,3.71061,-5,NA,NA,-13.132,NA
40601,-1.84052,3.204,-5,NA,-42.997,NA,NA
40943,-2.37968,3.75693,-4.75298,NA,NA,-46.515,NA
41112,-1.3812,3.707,-4.29387,NA,NA,-35.965,NA
41316,-2.101,4.29386,-4.14529,NA,NA,NA,-63.016
41408,-1.9009,3.71666,-5,NA,NA,NA,-40.02
41788,-1.68565,3.67358,-5,NA,NA,NA,-49.164
41936,-2.29071,4.37965,-5,NA,NA,NA,-53.018
42067,-1.10215,3.34537,-4.90397,NA,NA,NA,-39.193
42322,-1.60814,3.85674,-4.82958,NA,NA,NA,-27.846
42467,-2.33985,4.44213,-5,NA,NA,NA,-59.099
42784,-1.73363,3.74609,-4.42262,NA,NA,NA,-37.281
42964,-1.63466,3.17195,-5,NA,NA,-41.531,NA
43128,-2.15956,3.63564,-5,NA,-39.592,NA,NA
43291,-2.30748,3.2532,-4.88652,NA,NA,NA,-51.234
43413,-1.67079,3.63014,-5,NA,NA,NA,-46.164
43706,-1.66389,3.99914,-4.70632,NA,NA,NA,-42.3
43924,-2.1636,3.89197,-5,NA,NA,-38.126,NA
44156,-1.8108,3.37829,-5,NA,NA,NA,-39.29
44211,-1.36016,3.75564,-4.72438,NA,NA,NA,-32.158
44466,-2.06905,3.73137,-5,NA,NA,NA,-39.237
44724,-1.59307,4.01476,-5,NA,NA,NA,-45.411
44854,-2.02081,3.69677,-5,NA,-33.221,NA,NA
45096,-1.81065,3.67246,-5,NA,NA,-18.779,NA
45233,-1.72138,3.53416,-5,NA,NA,NA,-27.86
45420,-1.08669,3.3577,-5,NA,NA,NA,-50.836
45762,-1.59099,3.72583,-5,NA,NA,NA,-47.086
45947,-1.83806,3.32813,-5,NA,NA,-32.216,NA
46112,-1.54705,3.58979,-5,NA,NA,NA,-44.639
46298,-1.9019,5,-5,NA,-76.195,NA,NA
46527,-1.64641,4.03777,-5,NA,-21.583,NA,NA
46609,-1.68456,4.09145,-4.75758,NA,NA,-25.315,NA
46807,-1.72021,4.36339,-5,NA,NA,NA,-43.746
47139,-2.76246,3.55954,-5,NA,NA,NA,-72.922
47386,-1.9452,4.72109,-5,NA,NA,NA,-55.563
47404,-2.32823,5,-4.81611,NA,NA,NA,-75.404
47772,-2.02814,3.92692,-5,NA,-35.922,NA,NA
47889,-2.0258,3.62119,-4.59459,NA,NA,NA,-51.71
48093,-2.05793,3.88108,-5,NA,NA,NA,-37.575
48391,-1.44233,3.95089,-5,NA,NA,NA,-38.744
48450,-2.60077,3.92492,-4.79868,NA,NA,NA,-53.285
48785,-1.96788,4.05469,-5,NA,NA,-37.477,NA
48952,-1.35746,3.29956,-4.64652,NA,-44.27,NA,NA
49078,-1.76525,3.3324,-4.9172,-38.125,NA,NA,NA
49251,-1.77894,3.65704,-5,NA,-37.985,NA,NA
49486,-1.64376,4.13446,-4.78562,NA,NA,-29.805,NA
49763,-1.15042,3.75082,-5,NA,NA,-23.825,NA
49916,-1.06277,3.53694,-5,NA,NA,NA,-57.779
50034,-1.35176,4.06633,-5,NA,NA,NA,-54.253
50228,-1.34805,3.53264,-4.6769,NA,-11.457,NA,NA
50469,-1.21956,3.77202,-4.53667,NA,NA,-37.532,NA
50637,-1.52211,3.74701,-5,-48.977,NA,NA,NA
50902,-1.40953,4.18786,-5,NA,NA,NA,-48.658
51169,-1.58791,3.27768,-5,NA,NA,NA,-47.035
51329,-1.29427,3.7336,-5,NA,-12.171,NA,NA
51566,-2.26441,4.10614,-4.8679,NA,NA,NA,-47.647
51662,-2.16134,4.40704,-5,NA,NA,-49.513,NA
51806,-1.93691,4.17626,-5,NA,NA,NA,-44.142
52112,-1.49171,4.64131,-5,NA,NA,NA,-60.682
52261,-1.56857,3.55442,-5,NA,NA,NA,-44.218
52574,-1.86059,3.91955,-5,NA,NA,-22.265,NA
52773,-2.05601,4.18965,-4.82595,NA,NA,-28.315,NA
52988,-1.59351,3.37774,-4.78929,NA,NA,NA,-40.032
53096,-1.56983,4.50506,-5,NA,NA,-49.388,NA
53291,-1.33807,3.78856,-5,-33.972,NA,NA,NA
53433,-1.84298,3.95812,-5,NA,NA,-22.968,NA
53652,-2.16598,3.4062,-4.89455,NA,NA,-42.899,NA
53883,-2.35493,3.32354,-4.94902,NA,NA,NA,-51.604
54098,-1.72966,3.80988,-5,NA,NA,NA,-43.261
54237,-2.55713,4.63668,-4.87297,NA,NA,-70.557,NA
54475,-1.96267,3.59547,-5,NA,NA,-24.689,NA
54660,-1.29986,3.87408,-4.77853,NA,NA,-19.901,NA
54910,-1.88283,3.83999,-4.30739,NA,NA,-44.87,NA
55099,-1.9692,4.27336,-5,NA,NA,-29.627,NA
55245,-1.85702,3.97047,-5,NA,NA,-22.369,NA
55553,-2.84633,4.22605,-4.96138,NA,NA,-68.99,NA
55661,-2.125,3.95544,-5,NA,NA,NA,-46.258
55935,-1.96236,4.20695,-5,NA,NA,NA,-58.591
56083,-1.18339,3.91804,-5,NA,-46.551,NA,NA
56243,-1.19368,3.75203,-4.91562,NA,NA,-17.286,NA
56401,-1.46355,3.68174,-4.97182,NA,-17.847,NA,NA
56632,-1.15161,3.72188,-5,NA,-27.258,NA,NA
56981,-1.07089,4.09773,-4.942,NA,NA,NA,-51.675
57097,-1.50903,4.5838,-5,NA,NA,-57.987,NA
57370,-1.89102,4.219,-5,NA,NA,NA,-53.321
57580,-1.91336,4.28455,-5,NA,NA,NA,-57.635
57697,-1.77811,4.17005,-5,NA,NA,NA,-40.56
57928,-1.40233,3.61808,-5,NA,NA,NA,-44.989
58136,-1.25873,3.43532,-5,NA,NA,-19.291,NA
58359,-1.18869,3.6867,-4.64723,NA,NA,-20.318,NA
58498,-1.68889,3.6424,-5,NA,NA,-10.044,NA
58636,-1.66754,3.5752,-5,NA,NA,-13.237,NA
58881,-1.13283,3.83103,-5,NA,-31.452,NA,NA
59146,-1.87094,3.44287,-4.69345,NA,NA,-28.806,NA
59331,-1.82262,3.90958,-5,NA,NA,-16.87,NA
59501,-2.73378,4.59366,-5,NA,NA,NA,-74.778
59694,-1.43344,4.25433,-5,NA,NA,NA,-48.71
59852,-1.34165,4.13325,-5,NA,NA,NA,-62.885
60197,-1.15924,4.35593,-4.91229,NA,NA,NA,-55.249
60233,-1.26651,3.92527,-4.54488,NA,-39.199,NA,NA
60404,-1.78457,4.25903,-5,NA,NA,NA,-41.811
60690,-1.07788,4.0757,-4.82804,NA,NA,-47.798,NA
60878,-1.16387,3.96924,-5,NA,NA,-26.134,NA
61049,-1.5939,4.12992,-5,NA,NA,-25.843,NA
61220,-2.12769,4.22172,-5,NA,NA,NA,-56.884
61475,-1.36429,4.08065,-5,NA,NA,-22.164,NA
61757,-1.95568,4.2254,-4.73795,NA,NA,-31.806,NA
61816,-1.9573,4.06138,-5,NA,-36.369,NA,NA
62164,-1.96404,4.83812,-5,NA,NA,NA,-64.404
62393,-1.58475,3.97103,-5,NA,NA,-20.319,NA
62483,-1.22946,4.0923,-4.8837,NA,NA,NA,-57.638
62734,-1.54816,4.46996,-4.78399,NA,NA,-52.197,NA
62966,-1.64566,3.96249,-4.69247,NA,-20.467,NA,NA
63093,-1.63844,3.91081,-5,NA,NA,NA,-50.526
63240,-1.73952,3.56654,-5,NA,NA,-12.793,NA
63530,-2.33102,3.90399,-4.18825,NA,NA,NA,-56.362
63712,-2.40664,4.01607,-4.56176,NA,NA,-54.35,NA
63806,-2.197,3.7033,-5,NA,NA,-39.163,NA
64189,-1.22919,4.17199,-5,NA,NA,-36.806,NA
64317,-1.68607,4.00802,-4.35235,NA,NA,NA,-51.966
64542,-1.51864,3.79009,-4.78142,NA,NA,NA,-38.452
64678,-2.08015,3.74925,-5,NA,NA,NA,-39.467
64832,-1.73694,3.41855,-5,NA,NA,NA,-36.012
65073,-1.07749,4.29234,-5,NA,NA,NA,-51.167
65389,-1.54395,3.59503,-5,NA,NA,-4.413,NA
65535,-1.48486,4.31397,-5,NA,NA,NA,-58.92
65724,-1.7902,4.36161,-5,NA,NA,NA,-43.575
65853,-2.17103,4.39121,-5,NA,NA,-50.074,NA
66074,-1.55455,3.28531,-5,NA,NA,-27.238,NA
66322,-2.06112,3.48365,-5,NA,-37.536,NA,NA
66477,-1.80497,3.31269,-5,NA,NA,-34.178,NA
66628,-1.51299,4.27964,-5,NA,NA,-31.622,NA
66808,-1.75967,3.30344,-5,NA,NA,-37.269,NA
67039,-1.53742,3.60837,-5,NA,NA,NA,-44.315
67364,-1.32165,3.79334,-5,NA,NA,-20.777,NA
67532,-1.39383,4.74757,-5,NA,NA,NA,-57.748
67634,-1.06333,2.90994,-5,NA,NA,-70.05,NA
67920,-1.67337,3.66013,-5,NA,NA,NA,-48.18
68074,-1.72678,4.17897,-5,NA,NA,NA,-37.497
68290,-1.41469,3.53054,-5,NA,NA,-8.955,NA
68485,-1.83466,4.06627,-5,NA,-36.948,NA,NA
68666,-2.25254,3.46548,-4.69853,NA,NA,-53.187,NA
68860,-1.72881,3.74387,-5,NA,NA,-7.332,NA
69191,-1.2752,4.06506,-5,NA,NA,-28.266,NA
69368,-2.27048,4.16653,-4.36504,NA,NA,NA,-74.587
69582,-1.82548,4.28469,-5,NA,NA,NA,-47.195
69738,-2.24254,3.87356,-5,NA,NA,NA,-58.906
69817,-1.53094,3.55178,-5,NA,NA,NA,-46.477
70124,-1.97915,3.36031,-5,NA,NA,-32.262,NA
70211,-1.87377,4.17574,-5,NA,-40.31,NA,NA
70540,-2.3485,4.44485,-5,NA,NA,NA,-59.591
70763,-2.36835,4.11282,-4.53644,NA,NA,NA,-61.451
70886,-2.21898,4.14893,-4.71742,NA,NA,NA,-47.076
71073,-1.95827,3.41565,-5,NA,NA,-27.779,NA
71270,-1.22742,3.65434,-5,NA,-21.442,NA,NA
71413,-2.24772,4.22795,-5,NA,-55.2,NA,NA
71748,-2.52314,3.92912,-4.95624,NA,-58.998,NA,NA
71996,-1.21294,3.33262,-5,NA,NA,-38.58,NA
72145,-1.49494,3.77612,-5,NA,NA,NA,-33.028
72360,-1.14182,3.68578,-5,NA,NA,-23.928,NA
72481,-1.81662,3.90895,-5,NA,NA,NA,-34.86
72694,-1.39614,4.03561,-4.43412,NA,NA,NA,-60.65
72817,-1.59627,3.92785,-5,NA,NA,NA,-37.258
73026,-1.70321,4.36415,-5,NA,-48.814,NA,NA
73264,-2.00246,3.65647,-4.67135,NA,NA,NA,-44.776
73575,-2.31645,4.19742,-5,NA,NA,-58.665,NA
73691,-2.06979,4.53777,-5,NA,NA,NA,-53.891
73900,-1.98024,3.50259,-5,NA,NA,NA,-54.994
74164,-1.63058,4.29626,-5,NA,NA,-43.299,NA
74312,-1.84318,4.88699,-5,NA,NA,-67.446,NA
74563,-1.60829,4.32181,-5,NA,NA,NA,-41.469
74737,-2.22786,3.37493,-5,NA,NA,NA,-51.9
74957,-1.44377,4.00775,-5,NA,NA,NA,-44.216
75115,-2.0622,3.68386,-5,NA,NA,-34.719,NA
75384,-1.16987,3.87814,-5,NA,NA,-18.591,NA
75597,-1.74324,3.81095,-5,NA,NA,-19.308,NA
75603,-2.323,3.37969,-4.81495,NA,NA,NA,-40.729
75875,-1.43735,4.03441,-5,NA,-50.461,NA,NA
76032,-1.5792,3.79968,-5,NA,NA,-4.959,NA
76265,-1.1281,3.99698,-5,NA,NA,NA,-67.303
76535,-1.40481,3.42279,-4.69746,NA,NA,-9.999,NA
76608,-1.48142,4.47262,-5,NA,NA,NA,-56.516
76833,-1.57229,4.56104,-4.85655,NA,NA,-49.315,NA
77055,-1.47955,4.68323,-4.97065,NA,NA,NA,-58.679
77311,-1.44664,4.22428,-4.7665,NA,-40.925,NA,NA
77473,-1.63811,3.82451,-4.55117,NA,NA,-18.129,NA
77609,-2.37191,3.38091,-5,NA,NA,NA,-51.484
77803,-1.55501,3.99687,-5,NA,NA,-14.684,NA
78114,-1.79185,4.23521,-4.40926,NA,NA,-36.378,NA
78344,-1.82586,3.8157,-4.67298,NA,NA,NA,-47.381
78529,-1.3568,4.10752,-5,NA,NA,-34.074,NA
78607,-1.74869,3.55943,-4.46725,NA,NA,-35.981,NA
78969,-1.74474,3.68394,-5,NA,NA,-18.256,NA
79124,-1.21695,4.11174,-5,NA,NA,-37.862,NA
79294,-1.8405,4.44666,-4.94112,NA,NA,NA,-55.009
79467,-1.49401,3.21852,-5,NA,-34.279,NA,NA
79700,-1.78532,3.45165,-5,NA,NA,NA,-40.56
79816,-1.90379,3.74117,-5,NA,NA,NA,-37.777
80134,-2.19423,4.3348,-5,NA,-53.793,NA,NA
80354,-1.15697,4.56068,-4.23147,NA,NA,NA,-82.364
80480,-1.6185,3.89497,-5,NA,NA,NA,-49.798
80658,-1.59463,4.14191,-4.95106,NA,-32.674,NA,NA
80911,-1.26413,3.88629,-5,NA,-38.078,NA,NA
81198,-2.32934,3.77384,-4.74445,NA,NA,-32.083,NA
81216,-1.59318,4.44732,-5,NA,NA,NA,-49.968
81465,-1.55598,4.02095,-5,NA,NA,NA,-45.122
81741,-2.18635,3.56587,-5,NA,NA,NA,-46.814
81836,-1.45656,3.44833,-5,NA,-10.917,NA,NA
82156,-2.30799,3.61286,-5,NA,NA,-44.109,NA
82250,-1.4119,3.61906,-5,NA,-6.441,NA,NA
82549,-1.53391,3.53878,-4.81295,NA,NA,NA,-46.608
82773,-1.93132,3.61599,-5,NA,NA,-28.09,NA
82875,-1.66723,4.09153,-5,NA,NA,NA,-41.107
83144,-1.52651,3.99936,-5,NA,NA,NA,-38.798
83212,-2.05598,3.90432,-5,NA,NA,-37.369,NA
83545,-1.54205,4.35564,-5,NA,NA,NA,-46.291
83739,-1.68731,4.36254,-5,NA,NA,NA,-41.226
83811,-2.04845,3.47667,-5,NA,NA,-27.022,NA
84106,-1.56562,3.36069,-5,NA,NA,-29.003,NA
84364,-1.7189,3.7191,-4.84294,NA,NA,NA,-55.876
84543,-2.37461,3.07624,-4.76428,NA,NA,-60.975,NA
84720,-2.10151,4.16223,-5,NA,NA,-34.861,NA
84936,-1.1251,3.79231,-4.92292,NA,-32.459,NA,NA
85126,-1.71887,3.51806,-5,NA,-30.529,NA,NA
85225,-1.93972,3.7114,-5,NA,NA,-25.761,NA
85451,-1.73922,3.86587,-5,NA,NA,-9.209,NA
85688,-1.811,4.17042,-5,NA,NA,-34.818,NA
85851,-1.1993,4.06505,-5,NA,NA,-32.506,NA
86159,-1.66583,3.57203,-5,NA,NA,NA,-42.107
86373,-1.54051,4.32797,-5,NA,-39.014,NA,NA
86475,-1.32439,3.917,-4.93275,NA,NA,NA,-35.131
86688,-1.62406,3.13632,-5,NA,-44.31,NA,NA
86844,-1.74771,3.52872,-5,NA,-30.757,NA,NA
87071,-1.76814,4.35183,-5,NA,NA,NA,-44.964
87297,-1.08194,4.29288,-5,NA,-56.951,NA,NA
