id,x0,x1,x2,fitness0,fitness-0.5,fitness-1.5,fitness-1,fitness-2.5,fitness1,fitness0.5,fitness-2,fitness-3,fitness1.5,fitness-3.5,fitness-4,fitness-4.5,fitness-5
3027,-1.103,-1.6197,-1.37241,NA,NA,NA,NA,NA,383.801,NA,NA,NA,NA,NA,NA,NA,NA
3260,-1.97513,-0.57636,-2.2392,NA,NA,613.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3441,-0.769258,1.87482,-1.30965,NA,NA,4859.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3616,-0.886954,-0.194959,-3.11022,NA,NA,NA,4118.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3915,-1.43207,-1.34568,-1.94077,NA,NA,NA,NA,2696.075,NA,NA,NA,NA,NA,NA,NA,NA,NA
4105,-1.34575,-1.93532,-1.43836,NA,NA,9948.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4344,-0.927439,-1.3918,-1.25718,NA,NA,15649.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4472,-1.69064,-0.968776,-0.415434,NA,NA,1169.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4756,-0.777062,-2.10267,-0.739738,NA,NA,13186.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4985,-0.588062,-1.98586,0.31418,NA,NA,1834.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5150,-0.967435,-0.561449,-0.665412,NA,NA,9231.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5234,-0.738371,-0.0323223,-0.00244944,NA,NA,NA,2245.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5541,2.81983,-0.800856,0.30027,NA,NA,NA,1685.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5629,1.70572,-0.7434,-0.303982,NA,NA,2464.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5927,0.582204,-0.330962,-1.28916,NA,NA,NA,98.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6013,0.0177328,-0.829642,-1.36147,1381.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6363,-0.626664,-0.729012,-0.800442,NA,NA,21829.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6600,-0.76681,-1.01146,-0.702469,NA,NA,14438.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6773,-0.392888,-0.536053,-2.54554,NA,NA,551.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6846,-0.127799,-1.6687,-0.966675,NA,NA,5199.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7015,-0.852561,-0.673932,-0.63785,NA,2595.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7320,-0.282242,-0.30714,-0.0280787,NA,NA,NA,3012.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7528,-0.445304,-0.134656,-0.866702,NA,NA,902.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7721,0.387586,-0.766462,-0.766101,NA,NA,4733.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7974,0.442707,-0.132236,-0.706483,NA,NA,NA,3154.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8124,-0.52567,-0.577915,-0.824893,NA,NA,5051.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8377,0.00495804,-1.67729,0.0498305,NA,725.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8575,-0.332552,-1.90803,-0.861755,NA,3019.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8768,0.097751,-1.62197,-0.790199,NA,NA,976.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8805,-0.380816,-1.43819,-1.56183,NA,NA,NA,7348.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9185,-0.513903,-2.60182,-1.28002,NA,NA,1067.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9216,-0.79202,-1.00427,-2.18666,NA,NA,2135.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9443,-1.63665,-1.30131,-1.46086,NA,NA,NA,12987.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9723,-0.876223,0.0952348,-2.02198,NA,NA,NA,1028.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9838,-1.38626,-1.43214,-1.53652,NA,NA,NA,NA,NA,NA,1932.087,NA,NA,NA,NA,NA,NA,NA
10170,-0.847924,-0.0620231,-0.00725236,3613.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10261,0.343055,-0.793095,-0.715386,NA,NA,8851.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10576,0.176755,-0.88017,-1.30668,NA,NA,NA,NA,NA,NA,NA,1392.939,NA,NA,NA,NA,NA,NA
10770,-0.563562,-0.892437,-0.88332,NA,NA,NA,NA,3489.829,NA,NA,NA,NA,NA,NA,NA,NA,NA
10832,-0.212854,-1.47247,-1.83885,NA,NA,2131.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11184,0.889958,-2.00209,-2.04205,NA,NA,NA,NA,NA,NA,NA,754.556,NA,NA,NA,NA,NA,NA
11352,1.63146,-1.35551,-0.992972,NA,NA,1134.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11414,0.721842,-1.46244,-0.0488965,NA,1553.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11697,0.999769,-0.76843,-0.538181,NA,NA,NA,1496.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11854,1.18814,0.26499,-0.595862,NA,NA,657.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12026,0.770449,-1.31172,-0.640857,3304.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12376,-0.0903174,-0.491694,-0.720465,NA,2550.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12585,-0.579803,-1.54577,-0.0434476,NA,NA,NA,NA,NA,NA,1090.274,NA,NA,NA,NA,NA,NA,NA
12798,-0.910226,-1.20429,-0.769183,NA,12864.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12913,-0.429578,-2.09236,-1.37702,NA,NA,NA,796.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13196,-0.649116,-1.28022,-1.57459,NA,NA,NA,NA,3362.645,NA,NA,NA,NA,NA,NA,NA,NA,NA
13246,-1.0028,-1.04199,-1.47332,NA,NA,NA,NA,NA,NA,NA,1745.1,NA,NA,NA,NA,NA,NA
13407,-1.42927,-1.47248,-0.874637,NA,NA,27726.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13653,-0.592556,-1.51887,-0.246246,NA,NA,9405.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13897,-0.196634,-1.07192,-0.747227,NA,NA,NA,NA,NA,NA,NA,2443.732,NA,NA,NA,NA,NA,NA
14012,0.926686,0.886815,-0.776805,NA,NA,1922.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14209,1.24959,-0.590193,-1.51755,NA,NA,NA,NA,NA,NA,NA,1475.167,NA,NA,NA,NA,NA,NA
14588,-0.210352,-1.43819,-1.10245,NA,NA,1797.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14761,-0.193145,-0.589403,-2.5775,NA,NA,2766.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14898,0.520827,-1.96313,-1.88026,NA,NA,401.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15011,0.419306,-2.85667,-0.992614,NA,NA,787.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15355,-0.326948,-1.09129,-0.86086,NA,NA,NA,2681.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15449,-0.0732485,-0.982318,-0.848445,NA,NA,NA,NA,NA,NA,NA,4327.291,NA,NA,NA,NA,NA,NA
15752,-1.04072,-0.0954679,-0.615382,NA,NA,NA,NA,NA,NA,NA,2300.111,NA,NA,NA,NA,NA,NA
15884,-1.2698,-1.4823,-1.34479,NA,10633.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16014,-0.988154,-0.641144,-0.603621,NA,5882.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16391,0.0429797,-1.23773,-1.63105,NA,NA,NA,2177.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16427,0.0681663,-1.32093,-0.600368,NA,NA,1765.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16620,-0.633973,-1.3447,-1.04149,NA,NA,NA,2471.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16887,-2.48827,-0.862973,-0.583112,NA,NA,NA,NA,NA,NA,NA,2248.489,NA,NA,NA,NA,NA,NA
17136,-1.35655,0.535905,-1.3982,NA,NA,1579.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17237,-0.69495,-0.311537,-0.564478,NA,3108.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17433,-0.173089,-1.32429,-0.908698,NA,NA,15177.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17793,-1.04631,-1.51762,-0.975203,NA,NA,NA,NA,NA,NA,NA,3485.829,NA,NA,NA,NA,NA,NA
17867,-1.27704,-1.36727,-0.518018,NA,NA,4267.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18104,-0.60503,-1.47915,-0.994623,NA,NA,NA,12485.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18280,-1.39918,-0.751478,-0.609569,NA,NA,NA,14610.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18596,-0.779991,-2.03967,-0.0378764,NA,5072.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18797,-0.685754,-1.95959,-0.562526,NA,NA,3974.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18829,-1.47037,-1.44229,-0.329017,NA,NA,NA,4117.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19013,-1.45904,-0.214225,-0.750285,NA,NA,19411.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19225,-2.61658,-0.701639,-1.42267,NA,NA,4502.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19493,-3.57536,-0.691434,-0.640501,NA,NA,NA,3717.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19750,-2.07087,-0.88475,-2.18547,NA,NA,3141.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19962,-1.65914,-1.58613,-1.28986,NA,NA,NA,NA,NA,NA,NA,NA,1776.762,NA,NA,NA,NA,NA
20048,-0.794984,-1.43922,-0.692441,NA,NA,NA,28423.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20278,-0.259717,-1.62551,-0.690128,6032.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20511,-1.01753,-1.41851,-0.78448,NA,NA,NA,NA,NA,2422.082,NA,NA,NA,NA,NA,NA,NA,NA
20713,-1.26577,-0.754224,-1.47786,NA,NA,NA,NA,NA,NA,4300.332,NA,NA,NA,NA,NA,NA,NA
20866,-0.883164,-1.89519,-1.49722,NA,NA,NA,NA,NA,NA,1773.067,NA,NA,NA,NA,NA,NA,NA
21061,-1.18927,-0.88979,-1.73718,834.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21388,-1.02697,-1.31406,-1.6844,NA,NA,3732.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21439,-1.19291,-1.41355,-0.719759,NA,NA,NA,6141.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21736,-1.58476,-1.06435,-1.5991,NA,NA,3702.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21874,-0.978365,-0.775047,-1.89296,NA,NA,6618.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22181,-1.98928,-0.533972,-1.61252,NA,2200.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22308,-1.96079,-1.00744,-0.198099,NA,NA,NA,4943.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22442,-0.19598,-1.36299,-0.497983,NA,NA,NA,1654.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22658,-1.21753,-1.95778,-1.48933,3230.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22939,-1.49539,-0.694235,0.074118,NA,NA,NA,1865.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23189,-0.291159,-0.749701,-1.07717,NA,2120.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23257,-0.243271,-0.515046,-1.47524,2114.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23532,-0.763501,-0.945045,-2.11748,NA,NA,8811.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23620,-0.774032,-1.93754,-0.940481,5502.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23935,0.00102183,-0.75316,-1.43531,5992.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24047,-0.155404,-2.95347,-1.36094,NA,1016.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24313,-0.716505,-2.0731,-1.69057,NA,4106.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24433,-1.48244,-1.48937,-3.05451,NA,NA,NA,2959.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24628,-0.878381,0.393821,-1.98262,NA,NA,2821.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24994,-0.23327,-1.33746,-2.00547,NA,NA,NA,NA,560.185,NA,NA,NA,NA,NA,NA,NA,NA,NA
25187,-1.67536,-0.7266,-2.08748,NA,NA,NA,4902.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25223,-0.797854,-0.68003,-1.87327,NA,NA,8160.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25540,-1.6264,-0.0896951,-2.01254,NA,NA,4164.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25764,-0.602444,-0.568076,-0.617568,NA,NA,NA,NA,1869.528,NA,NA,NA,NA,NA,NA,NA,NA,NA
25975,-0.145959,-0.907397,-1.61018,NA,NA,NA,NA,2992.867,NA,NA,NA,NA,NA,NA,NA,NA,NA
26119,-0.826272,-1.24433,-0.75033,NA,NA,NA,18710.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26276,-1.00286,-1.26367,-0.779548,NA,NA,NA,14402.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26547,-1.20464,-0.980725,-1.32696,NA,NA,4769.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26634,-1.5793,-1.31294,-1.02694,3288.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26841,-0.214757,-0.714456,-0.767189,NA,NA,NA,23263.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27145,-0.759077,-1.57683,-0.249258,9351.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27302,-1.46866,-0.807386,-0.95537,NA,19181.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27476,-0.759139,-1.95426,-1.4965,NA,5504.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27728,-0.221264,-1.30229,-1.02315,NA,NA,6672.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27998,0.304582,-0.981041,-0.485847,NA,NA,720.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28050,-1.01751,-0.552234,-0.0688851,NA,NA,NA,3839.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28351,-1.42089,-0.691325,-0.841599,NA,13997.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28431,-0.540983,-1.46938,-0.52438,NA,NA,NA,3712.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28758,-1.42616,-0.664147,-0.713164,NA,NA,NA,28450.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28812,-1.49419,-1.72969,-0.616706,NA,NA,2255.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29125,-1.47612,-1.00811,-1.97296,NA,NA,NA,7023.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29239,-0.824571,-1.54128,-2.35367,NA,NA,2354.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29436,-2.11884,-2.38191,-2.10485,NA,NA,NA,758.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29730,-2.89158,-1.25866,-0.204582,1712.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29851,-2.5119,-0.8517,-0.234761,2347.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30053,-1.33216,0.286997,-0.600982,NA,NA,NA,5114.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30336,-0.946575,-1.5186,-0.924108,NA,NA,NA,NA,NA,NA,NA,6027.323,NA,NA,NA,NA,NA,NA
30456,-1.32164,-0.959981,-0.33238,NA,NA,7776.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30738,-2.21968,-1.31885,-1.53314,NA,NA,3434.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30933,-1.37467,-1.5914,-1.54978,NA,NA,NA,NA,NA,NA,NA,6291.715,NA,NA,NA,NA,NA,NA
31102,-0.107436,-1.82216,-1.23621,NA,NA,1549.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31244,0.0818201,-0.609942,-0.680347,NA,NA,NA,478.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31430,-0.217199,-0.415948,-0.155563,NA,NA,NA,2273.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31765,-1.58016,-1.03385,-0.782265,656.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31977,-0.852094,-0.223552,0.303921,NA,NA,NA,3010.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32171,-1.05535,0.409113,-0.663332,NA,NA,1953.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32297,-2.13089,-0.932928,-1.35126,NA,NA,NA,NA,689.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
32450,-1.34369,-0.895319,-1.27982,NA,NA,13645.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32602,-1.67371,-0.861641,-2.37734,NA,NA,1544.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32866,-2.90625,-0.226179,-2.19214,NA,NA,NA,503.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33188,-1.56242,-0.120733,-0.267761,NA,4500.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33267,-2.69479,-1.23392,-0.343164,NA,NA,NA,734.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33403,-1.89596,-0.895116,0.415584,NA,NA,2097.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33662,-0.245261,-1.48075,-0.87861,NA,NA,17545.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33860,-0.254555,-1.40477,-0.240939,NA,NA,NA,NA,NA,NA,NA,4597.536,NA,NA,NA,NA,NA,NA
34042,-0.66179,-2.19007,-1.17289,NA,NA,NA,1700.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34226,-0.742501,-1.4849,-0.732991,NA,NA,NA,NA,NA,NA,2766.209,NA,NA,NA,NA,NA,NA,NA
34475,-0.235153,-2.09239,0.343656,NA,1153.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34716,-1.65216,-1.8064,-1.54557,NA,NA,1318.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34924,-0.904577,-1.48736,0.0259614,NA,NA,5791.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35033,-1.49347,-0.284283,-2.1257,NA,NA,1232.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35261,-1.94502,-0.599956,-1.60726,NA,5515.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35589,-2.05828,0.307181,-1.24432,NA,2016.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35783,-0.667974,0.270337,-2.90241,748.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35811,-0.147136,-0.987,-1.96103,NA,NA,NA,NA,NA,NA,1639.082,NA,NA,NA,NA,NA,NA,NA
36095,-1.54847,-1.29924,-1.83083,NA,NA,3616.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36218,-0.674972,-1.63678,-0.212648,NA,NA,4364.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36496,-0.6904,-1.24879,-0.826845,NA,NA,NA,20459.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36738,-0.376223,-0.913244,-1.15258,NA,NA,1392.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36944,-0.254083,-0.966118,-1.21309,NA,NA,3184.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37165,-0.130781,-0.583462,-1.40925,NA,NA,NA,NA,NA,NA,971.425,NA,NA,NA,NA,NA,NA,NA
37304,0.38815,-0.720705,-1.52921,NA,NA,NA,NA,NA,NA,2087.557,NA,NA,NA,NA,NA,NA,NA
37418,-0.0219098,0.00133868,-1.47125,NA,2086.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37635,-0.468344,-0.808206,-0.720411,NA,NA,1304.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37886,-0.715003,-0.755462,-1.47324,NA,NA,NA,33274.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38086,-0.0494259,-0.547557,-0.744888,NA,NA,NA,5100.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38372,-0.0590073,0.226253,-0.817664,NA,NA,NA,3597.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38430,-1.41482,0.596978,-1.039,NA,NA,494.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38680,-0.707377,0.161492,-1.92809,NA,NA,1069.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38884,-1.52593,0.377139,-0.689237,NA,7296.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39141,-0.839056,-1.05902,-0.30947,NA,NA,NA,3069.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39374,-0.404583,-1.24362,-1.10358,NA,NA,345.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39492,-0.775776,-0.506552,-1.45629,NA,NA,NA,NA,NA,NA,NA,3290.987,NA,NA,NA,NA,NA,NA
39719,-1.27404,-1.25038,-1.30696,NA,NA,NA,10183.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39812,-0.376164,-1.22791,-0.913878,NA,NA,4452.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40006,-2.02742,-1.6964,0.329892,NA,NA,NA,NA,NA,NA,NA,544.407,NA,NA,NA,NA,NA,NA
40225,-1.37405,-0.92358,-0.963766,NA,NA,NA,9752.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40600,-0.876365,-1.26634,-1.17462,NA,NA,4196.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40744,-1.62967,-0.721362,1.28319,NA,NA,NA,NA,NA,NA,NA,1660.256,NA,NA,NA,NA,NA,NA
40933,-1.47797,-0.680477,1.86457,NA,NA,3135.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41018,-0.710923,-1.16113,1.15216,NA,NA,NA,618.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41347,-0.821429,-0.6725,0.469097,726.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41482,-1.52258,-1.96775,-0.0771057,NA,NA,NA,NA,NA,1656.292,NA,NA,NA,NA,NA,NA,NA,NA
41672,-0.831939,-2.06987,-0.946824,7408.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41835,-1.40018,-1.18289,-2.17118,NA,NA,1928.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42054,-1.03656,-0.367015,-0.546483,NA,NA,NA,NA,NA,NA,NA,688.577,NA,NA,NA,NA,NA,NA
42222,0.031916,-1.52093,-0.943725,NA,NA,NA,1732.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42481,0.821763,-1.34119,-1.71614,NA,NA,NA,1691.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
