id,x0,x1,x2,fitness-3,fitness-2.5,fitness-2,fitness-1.5,fitness-3.5,fitness-4
24282,1.25363,1.73754,-4.8008,-26.348,NA,NA,NA,NA,NA
24408,2.14905,2.12467,-3.83975,NA,NA,-20.332,NA,NA,NA
24652,2.45109,1.51521,-4.81655,-21.161,NA,NA,NA,NA,NA
24991,1.83333,1.69672,-4.99009,NA,-13.939,NA,NA,NA,NA
25125,1.31703,2.10657,-4.42313,-22.389,NA,NA,NA,NA,NA
25244,1.95567,2.10484,-5,-20.258,NA,NA,NA,NA,NA
25553,1.91044,2.10159,-4.74759,NA,-12.263,NA,NA,NA,NA
25651,1.47331,2.07171,-5,-25.559,NA,NA,NA,NA,NA
25956,1.94577,2.12649,-4.15591,NA,-9.219,NA,NA,NA,NA
26049,1.76329,1.90489,-4.46773,NA,-3.603,NA,NA,NA,NA
26370,1.08181,1.77342,-4.62123,NA,NA,-28.476,NA,NA,NA
26494,1.72438,1.8171,-5,-20.186,NA,NA,NA,NA,NA
26661,1.81666,2.32104,-5,NA,-23.384,NA,NA,NA,NA
26870,0.999359,1.80096,-4.10017,NA,-21.767,NA,NA,NA,NA
27174,1.91995,1.92542,-4.22921,NA,NA,NA,-23.296,NA,NA
27296,2.11103,1.94906,-4.93315,NA,-16.665,NA,NA,NA,NA
27448,1.89193,2.16322,-5,NA,-19.429,NA,NA,NA,NA
27738,1.76583,1.65447,-4.21016,NA,-1.029,NA,NA,NA,NA
27869,2.16115,1.39051,-5,NA,-21.538,NA,NA,NA,NA
28179,1.89707,2.38879,-4.6193,-27.478,NA,NA,NA,NA,NA
28333,2.28427,1.97694,-5,NA,-21.539,NA,NA,NA,NA
28472,1.49057,2.32464,-5,NA,NA,-27.589,NA,NA,NA
28736,2.17388,1.84115,-4.45116,NA,NA,-20.703,NA,NA,NA
28868,2.00011,1.44591,-5,-19.996,NA,NA,NA,NA,NA
29190,2.22012,1.86333,-4.40513,NA,NA,NA,NA,NA,-45.492
29372,1.70519,1.89077,-5,NA,-16.59,NA,NA,NA,NA
29427,2.04529,1.27052,-4.13382,NA,NA,-17.626,NA,NA,NA
29798,1.61172,1.59649,-4.92613,NA,NA,-18.946,NA,NA,NA
29937,2.59958,1.96362,-4.40852,NA,NA,-26.994,NA,NA,NA
30036,1.48764,2.1917,-3.94927,NA,-16.092,NA,NA,NA,NA
30209,2.09603,1.83939,-4.60576,-10.394,NA,NA,NA,NA,NA
30544,0.985134,2.06155,-4.03027,NA,NA,-27.959,NA,NA,NA
30710,1.12947,1.74524,-4.53142,NA,-15.753,NA,NA,NA,NA
30963,1.40618,2.45835,-4.22219,NA,NA,-23.512,NA,NA,NA
31021,1.97369,2.47254,-4.59175,NA,NA,-22.135,NA,NA,NA
31211,2.26325,1.50081,-4.64163,NA,-11.905,NA,NA,NA,NA
31402,1.52766,1.4536,-5,NA,-18.658,NA,NA,NA,NA
31753,1.93198,1.8608,-4.62864,NA,-7.063,NA,NA,NA,NA
31801,1.53378,1.94841,-5,NA,NA,-29.412,NA,NA,NA
32117,2.31139,1.15138,-4.75033,NA,NA,NA,NA,-50.993,NA
32362,1.93648,2.35942,-4.23521,-20.26,NA,NA,NA,NA,NA
32492,1.33528,2.39589,-3.85239,-30.028,NA,NA,NA,NA,NA
32657,0.887243,2.30577,-4.62978,NA,NA,NA,NA,-47.569,NA
32921,1.09847,1.66492,-4.50939,NA,NA,NA,NA,-36.529,NA
33027,1.03795,2.22808,-4.34265,NA,-23.945,NA,NA,NA,NA
33292,1.08406,1.8628,-5,NA,-28.56,NA,NA,NA,NA
33407,1.80134,1.25924,-5,NA,-21.246,NA,NA,NA,NA
33774,2.12759,2.43903,-5,NA,-30.138,NA,NA,NA,NA
33834,1.81209,1.91256,-5,-18.933,NA,NA,NA,NA,NA
34062,1.05755,2.33942,-3.97993,NA,-29.471,NA,NA,NA,NA
34208,0.905914,1.79827,-4.80383,-38.167,NA,NA,NA,NA,NA
34500,1.50365,1.51124,-4.44778,NA,-4.323,NA,NA,NA,NA
34671,2.21875,1.95454,-4.64432,NA,NA,-14.422,NA,NA,NA
34930,1.20127,1.9319,-4.395,NA,-14.377,NA,NA,NA,NA
35178,2.06499,1.90104,-4.55272,NA,NA,-9.706,NA,NA,NA
35288,1.75393,1.88773,-4.30059,NA,-2.833,NA,NA,NA,NA
35412,1.60633,1.89294,-5,-18.591,NA,NA,NA,NA,NA
35644,1.60836,1.70992,-4.75017,-11.03,NA,NA,NA,NA,NA
35908,1.34703,1.50254,-5,-24.467,NA,NA,NA,NA,NA
36041,2.15053,2.41336,-5,NA,NA,-31.494,NA,NA,NA
36231,2.07188,1.2735,-4.69385,NA,NA,-14.63,NA,NA,NA
36415,1.53497,1.27974,-5,-28.605,NA,NA,NA,NA,NA
36787,2.28169,1.73588,-3.80093,NA,-16.319,NA,NA,NA,NA
36876,1.15407,2.09473,-4.5251,NA,-18.242,NA,NA,NA,NA
37176,1.38816,1.64383,-5,NA,-19.17,NA,NA,NA,NA
37263,1.75256,1.95217,-5,NA,-17.206,NA,NA,NA,NA
37432,2.27887,1.57086,-4.24845,NA,NA,-11.875,NA,NA,NA
37730,2.11171,2.04115,-5,NA,-20.421,NA,NA,NA,NA
37975,1.68144,1.88813,-4.79682,NA,-10.209,NA,NA,NA,NA
38150,1.08892,1.69093,-4.61696,NA,-19.002,NA,NA,NA,NA
38323,1.21316,1.56873,-4.62049,-16.1,NA,NA,NA,NA,NA
38535,1.41657,2.09173,-5,NA,-21.627,NA,NA,NA,NA
38619,1.30262,1.2408,-4.57771,NA,-16.768,NA,NA,NA,NA
38825,2.27515,2.45777,-4.93425,-39.925,NA,NA,NA,NA,NA
39078,2.29168,1.8502,-5,NA,-21.223,NA,NA,NA,NA
39282,1.29767,1.24099,-4.44314,NA,-18.343,NA,NA,NA,NA
39500,1.35016,1.64017,-5,NA,-21.814,NA,NA,NA,NA
39756,1.67192,1.53979,-5,NA,NA,-18.2,NA,NA,NA
39895,1.73021,1.78008,-3.97243,NA,NA,NA,-23.627,NA,NA
40067,1.95762,1.65127,-5,NA,-14.958,NA,NA,NA,NA
40331,2.18814,1.28427,-5,NA,NA,-32.488,NA,NA,NA
40502,1.95725,2.47359,-5,NA,NA,-31.791,NA,NA,NA
40611,2.14262,1.39985,-5,NA,NA,-23.887,NA,NA,NA
40961,1.2281,1.57272,-5,-27.993,NA,NA,NA,NA,NA
41197,1.34475,2.06782,-5,NA,NA,-30.051,NA,NA,NA
41363,1.3361,1.50853,-4.40894,NA,-8.367,NA,NA,NA,NA
41521,1.73745,1.2306,-3.8144,NA,NA,-21.016,NA,NA,NA
41645,1.3167,2.582,-4.17442,NA,-28.754,NA,NA,NA,NA
41862,1.68754,2.35716,-4.12074,-23.193,NA,NA,NA,NA,NA
42105,1.26733,2.30669,-4.53867,NA,NA,NA,NA,-33.569,NA
42292,2.27462,1.76159,-5,-22.38,NA,NA,NA,NA,NA
42540,2.3967,1.69805,-4.1217,NA,-13.186,NA,NA,NA,NA
42713,2.08142,1.47205,-3.97497,NA,NA,-17.839,NA,NA,NA
42848,1.76146,1.42241,-3.75042,NA,-12.696,NA,NA,NA,NA
43125,1.70542,2.187,-5,-21.584,NA,NA,NA,NA,NA
43203,1.64902,1.18014,-4.34933,NA,NA,-18.414,NA,NA,NA
43404,1.76443,2.0533,-4.40592,NA,-6.942,NA,NA,NA,NA
43612,2.0977,2.05003,-5,NA,-19.769,NA,NA,NA,NA
43886,2.13423,1.94929,-4.51437,NA,NA,-14.524,NA,NA,NA
44073,2.25002,1.8986,-4.18576,NA,-9.539,NA,NA,NA,NA
44234,1.88886,1.29732,-4.43355,-16.908,NA,NA,NA,NA,NA
44536,1.89566,1.56434,-3.72503,NA,-12.205,NA,NA,NA,NA
44611,1.05871,1.54639,-4.87437,-28.587,NA,NA,NA,NA,NA
44976,0.979474,1.65531,-3.86442,NA,-29.637,NA,NA,NA,NA
45084,1.93748,1.55295,-3.96531,NA,-5.818,NA,NA,NA,NA
45393,2.14751,1.35275,-3.33981,NA,-36.374,NA,NA,NA,NA
45561,2.28722,1.7321,-3.99616,-15.135,NA,NA,NA,NA,NA
45740,1.65964,1.78952,-4.70522,-12.022,NA,NA,NA,NA,NA
45858,1.03706,1.93632,-4.75874,NA,-24.402,NA,NA,NA,NA
46090,1.96359,1.87848,-4.01805,NA,-6.079,NA,NA,NA,NA
46297,1.90757,1.80802,-3.74092,NA,NA,-19.208,NA,NA,NA
46443,2.55334,2.18059,-4.15277,NA,-25.191,NA,NA,NA,NA
46648,2.20268,1.04949,-4.51649,NA,-20.152,NA,NA,NA,NA
46805,2.0965,1.78411,-4.26805,NA,-4.517,NA,NA,NA,NA
47006,2.24099,1.81467,-4.51355,NA,-8.842,NA,NA,NA,NA
47400,2.01976,1.40456,-5,NA,-18.777,NA,NA,NA,NA
47466,1.84659,2.40648,-4.72428,NA,-20.508,NA,NA,NA,NA
47663,1.63855,2.40495,-4.35997,-18.292,NA,NA,NA,NA,NA
47993,1.10206,2.22751,-4.66817,NA,NA,NA,NA,-36.058,NA
48150,2.12482,1.80355,-4.11816,-10.046,NA,NA,NA,NA,NA
48349,2.00951,1.69407,-4.59295,NA,-4.919,NA,NA,NA,NA
48401,1.7365,1.39775,-5,-20.65,NA,NA,NA,NA,NA
48673,1.703,1.13159,-4.92509,-26.445,NA,NA,NA,NA,NA
48950,1.56875,1.8538,-5,NA,-16.312,NA,NA,NA,NA
49097,1.23835,1.78258,-4.92115,-24.377,NA,NA,NA,NA,NA
49222,1.62214,1.52188,-5,NA,NA,-27.328,NA,NA,NA
49600,1.34396,1.26143,-4.26295,-16.374,NA,NA,NA,NA,NA
49611,1.6048,1.5379,-4.11778,NA,-2.522,NA,NA,NA,NA
49978,1.13488,2.02093,-3.64129,NA,-30.576,NA,NA,NA,NA
50168,2.39079,1.54077,-5,NA,-24.245,NA,NA,NA,NA
50362,2.2188,1.75852,-5,NA,NA,-24.397,NA,NA,NA
50562,2.47023,2.05982,-4.09615,-21.451,NA,NA,NA,NA,NA
50696,1.70552,1.92711,-4.75575,NA,NA,-18.746,NA,NA,NA
50999,1.79345,2.23618,-4.68526,NA,-14.038,NA,NA,NA,NA
51115,2.01877,1.84635,-4.15103,NA,NA,-10.839,NA,NA,NA
51218,1.54716,2.12821,-4.68509,NA,NA,-19.56,NA,NA,NA
51472,1.77666,2.23278,-4.7985,NA,NA,-17.344,NA,NA,NA
51700,1.71802,1.69964,-4.75491,NA,NA,-14.686,NA,NA,NA
51991,2.20475,2.01489,-5,-31.285,NA,NA,NA,NA,NA
52019,1.77904,2.10647,-5,NA,NA,NA,-31.925,NA,NA
52205,2.49773,1.66675,-4.63786,NA,-17.947,NA,NA,NA,NA
52572,2.03228,2.0334,-4.76858,NA,NA,-13.812,NA,NA,NA
52630,1.63454,1.56158,-4.05781,NA,-4.915,NA,NA,NA,NA
52949,1.82907,1.23109,-4.70863,NA,-11.562,NA,NA,NA,NA
53112,1.66997,2.21487,-4.23858,NA,NA,-12.414,NA,NA,NA
53384,2.28157,1.99316,-3.91951,NA,-15.672,NA,NA,NA,NA
53493,1.97503,1.36577,-4.61369,NA,-6.726,NA,NA,NA,NA
53699,2.70286,1.99889,-5,NA,-35.61,NA,NA,NA,NA
53855,1.81596,1.86719,-5,NA,-15.398,NA,NA,NA,NA
54083,1.57879,1.41204,-5,NA,-18.404,NA,NA,NA,NA
54355,2.00154,1.29371,-5,NA,-20.672,NA,NA,NA,NA
54440,1.19112,1.28571,-4.66898,NA,NA,-32.467,NA,NA,NA
54633,1.99638,1.32831,-5,NA,NA,NA,-40.842,NA,NA
54936,1.48508,1.71005,-3.8701,NA,-9.66,NA,NA,NA,NA
55182,1.48277,1.7356,-3.77358,NA,-13.658,NA,NA,NA,NA
55350,1.82188,1.99944,-4.62175,NA,NA,-9.868,NA,NA,NA
55574,1.68906,1.93587,-4.22475,NA,-3.883,NA,NA,NA,NA
55775,2.38973,2.32417,-4.12297,NA,-23.08,NA,NA,NA,NA
55964,2.09297,2.07084,-3.85156,NA,-14.788,NA,NA,NA,NA
56136,1.8785,1.71919,-3.87198,NA,NA,-13.207,NA,NA,NA
56246,1.48561,1.51526,-4.62781,-15.846,NA,NA,NA,NA,NA
56431,1.96266,1.64912,-4.22622,-5.103,NA,NA,NA,NA,NA
56665,1.68245,1.57719,-4.19072,-6.963,NA,NA,NA,NA,NA
56840,1.87506,1.3932,-5,-18.086,NA,NA,NA,NA,NA
57176,2.05086,1.54482,-4.79482,NA,-9.752,NA,NA,NA,NA
57363,1.91946,1.76485,-4.57717,NA,NA,-9.718,NA,NA,NA
57569,1.36054,2.08181,-4.14439,NA,-12.577,NA,NA,NA,NA
57773,1.71749,2.43335,-3.91203,NA,NA,-26.541,NA,NA,NA
57869,1.89191,1.64448,-4.11019,NA,NA,-10.641,NA,NA,NA
58165,2.07775,1.16315,-4.1713,-14.302,NA,NA,NA,NA,NA
58245,1.64972,1.8363,-5,NA,NA,-21.232,NA,NA,NA
58455,1.6504,1.97139,-4.89807,NA,NA,-22.68,NA,NA,NA
58750,2.35812,1.39296,-5,-33.254,NA,NA,NA,NA,NA
58813,1.55941,1.48588,-5,NA,NA,-26.39,NA,NA,NA
59034,1.91892,1.71019,-4.68645,-12.998,NA,NA,NA,NA,NA
59358,1.8904,1.85894,-5,-26.951,NA,NA,NA,NA,NA
59519,1.15425,1.8265,-5,NA,-25.815,NA,NA,NA,NA
59643,1.97105,1.58742,-3.88611,NA,-9.138,NA,NA,NA,NA
59904,2.71764,1.96507,-4.8405,NA,-30.886,NA,NA,NA,NA
60183,2.06315,1.62298,-3.94717,NA,NA,NA,NA,-31.359,NA
60388,1.51257,1.35731,-4.61484,NA,-9.28,NA,NA,NA,NA
60584,1.90867,2.12251,-4.84443,-16.141,NA,NA,NA,NA,NA
60667,1.1637,2.12062,-4.59044,NA,-19.145,NA,NA,NA,NA
60972,1.52249,1.48324,-4.06498,NA,-5.119,NA,NA,NA,NA
61097,1.31111,2.53944,-3.90976,NA,-29.887,NA,NA,NA,NA
61232,1.77013,1.59229,-5,NA,-14.831,NA,NA,NA,NA
61525,1.53888,1.45322,-4.06754,NA,NA,-10.143,NA,NA,NA
61778,1.46552,1.4907,-4.332,NA,NA,-11.701,NA,NA,NA
61960,1.71136,1.62795,-4.56524,NA,-3.395,NA,NA,NA,NA
62027,1.81327,1.9296,-3.66523,-26.538,NA,NA,NA,NA,NA
62390,1.36098,1.97646,-3.87999,NA,-14.4,NA,NA,NA,NA
62485,1.83835,2.18323,-4.37754,NA,-10.348,NA,NA,NA,NA
62718,1.91929,1.64152,-5,NA,NA,-16.807,NA,NA,NA
62833,1.52702,1.37868,-3.86219,NA,-13.992,NA,NA,NA,NA
63070,1.42339,1.98532,-3.89361,NA,NA,-21.005,NA,NA,NA
63254,2.02345,2.05911,-4.64915,NA,-10.585,NA,NA,NA,NA
63491,2.50317,1.76275,-5,-33.236,NA,NA,NA,NA,NA
63633,1.28529,1.84383,-4.73269,NA,-14.094,NA,NA,NA,NA
63828,1.72143,1.84864,-4.87592,NA,NA,-23.722,NA,NA,NA
64186,1.617,1.84704,-4.18856,NA,-3.383,NA,NA,NA,NA
64246,1.8577,1.46092,-5,NA,-18.237,NA,NA,NA,NA
64425,1.94951,1.74619,-4.39004,NA,NA,-5.934,NA,NA,NA
64618,1.62051,1.42143,-4.71213,NA,NA,NA,-28.043,NA,NA
64973,2.03967,1.33899,-4.80684,NA,NA,-26.811,NA,NA,NA
65095,2.36199,1.75104,-5,NA,-22.189,NA,NA,NA,NA
65382,1.71553,1.53324,-4.56274,NA,-3.088,NA,NA,NA,NA
65520,1.70506,1.90376,-5,-16.944,NA,NA,NA,NA,NA
65690,1.80581,1.46236,-4.98578,NA,NA,-25.287,NA,NA,NA
65838,2.42774,1.3949,-5,NA,-26.699,NA,NA,NA,NA
66130,1.46447,2.34765,-5,NA,NA,-30.005,NA,NA,NA
66328,1.61117,1.86885,-4.30935,NA,NA,NA,-24.068,NA,NA
66507,1.41304,1.76165,-4.03026,-11.5,NA,NA,NA,NA,NA
66764,2.15193,1.07725,-3.85584,-35.684,NA,NA,NA,NA,NA
66975,0.59693,2.12224,-4.09613,-46.143,NA,NA,NA,NA,NA
67089,1.41845,1.54863,-4.49979,-9.738,NA,NA,NA,NA,NA
67201,1.4941,2.07041,-3.91082,NA,NA,NA,NA,-27.11,NA
67449,2.16467,1.03192,-3.81988,NA,-27.413,NA,NA,NA,NA
67757,2.67044,1.1372,-4.691,NA,-36.267,NA,NA,NA,NA
67954,2.67264,1.75452,-4.22685,-25.83,NA,NA,NA,NA,NA
68071,1.9568,1.59691,-5,-23.046,NA,NA,NA,NA,NA
68320,1.07099,2.42158,-5,NA,NA,-45.626,NA,NA,NA
68538,1.6526,1.75364,-4.52761,NA,NA,-6.23,NA,NA,NA
68639,1.92835,1.60538,-4.88317,NA,-10.645,NA,NA,NA,NA
68917,1.94837,2.16345,-4.86815,NA,-16.226,NA,NA,NA,NA
69022,1.73881,1.83627,-5,NA,-16.184,NA,NA,NA,NA
69233,1.3388,2.06299,-5,NA,-22.868,NA,NA,NA,NA
69563,2.00072,1.84177,-5,NA,NA,-23.711,NA,NA,NA
69614,1.77142,1.74404,-5,NA,-14.934,NA,NA,NA,NA
69933,1.44487,2.38115,-5,NA,-28.659,NA,NA,NA,NA
70095,1.21629,1.96407,-5,NA,NA,-32.129,NA,NA,NA
70273,1.66356,1.0337,-4.43747,NA,-17.436,NA,NA,NA,NA
70582,1.82792,1.57201,-4.55097,NA,-2.165,NA,NA,NA,NA
70782,1.50207,1.27715,-4.21799,NA,-8.921,NA,NA,NA,NA
70809,1.97285,1.58047,-3.95452,-10.188,NA,NA,NA,NA,NA
71134,1.5589,1.5709,-4.33921,NA,-2.063,NA,NA,NA,NA
71341,1.52541,1.66118,-4.2047,NA,-3.254,NA,NA,NA,NA
71442,1.65516,1.0255,-4.08504,NA,-18.966,NA,NA,NA,NA
71765,2.04241,2.43904,-4.63308,NA,-20.558,NA,NA,NA,NA
71834,1.44407,2.22895,-4.58352,-21.488,NA,NA,NA,NA,NA
72109,1.83476,2.27717,-5,NA,NA,NA,-46.805,NA,NA
72222,1.38293,1.54199,-5,NA,-20.79,NA,NA,NA,NA
72582,2.28014,2.04481,-4.39005,NA,-12.446,NA,NA,NA,NA
72638,2.0563,1.91045,-4.74602,NA,NA,-17.718,NA,NA,NA
72998,1.54383,2.10761,-5,NA,-19.833,NA,NA,NA,NA
