id,x0,x1,x2,fitness5,fitness3,fitness4.5,fitness3.5,fitness4
11440,4.87577,-0.845841,-1.1619,4749.484,NA,NA,NA,NA
11620,4.32308,-0.874778,-0.753676,10943.879,NA,NA,NA,NA
11844,4.92737,-1.27587,-0.882757,19270.909,NA,NA,NA,NA
12110,5,-0.987515,-1.319,9092.979,NA,NA,NA,NA
12257,4.88192,-1.44065,-1.94784,9119.552,NA,NA,NA,NA
12451,4.64394,-1.0027,-1.17333,1784.73,NA,NA,NA,NA
12787,5,-0.223648,-1.49791,NA,NA,NA,NA,5935.712
12951,5,-0.233252,-2.12006,3776.887,NA,NA,NA,NA
13173,5,-0.709496,-1.44585,15678.656,NA,NA,NA,NA
13344,4.23415,-2.15243,-0.890092,3137.89,NA,NA,NA,NA
13497,5,-1.51031,-0.826507,15768.525,NA,NA,NA,NA
13635,4.88627,-0.214737,-2.08494,5757.039,NA,NA,NA,NA
13856,5,0.0848073,-0.68368,1577.321,NA,NA,NA,NA
14085,4.70328,-0.575746,-1.3923,8164.655,NA,NA,NA,NA
14279,5,-2.01277,-0.784384,NA,NA,NA,NA,5113.903
14493,5,-1.28188,-0.64893,NA,NA,8622.555,NA,NA
14738,5,-0.854999,-1.55055,13736.803,NA,NA,NA,NA
14971,5,-0.564611,-1.60034,5121.689,NA,NA,NA,NA
15055,5,-1.1928,-0.84854,6215.609,NA,NA,NA,NA
15212,5,-1.58137,-0.650959,NA,NA,8302.261,NA,NA
15487,5,-0.920643,-1.23704,10126.646,NA,NA,NA,NA
15765,4.28092,-0.321703,-1.40414,4899.83,NA,NA,NA,NA
15908,4.05127,-0.703423,-0.622384,2196.534,NA,NA,NA,NA
16065,4.86399,-0.875525,-0.393751,7525.203,NA,NA,NA,NA
16235,5,-1.24939,-1.93382,4143.411,NA,NA,NA,NA
16540,4.74074,-0.727611,-1.62514,10502.141,NA,NA,NA,NA
16689,5,-0.792428,-1.73895,2175.974,NA,NA,NA,NA
16852,5,-0.73849,-0.2576,10339.227,NA,NA,NA,NA
17066,4.95314,-1.3941,-0.904577,NA,NA,19679.317,NA,NA
17277,5,-0.277495,-0.926547,8393.989,NA,NA,NA,NA
17430,5,-1.27077,-0.867065,11643.732,NA,NA,NA,NA
17794,5,-0.278818,-0.658796,10223.849,NA,NA,NA,NA
17959,5,-0.0290645,-0.609213,4525.664,NA,NA,NA,NA
18116,5,2.10221,-1.66721,485.776,NA,NA,NA,NA
18221,4.32633,2.9023,-1.37051,1330.025,NA,NA,NA,NA
18412,5,5,-2.15312,3674.963,NA,NA,NA,NA
18686,5,5,-2.1477,3798.517,NA,NA,NA,NA
18993,5,5,-0.901181,11501.297,NA,NA,NA,NA
19183,5,4.31134,-1.26171,4858.304,NA,NA,NA,NA
19250,5,3.36318,-0.308589,1997.683,NA,NA,NA,NA
19562,5,4.26022,-1.60197,4844.335,NA,NA,NA,NA
19643,5,4.40442,-2.61757,1077.786,NA,NA,NA,NA
19938,5,4.6586,-2.88562,1870.52,NA,NA,NA,NA
20166,5,4.73549,-0.77931,14858.103,NA,NA,NA,NA
20301,5,5,-0.960222,9254.705,NA,NA,NA,NA
20438,5,4.6081,-0.574714,NA,NA,3300.426,NA,NA
20672,5,5,-0.820488,12995.038,NA,NA,NA,NA
20906,5,5,-0.876038,12174.543,NA,NA,NA,NA
21147,5,5,-2.14196,5045.08,NA,NA,NA,NA
21321,4.78907,4.84957,-1.07667,4752.171,NA,NA,NA,NA
21547,4.26791,4.66406,-1.42092,5875.372,NA,NA,NA,NA
21729,5,4.95144,-0.608462,9485.266,NA,NA,NA,NA
21966,5,5,-2.01138,6487.282,NA,NA,NA,NA
22153,5,5,-0.880379,12071.314,NA,NA,NA,NA
22333,4.20803,5,-0.0814124,4587.886,NA,NA,NA,NA
22530,5,4.82884,-0.503146,3285.885,NA,NA,NA,NA
22694,5,5,-1.95903,5310.993,NA,NA,NA,NA
22902,4.67705,5,-0.748201,10834.825,NA,NA,NA,NA
23166,5,5,-0.86989,12311.257,NA,NA,NA,NA
23249,5,5,-1.92607,NA,NA,5038.423,NA,NA
23539,5,5,-0.669035,10549.574,NA,NA,NA,NA
23684,5,5,-0.644086,9578.644,NA,NA,NA,NA
23896,5,5,-0.817515,17042.744,NA,NA,NA,NA
24001,5,5,-0.808334,13048.076,NA,NA,NA,NA
24267,4.90553,5,-0.740361,16205.852,NA,NA,NA,NA
24426,5,5,-0.797605,13056.868,NA,NA,NA,NA
24757,5,5,-1.89918,4324.863,NA,NA,NA,NA
24992,5,5,-2.00344,5551.72,NA,NA,NA,NA
25016,5,4.35523,-1.70789,1622.134,NA,NA,NA,NA
25323,5,4.21053,-1.43561,6838.892,NA,NA,NA,NA
25540,5,4.0924,-0.734837,NA,NA,NA,NA,2105.123
25650,4.73488,4.6414,-0.824725,9708.895,NA,NA,NA,NA
25880,5,5,-0.542969,4647.239,NA,NA,NA,NA
26160,5,5,-1.88308,5208.097,NA,NA,NA,NA
26237,4.87985,4.71475,-0.811868,17654.878,NA,NA,NA,NA
26546,4.94056,4.27447,-0.016798,3530.878,NA,NA,NA,NA
26679,4.77368,4.45809,-1.47866,3331.306,NA,NA,NA,NA
26911,4.77733,4.71426,-0.814745,16327.009,NA,NA,NA,NA
27069,4.89689,4.71532,-0.562437,7609.292,NA,NA,NA,NA
27230,4.87767,4.46928,-1.63644,1989.555,NA,NA,NA,NA
27480,5,5,-2.21863,2401.728,NA,NA,NA,NA
27767,5,5,-2.02995,5501.102,NA,NA,NA,NA
27956,5,5,-0.975318,10888.936,NA,NA,NA,NA
28077,4.91141,5,-0.721644,15585.208,NA,NA,NA,NA
28381,5,5,-0.625646,11660.506,NA,NA,NA,NA
28588,3.77903,4.89394,-0.754237,6199.049,NA,NA,NA,NA
28614,4.83401,5,-1.08311,3231.532,NA,NA,NA,NA
28888,5,4.04575,-1.60772,1545.218,NA,NA,NA,NA
29075,5,5,-0.660963,12984.944,NA,NA,NA,NA
29372,4.25257,4.7823,-1.30622,7488.562,NA,NA,NA,NA
29422,5,5,-2.02571,5518.6,NA,NA,NA,NA
29617,4.7557,5,-0.611534,9505.679,NA,NA,NA,NA
29938,5,5,0.420421,2895.591,NA,NA,NA,NA
30156,5,5,-0.866081,NA,NA,9692.271,NA,NA
30320,4.7821,4.78267,-0.933317,16003.143,NA,NA,NA,NA
30561,4.96715,5,-2.05593,6033.384,NA,NA,NA,NA
30635,5,5,-1.98644,5508.66,NA,NA,NA,NA
30935,5,5,-0.936856,13256.53,NA,NA,NA,NA
31148,5,5,-1.89385,4200.953,NA,NA,NA,NA
31296,5,5,-0.777924,12980.831,NA,NA,NA,NA
31429,4.32419,5,-1.61552,4313.658,NA,NA,NA,NA
31772,4.68616,5,-0.842428,11492.536,NA,NA,NA,NA
31993,5,5,-1.02308,6028.489,NA,NA,NA,NA
32005,4.96455,5,-0.985398,9205.266,NA,NA,NA,NA
32394,5,4.93202,-1.06277,4581.905,NA,NA,NA,NA
32439,5,4.79021,-0.7774,16336.583,NA,NA,NA,NA
32727,5,5,-0.643871,9569.732,NA,NA,NA,NA
32805,5,5,-0.737223,16595.856,NA,NA,NA,NA
33136,5,4.9154,-0.580688,10563.782,NA,NA,NA,NA
33347,5,4.21482,-1.50201,6425.181,NA,NA,NA,NA
33556,5,5,-0.657032,10098.534,NA,NA,NA,NA
33631,5,5,-1.02855,5717.071,NA,NA,NA,NA
33822,5,4.73162,-0.971977,9465.036,NA,NA,NA,NA
34030,5,4.71359,-1.00172,7327.254,NA,NA,NA,NA
34298,4.59951,4.78779,-0.744097,7273.623,NA,NA,NA,NA
34583,4.85502,5,-2.13264,5499.273,NA,NA,NA,NA
34637,5,5,-1.84076,2669.656,NA,NA,NA,NA
34819,5,5,-0.52369,3606.503,NA,NA,NA,NA
35021,5,5,-0.654958,10017.514,NA,NA,NA,NA
35208,4.67858,3.73568,-0.606008,2452.372,NA,NA,NA,NA
35568,5,4.14505,-1.52316,4736.655,NA,NA,NA,NA
35676,4.95639,4.95423,-0.904947,15710.189,NA,NA,NA,NA
35891,4.98152,5,-0.908974,12150.777,NA,NA,NA,NA
36162,5,5,-0.86996,12309.764,NA,NA,NA,NA
36348,5,5,-0.802645,13057.173,NA,NA,NA,NA
36451,5,4.81982,-0.603291,10137.864,NA,NA,NA,NA
36655,4.359,5,-1.49063,NA,NA,6834.776,NA,NA
36863,5,4.67841,-1.02435,5142.147,NA,NA,NA,NA
37182,4.24736,5,-1.53343,6289.227,NA,NA,NA,NA
37382,5,5,-0.87511,14320.19,NA,NA,NA,NA
37586,5,5,-0.982807,8179.716,NA,NA,NA,NA
37713,4.7289,5,0.322614,3716.928,NA,NA,NA,NA
37877,5,5,0.320794,NA,NA,2000.759,NA,NA
38173,4.30885,5,-0.131101,5958.612,NA,NA,NA,NA
38295,5,5,-0.874846,NA,NA,8935.466,NA,NA
38421,5,5,-0.949631,9720.799,NA,NA,NA,NA
38606,5,5,-0.670303,10595.394,NA,NA,NA,NA
38932,5,5,-0.677014,10831.879,NA,NA,NA,NA
39115,4.58499,5,-0.684899,4255.401,NA,NA,NA,NA
39394,5,5,-0.8157,13021.399,NA,NA,NA,NA
39476,5,5,-0.758696,12792.948,NA,NA,NA,NA
39731,5,5,-0.886839,11907.542,NA,NA,NA,NA
39803,5,4.86514,-0.903609,15223.144,NA,NA,NA,NA
40039,5,5,-0.754187,16767.453,NA,NA,NA,NA
40365,5,5,-0.80361,13056.335,NA,NA,NA,NA
40489,5,5,-0.906247,11344.031,NA,NA,NA,NA
40751,4.99009,5,-1.0932,1893.759,NA,NA,NA,NA
40896,5,5,-0.637987,9322.442,NA,NA,NA,NA
41056,5,5,-0.909059,11253.695,NA,NA,NA,NA
41297,5,5,-0.553156,5191.012,NA,NA,NA,NA
41544,5,5,-0.661731,10278.781,NA,NA,NA,NA
41799,5,4.62785,0.426489,1722.474,NA,NA,NA,NA
41979,5,4.90196,-2.04527,7035.648,NA,NA,NA,NA
42077,5,4.42267,-1.38212,4296.775,NA,NA,NA,NA
42272,4.93057,5,-0.801264,16254.235,NA,NA,NA,NA
42518,5,5,-0.719025,12064.315,NA,NA,NA,NA
42622,5,4.68856,-1.88707,3671.499,NA,NA,NA,NA
42892,5,5,-1.89942,4852.615,NA,NA,NA,NA
43058,5,5,-0.830148,NA,NA,9744.001,NA,NA
43253,5,4.8345,-0.804718,17283.693,NA,NA,NA,NA
43549,4.72766,5,0.347793,3696.868,NA,NA,NA,NA
43728,5,5,-1.02556,5887.79,NA,NA,NA,NA
43847,4.93299,5,-1.94155,6319.493,NA,NA,NA,NA
44028,4.76721,5,-0.771325,NA,NA,15038.537,NA,NA
44262,5,5,-0.738439,12476.8,NA,NA,NA,NA
44545,4.73843,5,-0.542752,5151.655,NA,NA,NA,NA
44644,4.18765,5,-1.36253,6099.471,NA,NA,NA,NA
44821,5,5,-0.789346,17201.849,NA,NA,NA,NA
45022,5,4.77488,-2.11022,5579.44,NA,NA,NA,NA
45241,5,5,-1.33355,NA,NA,NA,NA,6288.516
45410,5,5,-0.731289,16048.747,NA,NA,NA,NA
45794,5,5,-0.614005,8251.688,NA,NA,NA,NA
45820,5,5,-0.510802,2906.762,NA,NA,NA,NA
46123,4.68506,5,-1.06254,3312.629,NA,NA,NA,NA
46333,5,4.98784,-0.944376,10473.207,NA,NA,NA,NA
46440,5,5,-0.541359,6057.367,NA,NA,NA,NA
46755,4.92684,5,-0.9597,11631.428,NA,NA,NA,NA
46905,4.39188,5,-0.117157,3328.391,NA,NA,NA,NA
47091,5,5,-0.979741,8331.76,NA,NA,NA,NA
47299,5,4.63685,-0.891715,7750.536,NA,NA,NA,NA
47490,5,5,-0.916603,11000.774,NA,NA,NA,NA
47640,4.68351,5,-0.776755,11505.364,NA,NA,NA,NA
47978,5,4.28401,-1.51083,6745.192,NA,NA,NA,NA
48148,5,5,-0.949423,9729.695,NA,NA,NA,NA
48333,5,5,-0.506491,2672.672,NA,NA,NA,NA
48508,5,5,-1.91063,4571.534,NA,NA,NA,NA
48670,4.98148,4.83896,-1.94578,7389.806,NA,NA,NA,NA
48980,5,5,-0.864743,16446.477,NA,NA,NA,NA
49104,5,4.83972,-1.30037,NA,NA,NA,NA,7509.774
49377,5,4.8014,-0.864546,15910.943,NA,NA,NA,NA
49531,5,4.61787,-0.626599,5757.805,NA,NA,NA,NA
49758,5,4.81793,-0.914041,14489.217,NA,NA,NA,NA
49871,5,4.90844,-1.97812,7052.971,NA,NA,NA,NA
50019,4.95074,3.79265,-0.863734,NA,NA,3949.275,NA,NA
50237,5,5,-0.744769,12588.366,NA,NA,NA,NA
50459,5,5,-0.825441,NA,NA,9460.901,NA,NA
50697,5,5,-0.667,13871.522,NA,NA,NA,NA
50987,5,5,-0.933045,13860.688,NA,NA,NA,NA
51005,5,5,-0.712561,11904.099,NA,NA,NA,NA
51287,5,5,-0.891118,NA,NA,9045.901,NA,NA
51461,5,5,-0.727657,12260.624,NA,NA,NA,NA
51608,5,5,-0.878805,12109.381,NA,NA,NA,NA
51855,5,5,-0.781878,16050.572,NA,NA,NA,NA
52161,5,5,-0.79409,13052.014,NA,NA,NA,NA
52361,5,5,-1.96529,5370.224,NA,NA,NA,NA
52508,5,4.72397,-0.637077,11848.91,NA,NA,NA,NA
52623,5,4.90172,-0.665968,13579.679,NA,NA,NA,NA
52937,5,4.75664,-0.601146,8948.807,NA,NA,NA,NA
53015,5,5,-0.659341,10187.684,NA,NA,NA,NA
53224,5,4.8792,-0.865316,16444.862,NA,NA,NA,NA
53432,4.21158,5,-1.37611,6657.618,NA,NA,NA,NA
53621,5,5,-0.916808,10993.689,NA,NA,NA,NA
53807,5,5,-0.927514,10608.336,NA,NA,NA,NA
54034,5,4.35195,-1.20655,NA,NA,3271.741,NA,NA
54380,5,4.68686,-1.35913,NA,NA,NA,NA,4651.639
54439,5,5,-0.545106,4761.756,NA,NA,NA,NA
54688,5,4.96505,-1.97945,6249.391,NA,NA,NA,NA
54995,4.96524,5,-0.841993,14593.757,NA,NA,NA,NA
55092,5,4.87723,0.309343,6016.045,NA,NA,NA,NA
55199,5,5,0.469523,2143.558,NA,NA,NA,NA
55555,5,4.77729,-0.860808,15351.228,NA,NA,NA,NA
55745,4.13413,5,-1.59377,3442.862,NA,NA,NA,NA
55869,5,5,-1.99855,5545.486,NA,NA,NA,NA
56102,5,5,-0.903616,11426.59,NA,NA,NA,NA
56370,5,5,-0.802429,13057.321,NA,NA,NA,NA
56462,5,5,-0.878366,12119.869,NA,NA,NA,NA
56764,5,5,-0.678251,10874.346,NA,NA,NA,NA
56991,5,5,-0.924948,10703.41,NA,NA,NA,NA
57040,5,5,-0.836541,16889.684,NA,NA,NA,NA
57331,4.9405,5,-0.618757,10326.908,NA,NA,NA,NA
57468,5,5,-0.852333,NA,NA,10829.785,NA,NA
57699,5,5,-0.817921,13010.055,NA,NA,NA,NA
57942,4.81732,5,-0.580123,8613.148,NA,NA,NA,NA
58165,5,5,-1.51246,NA,NA,NA,NA,6052.262
58323,5,5,-3.11274,2568.312,NA,NA,NA,NA
58431,5,5,-2.22177,2507.097,NA,NA,NA,NA
58642,5,5,-0.731614,12343.747,NA,NA,NA,NA
58979,5,5,-0.916695,10997.596,NA,NA,NA,NA
59177,5,5,-1.99135,NA,NA,5711.027,NA,NA
59264,5,4.22739,-1.55371,7644.13,NA,NA,NA,NA
59518,5,4.79133,-0.686024,14041.486,NA,NA,NA,NA
59636,5,4.9633,-0.767509,14799.835,NA,NA,NA,NA
59921,4.98616,5,-2.03595,5800.935,NA,NA,NA,NA
60049,5,5,-0.981435,8247.981,NA,NA,NA,NA
60212,5,5,-0.970475,8779.839,NA,NA,NA,NA
60412,4.86778,4.68862,0.398622,3804.781,NA,NA,NA,NA
60615,4.71281,4.75641,-0.849576,19702.947,NA,NA,NA,NA
60881,5,4.8201,-1.91438,6084.316,NA,NA,NA,NA
61142,5,5,-0.828418,12935.752,NA,NA,NA,NA
61341,5,5,-0.651471,9879.316,NA,NA,NA,NA
61585,3.76058,5,-0.791719,4832.823,NA,NA,NA,NA
61683,4.88499,4.92465,-0.65742,16813.876,NA,NA,NA,NA
61957,5,5,-0.659558,10196.005,NA,NA,NA,NA
62148,4.9161,5,-1.05685,5169.716,NA,NA,NA,NA
62244,5,5,-0.94916,9740.929,NA,NA,NA,NA
62478,5,5,-2.06679,6863.247,NA,NA,NA,NA
62629,4.63998,4.72911,-1.86504,2495.595,NA,NA,NA,NA
62948,3.23367,5,-1.50384,5102.99,NA,NA,NA,NA
63111,4.91808,4.71527,-1.88885,5316.149,NA,NA,NA,NA
63200,4.28345,4.95361,-1.54241,7329.152,NA,NA,NA,NA
63504,5,4.15756,-1.67944,2066.253,NA,NA,NA,NA
63633,4.83124,5,-2.07407,6764.15,NA,NA,NA,NA
63876,4.69851,4.97024,-2.17051,3492.828,NA,NA,NA,NA
64019,3.90836,4.95257,-1.84474,718.851,NA,NA,NA,NA
64329,5,4.66048,-2.0489,4182.393,NA,NA,NA,NA
64516,5,4.82396,-1.97677,8974.324,NA,NA,NA,NA
64664,5,5,-1.08818,2126.806,NA,NA,NA,NA
64874,5,5,-2.10728,4615.719,NA,NA,NA,NA
65034,5,5,-0.864745,12417.046,NA,NA,NA,NA
65285,5,5,-1.04206,6553.246,NA,NA,NA,NA
65532,5,5,-0.75535,12748.984,NA,NA,NA,NA
65624,5,5,-0.937929,10205.324,NA,NA,NA,NA
65995,5,4.95081,-1.04991,6241.263,NA,NA,NA,NA
66140,4.71494,5,-1.89215,4254.625,NA,NA,NA,NA
66269,5,5,-3.04487,NA,NA,NA,1066.783,NA
66591,5,5,-1.99915,7351.933,NA,NA,NA,NA
66691,4.65234,4.87458,-1.88599,3923.663,NA,NA,NA,NA
66870,4.79907,3.34212,-1.31389,4342.252,NA,NA,NA,NA
67012,4.85385,5,-2.20979,2994.196,NA,NA,NA,NA
67340,5,4.35435,-1.62426,3777.239,NA,NA,NA,NA
67424,5,4.60375,-0.665417,NA,NA,5347.024,NA,NA
67750,4.34498,5,0.748074,1760.679,NA,NA,NA,NA
67914,4.79675,5,-0.747771,16077.595,NA,NA,NA,NA
68020,5,5,-1.83876,3339.315,NA,NA,NA,NA
68376,4.83471,5,-2.13328,5445.063,NA,NA,NA,NA
68553,5,5,-0.770933,12925.379,NA,NA,NA,NA
68684,4.83705,4.11573,-0.22551,3845.718,NA,NA,NA,NA
68943,5,4.35874,-1.45632,6365.509,NA,NA,NA,NA
69182,5,5,-1.0383,6493.496,NA,NA,NA,NA
69378,5,5,-0.668762,NA,NA,8844.103,NA,NA
69591,5,5,0.397905,3146.574,NA,NA,NA,NA
69753,5,5,-0.678307,10876.261,NA,NA,NA,NA
69932,5,5,-0.807089,13050.923,NA,NA,NA,NA
70089,4.86931,5,-0.772626,17222.759,NA,NA,NA,NA
70296,4.78851,4.87543,-0.715869,19982.175,NA,NA,NA,NA
70568,4.65502,5,-0.611087,6088.656,NA,NA,NA,NA
70666,4.95567,4.89594,-1.94147,7834.734,NA,NA,NA,NA
70810,4.99834,5,-1.98466,5542.099,NA,NA,NA,NA
71193,5,5,-1.03656,7000.868,NA,NA,NA,NA
71335,5,5,-0.782914,13011.334,NA,NA,NA,NA
71544,5,4.71724,-0.731951,12744.508,NA,NA,NA,NA
71642,4.24878,4.79484,-1.60439,6012.149,NA,NA,NA,NA
71877,5,4.83322,-0.890162,15634.786,NA,NA,NA,NA
72027,5,4.95115,-1.38896,NA,NA,NA,NA,7564.387
72305,4.70338,5,-0.737735,NA,NA,7218.834,NA,NA
72431,4.72075,5,-1.92694,NA,NA,4547.546,NA,NA
72705,3.14737,4.74182,-1.6178,2045.011,NA,NA,NA,NA
72976,4.71188,5,-0.895817,11779.897,NA,NA,NA,NA
73014,5,5,-0.949539,9724.735,NA,NA,NA,NA
73353,4.95128,4.97833,-0.661558,13322.096,NA,NA,NA,NA
73510,5,4.9447,-0.681411,17263.479,NA,NA,NA,NA
73596,5,4.68745,-0.792872,11808.015,NA,NA,NA,NA
73815,5,5,-0.92432,10726.42,NA,NA,NA,NA
74112,5,4.59853,-0.760293,5843.702,NA,NA,NA,NA
74335,4.82023,5,-0.882054,15754.646,NA,NA,NA,NA
74396,4.80278,5,-0.863411,NA,NA,18253.81,NA,NA
74660,4.3362,5,-1.1605,1402.554,NA,NA,NA,NA
74819,4.71873,5,0.394475,3299.034,NA,NA,NA,NA
75068,5,5,-0.607042,7923.684,NA,NA,NA,NA
75383,4.81939,5,-0.656567,13190.955,NA,NA,NA,NA
75542,5,5,-0.705686,11721.557,NA,NA,NA,NA
75639,5,4.95844,-1.96067,6203.408,NA,NA,NA,NA
75921,5,4.84562,-0.552803,6881.721,NA,NA,NA,NA
76027,5,5,-0.954546,NA,NA,5531.515,NA,NA
76372,5,4.17758,-2.46738,2188.224,NA,NA,NA,NA
76401,5,5,-0.886064,NA,NA,5171.121,NA,NA
76648,5,5,-0.605769,7862.962,NA,NA,NA,NA
76867,5,5,-1.99816,5544.776,NA,NA,NA,NA
77095,4.83349,4.69585,-3.0887,3524.828,NA,NA,NA,NA
77267,5,4.79338,-0.991751,9777.225,NA,NA,NA,NA
77542,5,4.8118,-0.860436,21548.36,NA,NA,NA,NA
77648,5,5,-0.733063,12373.092,NA,NA,NA,NA
77956,5,5,-0.745356,NA,NA,14412.478,NA,NA
78006,5,4.60577,-0.68634,5513.367,NA,NA,NA,NA
78367,5,5,-0.686276,11514.011,NA,NA,NA,NA
78560,4.37893,5,-0.0798555,3186.926,NA,NA,NA,NA
78620,4.80157,3.71862,-0.869548,5490.731,NA,NA,NA,NA
78952,5,4.21159,-0.179673,NA,NA,3182.028,NA,NA
79002,5,5,-0.944005,9957.837,NA,NA,NA,NA
79276,5,4.96025,-0.809938,15109.533,NA,NA,NA,NA
79443,4.23196,4.85681,-0.388697,2680.767,NA,NA,NA,NA
79652,5,3.69022,-0.921893,4428.328,NA,NA,NA,NA
79989,4.29347,5,-1.48193,7071.633,NA,NA,NA,NA
80047,5,4.9978,-0.565515,7859.26,NA,NA,NA,NA
80255,5,5,-0.557985,5446.658,NA,NA,NA,NA
80483,5,5,-0.955173,9480.082,NA,NA,NA,NA
80675,5,4.30998,-1.29578,5733.14,NA,NA,NA,NA
80985,5,5,-0.545546,4785.308,NA,NA,NA,NA
81133,5,5,-1.71114,NA,NA,NA,NA,1709.848
81306,2.90272,5,-0.924431,2051.487,NA,NA,NA,NA
81554,4.1862,5,0.705453,1391.765,NA,NA,NA,NA
81710,4.29337,5,0.0303035,1927.846,NA,NA,NA,NA
81841,5,4.78409,-1.00016,9072.797,NA,NA,NA,NA
82096,5,5,-2.01733,5542.76,NA,NA,NA,NA
82273,4.81388,5,-1.97706,9468.83,NA,NA,NA,NA
82476,4.36002,5,-1.41958,7803.274,NA,NA,NA,NA
82755,5,5,-0.663525,12736.041,NA,NA,NA,NA
82953,5,5,-0.585638,NA,NA,7276.727,NA,NA
83134,5,5,-0.854495,15105.234,NA,NA,NA,NA
83340,4.26139,4.99626,-1.44028,NA,NA,4947.686,NA,NA
83427,5,5,-0.989878,8670.948,NA,NA,NA,NA
83620,5,5,-0.922647,10787.221,NA,NA,NA,NA
83877,5,5,-0.662116,10293.342,NA,NA,NA,NA
84069,5,5,-0.656901,10093.442,NA,NA,NA,NA
84367,4.7507,5,-0.983834,9368.649,NA,NA,NA,NA
84444,4.28406,5,-1.57896,5426.832,NA,NA,NA,NA
84766,4.63673,5,-0.766855,8473.296,NA,NA,NA,NA
84844,5,4.66996,-0.663764,8525.489,NA,NA,NA,NA
85073,4.87554,4.34893,-1.45951,8712.792,NA,NA,NA,NA
85229,5,4.73457,-0.945447,10863.855,NA,NA,NA,NA
