id,x0,x1,x2,fitness-3.5,fitness-2.5,fitness-3,fitness-2,fitness-1.5,fitness-1
11591,1.05086,1.81535,-3.73276,NA,-27.893,NA,NA,NA,NA
11654,2.25135,1.67771,-4.63492,NA,NA,-20.656,NA,NA,NA
11890,1.57338,1.80825,-5,NA,-16.89,NA,NA,NA,NA
12065,1.34075,2.10647,-4.97855,NA,NA,NA,-25.807,NA,NA
12323,2.50847,2.263,-5,NA,-32.75,NA,NA,NA,NA
12523,1.85727,2.27412,-4.5833,NA,-13.337,NA,NA,NA,NA
12704,1.68904,2.01027,-4.93601,NA,-16.177,NA,NA,NA,NA
12914,1.15873,1.57004,-4.50372,-35.364,NA,NA,NA,NA,NA
13084,1.88918,1.75853,-4.93682,NA,NA,NA,-18.027,NA,NA
13315,2.34755,2.1683,-5,NA,NA,NA,-27.696,NA,NA
13536,2.13307,1.8052,-5,NA,-17.917,NA,NA,NA,NA
13690,1.89347,2.01706,-5,NA,NA,NA,NA,-37.918,NA
13845,1.85769,1.9815,-5,NA,-16.205,NA,NA,NA,NA
14145,1.48355,2.23466,-5,NA,NA,-27.578,NA,NA,NA
14294,1.486,1.57124,-5,NA,-18.778,NA,NA,NA,NA
14545,1.86418,1.09174,-4.24177,NA,NA,NA,-23.962,NA,NA
14638,2.03056,1.83835,-5,NA,-16.559,NA,NA,NA,NA
14888,0.994185,2.67312,-3.98336,NA,-43.074,NA,NA,NA,NA
15041,1.44817,2.59323,-4.398,NA,NA,-29.006,NA,NA,NA
15394,1.37827,2.17488,-4.8206,NA,NA,NA,-20.453,NA,NA
15596,1.42341,1.15301,-5,NA,NA,-35.415,NA,NA,NA
15721,1.67512,2.28817,-4.46432,NA,NA,-14.55,NA,NA,NA
15866,1.27761,1.4357,-4.23914,NA,-10.325,NA,NA,NA,NA
16101,2.07079,1.37853,-5,NA,NA,-23.47,NA,NA,NA
16383,1.74622,1.07771,-5,NA,-31.096,NA,NA,NA,NA
16430,1.92386,1.31085,-4.44178,NA,NA,-9.912,NA,NA,NA
16629,1.76533,1.89962,-4.90557,NA,-12.135,NA,NA,NA,NA
16976,1.72014,2.51847,-5,NA,-29.891,NA,NA,NA,NA
17153,1.24137,1.97409,-5,NA,NA,NA,-28.989,NA,NA
17220,1.79702,1.30453,-5,NA,NA,NA,-24.376,NA,NA
17506,1.809,1.67629,-5,NA,-16.197,NA,NA,NA,NA
17741,2.2845,1.33738,-5,NA,-24.319,NA,NA,NA,NA
17951,1.48052,1.68299,-5,NA,-17.28,NA,NA,NA,NA
18108,1.88224,2.2063,-5,NA,NA,-21.777,NA,NA,NA
18327,1.7426,1.66933,-5,NA,NA,NA,-18.562,NA,NA
18502,1.51754,1.58922,-4.29576,NA,-3.006,NA,NA,NA,NA
18682,1.36757,1.94166,-3.94499,NA,NA,-23.036,NA,NA,NA
18975,2.54608,1.97694,-4.46475,NA,-20.337,NA,NA,NA,NA
19086,1.67974,1.37429,-4.10668,NA,NA,NA,NA,-24.102,NA
19380,1.62802,1.44379,-5,NA,NA,NA,-25.743,NA,NA
19473,2.1591,1.6231,-5,NA,-18.745,NA,NA,NA,NA
19744,1.68426,1.95001,-5,NA,NA,-21.314,NA,NA,NA
19830,1.04737,2.10318,-4.35653,NA,-21.173,NA,NA,NA,NA
20045,1.57256,1.77664,-5,-32.049,NA,NA,NA,NA,NA
20212,1.97936,2.01807,-5,-45.506,NA,NA,NA,NA,NA
20593,1.07162,1.84425,-4.71503,NA,-21.3,NA,NA,NA,NA
20672,2.01842,1.83265,-4.18728,NA,NA,-12.621,NA,NA,NA
20987,1.57718,1.93014,-4.92669,NA,NA,-16.149,NA,NA,NA
21055,2.1282,1.74118,-4.56097,NA,NA,-11.408,NA,NA,NA
21290,2.46583,2.19649,-4.2211,NA,NA,-26.205,NA,NA,NA
21536,1.20167,1.87062,-4.41966,NA,NA,-23.53,NA,NA,NA
21652,1.70966,2.0849,-4.12297,NA,NA,-12.09,NA,NA,NA
21852,1.86789,1.57627,-3.74085,NA,NA,-17.761,NA,NA,NA
22134,1.5439,1.33587,-4.3724,NA,NA,NA,-20.102,NA,NA
22280,1.98781,1.75106,-3.86757,NA,-10.044,NA,NA,NA,NA
22526,1.77995,1.41566,-4.15485,NA,-2.175,NA,NA,NA,NA
22645,1.51074,1.35254,-5,NA,-21.711,NA,NA,NA,NA
22936,2.06065,2.34135,-4.37717,NA,-16.393,NA,NA,NA,NA
23055,1.4028,1.8805,-4.68322,NA,-11.435,NA,NA,NA,NA
23371,1.99293,1.9914,-4.59326,NA,NA,-9.707,NA,NA,NA
23482,1.59432,1.96208,-3.95783,NA,NA,-13.134,NA,NA,NA
23713,1.70516,1.81884,-4.0655,NA,-3.956,NA,NA,NA,NA
23873,1.53684,2.00308,-3.81208,NA,-14.761,NA,NA,NA,NA
24068,2.11338,1.79255,-4.65335,NA,NA,NA,-10.686,NA,NA
24261,2.13206,2.39081,-4.4331,NA,-18.542,NA,NA,NA,NA
24589,1.20615,2.12082,-4.19429,NA,NA,-18.329,NA,NA,NA
24612,1.88998,1.34522,-4.2578,NA,NA,-6.706,NA,NA,NA
24869,1.97706,1.72847,-4.28824,NA,-2.418,NA,NA,NA,NA
25001,1.78406,2.70638,-4.41373,NA,-27.896,NA,NA,NA,NA
25244,1.56938,1.44451,-4.6273,NA,NA,-20.24,NA,NA,NA
25565,1.51608,2.26546,-5,NA,-23.673,NA,NA,NA,NA
25711,1.00915,2.31961,-3.8147,NA,NA,-35.219,NA,NA,NA
25902,1.42798,3.21787,-5,NA,NA,-68.588,NA,NA,NA
26073,1.28945,1.70161,-4.98436,NA,-21.261,NA,NA,NA,NA
26222,1.75424,1.50646,-5,NA,-15.782,NA,NA,NA,NA
26448,1.75386,2.22951,-5,NA,NA,-25.15,NA,NA,NA
26760,2.14622,2.17939,-5,NA,NA,NA,-24.41,NA,NA
26821,2.07412,1.77311,-3.71839,NA,-15.231,NA,NA,NA,NA
27014,1.72013,2.78125,-4.27305,NA,NA,NA,-33.089,NA,NA
27241,2.35695,1.7259,-4.06613,NA,-12.482,NA,NA,NA,NA
27553,2.16339,1.82894,-4.66653,NA,-9.853,NA,NA,NA,NA
27621,1.68709,1.95441,-3.77541,-28.302,NA,NA,NA,NA,NA
27806,1.77899,1.42672,-5,NA,-17.212,NA,NA,NA,NA
28071,2.68105,2.05929,-5,NA,NA,-41.537,NA,NA,NA
28315,2.05652,1.81795,-5,NA,NA,-18.361,NA,NA,NA
28409,2.14545,1.66158,-5,NA,NA,-24.479,NA,NA,NA
28688,0.91681,1.8609,-4.33591,NA,NA,-29.634,NA,NA,NA
28848,1.2836,1.85145,-4.58493,NA,NA,-20.922,NA,NA,NA
29165,2.04246,2.11838,-5,NA,-19.971,NA,NA,NA,NA
29282,2.41583,1.68141,-4.37353,NA,NA,NA,-20.874,NA,NA
29545,1.47431,1.4728,-4.6508,NA,-8.088,NA,NA,NA,NA
29705,2.04096,1.50829,-4.88561,NA,NA,NA,-16.584,NA,NA
29836,1.5343,2.19209,-4.4144,NA,-12.349,NA,NA,NA,NA
30132,1.24293,1.90068,-4.81119,NA,NA,-22.239,NA,NA,NA
30274,1.70374,1.91179,-5,NA,NA,NA,-21.819,NA,NA
30570,1.74894,1.86555,-3.81576,NA,-10.013,NA,NA,NA,NA
30607,1.88388,2.30305,-4.16096,NA,-14.842,NA,NA,NA,NA
30840,1.61174,1.46079,-4.93338,NA,-14.861,NA,NA,NA,NA
31135,1.44816,1.9017,-3.70492,NA,NA,-18.341,NA,NA,NA
31350,1.85922,2.01772,-5,NA,-16.834,NA,NA,NA,NA
31589,1.75688,2.13683,-5,NA,-20.366,NA,NA,NA,NA
31757,1.79308,1.30524,-5,NA,-19.666,NA,NA,NA,NA
31805,1.43402,2.044,-5,NA,-20.538,NA,NA,NA,NA
32037,1.50465,1.54777,-5,NA,-18.134,NA,NA,NA,NA
32209,2.30283,1.7615,-4.61589,NA,NA,NA,NA,-27.778,NA
32587,1.44491,2.97609,-4.24387,NA,-44.136,NA,NA,NA,NA
32693,2.35212,1.7728,-5,NA,NA,NA,-24.052,NA,NA
32915,1.61298,2.19393,-4.57333,NA,NA,NA,-24.381,NA,NA
33002,1.20826,1.70787,-4.03395,NA,-13.385,NA,NA,NA,NA
33335,1.85256,1.75129,-4.35787,NA,NA,-6.5,NA,NA,NA
33552,1.77171,1.80474,-4.0597,NA,NA,-8.623,NA,NA,NA
33684,1.5386,1.28078,-4.03171,NA,NA,-21.852,NA,NA,NA
33985,2.17144,1.89652,-4.6591,NA,NA,NA,-21.458,NA,NA
34194,1.86101,1.99179,-4.51037,NA,-6.614,NA,NA,NA,NA
34229,1.71823,1.63345,-3.96877,NA,NA,-11.572,NA,NA,NA
34502,2.27134,1.75383,-4.4731,NA,NA,NA,-17.601,NA,NA
34620,1.64688,1.36644,-3.68877,NA,-19.762,NA,NA,NA,NA
34967,1.91333,1.07999,-4.14807,NA,NA,NA,-16.901,NA,NA
35072,2.12012,2.03466,-5,NA,-19.477,NA,NA,NA,NA
35205,1.62801,1.44731,-5,NA,NA,-20.892,NA,NA,NA
35573,1.21598,1.87517,-3.84768,NA,NA,-24.574,NA,NA,NA
35741,2.27863,1.77761,-4.24654,NA,-8.89,NA,NA,NA,NA
35830,1.21396,2.46962,-4.19304,NA,NA,-29.538,NA,NA,NA
36122,0.827501,1.49189,-4.195,NA,NA,-37.973,NA,NA,NA
36356,1.17131,2.23413,-3.85147,NA,NA,-28.454,NA,NA,NA
36522,1.9851,1.19415,-4.50838,NA,-11.391,NA,NA,NA,NA
36646,1.37437,1.84334,-5,NA,NA,NA,-24.47,NA,NA
36813,2.10389,1.81673,-5,NA,-17.313,NA,NA,NA,NA
37033,1.76889,1.4823,-5,NA,-15.906,NA,NA,NA,NA
37252,1.82819,1.34712,-4.5682,NA,NA,NA,-10.855,NA,NA
37428,2.69297,1.74102,-4.71606,NA,-26.271,NA,NA,NA,NA
37731,2.48223,1.36131,-4.75106,NA,NA,-23.225,NA,NA,NA
37904,1.91255,2.06532,-5,NA,NA,-19.107,NA,NA,NA
38171,1.29593,1.47842,-5,NA,NA,-24.335,NA,NA,NA
38281,1.98723,0.982029,-4.03274,NA,NA,-27.897,NA,NA,NA
38433,2.08153,1.65534,-4.37847,NA,NA,NA,-5.601,NA,NA
38751,1.72406,2.41068,-4.73392,NA,NA,NA,-27.545,NA,NA
38985,1.84906,1.60386,-4.67361,NA,NA,-6.781,NA,NA,NA
39036,1.97299,1.29648,-5,NA,NA,NA,-31.315,NA,NA
39221,1.89832,1.62546,-5,NA,NA,NA,-25.658,NA,NA
39408,2.27663,2.08524,-4.08595,NA,-15.229,NA,NA,NA,NA
39720,2.13616,1.44002,-3.71196,NA,NA,NA,-20.145,NA,NA
39934,2.02899,2.16914,-4.80783,NA,NA,-17.944,NA,NA,NA
40055,2.19546,1.66224,-4.58618,NA,-8.167,NA,NA,NA,NA
40252,1.56869,2.06532,-4.5042,NA,-8.505,NA,NA,NA,NA
40445,2.26615,2.44829,-4.33157,NA,-22.963,NA,NA,NA,NA
40612,2.3164,2.31993,-4.79448,NA,NA,-28.798,NA,NA,NA
40937,2.45405,2.22225,-4.36253,NA,-21.198,NA,NA,NA,NA
41161,2.27378,1.94038,-5,NA,-21.079,NA,NA,NA,NA
41226,1.64011,2.19714,-5,NA,NA,-24.588,NA,NA,NA
41423,2.13803,1.78197,-4.24869,NA,NA,-11.033,NA,NA,NA
41730,1.7427,2.76031,-4.54713,NA,NA,-41.688,NA,NA,NA
41874,1.67755,2.77869,-5,NA,-41.103,NA,NA,NA,NA
42103,0.901396,2.28795,-4.70682,NA,NA,NA,-35.524,NA,NA
42253,2.00831,1.97708,-4.82301,NA,-12.295,NA,NA,NA,NA
42533,1.84358,1.58886,-4.44718,NA,NA,NA,-2.913,NA,NA
42748,1.36477,1.64484,-4.06106,NA,NA,-16.881,NA,NA,NA
42896,2.01937,1.80738,-3.63074,NA,-17.575,NA,NA,NA,NA
43167,2.0419,1.30293,-4.44853,NA,-6.763,NA,NA,NA,NA
43209,1.7044,1.7786,-5,NA,NA,-17.207,NA,NA,NA
43431,2.57459,1.78884,-4.21178,NA,NA,-28.436,NA,NA,NA
43620,2.88604,1.63703,-4.16921,NA,-34.149,NA,NA,NA,NA
43995,2.05364,2.05348,-4.28798,NA,NA,NA,-10.025,NA,NA
44085,2.33331,2.27409,-4.47414,NA,-19.594,NA,NA,NA,NA
44224,1.76488,1.43063,-4.8868,NA,NA,NA,-14.346,NA,NA
44554,1.80929,1.34098,-4.68841,NA,NA,NA,-10.26,NA,NA
44724,1.65304,1.56873,-5,NA,-16.289,NA,NA,NA,NA
44882,1.63625,2.15668,-5,NA,NA,-21.379,NA,NA,NA
45010,2.79842,2.03221,-4.41973,NA,NA,-31.734,NA,NA,NA
45282,1.35854,1.41751,-5,NA,-23.057,NA,NA,NA,NA
45530,2.52273,1.39126,-5,NA,-31.613,NA,NA,NA,NA
45707,1.98608,1.29003,-4.04736,NA,NA,-11.312,NA,NA,NA
45858,1.63336,1.16742,-4.43909,NA,-10.026,NA,NA,NA,NA
46100,1.51396,2.03366,-4.55437,NA,NA,-12.16,NA,NA,NA
46350,1.96076,1.00648,-3.85826,NA,NA,-28.175,NA,NA,NA
46591,2.2357,2.19147,-4.2801,NA,NA,NA,-16.08,NA,NA
46712,2.04675,2.30287,-4.31459,NA,-15.107,NA,NA,NA,NA
46861,1.8113,2.11695,-4.97882,NA,NA,NA,-20.905,NA,NA
47117,1.45839,2.18363,-5,NA,-23.455,NA,NA,NA,NA
47353,1.45527,2.14998,-5,NA,NA,-29,NA,NA,NA
47555,1.67633,1.60102,-4.42036,NA,NA,-7.223,NA,NA,NA
47744,1.90815,1.83503,-5,NA,NA,-17.859,NA,NA,NA
47948,1.43635,1.43885,-4.56042,NA,NA,NA,-11.854,NA,NA
48154,1.48259,1.61091,-3.64487,NA,-18.401,NA,NA,NA,NA
48215,1.28694,1.86972,-4.57189,NA,NA,-19.031,NA,NA,NA
48402,1.96693,1.68588,-5,NA,NA,NA,-20.949,NA,NA
48748,1.67145,2.35038,-4.42937,NA,NA,NA,NA,-29.048,NA
48886,1.54854,1.42069,-4.18204,NA,NA,NA,-22.456,NA,NA
49098,1.25294,1.38023,-5,NA,NA,NA,-33.076,NA,NA
49273,1.30366,1.71823,-5,NA,NA,NA,-29.346,NA,NA
49426,1.17955,1.85591,-4.81373,NA,-19.447,NA,NA,NA,NA
49708,1.18273,1.97755,-4.75959,NA,NA,NA,-20.739,NA,NA
49855,1.35887,1.13168,-4.32067,NA,NA,-23.19,NA,NA,NA
50164,1.83012,2.44753,-4.75684,NA,NA,-23.176,NA,NA,NA
50348,1.80025,2.27065,-5,NA,NA,NA,-28.752,NA,NA
50429,2.07624,1.46989,-4.87611,NA,NA,NA,-27.105,NA,NA
50655,2.11703,1.19446,-4.30332,NA,NA,-12.81,NA,NA,NA
50897,1.98766,1.57987,-4.92402,NA,NA,-15.139,NA,NA,NA
51161,1.39699,2.13669,-4.92019,NA,NA,NA,-27.941,NA,NA
51358,1.23303,2.08257,-4.45674,NA,NA,NA,-23.172,NA,NA
51424,0.925205,1.49747,-4.02664,NA,-30.211,NA,NA,NA,NA
51757,1.34095,1.2777,-4.61483,NA,NA,-17.268,NA,NA,NA
51854,1.49896,2.16207,-4.65065,NA,-13.266,NA,NA,NA,NA
52019,1.58572,2.24209,-3.91879,NA,-16.657,NA,NA,NA,NA
52225,1.76075,1.47813,-3.88582,NA,NA,-9.652,NA,NA,NA
52467,1.34273,1.15628,-4.67957,NA,NA,-25.907,NA,NA,NA
52634,2.21783,1.6097,-5,NA,NA,NA,-21.113,NA,NA
52866,2.04354,2.00719,-4.44426,NA,NA,-9.718,NA,NA,NA
53112,1.71392,2.42461,-4.88843,NA,NA,NA,-28.225,NA,NA
53386,1.85486,2.43713,-4.04616,NA,-19.131,NA,NA,NA,NA
53435,1.88917,2.8063,-4.53611,NA,NA,NA,-43.932,NA,NA
53633,1.88995,1.5635,-4.41226,NA,NA,-17.326,NA,NA,NA
53892,2.96189,2.06592,-4.68645,NA,-40.341,NA,NA,NA,NA
54149,2.30949,2.00302,-5,NA,NA,-27.497,NA,NA,NA
54319,1.56438,2.29948,-4.5075,NA,-15.333,NA,NA,NA,NA
54582,1.52541,1.98618,-5,NA,NA,NA,-30.741,NA,NA
54795,1.60219,1.66014,-5,NA,-16.089,NA,NA,NA,NA
54837,1.92765,1.66047,-4.52781,NA,NA,-14.904,NA,NA,NA
55015,2.00076,1.45695,-4.09758,NA,NA,-10.418,NA,NA,NA
55284,2.47858,1.55914,-4.17995,NA,-16.785,NA,NA,NA,NA
55454,1.35018,1.40645,-3.65034,NA,NA,-32.387,NA,NA,NA
55651,1.81335,1.51147,-5,NA,-15.425,NA,NA,NA,NA
55957,1.31916,1.27105,-4.86161,NA,-23.022,NA,NA,NA,NA
56183,2.22639,1.49612,-5,NA,-20.542,NA,NA,NA,NA
56382,2.11518,1.9389,-3.9274,NA,NA,NA,-13.311,NA,NA
56540,1.69319,1.49963,-4.53991,NA,NA,-9.964,NA,NA,NA
56710,1.87392,1.5192,-5,NA,-15.955,NA,NA,NA,NA
56940,1.89562,1.57245,-5,NA,-16.598,NA,NA,NA,NA
57115,2.01084,2.05877,-4.72425,NA,NA,NA,-14.508,NA,NA
57333,1.96218,1.53562,-5,NA,NA,-27.267,NA,NA,NA
57552,1.78352,2.62742,-5,NA,-34.599,NA,NA,NA,NA
57712,2.40807,2.21239,-4.59444,NA,-20.596,NA,NA,NA,NA
57806,2.136,1.50635,-5,NA,-18.111,NA,NA,NA,NA
58199,1.66019,1.25752,-5,NA,-21.909,NA,NA,NA,NA
58369,1.27398,2.46949,-4.39897,NA,NA,-25.243,NA,NA,NA
58504,2.12489,2.62068,-4.21951,NA,NA,-30.699,NA,NA,NA
58647,2.3305,1.5851,-4.69952,-30.407,NA,NA,NA,NA,NA
58893,1.2889,2.38945,-4.39585,-36.31,NA,NA,NA,NA,NA
59096,1.44733,1.25917,-5,NA,-25.598,NA,NA,NA,NA
59261,1.60684,2.28718,-5,-36.637,NA,NA,NA,NA,NA
59532,1.53046,1.38081,-3.95766,NA,-8.999,NA,NA,NA,NA
59728,2.51737,2.39599,-4.32236,NA,NA,NA,-32.855,NA,NA
59919,1.69831,2.16833,-5,NA,-19.714,NA,NA,NA,NA
60056,1.89495,2.11447,-4.27624,NA,NA,NA,-11.892,NA,NA
60398,2.4854,1.48678,-4.50363,NA,-17.224,NA,NA,NA,NA
60550,1.81667,2.02645,-5,NA,NA,-20.748,NA,NA,NA
60765,2.26198,1.93742,-5,NA,-20.552,NA,NA,NA,NA
60810,1.20481,1.46585,-4.34943,NA,NA,-16.929,NA,NA,NA
61131,1.18747,2.02373,-4.24714,NA,NA,NA,-18.122,NA,NA
61324,2.07472,2.23162,-4.87971,NA,NA,-26.843,NA,NA,NA
61499,1.71632,1.54013,-5,NA,-16.289,NA,NA,NA,NA
61725,2.6254,1.73184,-4.23501,NA,NA,-22.737,NA,NA,NA
61820,2.58142,1.89568,-4.8583,NA,NA,NA,-27.762,NA,NA
62169,1.34936,1.8525,-5,NA,-20.952,NA,NA,NA,NA
62302,1.81927,0.94065,-4.98055,NA,NA,-46.388,NA,NA,NA
62564,2.81262,1.40194,-5,NA,-41.538,NA,NA,NA,NA
62751,1.68691,1.15356,-5,NA,-29.409,NA,NA,NA,NA
62868,1.40846,1.59595,-4.27272,NA,NA,NA,-7.183,NA,NA
63093,2.41121,1.6182,-4.12869,NA,NA,-16.939,NA,NA,NA
63266,1.88493,1.92515,-4.36549,NA,-4.739,NA,NA,NA,NA
63561,1.98282,1.58869,-4.60669,NA,NA,-15.797,NA,NA,NA
63649,2.13465,1.94681,-4.13734,NA,-9.316,NA,NA,NA,NA
63825,2.54755,2.17535,-4.18152,NA,NA,-28.747,NA,NA,NA
64161,2.17745,1.29155,-4.09598,NA,NA,NA,-14.007,NA,NA
64250,2.13183,1.61935,-4.42988,NA,-4.88,NA,NA,NA,NA
64441,1.33278,1.9747,-4.02057,NA,-12.978,NA,NA,NA,NA
64689,1.61914,1.72322,-4.99023,NA,NA,NA,-18.587,NA,NA
64890,1.19143,1.7824,-4.55223,NA,NA,-18.553,NA,NA,NA
65010,0.746115,2.09092,-4.65704,NA,NA,-37.783,NA,NA,NA
65351,2.34684,1.77864,-4.33908,NA,-12.295,NA,NA,NA,NA
65489,1.72889,2.71808,-4.29472,NA,-29.401,NA,NA,NA,NA
65709,1.66239,1.60958,-4.08401,NA,NA,-4.476,NA,NA,NA
65835,1.65105,1.61744,-4.85341,NA,NA,NA,-16.489,NA,NA
66085,1.84437,1.87495,-4.55084,NA,NA,NA,-10.062,NA,NA
66309,1.54421,1.80599,-5,NA,-16.467,NA,NA,NA,NA
66519,1.3958,1.42467,-4.30186,NA,NA,NA,-15.5,NA,NA
66709,2.79997,2.10861,-4.21704,NA,NA,NA,-36.742,NA,NA
66810,1.96887,2.79299,-3.53197,NA,NA,NA,-53.312,NA,NA
67164,1.93632,1.81217,-4.89562,NA,-11.678,NA,NA,NA,NA
67301,2.21893,1.57031,-4.10054,NA,-8.435,NA,NA,NA,NA
67424,1.96064,1.73433,-4.65069,NA,-5.571,NA,NA,NA,NA
67737,1.95401,2.42417,-4.26384,NA,-17.419,NA,NA,NA,NA
67841,1.84148,1.48009,-4.93657,-27.157,NA,NA,NA,NA,NA
68104,2.14699,1.69324,-4.80943,NA,-11.295,NA,NA,NA,NA
68239,1.98354,2.1506,-5,NA,-20.588,NA,NA,NA,NA
68577,1.51278,1.39571,-4.47711,NA,NA,NA,-7.772,NA,NA
68603,2.34647,1.96916,-4.4385,NA,-14.254,NA,NA,NA,NA
68905,2.40925,1.39731,-4.65775,NA,NA,-22.239,NA,NA,NA
69007,1.62315,1.09934,-4.25009,NA,-13.686,NA,NA,NA,NA
69274,1.7508,1.68863,-4.43102,NA,NA,NA,-4.445,NA,NA
69448,2.23025,2.01,-4.03755,NA,-13.093,NA,NA,NA,NA
69785,1.06617,1.70823,-4.29339,NA,NA,-22.799,NA,NA,NA
69940,1.76303,1.27467,-4.26293,NA,NA,NA,-20.575,NA,NA
70186,1.33781,1.34952,-3.97198,NA,-14.759,NA,NA,NA,NA
70215,1.44364,1.80088,-5,NA,NA,NA,-20.324,NA,NA
70494,2.22323,2.97366,-4.35864,NA,-45.773,NA,NA,NA,NA
70734,1.20448,1.8053,-4.25061,NA,NA,NA,-16.458,NA,NA
70969,1.40063,2.086,-4.3999,NA,-10.6,NA,NA,NA,NA
71109,1.65926,2.27827,-5,NA,-23.049,NA,NA,NA,NA
71362,1.837,1.85396,-5,NA,NA,-26.326,NA,NA,NA
71494,2.01579,1.42055,-4.17561,NA,-6.057,NA,NA,NA,NA
71796,1.48978,1.84606,-4.71476,NA,-10.401,NA,NA,NA,NA
71967,2.38126,1.40982,-4.058,NA,-15.251,NA,NA,NA,NA
72148,2.11287,1.55523,-4.23592,NA,-5.92,NA,NA,NA,NA
72317,2.08131,1.37216,-5,NA,-20.519,NA,NA,NA,NA
72565,2.02649,1.10746,-5,NA,-28.109,NA,NA,NA,NA
72787,2.31768,2.40874,-5,-44.777,NA,NA,NA,NA,NA
72828,1.58277,1.46991,-3.81106,NA,-11.307,NA,NA,NA,NA
