id,x0,x1,x2,fitness-5,fitness-4.5,fitness-4,fitness-3,fitness-3.5
9905,-1.61487,3.37729,-5,-39.487,NA,NA,NA,NA
10179,-1.41136,4.02303,-5,-46.516,NA,NA,NA,NA
10314,-1.90344,4.50783,-5,-56.959,NA,NA,NA,NA
10506,-1.48746,5,-5,-85.81,NA,NA,NA,NA
10719,-1.75426,5,-5,-72.748,NA,NA,NA,NA
10904,-1.76543,4.23632,-5,NA,-37.002,NA,NA,NA
11096,-2.50547,5,-5,NA,NA,-81.245,NA,NA
11208,-1.2078,4.45147,-5,NA,-62.99,NA,NA,NA
11477,-1.81075,3.36734,-5,-45.759,NA,NA,NA,NA
11749,-1.979,3.81477,-5,-33.867,NA,NA,NA,NA
11999,-2.11975,4.24189,-4.8409,-60.78,NA,NA,NA,NA
12129,-2.00881,4.47947,-5,NA,-49.612,NA,NA,NA
12336,-2.21545,5,-5,-74.838,NA,NA,NA,NA
12587,-3.11764,4.15154,-5,-86.657,NA,NA,NA,NA
12715,-2.37683,3.17198,-4.35941,NA,-75.412,NA,NA,NA
12924,-1.49279,4.07221,-5,-48.742,NA,NA,NA,NA
13067,-1.9665,3.40661,-5,NA,NA,-51.53,NA,NA
13336,-2.36119,3.66748,-5,-62.446,NA,NA,NA,NA
13445,-2.4065,4.55396,-4.59358,-69.123,NA,NA,NA,NA
13611,-2.52041,4.88606,-5,-80.033,NA,NA,NA,NA
13829,-3.00008,3.84351,-4.58226,-81.711,NA,NA,NA,NA
14131,-2.86243,4.22015,-4.65039,-73.712,NA,NA,NA,NA
14229,-1.98251,4.22813,-4.57239,-53.284,NA,NA,NA,NA
14442,-2.29273,4.47087,-5,-57.054,NA,NA,NA,NA
14638,-1.37168,5,-4.87933,NA,-71.185,NA,NA,NA
14910,-1.6152,4.82993,-4.77148,NA,NA,-85.419,NA,NA
15121,-0.690001,4.82294,-5,-102.035,NA,NA,NA,NA
15302,-0.616295,4.31928,-5,NA,-109.142,NA,NA,NA
15411,-1.75147,3.86893,-4.51064,-42.066,NA,NA,NA,NA
15664,-3.01582,3.51208,-3.77414,-104.366,NA,NA,NA,NA
15955,-1.78547,3.86662,-4.60893,NA,NA,-27.743,NA,NA
16188,-1.89152,3.33851,-5,NA,NA,NA,-127.466,NA
16329,-1.54241,3.74071,-5,NA,-3.726,NA,NA,NA
16427,-1.35906,3.41241,-5,NA,NA,-43.036,NA,NA
16728,-1.16694,4.28766,-5,NA,-60.304,NA,NA,NA
16833,-1.12223,4.35707,-5,-57.698,NA,NA,NA,NA
17070,-1.29401,3.9221,-5,-43.266,NA,NA,NA,NA
17204,-1.43747,3.64292,-4.60539,NA,-24.506,NA,NA,NA
17547,-1.62662,3.87905,-4.76605,NA,NA,-46.676,NA,NA
17788,-1.14625,4.24855,-5,-52.17,NA,NA,NA,NA
17992,-2.40064,4.1017,-5,-54.161,NA,NA,NA,NA
18014,-3.07985,4.18812,-5,-83.046,NA,NA,NA,NA
18335,-2.648,4.72703,-4.71393,-72.157,NA,NA,NA,NA
18470,-2.58225,3.84631,-4.47442,-75.506,NA,NA,NA,NA
18607,-2.93055,4.80893,-4.80675,NA,-88.287,NA,NA,NA
18926,-2.63334,5,-5,NA,-81.288,NA,NA,NA
19059,-2.51299,3.74506,-5,-56.772,NA,NA,NA,NA
19395,-1.89962,4.74642,-5,-61.649,NA,NA,NA,NA
19469,-1.7332,4.31071,-5,-40.17,NA,NA,NA,NA
19633,-2.70509,4.95308,-4.26218,NA,-96.139,NA,NA,NA
19963,-1.83726,5,-5,NA,-73.952,NA,NA,NA
20009,-2.77254,4.86462,-5,NA,-83.933,NA,NA,NA
20225,-2.48687,3.91557,-5,-56.957,NA,NA,NA,NA
20536,-1.43391,4.45265,-5,-64.654,NA,NA,NA,NA
20625,-2.58853,3.51495,-5,NA,NA,NA,-104.129,NA
20871,-0.607921,3.94082,-4.96234,NA,-108.499,NA,NA,NA
21099,-1.91658,3.11991,-5,-65.605,NA,NA,NA,NA
21346,-1.26408,3.68826,-5,NA,NA,-18.693,NA,NA
21422,-2.50782,3.50643,-4.48694,-68.071,NA,NA,NA,NA
21697,-2.63058,4.22176,-5,-74.26,NA,NA,NA,NA
21983,-2.98649,4.40478,-4.67387,NA,-82.151,NA,NA,NA
22129,-2.98017,4.15947,-5,-74.331,NA,NA,NA,NA
22297,-1.32836,3.99501,-4.61315,NA,-26.997,NA,NA,NA
22537,-1.74355,3.71974,-4.96985,NA,NA,-8.33,NA,NA
22776,-2.52171,4.25097,-5,-61.142,NA,NA,NA,NA
22838,-1.77901,4.30912,-5,NA,-44.17,NA,NA,NA
23135,-1.49102,4.19053,-5,NA,-24.476,NA,NA,NA
23281,-1.51583,5,-5,-83.229,NA,NA,NA,NA
23465,-1.34394,5,-4.24804,-86.756,NA,NA,NA,NA
23677,-1.22263,4.55917,-5,-74.285,NA,NA,NA,NA
23874,-1.92785,5,-5,NA,-68.959,NA,NA,NA
24187,-1.65498,5,-5,-73.166,NA,NA,NA,NA
24208,-2.13509,4.45074,-4.77631,-59.804,NA,NA,NA,NA
24407,-1.66646,4.34805,-3.46976,-117.253,NA,NA,NA,NA
24745,-2.71028,5,-4.1319,NA,-102.341,NA,NA,NA
24957,-2.21836,5,-4.60682,NA,NA,-80.679,NA,NA
25143,-2.37297,5,-3.12845,-157.998,NA,NA,NA,NA
25335,-1.33951,5,-3.63615,NA,NA,NA,NA,-172.599
25463,-1.79832,4.7742,-4.34241,NA,-85.89,NA,NA,NA
25662,-2.12867,4.04092,-5,-49.89,NA,NA,NA,NA
25833,-3.02355,3.00201,-4.55968,NA,-102.697,NA,NA,NA
26186,-2.21925,3.69103,-4.65888,NA,NA,NA,NA,-97.179
26282,-3.276,4.2917,-5,NA,NA,NA,NA,-116.04
26402,-1.6047,4.31678,-5,-45.19,NA,NA,NA,NA
26734,-2.48336,4.63945,-3.64152,-106.757,NA,NA,NA,NA
26976,-1.72126,4.19126,-4.51027,-61.488,NA,NA,NA,NA
27199,-1.96221,4.10435,-4.87233,-54.234,NA,NA,NA,NA
27262,-1.82538,4.22843,-4.79847,-44.223,NA,NA,NA,NA
27506,-2.59169,4.56937,-5,-67.572,NA,NA,NA,NA
27748,-2.23219,4.7015,-5,-72.942,NA,NA,NA,NA
27984,-1.98098,3.93142,-4.90351,-34.114,NA,NA,NA,NA
28172,-1.69577,3.51919,-5,-38.416,NA,NA,NA,NA
28280,-2.64308,4.0238,-4.86347,-62.958,NA,NA,NA,NA
28467,-1.61964,3.91141,-4.58471,-47.194,NA,NA,NA,NA
28747,-2.03539,3.14795,-4.88316,-66.751,NA,NA,NA,NA
28803,-2.36165,4.2138,-5,-48.87,NA,NA,NA,NA
29009,-2.9999,4.52042,-5,-88.668,NA,NA,NA,NA
29380,-3.17622,4.23627,-4.06525,NA,-102.789,NA,NA,NA
29565,-2.3174,4.47225,-5,NA,-56.632,NA,NA,NA
29660,-1.23593,4.37297,-5,-67.653,NA,NA,NA,NA
29969,-2.58361,5,-5,-90.275,NA,NA,NA,NA
30175,-2.42227,5,-4.80567,-80.23,NA,NA,NA,NA
30372,-2.22572,4.48356,-5,-60.57,NA,NA,NA,NA
30527,-1.52923,3.90751,-4.13256,-73.962,NA,NA,NA,NA
30762,-1.12748,4.37385,-3.60871,-110.645,NA,NA,NA,NA
30802,-1.40765,4.54748,-5,-58.974,NA,NA,NA,NA
31155,-2.23852,3.58126,-5,-51.341,NA,NA,NA,NA
31344,-2.39301,3.81465,-5,NA,-38.339,NA,NA,NA
31433,-2.54944,4.56262,-5,-66.817,NA,NA,NA,NA
31688,-3.5959,4.07826,-5,-115.097,NA,NA,NA,NA
31972,-1.92599,5,-4.34281,-78.758,NA,NA,NA,NA
32146,-1.03476,3.18618,-5,-90.438,NA,NA,NA,NA
32259,-2.92344,4.37278,-5,-75.686,NA,NA,NA,NA
32412,-2.97525,4.16277,-4.83775,-71.11,NA,NA,NA,NA
32645,-1.93346,4.08886,-4.48917,-50.778,NA,NA,NA,NA
32915,-2.45233,3.80733,-4.69588,NA,-49.79,NA,NA,NA
33199,-1.45117,3.66751,-4.72366,NA,-17.989,NA,NA,NA
33201,-1.77836,4.61026,-5,NA,-47.392,NA,NA,NA
33522,-1.33006,4.61118,-4.71491,-59.824,NA,NA,NA,NA
33604,-0.954828,3.95176,-4.86266,-85.644,NA,NA,NA,NA
33851,-1.70348,3.89396,-5,-52.608,NA,NA,NA,NA
34034,-1.27233,5,-4.976,NA,NA,NA,NA,-116.971
34202,-1.93691,4.40292,-5,-55.529,NA,NA,NA,NA
34451,-1.83795,4.00137,-4.98863,-44.793,NA,NA,NA,NA
34756,-2.97852,4.24121,-5,-73.888,NA,NA,NA,NA
34848,-2.98252,4.14863,-5,-74.703,NA,NA,NA,NA
35186,-2.7648,5,-5,-93.284,NA,NA,NA,NA
35329,-2.50203,4.80751,-5,-76.135,NA,NA,NA,NA
35488,-1.76668,4.75639,-5,-76.428,NA,NA,NA,NA
35775,-1.92228,4.42913,-5,-54.064,NA,NA,NA,NA
35966,-2.25063,4.0759,-5,-51.09,NA,NA,NA,NA
36168,-3.17832,3.67498,-5,-86.661,NA,NA,NA,NA
36349,-2.18439,3.31671,-4.94587,-58.441,NA,NA,NA,NA
36526,-2.35405,3.34381,-5,NA,-55.862,NA,NA,NA
36618,-1.76987,3.4847,-4.47394,-64.929,NA,NA,NA,NA
36857,-1.80819,3.94648,-4.88124,-47.726,NA,NA,NA,NA
37119,-2.43644,3.92814,-5,NA,NA,NA,NA,-88.294
37397,-2.11598,4.15757,-5,NA,-36.006,NA,NA,NA
37405,-2.44106,3.31433,-4.23898,NA,-74.625,NA,NA,NA
37674,-1.41734,3.59959,-5,NA,NA,NA,NA,-103.418
37905,-1.54681,3.22738,-5,-62.477,NA,NA,NA,NA
38131,-2.32777,3.44701,-5,-48.532,NA,NA,NA,NA
38305,-2.78733,3.95263,-5,-66.516,NA,NA,NA,NA
38503,-2.33119,4.32767,-5,-50.264,NA,NA,NA,NA
38654,-2.80711,4.02218,-5,NA,-65.546,NA,NA,NA
38989,-2.28622,4.21533,-4.35367,NA,-44.404,NA,NA,NA
39136,-3.04807,3.67475,-5,NA,-79.522,NA,NA,NA
39235,-2.89457,4.59026,-5,-87.748,NA,NA,NA,NA
39476,-1.45567,5,-4.87509,-91.524,NA,NA,NA,NA
39643,-2.55535,4.92536,-4.42466,-84.908,NA,NA,NA,NA
39997,-3.00709,4.1219,-5,-77.022,NA,NA,NA,NA
40057,-1.92165,3.48089,-4.32569,-52.004,NA,NA,NA,NA
40298,-1.56241,5,-4.80482,NA,-80.923,NA,NA,NA
40421,-1.09452,5,-4.65051,-93.497,NA,NA,NA,NA
40785,-1.54611,3.84386,-5,NA,NA,-21.045,NA,NA
40888,-1.41386,4.23196,-5,NA,NA,-28.058,NA,NA
41131,-2.10446,4.664,-5,NA,NA,-64.197,NA,NA
41220,-2.31691,5,-5,-75.177,NA,NA,NA,NA
41561,-2.23981,5,-4.80073,NA,-80.154,NA,NA,NA
41626,-2.78295,4.60236,-4.32079,NA,-81.346,NA,NA,NA
41941,-1.47615,4.02758,-5,-45.792,NA,NA,NA,NA
42187,-1.52419,3.62025,-5,-43.881,NA,NA,NA,NA
42387,-1.06023,3.98001,-5,NA,-34.628,NA,NA,NA
42514,-3.44305,4.88029,-4.64002,NA,NA,-123.141,NA,NA
42795,-1.98325,5,-5,-81.677,NA,NA,NA,NA
42825,-1.50427,4.92069,-5,-78.066,NA,NA,NA,NA
43121,-0.914832,3.64811,-5,-84.131,NA,NA,NA,NA
43384,-2.45864,3.68267,-4.78976,NA,-49.715,NA,NA,NA
43525,-1.74237,3.8937,-4.90174,-55.321,NA,NA,NA,NA
43616,-1.38741,4.83488,-5,-67.978,NA,NA,NA,NA
43867,-1.10589,4.53328,-4.43546,-79.124,NA,NA,NA,NA
44189,-0.627711,4.09911,-4.74643,-120.736,NA,NA,NA,NA
44214,-1.50517,3.73095,-5,NA,-5.489,NA,NA,NA
44587,-1.5864,4.12527,-4.46295,NA,-33.009,NA,NA,NA
44716,-1.88066,4.27134,-4.45945,NA,-48.899,NA,NA,NA
44927,-1.7347,3.69083,-5,NA,NA,-33.318,NA,NA
45032,-3.18546,4.96978,-5,NA,NA,NA,NA,-129.88
45355,-2.55252,4.75443,-5,NA,-75.35,NA,NA,NA
45455,-2.94016,5,-3.97001,-118.742,NA,NA,NA,NA
45671,-1.49801,4.62906,-5,-61.122,NA,NA,NA,NA
45911,-1.33762,5,-5,-93.779,NA,NA,NA,NA
46064,-1.39687,4.20659,-5,-68.497,NA,NA,NA,NA
46290,-2.73509,3.24513,-4.72118,NA,-75.953,NA,NA,NA
46508,-2.32366,4.93337,-5,-77.671,NA,NA,NA,NA
46748,-2.16147,5,-5,-78.66,NA,NA,NA,NA
46824,-2.45817,5,-4.53966,-84.276,NA,NA,NA,NA
47042,-2.58646,5,-4.9349,-91.243,NA,NA,NA,NA
47384,-1.91744,3.69919,-5,-39.764,NA,NA,NA,NA
47521,-1.78494,4.73886,-5,-73.918,NA,NA,NA,NA
47642,-2.36288,5,-5,-78.252,NA,NA,NA,NA
47964,-2.45078,4.71272,-5,-74.967,NA,NA,NA,NA
48066,-2.34099,4.1894,-5,NA,NA,-54.995,NA,NA
48322,-2.22444,5,-4.75287,NA,NA,-80.826,NA,NA
48511,-3.04083,4.58475,-4.89536,-89.788,NA,NA,NA,NA
48776,-2.59565,3.08679,-4.39285,-98.294,NA,NA,NA,NA
48848,-2.29672,3.47818,-5,-49.035,NA,NA,NA,NA
49122,-1.28496,3.05731,-5,-79.019,NA,NA,NA,NA
49213,-1.55477,4.69926,-4.94767,NA,-60.06,NA,NA,NA
49568,-1.28738,4.71921,-5,NA,-70.744,NA,NA,NA
49708,-2.28169,4.45987,-5,-59.541,NA,NA,NA,NA
49957,-1.9644,3.77873,-3.75131,-63.852,NA,NA,NA,NA
50017,-1.34225,4.46686,-4.85852,-68.141,NA,NA,NA,NA
50279,-1.70417,4.32503,-4.58505,-55.442,NA,NA,NA,NA
50510,-1.96457,4.42069,-4.6542,-60.311,NA,NA,NA,NA
50696,-2.09181,4.97977,-4.77815,-80.488,NA,NA,NA,NA
50879,-1.62822,3.96394,-4.94874,-48.999,NA,NA,NA,NA
51186,-2.8775,3.81402,-4.94124,-77.394,NA,NA,NA,NA
51355,-2.88893,4.40877,-4.54727,-83.053,NA,NA,NA,NA
51492,-2.73972,3.79003,-4.20271,NA,-68.506,NA,NA,NA
51654,-2.32523,4.23601,-4.87576,NA,-66.965,NA,NA,NA
51845,-2.26186,4.00335,-4.95538,-49.915,NA,NA,NA,NA
52135,-2.01688,4.15733,-4.60438,-54.315,NA,NA,NA,NA
52207,-2.20404,3.93443,-5,NA,-39.485,NA,NA,NA
52536,-1.83621,4.61708,-5,-63.544,NA,NA,NA,NA
52621,-1.9823,3.403,-5,-54.797,NA,NA,NA,NA
52986,-1.77289,3.87005,-5,-35.018,NA,NA,NA,NA
53127,-3.07286,3.52785,-4.36657,NA,NA,-100.015,NA,NA
53318,-2.3277,4.20676,-4.85545,NA,-64.323,NA,NA,NA
53473,-2.31772,3.62178,-5,-58.582,NA,NA,NA,NA
53651,-1.756,5,-5,NA,-75.952,NA,NA,NA
53928,-1.22544,5,-5,NA,-88.544,NA,NA,NA
54009,-1.43557,5,-5,NA,-76.474,NA,NA,NA
54338,-1.22305,4.6669,-5,-74.867,NA,NA,NA,NA
54418,-1.42102,4.50852,-4.1545,-86.67,NA,NA,NA,NA
54666,-1.43302,4.47353,-5,-63.413,NA,NA,NA,NA
54948,-1.25278,3.97532,-5,-51.961,NA,NA,NA,NA
55151,-1.96069,4.52821,-4.95478,NA,-52.754,NA,NA,NA
55294,-1.88737,3.15382,-5,NA,-47.41,NA,NA,NA
55451,-1.42361,4.44023,-5,NA,-44.297,NA,NA,NA
55745,-1.53497,5,-5,-81.475,NA,NA,NA,NA
55967,-1.68458,4.41122,-4.69178,-50.659,NA,NA,NA,NA
56040,-0.945901,4.33799,-4.91869,-71.986,NA,NA,NA,NA
56361,-1.55739,3.74884,-4.56659,-47.634,NA,NA,NA,NA
56527,-1.75652,3.98516,-5,NA,NA,NA,NA,-70.199
56666,-3.13445,3.49803,-5,NA,-84.456,NA,NA,NA
56822,-2.68164,4.46851,-5,-70.095,NA,NA,NA,NA
57063,-1.63881,3.94348,-5,NA,NA,-22.892,NA,NA
57232,-2.17818,5,-4.96663,NA,NA,NA,NA,-95.195
57569,-3.24122,5,-5,NA,NA,-115.907,NA,NA
57623,-2.87513,5,-4.90916,NA,NA,-96.921,NA,NA
57952,-1.03905,4.05716,-5,NA,-49.165,NA,NA,NA
58010,-1.84597,4.38062,-5,-51.437,NA,NA,NA,NA
58283,-1.70476,4.99413,-4.11374,-97.951,NA,NA,NA,NA
58494,-2.98883,5,-5,NA,NA,-102.465,NA,NA
58658,-1.73836,5,-5,NA,NA,-81.017,NA,NA
58984,-2.59864,3.27357,-5,NA,-67.899,NA,NA,NA
59043,-2.49491,4.6758,-5,-71.458,NA,NA,NA,NA
59261,-1.74334,5,-5,-72.501,NA,NA,NA,NA
59428,-1.95224,4.50037,-5,-56.724,NA,NA,NA,NA
59795,-1.75775,4.8973,-5,-71.146,NA,NA,NA,NA
59933,-2.19717,5,-5,-74.705,NA,NA,NA,NA
60171,-2.60199,4.74259,-5,NA,-74.701,NA,NA,NA
60385,-1.82161,4.61794,-5,-65.059,NA,NA,NA,NA
60435,-1.2944,4.65223,-5,-63.594,NA,NA,NA,NA
60759,-1.70271,4.96935,-5,NA,NA,-79.799,NA,NA
60804,-1.47193,5,-5,NA,-75.282,NA,NA,NA
61054,-2.07422,5,-5,-81.198,NA,NA,NA,NA
61214,-1.87078,4.01519,-5,NA,-25.227,NA,NA,NA
61486,-2.84358,3.93764,-5,-74.37,NA,NA,NA,NA
61793,-2.61193,5,-4.19713,NA,-94.371,NA,NA,NA
61932,-3.08545,5,-4.97642,-108.827,NA,NA,NA,NA
62026,-2.56044,5,-5,-89.126,NA,NA,NA,NA
62253,-1.49071,5,-5,NA,-75.364,NA,NA,NA
62557,-3.20585,3.97325,-4.03982,-105.069,NA,NA,NA,NA
62678,-2.37442,3.84675,-5,NA,NA,-43.403,NA,NA
62994,-2.63651,4.47024,-3.96717,NA,NA,-100.781,NA,NA
63090,-1.32274,5,-4.78826,NA,-76.26,NA,NA,NA
63323,-1.34825,3.18218,-5,NA,-39.474,NA,NA,NA
63563,-2.43231,3.28915,-5,-62.617,NA,NA,NA,NA
63663,-1.1096,4.58012,-5,-93.181,NA,NA,NA,NA
63838,-2.90158,3.4336,-5,-71.563,NA,NA,NA,NA
64017,-1.43846,3.36143,-4.84018,-82.364,NA,NA,NA,NA
64400,-0.794025,3.63483,-4.85036,-84.54,NA,NA,NA,NA
64471,-1.87438,5,-4.02065,NA,-94.561,NA,NA,NA
64669,-2.31776,4.69223,-4.16982,-70.896,NA,NA,NA,NA
64907,-1.53243,3.98718,-4.55675,NA,-25.369,NA,NA,NA
65117,-2.01812,4.58316,-5,-53.862,NA,NA,NA,NA
65400,-1.34308,4.89986,-4.9395,-78.11,NA,NA,NA,NA
65426,-0.445452,4.94869,-5,NA,NA,NA,NA,-190.147
65672,-1.84452,5,-4.74497,NA,-74.243,NA,NA,NA
65990,-1.92577,5,-4.7002,NA,NA,-82.834,NA,NA
66159,-2.79418,2.86704,-4.95938,NA,-98.419,NA,NA,NA
66289,-2.37555,4.10086,-5,NA,-50.865,NA,NA,NA
66577,-1.4186,3.61432,-5,-45.059,NA,NA,NA,NA
66636,-2.01846,4.00922,-5,-44.736,NA,NA,NA,NA
66852,-2.00813,3.09422,-4.35186,-96.851,NA,NA,NA,NA
67046,-1.75754,3.45488,-3.83057,-71.103,NA,NA,NA,NA
67241,-1.27058,3.83925,-4.45435,NA,-34.346,NA,NA,NA
67465,-0.706645,4.69149,-5,-85.815,NA,NA,NA,NA
67642,-1.08868,4.75506,-5,-107.823,NA,NA,NA,NA
67859,-1.51421,5,-4.91376,-80.343,NA,NA,NA,NA
68200,-1.43635,3.38708,-4.55408,-54.369,NA,NA,NA,NA
68233,-2.07642,3.5073,-4.54941,-55.185,NA,NA,NA,NA
68434,-1.87181,3.89341,-5,NA,NA,-25.066,NA,NA
68725,-0.542224,4.12427,-5,-110.332,NA,NA,NA,NA
68968,-1.91221,4.25527,-5,-56.816,NA,NA,NA,NA
69102,-2.88939,3.52147,-5,-73.589,NA,NA,NA,NA
69248,-2.35466,3.25564,-5,-57.78,NA,NA,NA,NA
69546,-2.24131,4.19019,-5,NA,NA,-52.499,NA,NA
69798,-1.36769,3.95072,-5,NA,NA,NA,NA,-50.487
69883,-2.16854,4.012,-5,NA,NA,NA,NA,-81.642
70077,-1.30409,3.43992,-5,-67.478,NA,NA,NA,NA
70262,-1.9876,3.59634,-5,-47.749,NA,NA,NA,NA
70564,-2.07771,3.2416,-4.86456,-75.375,NA,NA,NA,NA
70620,-0.924439,3.26932,-5,-98.003,NA,NA,NA,NA
70899,-1.51498,3.81163,-5,-29.146,NA,NA,NA,NA
71047,-1.59895,3.64275,-4.7748,-43.485,NA,NA,NA,NA
71341,-2.49091,4.26663,-5,-62.851,NA,NA,NA,NA
71569,-2.2669,3.78403,-5,-62.355,NA,NA,NA,NA
71716,-2.5946,3.28119,-5,-83.612,NA,NA,NA,NA
71849,-2.18195,3.09314,-5,-73.097,NA,NA,NA,NA
72068,-1.42239,3.39407,-5,NA,NA,-13.729,NA,NA
72364,-1.69466,3.32456,-5,-37.971,NA,NA,NA,NA
72513,-2.61812,3.59385,-4.7721,-66.924,NA,NA,NA,NA
72770,-1.73097,3.87092,-5,NA,-8.986,NA,NA,NA
72887,-3.05592,3.77663,-5,NA,-74.34,NA,NA,NA
73008,-2.01796,3.50902,-5,NA,-41.614,NA,NA,NA
73274,-2.75345,4.55025,-5,-75.849,NA,NA,NA,NA
73489,-1.98636,5,-4.21923,-81.331,NA,NA,NA,NA
73693,-2.26533,5,-5,-76.565,NA,NA,NA,NA
73858,-2.70308,4.62307,-5,-72.681,NA,NA,NA,NA
74068,-1.69717,3.78782,-5,-53.825,NA,NA,NA,NA
74347,-2.70091,4.54964,-4.93135,-71.403,NA,NA,NA,NA
74405,-2.21944,5,-4.27384,-90.029,NA,NA,NA,NA
74681,-1.64596,3.97018,-4.41664,-46.104,NA,NA,NA,NA
74814,-2.37032,3.61032,-3.58133,-106.424,NA,NA,NA,NA
75027,-1.081,3.89053,-4.13782,-73.175,NA,NA,NA,NA
75359,-1.15345,4.23428,-4.8664,-45.678,NA,NA,NA,NA
75599,-1.81432,4.01752,-4.9716,NA,-21.885,NA,NA,NA
75696,-1.21593,4.18428,-4.84136,NA,-43.255,NA,NA,NA
75829,-1.92304,5,-4.53433,NA,-77.412,NA,NA,NA
76125,-2.49071,3.38158,-5,-65.185,NA,NA,NA,NA
76248,-2.69736,3.41883,-5,NA,-61.408,NA,NA,NA
76478,-2.16326,5,-5,NA,-73.534,NA,NA,NA
76624,-2.4936,4.56597,-4.17345,-81.954,NA,NA,NA,NA
76993,-1.86823,4.08247,-4.87688,-46.404,NA,NA,NA,NA
77198,-1.60592,4.1729,-4.98476,-37.434,NA,NA,NA,NA
77250,-1.95252,4.7457,-5,-57.611,NA,NA,NA,NA
77527,-1.17663,4.40657,-4.54315,-78.25,NA,NA,NA,NA
77605,-1.82201,5,-3.75384,-105.299,NA,NA,NA,NA
77985,-2.36937,5,-4.18909,-97.703,NA,NA,NA,NA
78137,-2.21491,4.60532,-4.4199,-64.516,NA,NA,NA,NA
78362,-2.01642,5,-5,NA,-70.721,NA,NA,NA
78503,-2.0611,4.04698,-5,NA,NA,-34.935,NA,NA
78688,-2.14673,3.56457,-5,NA,NA,NA,NA,-82.953
78903,-1.65378,4.03936,-4.90799,NA,NA,NA,NA,-78.136
79091,-2.36898,4.20859,-5,-48.048,NA,NA,NA,NA
79350,-1.46128,5,-4.41593,-82.76,NA,NA,NA,NA
79575,-2.06169,5,-4.41088,NA,-88.089,NA,NA,NA
79724,-2.53795,5,-5,NA,-80.924,NA,NA,NA
79862,-3.0155,3.53659,-5,NA,NA,NA,NA,-95.979
80073,-1.82526,3.82859,-4.93615,-46.913,NA,NA,NA,NA
80384,-1.35688,3.57004,-5,-53.716,NA,NA,NA,NA
