id,x0,x1,x2,fitness-2.5,fitness-4.5,fitness-5,fitness-4,fitness-3.5
10875,-1.99204,4.77131,-4.57525,NA,NA,-71.048,NA,NA
11165,-2.11787,3.62018,-5,NA,NA,-49.465,NA,NA
11236,-2.74692,3.78712,-5,NA,NA,-62.421,NA,NA
11595,-1.52806,4.61425,-4.80118,NA,NA,-63.491,NA,NA
11744,-1.89186,3.88095,-5,NA,NA,-33.428,NA,NA
11918,-1.87137,3.59803,-5,NA,NA,-45.481,NA,NA
12164,-1.87412,3.31853,-4.78758,NA,NA,-60.415,NA,NA
12319,-2.6105,3.28588,-5,NA,NA,-84.73,NA,NA
12448,-2.61487,4.34643,-5,NA,-56.219,NA,NA,NA
12685,-1.92492,4.30055,-5,NA,-36.682,NA,NA,NA
12835,-1.58534,3.36757,-5,NA,-20.089,NA,NA,NA
13017,-2.59584,3.32866,-5,NA,-54.255,NA,NA,NA
13351,-2.70209,3.64424,-4.93605,NA,NA,-64.212,NA,NA
13474,-1.996,3.91359,-5,NA,NA,-36.852,NA,NA
13630,-2.43597,3.83553,-5,NA,-44.383,NA,NA,NA
13877,-2.32673,3.34866,-5,NA,-70.687,NA,NA,NA
14130,-2.26457,3.82641,-4.73397,NA,NA,NA,-40.206,NA
14377,-1.46765,4.0203,-5,NA,-25.86,NA,NA,NA
14500,-1.53547,3.54665,-5,NA,NA,-29.658,NA,NA
14663,-2.19192,3.25013,-4.57514,NA,NA,-68.996,NA,NA
14845,-2.0058,3.79287,-3.86791,NA,NA,-59.296,NA,NA
15035,-1.19793,3.26297,-4.77018,NA,NA,-70.623,NA,NA
15239,-2.036,3.0142,-5,NA,NA,-58.73,NA,NA
15430,-1.67004,4.77972,-5,NA,NA,-80.477,NA,NA
15672,-1.96482,2.87233,-5,NA,-78.668,NA,NA,NA
15955,-1.88797,3.4209,-5,NA,NA,NA,-28.27,NA
16146,-1.62008,4.03284,-4.19002,NA,-54.112,NA,NA,NA
16260,-2.2895,3.52848,-4.90362,NA,NA,-48.809,NA,NA
16569,-1.64226,3.42657,-5,NA,NA,-36.822,NA,NA
16635,-1.76807,3.84033,-5,NA,NA,-51.263,NA,NA
16891,-1.71743,3.42343,-5,NA,NA,-35.061,NA,NA
17121,-1.39434,3.23458,-5,NA,NA,NA,-79.432,NA
17294,-1.51422,3.29482,-5,NA,NA,-63.736,NA,NA
17440,-1.73921,4.52163,-5,NA,NA,-61.893,NA,NA
17660,-2.24865,5,-4.79717,NA,NA,-75.159,NA,NA
17867,-1.43993,4.20239,-5,NA,-26.387,NA,NA,NA
18154,-2.24773,4.06611,-5,NA,-45.066,NA,NA,NA
18234,-2.33784,3.25354,-5,NA,NA,NA,-65.057,NA
18505,-1.96859,3.71773,-5,NA,NA,-36.928,NA,NA
18690,-1.81371,4.12186,-5,NA,NA,-43.727,NA,NA
18842,-1.12991,4.63714,-5,NA,NA,-96.89,NA,NA
19155,-1.66911,5,-4.63168,NA,NA,-78.228,NA,NA
19393,-1.24042,4.77258,-4.76524,NA,-80.498,NA,NA,NA
19419,-1.34539,3.59427,-4.87678,NA,NA,-36.249,NA,NA
19652,-1.77068,4.71953,-5,NA,NA,-64.921,NA,NA
19972,-1.8206,5,-4.50606,NA,NA,-82.747,NA,NA
20007,-1.54249,5,-4.47584,NA,NA,-86.344,NA,NA
20253,-1.05383,3.95363,-5,NA,NA,-67.203,NA,NA
20474,-1.72018,4.37618,-5,NA,NA,-44.961,NA,NA
20683,-2.04143,4.18883,-5,NA,NA,-59.932,NA,NA
20901,-1.73476,5,-5,NA,NA,-71.132,NA,NA
21090,-2.13108,4.66864,-4.80718,NA,NA,-59.776,NA,NA
21249,-1.58478,4.57971,-5,NA,-52.901,NA,NA,NA
21489,-2.18733,4.09908,-5,NA,-42.03,NA,NA,NA
21737,-1.99888,4.43609,-4.64426,NA,NA,NA,-50.008,NA
21986,-2.01484,4.95872,-5,NA,-70.357,NA,NA,NA
22148,-1.65583,4.38459,-5,NA,NA,-46.571,NA,NA
22352,-2.15234,4.41741,-5,NA,NA,-58.365,NA,NA
22586,-2.06525,4.45308,-4.57265,NA,NA,-60.47,NA,NA
22649,-1.27956,4.09656,-5,NA,NA,-58.791,NA,NA
22915,-2.43327,3.3871,-4.98158,NA,NA,-57.772,NA,NA
23020,-1.1507,4.50739,-5,NA,-65.48,NA,NA,NA
23238,-2.29308,4.38914,-4.89348,NA,NA,NA,-54.685,NA
23567,-2.32651,3.82886,-5,NA,NA,-65.763,NA,NA
23738,-1.47342,3.01324,-5,NA,-67.854,NA,NA,NA
23811,-1.38591,3.96282,-5,NA,NA,NA,-36.918,NA
24153,-1.07112,3.46557,-5,NA,NA,-50.441,NA,NA
24379,-1.31417,3.32981,-5,NA,NA,-50.15,NA,NA
24593,-1.73398,3.95762,-5,NA,NA,-49.157,NA,NA
24757,-1.75023,4.0928,-5,NA,NA,-41.516,NA,NA
24948,-2.35541,3.54847,-4.43144,NA,-57.036,NA,NA,NA
25007,-1.64328,3.83137,-5,NA,NA,NA,-7.436,NA
25250,-2.3286,4.63147,-4.77161,NA,-51.113,NA,NA,NA
25596,-2.96824,5,-5,NA,NA,-101.081,NA,NA
25687,-1.98696,3.45366,-4.67969,NA,NA,-64.135,NA,NA
25858,-2.3792,4.22372,-5,NA,NA,-50.102,NA,NA
26152,-2.07762,3.90296,-5,NA,-38.035,NA,NA,NA
26237,-1.914,3.99365,-5,NA,-32.745,NA,NA,NA
26582,-1.80905,4.09449,-4.58003,NA,NA,-49.812,NA,NA
26769,-0.906379,4.08552,-5,NA,NA,-73.813,NA,NA
26965,-1.30996,4.86248,-5,NA,NA,-76.109,NA,NA
27158,-1.74397,4.31957,-5,NA,NA,-41.247,NA,NA
27379,-2.43568,3.40371,-5,NA,NA,-58.659,NA,NA
27490,-2.71221,3.36576,-5,NA,NA,NA,-65.84,NA
27705,-2.2195,3.79698,-5,NA,-42.632,NA,NA,NA
27821,-1.44806,3.46556,-5,NA,NA,NA,-17.92,NA
28113,-1.35271,4.23595,-4.74706,NA,NA,-63.255,NA,NA
28300,-1.63902,4.12653,-5,NA,NA,-40.287,NA,NA
28431,-0.912557,4.46066,-4.72464,NA,NA,-92.042,NA,NA
28762,-1.74669,5,-4.51571,NA,NA,-85.028,NA,NA
28951,-1.8085,4.98186,-5,NA,NA,-74.511,NA,NA
29115,-2.61554,5,-4.67774,NA,NA,-92.253,NA,NA
29386,-1.55055,5,-5,NA,NA,-80.079,NA,NA
29421,-2.44055,3.77519,-4.65473,NA,NA,-62.968,NA,NA
29692,-2.00987,3.69837,-4.92595,NA,NA,-34.744,NA,NA
29979,-1.75602,3.8371,-5,NA,-24.452,NA,NA,NA
30036,-1.72501,4.76875,-5,NA,NA,NA,-55.323,NA
30337,-1.48506,3.67125,-4.96348,NA,NA,NA,-6.968,NA
30441,-1.85559,3.49984,-4.72319,NA,-32.019,NA,NA,NA
30729,-2.39063,3.69922,-4.54001,NA,-55.055,NA,NA,NA
30973,-1.52355,3.44962,-4.66942,NA,NA,-44.088,NA,NA
31003,-1.63073,3.81837,-5,NA,NA,-51.575,NA,NA
31363,-1.52376,3.653,-4.78114,NA,NA,-42.274,NA,NA
31522,-1.38648,3.8189,-4.81349,NA,NA,-23.267,NA,NA
31733,-1.78858,4.20315,-5,NA,NA,NA,-37.019,NA
31866,-2.28842,4.43299,-4.44487,NA,NA,-69.826,NA,NA
32122,-1.85666,3.95122,-4.85565,NA,NA,-40.289,NA,NA
32363,-1.2438,4.20893,-4.97189,NA,NA,-63.668,NA,NA
32585,-2.48995,3.76232,-4.77035,NA,NA,-59.361,NA,NA
32766,-2.37872,4.03251,-4.64744,NA,NA,-58.348,NA,NA
32908,-2.28752,4.57593,-5,NA,-58.555,NA,NA,NA
33140,-1.89156,4.62227,-5,NA,NA,-58.315,NA,NA
33210,-2.49961,4.70239,-4.79491,NA,NA,-69.396,NA,NA
33413,-2.15399,5,-5,NA,NA,-77.294,NA,NA
33603,-1.89115,4.81077,-4.4926,NA,-67.213,NA,NA,NA
33846,-1.83773,5,-4.7669,NA,NA,-76.441,NA,NA
34068,-1.27066,4.16178,-4.93742,NA,NA,-64.967,NA,NA
34227,-2.32019,4.07374,-5,NA,NA,-52.329,NA,NA
34425,-1.04532,3.27747,-4.99973,NA,NA,-64.394,NA,NA
34692,-2.34031,4.03248,-5,NA,NA,-51.312,NA,NA
34871,-1.86354,5,-5,NA,NA,-77.437,NA,NA
35144,-2.2481,3.97325,-4.47377,NA,NA,-54.533,NA,NA
35299,-2.28547,4.11819,-5,NA,NA,-47.685,NA,NA
35500,-1.82419,5,-5,NA,NA,-73.259,NA,NA
35631,-1.82871,4.85492,-5,NA,-66.39,NA,NA,NA
35923,-1.88658,3.80545,-4.77391,NA,-27.984,NA,NA,NA
36152,-2.6513,4.37925,-5,NA,NA,-68.41,NA,NA
36297,-1.79598,3.61837,-4.70822,NA,-13.962,NA,NA,NA
36487,-1.43577,3.65305,-5,NA,NA,-30.297,NA,NA
36750,-2.08682,4.70424,-5,NA,NA,-58.165,NA,NA
36813,-1.59129,4.02765,-4.2274,NA,-51.655,NA,NA,NA
37124,-1.54197,3.6533,-4.81018,NA,NA,NA,NA,-65.147
37238,-1.77977,5,-5,NA,NA,NA,-80.48,NA
37475,-1.46161,5,-5,NA,-74.341,NA,NA,NA
37796,-1.67652,4.91761,-5,NA,NA,-75.869,NA,NA
37997,-1.0751,4.0107,-5,NA,NA,-69.318,NA,NA
38062,-1.73248,3.54693,-4.57655,NA,-30.791,NA,NA,NA
38230,-2.6727,4.1056,-5,NA,NA,-68.078,NA,NA
38594,-2.48222,4.68443,-5,NA,-67.554,NA,NA,NA
38728,-1.8841,3.18631,-5,NA,NA,NA,-58.035,NA
38928,-1.5844,3.74152,-5,NA,-20.429,NA,NA,NA
39036,-1.77763,3.58492,-5,NA,NA,NA,-26.857,NA
39393,-1.58551,3.64955,-4.83027,NA,NA,NA,-40.829,NA
39502,-1.99295,5,-5,NA,-72.028,NA,NA,NA
39664,-1.82861,3.57439,-4.64591,NA,NA,-47.872,NA,NA
39964,-2.49527,3.69599,-5,NA,NA,-59.717,NA,NA
40104,-2.97822,4.13569,-5,NA,-77.28,NA,NA,NA
40314,-2.39948,4.26905,-4.70965,NA,NA,-53.033,NA,NA
40555,-1.63596,4.66081,-4.63147,NA,NA,-72.604,NA,NA
40779,-1.24727,3.71084,-4.81174,NA,NA,-48.939,NA,NA
40894,-1.81026,3.59316,-5,NA,NA,-44.647,NA,NA
41158,-2.47573,4.41502,-5,NA,NA,-64.307,NA,NA
41222,-2.41435,4.06307,-5,NA,NA,-56.319,NA,NA
41451,-2.39997,3.31326,-4.69772,NA,NA,-58.579,NA,NA
41619,-2.0779,4.07927,-4.76824,NA,-33.392,NA,NA,NA
41950,-2.47701,3.43196,-5,NA,-59.143,NA,NA,NA
42038,-3.07286,3.87059,-4.54941,NA,-82.336,NA,NA,NA
42373,-2.03335,3.97044,-4.63574,NA,NA,-46.874,NA,NA
42600,-2.14542,3.30353,-5,NA,NA,-64.616,NA,NA
42767,-2.28288,3.65244,-4.47975,NA,NA,-56.531,NA,NA
42880,-2.27825,4.0492,-4.48793,NA,-50.145,NA,NA,NA
43020,-2.09719,4.00692,-5,NA,-37.748,NA,NA,NA
43340,-1.62223,3.3717,-5,NA,-24.096,NA,NA,NA
43516,-1.81177,3.62119,-5,NA,NA,-45.178,NA,NA
43718,-1.6692,3.80551,-5,NA,NA,-50.504,NA,NA
43905,-1.69329,3.38669,-5,NA,NA,-31.748,NA,NA
44010,-1.26962,3.69647,-5,NA,NA,NA,-45.232,NA
44327,-1.2794,3.78562,-5,NA,-12.719,NA,NA,NA
44470,-1.89029,4.43723,-4.68954,NA,-46.228,NA,NA,NA
44766,-1.85577,4.43043,-5,NA,NA,-55.305,NA,NA
44934,-2.09159,4.53474,-5,NA,NA,-57.466,NA,NA
45090,-2.0783,3.52258,-5,NA,NA,-49.982,NA,NA
45304,-1.42279,3.44663,-4.98507,NA,-19.481,NA,NA,NA
45547,-2.9886,3.58446,-5,NA,NA,-80.281,NA,NA
45732,-3.40321,3.78895,-5,NA,NA,-100.501,NA,NA
45855,-2.43804,3.10396,-4.80021,NA,NA,-80.972,NA,NA
46047,-2.5266,3.97068,-4.84454,NA,-56.164,NA,NA,NA
46222,-2.27742,3.47008,-5,NA,NA,NA,-56.463,NA
46476,-2.19748,3.85599,-5,NA,NA,-53.72,NA,NA
46766,-2.15654,3.63019,-4.558,NA,NA,-55.948,NA,NA
46833,-1.55049,3.5598,-5,NA,-5.322,NA,NA,NA
47154,-1.6264,3.5357,-5,NA,NA,-36.596,NA,NA
47377,-1.09498,3.16739,-5,NA,NA,-90.897,NA,NA
47584,-1.18688,3.95384,-5,NA,-35.136,NA,NA,NA
47799,-1.5111,4.1066,-5,NA,NA,NA,-22.764,NA
47837,-1.25739,3.97146,-5,NA,NA,-44.759,NA,NA
48030,-1.92171,3.80248,-5,NA,NA,-30.083,NA,NA
48332,-2.30267,3.42871,-5,NA,NA,-47.566,NA,NA
48498,-1.83982,3.7553,-5,NA,NA,-44.631,NA,NA
48674,-2.06642,3.83742,-5,NA,NA,NA,-37.706,NA
48812,-1.67321,3.67749,-4.97747,NA,NA,-39.333,NA,NA
49128,-1.54088,4.26316,-4.89139,NA,NA,-51.739,NA,NA
49216,-3.10861,4.32435,-5,NA,NA,-88.322,NA,NA
49460,-2.16359,4.3121,-5,NA,NA,-55.753,NA,NA
49699,-2.12051,3.61148,-4.89983,NA,-34.465,NA,NA,NA
49970,-2.47909,3.68426,-5,NA,-53.014,NA,NA,NA
50149,-2.07715,3.42289,-4.59341,NA,NA,-60.096,NA,NA
50291,-1.70842,4.07519,-4.43152,NA,NA,-58.833,NA,NA
50416,-1.67605,3.62265,-4.2961,NA,NA,-56.784,NA,NA
50686,-1.73593,4.28251,-4.44982,NA,-42.751,NA,NA,NA
50922,-2.02949,4.22347,-5,NA,NA,-59.168,NA,NA
51189,-1.28626,3.95767,-5,NA,NA,-46.71,NA,NA
51226,-2.4315,4.0558,-5,NA,NA,-57.269,NA,NA
51575,-2.03708,4.38396,-4.96122,NA,NA,-63.595,NA,NA
51644,-1.54465,4.15837,-5,NA,NA,-48.253,NA,NA
51861,-1.60406,3.51752,-5,NA,NA,-41.55,NA,NA
52063,-2.44921,4.82171,-5,NA,-72.952,NA,NA,NA
52211,-2.31179,4.01123,-4.70857,NA,NA,-57.511,NA,NA
52569,-2.5466,4.11309,-5,NA,-52.95,NA,NA,NA
52702,-1.59289,4.01234,-4.48236,NA,NA,-51.257,NA,NA
52990,-1.32622,4.35408,-4.47223,NA,NA,-57.836,NA,NA
53013,-1.30585,4.38467,-5,NA,NA,-71.837,NA,NA
53230,-1.10532,4.12519,-5,NA,NA,-54.956,NA,NA
53443,-1.85423,4.06822,-5,NA,NA,-45.602,NA,NA
53635,-1.48593,3.48274,-5,NA,NA,-55.8,NA,NA
53909,-1.3598,3.49573,-5,NA,-22.476,NA,NA,NA
54088,-2.13946,4.36908,-4.62326,NA,NA,-59.345,NA,NA
54300,-1.6879,5,-5,NA,NA,-72.323,NA,NA
54498,-1.209,4.18425,-4.94393,NA,NA,-57.431,NA,NA
54734,-0.94357,3.28102,-4.98984,NA,NA,-91.041,NA,NA
54834,-1.62798,4.29231,-4.48646,NA,NA,-67.653,NA,NA
55146,-1.36544,3.93763,-4.91845,NA,-23.51,NA,NA,NA
55333,-1.83563,4.06391,-5,NA,NA,-44.963,NA,NA
55484,-1.39865,3.97764,-4.93266,NA,NA,-38.569,NA,NA
55702,-1.53748,3.99383,-5,NA,NA,-44.421,NA,NA
55885,-2.22516,2.97941,-5,NA,-63.511,NA,NA,NA
56185,-1.18002,3.47177,-5,NA,NA,-57.218,NA,NA
56299,-1.36926,3.94838,-5,NA,NA,-38.938,NA,NA
56591,-1.62648,3.88539,-5,NA,NA,-50.547,NA,NA
56763,-2.39408,4.18619,-4.2487,NA,NA,-80.64,NA,NA
56910,-1.92976,4.11639,-4.92458,NA,-28.402,NA,NA,NA
57070,-2.73868,3.85656,-5,NA,NA,-62.829,NA,NA
57327,-2.06989,3.65177,-5,NA,NA,-44.606,NA,NA
57420,-1.96608,3.74126,-5,NA,NA,-35.787,NA,NA
57712,-1.55236,4.14655,-4.78698,NA,NA,-46.789,NA,NA
57823,-1.6568,4.27409,-5,NA,NA,-38.636,NA,NA
58034,-1.53279,4.36071,-4.33961,NA,NA,-64.089,NA,NA
58256,-1.95627,4.09141,-4.09609,NA,NA,-67.201,NA,NA
58546,-1.81651,4.5933,-5,NA,-55.434,NA,NA,NA
58632,-2.2729,3.77119,-5,NA,NA,-62.772,NA,NA
58980,-1.72775,4.80893,-5,NA,NA,-78.905,NA,NA
59079,-2.11003,4.36607,-5,NA,NA,-57.169,NA,NA
59389,-2.40655,4.42067,-4.95312,NA,NA,-59.304,NA,NA
59423,-2.32836,4.54999,-5,NA,NA,-67.79,NA,NA
59680,-2.08114,4.50919,-5,NA,NA,NA,-57.053,NA
59989,-2.31538,5,-5,NA,-78.544,NA,NA,NA
60065,-2.54083,4.19315,-4.2369,NA,NA,-66.607,NA,NA
60380,-2.58097,4.43601,-5,NA,NA,-70.495,NA,NA
60467,-2.17704,4.46917,-5,NA,NA,-56.327,NA,NA
60623,-2.84839,3.89674,-5,NA,-64.798,NA,NA,NA
60859,-2.91039,4.20593,-5,NA,NA,NA,-73.584,NA
61026,-1.59447,4.36764,-4.87788,NA,-44.009,NA,NA,NA
61400,-1.48758,3.75282,-5,NA,NA,NA,-26.501,NA
61516,-1.21556,4.17538,-5,NA,NA,-59.164,NA,NA
61653,-1.7466,3.5668,-4.58116,NA,NA,NA,-23.458,NA
61878,-1.41054,3.73358,-4.55885,NA,-13.815,NA,NA,NA
62068,-1.71258,3.55987,-5,NA,-15.624,NA,NA,NA
62307,-1.74602,4.35732,-5,NA,NA,NA,-46.063,NA
62583,-1.4009,4.11577,-5,NA,NA,-52.751,NA,NA
62623,-2.63815,3.77073,-5,NA,NA,-54.739,NA,NA
62964,-3.02104,3.57119,-4.13671,NA,NA,-97.332,NA,NA
63106,-2.53212,3.50683,-5,NA,NA,-68.584,NA,NA
63311,-2.41621,3.23337,-4.65752,NA,NA,-69.085,NA,NA
63407,-1.28143,3.12,-5,NA,NA,-80.831,NA,NA
63725,-1.7299,4.42406,-5,NA,NA,-50.258,NA,NA
63908,-1.10125,4.05787,-5,NA,NA,-62.574,NA,NA
64183,-2.2845,3.89137,-5,NA,NA,-61.946,NA,NA
64240,-1.78762,3.90524,-5,NA,-30.125,NA,NA,NA
64458,-1.67917,3.79379,-4.70168,NA,-6.258,NA,NA,NA
64747,-1.49955,3.90938,-5,NA,NA,-27.324,NA,NA
64947,-1.71099,4.20642,-5,NA,NA,-36.678,NA,NA
65007,-2.10252,3.73719,-5,NA,NA,-37.633,NA,NA
65344,-2.10306,4.1872,-4.92911,NA,NA,-59.422,NA,NA
65536,-2.04747,4.5165,-4.44397,NA,NA,-67.947,NA,NA
65734,-1.91258,4.50761,-5,NA,NA,-56.834,NA,NA
65986,-1.61313,4.36124,-5,NA,-45.717,NA,NA,NA
66155,-1.13725,3.72876,-5,NA,-17.721,NA,NA,NA
66384,-1.32236,4.86465,-5,NA,NA,-75.395,NA,NA
66428,-1.81994,4.51852,-4.76336,NA,NA,-57.683,NA,NA
66695,-1.83942,4.62915,-4.07036,NA,NA,NA,-85.367,NA
66971,-1.52634,3.519,-5,NA,NA,-48.384,NA,NA
67063,-0.962535,3.59282,-5,NA,-50.471,NA,NA,NA
67260,-1.40764,4.53991,-3.98629,NA,NA,-89.455,NA,NA
67496,-1.33615,4.6204,-5,NA,NA,-58.886,NA,NA
67657,-1.54139,4.04791,-4.96879,NA,NA,-45.417,NA,NA
67838,-1.74458,3.81475,-5,NA,NA,-52.817,NA,NA
68057,-1.31627,4.00192,-5,NA,NA,-41.116,NA,NA
68327,-2.06698,3.13401,-5,NA,NA,NA,-74.822,NA
68465,-1.18657,4.02699,-4.52612,NA,NA,NA,-44.952,NA
68732,-2.2008,4.08773,-5,NA,NA,-50.892,NA,NA
68920,-1.80836,3.78814,-5,NA,-18.222,NA,NA,NA
69121,-2.5324,4.5715,-5,NA,-67.593,NA,NA,NA
69386,-2.61479,4.08215,-4.14888,NA,NA,-75.023,NA,NA
69439,-1.7664,4.40206,-5,NA,NA,-49.013,NA,NA
69619,-1.78563,4.40657,-4.68489,NA,NA,-52.381,NA,NA
69873,-1.73499,4.33089,-4.77718,NA,NA,-37.239,NA,NA
70009,-1.62763,3.81552,-5,NA,NA,NA,-16.286,NA
70237,-1.66511,3.85332,-5,NA,NA,NA,-33.742,NA
70509,-1.59058,5,-5,NA,-79.285,NA,NA,NA
70740,-1.92089,5,-5,NA,-69.404,NA,NA,NA
70927,-1.63704,4.27493,-4.50085,NA,-39.876,NA,NA,NA
71100,-1.69395,4.408,-5,NA,NA,NA,NA,-59.473
71332,-1.4736,3.98184,-4.15468,NA,NA,NA,-58.267,NA
71545,-2.48336,5,-4.87193,NA,-80.697,NA,NA,NA
71709,-1.45517,3.75568,-5,NA,-4.992,NA,NA,NA
71959,-1.81378,2.94015,-5,NA,-59.571,NA,NA,NA
72022,-1.24137,3.71286,-5,NA,NA,NA,-14.145,NA
72204,-1.31003,3.65614,-5,NA,NA,-45.286,NA,NA
72599,-1.91606,5,-5,NA,NA,-79.839,NA,NA
72660,-1.67895,5,-5,NA,NA,-72.48,NA,NA
72925,-1.66447,4.30155,-5,NA,NA,NA,-44.788,NA
73199,-2.02689,3.79091,-5,NA,-35.66,NA,NA,NA
73302,-1.46369,3.93568,-5,NA,NA,-38.09,NA,NA
73574,-2.36086,4.08439,-4.45927,NA,NA,-58.183,NA,NA
73632,-2.54252,4.36228,-5,NA,NA,-69.111,NA,NA
73867,-2.38603,3.73244,-5,NA,NA,-64.837,NA,NA
74005,-1.19588,4.16234,-5,NA,NA,-57.134,NA,NA
74346,-2.07092,3.88338,-5,NA,-36.637,NA,NA,NA
74570,-1.97237,3.96052,-5,NA,NA,-40.067,NA,NA
74792,-2.3807,4.52725,-5,NA,-57.077,NA,NA,NA
75000,-1.9563,3.21426,-5,NA,NA,NA,-48.599,NA
75153,-2.01273,3.25689,-5,NA,NA,NA,-49.562,NA
75332,-1.86058,4.25987,-5,NA,NA,-43.03,NA,NA
75534,-2.00033,3.37052,-5,NA,-23.923,NA,NA,NA
75660,-2.10751,3.87587,-5,NA,-38.432,NA,NA,NA
75926,-1.54626,3.99726,-5,NA,NA,-43.253,NA,NA
76064,-0.980746,4.06832,-5,NA,NA,NA,-61.708,NA
76227,-1.58877,3.90122,-5,NA,NA,-32.058,NA,NA
76545,-1.10382,4.01935,-5,NA,NA,-67.188,NA,NA
76734,-2.30737,3.58486,-4.52615,NA,NA,-61.892,NA,NA
76950,-2.14987,4.17533,-5,NA,NA,-52.556,NA,NA
77113,-1.73287,3.42021,-5,NA,-27.859,NA,NA,NA
77367,-2.20183,3.56439,-5,NA,NA,NA,-47.382,NA
77418,-2.4936,3.37886,-5,NA,NA,NA,-77.15,NA
77789,-1.62641,3.56363,-5,NA,NA,-31.82,NA,NA
77950,-1.46332,3.57015,-4.66175,NA,NA,NA,-31.135,NA
78107,-2.03894,4.25738,-5,NA,NA,NA,-44.118,NA
78271,-2.38808,4.08845,-5,NA,NA,-53.438,NA,NA
78542,-1.35312,3.81552,-5,NA,NA,-32.366,NA,NA
78739,-1.73148,3.43815,-5,NA,NA,-35.875,NA,NA
78817,-1.97198,3.37357,-5,NA,NA,-69.274,NA,NA
79044,-1.22225,3.26406,-5,NA,NA,NA,-43.591,NA
79213,-2.10719,3.89422,-5,NA,-37.669,NA,NA,NA
79489,-1.73545,4.6294,-5,NA,NA,-69.853,NA,NA
79691,-1.38129,3.65377,-5,NA,-17.696,NA,NA,NA
