id,x0,x1,x2,fitness-2,fitness-1,fitness-1.5,fitness0,fitness-0.5,fitness0.5,fitness-2.5,fitness1,fitness-3,fitness-3.5,fitness1.5,fitness2,fitness-5,fitness-4
14280,1.23394,-1.37226,-0.356645,NA,NA,1814.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14403,0.0477316,-1.2689,-1.03624,NA,NA,NA,1119.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14664,0.698367,-1.90131,-1.32045,NA,647.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14821,0.495786,-0.668045,-2.5357,286.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15017,-1.06445,-1.67364,-2.22572,NA,NA,NA,NA,362.954,NA,NA,NA,NA,NA,NA,NA,NA,NA
15248,-0.488714,-2.36421,-1.3608,NA,NA,550.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15471,-0.608028,-2.47289,-1.52906,NA,NA,2527.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15799,-1.21026,-2.06349,-0.732241,NA,4312.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15808,-0.187188,-1.19223,-0.877373,NA,NA,6782.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,-1.3693,-1.27919,-1.3725,NA,NA,NA,NA,11458.692,NA,NA,NA,NA,NA,NA,NA,NA,NA
16222,-0.725308,-0.787841,-1.87384,NA,NA,10337.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16420,-1.94025,-1.92362,-1.61739,NA,2446.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16666,-1.57205,-2.34826,-0.324117,NA,NA,NA,NA,1209.986,NA,NA,NA,NA,NA,NA,NA,NA,NA
16806,-1.29947,-2.0087,-1.41738,NA,NA,NA,NA,NA,NA,2521.087,NA,NA,NA,NA,NA,NA,NA
17094,-0.932128,-0.857248,-0.609679,NA,NA,11006.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17280,-0.736651,0.194983,-1.25503,NA,3427.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17411,-0.676672,-0.434535,-1.5069,NA,NA,1750.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17752,-0.98613,-0.789678,-0.650673,NA,NA,NA,NA,NA,NA,4774.005,NA,NA,NA,NA,NA,NA,NA
18000,-0.37661,-0.851343,-1.24435,NA,NA,NA,NA,3567.879,NA,NA,NA,NA,NA,NA,NA,NA,NA
18033,1.02685,-0.634568,-1.01676,NA,NA,NA,NA,554.254,NA,NA,NA,NA,NA,NA,NA,NA,NA
18304,-0.918762,-0.831614,-1.42596,NA,NA,NA,NA,13662.699,NA,NA,NA,NA,NA,NA,NA,NA,NA
18450,-2.0052,-0.864853,-1.95274,NA,NA,NA,589.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18620,-2.033,-0.934187,-0.638295,NA,NA,8385.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18814,-2.46888,-1.99325,-1.32139,NA,NA,NA,NA,1786.901,NA,NA,NA,NA,NA,NA,NA,NA,NA
19124,-1.45307,-1.56982,-0.62885,NA,NA,NA,6446.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19211,-2.01624,-2.03177,-0.780299,NA,NA,NA,NA,NA,NA,NA,1515.815,NA,NA,NA,NA,NA,NA
19486,-1.98457,-2.01737,-0.535815,NA,NA,NA,1515.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19793,-0.934186,-2.26779,-1.37163,NA,NA,NA,NA,1491.965,NA,NA,NA,NA,NA,NA,NA,NA,NA
19811,-0.798934,-2.97693,-1.44561,NA,2293.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20177,-1.4092,-1.85997,-1.42854,NA,NA,3805.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20287,-1.35338,-1.3769,-1.13051,NA,1214.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20550,-0.822603,-0.724373,-0.976036,NA,NA,23774.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20642,0.841358,-1.01806,-0.19592,NA,NA,2843.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20974,0.830793,-0.730925,-0.66407,NA,5477.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21133,0.810014,-0.593591,-0.685101,NA,NA,NA,NA,2641.642,NA,NA,NA,NA,NA,NA,NA,NA,NA
21363,-0.00127899,-0.929892,-0.574987,NA,NA,NA,NA,NA,1413.004,NA,NA,NA,NA,NA,NA,NA,NA
21564,-1.41234,-0.863459,-0.234597,NA,NA,NA,NA,5600.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
21735,-1.00707,-0.657951,-0.689902,NA,NA,12955.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21801,-0.0243301,-1.46079,-0.872012,NA,NA,2624.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22200,-0.692848,-0.647005,-1.83468,NA,NA,NA,2949.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22250,-0.843588,-0.906073,-1.70912,NA,NA,NA,1786.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22543,-1.3982,-0.0406022,-0.196206,NA,4234.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22726,-1.4725,-0.96097,-0.343643,NA,2051.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22978,-0.801115,0.90603,-1.33499,NA,NA,6947.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23185,-1.35377,-0.559184,-0.0344223,NA,NA,5183.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23295,-1.05156,0.403815,-0.757986,NA,NA,2631.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23431,-1.2779,-0.892998,-1.60139,NA,NA,NA,NA,7468.664,NA,NA,NA,NA,NA,NA,NA,NA,NA
23653,-0.918847,-1.96182,-1.65305,NA,5383.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23959,-0.643063,-1.90206,-0.693538,NA,NA,8380.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24013,-1.62222,-1.43861,-1.41409,NA,NA,NA,NA,NA,NA,NA,NA,4244.491,NA,NA,NA,NA,NA
24375,-0.859522,-0.771746,-0.937351,NA,NA,27059.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24401,-0.649424,-1.5396,-0.843948,NA,8960.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24652,-1.55943,-1.43737,-1.4356,NA,23920.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24865,-0.646878,-1.36764,-0.522829,2568.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25137,0.349377,-1.55771,0.80691,NA,NA,NA,871.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25371,-1.00669,-0.736899,-0.554587,NA,NA,NA,NA,5015.463,NA,NA,NA,NA,NA,NA,NA,NA,NA
25441,0.298804,-0.25858,-0.782198,NA,6163.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25608,-0.395346,-0.814052,-1.55305,NA,NA,NA,NA,3041.156,NA,NA,NA,NA,NA,NA,NA,NA,NA
25804,-0.869901,-0.941886,-1.57061,NA,NA,NA,NA,5629.042,NA,NA,NA,NA,NA,NA,NA,NA,NA
26137,-2.58007,-0.806688,-1.59202,NA,1869.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26269,-3.94077,-1.281,-2.10142,NA,288.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26559,-3.50849,-0.818773,-0.794944,3222.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26626,-3.50937,-0.223278,-1.94989,NA,NA,1410.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26817,-2.68285,1.34799,-0.580625,NA,NA,NA,NA,415.546,NA,NA,NA,NA,NA,NA,NA,NA,NA
27126,-0.715559,0.754074,-0.728279,NA,8642.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27262,-1.24048,-0.199698,-0.630331,NA,NA,4214.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27583,-1.07554,-1.29885,-0.837113,NA,6820.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27771,-1.28176,-2.10358,-1.67459,NA,NA,NA,1359.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27957,-3.09312,-1.19559,-1.30153,NA,NA,NA,NA,618.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
28086,-1.65432,-1.63628,-1.80618,NA,NA,813.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28376,-1.33778,-1.42043,-2.14685,NA,NA,NA,NA,3024.954,NA,NA,NA,NA,NA,NA,NA,NA,NA
28441,-1.25917,-0.266658,-1.40223,3295.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28775,-2.46844,-0.720852,-0.595742,NA,NA,NA,NA,4270.709,NA,NA,NA,NA,NA,NA,NA,NA,NA
28892,-1.42114,-0.624864,1.13811,NA,NA,NA,NA,1191.955,NA,NA,NA,NA,NA,NA,NA,NA,NA
29087,-1.60448,-0.87905,0.802941,NA,NA,NA,NA,2829.679,NA,NA,NA,NA,NA,NA,NA,NA,NA
29272,-1.46049,-0.14683,-0.346077,NA,NA,NA,NA,NA,1856.148,NA,NA,NA,NA,NA,NA,NA,NA
29464,-1.34422,-1.67934,-1.46498,NA,NA,NA,NA,NA,2682.408,NA,NA,NA,NA,NA,NA,NA,NA
29681,-1.96355,-0.736042,-0.291148,NA,4910.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29993,-1.8784,-0.719645,-0.565595,NA,NA,4709.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30013,-0.293409,-1.05495,-0.759995,NA,NA,NA,NA,6400.454,NA,NA,NA,NA,NA,NA,NA,NA,NA
30344,-1.31735,-0.87522,-1.38184,NA,NA,NA,13486.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30592,-1.65462,-1.45292,-2.86519,NA,NA,NA,1023.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30793,-1.64651,-0.202671,-1.46144,NA,NA,NA,NA,NA,NA,NA,NA,2194.817,NA,NA,NA,NA,NA
30920,-1.48706,-0.547908,-1.4716,NA,NA,10190.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31155,-1.44286,0.241447,-1.50493,NA,NA,4858.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31208,-3.55059,-0.227639,-0.666276,NA,NA,NA,1699.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31530,-2.0657,0.217412,-0.894297,NA,NA,NA,NA,1110.145,NA,NA,NA,NA,NA,NA,NA,NA,NA
31626,-1.47389,-1.28085,-0.31994,NA,NA,NA,NA,9575.269,NA,NA,NA,NA,NA,NA,NA,NA,NA
31845,-1.24409,-0.854768,-0.61926,NA,14314.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32123,-0.994609,-0.50776,-1.54068,NA,2732.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32344,-1.54424,-0.56029,-1.98563,NA,NA,NA,NA,4597.631,NA,NA,NA,NA,NA,NA,NA,NA,NA
32482,-0.373969,-0.716381,-0.812145,NA,NA,NA,NA,1020.568,NA,NA,NA,NA,NA,NA,NA,NA,NA
32724,-1.35207,-0.845834,-2.15012,4321.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32852,-1.34497,-0.949161,-1.44278,NA,NA,NA,NA,NA,NA,5426.335,NA,NA,NA,NA,NA,NA,NA
33136,-0.716104,-1.33728,0.0187654,NA,NA,6999.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33323,0.222721,-1.01482,-0.66141,NA,NA,2752.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33518,-1.63108,-0.316204,-0.746877,NA,NA,8023.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33608,-1.87548,-0.0144052,-0.960824,NA,NA,NA,561.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33810,-1.50836,-0.87143,-1.31433,NA,NA,NA,NA,NA,NA,NA,3885.934,NA,NA,NA,NA,NA,NA
34035,-1.38185,-1.6029,-0.383581,NA,NA,NA,1235.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34366,-0.331655,-0.935655,-0.568541,NA,5822.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34491,-0.901287,-2.07055,0.361987,NA,NA,NA,NA,NA,NA,600.901,NA,NA,NA,NA,NA,NA,NA
34678,-0.647793,-1.30705,1.52752,NA,NA,NA,NA,NA,NA,NA,NA,289.806,NA,NA,NA,NA,NA
34907,-0.936954,-1.19864,-0.123255,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034.756,NA,NA,NA,NA
35125,-1.23516,-1.33366,-0.901717,NA,NA,1188.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35375,-1.18928,-1.94937,-0.67881,1265.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35459,-1.42856,-1.14116,-0.820105,NA,NA,NA,NA,NA,NA,868.466,NA,NA,NA,NA,NA,NA,NA
35797,-0.865783,-0.86396,-1.10807,NA,NA,NA,NA,NA,NA,663.889,NA,NA,NA,NA,NA,NA,NA
35885,-1.58026,0.820435,-0.829025,NA,NA,3242.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36028,-1.71475,-1.29298,-1.03564,NA,NA,NA,1420.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36225,-3.08694,-2.1136,-0.859175,NA,909.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36462,-3.12106,-1.46181,-0.836922,NA,NA,NA,NA,5576.904,NA,NA,NA,NA,NA,NA,NA,NA,NA
36664,-2.50771,-0.563896,-0.267182,NA,NA,2198.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36886,-2.15145,-0.709779,-1.21049,NA,4155.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37011,-1.42123,-0.713812,-1.45796,NA,8106.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37345,-1.35754,-0.161944,-3.52334,NA,2831.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37457,-2.12612,-0.759986,-2.25752,NA,NA,755.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37733,-1.2399,-0.81353,-1.2495,NA,NA,11107.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37842,-0.0639682,-1.49309,-1.51269,NA,10155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38037,-0.181286,-0.356033,-0.209708,NA,4708.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38384,-0.0494358,0.643176,-0.87423,NA,NA,NA,1125.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38572,0.650643,0.804182,-1.63199,NA,NA,NA,NA,655.999,NA,NA,NA,NA,NA,NA,NA,NA,NA
38764,0.790169,-0.151521,-1.51073,NA,5185.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38942,1.03967,-1.28619,-0.620643,NA,NA,NA,754.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39185,-0.493343,-2.01866,-0.852091,NA,NA,2254.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39245,-0.266468,-2.02905,-1.52103,NA,NA,3672.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39548,-0.787237,-1.35235,-0.979247,5865.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39673,-0.602208,-1.09783,-1.35588,NA,1710.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39860,-0.207933,-1.50668,-1.55263,NA,7962.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40010,0.0228862,-1.52544,-3.38606,NA,1145.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40366,-0.21709,-1.91875,-1.65152,NA,NA,NA,NA,1027.797,NA,NA,NA,NA,NA,NA,NA,NA,NA
40432,-0.259889,-0.298033,-1.84,NA,NA,1496.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40768,-1.08656,-1.03563,-0.956038,NA,NA,561.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40950,-0.0972193,-1.41379,-1.32516,6560.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41095,-1.49581,-1.69314,-0.774197,NA,NA,1255.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41346,-2.08199,-1.39314,-0.813611,4882.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41467,-1.53596,-1.22253,-0.863182,NA,NA,5111.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41788,-0.315918,-0.760264,-0.193108,NA,NA,NA,NA,NA,NA,2800.641,NA,NA,NA,NA,NA,NA,NA
41846,-0.14188,-0.281567,-0.0575204,NA,4791.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42048,-2.09985,0.320553,-0.0829744,NA,NA,NA,NA,568.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
42222,-1.51639,-0.245646,0.250773,NA,NA,3677.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42431,-0.994985,-0.0742817,-1.25204,NA,NA,NA,NA,NA,NA,898.084,NA,NA,NA,NA,NA,NA,NA
42608,-1.55501,-0.996644,-1.0145,NA,3391.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
