id,x0,x1,x2,fitness7.5,fitness9,fitness8.5,fitness8,fitness7,fitness6.5
9345,7.27904,8.26728,7.50261,NA,0.614,NA,NA,NA,NA
9439,7.15801,7.46553,8.17889,NA,NA,NA,NA,0.831,NA
9702,7.41801,7.78626,7.42034,NA,NA,0.89,NA,NA,NA
9854,6.99402,8.09861,8.23657,0.808,NA,NA,NA,NA,NA
10112,7.20319,7.6441,7.71998,NA,NA,NA,0.891,NA,NA
10366,8.12539,8.20251,8.13035,0.883,NA,NA,NA,NA,NA
10549,7.68649,8.76058,7.11528,NA,NA,NA,NA,0.668,NA
10756,7.54757,7.2985,7.97425,0.939,NA,NA,NA,NA,NA
10991,7.85665,7.65348,8.37226,NA,NA,NA,0.872,NA,NA
11118,7.23578,7.37639,7.44424,NA,0.733,NA,NA,NA,NA
11350,7.8419,6.76054,7.95205,NA,NA,NA,0.744,NA,NA
11455,7.78484,7.45256,8.26898,NA,NA,NA,NA,0.875,NA
11712,7.70491,7.4629,8.01932,NA,NA,NA,0.961,NA,NA
11812,7.11361,6.95143,8.05635,0.775,NA,NA,NA,NA,NA
12052,8.02253,7.30652,7.79266,NA,NA,NA,NA,0.838,NA
12318,7.4435,7.84316,7.44435,0.922,NA,NA,NA,NA,NA
12552,7.13047,7.59946,7.31017,NA,NA,0.79,NA,NA,NA
12710,7.32552,8.18884,7.91417,0.915,NA,NA,NA,NA,NA
12935,6.96232,7.51572,7.27452,NA,NA,0.689,NA,NA,NA
13039,7.55646,6.9717,7.7957,0.865,NA,NA,NA,NA,NA
13263,8.13621,7.09486,7.25691,0.808,NA,NA,NA,NA,NA
13558,7.72999,7.83631,7.92417,0.966,NA,NA,NA,NA,NA
13638,7.5063,8.08177,7.53789,NA,NA,NA,NA,0.788,NA
13864,7.89178,8.24667,7.43683,0.891,NA,NA,NA,NA,NA
14069,7.84645,8.19938,7.62278,NA,NA,NA,NA,0.862,NA
14354,7.19879,8.23748,7.56512,NA,NA,NA,0.886,NA,NA
14539,6.88179,8.31458,7.26805,NA,NA,NA,0.741,NA,NA
14721,7.01405,7.5435,7.19039,NA,NA,NA,NA,0.746,NA
14880,7.6414,7.72254,7.43077,NA,NA,NA,0.976,NA,NA
15173,7.95905,7.94759,7.86614,NA,NA,NA,NA,0.918,NA
15305,8.27507,7.03623,8.20625,0.78,NA,NA,NA,NA,NA
15501,6.97792,7.57429,7.36002,NA,NA,NA,0.82,NA,NA
15680,7.32897,7.74312,7.13938,NA,NA,NA,0.845,NA,NA
15978,7.28703,7.50207,7.78754,NA,NA,0.862,NA,NA,NA
16047,6.87786,7.56039,7.68784,NA,NA,0.712,NA,NA,NA
16289,7.33027,7.42824,6.66496,0.732,NA,NA,NA,NA,NA
16540,6.83115,7.63021,8.17075,NA,NA,NA,0.741,NA,NA
16642,7.53184,8.30351,8.1009,NA,NA,0.781,NA,NA,NA
16981,7.27654,7.22058,7.74585,NA,0.681,NA,NA,NA,NA
17175,7.57962,8.13495,7.62957,NA,NA,NA,0.938,NA,NA
17262,7.39375,7.25725,7.06588,NA,NA,NA,0.793,NA,NA
17504,8.19068,7.7321,7.41294,0.936,NA,NA,NA,NA,NA
17636,6.90843,7.55767,8.22793,NA,NA,NA,0.806,NA,NA
17828,7.98931,8.18863,7.71644,0.939,NA,NA,NA,NA,NA
18177,6.93548,7.94336,7.38575,NA,NA,NA,0.837,NA,NA
18345,6.98263,7.49388,8.36883,NA,NA,NA,NA,0.683,NA
18423,7.68244,7.52274,6.8986,0.854,NA,NA,NA,NA,NA
18735,8.47226,7.65137,7.37599,NA,NA,NA,0.847,NA,NA
18962,7.65981,7.91305,8.24936,0.923,NA,NA,NA,NA,NA
19066,7.42928,7.26364,7.72271,0.941,NA,NA,NA,NA,NA
19222,7.32591,8.2623,7.12789,NA,NA,NA,0.834,NA,NA
19472,8.15206,7.98709,7.57401,NA,NA,NA,0.936,NA,NA
19640,7.71948,8.34121,7.71956,NA,NA,NA,0.875,NA,NA
19835,6.90568,7.67036,7.4996,NA,NA,NA,0.851,NA,NA
20160,8.12382,7.61365,7.57137,NA,NA,0.851,NA,NA,NA
20286,6.92317,8.08865,7.45076,NA,NA,NA,0.807,NA,NA
20535,7.39346,7.5191,7.701,NA,NA,NA,0.969,NA,NA
20783,7.58083,8.50167,8.20859,NA,NA,0.761,NA,NA,NA
20836,7.60163,7.50415,7.13512,NA,NA,NA,0.879,NA,NA
21043,8.05738,7.25214,7.38441,NA,NA,NA,0.907,NA,NA
21297,8.43096,7.59868,7.29853,NA,NA,NA,NA,0.81,NA
21479,8.27257,7.89992,7.68152,0.932,NA,NA,NA,NA,NA
21624,7.45565,8.04198,6.98526,NA,NA,0.744,NA,NA,NA
21936,7.66707,7.97692,7.64726,NA,0.807,NA,NA,NA,NA
22171,7.36684,7.51639,7.72494,NA,NA,NA,0.934,NA,NA
22215,7.69051,8.01266,8.2329,NA,NA,NA,0.921,NA,NA
22419,7.31232,7.6868,7.32155,NA,NA,0.844,NA,NA,NA
22687,7.20062,7.30229,8.07901,NA,NA,NA,0.877,NA,NA
22968,7.43801,7.43088,8.27153,NA,NA,NA,0.903,NA,NA
23164,7.29785,7.61259,8.36763,0.86,NA,NA,NA,NA,NA
23313,7.04538,6.81858,8.29443,0.676,NA,NA,NA,NA,NA
23544,7.4911,8.50061,7.712,NA,NA,NA,0.877,NA,NA
23730,7.45909,7.61705,7.96037,0.971,NA,NA,NA,NA,NA
23906,7.04926,8.30559,7.26392,0.789,NA,NA,NA,NA,NA
24183,8.3971,7.57801,7.74939,NA,NA,NA,0.901,NA,NA
24364,7.91236,8.14732,7.30225,NA,NA,0.758,NA,NA,NA
24558,7.68416,8.06823,7.67385,NA,NA,0.887,NA,NA,NA
24663,7.11033,6.74524,7.8889,0.721,NA,NA,NA,NA,NA
24947,7.85377,8.0041,9.21732,NA,NA,0.608,NA,NA,NA
25004,8.371,7.48628,7.99268,NA,NA,NA,0.846,NA,NA
25360,7.91629,7.95425,8.30596,NA,NA,NA,0.861,NA,NA
25552,7.50335,7.93651,8.61138,NA,NA,0.773,NA,NA,NA
25704,8.4651,7.92956,8.34814,0.784,NA,NA,NA,NA,NA
25808,7.56135,7.88499,7.69556,NA,NA,NA,NA,0.858,NA
26041,7.43878,8.30038,7.23096,0.83,NA,NA,NA,NA,NA
26268,7.93345,8.51038,7.03859,0.78,NA,NA,NA,NA,NA
26509,7.2882,8.59423,7.69251,0.828,NA,NA,NA,NA,NA
26729,7.91252,7.99444,7.71615,NA,NA,NA,0.924,NA,NA
26953,7.3875,7.47896,7.922,NA,NA,NA,0.951,NA,NA
27111,8.1193,7.79589,8.00444,NA,NA,NA,0.92,NA,NA
27237,7.46728,7.82992,7.99573,NA,NA,NA,0.966,NA,NA
27470,7.90859,7.1738,7.49974,NA,NA,NA,NA,0.854,NA
27725,6.97214,7.45624,7.54145,0.863,NA,NA,NA,NA,NA
27836,8.07868,8.10218,7.76885,NA,NA,NA,0.939,NA,NA
28129,8.01828,8.13201,7.90261,NA,NA,NA,0.935,NA,NA
28340,7.47453,8.16493,7.62427,0.935,NA,NA,NA,NA,NA
28430,7.40473,7.91004,8.25746,NA,NA,NA,NA,0.805,NA
28794,8.65773,7.89126,8.03046,0.812,NA,NA,NA,NA,NA
28828,8.76555,8.15912,8.32662,0.709,NA,NA,NA,NA,NA
29126,8.34101,8.20139,8.32274,0.801,NA,NA,NA,NA,NA
29326,7.76082,7.80766,8.65576,0.844,NA,NA,NA,NA,NA
29562,7.62855,7.35738,8.53998,0.844,NA,NA,NA,NA,NA
29663,6.80365,7.00386,7.8523,NA,NA,NA,0.706,NA,NA
29867,7.4466,7.32807,8.2833,0.859,NA,NA,NA,NA,NA
30026,7.46791,7.69802,7.33397,NA,NA,0.851,NA,NA,NA
30314,7.69582,7.84077,7.48107,0.984,NA,NA,NA,NA,NA
30574,8.42366,7.52893,7.00218,NA,NA,0.711,NA,NA,NA
30702,7.27358,7.58024,8.61067,0.817,NA,NA,NA,NA,NA
30939,7.31326,7.56951,7.9242,NA,NA,NA,0.943,NA,NA
31005,6.73733,7.6016,7.39175,NA,NA,NA,0.782,NA,NA
31329,7.50572,6.86552,7.29959,NA,NA,NA,NA,0.739,NA
31479,7.53174,7.99141,7.43345,0.949,NA,NA,NA,NA,NA
31606,7.32102,7.53216,8.02319,NA,NA,NA,NA,0.822,NA
31876,8.02325,7.36088,8.08185,NA,NA,NA,NA,0.83,NA
32170,8.42541,7.56004,7.1751,NA,NA,NA,NA,0.775,NA
32365,7.71839,7.9559,8.24856,NA,NA,NA,NA,0.845,NA
32511,7.53199,6.85719,7.51369,NA,NA,NA,NA,0.68,NA
32720,7.51962,7.61473,7.10095,0.901,NA,NA,NA,NA,NA
32967,7.30004,8.47505,7.29403,NA,NA,NA,NA,0.728,NA
33181,8.19863,7.93942,8.20561,0.892,NA,NA,NA,NA,NA
33287,6.90106,7.15451,7.89411,NA,NA,0.634,NA,NA,NA
33572,8.08947,8.87143,8.41754,NA,NA,NA,0.665,NA,NA
33672,7.82327,7.80827,7.71427,NA,NA,NA,NA,0.898,NA
33814,7.61617,8.48671,7.9336,NA,NA,NA,0.848,NA,NA
34184,7.29369,7.3987,6.96193,NA,NA,NA,0.787,NA,NA
34352,7.6126,7.95737,7.87339,NA,NA,0.916,NA,NA,NA
34466,7.17565,8.69281,7.71405,0.779,NA,NA,NA,NA,NA
34798,8.00309,8.18278,7.82974,NA,NA,NA,0.92,NA,NA
34945,8.20635,6.94354,8.07258,NA,NA,NA,0.765,NA,NA
35186,7.88876,7.20992,7.65582,0.938,NA,NA,NA,NA,NA
35262,8.38297,8.0342,8.11418,NA,NA,0.803,NA,NA,NA
35581,8.16463,7.98047,7.88914,NA,NA,0.851,NA,NA,NA
35722,7.52125,7.78925,7.87444,NA,NA,NA,0.973,NA,NA
35944,8.1111,7.25044,7.24734,NA,NA,0.782,NA,NA,NA
36097,8.64575,8.30421,7.65819,NA,NA,NA,0.748,NA,NA
36243,7.91751,8.17522,7.03913,0.852,NA,NA,NA,NA,NA
36600,7.42207,7.48978,6.95247,NA,NA,NA,0.824,NA,NA
36655,7.80451,7.98374,6.71574,NA,NA,NA,0.749,NA,NA
36888,8.03182,8.84559,7.75137,0.776,NA,NA,NA,NA,NA
37055,7.93803,7.75541,8.69667,NA,NA,NA,NA,0.688,NA
37262,7.9828,7.56761,7.9801,NA,NA,NA,0.965,NA,NA
37453,7.66394,7.71239,7.84136,0.994,NA,NA,NA,NA,NA
37756,7.55206,8.28662,7.7902,NA,NA,NA,0.908,NA,NA
37905,7.19254,7.59517,7.01185,0.837,NA,NA,NA,NA,NA
38144,7.90907,8.28053,7.7609,0.915,NA,NA,NA,NA,NA
38349,6.91971,7.69883,7.39369,NA,NA,NA,NA,0.781,NA
38456,6.7841,7.01352,7.75043,0.719,NA,NA,NA,NA,NA
38664,8.30049,7.34476,7.39353,NA,NA,NA,0.884,NA,NA
38880,7.59462,6.70356,7.29478,0.729,NA,NA,NA,NA,NA
39128,8.09466,7.64867,7.41638,0.951,NA,NA,NA,NA,NA
39280,7.55699,7.82819,6.90244,NA,NA,NA,0.851,NA,NA
39461,7.83598,8.42411,7.88196,NA,NA,NA,0.863,NA,NA
39672,7.63089,7.65358,6.79581,NA,NA,NA,0.793,NA,NA
39933,7.92871,7.10348,7.49067,0.876,NA,NA,NA,NA,NA
40034,6.88236,7.73032,7.8289,NA,NA,NA,0.81,NA,NA
40230,6.56142,7.44563,7.35773,0.7,NA,NA,NA,NA,NA
40533,7.29042,7.80723,7.66278,0.932,NA,NA,NA,NA,NA
40735,6.78767,7.90209,7.68684,0.815,NA,NA,NA,NA,NA
40949,7.68157,7.67965,8.42936,NA,NA,NA,NA,0.834,NA
41060,8.64617,8.91427,7.58691,0.601,NA,NA,NA,NA,NA
41267,8.6431,8.27986,7.89706,0.779,NA,NA,NA,NA,NA
41409,8.47556,8.18393,7.8707,0.81,NA,NA,NA,NA,NA
41790,6.91697,7.19886,7.7606,NA,NA,NA,NA,0.75,NA
41954,7.20017,7.9257,8.61003,NA,NA,NA,NA,0.74,NA
42061,8.01184,7.35337,8.02978,0.932,NA,NA,NA,NA,NA
42389,8.11558,7.80034,8.06797,0.919,NA,NA,NA,NA,NA
42542,8.0823,7.77368,8.12362,NA,NA,NA,0.937,NA,NA
42785,7.54757,7.14745,7.60299,NA,NA,0.866,NA,NA,NA
42818,7.44429,7.80678,7.79234,NA,NA,NA,NA,0.915,NA
43181,7.18683,8.79454,7.47918,0.74,NA,NA,NA,NA,NA
43369,7.25077,7.67711,7.51758,NA,NA,NA,0.938,NA,NA
43481,8.42289,7.58067,7.10105,NA,NA,NA,0.825,NA,NA
43725,8.52074,7.94629,6.76295,0.645,NA,NA,NA,NA,NA
43806,8.61305,8.00571,7.86349,NA,NA,NA,0.817,NA,NA
44114,8.07191,8.06543,7.27724,NA,NA,NA,0.903,NA,NA
44396,7.24727,7.59594,7.01129,NA,NA,NA,0.847,NA,NA
44593,7.45547,7.70937,7.36595,0.957,NA,NA,NA,NA,NA
44655,7.97226,7.8219,7.93097,NA,NA,NA,0.942,NA,NA
44924,7.45624,8.68542,7.99331,NA,NA,NA,0.772,NA,NA
45070,7.71994,7.9679,8.46812,NA,NA,NA,NA,0.831,NA
45344,8.08618,7.02133,7.55021,NA,NA,NA,0.852,NA,NA
45563,8.61132,6.94835,7.40968,0.689,NA,NA,NA,NA,NA
45677,8.61604,7.66505,8.34408,NA,NA,0.718,NA,NA,NA
45903,8.09727,8.28219,8.62769,NA,NA,NA,0.763,NA,NA
46039,7.16717,7.20598,8.74165,NA,NA,NA,0.705,NA,NA
46261,7.56362,6.82641,8.15221,NA,NA,0.715,NA,NA,NA
46412,8.47848,7.10626,7.85297,0.812,NA,NA,NA,NA,NA
46740,8.19683,8.09115,7.30694,NA,NA,0.77,NA,NA,NA
46843,8.34898,8.44804,7.60181,NA,NA,0.765,NA,NA,NA
47088,7.43035,8.01068,8.58872,NA,NA,NA,0.801,NA,NA
47316,7.32199,8.42387,8.6049,NA,NA,NA,0.684,NA,NA
47516,7.93527,7.86047,7.59303,NA,NA,0.904,NA,NA,NA
47682,8.16495,7.73093,7.17681,NA,NA,NA,0.886,NA,NA
47892,8.03367,7.72369,8.03557,0.952,NA,NA,NA,NA,NA
48146,7.43433,7.48303,8.20606,0.912,NA,NA,NA,NA,NA
48358,8.02874,7.67076,8.68849,0.817,NA,NA,NA,NA,NA
48448,8.51362,8.34478,8.5703,NA,NA,NA,0.641,NA,NA
48732,7.45293,8.22982,7.79678,0.932,NA,NA,NA,NA,NA
48857,8.06024,7.88845,7.02245,0.868,NA,NA,NA,NA,NA
49041,7.10354,8.18611,8.19811,NA,NA,NA,0.819,NA,NA
49307,7.24233,8.49379,8.34281,0.769,NA,NA,NA,NA,NA
49513,8.09437,7.94376,8.60174,0.822,NA,NA,NA,NA,NA
49777,8.25098,7.6914,8.43147,NA,NA,NA,NA,0.719,NA
49951,7.99404,7.82365,7.78142,NA,NA,NA,NA,0.885,NA
50050,7.83794,7.66474,7.65239,0.994,NA,NA,NA,NA,NA
50393,7.82895,8.30967,7.71789,NA,NA,NA,0.927,NA,NA
50486,8.58355,7.88019,7.36646,NA,NA,NA,NA,0.712,NA
50704,7.27186,8.7976,7.46806,NA,NA,0.695,NA,NA,NA
50862,7.62639,7.25363,8.12618,NA,NA,NA,0.885,NA,NA
51057,8.08236,7.69721,8.0784,NA,NA,NA,0.932,NA,NA
51288,7.2285,7.96331,8.36162,0.855,NA,NA,NA,NA,NA
51500,7.53701,7.67293,7.59045,NA,NA,NA,0.988,NA,NA
51685,7.62223,7.86761,7.97436,NA,0.795,NA,NA,NA,NA
51944,7.92088,7.5125,7.84178,0.959,NA,NA,NA,NA,NA
52153,8.28816,7.51152,7.5561,NA,NA,NA,0.918,NA,NA
52345,7.59359,7.83452,7.22401,NA,NA,NA,0.939,NA,NA
52522,7.71251,8.22228,7.4356,NA,NA,NA,0.913,NA,NA
52779,8.36719,8.06416,7.64299,NA,NA,NA,0.892,NA,NA
52965,7.88071,9.1254,7.84293,NA,NA,NA,0.657,NA,NA
53084,7.51561,8.40095,7.73886,NA,NA,NA,0.885,NA,NA
53222,7.69895,6.92048,8.18864,NA,NA,NA,0.79,NA,NA
53511,8.39382,7.91977,8.02755,0.866,NA,NA,NA,NA,NA
53685,7.2237,7.86919,8.884,NA,NA,NA,0.729,NA,NA
53810,7.3315,7.75201,7.96297,0.948,NA,NA,NA,NA,NA
54008,7.72983,8.4917,7.82144,0.865,NA,NA,NA,NA,NA
54394,7.57217,7.18128,8.72999,0.745,NA,NA,NA,NA,NA
54580,8.17348,8.14242,8.72234,0.75,NA,NA,NA,NA,NA
54653,7.94106,7.44389,8.31142,0.904,NA,NA,NA,NA,NA
54873,7.52485,7.28048,8.25369,NA,NA,0.825,NA,NA,NA
55157,8.73066,7.58077,8.03661,0.775,NA,NA,NA,NA,NA
55217,7.39129,7.49078,6.97609,0.855,NA,NA,NA,NA,NA
55418,7.97411,7.7219,7.18402,NA,NA,NA,0.884,NA,NA
55737,7.26999,7.87375,7.16466,0.889,NA,NA,NA,NA,NA
55899,6.84371,7.79643,7.10042,0.721,NA,NA,NA,NA,NA
56099,7.16854,7.41625,6.59439,NA,NA,NA,0.664,NA,NA
56400,7.38123,7.91607,6.96179,0.826,NA,NA,NA,NA,NA
56532,7.87877,8.2195,7.62751,NA,NA,NA,0.939,NA,NA
56616,7.62477,8.00917,7.71247,NA,NA,NA,NA,0.916,NA
56979,8.76071,7.35326,7.51272,0.755,NA,NA,NA,NA,NA
57121,7.214,7.80875,7.56705,0.924,NA,NA,NA,NA,NA
57250,7.26637,7.81114,8.42394,NA,NA,NA,0.852,NA,NA
57571,7.05632,7.57292,7.09115,0.821,NA,NA,NA,NA,NA
57654,7.44051,8.41532,7.31568,NA,NA,NA,NA,0.788,NA
57998,7.24655,7.84129,7.53725,0.944,NA,NA,NA,NA,NA
58161,7.11589,8.26059,7.33613,NA,NA,NA,0.808,NA,NA
58330,8.05026,7.63294,8.05061,NA,NA,NA,0.913,NA,NA
58497,8.03197,7.8803,8.39008,0.885,NA,NA,NA,NA,NA
58629,8.1728,7.17575,7.80166,NA,NA,NA,NA,0.831,NA
58923,8.69784,7.30704,7.76127,0.768,NA,NA,NA,NA,NA
59156,8.34021,8.03081,7.44651,NA,NA,NA,0.884,NA,NA
59364,7.64759,7.4957,7.83822,0.983,NA,NA,NA,NA,NA
59401,7.53876,7.62271,6.88874,0.828,NA,NA,NA,NA,NA
59676,7.7348,7.56157,7.41289,0.965,NA,NA,NA,NA,NA
59801,7.2085,8.44841,7.85318,NA,NA,NA,0.843,NA,NA
60052,7.87388,7.42056,7.66644,NA,NA,NA,0.967,NA,NA
60275,8.17086,8.85931,7.91734,NA,NA,NA,0.718,NA,NA
60514,7.44738,7.97287,8.55997,NA,NA,NA,0.84,NA,NA
60759,7.6905,6.90926,7.7672,NA,NA,NA,NA,0.777,NA
60956,9.01976,7.52858,7.64991,0.742,NA,NA,NA,NA,NA
61157,7.66335,7.0063,8.12068,NA,NA,NA,0.836,NA,NA
61250,8.3182,7.58424,7.59443,0.923,NA,NA,NA,NA,NA
61551,7.67761,7.65168,7.14362,NA,NA,NA,NA,0.833,NA
61717,7.65346,7.60634,6.96681,NA,NA,NA,0.878,NA,NA
61920,7.68648,8.07744,7.81227,NA,NA,NA,0.959,NA,NA
62179,7.81267,8.07977,7.63155,NA,NA,NA,0.926,NA,NA
62250,7.03815,8.06908,8.14763,NA,NA,NA,NA,0.77,NA
62556,7.85266,7.32583,7.07324,NA,NA,0.797,NA,NA,NA
62742,7.76046,7.78665,7.91082,0.989,NA,NA,NA,NA,NA
62816,7.63167,7.61876,7.24334,NA,NA,0.819,NA,NA,NA
63144,7.28085,7.64261,7.76285,NA,NA,NA,0.923,NA,NA
63273,8.13218,7.48767,7.61544,0.918,NA,NA,NA,NA,NA
63573,8.25848,7.22864,6.97245,0.772,NA,NA,NA,NA,NA
63794,7.93631,7.63987,6.481,NA,NA,NA,0.696,NA,NA
63956,7.2679,7.26689,8.1668,0.869,NA,NA,NA,NA,NA
64189,7.56353,7.194,7.15653,0.869,NA,NA,NA,NA,NA
64220,8.03064,7.16668,7.53986,0.877,NA,NA,NA,NA,NA
64530,7.45591,7.47512,7.53232,NA,NA,NA,0.952,NA,NA
64720,7.77211,7.71299,7.8467,NA,NA,0.873,NA,NA,NA
64897,7.47356,7.60289,7.39244,0.964,NA,NA,NA,NA,NA
65032,6.9824,7.58852,7.42187,0.864,NA,NA,NA,NA,NA
65355,6.98973,7.89067,7.73595,0.873,NA,NA,NA,NA,NA
65600,7.36062,8.20526,7.28712,0.883,NA,NA,NA,NA,NA
65666,7.3706,7.96509,6.33743,NA,NA,NA,0.595,NA,NA
65816,8.46384,7.6757,8.15408,NA,NA,NA,0.844,NA,NA
66058,8.57261,8.14242,7.8381,NA,NA,NA,0.816,NA,NA
66386,7.86363,8.16187,7.57681,NA,NA,NA,NA,0.857,NA
66555,8.00216,8.06662,8.05954,NA,NA,0.842,NA,NA,NA
66667,7.71442,7.77452,7.23772,NA,NA,NA,0.95,NA,NA
66943,7.85744,8.57471,7.53021,NA,NA,0.75,NA,NA,NA
67193,8.53002,7.44718,8.09587,NA,NA,NA,0.792,NA,NA
67217,8.28415,8.20355,7.45944,NA,NA,NA,NA,0.737,NA
67590,7.33575,7.43655,8.15057,NA,NA,NA,NA,0.741,NA
67674,7.19685,7.63656,7.57499,0.939,NA,NA,NA,NA,NA
67958,8.2184,8.05588,7.72666,NA,NA,0.813,NA,NA,NA
68024,8.27208,7.68791,7.13752,NA,NA,NA,0.858,NA,NA
68337,7.60871,6.84893,7.57356,NA,NA,NA,0.807,NA,NA
68452,7.70726,7.76031,8.09855,NA,NA,NA,0.963,NA,NA
68690,6.76631,8.27969,7.56591,NA,NA,NA,0.712,NA,NA
68843,8.14879,7.58608,8.04859,0.928,NA,NA,NA,NA,NA
69178,7.57539,7.26398,7.80058,NA,NA,NA,NA,NA,0.696
69385,7.22287,7.53995,7.47738,0.93,NA,NA,NA,NA,NA
69445,8.70659,7.40493,7.51534,NA,NA,NA,0.777,NA,NA
69660,8.18648,7.0713,7.36787,NA,NA,NA,0.807,NA,NA
69827,8.19091,7.94755,7.19637,NA,NA,NA,0.858,NA,NA
70150,7.9408,8.88656,8.05382,0.737,NA,NA,NA,NA,NA
70397,8.69129,7.69739,7.68072,NA,NA,NA,0.82,NA,NA
70440,8.2654,7.65457,8.96286,NA,NA,NA,0.703,NA,NA
70731,7.62804,8.62939,8.08882,0.823,NA,NA,NA,NA,NA
70878,7.30695,8.19525,7.76489,NA,NA,NA,0.886,NA,NA
71177,7.65035,8.26598,8.76671,NA,NA,NA,NA,0.683,NA
71399,7.32369,8.00929,8.14864,NA,NA,NA,0.909,NA,NA
71453,7.82114,7.78064,8.5108,NA,NA,NA,0.88,NA,NA
71634,7.47516,6.88433,7.81382,0.799,NA,NA,NA,NA,NA
71865,6.90747,7.96656,7.87949,0.845,NA,NA,NA,NA,NA
72024,7.75402,7.76405,8.52279,NA,NA,NA,0.839,NA,NA
72352,7.78698,7.24942,8.01691,NA,NA,NA,0.927,NA,NA
72404,7.5643,7.46507,8.20479,0.922,NA,NA,NA,NA,NA
72705,8.00514,8.36679,7.85176,NA,NA,NA,NA,0.782,NA
72871,7.32558,8.66606,8.21763,NA,NA,NA,NA,0.71,NA
73124,8.23735,6.94022,7.99049,0.803,NA,NA,NA,NA,NA
73230,7.47711,7.97489,7.10424,NA,NA,NA,0.877,NA,NA
73432,7.56432,8.42362,7.04971,NA,NA,NA,0.804,NA,NA
73763,7.70152,8.00632,7.21906,NA,0.736,NA,NA,NA,NA
73955,8.28239,7.68629,8.4649,NA,NA,NA,0.824,NA,NA
74019,7.95406,7.49062,8.33054,0.89,NA,NA,NA,NA,NA
74286,7.35125,7.71095,7.70945,0.964,NA,NA,NA,NA,NA
74566,7.67829,8.00594,8.50222,0.87,NA,NA,NA,NA,NA
74765,8.1342,7.58909,7.71745,NA,NA,NA,NA,0.899,NA
74892,7.46815,8.65495,8.17694,NA,NA,NA,NA,0.692,NA
75127,6.95892,7.93566,8.26444,0.779,NA,NA,NA,NA,NA
