id,x0,x1,x2,fitness-3,fitness-3.5,fitness-2,fitness-2.5,fitness-1.5,fitness-1
15147,1.63167,1.30779,-5,NA,NA,NA,-22.357,NA,NA
15323,1.47623,1.47144,-3.99939,NA,NA,NA,-8.624,NA,NA
15479,1.87736,1.78852,-4.65831,NA,NA,NA,-5.85,NA,NA
15654,2.18684,1.8371,-4.53221,NA,NA,NA,-8.167,NA,NA
15801,2.35902,1.6495,-4.16188,-13.927,NA,NA,NA,NA,NA
16058,1.43255,2.36948,-3.62101,NA,NA,NA,-30.839,NA,NA
16349,1.72358,2.3302,-3.13981,NA,-60.113,NA,NA,NA,NA
16554,2.26889,1.51446,-3.60372,-25.896,NA,NA,NA,NA,NA
16686,2.00897,2.23446,-4.40309,NA,NA,NA,NA,-29.449,NA
16944,1.64726,2.0364,-4.24384,NA,NA,NA,-6.636,NA,NA
17186,1.09354,2.41256,-3.978,NA,NA,-34.34,NA,NA,NA
17208,1.32662,1.68889,-4.4783,-21.301,NA,NA,NA,NA,NA
17421,1.81084,2.10169,-3.69065,NA,NA,NA,-17.898,NA,NA
17727,1.82552,2.32898,-4.17492,-22.983,NA,NA,NA,NA,NA
17926,2.09106,1.60488,-3.86305,NA,-27.608,NA,NA,NA,NA
18112,2.25933,1.40752,-5,NA,NA,NA,-21.765,NA,NA
18287,1.55525,2.33776,-4.98891,NA,NA,-29.451,NA,NA,NA
18515,2.44262,1.7352,-5,NA,NA,-29.459,NA,NA,NA
18613,1.67274,2.28033,-4.87862,NA,NA,NA,-18.986,NA,NA
18895,1.63469,0.943487,-4.66253,NA,NA,NA,-27.765,NA,NA
19164,1.91292,1.59896,-4.89354,-13.516,NA,NA,NA,NA,NA
19243,1.93924,1.87444,-4.26748,NA,NA,-12.123,NA,NA,NA
19576,2.33445,1.49975,-5,NA,NA,NA,-22.682,NA,NA
19633,1.52346,1.74035,-4.80957,NA,NA,-13.267,NA,NA,NA
19965,1.42409,2.20243,-5,NA,NA,-29.366,NA,NA,NA
20165,1.42904,1.93604,-5,-22.925,NA,NA,NA,NA,NA
20234,2.14732,1.62004,-3.97704,-13.916,NA,NA,NA,NA,NA
20576,2.67013,1.74291,-4.03267,NA,NA,-30.37,NA,NA,NA
20669,2.30647,2.14535,-4.62047,NA,NA,NA,-16.704,NA,NA
20922,1.84079,2.04882,-5,NA,NA,-22.588,NA,NA,NA
21104,2.09543,1.50094,-5,NA,NA,-25.429,NA,NA,NA
21341,2.02964,1.582,-3.52625,-29.1,NA,NA,NA,NA,NA
21596,1.69012,1.98973,-4.2032,-11.661,NA,NA,NA,NA,NA
21794,2.06685,2.2449,-5,NA,NA,NA,-23.111,NA,NA
21935,1.26395,1.85574,-4.60155,NA,NA,NA,-12.064,NA,NA
22057,2.59481,1.45259,-5,NA,-45.183,NA,NA,NA,NA
22335,1.56489,2.7309,-4.74918,NA,-48.113,NA,NA,NA,NA
22416,2.15859,1.58633,-5,NA,NA,-25.27,NA,NA,NA
22629,0.846872,1.85599,-3.7065,NA,NA,NA,-38.424,NA,NA
22936,1.70058,1.50839,-4.06103,-5.009,NA,NA,NA,NA,NA
23194,1.94613,2.36436,-5,NA,NA,NA,-25.442,NA,NA
23367,2.04252,1.81991,-3.83622,NA,NA,NA,-10.738,NA,NA
23575,2.22769,2.33474,-4.16301,NA,NA,NA,-19.082,NA,NA
23768,1.6969,1.48215,-4.78505,-10.484,NA,NA,NA,NA,NA
23880,1.60493,2.05929,-4.3405,NA,NA,NA,-7.31,NA,NA
24144,2.14796,2.16832,-4.49772,-15.775,NA,NA,NA,NA,NA
24391,1.85774,2.03403,-4.38192,NA,NA,NA,-5.714,NA,NA
24401,2.17476,1.22404,-4.56151,NA,NA,NA,-13.752,NA,NA
24691,1.76642,1.72594,-5,-18.013,NA,NA,NA,NA,NA
24945,2.33991,1.61508,-4.60031,-15.524,NA,NA,NA,NA,NA
25020,1.87413,2.45632,-5,-30.001,NA,NA,NA,NA,NA
25273,1.69196,2.02824,-4.51701,NA,NA,NA,-6.791,NA,NA
25406,2.33393,1.59852,-5,-22.929,NA,NA,NA,NA,NA
25673,1.86904,2.35496,-4.24411,-21.976,NA,NA,NA,NA,NA
25970,1.8113,1.31813,-4.74287,NA,NA,-14.849,NA,NA,NA
26089,1.82153,1.48746,-4.27695,-9.051,NA,NA,NA,NA,NA
26248,1.44192,1.81654,-3.97735,-15.656,NA,NA,NA,NA,NA
26596,1.82003,1.31581,-4.27858,-16.558,NA,NA,NA,NA,NA
26663,1.73151,1.98982,-4.54225,NA,NA,-9.807,NA,NA,NA
26900,1.69593,1.48708,-5,NA,NA,NA,-16.832,NA,NA
27087,2.76021,0.987241,-5,NA,NA,-59.001,NA,NA,NA
27358,2.07234,1.45203,-4.34299,-17.27,NA,NA,NA,NA,NA
27534,1.77961,1.49104,-3.93936,NA,NA,-16.959,NA,NA,NA
27602,1.71782,2.26226,-3.91496,NA,NA,-18.502,NA,NA,NA
27975,1.92018,1.91379,-4.43441,NA,NA,NA,-4.925,NA,NA
28056,1.86733,2.13556,-4.47126,NA,NA,-15.62,NA,NA,NA
28350,1.927,1.48736,-4.6877,NA,NA,-8.296,NA,NA,NA
28432,1.77808,0.948794,-4.67951,NA,NA,NA,-26.04,NA,NA
28788,1.84777,1.92319,-5,NA,NA,NA,-15.577,NA,NA
28817,2.71657,1.50414,-3.92981,NA,NA,NA,-29.862,NA,NA
29044,1.74879,1.90877,-4.76421,NA,NA,NA,-9.31,NA,NA
29354,1.541,1.94046,-5,NA,NA,-24.905,NA,NA,NA
29484,1.33988,1.82237,-5,NA,NA,-22.413,NA,NA,NA
29705,1.8114,1.56567,-5,NA,NA,NA,-15.361,NA,NA
29808,2.07863,1.61693,-5,NA,NA,NA,-16.671,NA,NA
30007,1.26824,1.73061,-5,NA,NA,-24.362,NA,NA,NA
30264,1.985,1.42064,-5,NA,NA,-28.941,NA,NA,NA
30442,2.2223,1.23922,-4.51569,NA,NA,-17.317,NA,NA,NA
30768,2.30882,2.07835,-4.05447,NA,NA,NA,-16.648,NA,NA
30988,2.39041,1.49671,-4.62799,-17.912,NA,NA,NA,NA,NA
31075,1.64084,1.69096,-5,-20.527,NA,NA,NA,NA,NA
31313,2.06079,2.63299,-5,NA,NA,NA,-35.361,NA,NA
31527,1.73707,2.00553,-5,-18.069,NA,NA,NA,NA,NA
31793,1.99389,1.82872,-5,-18.259,NA,NA,NA,NA,NA
31975,2.55341,2.3164,-4.92266,-41.793,NA,NA,NA,NA,NA
32138,0.833547,2.67142,-4.39299,NA,NA,NA,-47.401,NA,NA
32378,1.99791,2.73008,-5,NA,NA,-41.791,NA,NA,NA
32443,1.85638,1.07278,-4.40672,-15.078,NA,NA,NA,NA,NA
32636,1.65444,1.42072,-5,NA,NA,NA,-17.928,NA,NA
32842,1.74239,2.34095,-4.63295,-17.266,NA,NA,NA,NA,NA
33073,2.07749,2.17793,-3.99929,-15.633,NA,NA,NA,NA,NA
33232,2.2462,1.6595,-5,NA,NA,-26.518,NA,NA,NA
33551,1.66336,1.11808,-4.1346,NA,NA,-18.548,NA,NA,NA
33777,1.63468,1.16508,-4.29692,-14.356,NA,NA,NA,NA,NA
33830,1.8513,1.42973,-4.58116,NA,NA,NA,-5.914,NA,NA
34051,0.929306,1.78266,-5,-41.128,NA,NA,NA,NA,NA
34221,1.76724,1.56171,-5,NA,NA,NA,-15.529,NA,NA
34439,1.68616,1.63948,-4.61671,-5.646,NA,NA,NA,NA,NA
34778,1.7823,2.41599,-4.83933,-26.062,NA,NA,NA,NA,NA
34864,1.48013,1.71046,-5,NA,NA,-19.543,NA,NA,NA
35058,1.2866,2.10231,-5,NA,NA,NA,NA,-41.465,NA
35358,1.08438,2.06918,-5,NA,NA,NA,-30.598,NA,NA
35447,2.19483,1.84184,-3.83523,NA,NA,-18.355,NA,NA,NA
35753,1.92846,2.08577,-3.58432,NA,-38.479,NA,NA,NA,NA
35910,2.6002,2.0916,-4.48691,NA,NA,NA,-23.673,NA,NA
36054,2.41228,2.6933,-4.92931,-50.564,NA,NA,NA,NA,NA
36249,1.5656,2.07356,-4.26699,NA,NA,NA,-7.643,NA,NA
36436,2.35808,1.50544,-5,NA,NA,-30.459,NA,NA,NA
36637,1.71292,2.39245,-5,NA,NA,-28.467,NA,NA,NA
36911,2.49293,2.2402,-5,NA,NA,-34.956,NA,NA,NA
37034,1.87169,0.969232,-3.94174,NA,NA,NA,-24.648,NA,NA
37383,2.7003,2.60872,-4.16853,NA,NA,-44.444,NA,NA,NA
37546,2.90982,1.95217,-4.80608,NA,NA,NA,-39.047,NA,NA
37641,2.29088,1.4567,-4.06982,NA,-36.447,NA,NA,NA,NA
37995,1.59559,1.41617,-4.36432,NA,NA,-6.746,NA,NA,NA
38034,1.51844,1.59483,-5,NA,NA,-20.617,NA,NA,NA
38228,1.92771,2.14088,-4.39424,NA,NA,-10.313,NA,NA,NA
38561,1.96532,1.61526,-4.5118,NA,NA,NA,-3.2,NA,NA
38642,1.81377,1.55341,-4.52196,-5.577,NA,NA,NA,NA,NA
38956,1.14768,2.14773,-4.82494,NA,NA,-30.8,NA,NA,NA
39011,1.59906,1.26574,-4.56887,NA,NA,NA,-9.688,NA,NA
39393,2.00827,1.24454,-4.52607,NA,NA,-15.645,NA,NA,NA
39444,2.33562,1.41388,-3.93796,NA,NA,NA,NA,-49.594,NA
39705,2.44592,1.79068,-4.24666,NA,NA,NA,-15.427,NA,NA
39834,2.10219,1.62317,-4.24888,-18.82,NA,NA,NA,NA,NA
40129,1.43023,1.99282,-4.52941,NA,NA,-18.605,NA,NA,NA
40348,1.2878,2.18087,-5,-26.847,NA,NA,NA,NA,NA
40534,1.92136,1.9262,-5,NA,NA,NA,-16.677,NA,NA
40797,2.08268,1.87601,-4.34705,NA,NA,-14.725,NA,NA,NA
40857,2.111,1.65187,-4.90035,-23.415,NA,NA,NA,NA,NA
41150,2.00511,1.54802,-5,-22.481,NA,NA,NA,NA,NA
41239,1.53285,1.83929,-5,NA,NA,-24.017,NA,NA,NA
41546,2.34337,1.87168,-3.52412,NA,NA,NA,-29.553,NA,NA
41680,2.15652,1.36907,-4.67648,NA,NA,NA,-11.45,NA,NA
41969,1.01656,2.22559,-4.63517,NA,NA,NA,-26.493,NA,NA
42166,1.91267,0.951181,-4.34225,NA,NA,-32.354,NA,NA,NA
42270,2.07053,2.20585,-4.73621,NA,NA,NA,-15.96,NA,NA
42484,1.70475,2.4843,-4.4342,NA,NA,NA,-19.531,NA,NA
42765,1.49825,1.18904,-4.76393,NA,NA,NA,-18.118,NA,NA
42856,1.63131,1.01664,-4.78755,NA,NA,NA,-26.837,NA,NA
43187,1.48349,1.70668,-5,-19.491,NA,NA,NA,NA,NA
43325,1.46707,2.37295,-5,NA,NA,-28.99,NA,NA,NA
43435,1.65329,1.84654,-4.30831,NA,NA,NA,-2.649,NA,NA
43744,1.59147,1.10493,-3.99468,NA,NA,-30.124,NA,NA,NA
43877,1.60168,1.37197,-3.62061,NA,NA,NA,-20.969,NA,NA
44069,1.24326,2.25661,-4.03023,NA,NA,NA,-20.849,NA,NA
44223,2.21628,2.46896,-4.04758,NA,NA,-27.662,NA,NA,NA
44512,2.13631,2.26457,-4.6199,-25.242,NA,NA,NA,NA,NA
44704,1.93653,1.9486,-5,-27.195,NA,NA,NA,NA,NA
44913,1.85422,2.23139,-4.70265,NA,NA,NA,-13.876,NA,NA
45005,1.28579,1.94489,-4.49846,NA,NA,NA,-11.376,NA,NA
45266,1.90471,2.11139,-5,NA,NA,-20.66,NA,NA,NA
45485,1.24327,1.78177,-4.67367,NA,NA,NA,-15.408,NA,NA
45628,1.63789,1.57672,-4.79675,NA,-34.576,NA,NA,NA,NA
45896,1.92245,1.28813,-5,-31.827,NA,NA,NA,NA,NA
46053,1.6981,1.58417,-5,-22.17,NA,NA,NA,NA,NA
46340,2.17482,2.25226,-5,NA,NA,NA,-25.307,NA,NA
46492,1.8908,2.42253,-5,NA,NA,NA,-27.674,NA,NA
46701,2.42581,2.02455,-4.46724,NA,NA,NA,-17.122,NA,NA
46931,2.2591,1.30957,-5,NA,NA,-35.159,NA,NA,NA
47069,2.00321,1.96427,-4.25092,NA,NA,NA,NA,NA,-46.963
47209,1.07472,1.63806,-3.93693,-22.493,NA,NA,NA,NA,NA
47544,1.35279,2.06812,-4.18803,-13.039,NA,NA,NA,NA,NA
47722,2.53334,1.4303,-4.38063,NA,NA,NA,-18.772,NA,NA
47846,2.49364,1.89904,-4.20899,-18.859,NA,NA,NA,NA,NA
48185,2.13788,2.38511,-5,NA,NA,NA,-27.556,NA,NA
48338,3.01505,1.98749,-4.68727,NA,NA,NA,-41.853,NA,NA
48484,1.73319,1.75078,-4.48245,-5.016,NA,NA,NA,NA,NA
48685,2.01224,0.881144,-4.15101,-37.571,NA,NA,NA,NA,NA
48817,1.04371,1.80687,-3.75339,-31.784,NA,NA,NA,NA,NA
49076,2.14719,2.44644,-4.25958,-24.212,NA,NA,NA,NA,NA
49270,1.93222,2.14226,-3.47155,-31.914,NA,NA,NA,NA,NA
49591,2.65277,1.99904,-4.69144,-29.306,NA,NA,NA,NA,NA
49777,1.85798,1.94975,-4.36439,NA,NA,NA,-4.033,NA,NA
49888,1.82307,2.00803,-4.15311,NA,NA,-12.903,NA,NA,NA
50130,2.45713,0.960039,-5,NA,NA,NA,-43.763,NA,NA
50220,1.60472,2.28143,-4.76626,-19.645,NA,NA,NA,NA,NA
50547,1.09282,1.56037,-4.38875,-23.171,NA,NA,NA,NA,NA
50655,1.5681,1.86177,-4.25356,-7.456,NA,NA,NA,NA,NA
50942,2.13899,1.88166,-4.11489,NA,NA,NA,-7.434,NA,NA
51075,2.12673,1.66671,-4.69159,NA,NA,-11.639,NA,NA,NA
51364,2.1116,1.60089,-4.71755,NA,NA,NA,-10.018,NA,NA
51513,1.21893,2.07774,-4.87191,NA,NA,NA,-23.3,NA,NA
51769,2.289,1.41795,-4.2265,NA,NA,NA,-10.259,NA,NA
51925,1.42829,1.86705,-4.74957,NA,NA,-14.891,NA,NA,NA
52122,1.61736,1.99433,-4.89285,NA,NA,-25.082,NA,NA,NA
52346,2.50261,1.43733,-4.23181,-24.028,NA,NA,NA,NA,NA
52563,1.56076,1.84173,-4.70243,NA,NA,NA,-9.151,NA,NA
52773,2.38517,1.88246,-5,NA,NA,NA,-23.211,NA,NA
52908,2.51938,1.84061,-4.80068,NA,NA,NA,-21.974,NA,NA
53065,1.69288,1.26682,-5,-22.332,NA,NA,NA,NA,NA
53355,2.2106,1.39354,-4.61032,NA,NA,-16.666,NA,NA,NA
53480,1.84622,1.87711,-5,NA,NA,-19.008,NA,NA,NA
53699,1.70736,1.52381,-4.51556,-12.51,NA,NA,NA,NA,NA
53816,2.24873,1.75243,-4.53776,-14.052,NA,NA,NA,NA,NA
54183,2.07647,1.89551,-5,NA,NA,NA,-17.029,NA,NA
54226,2.08504,2.32112,-5,NA,NA,-34.698,NA,NA,NA
54415,1.94257,2.13797,-5,-23.682,NA,NA,NA,NA,NA
54780,1.1063,2.04436,-4.63844,-25.713,NA,NA,NA,NA,NA
54823,1.02555,1.34832,-4.08572,NA,NA,NA,-28.566,NA,NA
55054,1.59304,1.51673,-5,NA,NA,NA,-16.522,NA,NA
55390,2.41667,2.51109,-5,-40.944,NA,NA,NA,NA,NA
55409,2.19567,1.27352,-5,-24.266,NA,NA,NA,NA,NA
55698,1.23952,1.92074,-5,NA,NA,NA,-23.978,NA,NA
55971,1.94388,1.69981,-4.98826,NA,NA,-22.922,NA,NA,NA
56176,1.76141,2.32981,-5,-27.068,NA,NA,NA,NA,NA
56276,2.24857,1.41107,-4.10192,NA,NA,NA,-12.106,NA,NA
56589,1.99502,1.35988,-5,NA,NA,-23.542,NA,NA,NA
56799,1.82435,1.96611,-4.75987,NA,NA,NA,-9.863,NA,NA
56928,1.45364,2.40385,-5,-31.633,NA,NA,NA,NA,NA
57167,2.48658,1.48689,-4.87985,NA,NA,NA,-23.191,NA,NA
57264,2.08291,2.51798,-5,NA,NA,NA,-31.835,NA,NA
57443,2.62055,1.55575,-4.78673,NA,NA,NA,-25.725,NA,NA
57782,2.01083,2.23617,-4.40662,NA,NA,-22.499,NA,NA,NA
57802,2.59641,1.61458,-4.28814,NA,NA,-26.766,NA,NA,NA
58172,2.21581,2.1696,-4.66999,-23.4,NA,NA,NA,NA,NA
58376,1.46274,1.6887,-4.07338,-10.664,NA,NA,NA,NA,NA
58548,1.85744,2.91237,-5,-48.688,NA,NA,NA,NA,NA
58764,1.96271,1.76592,-4.23778,-12.434,NA,NA,NA,NA,NA
58910,2.54636,1.88304,-5,NA,NA,-29.88,NA,NA,NA
59115,2.13655,1.15909,-4.4376,NA,NA,-20.825,NA,NA,NA
59231,1.40815,1.33191,-3.74059,-23.069,NA,NA,NA,NA,NA
59560,2.21266,0.962375,-4.7144,NA,NA,NA,-29.655,NA,NA
59724,2.35487,1.81331,-5,-23.242,NA,NA,NA,NA,NA
59911,2.28215,2.45851,-4.36993,NA,NA,-27.993,NA,NA,NA
60087,1.80946,1.51192,-5,NA,NA,NA,-15.367,NA,NA
60256,1.27383,2.25321,-4.24903,-18.518,NA,NA,NA,NA,NA
60531,1.41737,2.26993,-4.97909,NA,NA,NA,-25.027,NA,NA
60688,1.85645,1.38171,-4.15488,-8.994,NA,NA,NA,NA,NA
60899,1.53215,1.61284,-4.45607,NA,NA,NA,-2.624,NA,NA
61043,2.15736,1.55363,-5,NA,NA,-22.436,NA,NA,NA
61365,0.986306,1.47724,-4.21095,-24.587,NA,NA,NA,NA,NA
61409,1.71069,1.29237,-3.70984,NA,NA,NA,-18.1,NA,NA
61690,2.00336,2.49065,-4.76951,NA,NA,NA,-24.167,NA,NA
61971,1.89883,2.37899,-4.852,NA,NA,NA,-21.188,NA,NA
62070,2.04981,1.34395,-4.35971,NA,NA,-8.749,NA,NA,NA
62270,2.20281,1.71065,-5,-22.656,NA,NA,NA,NA,NA
62585,1.43642,1.78198,-5,-27.386,NA,NA,NA,NA,NA
62700,1.51915,2.24363,-4.72265,NA,NA,NA,-16.477,NA,NA
62810,1.23374,1.62771,-3.44889,NA,NA,NA,-33.772,NA,NA
63135,1.49603,2.1659,-3.99415,-20.469,NA,NA,NA,NA,NA
63209,2.28032,1.83376,-3.84804,NA,NA,-18.484,NA,NA,NA
63419,1.31722,1.60782,-4.65126,NA,NA,NA,-11.299,NA,NA
63644,1.02237,1.50286,-4.56572,NA,NA,-28.744,NA,NA,NA
63823,2.20184,3.03042,-4.78147,NA,NA,NA,-51.318,NA,NA
64055,2.58653,1.90649,-4.60116,NA,NA,NA,-21.314,NA,NA
64242,1.34741,1.92173,-5,-21.486,NA,NA,NA,NA,NA
64525,1.6064,1.69253,-4.03467,-6.742,NA,NA,NA,NA,NA
64612,2.07703,2.10798,-3.65088,NA,NA,NA,-22.047,NA,NA
64870,1.64282,1.33051,-4.1694,-15.301,NA,NA,NA,NA,NA
65131,1.10139,1.68112,-4.12249,-20.319,NA,NA,NA,NA,NA
65367,1.46826,2.23922,-4.07615,NA,NA,-17.734,NA,NA,NA
65477,1.55357,0.625583,-4.06388,NA,-67.921,NA,NA,NA,NA
65777,1.85182,1.57705,-4.19584,-9.26,NA,NA,NA,NA,NA
65818,1.41849,2.20404,-4.32847,NA,NA,NA,-12.803,NA,NA
66096,1.95912,2.20393,-4.65837,-15.464,NA,NA,NA,NA,NA
66259,1.4067,1.78198,-4.64194,-12.232,NA,NA,NA,NA,NA
66538,1.60573,2.13507,-4.99558,NA,-35.36,NA,NA,NA,NA
66710,1.90883,2.05631,-4.319,NA,NA,NA,-7.407,NA,NA
66964,2.31013,1.95337,-4.92949,NA,NA,NA,-20.03,NA,NA
67109,2.44851,2.12685,-4.41674,NA,NA,NA,-19.288,NA,NA
67349,2.50652,1.45799,-5,NA,NA,NA,-28.309,NA,NA
67485,1.19647,1.16375,-4.88895,NA,NA,NA,-34.825,NA,NA
67631,2.1242,2.11573,-4.0448,NA,NA,-18.183,NA,NA,NA
67825,1.5744,1.9962,-4.96034,NA,NA,-18.031,NA,NA,NA
68002,1.4997,2.15115,-5,-30.89,NA,NA,NA,NA,NA
68260,2.47292,2.22348,-5,NA,NA,NA,-31.381,NA,NA
68478,1.97223,2.40737,-5,NA,NA,NA,-26.942,NA,NA
68737,1.37346,1.59473,-4.23133,NA,NA,NA,-6.757,NA,NA
68843,0.999341,1.78207,-4.3699,NA,NA,-28.572,NA,NA,NA
69063,1.46134,2.09633,-4.53862,NA,-36.489,NA,NA,NA,NA
69249,1.8216,1.81591,-4.21237,-7.642,NA,NA,NA,NA,NA
69434,1.80818,1.45526,-3.75362,NA,NA,NA,-12.753,NA,NA
69766,1.39789,1.69566,-4.35858,-12.916,NA,NA,NA,NA,NA
69942,1.42243,1.89727,-4.60525,-12.786,NA,NA,NA,NA,NA
70059,1.39755,1.7792,-4.19004,-16.522,NA,NA,NA,NA,NA
70211,1.41928,1.4293,-4.20035,-17.816,NA,NA,NA,NA,NA
70574,1.3159,1.87627,-4.62526,-13.275,NA,NA,NA,NA,NA
70739,1.47504,1.69949,-5,-18.79,NA,NA,NA,NA,NA
70961,2.34842,1.25209,-5,-31.855,NA,NA,NA,NA,NA
71011,1.59057,1.69976,-4.59215,NA,NA,NA,-4.754,NA,NA
71306,1.3903,1.73518,-4.23245,NA,NA,NA,-5.778,NA,NA
71553,1.94857,1.75677,-4.441,NA,NA,NA,NA,-21.773,NA
71640,1.30395,2.12253,-4.10148,NA,NA,-23.036,NA,NA,NA
71885,1.13129,2.29949,-3.76318,NA,NA,-35.486,NA,NA,NA
72086,1.88157,1.88561,-3.66612,-25.434,NA,NA,NA,NA,NA
72390,1.09772,1.62978,-5,-35.197,NA,NA,NA,NA,NA
72509,2.25441,1.92338,-5,-30.677,NA,NA,NA,NA,NA
72698,1.57344,1.91534,-5,NA,NA,-28.695,NA,NA,NA
72810,1.50663,1.87938,-5,NA,NA,-19.836,NA,NA,NA
