id,x0,x1,x2,fitness4.5,fitness4,fitness5,fitness2.5,fitness1,fitness-1,fitness0,fitness-2,fitness-3.5,fitness-2.5,fitness-1.5,fitness-3,fitness-0.5,fitness1.5,fitness0.5,fitness2,fitness-4
2908,-1.34742,4.99929,-1.02652,NA,NA,NA,NA,NA,NA,4342.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3157,-1.27449,4.81512,-0.438598,NA,NA,NA,NA,NA,NA,NA,489.192,NA,NA,NA,NA,NA,NA,NA,NA,NA
3362,-0.94445,4.97895,-1.432,NA,NA,NA,NA,NA,NA,NA,NA,3406.98,NA,NA,NA,NA,NA,NA,NA,NA
3475,-1.4715,4.86657,-2.06241,NA,NA,NA,NA,NA,NA,NA,NA,NA,3080.243,NA,NA,NA,NA,NA,NA,NA
3617,-1.23502,4.7572,-2.53417,NA,NA,NA,NA,NA,NA,NA,1692.587,NA,NA,NA,NA,NA,NA,NA,NA,NA
3936,-1.54518,4.75954,-2.18193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5110.507,NA,NA,NA,NA,NA,NA
4137,-0.890475,4.22556,-1.19846,NA,NA,NA,NA,NA,NA,NA,2407.838,NA,NA,NA,NA,NA,NA,NA,NA,NA
4259,-0.663799,4.38334,-1.62626,NA,NA,NA,NA,NA,NA,NA,2511.076,NA,NA,NA,NA,NA,NA,NA,NA,NA
4535,-1.21767,4.12127,-0.822593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1249.362,NA,NA,NA,NA,NA
4737,-1.07289,4.83075,-0.94618,NA,NA,NA,NA,NA,NA,NA,2429.553,NA,NA,NA,NA,NA,NA,NA,NA,NA
4863,-0.921164,4.64017,-0.521002,NA,NA,NA,NA,NA,NA,NA,847.663,NA,NA,NA,NA,NA,NA,NA,NA,NA
5009,-1.30391,4.90741,-0.681527,NA,NA,NA,NA,NA,NA,NA,NA,3304.965,NA,NA,NA,NA,NA,NA,NA,NA
5347,-0.262768,4.86573,-1.53289,NA,NA,NA,NA,NA,NA,NA,6976.971,NA,NA,NA,NA,NA,NA,NA,NA,NA
5589,-0.819336,3.94116,-2.90888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350.187,NA,NA,NA,NA
5624,-0.195633,4.7056,-2.35682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1778.273,NA,NA,NA,NA
5965,-1.18562,4.6092,-1.94631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514.853,NA,NA,NA,NA,NA,NA
6038,-1.37733,4.3611,-0.749631,NA,NA,NA,NA,NA,13585.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6274,-0.669047,4.92841,-0.0617885,NA,NA,NA,NA,3264.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6597,-0.17252,4.21878,-0.886775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1568.862,NA,NA,NA
6718,-0.228138,3.47838,-2.06329,NA,NA,NA,NA,NA,849.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6886,-0.00896069,3.8703,-0.753067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2408.576,NA,NA,NA,NA,NA,NA
7078,0.19495,4.55863,-0.179117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.176,NA,NA,NA,NA,NA,NA
7234,-0.901657,4.83223,0.0102967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3746.074,NA,NA,NA,NA,NA,NA
7408,-1.23303,4.73649,-0.674376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11283.132,NA,NA,NA,NA,NA,NA
7620,-1.05744,4.87488,-0.389398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.912,NA,NA,NA,NA
7906,-0.310973,4.15627,-0.851615,NA,NA,NA,NA,NA,6442.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8033,-0.827834,4.0373,-0.951472,NA,NA,NA,NA,NA,NA,1803.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8329,-0.660614,3.25749,0.293002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933.81,NA,NA,NA,NA,NA,NA
8484,-1.27767,4.24551,0.978504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1565.668,NA,NA,NA,NA,NA,NA
8654,-0.6533,4.88172,0.348501,NA,NA,NA,NA,NA,5944.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8930,-1.54297,4.72662,-0.908022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9697.551,NA,NA,NA,NA,NA,NA
9165,-0.251206,4.30121,-0.621575,NA,NA,NA,NA,NA,3710.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9270,-0.272971,4.75451,-1.17395,NA,NA,NA,NA,NA,4271.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9493,-0.706978,4.1863,-0.156769,NA,NA,NA,NA,NA,2045.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9673,-0.218697,4.44388,-0.0115262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1508.016,NA,NA,NA,NA,NA,NA
9845,-0.894786,4.16712,-0.145819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5870.003,NA,NA,NA,NA
10111,-0.721629,4.88133,0.756277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7586.503,NA,NA,NA,NA,NA,NA
10228,-0.575683,4.6619,-0.5986,NA,NA,NA,NA,NA,5521.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10571,-0.115445,4.0333,-1.31427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098.83,NA,NA,NA,NA,NA,NA
10632,-1.26366,3.81697,-2.08419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830.271,NA,NA,NA,NA,NA,NA
10903,-0.576102,4.8127,-1.39717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6811.568,NA,NA,NA,NA,NA,NA
11193,-0.720649,4.56734,-0.561396,NA,NA,NA,NA,NA,3234.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11347,-1.36535,4.73499,-1.58018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5168.935,NA,NA,NA,NA
11569,-0.805071,4.7937,-0.553773,NA,NA,NA,NA,NA,14709.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11694,-0.72179,4.95466,-0.223156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4098.392,NA,NA
11904,-1.55425,4.99969,-1.26566,NA,NA,NA,NA,624.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12045,-0.489574,4.16751,-0.809414,NA,NA,NA,NA,NA,NA,1167.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12354,-0.365244,4.84128,-1.43743,NA,NA,NA,NA,NA,10102.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12489,-0.81053,4.86988,-1.78429,NA,NA,NA,NA,NA,335.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12635,-1.22768,3.9689,-2.00019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.511,NA,NA,NA,NA,NA,NA
12895,-0.855248,4.95129,-1.38625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25284.922,NA,NA,NA,NA,NA,NA
13017,-1.60542,3.67239,-1.49968,NA,NA,NA,NA,NA,1978.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13383,-2.94336,4.4708,-0.678809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,964.469,NA,NA,NA,NA,NA,NA
13474,-2.48123,4.59945,-0.170863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1435.991,NA,NA,NA,NA
13666,-1.17243,4.78159,-0.908341,NA,NA,NA,NA,NA,NA,3560.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13992,-1.42787,4.0627,-0.0703271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046.283,NA,NA,NA,NA,NA,NA
14086,-0.921635,4.97557,-1.64414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9991.769,NA,NA,NA,NA,NA,NA
14202,-0.606047,4.8415,-0.870214,NA,NA,NA,NA,NA,21971.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14467,-0.679598,2.7929,-1.59845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3528.913,NA,NA,NA,NA,NA,NA
14642,-0.770307,2.40475,-0.74637,NA,NA,NA,NA,NA,NA,3934.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14984,-2.13975,1.94082,-0.260489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725.627,NA,NA,NA,NA,NA,NA
15051,-1.32973,0.40404,-0.901812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6765.635,NA,NA,NA,NA
15234,-0.988676,1.41629,-1.52929,NA,NA,NA,NA,NA,3263.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15577,-0.367876,-0.00338144,-1.3664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2490.624,NA,NA,NA,NA
15766,-1.47169,-1.24949,-1.42186,NA,NA,NA,NA,NA,16516.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15878,-1.97067,-1.68262,-0.75542,NA,NA,NA,NA,NA,4180.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16071,-0.869638,-1.02664,0.418023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1195.26,NA,NA,NA,NA
16270,-2.15121,-1.23112,-0.420334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708.982,NA,NA,NA,NA,NA,NA
16542,-2.5604,-0.813752,-1.08999,NA,NA,NA,NA,NA,1078.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16650,-2.14467,-0.930853,-1.69571,NA,NA,NA,NA,NA,2741.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16888,-1.44261,-0.0943577,0.209597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2630.245,NA,NA,NA,NA,NA,NA
17013,-1.62039,-0.126884,-0.0471502,NA,NA,NA,NA,NA,2436.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17237,-1.42682,-1.99051,0.38988,NA,NA,NA,NA,NA,3726.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17420,-2.1272,-0.776265,-0.349493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1496.32,NA,NA,NA,NA
17656,-1.87861,-1.1548,-0.687801,NA,NA,NA,NA,NA,775.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17849,-1.24262,-1.70613,-0.868501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4351.078,NA,NA,NA,NA,NA,NA
18066,-1.38144,-1.69275,-0.827732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4448.043,NA,NA,NA,NA,NA,NA
18264,-1.35607,-1.81621,-0.319887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.122,NA,NA,NA,NA
18475,-0.948912,-1.40833,0.314096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3431.017,NA,NA,NA,NA
18611,-0.495514,-1.02125,0.431436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.999,NA,NA,NA,NA,NA,NA
18898,-0.565143,-1.36121,-0.703327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3636.532,NA,NA,NA,NA,NA
19178,-0.921167,-1.69198,-0.78492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475.076,NA,NA,NA,NA,NA
19365,-0.635868,-0.670761,-0.282042,NA,NA,NA,NA,NA,NA,NA,2840.618,NA,NA,NA,NA,NA,NA,NA,NA,NA
19526,-1.37094,-1.52785,0.345184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2998.212,NA,NA,NA,NA,NA,NA
19655,-1.91617,-1.47285,-1.50746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9899.133,NA,NA,NA,NA,NA,NA
19826,-2.12267,-1.98267,-1.20836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2234.035,NA,NA,NA,NA
20091,-0.100009,-1.25099,-2.07004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4050.25,NA,NA,NA,NA,NA,NA
20327,-1.30843,-1.23944,-1.72385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353.123,NA,NA,NA,NA
20504,-0.901947,-1.04358,-1.48004,NA,NA,NA,NA,NA,9779.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20749,-1.35352,0.092462,-1.44078,NA,NA,NA,NA,NA,2400.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20958,-1.04254,0.0697914,-0.586712,NA,NA,NA,NA,NA,1169.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21033,-1.55702,-0.666318,-0.560664,NA,NA,NA,NA,NA,9118.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21213,-1.47974,-0.688514,-1.81378,NA,NA,NA,NA,NA,NA,922.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21566,-0.709021,-0.388779,-1.42011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440.59,NA,NA
21777,-0.687934,0.477943,-0.918445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912.167,NA
21875,-1.43845,0.646065,-1.96499,NA,NA,NA,NA,NA,NA,1080.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22073,-2.3522,-0.637567,-0.327577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1265.325,NA,NA,NA,NA,NA,NA
22240,-2.31367,-0.070283,-0.752293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.408,NA,NA,NA,NA,NA,NA
22483,-1.52442,1.2436,-0.630386,NA,NA,NA,NA,NA,NA,NA,1635.559,NA,NA,NA,NA,NA,NA,NA,NA,NA
22715,-0.702076,-1.566,-0.838832,NA,NA,NA,NA,NA,NA,NA,6460.481,NA,NA,NA,NA,NA,NA,NA,NA,NA
22882,-0.493319,-1.1867,0.0161187,NA,NA,NA,NA,NA,286.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23190,-0.706745,-1.8781,-0.718859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5476.831,NA,NA,NA,NA
23290,-0.793018,-1.97576,-1.44391,NA,NA,NA,NA,NA,16314.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23401,0.0590501,-0.904436,-1.25802,NA,NA,NA,NA,NA,NA,2092.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23786,-1.51306,-0.853181,-0.63844,NA,NA,NA,NA,NA,15564.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23852,-0.318393,-0.267665,-0.74837,NA,NA,NA,NA,NA,NA,5636.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24133,-0.701052,0.941683,-0.975606,NA,NA,NA,NA,NA,4875.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24225,-0.710507,-0.316755,-0.507676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1811.192,NA,NA,NA,NA
24533,-0.7877,-0.757362,-1.17384,NA,NA,NA,NA,NA,8632.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24608,-0.332589,-1.26929,-0.25577,NA,NA,NA,NA,NA,NA,NA,1743.138,NA,NA,NA,NA,NA,NA,NA,NA,NA
24973,-1.16855,-0.729555,-0.141121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3535.815,NA,NA,NA,NA,NA,NA
25071,-1.21635,-0.10393,-1.42868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6224.265,NA,NA,NA,NA
25213,-0.959091,-0.810835,-1.3001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5863.489,NA,NA
25484,-2.48053,-1.03124,-0.20799,NA,NA,NA,NA,NA,NA,1024.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25800,-1.51792,-0.00780564,-0.5952,NA,NA,NA,NA,NA,NA,3739.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25879,-1.18671,-1.34456,0.000222871,NA,NA,NA,NA,NA,3186.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26155,-0.00782202,-1.29865,-0.160985,NA,NA,NA,NA,NA,4712.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26259,-0.334175,-1.47773,-0.848738,NA,NA,NA,NA,NA,NA,8869.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26540,0.816717,-0.797175,-1.56313,NA,NA,NA,NA,NA,NA,4567.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26653,0.193493,-1.52049,-0.283936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355.666,NA,NA,NA,NA
26941,0.496186,-0.74808,-0.98573,NA,NA,NA,NA,NA,NA,1884.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27167,1.27908,-0.374109,-0.615473,NA,NA,NA,NA,NA,NA,NA,510.984,NA,NA,NA,NA,NA,NA,NA,NA,NA
27308,0.287589,-0.820053,-0.990921,NA,NA,NA,NA,NA,NA,NA,NA,NA,1457.588,NA,NA,NA,NA,NA,NA,NA
27482,-0.978814,-0.660458,-1.36486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386.698,NA,NA,NA,NA,NA
27753,-1.32205,-1.5385,0.719401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1215.969,NA,NA,NA,NA,NA
27846,-1.90399,-1.90371,-1.33818,NA,NA,NA,NA,NA,NA,NA,1733.679,NA,NA,NA,NA,NA,NA,NA,NA,NA
28026,-1.57823,-1.07181,-0.319099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2635.301,NA,NA,NA,NA,NA,NA
28350,-0.85747,-0.565424,-1.36533,NA,NA,NA,NA,NA,NA,NA,6777.222,NA,NA,NA,NA,NA,NA,NA,NA,NA
28492,-1.06755,-0.177503,-1.02754,NA,NA,NA,NA,NA,NA,NA,1258.465,NA,NA,NA,NA,NA,NA,NA,NA,NA
28694,-1.94641,-1.46423,-1.20449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2648.357,NA,NA,NA,NA
28960,-1.98408,-1.57559,-1.30704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7993.606,NA,NA,NA,NA,NA,NA
29079,-1.23067,-1.35727,-1.41361,NA,NA,NA,NA,NA,15653.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29201,-0.768072,-1.40955,-1.48463,NA,NA,NA,NA,NA,16884.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29440,-0.917288,-0.946297,-0.64048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15783.389,NA,NA,NA,NA,NA,NA
29607,-1.25199,-0.859846,-1.9847,NA,NA,NA,NA,NA,NA,NA,4251.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
29834,-0.85995,-1.53541,-1.26239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16861.872,NA,NA,NA,NA,NA,NA
30175,-1.60273,-1.92593,-0.88044,NA,NA,NA,NA,NA,8834.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30371,-1.32773,-1.35281,-0.199354,NA,NA,NA,NA,NA,14903.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30460,-1.58693,-0.649846,-1.38439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15898.997,NA,NA,NA,NA,NA,NA
30756,-0.934552,-2.11621,-0.637519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5926.724,NA,NA,NA,NA,NA,NA
30820,-1.9236,-0.74451,-1.1802,NA,NA,NA,NA,NA,4190.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31034,-3.61596,-0.774896,-0.663495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2890.692,NA,NA,NA,NA
31276,-2.65406,-0.713518,-1.95611,NA,NA,NA,NA,NA,2364.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31445,-1.95385,-1.10658,-1.50029,NA,NA,NA,NA,NA,1102.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31612,-1.51399,-2.00227,-1.46491,NA,NA,NA,NA,NA,NA,4241.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31866,-0.936254,-3.55074,-1.47597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2564.097,NA,NA,NA,NA
32137,0.0466428,-0.849078,-1.04429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2105.296,NA,NA,NA,NA
32338,-0.92609,-0.351542,-0.943417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9717.57,NA,NA,NA,NA
32424,-0.550778,-0.225423,-0.820542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9022.965,NA,NA,NA,NA
32672,-0.805364,-1.95291,-0.849127,NA,NA,NA,NA,NA,NA,9832.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32826,-0.190353,-0.346421,-1.34789,NA,NA,NA,NA,NA,7922.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33189,0.00716108,-0.664974,-1.33246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7109.18,NA,NA,NA,NA,NA,NA
33273,0.248768,-0.61988,-1.2553,NA,NA,NA,NA,NA,NA,NA,1444.264,NA,NA,NA,NA,NA,NA,NA,NA,NA
33582,0.541575,-0.735518,-1.05338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.071,NA,NA,NA,NA,NA,NA
33615,-0.585386,-1.24777,-1.21786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1425.226,NA,NA,NA,NA
33962,-0.122889,-1.40531,-1.44564,NA,NA,NA,NA,NA,18694.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34001,-0.367819,-0.819824,-0.641841,NA,NA,NA,NA,NA,5490.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34215,0.871173,-0.329439,-1.21951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.876,NA,NA,NA,NA
34528,0.722902,-1.32954,-0.237082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823.353,NA,NA,NA
34799,-0.827578,-0.904078,0.315326,NA,NA,NA,NA,NA,NA,5758.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34855,-1.98512,-0.736303,-0.848601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3338.671,NA,NA,NA,NA
35106,-1.87683,-0.612976,-0.681123,NA,NA,NA,NA,NA,3303.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35256,-0.4092,-0.171392,-0.921624,NA,NA,NA,NA,NA,NA,NA,NA,NA,706.592,NA,NA,NA,NA,NA,NA,NA
35532,-0.707006,-0.18061,-1.1548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206.683,NA,NA,NA,NA,NA,NA
35659,-0.590049,-0.82681,-1.03673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7446.236,NA,NA,NA,NA,NA,NA
35868,-0.882445,-2.00082,-0.0767627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6187.555,NA,NA,NA,NA
36188,-0.509873,-1.38721,-0.798107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6861.067,NA,NA,NA,NA
36369,-0.862011,-0.770482,-0.530026,NA,NA,NA,NA,NA,NA,4457.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36509,-1.32017,-1.94594,-0.178038,NA,NA,NA,NA,1995.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36705,-2.83976,-1.36254,-0.232744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1545.68,NA,NA,NA,NA
36906,-2.05829,-0.634434,-0.898584,NA,NA,NA,NA,NA,1844.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37068,-1.37375,0.9099,-0.87858,NA,NA,NA,NA,NA,4246.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37212,-1.40523,2.19756,-2.54579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1328.219,NA,NA,NA,NA,NA,NA
