id,x0,x1,x2,fitness-1,fitness-2,fitness-2.5,fitness-1.5,fitness0,fitness-3,fitness-5,fitness-3.5,fitness-4,fitness-4.5,fitness-0.5,fitness0.5,fitness1
7527,2.88539,1.43734,-3.69517,NA,NA,NA,NA,NA,-57.124,NA,NA,NA,NA,NA,NA,NA
7633,2.92167,1.9517,-4.70796,NA,NA,NA,NA,NA,NA,NA,NA,-86.021,NA,NA,NA,NA
7806,2.02418,2.55011,-4.9969,NA,NA,NA,NA,NA,NA,NA,-48.535,NA,NA,NA,NA,NA
8199,1.37919,1.54085,-4.97498,NA,NA,-20.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8295,2.20845,-0.175268,-4.12069,NA,NA,-168.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8589,2.7251,0.29867,-3.83407,NA,NA,NA,NA,NA,NA,NA,-121.524,NA,NA,NA,NA,NA
8673,2.12252,1.13255,-3.7324,NA,NA,NA,NA,NA,NA,NA,-51.011,NA,NA,NA,NA,NA
8992,2.37802,1.34512,-4.38016,NA,NA,-14.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9007,3.00065,1.70552,-4.53333,NA,NA,-38.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9259,2.87708,1.07554,-3.75825,NA,NA,-54.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9511,2.02228,0.844703,-3.1286,NA,-80.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9661,1.27435,1.06389,-3.77456,NA,NA,-36.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9948,0.935945,1.36502,-4.25338,NA,NA,-31.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10077,1.51588,1.80034,-4.05129,NA,NA,NA,-33.082,NA,NA,NA,NA,NA,NA,NA,NA,NA
10259,1.21698,2.7483,-4.06928,NA,NA,NA,NA,NA,-44.512,NA,NA,NA,NA,NA,NA,NA
10487,-0.126262,1.43912,-4.42471,NA,NA,-103.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10665,0.494065,1.97249,-4.85172,NA,NA,NA,NA,NA,NA,NA,NA,-95.225,NA,NA,NA,NA
10837,1.19078,2.29911,-4.91894,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.622,NA,NA,NA
11009,1.82838,1.92857,-3.28255,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.656,NA,NA,NA
11329,1.98928,1.29541,-4.50637,NA,NA,NA,NA,NA,NA,NA,NA,-52.221,NA,NA,NA,NA
11491,0.597883,1.58598,-4.22234,NA,NA,NA,NA,NA,NA,NA,-53.99,NA,NA,NA,NA,NA
11762,3.16742,3.03247,-4.04854,NA,NA,NA,NA,NA,-97.923,NA,NA,NA,NA,NA,NA,NA
11904,3.2854,3.14828,-3.58563,NA,NA,NA,NA,NA,-127.026,NA,NA,NA,NA,NA,NA,NA
12147,2.54995,2.65164,-3.73749,NA,NA,NA,NA,NA,-51.783,NA,NA,NA,NA,NA,NA,NA
12344,2.44287,2.76911,-4.54511,NA,NA,NA,NA,NA,-52.424,NA,NA,NA,NA,NA,NA,NA
12506,2.96414,1.64162,-4.29147,NA,NA,-36.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12796,1.106,2.28103,-4.83582,NA,-34.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12842,1.55712,3.4616,-4.49246,NA,-84.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13158,0.664461,3.06713,-4.95883,NA,NA,NA,-96.854,NA,NA,NA,NA,NA,NA,NA,NA,NA
13275,1.30572,2.96202,-3.54302,NA,NA,NA,NA,NA,-63.999,NA,NA,NA,NA,NA,NA,NA
13418,1.15473,3.21069,-4.42238,NA,NA,NA,NA,NA,NA,NA,NA,-98.974,NA,NA,NA,NA
13764,0.891162,2.72206,-3.79539,NA,NA,NA,NA,NA,NA,NA,NA,-86.068,NA,NA,NA,NA
13829,1.0374,1.81011,-2.43329,NA,NA,NA,NA,NA,NA,NA,-120.505,NA,NA,NA,NA,NA
14161,-0.330123,2.6623,-2.90553,NA,NA,NA,NA,NA,NA,NA,NA,NA,-238.78,NA,NA,NA
14214,0.586404,2.30107,-2.52069,NA,NA,NA,NA,NA,NA,NA,-133.461,NA,NA,NA,NA,NA
14522,1.65832,0.599977,-4.31917,NA,NA,NA,NA,NA,NA,NA,NA,-95.786,NA,NA,NA,NA
14771,3.03018,1.18932,-3.58433,NA,NA,NA,NA,NA,NA,NA,NA,NA,-144.442,NA,NA,NA
14814,1.92711,1.30267,-3.80714,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.349,NA,NA,NA
15036,0.505521,1.91025,-4.12224,NA,NA,NA,NA,NA,NA,NA,NA,NA,-134.075,NA,NA,NA
15353,0.893259,1.66165,-4.3906,NA,NA,NA,NA,NA,NA,NA,NA,-65.367,NA,NA,NA,NA
15486,-0.0372153,2.68132,-4.51691,NA,NA,NA,NA,NA,-97.139,NA,NA,NA,NA,NA,NA,NA
15621,0.413584,3.30818,-4.39124,NA,NA,NA,NA,NA,NA,NA,-114.451,NA,NA,NA,NA,NA
15949,-0.532667,2.55699,-4.97785,NA,NA,NA,NA,NA,-142.117,NA,NA,NA,NA,NA,NA,NA
16044,0.730969,2.75381,-3.89487,NA,NA,-58.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16234,0.726382,4.49359,-4.53282,NA,NA,NA,NA,NA,NA,NA,-218.512,NA,NA,NA,NA,NA
16410,0.844202,4.98557,-4.96217,NA,NA,NA,NA,NA,-259.01,NA,NA,NA,NA,NA,NA,NA
16770,0.682867,3.70212,-2.52713,NA,NA,NA,-250.858,NA,NA,NA,NA,NA,NA,NA,NA,NA
16882,-0.148971,3.50053,-3.66367,NA,NA,NA,-196.313,NA,NA,NA,NA,NA,NA,NA,NA,NA
17057,0.706956,3.38873,-3.34151,NA,NA,NA,NA,NA,NA,NA,-133.696,NA,NA,NA,NA,NA
17218,1.27278,2.22162,-3.96858,NA,NA,NA,NA,NA,-30.705,NA,NA,NA,NA,NA,NA,NA
17508,0.779095,2.18005,-4.05116,NA,NA,NA,NA,NA,-45.62,NA,NA,NA,NA,NA,NA,NA
17781,1.58976,3.38499,-4.17592,NA,NA,NA,NA,NA,NA,NA,NA,-111.905,NA,NA,NA,NA
17970,1.78625,3.25288,-4.48098,NA,NA,NA,NA,NA,NA,NA,-72.13,NA,NA,NA,NA,NA
18100,2.44568,3.78542,-4.86145,NA,NA,NA,NA,NA,NA,NA,-143.298,NA,NA,NA,NA,NA
18366,2.71476,4.42011,-4.80392,NA,NA,NA,NA,NA,NA,NA,NA,-228.298,NA,NA,NA,NA
18484,2.09905,2.8142,-3.66937,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.269,NA,NA,NA
18781,1.51201,1.34427,-4.46295,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.373,NA,NA,NA
18982,1.0086,2.35896,-4.96721,NA,NA,NA,NA,NA,NA,NA,NA,NA,-133.365,NA,NA,NA
19012,0.73289,0.717124,-3.6234,NA,NA,NA,NA,NA,NA,NA,NA,NA,-176.863,NA,NA,NA
19319,0.877499,1.45729,-4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.438,NA,NA,NA
19594,1.39561,1.25689,-4.10023,NA,NA,NA,NA,NA,NA,NA,NA,-71.981,NA,NA,NA,NA
19668,2.54899,1.67456,-3.92004,NA,NA,NA,NA,NA,NA,NA,NA,-57.186,NA,NA,NA,NA
19882,2.53217,1.20185,-3.64931,NA,NA,-39.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20186,1.94808,1.46347,-3.97788,NA,NA,NA,-42.163,NA,NA,NA,NA,NA,NA,NA,NA,NA
20303,0.873311,3.04118,-4.32065,NA,NA,-61.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20441,1.34414,1.96616,-4.6186,NA,NA,NA,NA,NA,-18.642,NA,NA,NA,NA,NA,NA,NA
20649,0.677348,1.73644,-4.7264,NA,NA,-41.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20969,1.24484,1.11444,-4.97107,NA,-46.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21046,0.740173,0.724544,-4.4731,NA,NA,-99.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21298,1.6196,1.9685,-3.84224,NA,NA,NA,NA,NA,NA,NA,-30.646,NA,NA,NA,NA,NA
21500,1.23433,1.56483,-4.50584,NA,NA,NA,NA,NA,NA,NA,NA,-74.415,NA,NA,NA,NA
21615,1.7618,1.24764,-3.8063,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.546,NA,NA,NA
21901,2.21873,-0.142253,-1.91681,NA,NA,NA,NA,NA,NA,NA,-330.054,NA,NA,NA,NA,NA
22070,1.88434,0.708017,-4.43906,NA,NA,NA,NA,NA,-48.143,NA,NA,NA,NA,NA,NA,NA
22292,3.65245,-0.357297,-4.7661,NA,NA,NA,NA,NA,NA,NA,NA,NA,-268.746,NA,NA,NA
22425,3.56909,-1.08823,-4.97327,NA,NA,NA,NA,NA,NA,NA,-356.993,NA,NA,NA,NA,NA
22660,2.47579,-1.24318,-4.36457,NA,NA,NA,NA,NA,NA,NA,NA,-412.877,NA,NA,NA,NA
22903,2.10111,0.196247,-3.71199,NA,NA,NA,NA,NA,NA,-203.678,NA,NA,NA,NA,NA,NA
23168,1.34478,0.338455,-3.06339,NA,NA,NA,NA,NA,NA,NA,-143.632,NA,NA,NA,NA,NA
23242,0.245901,1.65263,-4.09108,NA,NA,-66.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23597,0.310276,1.86902,-4.69053,NA,NA,-60.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23697,-0.382349,2.58309,-4.26083,NA,NA,NA,NA,NA,NA,NA,-139.882,NA,NA,NA,NA,NA
23839,0.828597,2.99058,-4.15085,NA,NA,NA,NA,NA,-71.984,NA,NA,NA,NA,NA,NA,NA
24183,1.65681,1.04425,-4.75818,NA,-27.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24328,1.4955,1.74409,-4.73491,-67.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24496,0.978188,2.61131,-4.71366,-81.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24668,0.412061,2.58185,-3.67388,NA,NA,NA,-97.028,NA,NA,NA,NA,NA,NA,NA,NA,NA
24971,2.29211,1.65889,-4.13923,NA,NA,-9.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25132,2.5863,1.54147,-4.1457,NA,NA,NA,NA,NA,NA,NA,NA,-82.861,NA,NA,NA,NA
25397,0.620808,2.26786,-3.56922,NA,NA,-61.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25473,1.5201,2.33498,-4.76144,NA,NA,NA,NA,NA,-26.529,NA,NA,NA,NA,NA,NA,NA
25644,1.87398,2.74166,-4.44382,NA,NA,NA,NA,NA,NA,NA,NA,-74.959,NA,NA,NA,NA
25969,3.33226,2.53595,-3.32326,NA,NA,NA,NA,NA,-119.42,NA,NA,NA,NA,NA,NA,NA
26192,1.48579,1.85442,-3.73449,NA,NA,NA,NA,NA,NA,NA,NA,-77.286,NA,NA,NA,NA
26284,2.70238,2.06782,-3.63959,NA,-50.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26403,2.22521,2.25014,-3.77538,NA,NA,NA,NA,NA,-30.326,NA,NA,NA,NA,NA,NA,NA
26791,1.1039,0.413718,-4.29356,NA,NA,NA,NA,NA,NA,NA,-113.592,NA,NA,NA,NA,NA
26897,2.04107,2.46786,-4.44311,NA,NA,NA,NA,NA,NA,NA,-37.341,NA,NA,NA,NA,NA
27134,1.64296,2.63416,-4.7356,NA,NA,NA,NA,NA,-31.715,NA,NA,NA,NA,NA,NA,NA
27330,1.66418,1.72859,-3.86403,NA,NA,NA,NA,NA,-14.967,NA,NA,NA,NA,NA,NA,NA
27442,3.02396,2.54717,-3.62866,NA,NA,-70.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27691,3.51197,2.3232,-3.26495,NA,NA,-125.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27931,2.95564,2.41062,-3.38842,NA,-74.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28038,2.18977,4.15182,-4.93533,NA,NA,-143.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28297,1.49752,4.64505,-4.39943,NA,NA,NA,-205.187,NA,NA,NA,NA,NA,NA,NA,NA,NA
28597,2.02414,2.07835,-3.75609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.019,NA,NA
28654,3.16017,1.23647,-3.81095,NA,-65.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28936,2.80995,2.83693,-4.0937,NA,-64.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29070,2.57434,2.12104,-3.4163,NA,-50.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29258,1.74643,3.16957,-3.67016,NA,-67.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29545,1.89195,3.97626,-4.10177,NA,NA,NA,NA,NA,-128.967,NA,NA,NA,NA,NA,NA,NA
29617,1.82739,2.49805,-4.8672,NA,NA,NA,NA,NA,-30.775,NA,NA,NA,NA,NA,NA,NA
29876,2.08717,2.30878,-4.7841,NA,NA,NA,NA,NA,-31.02,NA,NA,NA,NA,NA,NA,NA
30038,1.13359,2.24458,-4.18912,NA,NA,NA,NA,NA,-30.715,NA,NA,NA,NA,NA,NA,NA
30220,2.15225,3.32619,-4.26499,NA,NA,NA,NA,NA,-72.866,NA,NA,NA,NA,NA,NA,NA
30562,0.989061,2.59423,-4.49141,NA,NA,NA,-55.208,NA,NA,NA,NA,NA,NA,NA,NA,NA
30756,1.37672,2.44589,-4.06509,-61.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31000,2.59871,2.82658,-4.01372,NA,NA,-51.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31102,0.978861,2.32281,-4.44805,NA,NA,NA,NA,NA,NA,NA,-47.465,NA,NA,NA,NA,NA
31304,0.983287,1.2382,-4.66085,NA,NA,NA,NA,NA,NA,-135.561,NA,NA,NA,NA,NA,NA
31436,0.938365,0.0016974,-4.9039,NA,NA,NA,NA,NA,NA,NA,NA,-234.245,NA,NA,NA,NA
31643,1.31671,1.45551,-3.90077,NA,NA,NA,NA,NA,NA,NA,-29.811,NA,NA,NA,NA,NA
31879,-0.0355006,0.439381,-3.61182,NA,NA,NA,NA,NA,NA,NA,-217.009,NA,NA,NA,NA,NA
32112,2.11923,1.79181,-4.20836,NA,NA,NA,NA,NA,-12.412,NA,NA,NA,NA,NA,NA,NA
32332,1.67818,0.717423,-3.79113,NA,NA,NA,NA,NA,NA,NA,-67.988,NA,NA,NA,NA,NA
32571,2.44475,-1.01076,-4.40054,NA,NA,NA,NA,NA,NA,NA,-337.815,NA,NA,NA,NA,NA
32739,2.28567,0.385282,-4.3413,NA,NA,NA,NA,NA,-75.917,NA,NA,NA,NA,NA,NA,NA
32959,2.23425,0.197399,-4.24644,NA,NA,-103.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33182,2.187,0.308897,-4.32561,NA,NA,-87.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33219,1.98806,-0.308404,-4.17787,NA,NA,-216.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33451,1.9785,0.527012,-4.56437,NA,NA,-64.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33710,1.01452,1.06174,-4.44211,NA,NA,-42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33904,2.696,1.69431,-4.28937,NA,NA,NA,NA,NA,-26.835,NA,NA,NA,NA,NA,NA,NA
34121,2.19885,2.16332,-4.61585,NA,NA,NA,NA,NA,NA,NA,-43.228,NA,NA,NA,NA,NA
34346,2.1628,3.08328,-4.34536,NA,NA,NA,NA,NA,NA,NA,-67.228,NA,NA,NA,NA,NA
34529,1.80028,3.13373,-4.60512,NA,NA,-52.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34742,1.73263,3.20639,-4.61835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-126.564,NA,NA
34852,2.13052,1.97517,-4.54213,NA,NA,NA,NA,-162.264,NA,NA,NA,NA,NA,NA,NA,NA
35127,3.42223,3.45889,-3.70211,NA,-151.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35232,2.07683,3.61895,-4.34533,NA,NA,NA,-116.896,NA,NA,NA,NA,NA,NA,NA,NA,NA
35438,2.49162,2.66874,-4.08934,NA,NA,NA,NA,NA,-41.75,NA,NA,NA,NA,NA,NA,NA
35604,2.17652,1.66335,-4.0205,NA,-14.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35903,3.33185,2.04321,-4.74726,NA,NA,NA,-85.218,NA,NA,NA,NA,NA,NA,NA,NA,NA
36122,2.29003,2.02206,-4.43767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.331,NA,NA
36304,2.14926,2.06944,-4.56219,NA,NA,-11.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36401,2.36842,2.65242,-4.72003,NA,NA,NA,NA,NA,-39.054,NA,NA,NA,NA,NA,NA,NA
36669,0.613013,3.42702,-4.61346,NA,NA,NA,NA,NA,-104.917,NA,NA,NA,NA,NA,NA,NA
36913,0.810458,3.45547,-4.79362,NA,NA,NA,NA,NA,NA,NA,-121.486,NA,NA,NA,NA,NA
37197,0.518835,3.87904,-4.25067,NA,NA,NA,NA,NA,NA,NA,-151.726,NA,NA,NA,NA,NA
37399,0.830317,1.72553,-3.48495,NA,NA,-49.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37507,0.269142,1.652,-3.06361,NA,NA,NA,NA,NA,NA,NA,NA,-127.635,NA,NA,NA,NA
37640,0.370609,0.974552,-2.01813,NA,NA,NA,NA,NA,NA,NA,-227.028,NA,NA,NA,NA,NA
37909,2.0844,-0.140052,-2.70467,NA,NA,NA,NA,NA,NA,NA,NA,-234.743,NA,NA,NA,NA
38169,1.94157,1.36981,-3.6929,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.627,NA,NA,NA
38251,3.16375,1.15645,-3.35317,NA,NA,NA,NA,NA,NA,NA,NA,-150.827,NA,NA,NA,NA
38408,2.57896,0.453766,-4.27045,NA,NA,NA,NA,NA,NA,NA,-96.864,NA,NA,NA,NA,NA
38800,3.80671,1.55904,-3.63321,NA,NA,NA,NA,NA,-115.379,NA,NA,NA,NA,NA,NA,NA
38904,2.61818,1.96403,-3.63008,NA,NA,-35.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39089,2.82973,3.46324,-4.60371,NA,NA,-96.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39368,2.7456,4.74919,-4.9988,NA,NA,-229.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39598,2.63295,4.24354,-3.89794,NA,-167.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39602,2.27141,4.23187,-4.77447,NA,NA,NA,-162.709,NA,NA,NA,NA,NA,NA,NA,NA,NA
39944,2.44257,4.33185,-4.39572,NA,NA,-162.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40087,2.4666,3.32234,-4.15173,NA,NA,NA,NA,NA,-78.892,NA,NA,NA,NA,NA,NA,NA
40322,3.4737,2.61982,-3.70728,NA,-103.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40451,2.28647,2.35691,-3.71109,NA,NA,NA,NA,NA,-36.156,NA,NA,NA,NA,NA,NA,NA
40650,2.16863,2.06412,-4.82639,NA,-18.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40870,2.76046,3.25167,-4.41043,-110.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41186,3.00235,2.85447,-4.79073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141.844,NA,NA
41252,2.99342,3.2272,-4.39564,NA,NA,NA,NA,-229.837,NA,NA,NA,NA,NA,NA,NA,NA
41459,2.2479,1.20505,-4.5128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-133.296,NA,NA
41666,2.0011,1.37408,-3.80084,-64.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41841,1.85378,2.66185,-4.62332,NA,-37.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42186,1.92703,2.20967,-4.41885,NA,NA,-10.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42276,2.40548,2.54273,-3.35754,NA,NA,NA,NA,NA,NA,NA,NA,-102.064,NA,NA,NA,NA
42420,0.963874,2.30378,-2.353,NA,NA,NA,NA,NA,-125.333,NA,NA,NA,NA,NA,NA,NA
42797,1.6643,2.53541,-3.94229,NA,NA,NA,NA,NA,-29.475,NA,NA,NA,NA,NA,NA,NA
42851,1.74242,1.40456,-3.23117,NA,NA,NA,NA,NA,-41.043,NA,NA,NA,NA,NA,NA,NA
43080,0.960041,2.03089,-3.54537,NA,NA,NA,NA,NA,NA,NA,NA,-87.426,NA,NA,NA,NA
43349,3.49992,2.51215,-4.25504,NA,NA,NA,NA,NA,NA,NA,-102.226,NA,NA,NA,NA,NA
43585,2.94148,0.925977,-3.86723,NA,NA,NA,NA,NA,NA,NA,NA,-96.41,NA,NA,NA,NA
43783,1.11687,2.67939,-3.62035,NA,NA,NA,NA,NA,NA,NA,-70.142,NA,NA,NA,NA,NA
43813,0.958135,1.15322,-3.84891,NA,NA,NA,NA,NA,NA,NA,-60.182,NA,NA,NA,NA,NA
44134,1.1855,1.07284,-4.91471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-249.251,NA
44237,1.3857,1.60472,-4.97654,-74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44457,2.31619,2.63128,-4.55798,-64.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44643,2.82729,1.12575,-4.27441,NA,-46.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44843,2.10243,2.27455,-3.81662,-58.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45175,2.61825,1.82829,-3.70667,NA,NA,NA,-46.353,NA,NA,NA,NA,NA,NA,NA,NA,NA
45316,1.44893,1.16621,-3.21163,NA,NA,-56.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45475,1.72033,1.80912,-3.35795,-74.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45637,1.78968,2.32329,-3.95813,NA,NA,-16.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
