id,x0,x1,x2,fitness-4,fitness-5,fitness-4.5,fitness-3.5
56462,-2.34554,3.9892,-5,NA,-58.632,NA,NA
56682,-1.22716,3.4304,-5,NA,-53.231,NA,NA
56863,-2.37064,3.37703,-4.76894,NA,-46.589,NA,NA
57085,-1.55914,4.27219,-4.92683,NA,-48.175,NA,NA
57338,-1.0285,3.72179,-4.28678,NA,-61.125,NA,NA
57511,-1.31374,3.90229,-5,-23.377,NA,NA,NA
57635,-1.33491,3.2446,-5,NA,NA,-28.964,NA
57877,-2.03919,4.07487,-4.78257,-39.346,NA,NA,NA
58189,-1.88124,3.45755,-5,NA,-52.977,NA,NA
58370,-1.671,4.22777,-4.98153,NA,-35.429,NA,NA
58551,-2.23973,4.23846,-4.50753,NA,-64.364,NA,NA
58764,-1.61781,4.06167,-5,NA,-40.946,NA,NA
58813,-1.85399,4.15595,-4.62857,NA,NA,-36.359,NA
59093,-1.61416,3.99412,-4.54182,NA,-48.548,NA,NA
59332,-1.81056,3.8798,-4.91121,NA,-48.83,NA,NA
59456,-2.28863,4.08997,-4.34132,NA,NA,-52.79,NA
59794,-2.21266,3.57875,-5,NA,NA,-41.958,NA
59958,-1.58635,3.72403,-5,NA,-46.667,NA,NA
60101,-1.17667,3.64475,-5,NA,-51.31,NA,NA
60255,-1.61067,4.51184,-5,NA,NA,-48.234,NA
60490,-1.74699,4.30923,-5,NA,NA,-39.817,NA
60751,-1.38669,3.98688,-4.68822,NA,-36.159,NA,NA
60861,-2.14832,3.4902,-5,NA,NA,-38.09,NA
61180,-1.82049,3.9167,-5,NA,NA,-30.73,NA
61325,-1.68811,4.68116,-5,NA,-78.33,NA,NA
61546,-1.45751,3.8747,-5,-20.283,NA,NA,NA
61632,-2.3676,3.99935,-5,NA,-58.364,NA,NA
61863,-2.44569,3.46346,-5,NA,-59.559,NA,NA
62122,-1.91384,3.047,-5,NA,-65.076,NA,NA
62259,-2.17423,4.05624,-5,NA,-50.982,NA,NA
62485,-2.39308,3.57022,-5,NA,-57.675,NA,NA
62788,-1.93855,3.74515,-5,-27.317,NA,NA,NA
62817,-1.50251,3.78633,-5,-7.369,NA,NA,NA
63058,-2.01353,4.42099,-4.84943,-50.766,NA,NA,NA
63331,-2.06417,3.88148,-4.91353,NA,NA,-40.007,NA
63579,-1.97264,3.53966,-5,-27.346,NA,NA,NA
63724,-2.54233,3.65616,-4.72254,NA,-60.622,NA,NA
63911,-2.33043,3.56615,-5,NA,-54.833,NA,NA
64017,-1.71818,4.10471,-5,NA,-40.233,NA,NA
64381,-1.92245,3.77855,-3.97943,NA,-71.352,NA,NA
64566,-2.22212,3.83401,-5,NA,-48.705,NA,NA
64755,-2.2668,3.51382,-4.93196,NA,-48.444,NA,NA
64934,-1.77749,3.87855,-5,NA,-50.046,NA,NA
65097,-1.9863,4.54119,-5,NA,-55.053,NA,NA
65224,-1.97159,4.28575,-5,NA,NA,-45.519,NA
65446,-1.56291,3.2342,-5,NA,-59.682,NA,NA
65703,-1.66278,3.49608,-5,NA,-37.57,NA,NA
65805,-1.76605,4.18386,-5,-36.17,NA,NA,NA
66160,-2.10625,4.62477,-4.61919,-64.47,NA,NA,NA
66258,-1.8477,4.41785,-5,NA,NA,-46.629,NA
66550,-1.04861,4.42854,-4.9677,NA,-68.874,NA,NA
66778,-1.94135,4.02754,-5,NA,-45.323,NA,NA
66812,-2.67217,3.15633,-4.92037,NA,NA,-76.435,NA
67132,-1.84511,2.9394,-5,NA,-84.545,NA,NA
67259,-1.8835,4.31629,-5,NA,-55.005,NA,NA
67460,-2.47765,4.09092,-5,NA,-59.328,NA,NA
67718,-1.95828,4.11163,-5,NA,NA,-35.59,NA
67932,-1.39473,3.72763,-5,NA,-29.927,NA,NA
68033,-1.75935,4.06139,-5,-24.193,NA,NA,NA
68385,-1.32018,4.32262,-5,NA,NA,-33.728,NA
68557,-1.55629,3.82624,-5,NA,NA,-12.75,NA
68744,-1.50898,4.31005,-5,NA,-58.742,NA,NA
68935,-2.58834,4.54617,-5,NA,-68.346,NA,NA
69111,-1.9907,4.07237,-5,NA,-50.163,NA,NA
69331,-1.43039,4.38252,-4.75274,NA,NA,-34.907,NA
69498,-2.42703,4.03105,-4.88618,NA,NA,-49.499,NA
69783,-1.30731,3.9158,-4.90144,NA,-36.372,NA,NA
69868,-2.26349,3.5942,-4.87246,NA,NA,-44.226,NA
70160,-1.86581,3.62421,-4.29881,-45.705,NA,NA,NA
70257,-0.972577,3.67313,-5,NA,-65.752,NA,NA
70484,-1.98386,3.65124,-5,NA,-39.712,NA,NA
70699,-1.90134,3.75267,-4.88052,NA,NA,-24.611,NA
70828,-1.86572,3.71154,-4.90238,NA,NA,-24.456,NA
71178,-2.08959,4.13647,-5,NA,NA,-33.662,NA
71353,-1.77614,4.38694,-5,-50.958,NA,NA,NA
71440,-2.03218,3.51912,-4.73439,NA,-60.208,NA,NA
71797,-1.68479,4.129,-5,NA,-36.121,NA,NA
71975,-1.5721,3.22812,-5,NA,NA,-33.377,NA
72067,-2.06603,4.23695,-4.78554,NA,NA,-44.626,NA
72271,-1.46263,3.44421,-5,NA,-62.93,NA,NA
72576,-1.74405,3.4151,-5,NA,-31.639,NA,NA
72651,-1.90993,3.64772,-5,NA,NA,-23.896,NA
72869,-2.07052,4.35084,-5,NA,NA,-42.205,NA
73098,-2.45745,3.97408,-5,NA,-59.398,NA,NA
73251,-1.95869,3.39203,-5,NA,NA,-31.427,NA
73464,-1.8776,3.91141,-4.34572,-39.998,NA,NA,NA
73739,-2.77757,4.26077,-4.72055,NA,NA,-66.573,NA
73902,-1.42356,3.88023,-5,NA,NA,-11.427,NA
74185,-2.04443,3.97796,-4.43581,NA,NA,-36.888,NA
74256,-1.6431,4.68474,-4.90834,NA,-82.78,NA,NA
74419,-1.96586,3.94045,-5,NA,NA,-32.972,NA
74700,-1.78756,3.79019,-5,NA,NA,-10.906,NA
74835,-2.39575,3.86854,-5,NA,NA,-40.144,NA
75043,-2.56495,3.9224,-5,NA,-56.144,NA,NA
75222,-1.89766,4.38925,-5,NA,-57.165,NA,NA
75591,-1.78999,4.41729,-4.77945,NA,-50.429,NA,NA
75705,-1.62475,3.69681,-4.34068,NA,-45.346,NA,NA
75965,-2.02694,3.20635,-5,NA,-70.849,NA,NA
76045,-1.01096,4.1384,-5,NA,-60.965,NA,NA
76301,-1.70667,3.66741,-4.87694,NA,-28.433,NA,NA
76600,-2.07527,3.49541,-5,NA,NA,-35.844,NA
76740,-1.61627,3.71002,-5,NA,NA,-24.708,NA
76963,-1.43945,4.15124,-5,NA,NA,-35.626,NA
77143,-1.18285,3.86239,-5,NA,-64.729,NA,NA
77225,-1.94334,3.6975,-4.95125,NA,-36.694,NA,NA
77462,-1.59663,3.37672,-5,-29.198,NA,NA,NA
77625,-2.02155,3.09162,-5,NA,-60.055,NA,NA
77882,-1.67637,3.97258,-5,NA,NA,-15.635,NA
78138,-2.4008,4.19572,-4.78296,NA,-49.621,NA,NA
78231,-1.96644,5,-4.57198,NA,-78.695,NA,NA
78411,-2.04686,4.48241,-5,NA,-58.116,NA,NA
78715,-1.73681,4.07828,-5,-35.302,NA,NA,NA
78856,-2.84414,4.01931,-5,NA,-72.837,NA,NA
79003,-2.04639,3.80562,-5,-35.488,NA,NA,NA
79228,-1.9426,3.84919,-5,NA,-32.832,NA,NA
79410,-1.66069,3.58862,-5,NA,-43.267,NA,NA
79732,-1.73178,4.08121,-5,NA,-33.034,NA,NA
79833,-1.50754,3.88753,-5,NA,-39.463,NA,NA
80013,-1.61654,3.36337,-5,NA,-40.998,NA,NA
80386,-1.02394,4.23602,-5,NA,NA,-65.621,NA
80548,-1.08971,4.26073,-4.81982,NA,-38.848,NA,NA
80731,-0.751861,3.87654,-4.89448,NA,-50.62,NA,NA
80946,-1.64348,4.62993,-5,NA,NA,-46.969,NA
81121,-1.75881,4.48311,-5,NA,NA,-48.414,NA
81239,-1.74806,4.31104,-4.82836,NA,-35.511,NA,NA
81515,-1.54931,4.20933,-4.85019,NA,-48.206,NA,NA
81712,-1.80406,3.75241,-5,NA,NA,-11.729,NA
81851,-1.60545,3.88112,-5,NA,NA,-12.425,NA
82050,-1.92554,4.27388,-5,NA,NA,-33.93,NA
82300,-1.32309,3.6618,-5,NA,NA,-24.323,NA
82474,-0.764578,4.24824,-4.67789,NA,NA,-66.64,NA
82626,-1.86924,4.38273,-5,-45.167,NA,NA,NA
82905,-1.80612,3.1782,-5,-45.473,NA,NA,NA
83193,-1.6408,3.53747,-5,NA,NA,-9.52,NA
83342,-1.3973,3.50744,-5,NA,NA,-10.152,NA
83401,-1.8306,3.3087,-5,NA,-52.194,NA,NA
83623,-1.37493,3.54502,-5,NA,-39.471,NA,NA
83922,-1.43531,3.8643,-5,NA,-24.573,NA,NA
84175,-1.69534,3.69481,-4.62674,-11.744,NA,NA,NA
84205,-1.74896,4.07331,-4.5017,NA,NA,-35.707,NA
84531,-1.47492,3.3401,-5,NA,NA,-15.919,NA
84713,-2.07233,3.39446,-5,NA,NA,-48.279,NA
84983,-2.10665,3.69886,-5,-45.415,NA,NA,NA
85159,-1.7406,3.99149,-5,NA,-47.142,NA,NA
85261,-1.91414,3.51656,-5,NA,NA,-26.585,NA
85412,-1.4365,3.88657,-5,NA,-34.008,NA,NA
85628,-1.29939,4.65313,-4.89939,NA,NA,-79.427,NA
85904,-1.39697,3.34894,-5,NA,NA,-13.545,NA
86163,-1.29423,3.91545,-5,NA,NA,-22.366,NA
86372,-1.85527,4.15964,-4.9517,NA,NA,-30.199,NA
86569,-1.24738,3.88049,-5,NA,-49.708,NA,NA
86612,-1.48107,4.12491,-5,NA,-50.929,NA,NA
86976,-2.03261,3.83252,-4.95555,NA,-31.585,NA,NA
87001,-2.16611,3.75491,-4.98281,NA,-49.69,NA,NA
87284,-2.2185,3.03414,-5,NA,NA,-62.655,NA
