id,x0,x1,x2,fitness4.5,fitness5,fitness4,fitness3.5
14276,-1.89418,5,5,NA,4208.79,NA,NA
14443,-2.16813,4.9522,5,NA,3931.292,NA,NA
14772,-1.90132,5,4.8219,NA,5735.713,NA,NA
14990,-0.569805,5,5,NA,7906.905,NA,NA
15047,-0.747942,5,5,NA,12639.952,NA,NA
15390,0.299653,5,5,NA,3364.016,NA,NA
15434,-0.765231,4.67233,5,NA,10740.82,NA,NA
15720,-0.993329,4.69059,5,NA,7025.205,NA,NA
15845,-2.21632,5,4.72904,NA,2231.206,NA,NA
16017,-0.993953,5,4.85356,NA,10144.687,NA,NA
16361,-0.855204,5,5,NA,12592.212,NA,NA
16500,-1.90949,5,4.81691,NA,5937.01,NA,NA
16627,-2.10822,5,5,NA,4599.068,NA,NA
16876,-1.35211,4.29525,5,5078.108,NA,NA,NA
17180,-1.99314,5,5,NA,5532.818,NA,NA
17360,-0.78404,4.91246,4.8022,NA,21423.703,NA,NA
17439,-0.983914,5,5,NA,8124.372,NA,NA
17719,-0.968422,4.63052,5,NA,5551.313,NA,NA
17933,-1.20547,4.29209,5,NA,3156.357,NA,NA
18129,-0.737694,5,5,NA,15828.632,NA,NA
18291,-0.940925,5,4.86896,NA,13423.189,NA,NA
18542,-1.50272,4.38026,5,NA,5451.749,NA,NA
18658,-0.945922,5,5,NA,9877.91,NA,NA
18982,-0.962699,4.82643,5,NA,12036.65,NA,NA
19194,-0.753072,4.85336,4.99805,NA,22584.645,NA,NA
19234,-0.703535,4.9516,4.92394,NA,17436.462,NA,NA
19472,-0.58329,5,5,NA,6756.197,NA,NA
19767,-1.69244,4.33012,5,NA,2174.091,NA,NA
19810,-1.92192,5,5,NA,5351.175,NA,NA
20014,-1.66144,5,5,NA,NA,NA,1360.008
20226,-0.828228,5,5,NA,NA,3677.946,NA
20561,-0.530951,5,5,NA,5319.034,NA,NA
20696,-0.794149,5,5,11546.512,NA,NA,NA
20810,-0.829212,5,5,NA,12928.744,NA,NA
21143,-0.815276,5,5,NA,13023.391,NA,NA
21364,-1.87506,4.9774,4.92073,5757.519,NA,NA,NA
21412,-0.858361,5,5,NA,12537.289,NA,NA
21702,-0.800603,4.87768,5,NA,17323.105,NA,NA
21963,-1.95952,5,5,NA,5315.932,NA,NA
22144,-0.909272,4.99917,4.75926,15287.959,NA,NA,NA
22296,-2.1747,5,5,NA,3156.832,NA,NA
22562,-0.634058,5,5,NA,9153.761,NA,NA
22693,-1.25064,4.24376,5,NA,4563.841,NA,NA
22844,-1.06191,5,4.80969,NA,4847.801,NA,NA
23086,-0.839829,5,4.85757,NA,17084.981,NA,NA
23390,-1.96143,5,5,NA,5334.691,NA,NA
23400,-0.656296,5,5,NA,10069.884,NA,NA
23710,-0.979525,5,3.85597,NA,2602.322,NA,NA
23940,-0.726193,5,5,NA,12398.958,NA,NA
24172,-0.909567,4.91927,5,NA,14272.722,NA,NA
24295,-0.797501,5,5,NA,13056.779,NA,NA
24494,-1.49294,5,5,6984.371,NA,NA,NA
24613,-0.726609,5,4.8863,NA,16150.423,NA,NA
24992,-1.01783,5,5,NA,6323.531,NA,NA
25173,-0.976119,5,4.77704,NA,10450.672,NA,NA
25347,-0.873088,5,4.96781,NA,13856.271,NA,NA
25504,-0.820949,5,5,NA,12992.125,NA,NA
25793,-0.774244,5,4.13743,NA,NA,1417.513,NA
25992,0.0380681,5,4.79114,1859.608,NA,NA,NA
26175,-0.164299,5,5,4168.027,NA,NA,NA
26273,-0.577801,5,4.66068,NA,5040.947,NA,NA
26458,-0.844967,5,5,NA,12749.475,NA,NA
26715,-0.622826,5,5,NA,8656.638,NA,NA
26943,-0.674913,5,5,NA,10758.942,NA,NA
27042,-1.46317,4.97916,4.60058,NA,NA,2467.704,NA
27226,-0.814355,5,5,14293.428,NA,NA,NA
27507,-1.03669,5,5,NA,5246.587,NA,NA
27655,-1.98315,5,5,NA,5493.347,NA,NA
27970,-1.97714,5,4.82582,NA,7184.596,NA,NA
28003,-0.955786,4.88039,4.75435,NA,14578.145,NA,NA
28278,-0.696746,5,5,NA,11465.932,NA,NA
28399,-0.755468,5,5,10020.275,NA,NA,NA
28774,-0.523744,5,5,NA,4774.427,NA,NA
28891,-1.05927,5,4.78771,NA,4893.052,NA,NA
29005,-0.720535,5,5,NA,12100.123,NA,NA
29254,-0.843264,4.89214,4.61295,NA,8942.21,NA,NA
29415,-0.816546,5,4.81345,NA,16929.743,NA,NA
29637,-0.65921,5,4.9606,NA,11783.283,NA,NA
29897,-0.897917,5,4.61207,2643.108,NA,NA,NA
30048,-0.791118,5,5,NA,13044.939,NA,NA
30211,-1.47385,5,5,NA,NA,4495.177,NA
30580,-0.949856,5,5,NA,9711.164,NA,NA
30688,-0.781883,5,5,NA,13005.654,NA,NA
30993,-0.982723,5,5,NA,8183.906,NA,NA
31075,-0.797504,4.66763,5,NA,10603.368,NA,NA
31333,-0.884375,5,5,NA,11971.433,NA,NA
31496,-0.803091,4.91724,4.99197,NA,17231.937,NA,NA
31612,-1.38026,4.29225,5,6890.228,NA,NA,NA
31913,-1.91254,5,5,NA,4610.061,NA,NA
32167,-2.11189,4.79514,4.98601,NA,6103.735,NA,NA
32223,-0.994812,5,5,NA,7567.252,NA,NA
32402,-1.01271,5,5,NA,6607.429,NA,NA
32727,-0.932664,5,5,NA,10412.454,NA,NA
32815,-0.905398,5,4.92029,13773.603,NA,NA,NA
33043,-1.91155,5,4.69734,4610.76,NA,NA,NA
33344,-1.96481,5,5,NA,5365.979,NA,NA
33523,-0.692808,5,5,NA,11346.939,NA,NA
33631,-0.671406,5,5,NA,10634.96,NA,NA
33820,-2.07125,4.9142,4.76814,NA,7949.002,NA,NA
34018,-2.15009,5,5,NA,3744.391,NA,NA
34274,-0.889283,5,5,6980.098,NA,NA,NA
34507,-1.3081,4.44499,5,NA,2853.538,NA,NA
34685,-0.743364,5,5,NA,12564.595,NA,NA
34954,-0.838298,4.83908,5,NA,17033.1,NA,NA
35184,-1.01996,5,5,NA,6204.297,NA,NA
35210,-0.576449,5,5,NA,6407.902,NA,NA
35447,-0.833648,5,5,NA,12886.005,NA,NA
35681,-0.96766,4.57465,5,NA,2923.767,NA,NA
35889,-0.599266,4.88849,5,NA,9946.587,NA,NA
36146,-0.966579,5,5,NA,8962.94,NA,NA
36339,-1.08029,5,5,NA,2616.24,NA,NA
36430,-0.660728,5,5,NA,10240.698,NA,NA
36683,-0.532487,5,5,NA,4082.792,NA,NA
36949,-0.649365,5,5,NA,9794.666,NA,NA
37134,-0.784583,4.97465,4.8517,NA,19194.123,NA,NA
37363,-0.575815,5,5,NA,6375.388,NA,NA
37459,-0.964774,5,5,NA,11900.221,NA,NA
37672,-1.32183,4.33025,5,NA,6056.3,NA,NA
37884,-0.84501,5,5,NA,12748.881,NA,NA
38120,-0.642928,4.99504,4.74562,NA,11067.395,NA,NA
38325,-0.690182,4.61885,5,NA,8214.528,NA,NA
38525,-0.91617,5,4.86707,NA,14669.746,NA,NA
38754,-1.92281,5,5,NA,6359.505,NA,NA
38881,-1.45837,5,4.36398,NA,6230.815,NA,NA
39038,-0.703458,4.69359,5,NA,10871.118,NA,NA
39273,-0.620469,4.80689,5,NA,11032.863,NA,NA
39393,-0.704237,5,5,NA,11681.513,NA,NA
39636,-0.556151,5,5,NA,5349.746,NA,NA
39919,-0.998347,5,4.99281,NA,7618.69,NA,NA
40116,-2.05169,5,5,5286.388,NA,NA,NA
40288,-1.02262,5,5,NA,6054.494,NA,NA
40402,-1.28055,5,5,NA,NA,5320.291,NA
40718,-0.687879,5,5,NA,11192.616,NA,NA
40957,-1.33134,4.63135,4.36646,NA,3503.094,NA,NA
41143,-1.23405,5,4.8995,NA,NA,5144.329,NA
41223,-0.96726,5,5,NA,10468.977,NA,NA
41404,-1.28178,5,4.38151,NA,4352.699,NA,NA
41729,-0.637065,4.9901,4.77974,NA,11965.447,NA,NA
41855,-0.581211,5,5,NA,6650.856,NA,NA
42142,-0.672002,5,5,NA,10656.226,NA,NA
42302,-1.87742,5,5,NA,4818.199,NA,NA
42450,-0.616452,5,4.94332,NA,10131.484,NA,NA
42695,-0.277574,4.43613,5,NA,2777.548,NA,NA
42828,-0.641412,5,5,NA,11767.715,NA,NA
43041,-0.772452,5,5,NA,12938.684,NA,NA
43202,-0.969095,5,5,NA,8845.062,NA,NA
43493,-1.01526,5,5,NA,6466.521,NA,NA
43605,0.243905,5,5,NA,2785.274,NA,NA
43844,-0.868693,5,5,NA,15830.095,NA,NA
44069,-0.937752,5,5,NA,10212.398,NA,NA
44248,-0.672133,4.80492,5,NA,16812.162,NA,NA
44478,-2.08359,4.67976,2.89833,NA,855.998,NA,NA
44708,-2.12396,5,4.75983,5593.845,NA,NA,NA
44950,-1.03434,5,5,NA,NA,1803.783,NA
45092,-0.71493,5,5,NA,11964.114,NA,NA
45362,-0.972443,5,5,NA,11429.279,NA,NA
45437,-1.02223,5,4.77955,NA,7500.971,NA,NA
45689,-0.672333,4.97191,5,NA,14654.399,NA,NA
45885,-0.966114,5,5,NA,8984.578,NA,NA
46149,-0.583084,5,5,NA,6745.78,NA,NA
46265,-0.993243,5,5,NA,7648.8,NA,NA
46508,-0.840667,4.84424,3.78537,NA,6303.709,NA,NA
46721,-0.959283,5,5,NA,9297.051,NA,NA
46977,-0.896823,5,5,NA,11630.881,NA,NA
47051,-0.638009,5,5,6300.216,NA,NA,NA
47358,-0.851864,4.79898,4.99019,NA,16844.624,NA,NA
47462,-0.653654,5,5,NA,9966.122,NA,NA
47727,-1.20936,5,4.34796,NA,2983.884,NA,NA
47848,-1.08231,5,5,NA,2491.181,NA,NA
48117,-0.817289,5,5,12977.894,NA,NA,NA
48201,-0.9084,4.90294,5,4820.637,NA,NA,NA
48582,-0.753042,5,5,NA,14030.81,NA,NA
48661,-2.04873,5,5,NA,5382.125,NA,NA
48942,-0.898745,5,5,4951.506,NA,NA,NA
49121,-2.97866,4.75187,4.78578,NA,4645.214,NA,NA
49331,-0.784269,5,4.96401,NA,17690.05,NA,NA
49565,-0.419222,5,5,1163.032,NA,NA,NA
49645,-0.770375,5,5,NA,12920.316,NA,NA
49843,-0.537228,5,4.88156,NA,5743.537,NA,NA
50120,-0.715978,5,5,NA,11990.186,NA,NA
50388,-0.645603,5,5,NA,9641.276,NA,NA
50428,-1.45363,4.792,4.2252,NA,11040.388,NA,NA
50727,-0.690903,5,4.98756,NA,11903.915,NA,NA
50816,-0.787375,5,5,NA,13032.166,NA,NA
51006,-0.887443,4.59597,5,NA,6251.311,NA,NA
51248,0.234531,5,5,NA,3176.14,NA,NA
51461,0.351623,4.86401,5,NA,4581.624,NA,NA
51629,-0.824587,4.57266,4.86852,4959.229,NA,NA,NA
51989,-1.84798,5,5,NA,2907.914,NA,NA
52083,-1.24689,3.23993,5,NA,2578.988,NA,NA
52230,-0.252586,5,5,NA,NA,4337.445,NA
52398,-0.16538,5,5,NA,NA,NA,2413.915
52775,-0.577066,4.87108,5,NA,8960.865,NA,NA
52899,-0.819397,5,5,NA,13001.67,NA,NA
53063,-0.691207,5,5,9867.462,NA,NA,NA
53296,-0.878387,5,5,NA,12119.369,NA,NA
53418,-1.44327,4.26359,5,NA,7351.866,NA,NA
53732,-0.902708,4.55656,5,NA,2653.305,NA,NA
53849,-0.886568,5,4.73284,NA,17293.646,NA,NA
54123,-0.833959,5,5,NA,12882.781,NA,NA
54335,-0.663492,5,5,NA,10345.126,NA,NA
54425,-0.859479,5,5,NA,12517.118,NA,NA
54607,-1.53555,4.27477,4.77965,NA,7833.948,NA,NA
54896,-0.900987,4.56226,5,NA,3013.679,NA,NA
55049,-1.6946,4.34636,4.72097,NA,2121.798,NA,NA
55361,-0.85639,5,5,NA,12571.932,NA,NA
55535,0.340814,5,5,NA,3459.306,NA,NA
55714,-0.546004,5,4.77278,NA,5854.623,NA,NA
55892,-0.674164,5,5,NA,10732.697,NA,NA
56051,-0.734049,5,5,NA,12392.724,NA,NA
56234,-0.953572,5,5,4033.908,NA,NA,NA
56430,-0.571289,5,5,5661.186,NA,NA,NA
56681,-0.998313,5,4.73143,NA,8020.118,NA,NA
56806,-0.862786,5,5,NA,NA,3318.688,NA
57052,-0.682741,5,5,NA,12298.555,NA,NA
57370,-0.610307,5,5,NA,8078.37,NA,NA
57517,-0.968582,5,5,NA,10951.566,NA,NA
57667,-0.829082,5,4.63796,NA,8583.928,NA,NA
57946,-0.151094,5,4.10985,NA,2732.532,NA,NA
58150,-0.556063,5,4.95884,NA,7926.956,NA,NA
58336,-0.690874,5,5,NA,11287.095,NA,NA
58505,-1.02872,5,4.82035,NA,7475.226,NA,NA
58700,-0.798129,5,5,NA,13057.265,NA,NA
58808,-0.679383,5,5,NA,10912.899,NA,NA
59063,0.225776,4.69205,5,NA,2303.086,NA,NA
59247,-0.775687,5,5,NA,12964.697,NA,NA
59556,-0.665466,5,5,NA,10418.702,NA,NA
59747,-0.609526,5,5,NA,8041.508,NA,NA
59856,-0.896163,5,5,6687.192,NA,NA,NA
60163,-0.869969,5,5,NA,12727.952,NA,NA
60255,-0.75237,5,5,NA,12707.054,NA,NA
60408,-1.35306,4.9596,5,NA,NA,NA,4610.052
60745,-1.27856,5,5,NA,NA,4406.666,NA
60799,-1.53946,4.10254,4.82796,NA,4478.324,NA,NA
61167,-0.808153,5,4.59435,NA,5659.078,NA,NA
61364,-0.803226,5,5,NA,13056.703,NA,NA
61500,-0.849128,5,5,NA,12689.406,NA,NA
61771,-0.777452,4.75327,4.75139,NA,17395.62,NA,NA
61819,-0.272526,5,4.24005,NA,5396.672,NA,NA
62044,-0.779628,5,5,NA,12992.1,NA,NA
62221,-0.622297,5,4.75402,NA,10040.804,NA,NA
62472,-0.930188,4.53166,5,NA,1171.333,NA,NA
62635,-0.973026,5,4.73382,NA,9479.871,NA,NA
62876,-1.90785,5,4.68063,NA,3943.567,NA,NA
63143,-0.912043,5,5,NA,11155.483,NA,NA
63378,-2.01152,5,5,NA,5551.271,NA,NA
63512,-1.04381,5,4.73861,NA,5369.315,NA,NA
63664,-0.98412,3.9081,5,NA,1763.55,NA,NA
63944,-0.596811,5,4.73938,NA,8281.216,NA,NA
64188,-0.763055,5,5,NA,12845.248,NA,NA
64223,-0.647472,5,5,NA,9717.827,NA,NA
64544,-0.921301,5,5,NA,10835.609,NA,NA
64788,-1.07287,5,5,NA,3073.867,NA,NA
64979,-0.685589,5,4.76907,NA,NA,NA,4901.488
65057,-0.856065,5,5,NA,12577.532,NA,NA
65193,-0.896416,5,4.80409,NA,14969.38,NA,NA
65567,-0.210814,5,4.22879,NA,5282.775,NA,NA
65631,-0.892765,5,4.94086,NA,14308.05,NA,NA
65842,0.401259,4.7486,4.88695,NA,4705.575,NA,NA
66188,0.410491,5,4.73057,NA,3264.656,NA,NA
66364,0.445139,5,4.85035,NA,3395.102,NA,NA
66479,1.1243,5,5,NA,690.082,NA,NA
66785,-0.763126,5,5,NA,12846.053,NA,NA
66984,-2.10253,5,5,4940.352,NA,NA,NA
67161,-1.55369,5,4.69666,NA,NA,5162.182,NA
67373,-2.07283,5,5,4901.142,NA,NA,NA
67419,-1.96526,5,5,NA,5369.961,NA,NA
67721,-1.36012,5,4.30688,NA,6883.669,NA,NA
67804,-2.11008,5,5,NA,4565.76,NA,NA
68070,-1.70751,5,5,1843.811,NA,NA,NA
68283,-0.732313,5,5,NA,16174.839,NA,NA
68501,-0.262781,5,4.15105,NA,3388.67,NA,NA
68759,-0.324582,5,4.4079,NA,2424.489,NA,NA
68986,-0.722468,5,3.82829,NA,4187.725,NA,NA
69015,0.290087,5,3.75821,NA,1221.252,NA,NA
69241,-0.674672,5,5,NA,14318.215,NA,NA
69555,-0.731747,5,5,NA,12346.465,NA,NA
69703,-1.94362,5,5,NA,6121.377,NA,NA
69872,-0.895244,5,5,NA,11676.518,NA,NA
70159,-0.871986,5,5,NA,12265.903,NA,NA
70198,-0.882354,5,5,NA,12022.528,NA,NA
70435,-0.70128,5,5,NA,11598.12,NA,NA
70717,-1.36765,5,4.84527,9289.704,NA,NA,NA
70807,-2.00996,5,5,NA,5552.394,NA,NA
71144,-0.641824,5,4.94619,NA,NA,NA,3021.453
71242,-0.839899,5,4.67836,NA,14657.94,NA,NA
71567,-0.343227,4.95009,5,3824.589,NA,NA,NA
71682,-0.852277,4.78214,5,NA,18313.401,NA,NA
71973,-1.34634,5,5,NA,NA,5710.847,NA
72033,-1.07924,4.86113,4.84414,NA,4752.598,NA,NA
72200,-0.781994,5,5,NA,NA,NA,4575.4
72540,-1.0412,5,5,NA,4982.543,NA,NA
72616,-0.768597,5,5,NA,12903.56,NA,NA
72954,-0.880583,4.89767,5,NA,15767.612,NA,NA
73013,-1.03724,5,5,NA,5214.511,NA,NA
73282,-1.74831,4.71442,4.97863,NA,NA,555.017,NA
73482,-1.83558,5,5,NA,2493.343,NA,NA
73595,-1.92344,5,5,NA,4815.401,NA,NA
73957,-2.94591,4.87688,4.91278,NA,5199.332,NA,NA
74046,-2.0782,5,4.93574,NA,6240.687,NA,NA
74257,-2.06555,5,4.64792,NA,3730.919,NA,NA
74397,-2.03208,5,5,NA,7319.81,NA,NA
74668,-0.611349,5,4.81876,NA,10628.798,NA,NA
74934,0.327829,5,4.9791,NA,3767.751,NA,NA
74996,-1.00503,5,5,NA,7025.735,NA,NA
75272,-0.657226,5,5,NA,10106.067,NA,NA
75534,-0.747063,5,5,NA,16724.179,NA,NA
75697,-0.96039,4.76673,5,NA,11103.876,NA,NA
75832,-0.930761,5,4.81207,NA,17943.821,NA,NA
76030,-1.42185,4.93362,4.34282,NA,8666.4,NA,NA
76221,-1.51187,4.92271,4.06055,NA,2911.425,NA,NA
76446,-0.370974,4.8423,3.23029,NA,1899.991,NA,NA
76595,-1.35442,5,3.27243,NA,4058.414,NA,NA
76891,-1.30235,5,3.22086,NA,4298.565,NA,NA
77112,-1.40321,5,4.26425,NA,9693.662,NA,NA
77240,-0.920931,4.98632,5,NA,11497.151,NA,NA
77575,-0.972519,4.85401,5,NA,11571.999,NA,NA
77627,-0.880903,3.84889,4.95321,NA,4580.862,NA,NA
77903,-1.40727,3.82022,4.82947,1603.984,NA,NA,NA
78044,-0.987787,4.80695,5,NA,10232.613,NA,NA
78233,-0.905458,5,5,NA,11368.989,NA,NA
78538,-0.336971,4.90506,5,4044.045,NA,NA,NA
78739,-0.899905,5,5,NA,15282.775,NA,NA
78824,-0.948649,4.86393,5,NA,15420.341,NA,NA
79048,-1.29411,5,4.92244,6863.398,NA,NA,NA
79197,-2.0584,5,5,NA,5295.318,NA,NA
79413,-0.799814,5,4.92503,NA,16423.561,NA,NA
79741,-0.710049,5,4.90088,NA,15417.674,NA,NA
79912,-0.973651,5,4.79081,NA,10872.844,NA,NA
80026,-0.810459,4.80411,5,NA,16769.074,NA,NA
80307,-0.798292,5,5,NA,13057.372,NA,NA
80574,-1.87686,5,5,NA,3768.381,NA,NA
80774,-0.622811,5,5,NA,8655.96,NA,NA
80922,-0.925787,5,5,NA,13667.915,NA,NA
81114,-0.852771,5,4.89412,NA,16564.468,NA,NA
81203,-0.753943,5,4.8743,NA,16913.174,NA,NA
81392,-1.00461,4.78538,4.6744,NA,7429.049,NA,NA
81652,-1.31717,4.85104,5,NA,NA,5370.781,NA
81981,-0.025274,5,5,2496.716,NA,NA,NA
82169,-0.151794,4.33867,5,NA,5839.611,NA,NA
82190,-0.746282,5,4.73538,NA,18471.568,NA,NA
82562,-0.648264,5,5,NA,9750.061,NA,NA
82762,-2.06694,5,5,NA,6175.216,NA,NA
82865,-0.736498,5,5,NA,12440.299,NA,NA
83164,-0.805328,3.92455,4.72023,NA,2446.6,NA,NA
83322,-0.797394,5,5,NA,13056.684,NA,NA
83388,-2.02903,5,4.94082,NA,6706.179,NA,NA
83646,-1.46129,4.21288,5,NA,6775.38,NA,NA
83793,-0.644973,5,5,NA,9615.319,NA,NA
84147,-0.91443,4.57893,5,NA,3887.256,NA,NA
84196,-0.619387,4.72038,5,NA,8876.6,NA,NA
84393,-1.33356,4.86889,4.19143,NA,7734.456,NA,NA
84622,-0.793872,4.71459,5,NA,13329.317,NA,NA
84893,-0.751314,5,5,NA,12691.571,NA,NA
85079,-1.32723,5,4.20669,NA,5967.133,NA,NA
85268,-0.909023,5,4.75767,NA,15230.668,NA,NA
85582,-1.3306,5,4.17719,NA,5488.905,NA,NA
85616,-2.08437,4.9089,5,2665.794,NA,NA,NA
85923,0.318838,5,5,NA,3443.339,NA,NA
86138,0.286735,5,5,NA,3275.89,NA,NA
86189,-1.0259,5,4.70229,NA,6759.422,NA,NA
86391,-0.923221,5,4.6535,8375.074,NA,NA,NA
86640,-0.92104,5,5,NA,10844.937,NA,NA
86799,-0.82147,5,4.64758,NA,9260.471,NA,NA
87023,-1.07967,5,5,NA,3508.491,NA,NA
87371,-0.581224,5,5,4652.582,NA,NA,NA
87490,-0.853554,5,5,NA,12619.716,NA,NA
87776,-0.693446,5,5,NA,11366.478,NA,NA
87916,-0.7782,5,5,NA,12982.716,NA,NA
87992,-0.546804,5,5,NA,5872.325,NA,NA
88326,-0.316638,5,5,3728.743,NA,NA,NA
88428,-0.900668,4.98279,5,NA,15627.627,NA,NA
88655,-0.735071,5,5,NA,12412.783,NA,NA
88939,-0.117723,5,4.23278,NA,5753.99,NA,NA
89153,-0.875467,5,5,NA,12187.71,NA,NA
89366,-0.588845,5,5,NA,7035.364,NA,NA
89419,-0.884632,5,5,NA,14010.578,NA,NA
89615,-0.160775,4.30784,5,NA,4719.701,NA,NA
89847,-1.96634,5,5,NA,5379.34,NA,NA
90077,-0.618289,5,5,NA,8449.884,NA,NA
90337,-2.10648,5,5,NA,6027.22,NA,NA
90494,-0.86799,5,5,NA,12351.243,NA,NA
90641,0.35396,4.85035,5,NA,4571,NA,NA
90840,-0.778673,5,5,NA,12985.893,NA,NA
91084,-0.501462,4.91703,5,NA,3058.981,NA,NA
91229,-2.13453,4.86211,4.87276,NA,7240.049,NA,NA
91460,-2.60115,4.29932,4.7082,NA,1676.697,NA,NA
91687,-1.00704,4.72532,5,NA,7355.32,NA,NA
91819,-2.14253,5,5,NA,4560.76,NA,NA
92110,-1.06902,5,5,NA,3310.077,NA,NA
92222,-0.579015,5,5,NA,6539.1,NA,NA
92411,-0.831269,5,4.90455,NA,16741.078,NA,NA
92654,-1.47859,5,5,NA,NA,5110.99,NA
92793,-0.651427,5,5,NA,9877.557,NA,NA
93038,-0.971028,5,4.69889,NA,8364.703,NA,NA
93244,-0.741098,5,4.97757,NA,13716.725,NA,NA
93468,-0.777106,5,5,NA,12975.107,NA,NA
93771,-2.0247,5,5,NA,5522.249,NA,NA
93909,-0.487855,5,5,NA,1664.424,NA,NA
94115,-0.922297,4.6843,5,NA,9617.491,NA,NA
94329,-1.01486,4.9884,4.99603,NA,6941.732,NA,NA
94555,-1.70622,4.15617,5,NA,1444.015,NA,NA
94691,-2.93643,5,4.79106,NA,3761.172,NA,NA
94936,-1.91353,5,5,NA,4629.733,NA,NA
95164,-0.988295,5,4.95944,NA,9176.304,NA,NA
95288,-1.84503,4.84787,4.7792,NA,4617.541,NA,NA
95491,-2.13691,5,5,NA,4035.496,NA,NA
95752,-1.4005,4.20345,5,NA,6675.277,NA,NA
95849,-0.6018,5,5,NA,7672.203,NA,NA
96155,-1.0034,5,5,NA,7113.3,NA,NA
96195,-0.930208,5,5,NA,10506.707,NA,NA
96457,-0.718918,5,4.68884,NA,10990.029,NA,NA
96760,-0.637444,4.60586,5,NA,4605.505,NA,NA
96788,-0.0584903,5,4.15522,NA,3458.518,NA,NA
