id,x0,x1,x2,fitness-4,fitness-3.5,fitness-4.5,fitness-5
11224,-2.2119,4.44593,-4.92762,NA,NA,-53.535,NA
11532,-2.54602,4.12296,-4.79462,NA,NA,-51.426,NA
11653,-1.84941,4.14597,-4.55825,NA,NA,-41.868,NA
11859,-1.94845,4.70056,-4.55273,NA,NA,-61.734,NA
12084,-1.78673,3.77673,-4.46533,NA,NA,-33.775,NA
12245,-1.9348,4.65613,-4.31322,NA,NA,-58.347,NA
12530,-1.75916,3.74681,-4.22254,-51.659,NA,NA,NA
12670,-1.54961,3.66888,-4.18064,NA,NA,-53.184,NA
12930,-1.40215,4.66245,-4.86911,NA,NA,NA,-48.009
13158,-1.34016,4.0938,-4.63576,NA,NA,-27.675,NA
13351,-2.19309,4.08424,-4.33545,NA,NA,-53.836,NA
13531,-2.01047,4.304,-4.77153,NA,NA,-50.187,NA
13798,-2.13976,4.30076,-4.26095,NA,NA,-63.081,NA
13898,-2.1751,3.76931,-4.94156,NA,NA,-38.137,NA
14148,-1.75576,4.05496,-4.99874,NA,NA,NA,-32.629
14235,-2.11392,4.271,-4.62104,NA,NA,-47.955,NA
14487,-1.81242,3.74154,-4.80783,NA,NA,NA,-42.971
14732,-1.91395,3.77201,-4.77755,NA,NA,-24.544,NA
14898,-1.44434,4.09053,-4.30111,-58.301,NA,NA,NA
15074,-1.78839,3.32497,-4.8158,NA,NA,-36.451,NA
15301,-1.9096,3.14198,-4.59234,NA,NA,-55.873,NA
15544,-2.03514,3.08933,-4.85071,NA,NA,NA,-56.763
15702,-1.69366,3.73146,-4.54616,NA,NA,-30.504,NA
15920,-1.33735,3.65191,-4.89921,NA,NA,-8.87,NA
16065,-1.51626,4.78359,-4.76491,NA,NA,NA,-67.85
16285,-2.35462,4.36159,-4.36145,-70.59,NA,NA,NA
16595,-1.57275,3.84117,-4.43442,NA,NA,NA,-43.493
16705,-1.73774,3.99209,-4.47011,NA,NA,-33.24,NA
16821,-1.70339,3.74147,-4.70736,NA,NA,-17.354,NA
17134,-1.93397,4.04657,-4.39953,NA,NA,-42.7,NA
17363,-1.89926,3.88353,-4.37094,NA,NA,-32.543,NA
17516,-2.73208,4.06823,-4.74305,NA,NA,NA,-66.363
17639,-2.1933,4.24394,-4.80195,-51.073,NA,NA,NA
17829,-1.54864,2.9839,-4.95475,-82.679,NA,NA,NA
18034,-0.942632,3.78691,-4.94733,-44.215,NA,NA,NA
18217,-1.83423,3.90056,-4.55055,NA,NA,NA,-47.493
18588,-1.8662,4.23164,-4.84944,NA,NA,NA,-41.353
18795,-1.64413,3.72994,-4.80839,NA,NA,-7.175,NA
18802,-2.36234,4.12862,-4.92353,-54.557,NA,NA,NA
19047,-1.3316,4.26932,-3.92041,NA,NA,-86.403,NA
19364,-2.26033,4.10723,-4.67354,NA,NA,NA,-50.795
19457,-1.93329,4.63804,-4.91906,-62.191,NA,NA,NA
19645,-1.69669,3.77763,-4.3888,NA,NA,-41.39,NA
19832,-1.82659,4.48889,-4.8234,-58.985,NA,NA,NA
20052,-1.41627,4.58708,-4.58736,NA,NA,-63.627,NA
20294,-2.01238,3.81216,-4.38269,NA,NA,-37.598,NA
20595,-1.27409,4.18324,-4.61124,NA,NA,-39.782,NA
20745,-1.48288,3.94209,-4.55096,-39.147,NA,NA,NA
20925,-1.66898,4.7611,-4.92042,NA,NA,-43.735,NA
21093,-2.26265,4.0382,-4.18833,NA,NA,NA,-66.319
21277,-1.48085,3.83326,-4.89941,NA,NA,-20.907,NA
21532,-1.77863,4.16158,-4.5416,-49.677,NA,NA,NA
21602,-2.09818,3.06539,-4.31481,NA,NA,-70.802,NA
21948,-2.14769,3.89169,-4.92786,-44.097,NA,NA,NA
22040,-2.05807,3.96138,-4.52544,NA,-69.214,NA,NA
22307,-2.49654,3.84299,-4.68852,NA,NA,NA,-58.704
22525,-2.49899,3.66668,-4.8797,NA,NA,NA,-57.283
22758,-2.03678,4.7148,-4.87687,-56.879,NA,NA,NA
22844,-1.36742,4.17264,-4.51132,-53.462,NA,NA,NA
23124,-1.94686,4.69037,-4.42466,NA,NA,NA,-72.616
23230,-1.94424,4.1495,-4.39719,NA,NA,-50.978,NA
23503,-2.03203,4.31613,-4.11604,NA,NA,-78.16,NA
23713,-1.4116,4.28921,-4.67965,-46.927,NA,NA,NA
23861,-1.43446,3.69748,-4.34242,NA,NA,-25.5,NA
24082,-1.9917,4.14521,-4.90928,-34.669,NA,NA,NA
24250,-1.66462,4.12261,-4.80308,-29.713,NA,NA,NA
24553,-1.73987,3.79528,-4.45808,NA,NA,NA,-34.105
24653,-1.9079,3.51688,-4.36553,NA,NA,NA,-49.279
24930,-2.28361,3.90044,-4.54042,NA,NA,-51.178,NA
25175,-2.13775,4.94711,-4.76272,NA,NA,NA,-73.462
25282,-1.94511,3.06519,-4.3185,NA,NA,-66.659,NA
25493,-1.65909,3.34317,-4.62564,-30.985,NA,NA,NA
25782,-1.39203,4.33072,-4.77971,NA,NA,NA,-66.116
25989,-1.66387,3.16167,-4.34608,NA,NA,-70.566,NA
26141,-1.49743,3.88028,-4.8701,NA,-42.81,NA,NA
26211,-1.4756,4.0082,-4.68125,-42.188,NA,NA,NA
26464,-1.79199,3.45709,-4.6313,-37.88,NA,NA,NA
26639,-1.52699,4.07069,-4.76742,NA,NA,-21.028,NA
26802,-1.48654,4.11012,-4.56872,NA,NA,NA,-40.776
27053,-2.6242,4.19401,-4.67379,NA,NA,-56.599,NA
27344,-2.12902,4.76516,-4.38793,NA,NA,-65.358,NA
27491,-1.04344,4.27545,-4.76882,-56.225,NA,NA,NA
27750,-1.43576,3.89587,-4.85574,-22.494,NA,NA,NA
27849,-2.2154,4.69868,-4.37612,NA,NA,-77.274,NA
28034,-1.58694,3.84574,-4.13054,NA,NA,-60.565,NA
28328,-1.90106,4.11404,-4.58482,NA,NA,-38.59,NA
28438,-1.99311,4.41388,-4.91096,NA,NA,-39.984,NA
28781,-1.67897,4.15532,-4.90456,NA,-49.107,NA,NA
28879,-1.1898,3.82722,-4.80926,-28.819,NA,NA,NA
29009,-0.997353,3.84777,-4.84956,-28.505,NA,NA,NA
29294,-1.91428,3.96707,-4.91028,NA,NA,-30.556,NA
29529,-1.52628,3.9674,-4.64868,-21.863,NA,NA,NA
29714,-1.61915,4.49638,-4.73167,NA,NA,-51.442,NA
29850,-1.70433,4.07943,-4.97525,NA,NA,-23.807,NA
30135,-1.3519,3.77094,-4.50522,NA,NA,-21.486,NA
30237,-2.11316,2.90792,-4.55918,NA,NA,-81.423,NA
30515,-1.95399,3.87108,-4.50715,-41.729,NA,NA,NA
30664,-2.19152,3.54204,-4.99672,-50.811,NA,NA,NA
30873,-1.74409,4.17286,-4.76277,-34.907,NA,NA,NA
31139,-1.36843,4.2237,-4.8517,-30.775,NA,NA,NA
31352,-1.40836,4.36421,-4.81511,NA,NA,-27.658,NA
31533,-1.54593,4.78149,-4.90932,NA,NA,-66.288,NA
31767,-2.34645,4.93326,-4.42536,NA,NA,NA,-81.341
31951,-1.65808,4.79207,-4.66148,NA,NA,-59.628,NA
32120,-2.29087,4.22973,-4.66537,NA,NA,NA,-50.026
32386,-1.71743,3.89928,-4.89325,NA,NA,-29.31,NA
32598,-1.48686,3.82442,-4.65666,NA,NA,-25.028,NA
32636,-1.49087,4.39302,-4.996,NA,NA,-49.121,NA
32872,-2.07966,4.31235,-4.81856,NA,NA,-32.438,NA
33062,-2.03176,4.26365,-4.39205,NA,NA,-57.532,NA
33229,-1.61872,3.47053,-4.44892,NA,NA,-23.683,NA
33516,-2.0427,4.4721,-4.39563,NA,NA,NA,-60.653
33643,-1.3748,4.84943,-4.68375,NA,NA,NA,-73.469
33951,-1.79073,3.614,-4.98254,NA,NA,NA,-33.412
34009,-2.22762,4.03833,-4.96495,-49.936,NA,NA,NA
34385,-1.72232,3.28586,-4.10312,NA,NA,-66.115,NA
34523,-2.0219,4.58265,-4.78502,NA,NA,-53.513,NA
34701,-1.64997,3.64642,-4.50788,-25.567,NA,NA,NA
34830,-2.56742,4.0095,-4.22309,NA,NA,-68.733,NA
35125,-2.51453,3.93837,-4.98982,NA,NA,-54.747,NA
35318,-1.87115,3.19063,-4.34521,NA,NA,NA,-74.053
35448,-1.62688,4.08375,-4.4115,NA,NA,-33.489,NA
35783,-1.61462,3.57867,-4.96835,NA,NA,-6.874,NA
35872,-1.72309,4.82638,-4.95879,-74.217,NA,NA,NA
36090,-1.1833,3.90125,-4.64113,NA,NA,NA,-48.147
36362,-1.05583,3.70375,-4.80621,NA,NA,-21.413,NA
36407,-1.77308,3.59156,-4.80939,NA,NA,NA,-42.648
36686,-2.23146,4.03943,-4.69563,NA,NA,-46.665,NA
36884,-2.1253,4.10553,-4.61599,NA,NA,NA,-48.279
37095,-1.70078,4.06296,-4.85717,NA,NA,-27.609,NA
37379,-2.08795,4.50915,-4.96571,NA,NA,-54.517,NA
37503,-1.52574,4.43638,-4.82265,NA,NA,-46.292,NA
37608,-2.0984,4.17188,-4.76285,NA,NA,-34.701,NA
37861,-1.6246,4.7262,-4.89939,NA,NA,NA,-77.563
38120,-2.29705,4.66998,-4.6543,NA,NA,-65.399,NA
38292,-1.54322,4.3937,-4.66933,NA,NA,NA,-54.922
38574,-1.50733,3.94274,-4.15267,NA,NA,-53.617,NA
38696,-1.98566,3.2324,-4.68769,NA,NA,-50.786,NA
38952,-1.47832,4.5604,-4.99404,NA,NA,-57.978,NA
39049,-1.56704,4.59699,-4.51748,-71.974,NA,NA,NA
39398,-1.74761,4.38631,-4.93688,NA,NA,-45.355,NA
39434,-2.26394,4.49773,-4.84064,NA,NA,-54.359,NA
39649,-1.66836,4.11925,-4.88255,NA,NA,NA,-30.776
39913,-2.36937,4.04409,-4.73902,-53.337,NA,NA,NA
40050,-2.43485,3.50621,-4.11386,NA,NA,NA,-79.024
40263,-2.30323,4.07568,-4.67262,NA,NA,-49.016,NA
40485,-1.61119,3.9141,-4.99617,NA,NA,-8.761,NA
40601,-2.19681,4.49262,-4.6191,NA,NA,-56.851,NA
40991,-1.76363,4.21811,-4.16055,NA,NA,-50.848,NA
41159,-1.59319,3.16121,-4.50918,NA,NA,-53.397,NA
41342,-1.59229,3.25637,-4.889,NA,NA,NA,-43.226
41474,-1.68356,4.28806,-4.27756,NA,NA,NA,-68.683
41753,-1.75999,3.75515,-4.78467,-10.498,NA,NA,NA
41970,-2.17198,3.45673,-4.8014,NA,NA,-45.233,NA
42026,-1.60932,3.71256,-4.64772,-39.231,NA,NA,NA
42344,-1.89726,4.20675,-4.64265,NA,NA,-41.098,NA
42563,-1.31562,3.45438,-4.73126,NA,NA,-16.747,NA
42668,-2.04844,3.68904,-4.56236,-35.428,NA,NA,NA
42939,-1.43919,3.81291,-4.28632,-52.482,NA,NA,NA
43167,-2.01126,3.67813,-4.5947,NA,NA,-32.333,NA
43272,-2.04649,4.85813,-4.8834,NA,NA,NA,-63.522
43431,-1.50216,3.04547,-4.82546,-72.59,NA,NA,NA
43691,-1.19034,3.83831,-4.88092,NA,NA,-26.017,NA
43940,-1.67395,3.42994,-4.99044,-22.883,NA,NA,NA
44174,-1.62266,3.34138,-4.50338,NA,NA,-28.132,NA
44361,-1.53084,4.0582,-4.89918,NA,NA,NA,-44.661
44503,-1.39283,4.27557,-4.82364,NA,NA,-28.766,NA
44675,-2.23769,4.4652,-4.73665,NA,NA,-56.194,NA
44809,-1.08504,3.97133,-4.73332,NA,NA,-30.167,NA
45039,-1.80882,4.02211,-4.89816,NA,NA,NA,-33.536
45364,-1.73828,3.60854,-4.75061,NA,NA,-16.131,NA
45480,-1.88188,3.28565,-4.46281,NA,NA,-53.331,NA
45793,-1.72653,3.12774,-4.54413,-65.174,NA,NA,NA
45986,-2.43201,4.47842,-4.96787,-61.489,NA,NA,NA
46146,-1.98862,4.09541,-4.47444,-54.781,NA,NA,NA
46352,-1.51116,4.23387,-4.83437,NA,NA,-30.476,NA
46433,-1.52446,3.56311,-4.8291,NA,NA,-2.342,NA
46778,-1.854,4.23722,-4.83248,-43.361,NA,NA,NA
46922,-1.16997,3.85797,-4.66315,NA,NA,-24.072,NA
47071,-1.40723,4.35487,-4.91822,NA,NA,-35.774,NA
47204,-2.23202,4.06635,-4.47519,NA,NA,-49.299,NA
47536,-1.35172,3.98526,-4.69623,NA,NA,-23.954,NA
47626,-1.77773,4.16734,-4.82847,NA,NA,NA,-33.643
48000,-1.4583,3.73124,-4.93764,NA,NA,-2.177,NA
48180,-2.11117,3.18621,-4.71633,NA,NA,-52.993,NA
48379,-1.53096,3.49673,-4.37926,NA,NA,NA,-50.218
48549,-1.20979,4.18431,-4.75476,NA,NA,-47.554,NA
48609,-1.41734,4.33673,-3.79827,NA,NA,-72.387,NA
48971,-1.80204,3.69337,-4.97385,-16.143,NA,NA,NA
49128,-2.14462,3.81475,-4.77747,NA,NA,-38.208,NA
49341,-2.33769,3.9421,-4.31791,-63.047,NA,NA,NA
49424,-2.16501,3.44494,-4.98307,-43.854,NA,NA,NA
49667,-2.20027,3.63604,-4.57364,NA,NA,-48.576,NA
49840,-1.70994,3.88297,-4.36494,NA,NA,-49.205,NA
50100,-1.58749,3.75581,-4.6837,NA,NA,NA,-38.702
50319,-1.32059,3.60007,-4.99248,-18.232,NA,NA,NA
50503,-1.12277,3.84611,-4.52109,NA,NA,NA,-53.977
50723,-1.78118,4.13876,-4.62098,-35.189,NA,NA,NA
50909,-1.94406,4.18735,-4.59828,NA,NA,-38.357,NA
51100,-2.33494,4.0388,-4.69125,NA,NA,NA,-56.172
51384,-1.51858,4.33063,-4.84807,NA,NA,-35.192,NA
51436,-1.6285,4.27609,-4.80179,-41.17,NA,NA,NA
51730,-1.29223,4.14812,-4.56443,-56.824,NA,NA,NA
51842,-1.73702,4.70401,-4.76402,NA,NA,-44.022,NA
52195,-1.6887,4.28742,-4.13247,NA,NA,-50.344,NA
52346,-1.55691,3.96869,-4.18232,NA,NA,NA,-65.652
52411,-1.8532,4.14146,-4.55666,NA,NA,-39.636,NA
52695,-1.2834,4.12005,-4.55733,-49.23,NA,NA,NA
52923,-2.29728,4.82321,-4.39075,-86.023,NA,NA,NA
53057,-1.71172,4.55355,-4.49712,NA,NA,NA,-58.79
53275,-1.8497,3.90728,-4.84002,NA,NA,-28.704,NA
53430,-2.06146,4.74417,-4.77942,-62.302,NA,NA,NA
53683,-1.81303,3.7658,-4.59975,NA,NA,NA,-42.963
53947,-1.76315,4.27953,-4.09367,NA,NA,-64.79,NA
54164,-2.52258,4.40411,-4.81696,NA,NA,-57.484,NA
54244,-1.83679,4.04371,-4.26611,-55.709,NA,NA,NA
54529,-1.30066,3.60936,-4.71187,-18.401,NA,NA,NA
54618,-1.6363,3.29274,-4.8735,NA,-38.91,NA,NA
54847,-1.34856,3.5975,-4.5383,NA,NA,-19.291,NA
55125,-1.33017,4.46155,-4.43229,NA,NA,NA,-70.235
55307,-1.43606,4.02833,-4.38147,-41.187,NA,NA,NA
55430,-1.59426,3.903,-4.87685,NA,NA,-22.769,NA
55747,-1.5953,4.30658,-4.80895,NA,NA,-40.629,NA
55845,-1.1367,3.51239,-4.51428,-41.883,NA,NA,NA
56137,-1.29642,4.32423,-4.0589,NA,NA,-86.961,NA
56224,-1.03122,4.73623,-4.92755,NA,NA,-55.211,NA
56589,-2.02356,3.2244,-4.97588,NA,NA,NA,-63.855
56616,-2.54652,4.36189,-4.83053,NA,NA,-55.199,NA
56960,-1.5866,4.06729,-4.68341,NA,NA,-30.358,NA
57036,-2.06233,3.87134,-4.2789,-64.001,NA,NA,NA
57278,-2.06252,3.45992,-4.9709,-59.048,NA,NA,NA
57440,-2.64713,4.01367,-4.75508,NA,NA,NA,-60.917
57776,-2.46983,4.21337,-4.27039,NA,NA,-64.293,NA
57848,-2.49516,4.85363,-4.4931,NA,NA,-77.543,NA
58082,-1.58711,3.99215,-4.95595,NA,NA,-14.993,NA
58316,-1.26288,4.02781,-4.67494,NA,NA,-34.134,NA
58451,-1.7474,3.80909,-4.75512,NA,NA,-20.363,NA
58730,-1.71094,4.53197,-4.77732,NA,NA,NA,-58.51
58802,-1.10716,4.02628,-4.79681,NA,NA,-34.245,NA
59082,-1.62802,3.94813,-4.84382,-17.056,NA,NA,NA
59350,-1.84703,4.29108,-4.77917,NA,NA,NA,-44.923
59582,-1.79746,3.46505,-4.93652,-32.517,NA,NA,NA
59692,-1.46003,4.07847,-4.75607,NA,NA,-23.532,NA
59871,-1.08865,3.52766,-4.7314,NA,NA,-42.14,NA
60020,-1.79853,4.34979,-4.78217,NA,NA,NA,-44.332
60320,-2.17443,4.54778,-4.69028,NA,NA,-56.794,NA
60570,-1.947,4.36349,-4.52655,NA,NA,NA,-54.077
60642,-1.37591,3.825,-4.57861,NA,NA,-16.787,NA
60843,-2.16636,3.2281,-4.40012,NA,NA,-68.796,NA
61183,-2.18438,2.94142,-4.84974,NA,NA,-72.648,NA
61245,-2.40714,3.90148,-4.2864,NA,NA,NA,-57.539
61405,-2.8113,4.0954,-4.92317,NA,NA,NA,-68.201
61686,-1.37832,3.70908,-4.97533,NA,NA,NA,-24.303
61990,-1.77513,4.23997,-4.49063,NA,NA,-35.471,NA
62061,-1.89363,3.81235,-4.70188,NA,NA,-30.033,NA
62363,-1.45934,3.7089,-4.57147,NA,NA,-16.29,NA
62597,-2.13428,4.00819,-4.8083,-47.469,NA,NA,NA
62735,-3.40209,4.54238,-4.39155,NA,NA,-110.724,NA
62894,-2.08437,4.35422,-4.93072,NA,NA,NA,-60.757
63200,-2.75142,4.20717,-4.64107,-73.309,NA,NA,NA
63299,-2.04271,4.22674,-4.42147,-53.333,NA,NA,NA
63520,-2.71786,4.29173,-4.78884,NA,NA,-61.39,NA
63721,-1.86402,4.41623,-4.50108,-57.423,NA,NA,NA
63950,-2.38407,4.40827,-4.3274,-69.107,NA,NA,NA
64012,-1.59314,3.44501,-4.76674,NA,NA,NA,-32.591
64283,-0.495456,4.38656,-4.98536,NA,NA,NA,-111.055
64477,-1.69488,4.07715,-4.82237,-29.765,NA,NA,NA
64722,-1.46168,3.69752,-4.92178,NA,NA,-13.372,NA
64977,-2.4348,4.31679,-4.96413,NA,NA,-60.079,NA
65002,-1.45052,3.57527,-4.98579,NA,NA,NA,-40.882
65253,-1.46487,3.51135,-4.84242,NA,NA,-16.443,NA
65416,-2.73774,3.76383,-4.69673,NA,NA,NA,-63.155
65756,-2.27373,4.50601,-4.71585,NA,NA,-55.663,NA
65969,-1.89373,3.5457,-4.94376,NA,NA,-23.138,NA
66070,-2.00905,4.5987,-4.43843,NA,NA,-51.33,NA
66277,-2.09958,4.0603,-4.93074,NA,NA,-38.739,NA
66413,-1.29799,3.62423,-4.33561,NA,NA,-40.577,NA
66611,-2.04302,3.83122,-4.56362,-34.553,NA,NA,NA
66896,-3.18403,4.07308,-4.92555,NA,NA,-84.672,NA
67124,-2.44865,3.25452,-4.81357,NA,NA,NA,-64.097
67283,-1.53322,3.95893,-4.73651,-16.975,NA,NA,NA
67515,-2.78749,3.35152,-4.6204,NA,NA,-77.124,NA
67706,-2.05939,3.95054,-4.88898,-37.882,NA,NA,NA
67984,-1.78146,4.13886,-3.67784,NA,NA,NA,-88.408
68085,-1.91131,4.20571,-4.57934,NA,NA,-39.396,NA
68346,-1.72963,3.54666,-4.76452,NA,NA,-22.852,NA
68552,-2.70447,4.67797,-4.35789,NA,NA,-71.646,NA
68670,-1.31378,4.24342,-4.6723,NA,NA,-33.497,NA
68917,-1.59357,4.21146,-4.97422,NA,NA,-35.255,NA
69007,-1.69755,3.40234,-4.64219,NA,NA,NA,-38.188
69295,-1.75865,3.98572,-4.97164,NA,NA,NA,-38.753
69426,-1.38364,4.17731,-4.2493,NA,NA,NA,-52.413
69657,-1.54782,4.64399,-4.55859,NA,NA,-64.265,NA
69935,-2.32284,4.39599,-4.19377,NA,NA,-60.681,NA
70079,-1.47234,3.34307,-4.67113,NA,NA,-18.135,NA
70322,-1.74798,3.7215,-4.44977,NA,NA,-33.545,NA
70595,-1.95148,4.24756,-4.36757,NA,-53.422,NA,NA
70632,-1.25911,4.07629,-4.95549,NA,NA,-33.547,NA
70966,-1.84091,4.53868,-4.80079,NA,NA,-50.128,NA
71016,-1.87795,4.54699,-4.54518,NA,NA,-55.986,NA
71205,-1.49775,3.61596,-4.63994,-14.252,NA,NA,NA
71585,-1.00543,3.65309,-4.60047,NA,NA,-46.815,NA
71711,-1.38602,4.37193,-4.61311,NA,NA,-54.573,NA
71807,-1.00557,4.62453,-4.69127,NA,NA,-70.312,NA
72083,-1.84026,4.40458,-4.60787,NA,NA,-47.304,NA
72272,-1.59113,4.00983,-4.19096,NA,NA,-56.371,NA
72456,-1.50857,4.19755,-4.68978,NA,NA,-32.142,NA
72666,-1.39601,4.27512,-4.70209,-35.12,NA,NA,NA
72958,-2.53882,4.10256,-4.26983,NA,NA,-71.259,NA
73164,-2.17451,4.61614,-4.69141,NA,NA,NA,-63.501
73207,-2.18371,4.79273,-4.74412,-68.95,NA,NA,NA
73562,-1.3188,3.64279,-4.42418,NA,NA,NA,-54.651
73749,-1.92821,3.79354,-4.15551,NA,NA,-47.603,NA
73898,-2.05529,4.45258,-4.56073,NA,NA,-55.108,NA
74079,-1.37471,4.67495,-4.92995,NA,NA,NA,-54.896
74245,-2.22566,4.02409,-4.34686,NA,NA,-55.081,NA
74510,-2.02882,3.52528,-4.56972,-46.432,NA,NA,NA
74716,-1.06114,4.45444,-4.62013,-80.064,NA,NA,NA
74913,-1.47245,4.42036,-4.52643,NA,NA,NA,-57.998
75007,-1.63386,4.34433,-4.81218,NA,NA,NA,-38.17
75253,-2.11082,3.90586,-4.54546,-41.276,NA,NA,NA
75575,-1.63612,3.88216,-4.59442,NA,NA,NA,-33.198
75606,-2.32618,3.69578,-4.76038,NA,NA,-40.426,NA
75887,-1.16218,4.10213,-4.86979,-49.067,NA,NA,NA
76055,-1.73844,4.21874,-4.27659,NA,NA,-35.247,NA
76390,-1.62095,3.98013,-4.69508,NA,NA,NA,-37.66
76547,-1.9909,4.61017,-4.83005,-52.966,NA,NA,NA
76711,-2.04843,4.28889,-4.80877,NA,NA,-43.376,NA
76997,-2.36729,3.6075,-4.91575,NA,NA,-46.933,NA
77026,-1.55424,3.77762,-4.31733,-45.191,NA,NA,NA
77336,-2.0969,4.61343,-4.33504,NA,NA,-58.028,NA
77439,-1.47342,4.02699,-4.60953,NA,NA,-22.434,NA
77777,-1.62644,3.35354,-4.45591,NA,NA,-46.291,NA
77871,-1.59851,3.35854,-4.96013,NA,NA,-21.422,NA
78016,-1.59819,3.53998,-4.90777,NA,NA,NA,-32.155
78317,-2.13081,3.87543,-4.7201,-39.848,NA,NA,NA
78595,-2.02372,3.41783,-4.54704,NA,NA,-46.135,NA
78644,-1.75171,3.87932,-4.87466,-17.967,NA,NA,NA
78843,-2.12764,3.58468,-4.10495,NA,NA,-68.519,NA
79119,-2.39418,3.69642,-4.63288,NA,NA,-48.596,NA
79225,-2.2328,4.58406,-4.99165,NA,NA,-53.435,NA
79576,-1.6945,3.90972,-4.68814,NA,NA,-10.825,NA
79752,-1.69658,4.00868,-4.44515,NA,NA,-36.952,NA
79802,-2.02775,4.06398,-4.60276,NA,NA,NA,-48.166
80185,-1.65089,3.54347,-4.94685,NA,NA,NA,-36.679
80202,-1.79688,3.38589,-4.54625,NA,NA,NA,-46.827
80517,-1.53304,3.12232,-4.68202,-63.956,NA,NA,NA
80665,-1.84577,4.45809,-4.65483,NA,NA,-50.346,NA
80845,-1.36882,3.54733,-4.91467,NA,NA,-8.841,NA
81045,-1.72471,4.3501,-4.82641,-38.327,NA,NA,NA
81284,-1.39219,3.88797,-4.94774,-14.417,NA,NA,NA
81540,-1.50734,4.33206,-4.63251,NA,NA,-41.085,NA
81770,-1.40709,3.03912,-4.75925,NA,NA,-76.238,NA
