id,x0,x1,x2,fitness-4,fitness-5,fitness-4.5,fitness-3.5
44708,-2.25481,3.21628,-4.95725,NA,-60.293,NA,NA
44912,-1.99309,4.27125,-4.57716,NA,NA,-44.779,NA
45062,-1.31255,4.22992,-5,NA,NA,-27.681,NA
45309,-1.43081,4.36026,-5,-35.796,NA,NA,NA
45511,-1.4721,4.21686,-4.68506,-48.339,NA,NA,NA
45713,-1.62846,4.51838,-4.93623,NA,NA,-46.776,NA
45820,-1.2841,4.03995,-5,NA,-53.72,NA,NA
46013,-1.87439,4.51444,-5,-53.386,NA,NA,NA
46283,-1.34021,3.80655,-4.97863,-14.699,NA,NA,NA
46549,-2.14475,4.31843,-5,NA,NA,-47.964,NA
46712,-2.3337,4.42983,-5,NA,-55.57,NA,NA
46910,-2.04305,3.82272,-5,NA,-35.285,NA,NA
47022,-1.70466,3.62789,-4.40293,NA,-50.765,NA,NA
47390,-1.99859,3.54618,-5,NA,NA,-29.596,NA
47416,-1.97481,3.62786,-5,NA,NA,-28.53,NA
47783,-1.11541,3.95506,-5,-28.749,NA,NA,NA
47904,-1.70312,3.63675,-5,NA,-46.746,NA,NA
48178,-1.50751,3.48803,-5,-22.81,NA,NA,NA
48311,-1.89755,3.98114,-5,NA,NA,-26.002,NA
48595,-2.18944,3.77678,-5,NA,-52.972,NA,NA
48644,-1.56912,3.83148,-5,NA,-45.7,NA,NA
48846,-2.07792,3.54798,-5,-36.725,NA,NA,NA
49113,-1.41118,3.54029,-5,NA,NA,-5.978,NA
49273,-1.36047,3.87828,-5,-16.987,NA,NA,NA
49426,-1.48457,4.01596,-4.81373,NA,-34.934,NA,NA
49708,-1.48139,4.13761,-4.75959,NA,NA,-21.052,NA
49830,-1.5682,4.00782,-5,NA,-36.677,NA,NA
50110,-2.00903,4.51168,-5,NA,NA,-53.644,NA
50221,-1.62177,3.89585,-5,-16.15,NA,NA,NA
50529,-1.76211,3.91965,-5,-23.059,NA,NA,NA
50709,-1.7425,4.28005,-5,NA,-39.126,NA,NA
50822,-1.2256,4.06196,-5,NA,NA,-29.585,NA
51009,-1.80933,4.10081,-5,NA,-43.661,NA,NA
51230,-1.4399,3.90284,-4.85429,NA,-27.44,NA,NA
51464,-1.8193,3.96242,-5,-20.374,NA,NA,NA
51628,-1.06024,4.02456,-4.8575,NA,NA,-37.679,NA
51934,-1.29343,4.25467,-4.32111,NA,-53.511,NA,NA
52037,-2.11867,3.39947,-4.7264,NA,-66.294,NA,NA
52379,-2.18234,3.69384,-5,NA,NA,-36.268,NA
52467,-2.60037,3.372,-5,NA,NA,-57.561,NA
52692,-2.44143,4.0058,-4.65654,NA,-58.557,NA,NA
52899,-1.61825,4.31728,-5,NA,-43.791,NA,NA
53192,-1.61281,3.72484,-5,NA,-28.359,NA,NA
53248,-1.59548,4.28101,-5,NA,-44.621,NA,NA
53439,-2.14684,3.9711,-5,NA,-48.457,NA,NA
53786,-1.65565,3.95888,-5,NA,NA,-17.316,NA
53932,-1.91027,3.88209,-5,NA,-38.471,NA,NA
54164,-1.4789,3.81934,-4.41443,NA,NA,-19.987,NA
54203,-1.83981,3.87831,-5,NA,-44.574,NA,NA
54515,-2.48314,4.01299,-4.99109,NA,-59.138,NA,NA
54657,-1.61551,3.88435,-5,NA,-49.801,NA,NA
54897,-1.78239,3.99483,-5,NA,NA,-18.658,NA
55009,-1.59893,3.7613,-4.86978,NA,NA,-3.219,NA
55313,-1.88761,3.70972,-5,NA,NA,-22.379,NA
55449,-2.44442,4.11971,-5,NA,-56.778,NA,NA
55725,-2.40787,3.44496,-4.62315,NA,-62.406,NA,NA
55919,-1.28202,3.94673,-5,NA,NA,-25.411,NA
56170,-1.87484,4.71881,-5,NA,-62.856,NA,NA
56316,-1.50973,4.17179,-4.21402,NA,NA,NA,-91.252
56430,-1.45641,3.76259,-5,NA,-33.984,NA,NA
56631,-1.84799,4.35144,-5,NA,NA,-42.03,NA
57000,-2.24197,3.85267,-5,NA,NA,-32.975,NA
57097,-1.41507,3.27931,-5,-22.224,NA,NA,NA
57313,-1.76067,3.43371,-5,NA,NA,-23.582,NA
57478,-1.91275,4.21788,-4.43265,NA,NA,-51.866,NA
57717,-2.34404,4.23691,-5,NA,NA,-57.034,NA
57917,-1.14793,3.71541,-5,NA,NA,-16.503,NA
58080,-1.47137,3.20316,-5,NA,NA,-33.117,NA
58356,-1.68247,4.14882,-5,NA,NA,-31.993,NA
58532,-1.44568,2.99657,-5,NA,-64.813,NA,NA
58750,-1.5976,3.74949,-4.81766,NA,-50.674,NA,NA
58988,-1.59664,3.16082,-5,NA,NA,-49.622,NA
59113,-1.81121,4.16212,-5,NA,-43.404,NA,NA
59293,-1.58059,4.1565,-5,NA,-34.843,NA,NA
59449,-1.96914,3.29882,-5,NA,NA,-28.687,NA
59640,-1.80167,3.45114,-5,NA,NA,-31.322,NA
59934,-1.39197,3.66576,-5,NA,NA,-5.124,NA
60001,-2.44153,4.43388,-5,NA,NA,-59.18,NA
60209,-1.69934,3.43231,-5,NA,NA,-22.963,NA
60519,-2.01533,4.20946,-5,-42.782,NA,NA,NA
60703,-2.12636,3.87984,-5,NA,NA,-38.125,NA
60807,-1.82265,3.84264,-5,-29.452,NA,NA,NA
61065,-1.56051,3.80015,-5,NA,-44.618,NA,NA
61347,-1.4004,3.81186,-5,NA,-30.81,NA,NA
61542,-2.26337,4.38342,-5,NA,-53.476,NA,NA
61658,-1.61395,3.69902,-4.34623,NA,NA,-41.752,NA
61955,-1.77018,3.85378,-5,-12.429,NA,NA,NA
62039,-1.27809,3.25479,-5,NA,NA,-46.806,NA
62252,-1.86485,4.04926,-5,NA,-38.459,NA,NA
62441,-1.28499,3.62909,-5,NA,NA,-27.467,NA
62656,-1.16654,3.64116,-4.77446,NA,-65.819,NA,NA
62806,-1.45505,3.51708,-5,-12.797,NA,NA,NA
63078,-1.7248,3.45388,-5,NA,NA,NA,-42.498
63392,-1.34854,3.79685,-5,NA,NA,-18.618,NA
63515,-1.2868,3.92641,-5,-29.517,NA,NA,NA
63609,-1.26461,3.78002,-4.87587,NA,-41.599,NA,NA
63954,-1.41501,4.05037,-5,NA,-49.843,NA,NA
64084,-2.21256,3.95422,-5,NA,-53.864,NA,NA
64388,-1.75861,3.69419,-5,NA,-49.247,NA,NA
64416,-1.05608,3.85171,-5,NA,-65.415,NA,NA
64704,-0.980259,4.30191,-5,NA,-65.4,NA,NA
64984,-2.04361,3.83603,-4.43423,NA,-70.075,NA,NA
65089,-1.73087,4.18697,-5,NA,NA,-35.162,NA
65268,-1.12821,3.37161,-5,NA,-52.203,NA,NA
65404,-1.47346,3.93776,-5,NA,-39.011,NA,NA
65687,-1.71623,4.20779,-5,NA,-34.125,NA,NA
65946,-1.87341,3.72267,-4.59736,-25.269,NA,NA,NA
66151,-1.38813,3.97247,-5,NA,NA,-17.381,NA
66216,-1.16533,3.79813,-5,NA,-69.551,NA,NA
66470,-1.84104,3.95301,-5,NA,NA,-27.876,NA
66623,-1.46328,3.99953,-5,-18.119,NA,NA,NA
66934,-1.57702,3.87507,-5,-37.235,NA,NA,NA
67039,-1.01141,3.39111,-5,NA,-56.672,NA,NA
67215,-1.38291,3.46562,-4.82838,NA,NA,-29.697,NA
67434,-1.92281,2.97271,-4.7719,NA,-60.275,NA,NA
67752,-1.03223,3.87231,-5,NA,NA,-35.499,NA
67846,-1.54354,3.58886,-4.88176,NA,-43.924,NA,NA
68113,-2.0627,4.29501,-5,NA,NA,-33.689,NA
68288,-2.52496,4.53204,-4.13447,NA,-81.24,NA,NA
68598,-2.32188,3.75529,-4.24387,NA,-49.724,NA,NA
68607,-0.987576,3.80733,-5,NA,NA,-37.499,NA
68894,-2.46888,4.06239,-5,-59.255,NA,NA,NA
69087,-3.07117,4.1477,-5,NA,NA,-79.35,NA
69324,-2.22434,4.251,-5,NA,-49.632,NA,NA
69447,-1.49396,3.07179,-5,NA,-71.271,NA,NA
69694,-2.08055,4.1107,-4.99907,NA,-43.738,NA,NA
69845,-1.63639,3.70354,-5,-35.148,NA,NA,NA
70186,-2.06161,3.77839,-4.70905,NA,NA,-35.515,NA
70308,-1.94394,3.89596,-5,NA,NA,-30.107,NA
70532,-1.20167,3.60719,-5,NA,NA,-32.187,NA
70701,-1.97982,3.70529,-5,NA,NA,-31.531,NA
70826,-2.50561,3.74657,-5,NA,-58.23,NA,NA
71104,-2.42448,3.42868,-5,NA,-56.774,NA,NA
71388,-1.55122,3.7876,-5,NA,-43.5,NA,NA
71481,-1.83897,4.17712,-5,NA,NA,-35.031,NA
71747,-1.8249,3.68796,-5,NA,-45.604,NA,NA
71852,-1.72392,3.25422,-5,NA,NA,-38.885,NA
72086,-2.17046,3.77387,-5,NA,NA,-40.171,NA
72360,-1.55785,4.3554,-5,NA,NA,-42.22,NA
72523,-2.21878,3.26716,-4.85553,NA,-55.682,NA,NA
72691,-2.46773,3.50736,-5,NA,-57.832,NA,NA
72908,-1.69431,3.56527,-5,NA,-41.551,NA,NA
73193,-1.8117,3.72191,-5,NA,-46.897,NA,NA
73302,-1.47071,3.65396,-4.65908,NA,-32.556,NA,NA
73495,-1.84972,3.2758,-5,NA,-57.211,NA,NA
73790,-2.11062,3.71349,-5,NA,-38.426,NA,NA
73834,-1.11318,3.7165,-5,-32.255,NA,NA,NA
74149,-1.70327,3.40124,-5,NA,-34.699,NA,NA
74223,-1.79745,4.66501,-5,NA,-70.125,NA,NA
74426,-2.14187,4.04784,-5,NA,NA,-40.778,NA
74676,-2.31837,4.12929,-4.75965,NA,-47.75,NA,NA
74832,-2.36978,4.01031,-5,-48.185,NA,NA,NA
75184,-2.00786,3.9516,-4.90274,NA,-36.189,NA,NA
75311,-1.59902,4.18423,-5,NA,-39.578,NA,NA
75585,-1.62852,3.69139,-4.60546,NA,-47.819,NA,NA
75700,-1.70373,4.33153,-5,NA,-40.824,NA,NA
75985,-1.94377,4.41795,-5,NA,NA,-41.909,NA
76173,-1.333,4.13399,-4.74093,NA,NA,-21.702,NA
76370,-1.46424,3.59232,-5,NA,-46.51,NA,NA
76548,-1.63993,4.34245,-4.15513,NA,NA,-63.584,NA
76708,-2.53403,4.1168,-4.31009,NA,NA,-68.468,NA
76963,-1.86364,3.61047,-4.21084,NA,-66.899,NA,NA
77102,-1.83098,3.94063,-5,NA,-45.265,NA,NA
77323,-1.55495,3.87052,-5,NA,NA,-20.123,NA
77595,-1.65473,4.02017,-5,NA,NA,-23.847,NA
77710,-1.3612,4.31373,-5,NA,NA,-42.971,NA
77994,-1.97768,3.71934,-5,NA,NA,-30.143,NA
78124,-1.94753,3.44821,-5,NA,-61.521,NA,NA
78238,-1.77258,4.68462,-4.25644,NA,-61.116,NA,NA
78446,-1.4299,3.99547,-5,NA,-42.986,NA,NA
78798,-1.97189,3.69161,-5,NA,NA,-28.423,NA
78949,-2.31337,3.46276,-4.92398,NA,-45.829,NA,NA
79055,-1.75394,3.27854,-5,NA,NA,-39.629,NA
79219,-1.78389,3.87551,-5,NA,NA,-13.02,NA
79401,-1.49534,4.26742,-5,NA,NA,-29.041,NA
79679,-2.23506,3.39922,-5,NA,-50.665,NA,NA
79871,-2.09997,3.91545,-4.69813,NA,NA,-39.336,NA
80058,-1.26179,3.67068,-5,NA,NA,-11.719,NA
80222,-2.06332,3.99266,-4.84816,-38.458,NA,NA,NA
80565,-1.79762,4.13152,-5,NA,-42.521,NA,NA
80694,-1.69913,4.12863,-5,-30.193,NA,NA,NA
80994,-2.16816,3.75563,-5,-44.853,NA,NA,NA
81186,-1.20867,3.51071,-4.75655,-34.471,NA,NA,NA
81242,-2.04002,3.89461,-5,NA,-37.064,NA,NA
81553,-2.87872,3.13616,-4.9096,NA,-89.544,NA,NA
81711,-1.81751,3.52323,-5,NA,-44.142,NA,NA
81934,-1.94908,3.79716,-5,NA,-34.974,NA,NA
82020,-0.843232,3.91056,-5,-79.302,NA,NA,NA
82334,-1.35904,3.79415,-5,-25.557,NA,NA,NA
82449,-1.34394,3.16921,-5,NA,NA,-44.988,NA
82635,-1.30499,3.72933,-5,NA,NA,-15.796,NA
82965,-1.14589,4.07087,-5,NA,NA,-43.702,NA
83060,-1.87396,4.24012,-4.8444,NA,-53.024,NA,NA
83203,-1.61373,3.6399,-5,-13.499,NA,NA,NA
83427,-1.82132,3.81012,-5,NA,NA,-13.907,NA
83749,-1.45166,3.56426,-5,NA,-27.732,NA,NA
83881,-1.03145,4.06012,-4.75567,NA,-58.824,NA,NA
84077,-0.712792,3.72718,-5,NA,-76.511,NA,NA
84204,-1.5241,4.04492,-5,NA,-46.014,NA,NA
84536,-1.44372,3.78204,-5,NA,-25.504,NA,NA
84652,-1.83797,3.79352,-4.44987,NA,NA,-35.806,NA
84890,-1.54622,4.18359,-4.2332,NA,-69.491,NA,NA
85012,-1.54051,3.51167,-4.24957,NA,NA,-54.279,NA
85226,-1.50494,4.67604,-5,NA,-63.03,NA,NA
85479,-2.31351,4.33708,-5,NA,-50.368,NA,NA
85636,-2.42622,4.24925,-5,NA,-54.848,NA,NA
85962,-1.81786,3.41304,-5,NA,-45.289,NA,NA
86113,-1.40104,3.9941,-5,NA,NA,-17.956,NA
86344,-1.51294,4.17246,-5,-25.886,NA,NA,NA
86504,-1.36875,3.61742,-5,NA,-46.269,NA,NA
86671,-2.06036,3.63493,-5,NA,NA,-33.7,NA
86861,-1.82361,4.52662,-5,NA,-59.657,NA,NA
87191,-1.74465,3.4536,-5,NA,NA,NA,-43.53
