id,x0,x1,x2,fitness-3.5,fitness-4,fitness-5,fitness-4.5
9386,-2.02965,3.62228,-4.42253,NA,NA,NA,-39.291
9587,-1.56417,4.32956,-5,NA,NA,-46.458,NA
9690,-1.4933,4.2031,-5,NA,NA,NA,-37.33
9828,-1.87531,4.39409,-5,NA,NA,-55.609,NA
10005,-1.75905,3.54569,-4.69713,NA,NA,NA,-16.8
10397,-2.14276,4.01175,-5,NA,NA,-49.29,NA
10471,-1.57498,4.33697,-5,NA,NA,NA,-42.499
10616,-2.12762,4.71181,-5,NA,NA,NA,-65.294
10852,-1.09884,3.50725,-4.82274,NA,-47.57,NA,NA
11034,-1.7285,3.79074,-5,NA,NA,-42.32,NA
11387,-2.32209,4.19897,-4.86664,NA,NA,-42.327,NA
11575,-2.52918,4.25435,-5,NA,NA,-67.128,NA
11706,-1.68876,4.3994,-5,NA,NA,-47.311,NA
11936,-0.732254,3.39177,-4.28799,NA,NA,-63.693,NA
12133,-1.5406,3.48971,-5,NA,NA,NA,-15.812
12220,-1.47441,3.56091,-5,NA,NA,NA,-5.366
12506,-1.45477,3.80186,-5,NA,-23.869,NA,NA
12800,-1.13553,4.58453,-5,NA,NA,NA,-60.944
12964,-1.45686,3.75178,-5,NA,NA,-23.203,NA
13024,-2.56784,4.35169,-5,NA,NA,-66.894,NA
13223,-2.28168,3.79687,-4.70069,NA,NA,NA,-43.283
13500,-1.59214,4.0078,-5,NA,NA,-45.567,NA
13720,-1.48062,4.48512,-5,NA,NA,NA,-50.472
13949,-1.68511,3.72594,-4.91521,NA,NA,NA,-3.569
14009,-2.23862,3.89847,-4.57525,NA,NA,-51.929,NA
14376,-1.30614,3.71758,-4.47738,NA,NA,NA,-42.893
14404,-1.71811,3.73996,-5,NA,NA,-40.943,NA
14660,-1.79475,4.06761,-5,-59.054,NA,NA,NA
14827,-2.00727,5,-4.53186,NA,NA,NA,-77.985
15196,-1.47437,4.18761,-4.55309,NA,NA,-54.267,NA
15400,-1.26943,3.4081,-5,NA,NA,NA,-20.064
15467,-1.19024,4.2709,-4.75814,NA,NA,NA,-55.666
15668,-1.95731,4.24389,-5,NA,NA,NA,-31.61
15861,-2.34359,3.77323,-5,NA,NA,-55.047,NA
16168,-1.97319,4.05191,-5,NA,NA,-47.893,NA
16230,-1.94584,3.82306,-5,NA,NA,NA,-28.758
16480,-0.987765,3.68109,-4.73965,NA,NA,NA,-42.3
16697,-1.76997,3.66062,-4.92635,NA,-21.751,NA,NA
16963,-1.28276,4.11044,-5,NA,NA,NA,-28.514
17092,-1.57991,4.22728,-5,NA,-35.02,NA,NA
17394,-2.80509,4.31173,-5,NA,NA,NA,-69.336
17415,-1.86099,3.5723,-4.72313,NA,-28.799,NA,NA
17744,-2.30309,4.06515,-5,NA,-49.729,NA,NA
17890,-2.34165,3.8733,-5,NA,NA,NA,-45.476
18167,-2.49315,3.92459,-5,NA,NA,-58.499,NA
18235,-2.17095,3.96143,-5,NA,NA,-50.263,NA
18565,-1.9394,3.59627,-4.64525,NA,NA,-49.42,NA
18609,-1.92156,2.91794,-5,NA,NA,-67.833,NA
18874,-1.67634,3.33915,-5,NA,-29.607,NA,NA
19082,-1.45058,3.71345,-4.69667,NA,NA,-30.676,NA
19313,-1.58136,4.11392,-5,NA,NA,-44.147,NA
19518,-2.09229,4.30183,-5,NA,NA,NA,-38.105
19673,-2.05269,4.72077,-5,NA,NA,-55.664,NA
19911,-1.82039,4.12017,-5,NA,-30.196,NA,NA
20066,-1.93299,3.84549,-5,NA,NA,NA,-30.025
20374,-2.5076,3.6892,-5,NA,-58.66,NA,NA
20584,-1.82246,4.57644,-5,NA,NA,NA,-52.43
20730,-1.3884,4.10458,-5,NA,-33.512,NA,NA
20897,-1.82482,3.56547,-5,NA,NA,NA,-18.462
21160,-1.11565,3.27408,-5,NA,NA,-62.296,NA
21278,-1.54845,3.92186,-5,NA,NA,-43.91,NA
21580,-1.30474,4.20204,-4.97789,NA,-35.207,NA,NA
21674,-1.41578,3.93392,-4.90526,NA,NA,-31.981,NA
21848,-2.13235,4.1504,-4.4528,NA,NA,-54.632,NA
22079,-1.63104,3.66783,-5,NA,-20.903,NA,NA
22257,-2.08931,4.07362,-5,NA,NA,NA,-39.495
22490,-1.72749,4.24787,-5,NA,NA,-37.4,NA
22716,-1.74406,3.32429,-5,NA,NA,-39.952,NA
22840,-1.63802,3.89938,-5,NA,NA,-47.61,NA
23017,-1.90153,4.57946,-4.76209,NA,NA,-56.503,NA
23370,-1.23228,4.21856,-5,NA,NA,-62.331,NA
23525,-1.47512,3.17328,-5,NA,NA,-62.713,NA
23720,-1.47161,3.36982,-5,NA,NA,-67.91,NA
23922,-2.45453,3.83013,-5,NA,NA,-61.336,NA
24134,-2.12819,4.04732,-4.60626,NA,NA,NA,-40.822
24251,-1.77491,3.30648,-5,NA,-37.393,NA,NA
24587,-1.5689,3.49763,-4.67081,NA,NA,NA,-11.127
24716,-2.90979,4.08091,-4.53632,NA,NA,-75.896,NA
24825,-1.60297,3.27738,-5,NA,NA,-49.578,NA
25124,-1.90843,4.2094,-5,NA,NA,-54.85,NA
25325,-1.78055,4.25807,-4.98921,NA,NA,-40.743,NA
25526,-2.65217,3.94883,-4.9372,NA,NA,-56.838,NA
25608,-1.646,4.2308,-5,NA,NA,NA,-38.389
25817,-1.80249,3.2857,-4.66468,NA,NA,-53.7,NA
26004,-1.64515,4.34491,-5,NA,NA,-43.535,NA
26275,-2.20818,3.63904,-5,NA,NA,-54.231,NA
26494,-1.56561,3.68273,-5,NA,NA,-44.602,NA
26603,-1.70969,4.29867,-5,NA,NA,-38.765,NA
26862,-1.78638,3.60766,-5,NA,NA,-44.88,NA
27013,-2.28966,3.62216,-4.83196,NA,NA,-58.889,NA
27277,-1.85908,4.12929,-5,NA,NA,-47.208,NA
27580,-1.35558,4.06403,-5,NA,-23.157,NA,NA
27734,-1.6863,3.72965,-5,NA,NA,NA,-5.6
27978,-1.58175,3.66773,-5,NA,-7.428,NA,NA
28088,-1.7165,3.79164,-5,NA,-12.127,NA,NA
28309,-1.51451,3.72779,-5,NA,NA,NA,-10.446
28413,-1.55868,3.96298,-4.67504,NA,NA,-46.721,NA
28653,-1.02558,3.3642,-5,NA,NA,-56.673,NA
28970,-1.47629,3.52767,-5,NA,NA,NA,-5.641
29001,-1.34036,3.49911,-5,NA,NA,NA,-14.888
29366,-1.38412,4.08433,-5,NA,-21.559,NA,NA
29582,-1.81894,3.87112,-4.65289,NA,-43.662,NA,NA
29664,-1.49348,3.48301,-5,NA,NA,NA,-7.297
29804,-1.31995,3.37808,-5,NA,-17.547,NA,NA
30114,-1.17319,3.60172,-5,NA,-22.231,NA,NA
30345,-1.50642,3.83514,-5,NA,NA,NA,-13.304
30486,-2.05431,4.04862,-5,NA,NA,NA,-33.76
30674,-1.11614,3.33358,-4.72299,NA,NA,-52.132,NA
30959,-1.93648,3.65321,-4.24594,NA,NA,-71.306,NA
31136,-1.70319,3.67649,-4.57518,NA,-16.696,NA,NA
31368,-2.10538,3.96884,-5,NA,NA,-45.366,NA
31420,-2.095,4.62508,-5,NA,NA,-56.238,NA
31679,-1.4781,3.78235,-5,NA,NA,NA,-8.925
31836,-1.31795,3.93051,-5,NA,NA,-38.491,NA
32194,-1.35571,4.07553,-5,NA,-27.149,NA,NA
32217,-2.14635,4.4876,-5,NA,NA,-59.339,NA
32497,-2.46016,3.35328,-4.91427,NA,NA,NA,-64.2
32656,-2.2,3.506,-5,NA,NA,NA,-44.331
32906,-1.72531,3.46277,-5,NA,NA,-36.206,NA
33016,-1.70285,3.5189,-5,NA,NA,-38.437,NA
33354,-1.49463,3.24793,-5,NA,NA,NA,-27.577
33482,-2.12974,3.92912,-5,NA,-41.234,NA,NA
33782,-2.02834,3.25133,-5,NA,-43.802,NA,NA
33910,-1.4953,3.55862,-4.80534,-58.372,NA,NA,NA
34138,-1.90381,3.42264,-5,NA,NA,NA,-35.349
34360,-2.55827,3.05078,-5,NA,NA,-74.261,NA
34589,-2.53083,3.68151,-5,NA,NA,-58.934,NA
34714,-1.17559,3.43927,-4.88583,NA,NA,-50.89,NA
34899,-1.45548,4.36202,-5,NA,NA,NA,-34.174
35074,-1.79121,4.25174,-4.85299,NA,-38.816,NA,NA
35344,-1.45653,3.94816,-5,NA,NA,-38.966,NA
35534,-1.61387,3.63225,-5,NA,NA,-29.508,NA
35727,-1.96921,3.23269,-4.91711,NA,NA,NA,-34.826
35969,-1.38545,3.70665,-5,NA,NA,NA,-17.456
36177,-1.68309,4.19373,-4.97865,NA,NA,-33.277,NA
36248,-1.92623,3.74175,-5,NA,-25.985,NA,NA
36449,-2.35842,4.24747,-5,NA,NA,-49.55,NA
36629,-1.47687,5,-4.95237,NA,NA,NA,-76.174
36920,-1.70086,3.80333,-4.4783,NA,NA,NA,-30.362
37002,-1.624,4.17416,-4.57203,NA,NA,NA,-32.481
37311,-1.95293,3.53773,-5,NA,NA,NA,-24.176
37451,-1.58677,4.05586,-5,NA,NA,NA,-30.985
37694,-2.02126,3.65275,-5,NA,NA,-40.522,NA
37811,-1.92899,3.30453,-5,NA,NA,NA,-31.506
38046,-2.26261,4.2172,-4.93309,NA,NA,-44.807,NA
38232,-1.66574,3.52913,-5,NA,-16.611,NA,NA
38568,-1.30724,3.86263,-4.86628,NA,-14.987,NA,NA
38677,-1.36089,4.12812,-5,NA,NA,-43.516,NA
38988,-2.70313,4.47714,-5,NA,NA,NA,-69.411
39034,-2.32619,4.12433,-5,NA,NA,-49.687,NA
39262,-1.73514,4.28656,-5,NA,NA,-39.006,NA
39489,-1.31379,3.82075,-5,NA,NA,NA,-21.628
39636,-1.49831,3.77875,-5,NA,NA,NA,-12.081
39889,-1.96096,4.01824,-5,NA,-32.69,NA,NA
40126,-1.62528,4.52465,-5,NA,NA,-59.772,NA
40382,-1.58831,3.8391,-5,-55.083,NA,NA,NA
40582,-1.30921,3.74671,-4.9511,NA,-19.842,NA,NA
40601,-2.14283,3.93946,-5,NA,NA,NA,-37.562
40954,-1.96043,3.30991,-5,NA,NA,-70.652,NA
41197,-1.84378,3.80501,-5,NA,-27.523,NA,NA
41318,-1.2552,3.95334,-4.716,NA,NA,-47.317,NA
41410,-1.81651,3.741,-4.62421,NA,NA,NA,-18.881
41667,-1.56369,4.35819,-5,NA,NA,NA,-45.295
41929,-1.75221,4.25778,-5,NA,NA,-39.013,NA
42164,-1.92754,3.83252,-5,NA,NA,NA,-27.64
42230,-1.12725,3.7195,-5,NA,NA,NA,-17.922
42524,-1.15334,3.90769,-5,NA,NA,NA,-23.644
42653,-2.50343,3.65131,-5,NA,NA,-60.567,NA
42840,-1.82909,4.11609,-5,NA,NA,NA,-28.91
43147,-2.04311,3.75658,-4.74428,NA,NA,-34.26,NA
43372,-2.18014,3.91613,-5,NA,NA,-51.147,NA
43591,-1.82068,3.22434,-5,NA,NA,-57.684,NA
43615,-2.26786,3.98261,-5,NA,NA,NA,-43.342
43943,-1.64438,3.92217,-5,NA,NA,-34.176,NA
44143,-1.09169,3.42784,-5,NA,NA,-50.078,NA
44230,-1.61445,3.37541,-5,NA,NA,-37.194,NA
44457,-1.59341,3.04175,-4.70659,NA,NA,NA,-50.521
44724,-2.24371,3.96404,-5,NA,NA,-52.3,NA
44996,-1.86879,4.09919,-5,NA,NA,NA,-28.111
45129,-2.43428,4.10316,-5,NA,NA,NA,-52.582
45204,-1.98313,4.25296,-5,NA,NA,NA,-37.056
45524,-1.94258,4.04809,-5,NA,-33.788,NA,NA
45733,-1.76753,3.76675,-5,NA,NA,NA,-10.784
45918,-2.20751,4.48647,-4.47735,NA,NA,-65.237,NA
46038,-1.95619,3.58036,-5,NA,NA,-48.722,NA
46297,-2.01222,3.5099,-4.72287,NA,NA,NA,-26.284
46477,-1.94187,4.39156,-5,NA,NA,NA,-41.423
46622,-1.84478,3.90801,-4.89148,NA,NA,NA,-19.918
46881,-1.76396,3.68604,-5,NA,NA,NA,-9.458
47148,-1.45044,3.33178,-5,NA,NA,NA,-14.745
47231,-2.23484,4.01961,-5,NA,NA,NA,-41.351
47437,-1.20983,3.63644,-4.6748,NA,NA,NA,-18.032
47623,-1.16249,3.41578,-5,NA,NA,NA,-42.839
47859,-1.10946,3.62189,-5,NA,-32.307,NA,NA
48063,-1.12343,3.93432,-5,NA,-34.678,NA,NA
48274,-1.43466,3.47035,-4.57943,NA,NA,NA,-19.358
48468,-1.66228,3.64841,-4.92051,NA,NA,-48.393,NA
48707,-1.75426,3.30763,-5,NA,NA,-41.197,NA
48808,-2.34142,3.86946,-5,NA,-49.037,NA,NA
49122,-1.89774,3.7115,-4.53238,NA,-32.273,NA,NA
49262,-2.13108,3.86729,-5,NA,NA,NA,-37.682
49502,-1.32037,3.97424,-5,NA,-27.786,NA,NA
49798,-1.4988,4.16703,-5,NA,NA,NA,-24.12
49873,-1.573,3.27719,-5,NA,-33.403,NA,NA
50174,-1.47564,3.63924,-4.61783,NA,NA,-36.287,NA
50318,-1.904,3.84809,-5,NA,NA,-36.802,NA
50585,-1.75744,3.93899,-4.44494,NA,NA,-38.867,NA
50796,-1.71224,3.45126,-4.71314,NA,NA,NA,-29.294
50927,-0.986333,3.60811,-5,NA,NA,NA,-42.969
51010,-1.89587,3.92221,-5,NA,NA,-40.647,NA
51218,-2.36747,4.20408,-5,NA,NA,-47.933,NA
51472,-2.13797,4.30864,-5,NA,NA,-57.794,NA
51700,-2.19661,3.77551,-4.9564,NA,NA,-43.736,NA
51886,-1.78813,4.06432,-5,NA,NA,-43.691,NA
52106,-1.6699,3.42878,-5,NA,NA,-35.195,NA
52235,-1.8882,3.75737,-5,NA,NA,NA,-28.624
52417,-2.32005,3.2176,-5,NA,NA,NA,-69.286
52669,-1.78796,3.75248,-4.54546,NA,NA,NA,-28.308
52949,-1.59342,3.42198,-5,NA,NA,-38.647,NA
53112,-1.75252,4.40576,-4.52995,NA,NA,NA,-48.226
53243,-1.78198,3.90869,-4.74988,NA,NA,NA,-14.211
53546,-1.85329,3.81401,-5,NA,NA,-43.197,NA
53631,-1.35742,3.99574,-5,NA,NA,NA,-19.096
53907,-1.78689,3.84607,-4.48952,NA,NA,-43.052,NA
54169,-2.10654,3.84804,-4.92546,NA,NA,NA,-39.426
54255,-1.75116,3.56879,-4.90507,NA,NA,-40.903,NA
54465,-1.75881,3.80311,-4.89489,NA,NA,-56.001,NA
54780,-2.69416,3.81659,-5,-73.929,NA,NA,NA
54819,-2.10937,3.63223,-5,NA,NA,-48.259,NA
55014,-1.80297,3.25093,-5,NA,NA,-53.133,NA
55383,-1.71987,3.87833,-4.96608,NA,NA,-54.705,NA
55446,-1.66474,3.30735,-4.87352,NA,NA,-32.066,NA
55689,-1.17051,3.91703,-5,NA,NA,-66.125,NA
55993,-1.55241,3.85099,-5,NA,NA,-43.845,NA
56127,-1.61495,3.7957,-4.71609,NA,NA,-40.012,NA
56379,-1.73696,3.58605,-4.70799,NA,NA,-36.082,NA
56485,-1.25294,3.7847,-4.24223,NA,NA,NA,-61.222
56743,-1.87236,4.2949,-5,NA,NA,NA,-36.676
56964,-2.161,4.26229,-5,NA,NA,-54.956,NA
57127,-1.64464,3.90532,-5,NA,NA,NA,-12.507
57201,-1.83372,3.3481,-5,NA,NA,-46.081,NA
57437,-1.49967,3.67286,-5,-46.567,NA,NA,NA
57712,-1.21954,3.81551,-5,NA,-19.279,NA,NA
57853,-1.37415,4.10927,-5,NA,NA,NA,-22.96
58111,-1.60883,3.54784,-4.8355,NA,NA,-29.213,NA
58222,-1.78148,3.58546,-4.56011,NA,-38.986,NA,NA
58489,-1.37272,3.90277,-5,NA,-15.638,NA,NA
58779,-1.64715,3.62526,-5,NA,-29.676,NA,NA
58982,-1.95126,3.95125,-5,NA,NA,NA,-31.31
59178,-1.24791,3.92795,-5,NA,NA,-50.839,NA
59247,-1.98695,4.61293,-5,NA,NA,-53.22,NA
59597,-1.4235,3.45148,-5,NA,NA,NA,-9.536
59687,-1.57157,3.56728,-5,NA,-17.61,NA,NA
59885,-1.2618,4.16649,-4.69319,NA,NA,-52.059,NA
60024,-1.47643,3.57345,-5,NA,NA,-47.949,NA
60366,-1.81066,3.92864,-4.82437,NA,NA,-48.308,NA
60548,-1.07117,3.25591,-5,NA,NA,-66.649,NA
60606,-2.26507,3.15324,-5,NA,NA,-66.785,NA
60988,-2.33215,4.13799,-4.8102,NA,NA,-46.151,NA
61078,-2.29087,5,-5,NA,NA,-76.614,NA
61376,-1.33106,3.68583,-5,NA,NA,-40.459,NA
61485,-1.6224,3.15835,-4.69073,NA,NA,NA,-44.006
61752,-1.11351,4.24707,-4.49249,NA,NA,NA,-48.71
61890,-2.57446,4.07676,-5,NA,NA,-63.839,NA
62126,-1.31377,3.9716,-5,NA,NA,-45.04,NA
62298,-1.75595,4.2604,-5,NA,NA,NA,-38.837
62499,-2.04296,4.52981,-5,NA,NA,-56.103,NA
62637,-2.49048,3.77941,-5,NA,NA,NA,-53.101
62810,-1.37875,3.44313,-4.50123,NA,NA,-51.456,NA
63068,-1.43749,3.58539,-5,NA,NA,NA,-22.625
63328,-1.69575,3.34188,-5,NA,NA,-36.723,NA
63582,-1.91962,3.41461,-4.62332,NA,NA,-58.961,NA
63629,-1.07643,3.59108,-4.93873,NA,NA,NA,-30.158
63951,-1.2471,3.84346,-5,NA,NA,NA,-29.833
64069,-2.12789,4.18063,-5,NA,NA,-54.281,NA
64264,-1.61664,3.82972,-5,NA,NA,NA,-7.694
64475,-1.19385,3.61826,-5,NA,NA,NA,-19.368
64718,-1.7968,4.24672,-5,NA,NA,-42.78,NA
64839,-1.09311,3.98129,-4.71711,NA,NA,NA,-32.413
65186,-1.24433,3.73747,-5,NA,NA,NA,-21
65287,-1.74721,3.62758,-5,NA,NA,-46.024,NA
65436,-2.14616,4.12481,-5,NA,NA,NA,-39.371
65709,-1.4122,3.88755,-4.89899,NA,NA,-26.993,NA
65983,-1.64629,3.79739,-5,NA,NA,-46.26,NA
66036,-2.40518,4.23027,-5,NA,NA,NA,-56.287
66333,-1.55043,4.44039,-5,NA,NA,-57.796,NA
66579,-2.36949,4.17981,-4.95403,NA,NA,-47.6,NA
66717,-2.33365,4.24791,-5,-53.699,NA,NA,NA
66956,-2.02227,4.21235,-5,NA,NA,NA,-29.939
67043,-1.76944,4.0241,-5,NA,-22.345,NA,NA
67276,-1.78378,3.16556,-4.46294,NA,NA,NA,-55.969
67442,-1.98324,3.94414,-5,NA,NA,NA,-32.716
67655,-2.61947,3.06477,-5,NA,NA,NA,-82.15
67961,-2.00408,3.97126,-5,NA,-34.747,NA,NA
68179,-1.89742,3.716,-5,NA,NA,NA,-21.791
68201,-2.00881,3.96225,-5,NA,-34.741,NA,NA
68432,-1.44823,3.49405,-5,NA,NA,NA,-6.595
68656,-1.42537,3.71957,-4.27231,NA,NA,NA,-28.348
68991,-1.68108,3.43935,-5,-61.047,NA,NA,NA
69116,-1.58616,4.37946,-5,NA,NA,NA,-45.259
69360,-1.86668,4.46964,-5,NA,NA,-56.704,NA
69528,-1.89569,4.00867,-5,NA,NA,NA,-27.122
69720,-1.38368,4.54376,-5,NA,NA,-59.679,NA
69916,-1.41968,4.68927,-5,NA,NA,-55.936,NA
70109,-1.03491,3.9707,-5,NA,NA,NA,-43.098
70356,-2.01049,3.81093,-5,NA,-32.833,NA,NA
70512,-1.28689,3.71237,-5,NA,-14.691,NA,NA
70677,-1.52361,4.05998,-5,NA,-32.977,NA,NA
70926,-1.18667,3.51089,-5,NA,NA,NA,-27.242
71134,-1.60062,3.50132,-5,NA,-11.294,NA,NA
71252,-2.93181,3.61152,-5,NA,NA,NA,-73.666
71497,-1.29214,3.77881,-5,NA,NA,NA,-16.365
71661,-1.50463,3.74308,-5,NA,NA,NA,-8.295
71892,-2.1946,3.03672,-4.80649,NA,-67.844,NA,NA
72185,-1.42507,4.05756,-4.94496,NA,NA,-50.452,NA
72293,-2.01673,3.754,-4.88257,NA,NA,-29.439,NA
72536,-2.18038,4.25528,-5,NA,NA,-50.658,NA
72727,-1.98513,3.41281,-5,NA,NA,NA,-33.617
72912,-1.39512,3.81481,-4.5411,NA,NA,-59.094,NA
73060,-1.22815,4.27842,-5,NA,NA,-63.786,NA
73210,-2.30809,4.01919,-4.88503,NA,NA,-50.819,NA
73406,-2.77163,4.41496,-5,NA,NA,-75.451,NA
73609,-1.72544,5,-5,NA,NA,-72.237,NA
73959,-1.44658,3.82118,-5,NA,-9.701,NA,NA
74059,-2.81371,3.53845,-5,NA,NA,NA,-70.227
74343,-2.00955,3.21365,-5,NA,-62.79,NA,NA
74543,-1.80885,3.70909,-4.98671,NA,-20.185,NA,NA
74778,-1.40211,3.7994,-3.6831,NA,NA,-69.671,NA
74951,-2.52226,3.80548,-4.1811,NA,NA,-73.721,NA
75053,-1.82751,3.52103,-5,NA,NA,NA,-19.026
75201,-1.93522,4.32785,-4.75058,NA,-52.254,NA,NA
75544,-1.84155,3.97804,-5,NA,-47.337,NA,NA
75715,-1.40942,3.88957,-5,NA,-28.967,NA,NA
75884,-1.82611,4.07295,-5,NA,NA,-44.649,NA
76104,-1.71309,3.32995,-5,NA,NA,-37.81,NA
76215,-2.1114,3.26258,-5,NA,NA,-59.998,NA
76543,-2.09569,2.75659,-5,NA,NA,NA,-90.241
76649,-1.44997,3.4,-5,NA,NA,-69.247,NA
76914,-1.84004,3.90847,-4.96198,NA,NA,-44.678,NA
77089,-2.02338,3.55251,-5,NA,NA,-53.732,NA
77388,-1.4601,3.00094,-4.77569,NA,NA,-60.328,NA
77443,-1.78223,3.60475,-5,NA,NA,NA,-15.968
77786,-1.85143,3.3469,-5,NA,NA,-41.933,NA
77814,-2.13455,3.42678,-5,NA,NA,NA,-38.814
78028,-1.5745,3.24687,-5,NA,NA,NA,-37.524
78318,-1.19157,3.5966,-4.82824,NA,-21.533,NA,NA
78448,-1.99511,3.59714,-5,NA,NA,-36.567,NA
78742,-1.96696,3.4712,-5,NA,NA,NA,-22.764
78927,-1.80996,3.45658,-4.82288,NA,NA,NA,-28.445
79066,-1.64364,3.60118,-4.94846,NA,NA,NA,-19.229
79299,-1.94453,3.2459,-4.82156,NA,NA,NA,-30.452
79553,-1.94673,3.78429,-5,-51.838,NA,NA,NA
79723,-1.1232,3.85731,-5,NA,NA,NA,-18.226
79825,-1.24619,3.53972,-5,NA,NA,NA,-14.706
80086,-1.66531,3.55551,-4.39943,NA,-31.144,NA,NA
80223,-1.4897,3.82552,-5,NA,NA,NA,-12.213
80576,-2.02262,3.9261,-4.84464,NA,-34.237,NA,NA
80759,-1.37331,4.08776,-5,NA,NA,NA,-21.398
80971,-1.84676,3.95655,-5,NA,NA,NA,-21.104
81138,-1.56071,4.15063,-5,NA,NA,NA,-27.411
81351,-1.85758,3.4957,-4.98276,NA,NA,NA,-21.386
81570,-1.95472,4.65516,-5,NA,-67.533,NA,NA
81657,-1.45399,3.30125,-4.18427,NA,-77.02,NA,NA
81847,-2.13054,3.81524,-4.76855,NA,NA,NA,-39.167
82002,-2.34441,4.0829,-5,NA,NA,-51.378,NA
82312,-1.79023,3.81539,-5,NA,NA,NA,-11.724
82597,-0.993526,3.91555,-5,NA,-55.457,NA,NA
82743,-1.61783,4.29949,-4.8617,NA,NA,NA,-40.913
82919,-1.55584,3.53779,-5,NA,-12.742,NA,NA
83124,-1.39543,3.90344,-4.68562,NA,NA,-37.404,NA
83354,-1.54285,3.34839,-4.54416,NA,-51.035,NA,NA
83488,-1.62853,3.93581,-5,NA,-18.043,NA,NA
83742,-1.49286,3.7171,-5,NA,NA,-27.466,NA
83873,-2.00468,3.87948,-5,NA,NA,-35.21,NA
84101,-2.59659,3.90052,-5,NA,NA,-54.536,NA
84349,-1.90706,3.99023,-5,NA,NA,-43.032,NA
84570,-1.98093,3.83877,-5,NA,NA,-34.035,NA
84786,-1.47435,3.71925,-5,NA,NA,-36.953,NA
84945,-1.90031,4.1448,-5,NA,NA,NA,-28.762
85189,-1.80223,4.00009,-5,NA,-29.945,NA,NA
85390,-1.86493,3.48464,-4.69334,NA,-25.607,NA,NA
85453,-1.85867,4.3009,-5,NA,NA,-51.743,NA
85644,-1.83242,3.58748,-4.42775,NA,NA,NA,-38.526
85994,-1.99077,3.86936,-5,NA,NA,NA,-33.794
86198,-1.95744,3.64068,-4.86959,NA,-26.26,NA,NA
86382,-1.24958,3.67604,-4.52557,NA,NA,NA,-32.675
86521,-1.8425,4.08705,-5,NA,NA,-45.384,NA
86721,-1.8235,3.82253,-4.87818,NA,NA,-47.694,NA
86860,-1.32882,4.07204,-5,NA,NA,-55.662,NA
87152,-1.88855,4.2114,-5,NA,NA,NA,-31.169
87379,-1.39494,4.07177,-5,NA,NA,NA,-25.694
