id,x0,x1,x2,fitness-3.5,fitness-4,fitness-4.5,fitness-5,fitness-3
6554,-1.33681,5,-4.93816,NA,NA,NA,-92.897,NA
6765,-2.58454,5,-5,NA,NA,NA,-90.318,NA
6816,-1.45516,5,-4.33283,NA,NA,-99.877,NA,NA
7093,-1.85468,5,-4.16854,NA,NA,NA,-90.433,NA
7204,-2.29243,5,-4.04582,NA,-104.561,NA,NA,NA
7576,-1.98201,4.00814,-4.8462,NA,-48.244,NA,NA,NA
7653,-1.76494,3.26991,-4.8699,NA,-38.757,NA,NA,NA
7873,-2.06908,4.18005,-4.52993,NA,NA,-47.323,NA,NA
8131,-1.161,3.56527,-5,NA,NA,-31.934,NA,NA
8345,-1.85507,3.908,-4.78411,NA,NA,-21.34,NA,NA
8499,-1.69064,4.80826,-5,NA,NA,-67.75,NA,NA
8797,-1.98682,5,-5,NA,NA,NA,-81.723,NA
8921,-2.86809,4.37912,-4.68957,NA,NA,NA,-75.381,NA
9037,-2.34962,3.74233,-4.53907,NA,NA,NA,-55.858,NA
9225,-2.63763,4.58026,-5,NA,NA,NA,-69.119,NA
9459,-1.45683,5,-5,NA,NA,-74.122,NA,NA
9671,-3.32253,4.52343,-5,NA,NA,NA,-104.667,NA
9958,-0.857533,3.98101,-5,NA,NA,NA,-79.992,NA
10140,-1.42408,3.85124,-5,NA,NA,NA,-31.99,NA
10359,-1.6481,4.08917,-5,NA,NA,NA,-41.634,NA
10522,-2.40073,4.71664,-3.92732,NA,NA,NA,-93.005,NA
10672,-1.74651,3.18821,-3.78961,NA,NA,NA,-102.93,NA
10825,-2.68113,4.71454,-4.02778,NA,NA,NA,-95.806,NA
11109,-3.25251,4.39181,-3.30065,NA,NA,NA,-147.777,NA
11266,-1.78939,4.42977,-5,NA,NA,NA,-47.87,NA
11543,-1.92664,4.24631,-4.30767,NA,-63.53,NA,NA,NA
11756,-1.80826,4.01077,-4.57865,NA,NA,-28.431,NA,NA
11982,-1.99336,4.86981,-5,NA,NA,-66.522,NA,NA
12088,-2.35293,5,-4.95613,NA,NA,NA,-76.873,NA
12379,-2.57027,3.65289,-5,NA,NA,-62.718,NA,NA
12464,-2.15686,4.64842,-5,NA,NA,-59.739,NA,NA
12642,-1.09877,3.50539,-5,NA,-41.127,NA,NA,NA
12888,-1.8408,5,-5,NA,NA,-76.182,NA,NA
13063,-0.890282,5,-5,NA,NA,NA,-111.016,NA
13314,-1.39859,5,-4.89382,NA,NA,NA,-95.984,NA
13452,-2.52997,4.83054,-5,-88.547,NA,NA,NA,NA
13701,-1.92008,3.72251,-5,NA,-26.161,NA,NA,NA
13997,-0.965541,4.79583,-5,NA,NA,-84.791,NA,NA
14061,-2.24219,5,-5,NA,NA,NA,-74.665,NA
14276,-2.41097,3.95395,-5,NA,NA,-44.902,NA,NA
14517,-2.91642,3.01579,-5,NA,NA,-82.439,NA,NA
14753,-1.23522,3.95765,-4.52167,NA,NA,NA,-63.121,NA
14951,-1.62799,3.30811,-4.88297,NA,NA,NA,-35.993,NA
15119,-2.45611,4.69726,-4.93915,NA,NA,NA,-74.804,NA
15222,-2.21323,3.91746,-5,NA,NA,NA,-54.75,NA
15510,-1.79609,3.80269,-5,NA,NA,NA,-49.031,NA
15614,-2.99134,5,-5,NA,NA,NA,-102.416,NA
15965,-1.6198,4.38457,-4.48323,NA,NA,NA,-67.437,NA
16084,-2.20873,4.74092,-5,NA,NA,NA,-71.97,NA
16256,-1.84968,5,-5,NA,-83.278,NA,NA,NA
16463,-1.21083,5,-5,NA,NA,-88.892,NA,NA
16712,-1.29557,5,-5,NA,NA,NA,-93.157,NA
16857,-2.30426,3.61605,-4.72072,NA,NA,NA,-59.103,NA
17143,-1.6953,2.30279,-5,NA,NA,NA,-136.254,NA
17343,-2.02275,2.80185,-5,NA,NA,NA,-75.755,NA
17461,-1.93932,3.65889,-5,NA,NA,NA,-41.495,NA
17649,-2.61694,2.9231,-4.73879,NA,NA,-114.688,NA,NA
17802,-2.37193,4.04362,-5,NA,-51.655,NA,NA,NA
18147,-1.29399,3.53095,-4.95331,NA,NA,NA,-42.789,NA
18330,-2.12536,3.68365,-4.71083,NA,NA,-37.532,NA,NA
18442,-1.60418,3.93529,-5,NA,NA,-12.913,NA,NA
18621,-1.59831,4.92493,-3.83214,NA,NA,NA,-105.571,NA
18851,-2.05889,5,-5,NA,NA,-72.532,NA,NA
19063,-2.85142,4.34459,-5,NA,NA,NA,-71.271,NA
19310,-3.14326,4.33333,-5,NA,NA,NA,-92.127,NA
19460,-2.62395,5,-5,NA,NA,NA,-91.963,NA
19743,-1.7044,5,-5,NA,NA,NA,-71.436,NA
19819,-1.93847,4.41696,-4.83273,NA,NA,NA,-61.243,NA
20092,-1.23881,4.49195,-4.69164,NA,NA,NA,-72.504,NA
20254,-2.91761,2.92662,-4.79546,NA,NA,-86.611,NA,NA
20525,-1.45127,4.07514,-5,NA,NA,NA,-48.381,NA
20648,-1.25761,3.81261,-4.50482,NA,NA,NA,-65.505,NA
20866,-1.4523,3.15477,-4.94955,NA,NA,NA,-72.337,NA
21145,-1.4111,3.0896,-5,NA,NA,-62.027,NA,NA
21382,-1.71965,4.56171,-4.19134,NA,NA,-76.954,NA,NA
21511,-2.60196,4.01521,-5,NA,NA,NA,-60.319,NA
21715,-1.43302,3.92045,-5,NA,NA,NA,-36.03,NA
21811,-0.484733,4.26929,-5,NA,NA,NA,-90.87,NA
22198,-1.30487,3.80725,-4.66859,NA,-22.734,NA,NA,NA
22233,-1.46636,5,-5,NA,NA,NA,-87.632,NA
22501,-1.9082,5,-5,NA,NA,-71.205,NA,NA
22616,-1.82635,3.33909,-5,NA,NA,-38.626,NA,NA
22819,-1.66226,5,-5,NA,NA,NA,-72.917,NA
23165,-1.87685,4.7893,-4.69473,NA,NA,NA,-67.461,NA
23387,-1.3352,3.5444,-5,NA,-46.392,NA,NA,NA
23584,-1.65148,5,-4.69631,NA,NA,NA,-74.911,NA
23676,-0.859211,4.46122,-4.4401,NA,NA,NA,-100.774,NA
23955,-2.24032,4.47954,-4.68225,NA,NA,NA,-61.944,NA
24078,-1.57897,3.99336,-5,NA,NA,NA,-45.56,NA
24331,-1.31598,5,-4.94383,NA,NA,NA,-95.725,NA
24447,-1.84512,3.84523,-3.99683,NA,NA,NA,-76.49,NA
24672,-1.45879,3.31609,-4.19558,NA,NA,-93.309,NA,NA
24980,-1.4871,3.6218,-5,NA,NA,NA,-43.571,NA
25100,-2.03407,3.49629,-4.97,NA,NA,NA,-61.843,NA
25356,-2.0835,3.41707,-4.74587,NA,NA,-46.998,NA,NA
25566,-2.64643,3.09649,-5,NA,NA,-84.605,NA,NA
25728,-1.77852,3.23941,-5,NA,NA,NA,-49.572,NA
25910,-1.97353,3.52762,-4.37445,NA,NA,NA,-50.924,NA
26106,-2.05821,5,-5,NA,NA,NA,-79.278,NA
26219,-0.830061,5,-4.4529,NA,NA,NA,-109.792,NA
26574,-1.64879,4.44541,-5,NA,NA,NA,-53.588,NA
26741,-1.63849,3.87715,-5,NA,NA,-7.422,NA,NA
26826,-2.8808,3.50334,-5,NA,NA,NA,-71.794,NA
27136,-3.13734,4.4256,-5,NA,NA,NA,-92.74,NA
27280,-3.09376,4.2296,-5,-96.71,NA,NA,NA,NA
27509,-2.67437,3.97784,-5,NA,NA,-65.362,NA,NA
27718,-2.20806,4.43391,-5,NA,NA,-54.857,NA,NA
27808,-2.44068,4.22495,-5,NA,NA,NA,-56.198,NA
28102,-2.61763,4.7659,-4.43381,NA,NA,NA,-91.748,NA
28341,-2.54617,4.65716,-4.40775,NA,NA,NA,-84.831,NA
28441,-2.19581,5,-5,NA,NA,NA,-77.665,NA
28759,-2.11737,5,-4.8473,NA,NA,NA,-81.325,NA
28984,-1.69682,5,-5,NA,NA,NA,-72.219,NA
29014,-1.45184,4.5837,-5,NA,NA,NA,-57.978,NA
29339,-0.625503,4.2641,-5,NA,NA,NA,-123.667,NA
29593,-1.01662,4.5156,-4.23108,NA,NA,-107.097,NA,NA
29631,-1.83583,5,-5,NA,NA,-74.551,NA,NA
29999,-1.85565,4.60657,-5,NA,NA,NA,-61.217,NA
30102,-1.75851,5,-5,NA,NA,NA,-72.861,NA
30342,-2.4911,4.43944,-4.74499,NA,NA,NA,-66.532,NA
30548,-1.4597,4.40915,-4.53536,NA,NA,NA,-62.077,NA
30734,-2.03872,5,-5,NA,NA,NA,-81.769,NA
30828,-3.23399,4.18319,-4.94235,NA,NA,NA,-93.85,NA
31019,-2.35975,5,-5,NA,NA,NA,-76.464,NA
31272,-1.64608,4.30831,-4.19119,NA,NA,NA,-75.156,NA
31439,-2.32488,5,-3.75206,NA,NA,NA,-103.515,NA
31619,-2.38736,5,-4.50745,NA,NA,NA,-87.458,NA
31935,-1.7498,3.93666,-4.25216,NA,-56.938,NA,NA,NA
32144,-1.79841,4.83695,-4.30644,NA,NA,-84.928,NA,NA
32242,-1.40862,3.93805,-4.64996,NA,NA,NA,-43.545,NA
32512,-2.73972,4.79051,-5,NA,NA,-82.632,NA,NA
32700,-3.08208,4.26155,-4.32108,NA,NA,NA,-91.74,NA
32823,-2.49472,3.6772,-5,NA,NA,-54.605,NA,NA
33070,-2.26353,4.22042,-5,NA,NA,NA,-47.359,NA
33232,-1.63074,5,-4.68339,NA,NA,NA,-76.48,NA
33547,-1.595,3.73107,-5,NA,NA,-5.589,NA,NA
33707,-1.2676,3.62375,-5,NA,NA,-11.56,NA,NA
33810,-2.14218,4.28973,-5,NA,NA,NA,-57.138,NA
34030,-1.81383,3.77899,-4.89203,NA,NA,NA,-41.621,NA
34306,-1.24637,5,-5,NA,-101.723,NA,NA,NA
34432,-1.46069,4.66317,-4.68681,NA,NA,NA,-60.9,NA
34619,-2.0227,4.94056,-4.53653,NA,NA,NA,-77.683,NA
34911,-2.85641,4.29657,-5,NA,NA,NA,-71.88,NA
35015,-2.40312,4.82972,-4.06694,NA,NA,NA,-90.251,NA
35364,-2.43153,5,-4.69673,NA,NA,NA,-82.592,NA
35449,-2.00995,5,-5,NA,NA,-71.806,NA,NA
35756,-1.38111,5,-5,NA,NA,-75.19,NA,NA
35852,-2.10887,4.05942,-4.92804,NA,-37.608,NA,NA,NA
36004,-2.39733,5,-5,NA,NA,-80.471,NA,NA
36353,-3.14747,5,-4.38461,-145.551,NA,NA,NA,NA
36444,-2.5118,4.6799,-4.97878,-88.324,NA,NA,NA,NA
36702,-2.46438,4.89747,-4.67661,NA,NA,NA,-81.158,NA
36865,-1.38293,3.49897,-5,NA,NA,NA,-63.679,NA
37021,-2.35851,3.2939,-5,NA,NA,NA,-54.213,NA
37398,-1.20993,4.16462,-5,NA,NA,-40.267,NA,NA
37437,-2.33967,5,-5,NA,NA,-81.626,NA,NA
37624,-2.729,3.00977,-5,NA,-92.874,NA,NA,NA
37834,-3.17472,3.26617,-5,-121.399,NA,NA,NA,NA
38088,-2.49189,2.79387,-5,NA,NA,NA,-94.021,NA
38311,-2.28382,3.69085,-3.97302,NA,NA,NA,-85.666,NA
38411,-1.52298,3.73604,-5,NA,NA,-14.041,NA,NA
38637,-2.57684,3.66724,-5,NA,NA,NA,-59.2,NA
38870,-2.80821,3.58621,-4.93756,NA,NA,NA,-73.107,NA
39068,-1.37552,3.44494,-3.96161,NA,-93.071,NA,NA,NA
39215,-1.20029,4.40314,-5,NA,NA,NA,-66.512,NA
39578,-2.45265,4.57269,-5,NA,NA,NA,-67.786,NA
39663,-1.613,4.31749,-4.71558,NA,NA,NA,-44.711,NA
39912,-2.60229,3.685,-3.6981,NA,NA,-107.632,NA,NA
40006,-2.11253,4.65894,-5,-67.723,NA,NA,NA,NA
40391,-1.8035,4.15381,-4.65998,NA,NA,-33.535,NA,NA
40508,-1.80278,4.09999,-4.86066,NA,-35.847,NA,NA,NA
40747,-1.61722,3.6585,-4.44347,NA,NA,-31.537,NA,NA
40937,-1.82603,4.1565,-5,NA,-33.403,NA,NA,NA
41072,-2.10687,4.01575,-5,NA,NA,NA,-47.984,NA
41266,-2.12908,4.18809,-4.66357,NA,NA,NA,-56.536,NA
41500,-3.43023,4.62504,-4.78436,NA,-117.807,NA,NA,NA
41612,-3.49144,4.59431,-5,NA,NA,NA,-121.074,NA
41944,-2.07623,4.00054,-5,NA,NA,NA,-45.774,NA
42190,-1.36503,4.49911,-5,NA,NA,NA,-59.67,NA
42337,-0.747406,3.76891,-5,NA,NA,NA,-66.058,NA
42411,-0.858097,4.66272,-5,NA,NA,NA,-86.568,NA
42693,-1.16441,3.45305,-5,NA,NA,NA,-55.445,NA
42988,-1.33089,4.05118,-4.9866,NA,NA,-31.054,NA,NA
43091,-2.23201,4.42312,-5,NA,NA,NA,-56.637,NA
43360,-1.52649,5,-5,NA,NA,NA,-82.249,NA
43480,-2.25176,5,-5,NA,NA,-77.989,NA,NA
43729,-2.08138,5,-4.49282,-101.501,NA,NA,NA,NA
43874,-1.93,4.45463,-4.59962,NA,NA,NA,-57.943,NA
44091,-2.20044,3.92778,-5,NA,NA,NA,-50.075,NA
44387,-2.4421,3.8168,-5,NA,NA,NA,-62.358,NA
44543,-2.05551,4.46945,-5,NA,NA,NA,-58.727,NA
44792,-1.3092,3.75537,-5,NA,NA,-21.837,NA,NA
44981,-1.75681,4.28596,-4.44854,NA,-45.473,NA,NA,NA
45023,-2.27178,4.06781,-5,NA,NA,NA,-51.71,NA
45289,-1.87903,4.50953,-4.29667,NA,NA,-62.43,NA,NA
45441,-2.18176,4.53084,-5,NA,NA,NA,-61.604,NA
45719,-1.7659,3.96131,-5,NA,NA,-27.258,NA,NA
45969,-2.1423,5,-4.33996,NA,NA,NA,-83.745,NA
46016,-1.74386,4.12481,-4.66179,NA,NA,NA,-43.762,NA
46361,-2.46271,4.04746,-5,-82.105,NA,NA,NA,NA
46575,-2.24408,5,-5,NA,NA,NA,-74.792,NA
46780,-3.15145,3.82519,-5,NA,NA,NA,-83.987,NA
46913,-3.20953,3.58606,-4.31241,NA,NA,NA,-99.129,NA
47143,-2.39729,3.94162,-5,NA,-54.686,NA,NA,NA
47372,-1.76917,3.61256,-5,NA,NA,NA,-45.093,NA
47521,-2.6206,4.69376,-5,NA,NA,-72.243,NA,NA
47667,-2.86504,5,-4.88991,-101.032,NA,NA,NA,NA
47908,-1.83353,5,-5,NA,NA,NA,-75.935,NA
48018,-2.17425,5,-5,NA,NA,NA,-78.27,NA
48372,-2.29917,5,-5,NA,NA,NA,-75.111,NA
48531,-2.21828,4.36414,-4.93742,NA,NA,NA,-52.387,NA
48709,-2.37033,2.87939,-4.65775,NA,-114.697,NA,NA,NA
48838,-1.32736,4.11294,-5,NA,NA,NA,-60.61,NA
49197,-1.46489,4.70494,-4.44679,NA,NA,NA,-85.718,NA
49361,-2.44517,5,-5,NA,NA,NA,-79.934,NA
49520,-2.58831,4.11823,-5,NA,NA,NA,-67.576,NA
49636,-3.09637,4.05384,-5,NA,NA,-79.397,NA,NA
49913,-1.84796,4.66294,-4.87465,NA,NA,-55.729,NA,NA
50035,-1.87576,5,-4.9924,NA,NA,NA,-78.076,NA
50399,-1.30538,3.60811,-5,NA,NA,NA,-50.902,NA
50520,-1.8921,3.67019,-5,NA,NA,NA,-42.255,NA
50669,-1.84156,4.02884,-4.32198,NA,NA,NA,-58.058,NA
50833,-2.3681,3.7933,-5,NA,NA,-50.662,NA,NA
51133,-0.947903,4.30432,-4.68245,NA,NA,NA,-78.3,NA
51339,-2.13229,3.06864,-4.42083,NA,NA,-74.037,NA,NA
51425,-2.53063,3.69147,-5,NA,NA,NA,NA,-135.426
51764,-1.2884,4.89357,-4.51356,NA,NA,NA,-90.606,NA
51842,-0.633484,4.15216,-4.62033,NA,-143.379,NA,NA,NA
52135,-1.48469,3.72948,-4.04935,NA,NA,NA,-82.759,NA
52296,-1.93731,4.12494,-5,NA,NA,-28.812,NA,NA
52527,-2.18017,4.97643,-4.90687,NA,NA,NA,-76.968,NA
52787,-1.16175,3.83393,-5,NA,NA,NA,-66.123,NA
52983,-2.72256,5,-5,NA,NA,-85.188,NA,NA
53166,-1.04095,3.97644,-5,NA,NA,NA,-76.796,NA
53247,-1.83857,5,-4.3645,NA,-83.084,NA,NA,NA
53495,-1.158,5,-4.33715,NA,NA,NA,-113.294,NA
53613,-1.66963,3.77648,-5,-80.988,NA,NA,NA,NA
53888,-2.01233,4.83819,-5,NA,NA,-74.175,NA,NA
54076,-2.78387,4.59862,-4.80988,NA,NA,NA,-78.921,NA
54355,-1.47866,5,-4.45832,NA,NA,NA,-83.786,NA
54434,-1.50636,4.11388,-5,NA,NA,-33.899,NA,NA
54680,-1.10481,3.25468,-5,NA,NA,NA,-62.584,NA
54923,-1.58796,4.14275,-5,NA,NA,NA,-43.445,NA
55192,-1.65706,4.24149,-5,NA,NA,NA,-37.736,NA
55227,-1.7824,3.99673,-5,NA,NA,NA,-46.137,NA
55543,-2.35343,4.44111,-4.62039,NA,NA,-60.037,NA,NA
55689,-1.91699,4.31728,-4.62802,NA,NA,-40.731,NA,NA
55910,-2.34953,3.11172,-5,NA,NA,NA,-79.256,NA
56113,-2.005,4.3369,-4.03234,-117.703,NA,NA,NA,NA
56370,-2.33327,4.40693,-5,NA,NA,NA,-55.872,NA
56501,-2.39884,4.36641,-5,NA,NA,NA,-56.324,NA
56616,-1.78264,3.56924,-5,NA,NA,NA,-43.322,NA
56942,-2.33465,3.28042,-5,NA,NA,NA,-54.143,NA
57160,-2.38094,2.96409,-5,NA,NA,-64.206,NA,NA
57370,-1.66804,2.73428,-5,NA,NA,-94.577,NA,NA
57569,-1.88108,3.41236,-5,NA,NA,NA,-53.836,NA
57791,-1.95601,3.73749,-5,NA,NA,NA,-36.256,NA
57946,-1.52201,3.82944,-3.77813,NA,NA,NA,-90.997,NA
58176,-2.4085,4.64755,-4.32561,NA,NA,-72.166,NA,NA
58365,-1.76233,4.81303,-5,NA,NA,NA,-76.866,NA
58435,-2.15613,3.57412,-5,NA,NA,NA,-52.806,NA
58703,-1.70878,4.37303,-5,NA,NA,NA,-44.492,NA
58808,-1.89454,5,-5,NA,NA,NA,-78.922,NA
59199,-1.34574,3.01873,-5,NA,NA,NA,-65.821,NA
59277,-1.44176,5,-5,NA,NA,NA,-89.56,NA
59540,-1.1341,5,-5,NA,-101.894,NA,NA,NA
59739,-1.55265,5,-5,NA,-91.571,NA,NA,NA
59809,-1.73321,4.78019,-5,NA,-62.086,NA,NA,NA
60128,-2.26803,4.36863,-4.89708,NA,NA,NA,-49.388,NA
60284,-2.59307,4.07744,-4.37311,NA,NA,NA,-64.958,NA
60578,-2.29215,4.2362,-5,NA,NA,NA,-46.867,NA
60691,-2.36509,3.57186,-5,NA,NA,NA,-56.606,NA
60977,-1.46233,5,-5,NA,NA,NA,-87.964,NA
61118,-0.588496,5,-5,NA,NA,NA,-129.17,NA
61334,-1.21302,5,-5,NA,NA,NA,-90.143,NA
61483,-1.78826,5,-5,NA,NA,NA,-72.272,NA
61715,-2.18062,5,-4.57151,NA,NA,NA,-81.332,NA
61952,-2.37255,5,-4.18098,NA,NA,NA,-97.78,NA
62173,-1.47499,4.05306,-4.61049,NA,NA,-28.651,NA,NA
62378,-2.47609,5,-5,NA,NA,NA,-84.212,NA
62464,-1.96242,4.58953,-4.86794,NA,NA,NA,-50.457,NA
62764,-2.90914,3.31282,-4.79448,NA,NA,NA,-70.167,NA
62988,-2.45931,3.30307,-5,NA,NA,-64.904,NA,NA
63113,-1.93698,3.51962,-5,NA,NA,-36.014,NA,NA
63218,-2.08371,3.9757,-4.73884,NA,-42.194,NA,NA,NA
63472,-1.07696,4.51008,-5,NA,-71.274,NA,NA,NA
63717,-1.8645,4.36583,-5,NA,NA,-41.724,NA,NA
63847,-1.74248,3.74295,-4.69369,NA,NA,-13.401,NA,NA
64073,-2.10409,2.60294,-5,NA,NA,NA,-119.769,NA
64297,-3.00992,3.12911,-5,NA,NA,NA,-94.128,NA
64419,-2.12455,3.27212,-5,NA,NA,NA,-67.722,NA
64696,-1.71867,3.22482,-4.97403,NA,NA,-40.937,NA,NA
64979,-2.02633,3.36742,-5,NA,NA,-31.343,NA,NA
65168,-2.43182,3.38592,-4.3387,NA,NA,-57.565,NA,NA
65357,-2.5987,3.493,-4.74297,NA,NA,NA,-72.039,NA
65431,-2.10426,3.6979,-5,NA,NA,-37.195,NA,NA
65737,-1.88275,4.39899,-5,NA,NA,-42.051,NA,NA
65988,-1.26349,3.94103,-5,NA,-20.959,NA,NA,NA
66038,-1.4887,3.59985,-5,NA,NA,NA,-45.245,NA
66247,-2.01519,3.58433,-4.57152,NA,NA,NA,-53.125,NA
66492,-1.98882,3.05583,-5,NA,NA,NA,-60.047,NA
66610,-2.01568,2.19192,-4.50649,NA,NA,NA,-168.388,NA
66819,-2.41299,3.81203,-5,NA,NA,NA,-64.306,NA
67112,-1.30146,3.73571,-4.44918,NA,NA,NA,-69.445,NA
67368,-2.28534,4.418,-5,-65.154,NA,NA,NA,NA
67456,-0.856926,5,-4.4034,NA,NA,NA,-110.252,NA
67779,-1.32845,3.84624,-5,NA,NA,NA,-35.144,NA
67909,-1.19339,3.61134,-5,NA,NA,NA,-59.709,NA
68171,-1.31524,3.87334,-5,NA,NA,NA,-37.718,NA
68263,-1.63411,3.92782,-5,NA,-38.762,NA,NA,NA
68447,-2.44057,4.10201,-5,NA,NA,NA,-55.179,NA
68793,-1.91211,4.79217,-4.06688,NA,NA,NA,-87.559,NA
68951,-2.06292,4.18086,-3.62926,NA,-107.633,NA,NA,NA
69023,-2.46763,4.29193,-5,NA,NA,NA,-58.23,NA
69244,-1.06831,4.25999,-4.79807,NA,NA,NA,-40.048,NA
69439,-1.51565,3.91638,-4.55675,NA,NA,NA,-50.123,NA
69687,-0.67272,4.64819,-4.70628,NA,NA,NA,-96.648,NA
69996,-2.14784,3.97909,-5,NA,NA,NA,-48.715,NA
70061,-2.31503,4.19755,-5,NA,NA,NA,-47.128,NA
70267,-2.15116,5,-5,NA,NA,-73.703,NA,NA
70527,-2.24389,3.94483,-4.86853,NA,NA,NA,-59.034,NA
70663,-1.70506,3.17188,-4.77096,NA,-47.652,NA,NA,NA
70914,-2.16076,3.24085,-5,NA,NA,NA,-65.306,NA
71034,-2.25398,3.89454,-4.60607,NA,NA,NA,-56.676,NA
71368,-2.1105,4.26493,-5,NA,NA,NA,-59.297,NA
71489,-2.64206,4.66378,-4.79183,NA,NA,NA,-65.838,NA
71612,-1.30907,3.84252,-4.22263,NA,-68.24,NA,NA,NA
71845,-1.19677,3.88886,-3.73618,NA,NA,-106.754,NA,NA
72056,-1.43,5,-5,NA,NA,NA,-90.383,NA
72376,-2.18477,4.57984,-5,NA,NA,NA,-63.691,NA
72450,-1.07521,5,-4.66399,NA,NA,-111.977,NA,NA
72739,-1.67675,3.68575,-4.00345,NA,-69.501,NA,NA,NA
72844,-2.84047,4.87619,-4.2164,NA,-103.049,NA,NA,NA
73004,-2.22231,4.3278,-4.69485,NA,NA,-55.242,NA,NA
73266,-3.5286,3.73227,-4.57763,NA,NA,NA,-109.449,NA
73471,-3.08124,4.27612,-4.02097,NA,NA,NA,-102.362,NA
73644,-1.81689,5,-5,NA,NA,NA,-75.128,NA
73821,-2.40557,5,-5,NA,NA,NA,-80.158,NA
74178,-3.12237,4.96216,-5,NA,NA,NA,-109.95,NA
74320,-2.16594,5,-5,NA,NA,NA,-78.522,NA
74440,-1.00709,4.78706,-4.41623,NA,NA,NA,-81.16,NA
74748,-1.86295,4.29175,-4.10747,NA,NA,-66.242,NA,NA
74928,-2.03084,4.11455,-4.66209,NA,NA,-33.793,NA,NA
75185,-2.32806,4.0677,-5,NA,NA,-48.147,NA,NA
75373,-2.45268,4.03719,-5,NA,NA,NA,-58.411,NA
75563,-1.49961,3.06401,-5,NA,NA,NA,-71.979,NA
75771,-1.49436,3.31153,-5,NA,-49.447,NA,NA,NA
75815,-2.48818,4.39363,-3.88671,NA,NA,-87.482,NA,NA
76180,-2.34273,4.35983,-4.42776,NA,NA,-49.666,NA,NA
76247,-2.27168,4.93496,-5,NA,NA,NA,-76.736,NA
76441,-1.28922,3.82295,-5,NA,NA,NA,-40.472,NA
76685,-0.868559,3.7009,-5,NA,NA,NA,-78.366,NA
76978,-1.39025,3.64279,-5,NA,NA,NA,-30.075,NA
77062,-2.88279,4.71407,-5,NA,NA,NA,-92.104,NA
77348,-2.61849,4.42073,-5,NA,NA,-65.858,NA,NA
77434,-1.26284,3.70332,-5,-66.585,NA,NA,NA,NA
77649,-2.42049,4.5131,-3.6209,NA,NA,-101.12,NA,NA
77913,-2.27238,5,-5,NA,NA,NA,-75.424,NA
78035,-1.95713,3.83162,-4.75077,NA,NA,NA,-32.221,NA
78287,-2.29287,4.15748,-4.94259,NA,NA,NA,-45.337,NA
78567,-2.57543,4.14358,-5,NA,NA,NA,-68.088,NA
78632,-2.05913,4.08429,-5,NA,NA,NA,-45.823,NA
78981,-1.58837,3.49516,-5,NA,NA,NA,-42.559,NA
79132,-2.21703,4.05922,-4.48774,NA,NA,-49.823,NA,NA
79333,-2.91492,3.23129,-4.31984,NA,NA,NA,-97.766,NA
79579,-2.12335,3.752,-4.05908,NA,NA,NA,-74.809,NA
79679,-2.52352,4.92978,-4.80817,NA,-80.221,NA,NA,NA
79954,-2.7922,3.98674,-4.76967,NA,NA,-65.677,NA,NA
80124,-2.84588,5,-5,NA,NA,-92.765,NA,NA
80313,-3.01071,4.09378,-5,NA,NA,NA,-75.643,NA
