id,x0,x1,x2,fitness-3.5,fitness-4,fitness-2.5,fitness-4.5,fitness-5,fitness-3
19179,-1.40082,3.71076,-3.61333,NA,-116.219,NA,NA,NA,NA
19202,-1.92589,4.33847,-4.5376,NA,-58.347,NA,NA,NA,NA
19411,-1.50764,4.57761,-3.63413,-130.339,NA,NA,NA,NA,NA
19615,-1.52032,4.48171,-3.8363,-123.292,NA,NA,NA,NA,NA
19949,-2.15547,4.9621,-3.82557,NA,NA,NA,NA,-101.479,NA
20079,-1.72336,4.83859,-4.49606,-83.322,NA,NA,NA,NA,NA
20222,-2.39382,4.41373,-4.46755,NA,NA,NA,-58.332,NA,NA
20531,-3.31166,3.85988,-3.87181,NA,NA,NA,NA,-109.67,NA
20799,-4.42796,4.01826,-3.30125,NA,NA,NA,NA,-242.401,NA
20977,-2.32783,3.56306,-3.57723,NA,NA,NA,-110.087,NA,NA
21191,-2.15003,4.77807,-4.7091,NA,NA,NA,-66.969,NA,NA
21340,-3.06923,4.61652,-4.96673,-111.93,NA,NA,NA,NA,NA
21419,-3.84939,4.23508,-4.37012,NA,NA,NA,NA,NA,-194.188
21652,-3.25104,3.87823,-4.56254,-110.625,NA,NA,NA,NA,NA
21997,-3.52838,4.31978,-3.67189,NA,NA,NA,-142.578,NA,NA
22089,-3.85162,4.11427,-4.37679,NA,NA,NA,-140.304,NA,NA
22329,-3.44943,4.91623,-4.23425,NA,NA,NA,-131.654,NA,NA
22449,-3.76832,4.69363,-4.09607,NA,NA,NA,-150.644,NA,NA
22744,-3.09138,4.72105,-3.9647,NA,NA,NA,-113.109,NA,NA
22872,-1.67041,4.97658,-4.17456,NA,-91.601,NA,NA,NA,NA
23085,-2.32177,4.55724,-4.93989,NA,NA,NA,NA,-64.826,NA
23368,-2.93825,4.45032,-4.84764,NA,NA,NA,-78.284,NA,NA
23586,-1.90427,3.98667,-4.70438,-58.829,NA,NA,NA,NA,NA
23716,-2.13935,3.3027,-4.08059,NA,-90.668,NA,NA,NA,NA
23955,-1.83512,3.30058,-4.18292,-122.271,NA,NA,NA,NA,NA
24186,-2.42625,3.97512,-3.72891,NA,NA,NA,-87.137,NA,NA
24278,-1.37945,4.89552,-4.45683,NA,NA,NA,NA,-87.711,NA
24493,-2.99194,4.16175,-4.24802,NA,NA,NA,-86.313,NA,NA
24792,-2.41305,3.9965,-4.75449,NA,-54.963,NA,NA,NA,NA
24966,-2.74653,3.74497,-4.49696,NA,NA,NA,NA,NA,-129.328
25014,-1.6994,4.127,-4.94572,NA,NA,NA,-30.486,NA,NA
25342,-2.17906,4.89057,-4.71946,NA,NA,NA,-71.31,NA,NA
25411,-2.51883,4.57658,-4.35849,NA,NA,NA,-70.264,NA,NA
25606,-2.54104,4.79801,-4.22958,NA,-105.229,NA,NA,NA,NA
25899,-2.62726,3.87511,-4.87957,NA,NA,NA,-63.28,NA,NA
26100,-1.97917,3.85769,-4.78554,NA,NA,NA,-35.144,NA,NA
26258,-3.09262,3.67986,-4.16129,NA,-101.539,NA,NA,NA,NA
26512,-3.95253,4.35525,-4.44733,-154.544,NA,NA,NA,NA,NA
26672,-3.39694,4.05787,-3.68246,NA,-140.443,NA,NA,NA,NA
26935,-3.39456,4.75583,-4.47575,NA,-117.671,NA,NA,NA,NA
27093,-2.52604,3.8619,-4.33126,NA,NA,NA,-61.816,NA,NA
27210,-1.65859,3.34248,-4.6075,NA,NA,NA,-37.205,NA,NA
27483,-1.84718,3.67963,-4.12126,NA,NA,NA,-59.396,NA,NA
27747,-1.20159,4.31413,-4.65868,NA,-60.088,NA,NA,NA,NA
27896,-2.02787,4.91095,-4.40837,NA,NA,NA,NA,NA,-119.886
28044,-2.69941,4.7013,-4.56877,-99.32,NA,NA,NA,NA,NA
28362,-2.23245,3.90182,-4.45282,NA,-55.654,NA,NA,NA,NA
28596,-2.04709,4.58936,-4.92652,NA,NA,NA,-63.012,NA,NA
28786,-2.15074,4.36271,-4.71969,NA,NA,NA,NA,-54.142,NA
28934,-1.98859,4.46743,-4.69114,-92.868,NA,NA,NA,NA,NA
29167,-2.79826,3.73032,-4.29756,-117.112,NA,NA,NA,NA,NA
29318,-1.47235,4.05079,-4.80253,NA,-19.801,NA,NA,NA,NA
29520,-1.98187,3.32893,-3.65796,NA,NA,NA,-77.749,NA,NA
29672,-2.24976,4.08431,-4.38242,NA,NA,NA,-53.325,NA,NA
29937,-3.02026,4.2211,-4.63089,NA,NA,NA,-79.913,NA,NA
30028,-2.68025,4.76784,-4.83581,NA,-80.015,NA,NA,NA,NA
30296,-2.87922,4.0893,-4.37975,NA,NA,NA,-76.99,NA,NA
30418,-2.75908,4.04563,-4.64696,NA,NA,NA,-65.557,NA,NA
30633,-3.33052,2.91484,-3.13993,NA,NA,NA,-190.026,NA,NA
30985,-2.05036,3.34805,-3.52692,NA,-123.623,NA,NA,NA,NA
31155,-1.82286,3.55146,-4.92975,NA,NA,NA,NA,-36.863,NA
31271,-2.35943,3.68858,-3.86809,NA,NA,NA,-75.678,NA,NA
31577,-2.39254,3.91469,-4.35198,NA,NA,NA,-71.498,NA,NA
31752,-2.4409,3.17087,-4.1502,-134.105,NA,NA,NA,NA,NA
31827,-1.51652,3.33389,-4.72884,-114.042,NA,NA,NA,NA,NA
32031,-0.838604,3.84551,-4.94038,NA,NA,NA,-82.892,NA,NA
32270,-1.08302,3.41047,-4.68522,NA,-59.087,NA,NA,NA,NA
32565,-1.57616,4.1322,-4.10095,NA,-80.244,NA,NA,NA,NA
32735,-1.43636,3.73487,-4.71908,NA,NA,NA,-6.844,NA,NA
33000,-2.26632,3.62129,-4.15739,NA,NA,NA,-67.994,NA,NA
33054,-2.55277,3.89777,-4.54917,NA,-64.353,NA,NA,NA,NA
33318,-2.48181,3.38266,-4.35832,-113.368,NA,NA,NA,NA,NA
33544,-2.09007,4.75792,-4.32977,-112.376,NA,NA,NA,NA,NA
33653,-1.88024,4.51589,-4.96236,NA,NA,NA,NA,-56.931,NA
33886,-2.70542,4.93551,-3.58298,NA,NA,NA,-123.141,NA,NA
34146,-1.31321,4.43309,-4.72455,NA,NA,NA,NA,-62.501,NA
34313,-2.50889,4.1464,-4.86489,NA,NA,NA,-56.634,NA,NA
34571,-1.67368,4.83429,-4.38219,NA,NA,NA,-88.809,NA,NA
34647,-2.68454,4.84391,-4.15909,NA,NA,NA,-92.633,NA,NA
34872,-2.14555,4.49956,-4.33134,NA,NA,NA,NA,-66.673,NA
35114,-2.27632,4.29575,-4.81842,NA,NA,NA,-64.99,NA,NA
35398,-2.30765,3.80458,-4.22383,NA,-60.923,NA,NA,NA,NA
35512,-2.62762,3.99539,-4.87804,NA,NA,NA,NA,-58.205,NA
35707,-1.48157,4.09594,-4.7024,NA,-33.257,NA,NA,NA,NA
35970,-1.8096,3.64623,-4.6008,NA,NA,NA,NA,-40.332,NA
36127,-1.96103,3.728,-4.57071,NA,-58.314,NA,NA,NA,NA
36305,-1.89654,4.58793,-4.78706,NA,NA,NA,-59.358,NA,NA
36408,-2.44557,3.80317,-3.57387,NA,NA,NA,-98.615,NA,NA
36697,-1.22933,3.90711,-4.86925,NA,NA,NA,NA,-44.204,NA
36810,-1.25277,4.09518,-4.85298,NA,NA,NA,-29.491,NA,NA
37021,-2.65807,4.70129,-3.73598,NA,-98.194,NA,NA,NA,NA
37221,-1.47215,4.94446,-4.21462,-120.224,NA,NA,NA,NA,NA
37483,-1.18867,4.09355,-4.36001,NA,NA,NA,-63.462,NA,NA
37773,-1.61239,4.02579,-4.7802,NA,NA,NA,-15.563,NA,NA
37930,-2.04018,3.57261,-3.95332,NA,NA,NA,NA,-80.761,NA
38066,-2.20085,4.53158,-4.60954,NA,NA,NA,NA,-61.659,NA
38390,-1.09246,4.17655,-4.75996,NA,NA,NA,-56.798,NA,NA
38423,-1.28688,3.4095,-3.40198,NA,NA,NA,-163.344,NA,NA
38644,-2.59732,4.53026,-4.59517,NA,NA,NA,-69.761,NA,NA
38892,-2.05682,3.24893,-4.84585,NA,NA,NA,NA,-67.815,NA
39079,-1.07356,3.98668,-3.73169,NA,-122.535,NA,NA,NA,NA
39297,-1.83049,4.48308,-3.10971,NA,NA,NA,-144.99,NA,NA
39584,-1.4319,3.33285,-3.89707,NA,NA,NA,-75.152,NA,NA
39733,-1.54456,4.20725,-3.39833,NA,NA,NA,-124.959,NA,NA
39818,-2.23773,4.96095,-4.52523,-108.92,NA,NA,NA,NA,NA
40159,-2.58696,4.77484,-4.71858,NA,NA,NA,-73.511,NA,NA
40394,-2.44994,4.15356,-2.99258,NA,NA,NA,NA,-145.789,NA
40508,-1.65083,4.71361,-4.25726,NA,-66.02,NA,NA,NA,NA
40657,-2.26203,4.38267,-3.6499,NA,NA,NA,NA,-88.475,NA
40907,-2.37959,4.58899,-4.67151,NA,NA,NA,NA,-70.283,NA
41033,-1.63258,4.83646,-4.54621,NA,NA,NA,-72.959,NA,NA
41209,-2.69724,4.90454,-4.9866,NA,NA,NA,NA,-85.671,NA
41408,-2.03445,4.13454,-3.96528,NA,NA,NA,NA,-80.252,NA
41770,-1.88868,4.90477,-3.86308,NA,NA,NA,NA,-97.081,NA
41902,-2.3667,4.47631,-4.30572,NA,NA,NA,NA,-69.14,NA
42111,-1.38846,4.00297,-4.31214,NA,NA,NA,-47.921,NA,NA
42324,-1.51983,4.2618,-4.59099,NA,-43.83,NA,NA,NA,NA
42565,-1.71486,4.09163,-4.18509,NA,NA,NA,-51.376,NA,NA
42779,-2.96968,4.61718,-4.72148,NA,NA,NA,-83.028,NA,NA
42944,-1.65234,4.13917,-4.60994,NA,NA,NA,-33.188,NA,NA
43169,-2.30017,3.37457,-4.2563,NA,-61.642,NA,NA,NA,NA
43334,-1.25783,3.86948,-4.29997,NA,NA,NA,-51.649,NA,NA
43484,-2.42723,4.96672,-4.0765,NA,NA,NA,-93.033,NA,NA
43613,-1.74748,3.62526,-4.33247,NA,-46.441,NA,NA,NA,NA
43942,-2.50061,3.71865,-4.99348,-83.439,NA,NA,NA,NA,NA
44116,-1.88648,4.7798,-4.90478,NA,NA,NA,NA,-61.741,NA
44278,-1.63508,4.77906,-4.91902,NA,NA,NA,-51.395,NA,NA
44420,-2.25138,4.66443,-4.25117,NA,NA,NA,-72.459,NA,NA
44792,-1.27429,4.0313,-4.37977,NA,NA,NA,-46.221,NA,NA
44818,-2.65848,4.63982,-4.75012,NA,NA,NA,-76.915,NA,NA
45158,-2.015,4.90404,-4.64877,NA,NA,NA,-72.435,NA,NA
45270,-2.6332,4.706,-4.58133,NA,NA,NA,-75.051,NA,NA
45584,-2.83884,4.50908,-4.06394,NA,NA,NA,-91.021,NA,NA
45774,-1.63713,3.99743,-4.29667,NA,-49.511,NA,NA,NA,NA
45914,-3.0094,4.26934,-4.76852,NA,NA,NA,-88.488,NA,NA
46118,-2.51124,4.04523,-4.79007,NA,NA,NA,-54.002,NA,NA
46360,-2.23035,4.12237,-4.62022,NA,NA,NA,-47.57,NA,NA
46485,-2.44061,4.89503,-3.62666,NA,-117.423,NA,NA,NA,NA
46657,-2.2713,4.8447,-3.87207,NA,NA,NA,NA,-102.546,NA
46873,-2.67041,4.3282,-4.2046,NA,-74.495,NA,NA,NA,NA
47032,-2.39551,4.81383,-4.78675,NA,-69.233,NA,NA,NA,NA
47387,-1.99308,4.76848,-4.57418,NA,-75.606,NA,NA,NA,NA
47428,-2.62058,4.55327,-4.90321,NA,NA,NA,-68.561,NA,NA
47774,-2.77267,4.3554,-4.65126,NA,NA,NA,-69.843,NA,NA
47971,-1.65934,4.51264,-4.41251,NA,NA,NA,-65.007,NA,NA
48132,-2.6482,3.49579,-4.92967,NA,NA,NA,NA,-76.974,NA
48367,-2.94171,3.93061,-4.77418,NA,NA,NA,NA,-82.089,NA
48416,-2.35076,4.71118,-4.37229,NA,-77.439,NA,NA,NA,NA
48754,-1.90504,4.36329,-3.77685,NA,NA,NA,-83.401,NA,NA
48871,-0.899293,4.88017,-4.5068,NA,NA,NA,NA,-109.246,NA
49014,-0.838849,3.90852,-4.79605,NA,-76.54,NA,NA,NA,NA
49210,-1.5426,3.08068,-4.27484,NA,NA,NA,NA,-91.104,NA
49523,-0.762633,4.82631,-4.84834,NA,-122.724,NA,NA,NA,NA
49730,-1.89235,4.5464,-4.83387,NA,NA,NA,-54.321,NA,NA
49854,-1.9311,4.07178,-4.19589,NA,NA,NA,NA,-58.01,NA
50167,-2.13206,3.75681,-4.59844,NA,-39.971,NA,NA,NA,NA
50269,-2.68884,3.49916,-4.50795,NA,NA,NA,-73.448,NA,NA
50526,-2.67025,3.73472,-4.55145,NA,NA,NA,-63.591,NA,NA
50727,-1.9646,4.35366,-3.96189,NA,NA,NA,NA,-84.648,NA
50922,-1.40303,4.73656,-4.99038,NA,NA,NA,NA,-57.4,NA
51152,-2.94674,4.67569,-4.5304,NA,NA,NA,-87.928,NA,NA
51385,-1.50979,4.85731,-3.65724,NA,NA,NA,-118.128,NA,NA
51544,-2.57912,4.80179,-4.93341,NA,NA,NA,NA,-72.846,NA
51779,-3.33454,3.71821,-4.96861,NA,-96.088,NA,NA,NA,NA
51998,-3.06181,4.77929,-4.94139,NA,NA,NA,NA,-96.287,NA
52135,-1.7752,4.67128,-4.72841,NA,-54.103,NA,NA,NA,NA
52294,-1.13614,3.94761,-4.65628,-121.076,NA,NA,NA,NA,NA
52586,-1.30543,3.94706,-4.04528,NA,-94.009,NA,NA,NA,NA
52654,-2.14566,4.28733,-4.48578,NA,NA,NA,-54.842,NA,NA
52819,-2.45284,3.5447,-4.70281,NA,-70.118,NA,NA,NA,NA
53145,-1.54305,4.88176,-4.93963,NA,NA,NA,NA,-72.456,NA
53262,-0.895578,3.5123,-4.43629,NA,NA,NA,-90.303,NA,NA
53549,-2.0479,3.38347,-4.50252,NA,NA,NA,-57.442,NA,NA
53688,-1.98471,2.94146,-4.70079,NA,-97.601,NA,NA,NA,NA
53996,-2.36018,3.28167,-4.96962,NA,-59.906,NA,NA,NA,NA
54169,-2.2862,4.65049,-4.28815,NA,NA,NA,NA,-65.188,NA
54342,-1.79032,3.52282,-4.74756,NA,NA,NA,NA,-35.42,NA
54567,-2.81579,3.61205,-4.47408,NA,-79.632,NA,NA,NA,NA
54715,-2.53101,4.67991,-4.56533,-98.606,NA,NA,NA,NA,NA
54872,-1.26512,4.18776,-4.63188,NA,NA,NA,-39.848,NA,NA
55154,-1.1498,3.45046,-4.59171,NA,NA,NA,-42.972,NA,NA
55362,-2.97383,4.10909,-4.76812,NA,NA,NA,-76.599,NA,NA
55517,-1.86182,4.62465,-3.47034,NA,NA,NA,-112.643,NA,NA
55690,-2.92747,3.41353,-4.7166,NA,NA,NA,-80.772,NA,NA
55884,-2.39661,3.29144,-4.84048,NA,NA,NA,NA,-51.979,NA
56057,-1.76867,4.62712,-4.62798,NA,NA,NA,-54.847,NA,NA
56240,-2.16885,3.72133,-3.90167,NA,NA,NA,-78.815,NA,NA
56552,-3.26418,3.70659,-4.02196,NA,NA,NA,NA,-108.387,NA
56606,-2.44481,3.08342,-4.42085,NA,NA,NA,NA,-80.357,NA
56937,-3.07927,3.48602,-4.4671,NA,NA,NA,-85.874,NA,NA
57080,-1.67027,3.61885,-4.59657,NA,-15.218,NA,NA,NA,NA
57321,-2.32157,4.43071,-3.83459,NA,NA,NA,-94.138,NA,NA
57435,-1.98572,4.84207,-4.2419,NA,NA,NA,-71.066,NA,NA
57720,-2.01088,4.17786,-4.53165,NA,NA,NA,NA,-45.986,NA
57912,-1.51377,4.00944,-4.93158,NA,NA,NA,-26.109,NA,NA
58110,-1.18998,4.83868,-4.77114,NA,-88.82,NA,NA,NA,NA
58256,-2.45192,4.71379,-3.52502,NA,NA,NA,-111.738,NA,NA
58514,-2.46953,4.50493,-4.43982,NA,NA,NA,-67.514,NA,NA
58787,-1.90884,4.12871,-4.74781,NA,NA,NA,NA,-41.364,NA
58862,-3.12671,3.09054,-4.9861,NA,NA,NA,-98.471,NA,NA
59049,-2.41031,2.72015,-4.89624,NA,NA,NA,-96.217,NA,NA
59335,-1.98551,4.82383,-4.93244,NA,NA,NA,-76.125,NA,NA
59469,-1.34277,4.48483,-4.05171,NA,NA,NA,NA,-88.411,NA
59626,-2.09466,3.59956,-4.41622,NA,NA,NA,-51.111,NA,NA
59909,-0.971089,3.71509,-4.83901,NA,NA,NA,-31.465,NA,NA
60116,-1.76737,2.9869,-3.99389,NA,NA,NA,-107.555,NA,NA
60303,-2.66259,3.13024,-4.6922,NA,-87.647,NA,NA,NA,NA
60563,-2.1256,3.47951,-4.45339,NA,-67.511,NA,NA,NA,NA
60799,-3.45058,3.07197,-4.11974,NA,NA,NA,NA,-128.935,NA
60807,-2.53156,3.59906,-4.77894,NA,NA,NA,NA,-60.414,NA
61188,-3.04737,3.69202,-4.61409,NA,NA,NA,-80.306,NA,NA
61398,-2.03048,4.43197,-3.93678,-119.985,NA,NA,NA,NA,NA
61493,-2.19155,4.55063,-4.78058,NA,-69.13,NA,NA,NA,NA
61748,-1.14119,4.16885,-4.48845,NA,NA,NA,-53.51,NA,NA
61958,-1.13821,3.79398,-4.28048,NA,NA,NA,NA,-51.661,NA
62099,-1.42952,4.92965,-4.52095,NA,NA,NA,-82.192,NA,NA
62289,-2.87473,3.99594,-3.74669,NA,-110.28,NA,NA,NA,NA
62454,-2.10895,3.81918,-3.63284,NA,NA,NA,-101.062,NA,NA
62797,-1.48987,4.49675,-4.08679,NA,NA,NA,NA,-82.726,NA
62893,-1.96673,4.24446,-3.89658,NA,NA,NA,-73.211,NA,NA
63126,-2.15247,4.41395,-4.25919,NA,NA,NA,-64.311,NA,NA
63240,-1.67827,4.50375,-4.8097,NA,NA,NA,NA,-58.646,NA
63472,-2.65687,4.07019,-4.43453,-93.91,NA,NA,NA,NA,NA
63747,-1.73012,4.84122,-4.84426,NA,-64.587,NA,NA,NA,NA
63879,-1.96738,4.89262,-4.84528,NA,-74.273,NA,NA,NA,NA
64042,-3.37583,3.8726,-3.68697,NA,NA,NA,NA,-126.056,NA
64286,-2.07667,3.30574,-4.56859,NA,-58.349,NA,NA,NA,NA
64579,-2.1112,3.76636,-4.19066,NA,NA,NA,-50.803,NA,NA
64698,-1.63521,4.55077,-4.9006,NA,NA,NA,-50.278,NA,NA
64994,-1.72391,3.79519,-4.59932,NA,NA,NA,NA,-41.983,NA
65035,-1.08021,4.27011,-4.93271,NA,-77.726,NA,NA,NA,NA
65341,-1.6449,3.39615,-4.96969,NA,-21.905,NA,NA,NA,NA
65517,-1.65138,4.16309,-4.14972,NA,NA,NA,-60.162,NA,NA
65666,-1.41329,3.9949,-4.44525,NA,NA,NA,-29.595,NA,NA
65920,-0.980598,4.70291,-4.94573,NA,NA,NA,-68.212,NA,NA
66096,-1.50303,4.65912,-4.93153,NA,NA,NA,-69.185,NA,NA
66240,-1.519,3.83909,-4.53172,NA,-22.063,NA,NA,NA,NA
66452,-1.4485,3.30635,-4.23545,-70.075,NA,NA,NA,NA,NA
66746,-1.63246,4.21653,-3.90462,NA,NA,NA,NA,-68.199,NA
66909,-1.28505,4.07698,-3.60207,NA,-133.816,NA,NA,NA,NA
67184,-0.742656,4.17647,-4.63994,NA,-127.849,NA,NA,NA,NA
67280,-1.18851,3.12422,-4.84697,NA,NA,NA,NA,-90.593,NA
67538,-1.77814,3.25281,-3.60325,NA,NA,NA,-122.394,NA,NA
67704,-1.39698,4.4854,-3.50851,NA,NA,NA,-122.54,NA,NA
67814,-1.02178,3.90537,-3.47877,NA,-177.024,NA,NA,NA,NA
68033,-1.26337,4.85417,-3.13413,-213.945,NA,NA,NA,NA,NA
68271,-2.47414,4.50834,-4.07589,-117.651,NA,NA,NA,NA,NA
68479,-2.44261,4.99596,-3.95777,NA,NA,NA,-99.896,NA,NA
68722,-2.6148,4.52137,-3.61101,NA,-115.028,NA,NA,NA,NA
68910,-2.54315,3.37561,-4.23255,NA,NA,NA,-89.394,NA,NA
69133,-2.2291,3.32328,-3.93583,NA,NA,NA,NA,-82.927,NA
69357,-1.59913,4.56577,-4.64249,NA,NA,NA,-53.423,NA,NA
