id,x0,x1,x2,fitness9,fitness7.5,fitness7,fitness6.5,fitness8,fitness8.5,fitness9.5
35039,8.53478,7.74684,8.126,NA,NA,NA,NA,NA,0.698,NA
35246,7.74703,7.65412,7.58084,NA,NA,NA,NA,0.994,NA,NA
35401,6.50504,7.58379,7.83549,NA,0.707,NA,NA,NA,NA,NA
35718,7.68454,7.77593,6.94829,NA,NA,NA,NA,0.853,NA,NA
35877,7.24,7.51762,7.00432,NA,NA,NA,NA,0.817,NA,NA
36165,7.80558,7.85006,6.83088,NA,NA,NA,NA,0.815,NA,NA
36246,7.50599,8.45898,7.01961,NA,NA,NA,NA,NA,0.723,NA
36537,8.05916,7.97699,8.10117,NA,NA,NA,NA,0.903,NA,NA
36800,6.91766,7.25821,7.59054,NA,NA,NA,NA,NA,0.764,NA
36870,8.01857,7.68613,8.16557,NA,NA,NA,NA,0.918,NA,NA
37036,7.90637,8.35444,7.94114,NA,NA,NA,NA,0.899,NA,NA
37233,7.47739,7.70644,7.6382,NA,NA,0.906,NA,NA,NA,NA
37496,7.09514,7.6267,7.26806,NA,0.876,NA,NA,NA,NA,NA
37652,7.63834,7.84132,8.4301,NA,0.887,NA,NA,NA,NA,NA
37951,7.41715,8.10125,7.5899,NA,NA,NA,NA,0.922,NA,NA
38197,8.35741,8.58632,7.87007,NA,NA,NA,0.575,NA,NA,NA
38333,7.90526,7.99127,7.5468,NA,0.965,NA,NA,NA,NA,NA
38473,8.22232,7.7645,7.77841,NA,NA,0.791,NA,NA,NA,NA
38659,8.28558,7.96731,8.0321,NA,0.901,NA,NA,NA,NA,NA
38976,7.89151,7.57444,6.82919,NA,0.828,NA,NA,NA,NA,NA
39150,7.93755,7.76918,8.60432,NA,NA,NA,NA,NA,0.791,NA
39310,7.857,7.99586,7.56793,NA,NA,NA,NA,NA,0.842,NA
39516,6.00088,7.7982,7.57769,NA,NA,NA,NA,NA,0.392,NA
39759,7.01048,7.73763,8.40574,0.558,NA,NA,NA,NA,NA,NA
39819,7.73367,7.0621,8.45082,NA,NA,NA,NA,NA,0.724,NA
40111,9.11523,7.36359,8.02221,NA,NA,NA,NA,0.665,NA,NA
40286,8.10509,7.43531,6.93834,NA,NA,NA,NA,NA,0.753,NA
40470,8.50099,7.05296,7.18726,NA,0.716,NA,NA,NA,NA,NA
40789,7.606,6.80542,6.95387,NA,0.707,NA,NA,NA,NA,NA
40895,7.22236,7.71196,7.6536,NA,0.948,NA,NA,NA,NA,NA
41001,6.69146,6.99735,8.35798,NA,0.575,NA,NA,NA,NA,NA
41378,8.03908,7.35223,8.13235,NA,0.914,NA,NA,NA,NA,NA
41543,7.84869,7.63705,7.2468,NA,NA,NA,NA,0.948,NA,NA
41603,7.14231,7.29481,7.60998,NA,NA,0.745,NA,NA,NA,NA
41958,7.47661,7.65103,7.98878,NA,0.972,NA,NA,NA,NA,NA
42198,6.92426,8.80171,7.6382,NA,0.671,NA,NA,NA,NA,NA
42381,7.73406,6.98457,8.38036,NA,NA,0.759,NA,NA,NA,NA
42544,7.93916,7.24065,8.05297,NA,NA,NA,NA,0.914,NA,NA
42757,7.60469,7.27082,7.33446,NA,0.927,NA,NA,NA,NA,NA
42802,8.02466,8.21767,8.31689,NA,NA,NA,NA,0.819,NA,NA
43011,8.4249,7.83191,7.88327,NA,NA,NA,NA,NA,0.812,NA
43321,7.97297,7.57719,8.25775,NA,NA,NA,NA,0.876,NA,NA
43510,7.11304,7.22418,7.8926,NA,NA,NA,NA,0.865,NA,NA
43698,8.08176,7.99553,7.54741,NA,0.943,NA,NA,NA,NA,NA
43830,8.16143,8.35282,7.12058,NA,NA,NA,NA,0.798,NA,NA
44177,8.76544,7.84677,7.43229,NA,NA,NA,NA,0.797,NA,NA
44219,8.23454,8.05427,7.57634,NA,0.904,NA,NA,NA,NA,NA
44518,7.65248,8.19727,8.00343,NA,NA,0.773,NA,NA,NA,NA
44687,7.10266,7.28374,6.81783,NA,0.717,NA,NA,NA,NA,NA
44829,7.19457,7.88073,7.86526,NA,NA,NA,NA,0.913,NA,NA
45034,7.50178,7.63007,7.79278,NA,NA,NA,NA,0.983,NA,NA
45245,7.58939,7.07496,7.95863,NA,0.857,NA,NA,NA,NA,NA
45581,7.78747,6.8336,7.4247,NA,NA,0.763,NA,NA,NA,NA
45607,7.80261,7.64054,8.12854,NA,0.958,NA,NA,NA,NA,NA
45980,7.63152,7.27719,7.79901,NA,NA,NA,NA,0.948,NA,NA
46136,7.50565,8.33989,7.77987,NA,NA,NA,NA,0.884,NA,NA
46274,8.02955,8.32676,8.30114,NA,NA,NA,NA,0.836,NA,NA
46503,7.54513,7.92357,8.18401,NA,NA,0.89,NA,NA,NA,NA
46615,7.2925,8.286,7.92247,NA,NA,NA,NA,NA,0.8,NA
46870,8.34644,8.8469,7.89927,NA,NA,NA,NA,0.68,NA,NA
47115,7.37733,7.29365,7.72876,NA,0.921,NA,NA,NA,NA,NA
47296,7.92603,7.40084,8.61009,NA,NA,NA,NA,0.822,NA,NA
47561,8.07842,8.12285,7.55926,NA,NA,NA,NA,0.886,NA,NA
47733,7.50152,7.12143,7.90349,NA,NA,0.855,NA,NA,NA,NA
47817,7.69672,8.22594,7.06955,NA,NA,NA,NA,0.841,NA,NA
48027,7.10245,7.14037,7.15305,NA,NA,NA,NA,NA,0.647,NA
48240,7.38522,7.81041,7.47251,NA,NA,NA,NA,0.925,NA,NA
48458,7.58656,7.00731,7.22528,NA,0.84,NA,NA,NA,NA,NA
48705,8.31143,6.93349,7.64527,NA,0.783,NA,NA,NA,NA,NA
48875,7.51164,7.66181,7.61101,NA,NA,0.817,NA,NA,NA,NA
49021,7.09574,8.25709,7.60878,NA,NA,0.792,NA,NA,NA,NA
49283,7.54891,7.75404,8.16733,NA,0.953,NA,NA,NA,NA,NA
49454,7.23614,7.74158,7.57255,NA,NA,NA,NA,NA,0.835,NA
49734,6.89759,7.77645,8.70288,NA,NA,NA,NA,NA,0.636,NA
49812,7.64737,8.12196,7.61423,NA,NA,NA,NA,0.938,NA,NA
50143,8.5093,8.51402,7.74488,NA,NA,NA,0.496,NA,NA,NA
50216,7.82083,8.0658,8.71663,NA,0.805,NA,NA,NA,NA,NA
50448,7.38722,8.74318,8.69336,NA,NA,0.591,NA,NA,NA,NA
50756,7.51975,8.4514,8.3333,NA,NA,0.728,NA,NA,NA,NA
50812,7.45751,7.85621,9.03343,NA,0.716,NA,NA,NA,NA,NA
51010,8.31073,7.95348,8.22866,NA,NA,NA,NA,NA,0.81,NA
51234,8.26263,7.55461,7.26607,NA,NA,NA,NA,0.889,NA,NA
51429,8.49983,7.56108,7.60516,NA,NA,NA,NA,NA,0.772,NA
51794,7.88747,7.79248,8.52559,NA,NA,NA,NA,0.846,NA,NA
51944,6.9534,8.0246,8.1222,NA,0.822,NA,NA,NA,NA,NA
52019,8.0515,7.34073,7.62815,NA,0.942,NA,NA,NA,NA,NA
52252,8.2079,6.92148,7.1944,NA,NA,NA,NA,0.723,NA,NA
52465,7.20045,7.27822,7.28158,NA,0.846,NA,NA,NA,NA,NA
52748,7.72434,7.75312,7.30166,NA,NA,0.829,NA,NA,NA,NA
52803,8.17808,7.52425,7.45291,NA,0.928,NA,NA,NA,NA,NA
53139,7.84928,8.13081,7.40502,NA,0.918,NA,NA,NA,NA,NA
53291,7.90875,7.87052,6.56354,NA,NA,NA,NA,0.698,NA,NA
53503,6.75439,6.80189,7.12632,0.256,NA,NA,NA,NA,NA,NA
53731,7.06264,7.23821,6.67926,NA,NA,NA,NA,0.608,NA,NA
53869,7.41354,8.23198,7.11279,NA,NA,NA,NA,NA,0.796,NA
54039,7.6923,7.91069,6.83715,NA,NA,0.743,NA,NA,NA,NA
54233,8.07518,7.65189,7.95692,NA,NA,NA,NA,0.94,NA,NA
54587,7.47569,9.11274,7.66268,NA,0.711,NA,NA,NA,NA,NA
54690,8.08007,8.64457,8.0334,NA,0.782,NA,NA,NA,NA,NA
54807,7.77469,7.04206,7.905,NA,NA,NA,0.635,NA,NA,NA
55071,7.02717,8.48271,8.0315,NA,NA,NA,NA,0.757,NA,NA
55249,7.29518,7.3597,7.56079,NA,NA,NA,NA,0.926,NA,NA
55458,7.0847,7.64648,7.74345,NA,NA,NA,NA,NA,0.794,NA
55730,7.46937,8.27511,8.32059,NA,NA,NA,NA,0.851,NA,NA
55993,6.97022,7.68546,8.0718,NA,NA,NA,NA,0.82,NA,NA
56161,7.1789,7.72929,7.64961,NA,0.939,NA,NA,NA,NA,NA
56327,6.68154,8.83634,7.06449,NA,NA,NA,NA,0.491,NA,NA
56557,7.47495,7.91245,6.81277,NA,0.811,NA,NA,NA,NA,NA
56735,7.36587,6.90062,7.36761,NA,NA,NA,NA,0.812,NA,NA
56882,8.01562,7.20956,8.01134,NA,NA,NA,NA,0.907,NA,NA
57077,7.65151,7.07156,8.44487,NA,NA,NA,NA,0.814,NA,NA
57313,7.60681,7.51128,7.39621,0.788,NA,NA,NA,NA,NA,NA
57461,7.18326,7.69934,8.32882,NA,NA,0.814,NA,NA,NA,NA
57678,8.78425,7.70544,8.0216,NA,NA,0.71,NA,NA,NA,NA
57900,8.03919,7.52499,8.05668,NA,NA,NA,NA,NA,0.823,NA
58153,7.27332,7.32065,7.37028,NA,NA,NA,NA,NA,0.83,NA
58349,8.27844,8.35695,8.06066,NA,0.823,NA,NA,NA,NA,NA
58554,7.06113,7.84541,7.76202,NA,NA,0.772,NA,NA,NA,NA
58725,7.49078,8.00662,7.57348,NA,NA,NA,NA,0.913,NA,NA
58914,8.54565,6.71746,7.4673,NA,NA,NA,NA,NA,0.59,NA
59028,8.08825,7.32739,8.07162,NA,0.91,NA,NA,NA,NA,NA
59216,8.09974,7.89608,7.29311,NA,0.924,NA,NA,NA,NA,NA
59484,8.73404,7.20397,6.88311,NA,NA,NA,NA,NA,0.523,NA
59602,8.69104,8.17097,7.83786,NA,0.757,NA,NA,NA,NA,NA
59834,8.38983,7.92761,7.86347,NA,0.877,NA,NA,NA,NA,NA
60107,7.75526,7.49235,7.82112,NA,0.956,NA,NA,NA,NA,NA
60206,7.77181,7.78949,8.43605,NA,NA,0.767,NA,NA,NA,NA
60536,8.1865,8.6382,7.7739,NA,0.802,NA,NA,NA,NA,NA
60673,7.28764,8.32796,8.50463,NA,0.778,NA,NA,NA,NA,NA
60908,7.75054,7.21545,8.59627,NA,0.812,NA,NA,NA,NA,NA
61161,7.03137,7.25181,8.40721,0.568,NA,NA,NA,NA,NA,NA
61213,7.63345,7.05587,8.0177,NA,NA,NA,NA,NA,0.727,NA
61579,6.91684,7.40079,7.67852,NA,0.829,NA,NA,NA,NA,NA
61691,7.68093,8.10186,8.09134,NA,NA,NA,NA,0.932,NA,NA
61895,8.12515,8.22665,7.26671,NA,NA,NA,0.58,NA,NA,NA
62102,8.74361,8.12437,6.90601,NA,0.627,NA,NA,NA,NA,NA
62343,8.83138,7.6957,8.07454,NA,NA,NA,NA,NA,0.695,NA
62424,7.33839,7.69939,8.62361,NA,NA,NA,NA,0.827,NA,NA
62797,8.04915,8.56821,7.90373,NA,0.833,NA,NA,NA,NA,NA
62957,8.52825,7.60204,8.52473,NA,NA,NA,NA,0.721,NA,NA
63092,8.41595,8.87317,8.15787,NA,NA,NA,NA,0.634,NA,NA
63249,7.68619,7.53556,8.91949,NA,0.77,NA,NA,NA,NA,NA
63579,8.53457,8.52156,7.9423,NA,NA,NA,NA,0.737,NA,NA
63754,8.37995,7.10978,7.27251,NA,NA,0.629,NA,NA,NA,NA
63899,8.63458,7.63401,6.53836,NA,NA,0.49,NA,NA,NA,NA
64081,8.3577,8.98304,7.37998,NA,NA,NA,NA,NA,0.566,NA
64344,7.64961,8.77873,7.67202,NA,NA,NA,NA,NA,0.735,NA
64526,8.16069,7.91758,8.11954,NA,0.88,NA,NA,NA,NA,NA
64605,7.66261,8.62098,7.77717,NA,NA,NA,NA,NA,0.795,NA
64914,7.64082,7.81082,8.05716,NA,NA,NA,NA,0.943,NA,NA
65154,7.69414,8.30167,7.5006,NA,NA,NA,NA,0.923,NA,NA
65271,7.53827,8.48893,7.92979,NA,0.872,NA,NA,NA,NA,NA
65432,6.85213,7.64561,7.53865,NA,0.797,NA,NA,NA,NA,NA
65799,7.07442,7.66709,7.46118,NA,NA,0.81,NA,NA,NA,NA
65922,7.27461,8.56799,7.66013,NA,0.828,NA,NA,NA,NA,NA
66129,8.21064,8.20407,7.74932,NA,0.897,NA,NA,NA,NA,NA
66339,7.50715,7.25134,7.88081,NA,0.926,NA,NA,NA,NA,NA
66470,7.5979,8.2455,8.46049,NA,0.831,NA,NA,NA,NA,NA
66613,7.80447,7.75416,8.02292,NA,0.934,NA,NA,NA,NA,NA
66920,7.91298,7.71149,7.57826,NA,NA,NA,NA,0.965,NA,NA
67101,6.64514,8.05295,7.24097,NA,0.7,NA,NA,NA,NA,NA
67326,7.92658,8.30079,8.9254,NA,NA,0.61,NA,NA,NA,NA
67439,7.24746,7.50189,7.50902,0.754,NA,NA,NA,NA,NA,NA
67634,7.95788,7.33151,7.29396,NA,NA,NA,NA,0.877,NA,NA
67863,7.70876,7.5797,8.15237,NA,NA,NA,NA,NA,0.836,NA
68089,7.76073,7.19653,8.5487,NA,NA,NA,NA,NA,0.675,NA
68369,7.99763,6.58468,8.45735,0.42,NA,NA,NA,NA,NA,NA
68487,7.86676,6.52048,7.79268,NA,NA,NA,NA,0.703,NA,NA
68687,7.43337,6.4341,8.66487,NA,0.489,NA,NA,NA,NA,NA
68995,7.90243,7.68549,7.05345,NA,NA,NA,NA,0.891,NA,NA
69192,8.87116,7.75118,7.9066,NA,NA,0.735,NA,NA,NA,NA
69205,7.74418,8.18631,7.66915,NA,NA,NA,NA,0.933,NA,NA
