x0,x1,x2,fitness0
-5.0,-0.5,-0.5,-978.407
-5.0,-0.5,0.0,-1100.234
-5.0,-0.5,0.5,-903.389
-5.0,-0.5,1.0,-1100.422
-5.0,-0.5,1.5,-990.093
-5.0,-0.5,2.0,-1217.0
-5.0,-0.5,2.5,-1037.645
-5.0,-0.5,3.0,-1279.217
-5.0,-0.5,3.5,-1060.3
-5.0,-0.5,4.0,-1360.805
-5.0,-0.5,4.5,-1150.619
-5.0,-0.5,5.0,-1513.145
-5.0,0.0,-5.0,-790.943
-5.0,0.0,-4.5,-855.524
-5.0,0.0,-4.0,-948.647
-5.0,0.0,-3.5,-1038.302
-5.0,0.0,-3.0,-1092.966
-5.0,0.0,-2.5,-1097.674
-5.0,0.0,-2.0,-1153.881
-5.0,0.0,-1.5,-1154.448
-5.0,0.0,-1.0,-1240.281
-5.0,0.0,-0.5,-1051.313
-5.0,0.0,0.0,-1146.335
-5.0,0.0,0.5,-975.694
-5.0,0.0,1.0,-1159.117
-5.0,0.0,1.5,-1128.107
-5.0,0.0,2.0,-1347.364
-5.0,0.0,2.5,-1242.075
-5.0,0.0,3.0,-1439.919
-5.0,0.0,3.5,-1303.421
-5.0,0.0,4.0,-1510.42
-5.0,0.0,4.5,-1455.578
-5.0,0.0,5.0,-1642.668
-5.0,0.5,-5.0,-658.884
-5.0,0.5,-4.5,-706.617
-5.0,0.5,-4.0,-777.922
-5.0,0.5,-3.5,-854.559
-5.0,0.5,-3.0,-901.029
-5.0,0.5,-2.5,-910.275
-5.0,0.5,-2.0,-950.005
-5.0,0.5,-1.5,-962.929
-5.0,0.5,-1.0,-1022.472
-5.0,0.5,-0.5,-848.167
-5.0,0.5,0.0,-894.685
-5.0,0.5,0.5,-757.841
-5.0,0.5,1.0,-874.204
-5.0,0.5,1.5,-938.307
-5.0,0.5,2.0,-1082.284
-5.0,0.5,2.5,-1075.99
-5.0,0.5,3.0,-1206.542
-5.0,0.5,3.5,-1100.417
-5.0,0.5,4.0,-1339.396
-5.0,0.5,4.5,-1189.345
-5.0,0.5,5.0,-1588.699
-5.0,1.0,-5.0,-561.329
-5.0,1.0,-4.5,-600.223
-5.0,1.0,-4.0,-664.215
-5.0,1.0,-3.5,-745.762
-5.0,1.0,-3.0,-810.034
-5.0,1.0,-2.5,-841.509
-5.0,1.0,-2.0,-888.29
-5.0,1.0,-1.5,-908.949
-5.0,1.0,-1.0,-968.591
-5.0,1.0,-0.5,-789.348
-5.0,1.0,0.0,-838.575
-5.0,1.0,0.5,-686.498
-5.0,1.0,1.0,-818.652
-5.0,1.0,1.5,-880.664
-5.0,1.0,2.0,-1047.062
-5.0,1.0,2.5,-1061.775
-5.0,1.0,3.0,-1154.338
-5.0,1.0,3.5,-1164.801
-5.0,1.0,4.0,-1196.053
-5.0,1.0,4.5,-1395.4
-5.0,1.0,5.0,-1302.283
-5.0,1.5,-5.0,-481.771
-5.0,1.5,-4.5,-510.723
-5.0,1.5,-4.0,-563.514
-5.0,1.5,-3.5,-637.05
-5.0,1.5,-3.0,-703.875
-5.0,1.5,-2.5,-745.795
-5.0,1.5,-2.0,-793.79
-5.0,1.5,-1.5,-820.471
-5.0,1.5,-1.0,-870.921
-5.0,1.5,-0.5,-699.707
-5.0,1.5,0.0,-727.254
-5.0,1.5,0.5,-594.016
-5.0,1.5,1.0,-688.671
-5.0,1.5,1.5,-792.372
-5.0,1.5,2.0,-907.365
-5.0,1.5,2.5,-967.061
-5.0,1.5,3.0,-1021.641
-5.0,1.5,3.5,-1025.193
-5.0,1.5,4.0,-1111.212
-5.0,1.5,4.5,-1162.726
-5.0,1.5,5.0,-1290.752
-5.0,2.0,-5.0,-423.712
-5.0,2.0,-4.5,-447.568
-5.0,2.0,-4.0,-494.906
-5.0,2.0,-3.5,-568.205
-5.0,2.0,-3.0,-648.513
-5.0,2.0,-2.5,-714.48
-5.0,2.0,-2.0,-779.227
-5.0,2.0,-1.5,-819.714
-5.0,2.0,-1.0,-868.795
-5.0,2.0,-0.5,-709.74
-5.0,2.0,0.0,-723.25
-5.0,2.0,0.5,-613.196
-5.0,2.0,1.0,-680.17
-5.0,2.0,1.5,-821.012
-5.0,2.0,2.0,-895.292
-5.0,2.0,2.5,-987.949
-5.0,2.0,3.0,-1022.083
-5.0,2.0,3.5,-1004.392
-5.0,2.0,4.0,-1149.928
-5.0,2.0,4.5,-1054.996
-5.0,2.0,5.0,-1351.4
-5.0,2.5,-5.0,-382.136
-5.0,2.5,-4.5,-402.323
-5.0,2.5,-4.0,-447.199
-5.0,2.5,-3.5,-522.882
-5.0,2.5,-3.0,-620.767
-5.0,2.5,-2.5,-720.014
-5.0,2.5,-2.0,-821.575
-5.0,2.5,-1.5,-874.853
-5.0,2.5,-1.0,-954.57
-5.0,2.5,-0.5,-765.505
-5.0,2.5,0.0,-839.666
-5.0,2.5,0.5,-644.46
-5.0,2.5,1.0,-830.388
-5.0,2.5,1.5,-819.116
-5.0,2.5,2.0,-1034.554
-5.0,2.5,2.5,-999.284
-5.0,2.5,3.0,-1033.675
-5.0,2.5,3.5,-1161.361
-5.0,2.5,4.0,-898.437
-5.0,2.5,4.5,-1427.461
-5.0,2.5,5.0,-823.674
-5.0,3.0,-5.0,-354.474
-5.0,3.0,-4.5,-371.796
-5.0,3.0,-4.0,-413.3
-5.0,3.0,-3.5,-487.69
-5.0,3.0,-3.0,-595.42
-5.0,3.0,-2.5,-726.059
-5.0,3.0,-2.0,-856.542
-5.0,3.0,-1.5,-965.523
-5.0,3.0,-1.0,-1011.373
-5.0,3.0,-0.5,-924.708
-5.0,3.0,0.0,-855.118
-5.0,3.0,0.5,-880.781
-5.0,3.0,1.0,-775.765
-5.0,3.0,1.5,-1097.56
-5.0,3.0,2.0,-948.626
-5.0,3.0,2.5,-1152.73
-5.0,3.0,3.0,-1126.394
-5.0,3.0,3.5,-941.531
-5.0,3.0,4.0,-1392.624
-5.0,3.0,4.5,-722.662
-5.0,3.0,5.0,-1675.942
-5.0,3.5,-5.0,-340.486
-5.0,3.5,-4.5,-354.549
-5.0,3.5,-4.0,-391.19
-5.0,3.5,-3.5,-459.278
-5.0,3.5,-3.0,-564.6
-5.0,3.5,-2.5,-702.553
-5.0,3.5,-2.0,-873.846
-5.0,3.5,-1.5,-971.248
-5.0,3.5,-1.0,-1125.99
-5.0,3.5,-0.5,-890.457
-5.0,3.5,0.0,-1087.653
-5.0,3.5,0.5,-738.301
-5.0,3.5,1.0,-1131.045
-5.0,3.5,1.5,-855.381
-5.0,3.5,2.0,-1257.641
-5.0,3.5,2.5,-1035.789
-5.0,3.5,3.0,-1066.672
-5.0,3.5,3.5,-1299.648
-5.0,3.5,4.0,-738.002
-5.0,3.5,4.5,-1635.248
-5.0,3.5,5.0,-530.409
-5.0,4.0,-5.0,-339.765
-5.0,4.0,-4.5,-350.409
-5.0,4.0,-4.0,-380.885
-5.0,4.0,-3.5,-437.453
-5.0,4.0,-3.0,-525.949
-5.0,4.0,-2.5,-652.767
-5.0,4.0,-2.0,-797.388
-5.0,4.0,-1.5,-965.143
-5.0,4.0,-1.0,-994.1
-5.0,4.0,-0.5,-1025.631
-5.0,4.0,0.0,-829.569
-5.0,4.0,0.5,-1066.835
-5.0,4.0,1.0,-733.615
-5.0,4.0,1.5,-1264.59
-5.0,4.0,2.0,-895.013
-5.0,4.0,2.5,-1191.874
-5.0,4.0,3.0,-1135.195
-5.0,4.0,3.5,-879.825
-5.0,4.0,4.0,-1456.12
-5.0,4.0,4.5,-608.203
-5.0,4.0,5.0,-1737.705
-5.0,4.5,-5.0,-353.569
-5.0,4.5,-4.5,-362.399
-5.0,4.5,-4.0,-389.646
-5.0,4.5,-3.5,-441.271
-5.0,4.5,-3.0,-524.32
-5.0,4.5,-2.5,-644.591
-5.0,4.5,-2.0,-824.133
-5.0,4.5,-1.5,-945.328
-5.0,4.5,-1.0,-1167.18
-5.0,4.5,-0.5,-907.983
-5.0,4.5,0.0,-1213.184
-5.0,4.5,0.5,-766.445
-5.0,4.5,1.0,-1275.696
-5.0,4.5,1.5,-863.594
-5.0,4.5,2.0,-1298.382
-5.0,4.5,2.5,-1034.309
-5.0,4.5,3.0,-1065.063
-5.0,4.5,3.5,-1273.814
-5.0,4.5,4.0,-789.192
-5.0,4.5,4.5,-1536.906
-5.0,4.5,5.0,-637.825
-5.0,5.0,-5.0,-380.652
-5.0,5.0,-4.5,-387.333
-5.0,5.0,-4.0,-410.588
-5.0,5.0,-3.5,-453.794
-5.0,5.0,-3.0,-521.506
-5.0,5.0,-2.5,-623.32
-5.0,5.0,-2.0,-756.126
-5.0,5.0,-1.5,-936.567
-5.0,5.0,-1.0,-995.17
-5.0,5.0,-0.5,-1071.103
-5.0,5.0,0.0,-900.789
-5.0,5.0,0.5,-1135.849
-5.0,5.0,1.0,-866.048
-5.0,5.0,1.5,-1250.035
-5.0,5.0,2.0,-989.855
-5.0,5.0,2.5,-1166.371
-5.0,5.0,3.0,-1127.252
-5.0,5.0,3.5,-990.11
-5.0,5.0,4.0,-1294.088
-5.0,5.0,4.5,-869.386
-5.0,5.0,5.0,-1449.348
-4.5,-5.0,-5.0,-709.025
-4.5,-5.0,-4.5,-765.498
-4.5,-5.0,-4.0,-873.187
-4.5,-5.0,-3.5,-980.351
-4.5,-5.0,-3.0,-1085.443
-4.5,-5.0,-2.5,-1080.806
-4.5,-5.0,-2.0,-1277.024
-4.5,-5.0,-1.5,-1032.111
-4.5,-5.0,-1.0,-1250.952
-4.5,-5.0,-0.5,-875.175
-4.5,-5.0,0.0,-1106.553
-4.5,-5.0,0.5,-745.899
-4.5,-5.0,1.0,-1007.347
-4.5,-5.0,1.5,-673.488
-4.5,-5.0,2.0,-962.286
-4.5,-5.0,2.5,-654.959
-4.5,-5.0,3.0,-970.472
-4.5,-5.0,3.5,-689.75
-4.5,-5.0,4.0,-1031.965
-4.5,-5.0,4.5,-777.908
-4.5,-5.0,5.0,-1146.811
-4.5,-4.5,-5.0,-689.719
-4.5,-4.5,-4.5,-745.807
-4.5,-4.5,-4.0,-852.563
-4.5,-4.5,-3.5,-953.832
-4.5,-4.5,-3.0,-1044.574
-4.5,-4.5,-2.5,-990.414
-4.5,-4.5,-2.0,-1122.588
-4.5,-4.5,-1.5,-814.628
-4.5,-4.5,-1.0,-1007.776
-4.5,-4.5,-0.5,-622.548
-4.5,-4.5,0.0,-851.111
-4.5,-4.5,0.5,-489.741
-4.5,-4.5,1.0,-750.707
-4.5,-4.5,1.5,-416.94
-4.5,-4.5,2.0,-705.502
-4.5,-4.5,2.5,-398.209
-4.5,-4.5,3.0,-713.558
-4.5,-4.5,3.5,-432.842
-4.5,-4.5,4.0,-774.959
-4.5,-4.5,4.5,-520.927
-4.5,-4.5,5.0,-889.773
-4.5,-4.0,-5.0,-541.759
-4.5,-4.0,-4.5,-599.338
-4.5,-4.0,-4.0,-710.838
-4.5,-4.0,-3.5,-824.029
-4.5,-4.0,-3.0,-952.354
-4.5,-4.0,-2.5,-966.568
-4.5,-4.0,-2.0,-1201.724
-4.5,-4.0,-1.5,-959.533
-4.5,-4.0,-1.0,-1184.531
-4.5,-4.0,-0.5,-810.979
-4.5,-4.0,0.0,-1042.86
-4.5,-4.0,0.5,-683.28
-4.5,-4.0,1.0,-944.293
-4.5,-4.0,1.5,-611.271
-4.5,-4.0,2.0,-899.571
-4.5,-4.0,2.5,-592.519
-4.5,-4.0,3.0,-907.633
-4.5,-4.0,3.5,-627.022
-4.5,-4.0,4.0,-968.979
-4.5,-4.0,4.5,-715.051
-4.5,-4.0,5.0,-1083.806
-4.5,-3.5,-5.0,-713.072
-4.5,-3.5,-4.5,-769.857
-4.5,-3.5,-4.0,-878.58
-4.5,-3.5,-3.5,-978.992
-4.5,-3.5,-3.0,-1073.433
-4.5,-3.5,-2.5,-996.805
-4.5,-3.5,-2.0,-1119.121
-4.5,-3.5,-1.5,-791.821
-4.5,-3.5,-1.0,-977.981
-4.5,-3.5,-0.5,-592.347
-4.5,-3.5,0.0,-817.626
-4.5,-3.5,0.5,-457.2
-4.5,-3.5,1.0,-716.166
-4.5,-3.5,1.5,-383.724
-4.5,-3.5,2.0,-670.724
-4.5,-3.5,2.5,-363.771
-4.5,-3.5,3.0,-678.177
-4.5,-3.5,3.5,-397.63
-4.5,-3.5,4.0,-739.06
-4.5,-3.5,4.5,-485.265
-4.5,-3.5,5.0,-853.7
-4.5,-3.0,-5.0,-727.185
-4.5,-3.0,-4.5,-785.323
-4.5,-3.0,-4.0,-898.811
-4.5,-3.0,-3.5,-1008.344
-4.5,-3.0,-3.0,-1129.733
-4.5,-3.0,-2.5,-1095.217
-4.5,-3.0,-2.0,-1272.744
-4.5,-3.0,-1.5,-988.36
-4.5,-3.0,-1.0,-1186.441
-4.5,-3.0,-0.5,-811.334
-4.5,-3.0,0.0,-1034.876
-4.5,-3.0,0.5,-678.336
-4.5,-3.0,1.0,-935.584
-4.5,-3.0,1.5,-606.517
-4.5,-3.0,2.0,-891.959
-4.5,-3.0,2.5,-586.192
-4.5,-3.0,3.0,-899.303
-4.5,-3.0,3.5,-619.275
-4.5,-3.0,4.0,-959.845
-4.5,-3.0,4.5,-706.594
-4.5,-3.0,5.0,-1074.539
-4.5,-2.5,-5.0,-859.651
-4.5,-2.5,-4.5,-918.954
-4.5,-2.5,-4.0,-1027.913
-4.5,-2.5,-3.5,-1121.391
-4.5,-2.5,-3.0,-1201.246
-4.5,-2.5,-2.5,-1081.783
-4.5,-2.5,-2.0,-1166.255
-4.5,-2.5,-1.5,-846.362
-4.5,-2.5,-1.0,-1009.108
-4.5,-2.5,-0.5,-632.491
-4.5,-2.5,0.0,-841.275
-4.5,-2.5,0.5,-487.728
-4.5,-2.5,1.0,-737.767
-4.5,-2.5,1.5,-414.117
-4.5,-2.5,2.0,-694.335
-4.5,-2.5,2.5,-390.409
-4.5,-2.5,3.0,-699.341
-4.5,-2.5,3.5,-419.867
-4.5,-2.5,4.0,-757.909
-4.5,-2.5,4.5,-505.628
-4.5,-2.5,5.0,-872.077
-4.5,-2.0,-5.0,-896.593
-4.5,-2.0,-4.5,-952.806
-4.5,-2.0,-4.0,-1066.994
-4.5,-2.0,-3.5,-1160.266
-4.5,-2.0,-3.0,-1242.603
-4.5,-2.0,-2.5,-1155.242
-4.5,-2.0,-2.0,-1263.272
-4.5,-2.0,-1.5,-1024.919
-4.5,-2.0,-1.0,-1190.663
-4.5,-2.0,-0.5,-849.328
-4.5,-2.0,0.0,-1050.303
-4.5,-2.0,0.5,-718.199
-4.5,-2.0,1.0,-964.071
-4.5,-2.0,1.5,-660.821
-4.5,-2.0,2.0,-936.236
-4.5,-2.0,2.5,-641.372
-4.5,-2.0,3.0,-944.306
-4.5,-2.0,3.5,-668.798
-4.5,-2.0,4.0,-1003.081
-4.5,-2.0,4.5,-754.661
-4.5,-2.0,5.0,-1118.684
-4.5,-1.5,-5.0,-880.069
-4.5,-1.5,-4.5,-949.912
-4.5,-1.5,-4.0,-1046.96
-4.5,-1.5,-3.5,-1117.637
-4.5,-1.5,-3.0,-1152.184
-4.5,-1.5,-2.5,-1030.317
-4.5,-1.5,-2.0,-1091.825
-4.5,-1.5,-1.5,-901.929
-4.5,-1.5,-1.0,-1029.693
-4.5,-1.5,-0.5,-714.075
-4.5,-1.5,0.0,-878.533
-4.5,-1.5,0.5,-568.13
-4.5,-1.5,1.0,-791.426
-4.5,-1.5,1.5,-518.477
-4.5,-1.5,2.0,-775.005
-4.5,-1.5,2.5,-493.151
-4.5,-1.5,3.0,-778.578
-4.5,-1.5,3.5,-508.109
-4.5,-1.5,4.0,-831.667
-4.5,-1.5,4.5,-589.018
-4.5,-1.5,5.0,-947.333
-4.5,-1.0,-5.0,-884.298
-4.5,-1.0,-4.5,-931.324
-4.5,-1.0,-4.0,-1039.577
-4.5,-1.0,-3.5,-1103.284
-4.5,-1.0,-3.0,-1128.471
-4.5,-1.0,-2.5,-1066.581
-4.5,-1.0,-2.0,-1124.566
-4.5,-1.0,-1.5,-1035.94
-4.5,-1.0,-1.0,-1148.497
-4.5,-1.0,-0.5,-892.748
-4.5,-1.0,0.0,-1032.153
-4.5,-1.0,0.5,-775.328
-4.5,-1.0,1.0,-984.106
-4.5,-1.0,1.5,-781.131
-4.5,-1.0,2.0,-1021.274
-4.5,-1.0,2.5,-777.604
-4.5,-1.0,3.0,-1039.006
-4.5,-1.0,3.5,-789.487
-4.5,-1.0,4.0,-1092.693
-4.5,-1.0,4.5,-874.119
-4.5,-1.0,5.0,-1213.169
-4.5,-0.5,-5.0,-819.326
-4.5,-0.5,-4.5,-892.294
-4.5,-0.5,-4.0,-957.292
-4.5,-0.5,-3.5,-1004.599
-4.5,-0.5,-3.0,-1007.744
-4.5,-0.5,-2.5,-947.178
-4.5,-0.5,-2.0,-982.915
-4.5,-0.5,-1.5,-934.651
-4.5,-0.5,-1.0,-1012.49
-4.5,-0.5,-0.5,-786.636
-4.5,-0.5,0.0,-874.182
-4.5,-0.5,0.5,-657.692
-4.5,-0.5,1.0,-819.952
-4.5,-0.5,1.5,-701.324
-4.5,-0.5,2.0,-895.309
-4.5,-0.5,2.5,-707.069
-4.5,-0.5,3.0,-915.084
-4.5,-0.5,3.5,-691.744
-4.5,-0.5,4.0,-961.829
-4.5,-0.5,4.5,-763.147
-4.5,-0.5,5.0,-1095.016
-4.5,0.0,-5.0,-734.141
-4.5,0.0,-4.5,-784.366
-4.5,0.0,-4.0,-873.676
-4.5,0.0,-3.5,-955.595
-4.5,0.0,-3.0,-1001.942
-4.5,0.0,-2.5,-1004.41
-4.5,0.0,-2.0,-1046.468
-4.5,0.0,-1.5,-1043.262
-4.5,0.0,-1.0,-1110.924
-4.5,0.0,-0.5,-913.34
-4.5,0.0,0.0,-980.111
-4.5,0.0,0.5,-799.331
-4.5,0.0,1.0,-945.683
-4.5,0.0,1.5,-914.505
-4.5,0.0,2.0,-1091.751
-4.5,0.0,2.5,-983.662
-4.5,0.0,3.0,-1139.693
-4.5,0.0,3.5,-990.667
-4.5,0.0,4.0,-1176.166
-4.5,0.0,4.5,-1099.708
-4.5,0.0,5.0,-1299.03
-4.5,0.5,-5.0,-588.861
-4.5,0.5,-4.5,-630.281
-4.5,0.5,-4.0,-698.48
-4.5,0.5,-3.5,-772.135
-4.5,0.5,-3.0,-817.704
-4.5,0.5,-2.5,-827.985
-4.5,0.5,-2.0,-862.626
-4.5,0.5,-1.5,-872.582
-4.5,0.5,-1.0,-925.198
-4.5,0.5,-0.5,-742.662
-4.5,0.5,0.0,-779.595
-4.5,0.5,0.5,-628.186
-4.5,0.5,1.0,-733.155
-4.5,0.5,1.5,-782.662
-4.5,0.5,2.0,-911.199
-4.5,0.5,2.5,-891.801
-4.5,0.5,3.0,-989.049
-4.5,0.5,3.5,-890.863
-4.5,0.5,4.0,-1062.151
-4.5,0.5,4.5,-979.51
-4.5,0.5,5.0,-1255.274
-4.5,1.0,-5.0,-479.418
-4.5,1.0,-4.5,-523.441
-4.5,1.0,-4.0,-579.106
-4.5,1.0,-3.5,-659.861
-4.5,1.0,-3.0,-727.508
-4.5,1.0,-2.5,-759.62
-4.5,1.0,-2.0,-808.537
-4.5,1.0,-1.5,-827.857
-4.5,1.0,-1.0,-883.025
-4.5,1.0,-0.5,-703.308
-4.5,1.0,0.0,-741.254
-4.5,1.0,0.5,-591.01
-4.5,1.0,1.0,-703.682
-4.5,1.0,1.5,-773.038
-4.5,1.0,2.0,-912.352
-4.5,1.0,2.5,-932.152
-4.5,1.0,3.0,-1001.013
-4.5,1.0,3.5,-994.817
-4.5,1.0,4.0,-1039.232
-4.5,1.0,4.5,-1168.524
-4.5,1.0,5.0,-1160.276
-4.5,1.5,-5.0,-406.616
