x,y,z,fitness
0.25,3.41,9.2,-0.49
0.25,3.41,9.72,-0.65
0.25,3.41,10.25,-0.74
0.25,3.93,0.25,-0.34
0.25,3.93,0.78,-0.22
0.25,3.93,1.3,0.14
0.25,3.93,1.83,-0.1
0.25,3.93,2.36,0.23
0.25,3.93,2.88,-0.33
0.25,3.93,3.41,-0.12
0.25,3.93,3.93,0.28
0.25,3.93,4.46,0.21
0.25,3.93,4.99,-0.14
0.25,3.93,5.51,-0.35
0.25,3.93,6.04,-0.27
0.25,3.93,6.57,-0.03
0.25,3.93,7.09,0.2
0.25,3.93,7.62,0.31
0.25,3.93,8.14,0.26
0.25,3.93,8.67,0.11
0.25,3.93,9.2,-0.09
0.25,3.93,9.72,-0.25
0.25,3.93,10.25,-0.34
0.25,4.46,0.25,-0.41
0.25,4.46,0.78,-0.3
0.25,4.46,1.3,0.07
0.25,4.46,1.83,-0.17
0.25,4.46,2.36,0.16
0.25,4.46,2.88,-0.4
0.25,4.46,3.41,-0.19
0.25,4.46,3.93,0.21
0.25,4.46,4.46,0.14
0.25,4.46,4.99,-0.21
0.25,4.46,5.51,-0.42
0.25,4.46,6.04,-0.35
0.25,4.46,6.57,-0.1
0.25,4.46,7.09,0.13
0.25,4.46,7.62,0.24
0.25,4.46,8.14,0.19
0.25,4.46,8.67,0.04
0.25,4.46,9.2,-0.16
0.25,4.46,9.72,-0.32
0.25,4.46,10.25,-0.41
0.25,4.99,0.25,-0.76
0.25,4.99,0.78,-0.64
0.25,4.99,1.3,-0.28
0.25,4.99,1.83,-0.52
0.25,4.99,2.36,-0.19
0.25,4.99,2.88,-0.74
0.25,4.99,3.41,-0.54
0.25,4.99,3.93,-0.14
0.25,4.99,4.46,-0.21
0.25,4.99,4.99,-0.56
0.25,4.99,5.51,-0.77
0.25,4.99,6.04,-0.69
0.25,4.99,6.57,-0.45
0.25,4.99,7.09,-0.22
0.25,4.99,7.62,-0.11
0.25,4.99,8.14,-0.16
0.25,4.99,8.67,-0.31
0.25,4.99,9.2,-0.51
0.25,4.99,9.72,-0.67
0.25,4.99,10.25,-0.76
0.25,5.51,0.25,-0.97
0.25,5.51,0.78,-0.85
0.25,5.51,1.3,-0.48
0.25,5.51,1.83,-0.73
0.25,5.51,2.36,-0.4
0.25,5.51,2.88,-0.95
0.25,5.51,3.41,-0.74
0.25,5.51,3.93,-0.35
0.25,5.51,4.46,-0.42
0.25,5.51,4.99,-0.77
0.25,5.51,5.51,-0.97
0.25,5.51,6.04,-0.9
0.25,5.51,6.57,-0.65
0.25,5.51,7.09,-0.42
0.25,5.51,7.62,-0.32
0.25,5.51,8.14,-0.36
0.25,5.51,8.67,-0.52
0.25,5.51,9.2,-0.71
0.25,5.51,9.72,-0.87
0.25,5.51,10.25,-0.97
0.25,6.04,0.25,-0.9
0.25,6.04,0.78,-0.78
0.25,6.04,1.3,-0.41
0.25,6.04,1.83,-0.65
0.25,6.04,2.36,-0.33
0.25,6.04,2.88,-0.88
0.25,6.04,3.41,-0.67
0.25,6.04,3.93,-0.27
0.25,6.04,4.46,-0.35
0.25,6.04,4.99,-0.69
0.25,6.04,5.51,-0.9
0.25,6.04,6.04,-0.83
0.25,6.04,6.57,-0.58
0.25,6.04,7.09,-0.35
0.25,6.04,7.62,-0.24
0.25,6.04,8.14,-0.29
0.25,6.04,8.67,-0.45
0.25,6.04,9.2,-0.64
0.25,6.04,9.72,-0.8
0.25,6.04,10.25,-0.89
0.25,6.57,0.25,-0.65
0.25,6.57,0.78,-0.53
0.25,6.57,1.3,-0.16
0.25,6.57,1.83,-0.41
0.25,6.57,2.36,-0.08
0.25,6.57,2.88,-0.63
0.25,6.57,3.41,-0.43
0.25,6.57,3.93,-0.03
0.25,6.57,4.46,-0.1
0.25,6.57,4.99,-0.45
0.25,6.57,5.51,-0.65
0.25,6.57,6.04,-0.58
0.25,6.57,6.57,-0.34
0.25,6.57,7.09,-0.1
0.25,6.57,7.62,0.0
0.25,6.57,8.14,-0.04
0.25,6.57,8.67,-0.2
0.25,6.57,9.2,-0.4
0.25,6.57,9.72,-0.56
0.25,6.57,10.25,-0.65
0.25,7.09,0.25,-0.42
0.25,7.09,0.78,-0.3
0.25,7.09,1.3,0.07
0.25,7.09,1.83,-0.18
0.25,7.09,2.36,0.15
0.25,7.09,2.88,-0.4
0.25,7.09,3.41,-0.2
0.25,7.09,3.93,0.2
0.25,7.09,4.46,0.13
0.25,7.09,4.99,-0.22
0.25,7.09,5.51,-0.42
0.25,7.09,6.04,-0.35
0.25,7.09,6.57,-0.1
0.25,7.09,7.09,0.13
0.25,7.09,7.62,0.23
0.25,7.09,8.14,0.19
0.25,7.09,8.67,0.03
0.25,7.09,9.2,-0.16
0.25,7.09,9.72,-0.32
0.25,7.09,10.25,-0.42
0.25,7.62,0.25,-0.31
0.25,7.62,0.78,-0.19
0.25,7.62,1.3,0.18
0.25,7.62,1.83,-0.07
0.25,7.62,2.36,0.26
0.25,7.62,2.88,-0.29
0.25,7.62,3.41,-0.09
0.25,7.62,3.93,0.31
0.25,7.62,4.46,0.24
0.25,7.62,4.99,-0.11
0.25,7.62,5.51,-0.32
0.25,7.62,6.04,-0.24
0.25,7.62,6.57,0.0
0.25,7.62,7.09,0.23
0.25,7.62,7.62,0.34
0.25,7.62,8.14,0.29
0.25,7.62,8.67,0.14
0.25,7.62,9.2,-0.06
0.25,7.62,9.72,-0.22
0.25,7.62,10.25,-0.31
0.25,8.14,0.25,-0.36
0.25,8.14,0.78,-0.24
0.25,8.14,1.3,0.13
0.25,8.14,1.83,-0.12
0.25,8.14,2.36,0.21
0.25,8.14,2.88,-0.34
0.25,8.14,3.41,-0.13
0.25,8.14,3.93,0.26
0.25,8.14,4.46,0.19
0.25,8.14,4.99,-0.16
0.25,8.14,5.51,-0.36
0.25,8.14,6.04,-0.29
0.25,8.14,6.57,-0.04
0.25,8.14,7.09,0.19
0.25,8.14,7.62,0.29
0.25,8.14,8.14,0.25
0.25,8.14,8.67,0.09
0.25,8.14,9.2,-0.1
0.25,8.14,9.72,-0.26
0.25,8.14,10.25,-0.36
0.25,8.67,0.25,-0.51
0.25,8.67,0.78,-0.4
0.25,8.67,1.3,-0.03
0.25,8.67,1.83,-0.27
0.25,8.67,2.36,0.05
0.25,8.67,2.88,-0.5
0.25,8.67,3.41,-0.29
0.25,8.67,3.93,0.11
0.25,8.67,4.46,0.04
0.25,8.67,4.99,-0.31
0.25,8.67,5.51,-0.52
0.25,8.67,6.04,-0.45
0.25,8.67,6.57,-0.2
0.25,8.67,7.09,0.03
0.25,8.67,7.62,0.14
0.25,8.67,8.14,0.09
0.25,8.67,8.67,-0.07
0.25,8.67,9.2,-0.26
0.25,8.67,9.72,-0.42
0.25,8.67,10.25,-0.51
0.25,9.2,0.25,-0.71
0.25,9.2,0.78,-0.59
0.25,9.2,1.3,-0.22
0.25,9.2,1.83,-0.47
0.25,9.2,2.36,-0.14
0.25,9.2,2.88,-0.69
0.25,9.2,3.41,-0.49
0.25,9.2,3.93,-0.09
0.25,9.2,4.46,-0.16
0.25,9.2,4.99,-0.51
0.25,9.2,5.51,-0.71
0.25,9.2,6.04,-0.64
0.25,9.2,6.57,-0.4
0.25,9.2,7.09,-0.16
0.25,9.2,7.62,-0.06
0.25,9.2,8.14,-0.1
0.25,9.2,8.67,-0.26
0.25,9.2,9.2,-0.45
0.25,9.2,9.72,-0.61
0.25,9.2,10.25,-0.71
0.25,9.72,0.25,-0.87
0.25,9.72,0.78,-0.75
0.25,9.72,1.3,-0.38
0.25,9.72,1.83,-0.63
0.25,9.72,2.36,-0.3
0.25,9.72,2.88,-0.85
0.25,9.72,3.41,-0.65
0.25,9.72,3.93,-0.25
0.25,9.72,4.46,-0.32
0.25,9.72,4.99,-0.67
0.25,9.72,5.51,-0.87
0.25,9.72,6.04,-0.8
0.25,9.72,6.57,-0.56
0.25,9.72,7.09,-0.32
0.25,9.72,7.62,-0.22
0.25,9.72,8.14,-0.26
0.25,9.72,8.67,-0.42
0.25,9.72,9.2,-0.61
0.25,9.72,9.72,-0.78
0.25,9.72,10.25,-0.87
0.25,10.25,0.25,-0.96
0.25,10.25,0.78,-0.84
0.25,10.25,1.3,-0.48
0.25,10.25,1.83,-0.72
0.25,10.25,2.36,-0.39
0.25,10.25,2.88,-0.95
0.25,10.25,3.41,-0.74
0.25,10.25,3.93,-0.34
0.25,10.25,4.46,-0.41
0.25,10.25,4.99,-0.76
0.25,10.25,5.51,-0.97
0.25,10.25,6.04,-0.89
0.25,10.25,6.57,-0.65
0.25,10.25,7.09,-0.42
0.25,10.25,7.62,-0.31
0.25,10.25,8.14,-0.36
0.25,10.25,8.67,-0.51
0.25,10.25,9.2,-0.71
0.25,10.25,9.72,-0.87
0.25,10.25,10.25,-0.96
0.78,0.25,0.25,-0.85
0.78,0.25,0.78,-0.73
0.78,0.25,1.3,-0.36
0.78,0.25,1.83,-0.6
0.78,0.25,2.36,-0.28
0.78,0.25,2.88,-0.83
0.78,0.25,3.41,-0.62
0.78,0.25,3.93,-0.22
0.78,0.25,4.46,-0.3
0.78,0.25,4.99,-0.64
0.78,0.25,5.51,-0.85
0.78,0.25,6.04,-0.78
0.78,0.25,6.57,-0.53
0.78,0.25,7.09,-0.3
0.78,0.25,7.62,-0.19
0.78,0.25,8.14,-0.24
0.78,0.25,8.67,-0.4
0.78,0.25,9.2,-0.59
0.78,0.25,9.72,-0.75
0.78,0.25,10.25,-0.84
0.78,0.78,0.25,-0.73
0.78,0.78,0.78,-0.61
0.78,0.78,1.3,-0.24
0.78,0.78,1.83,-0.49
0.78,0.78,2.36,-0.16
0.78,0.78,2.88,-0.71
0.78,0.78,3.41,-0.51
0.78,0.78,3.93,-0.11
0.78,0.78,4.46,-0.18
0.78,0.78,4.99,-0.53
0.78,0.78,5.51,-0.73
0.78,0.78,6.04,-0.66
0.78,0.78,6.57,-0.42
0.78,0.78,7.09,-0.18
0.78,0.78,7.62,-0.08
0.78,0.78,8.14,-0.12
0.78,0.78,8.67,-0.28
0.78,0.78,9.2,-0.47
0.78,0.78,9.72,-0.63
0.78,0.78,10.25,-0.73
0.78,1.3,0.25,-0.36
0.78,1.3,0.78,-0.24
0.78,1.3,1.3,0.13
0.78,1.3,1.83,-0.12
0.78,1.3,2.36,0.21
0.78,1.3,2.88,-0.34
0.78,1.3,3.41,-0.14
0.78,1.3,3.93,0.26
0.78,1.3,4.46,0.19
0.78,1.3,4.99,-0.16
0.78,1.3,5.51,-0.36
0.78,1.3,6.04,-0.29
0.78,1.3,6.57,-0.05
0.78,1.3,7.09,0.19
0.78,1.3,7.62,0.29
0.78,1.3,8.14,0.25
0.78,1.3,8.67,0.09
0.78,1.3,9.2,-0.11
0.78,1.3,9.72,-0.27
0.78,1.3,10.25,-0.36
0.78,1.83,0.25,-0.6
0.78,1.83,0.78,-0.49
0.78,1.83,1.3,-0.12
0.78,1.83,1.83,-0.36
0.78,1.83,2.36,-0.04
0.78,1.83,2.88,-0.59
0.78,1.83,3.41,-0.38
0.78,1.83,3.93,0.02
0.78,1.83,4.46,-0.05
0.78,1.83,4.99,-0.4
0.78,1.83,5.51,-0.61
0.78,1.83,6.04,-0.54
0.78,1.83,6.57,-0.29
0.78,1.83,7.09,-0.06
0.78,1.83,7.62,0.05
0.78,1.83,8.14,0.0
0.78,1.83,8.67,-0.16
0.78,1.83,9.2,-0.35
0.78,1.83,9.72,-0.51
0.78,1.83,10.25,-0.6
0.78,2.36,0.25,-0.28
0.78,2.36,0.78,-0.16
0.78,2.36,1.3,0.21
0.78,2.36,1.83,-0.04
0.78,2.36,2.36,0.29
0.78,2.36,2.88,-0.26
0.78,2.36,3.41,-0.05
0.78,2.36,3.93,0.34
0.78,2.36,4.46,0.27
0.78,2.36,4.99,-0.08
0.78,2.36,5.51,-0.28
0.78,2.36,6.04,-0.21
0.78,2.36,6.57,0.04
0.78,2.36,7.09,0.27
0.78,2.36,7.62,0.38
0.78,2.36,8.14,0.33
0.78,2.36,8.67,0.17
0.78,2.36,9.2,-0.02
0.78,2.36,9.72,-0.18
0.78,2.36,10.25,-0.28
0.78,2.88,0.25,-0.83
0.78,2.88,0.78,-0.71
0.78,2.88,1.3,-0.34
0.78,2.88,1.83,-0.59
0.78,2.88,2.36,-0.26
0.78,2.88,2.88,-0.81
0.78,2.88,3.41,-0.61
0.78,2.88,3.93,-0.21
0.78,2.88,4.46,-0.28
0.78,2.88,4.99,-0.63
0.78,2.88,5.51,-0.83
0.78,2.88,6.04,-0.76
0.78,2.88,6.57,-0.52
0.78,2.88,7.09,-0.28
0.78,2.88,7.62,-0.18
0.78,2.88,8.14,-0.22
0.78,2.88,8.67,-0.38
0.78,2.88,9.2,-0.57
0.78,2.88,9.72,-0.74
0.78,2.88,10.25,-0.83
0.78,3.41,0.25,-0.62
0.78,3.41,0.78,-0.51
0.78,3.41,1.3,-0.14
0.78,3.41,1.83,-0.38
0.78,3.41,2.36,-0.05
0.78,3.41,2.88,-0.61
0.78,3.41,3.41,-0.4
0.78,3.41,3.93,-0.0
0.78,3.41,4.46,-0.07
0.78,3.41,4.99,-0.42
0.78,3.41,5.51,-0.63
0.78,3.41,6.04,-0.56
0.78,3.41,6.57,-0.31
0.78,3.41,7.09,-0.08
0.78,3.41,7.62,0.03
0.78,3.41,8.14,-0.02
0.78,3.41,8.67,-0.17
0.78,3.41,9.2,-0.37
0.78,3.41,9.72,-0.53
0.78,3.41,10.25,-0.62
0.78,3.93,0.25,-0.22
0.78,3.93,0.78,-0.11
0.78,3.93,1.3,0.26
0.78,3.93,1.83,0.02
0.78,3.93,2.36,0.34
0.78,3.93,2.88,-0.21
0.78,3.93,3.41,-0.0
0.78,3.93,3.93,0.4
0.78,3.93,4.46,0.33
0.78,3.93,4.99,-0.02
0.78,3.93,5.51,-0.23
0.78,3.93,6.04,-0.16
0.78,3.93,6.57,0.09
0.78,3.93,7.09,0.32
0.78,3.93,7.62,0.43
0.78,3.93,8.14,0.38
0.78,3.93,8.67,0.22
0.78,3.93,9.2,0.03
0.78,3.93,9.72,-0.13
0.78,3.93,10.25,-0.22
0.78,4.46,0.25,-0.3
0.78,4.46,0.78,-0.18
0.78,4.46,1.3,0.19
0.78,4.46,1.83,-0.05
0.78,4.46,2.36,0.27
0.78,4.46,2.88,-0.28
0.78,4.46,3.41,-0.07
0.78,4.46,3.93,0.33
0.78,4.46,4.46,0.25
0.78,4.46,4.99,-0.09
0.78,4.46,5.51,-0.3
0.78,4.46,6.04,-0.23
0.78,4.46,6.57,0.02
0.78,4.46,7.09,0.25
0.78,4.46,7.62,0.36
0.78,4.46,8.14,0.31
0.78,4.46,8.67,0.15
0.78,4.46,9.2,-0.04
0.78,4.46,9.72,-0.2
0.78,4.46,10.25,-0.29
0.78,4.99,0.25,-0.64
0.78,4.99,0.78,-0.53
0.78,4.99,1.3,-0.16
0.78,4.99,1.83,-0.4
0.78,4.99,2.36,-0.08
0.78,4.99,2.88,-0.63
0.78,4.99,3.41,-0.42
0.78,4.99,3.93,-0.02
0.78,4.99,4.46,-0.09
0.78,4.99,4.99,-0.44
0.78,4.99,5.51,-0.65
0.78,4.99,6.04,-0.58
0.78,4.99,6.57,-0.33
0.78,4.99,7.09,-0.1
0.78,4.99,7.62,0.01
0.78,4.99,8.14,-0.04
0.78,4.99,8.67,-0.2
0.78,4.99,9.2,-0.39
0.78,4.99,9.72,-0.55
0.78,4.99,10.25,-0.64
0.78,5.51,0.25,-0.85
0.78,5.51,0.78,-0.73
0.78,5.51,1.3,-0.36
0.78,5.51,1.83,-0.61
0.78,5.51,2.36,-0.28
0.78,5.51,2.88,-0.83
0.78,5.51,3.41,-0.63
0.78,5.51,3.93,-0.23
0.78,5.51,4.46,-0.3
0.78,5.51,4.99,-0.65
0.78,5.51,5.51,-0.86
0.78,5.51,6.04,-0.78
0.78,5.51,6.57,-0.54
0.78,5.51,7.09,-0.31
0.78,5.51,7.62,-0.2
0.78,5.51,8.14,-0.24
0.78,5.51,8.67,-0.4
0.78,5.51,9.2,-0.6
0.78,5.51,9.72,-0.76
0.78,5.51,10.25,-0.85
0.78,6.04,0.25,-0.78
0.78,6.04,0.78,-0.66
0.78,6.04,1.3,-0.29
0.78,6.04,1.83,-0.54
0.78,6.04,2.36,-0.21
0.78,6.04,2.88,-0.76
0.78,6.04,3.41,-0.56
0.78,6.04,3.93,-0.16
0.78,6.04,4.46,-0.23
0.78,6.04,4.99,-0.58
0.78,6.04,5.51,-0.78
0.78,6.04,6.04,-0.71
0.78,6.04,6.57,-0.47
0.78,6.04,7.09,-0.23
0.78,6.04,7.62,-0.13
0.78,6.04,8.14,-0.17
0.78,6.04,8.67,-0.33
0.78,6.04,9.2,-0.52
0.78,6.04,9.72,-0.68
0.78,6.04,10.25,-0.78
0.78,6.57,0.25,-0.53
0.78,6.57,0.78,-0.42
0.78,6.57,1.3,-0.05
0.78,6.57,1.83,-0.29
0.78,6.57,2.36,0.04
0.78,6.57,2.88,-0.52
0.78,6.57,3.41,-0.31
0.78,6.57,3.93,0.09
0.78,6.57,4.46,0.02
0.78,6.57,4.99,-0.33
0.78,6.57,5.51,-0.54
0.78,6.57,6.04,-0.47
0.78,6.57,6.57,-0.22
0.78,6.57,7.09,0.01
0.78,6.57,7.62,0.12
0.78,6.57,8.14,0.07
0.78,6.57,8.67,-0.08
0.78,6.57,9.2,-0.28
0.78,6.57,9.72,-0.44
0.78,6.57,10.25,-0.53
0.78,7.09,0.25,-0.3
0.78,7.09,0.78,-0.18
0.78,7.09,1.3,0.19
0.78,7.09,1.83,-0.06
0.78,7.09,2.36,0.27
0.78,7.09,2.88,-0.28
0.78,7.09,3.41,-0.08
0.78,7.09,3.93,0.32
0.78,7.09,4.46,0.25
0.78,7.09,4.99,-0.1
0.78,7.09,5.51,-0.31
0.78,7.09,6.04,-0.23
0.78,7.09,6.57,0.01
0.78,7.09,7.09,0.24
0.78,7.09,7.62,0.35
0.78,7.09,8.14,0.31
0.78,7.09,8.67,0.15
0.78,7.09,9.2,-0.05
0.78,7.09,9.72,-0.21
0.78,7.09,10.25,-0.3
0.78,7.62,0.25,-0.19
0.78,7.62,0.78,-0.08
0.78,7.62,1.3,0.29
0.78,7.62,1.83,0.05
0.78,7.62,2.36,0.38
0.78,7.62,2.88,-0.18
0.78,7.62,3.41,0.03
0.78,7.62,3.93,0.43
0.78,7.62,4.46,0.36
0.78,7.62,4.99,0.01
0.78,7.62,5.51,-0.2
0.78,7.62,6.04,-0.13
0.78,7.62,6.57,0.12
0.78,7.62,7.09,0.35
0.78,7.62,7.62,0.46
0.78,7.62,8.14,0.41
0.78,7.62,8.67,0.26
0.78,7.62,9.2,0.06
0.78,7.62,9.72,-0.1
0.78,7.62,10.25,-0.19
0.78,8.14,0.25,-0.24
0.78,8.14,0.78,-0.12
0.78,8.14,1.3,0.25
0.78,8.14,1.83,0.0
0.78,8.14,2.36,0.33
0.78,8.14,2.88,-0.22
0.78,8.14,3.41,-0.02
0.78,8.14,3.93,0.38
0.78,8.14,4.46,0.31
0.78,8.14,4.99,-0.04
0.78,8.14,5.51,-0.24
0.78,8.14,6.04,-0.17
0.78,8.14,6.57,0.07
0.78,8.14,7.09,0.31
0.78,8.14,7.62,0.41
0.78,8.14,8.14,0.37
0.78,8.14,8.67,0.21
0.78,8.14,9.2,0.01
0.78,8.14,9.72,-0.15
0.78,8.14,10.25,-0.24
0.78,8.67,0.25,-0.4
0.78,8.67,0.78,-0.28
0.78,8.67,1.3,0.09
0.78,8.67,1.83,-0.16
0.78,8.67,2.36,0.17
0.78,8.67,2.88,-0.38
0.78,8.67,3.41,-0.17
0.78,8.67,3.93,0.22
0.78,8.67,4.46,0.15
0.78,8.67,4.99,-0.2
0.78,8.67,5.51,-0.4
0.78,8.67,6.04,-0.33
0.78,8.67,6.57,-0.08
0.78,8.67,7.09,0.15
0.78,8.67,7.62,0.26
0.78,8.67,8.14,0.21
0.78,8.67,8.67,0.05
0.78,8.67,9.2,-0.14
0.78,8.67,9.72,-0.3
0.78,8.67,10.25,-0.4
0.78,9.2,0.25,-0.59
0.78,9.2,0.78,-0.47
0.78,9.2,1.3,-0.11
0.78,9.2,1.83,-0.35
0.78,9.2,2.36,-0.02
0.78,9.2,2.88,-0.57
0.78,9.2,3.41,-0.37
0.78,9.2,3.93,0.03
0.78,9.2,4.46,-0.04
0.78,9.2,4.99,-0.39
0.78,9.2,5.51,-0.6
0.78,9.2,6.04,-0.52
0.78,9.2,6.57,-0.28
0.78,9.2,7.09,-0.05
0.78,9.2,7.62,0.06
0.78,9.2,8.14,0.01
0.78,9.2,8.67,-0.14
0.78,9.2,9.2,-0.34
0.78,9.2,9.72,-0.5
0.78,9.2,10.25,-0.59
0.78,9.72,0.25,-0.75
0.78,9.72,0.78,-0.63
0.78,9.72,1.3,-0.27
0.78,9.72,1.83,-0.51
0.78,9.72,2.36,-0.18
0.78,9.72,2.88,-0.74
0.78,9.72,3.41,-0.53
0.78,9.72,3.93,-0.13
0.78,9.72,4.46,-0.2
0.78,9.72,4.99,-0.55
0.78,9.72,5.51,-0.76
0.78,9.72,6.04,-0.68
0.78,9.72,6.57,-0.44
0.78,9.72,7.09,-0.21
0.78,9.72,7.62,-0.1
0.78,9.72,8.14,-0.15
0.78,9.72,8.67,-0.3
0.78,9.72,9.2,-0.5
0.78,9.72,9.72,-0.66
0.78,9.72,10.25,-0.75
0.78,10.25,0.25,-0.84
0.78,10.25,0.78,-0.73
0.78,10.25,1.3,-0.36
0.78,10.25,1.83,-0.6
0.78,10.25,2.36,-0.28
0.78,10.25,2.88,-0.83
0.78,10.25,3.41,-0.62
0.78,10.25,3.93,-0.22
0.78,10.25,4.46,-0.29
0.78,10.25,4.99,-0.64
0.78,10.25,5.51,-0.85
0.78,10.25,6.04,-0.78
0.78,10.25,6.57,-0.53
0.78,10.25,7.09,-0.3
0.78,10.25,7.62,-0.19
0.78,10.25,8.14,-0.24
0.78,10.25,8.67,-0.4
0.78,10.25,9.2,-0.59
0.78,10.25,9.72,-0.75
0.78,10.25,10.25,-0.84
1.3,0.25,0.25,-0.48
1.3,0.25,0.78,-0.36
1.3,0.25,1.3,0.01
1.3,0.25,1.83,-0.24
1.3,0.25,2.36,0.09
1.3,0.25,2.88,-0.46
1.3,0.25,3.41,-0.25
1.3,0.25,3.93,0.14
1.3,0.25,4.46,0.07
1.3,0.25,4.99,-0.28
1.3,0.25,5.51,-0.48
1.3,0.25,6.04,-0.41
1.3,0.25,6.57,-0.16
1.3,0.25,7.09,0.07
1.3,0.25,7.62,0.18
1.3,0.25,8.14,0.13
1.3,0.25,8.67,-0.03
1.3,0.25,9.2,-0.22
1.3,0.25,9.72,-0.38
1.3,0.25,10.25,-0.48
1.3,0.78,0.25,-0.36
1.3,0.78,0.78,-0.24
1.3,0.78,1.3,0.13
1.3,0.78,1.83,-0.12
1.3,0.78,2.36,0.21
1.3,0.78,2.88,-0.34
1.3,0.78,3.41,-0.14
1.3,0.78,3.93,0.26
1.3,0.78,4.46,0.19
1.3,0.78,4.99,-0.16
1.3,0.78,5.51,-0.36
1.3,0.78,6.04,-0.29
